audit_id	round	surface	page	locus	section	language	hand	token_ordinal	line_position	previous	following	zl3b_line	it2a_line	rf1b_line	reader_exact	split_normalized	before_state	before_gloss	after_gloss	known_other_tokens	local_before_de	local_after_de	flags	hard_collision	verdict	review_reason
G642-A01-058	1	cheol	f113v	f113v.48	S	B	3	2	MEDIAL	y	cheey	y cheol cheey qol lsheedy qokaiin chedy kain qokeeedy lkaiin okal dy	ycheol cheey qol lsheedy qokaiin chedy kain qokeeedy lkaiin okal dy	y cheol cheey qol lshee y qokaiin che y kain qokeee y lkaiin okal dy	0	0	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	5	[y:?] | [cheol:?] | [cheey:?] | [qol:?] | [lsheedy:?] | heiß, Grad III | getrockneter Zustand | heiß, Grad II | heißer Zustand, Bindungsstufe III | [lkaiin:?] | Ansatz aus heißem Rohstoff, Form I | [dy:?]	[y:?] | trockener Drogenstoff | [cheey:?] | [qol:?] | [lsheedy:?] | heiß, Grad III | getrockneter Zustand | heiß, Grad II | heißer Zustand, Bindungsstufe III | [lkaiin:?] | Ansatz aus heißem Rohstoff, Form I | [dy:?]	ALTERNATE_READER_BOUNDARY	0	READER_BOUNDARY_WARNING	ZL3b target is not the same exact token in every alternate reading
G642-A01-059	1	cheol	f114r	f114r.7	S	B	3	1	INITIAL	<BOS>	dchedy	cheol dchedy dkchs aiin chdedy qodaiin okchedaiin chain	cheol dchedy dkchs aiin chdedy qodaiin okchedaiin chain	cheol dched dkchs aiin chdedy qodaiin okchedaiin chain	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	2	[cheol:?] | [dchedy:?] | [dkchs:?] | Menge III | [chdedy:?] | [qodaiin:?] | [okchedaiin:?] | trocken, Grad II	trockener Drogenstoff | [dchedy:?] | [dkchs:?] | Menge III | [chdedy:?] | [qodaiin:?] | [okchedaiin:?] | trocken, Grad II	NONE	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-060	1	cheol	f114v	f114v.15	S	B	3	9	MEDIAL	qotody	kchedy	ochedain chedy okal chaiin qokod qokol cheedy qotody cheol kchedy ldy	ochedain chedy okal chaiin qokod qokol cheedy qotody cheol kchedy ldy	ochedain che y okal chaiin qokod qokol cheedy qotody cheol kchedy ldy	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	3	[ochedain:?] | getrockneter Zustand | Ansatz aus heißem Rohstoff, Form I | trocken, Grad III | [qokod:?] | [qokol:?] | [cheedy:?] | [qotody:?] | [cheol:?] | [kchedy:?] | [ldy:?]	[ochedain:?] | getrockneter Zustand | Ansatz aus heißem Rohstoff, Form I | trocken, Grad III | [qokod:?] | [qokol:?] | [cheedy:?] | [qotody:?] | trockener Drogenstoff | [kchedy:?] | [ldy:?]	HOT_NEIGHBOR_DIFFERENT_SLOT	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-061	1	cheol	f114v	f114v.32	S	B	3	2	MEDIAL	y	oleey	y cheol oleey cheoaiin chetaiin sheeodain	ycheol oleeey cheoaiin chetaiin sheeodain	ycheol olee cheoaiin chetaiin eeodain	0	0	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	0	[y:?] | [cheol:?] | [oleey:?] | [cheoaiin:?] | [chetaiin:?] | [sheeodain:?]	[y:?] | trockener Drogenstoff | [oleey:?] | [cheoaiin:?] | [chetaiin:?] | [sheeodain:?]	ALTERNATE_READER_BOUNDARY|OPAQUE_OTHER_TOKENS	0	READER_BOUNDARY_WARNING	ZL3b target is not the same exact token in every alternate reading
G642-A01-062	1	cheol	f115r	f115r.15	S	B	@	10	MEDIAL	qotain	lkar	y cheo lkeodain chcthed qokar chedy qotain chody qotain cheol lkar air om	ycheo lkeodain chcthed qokar chedy qotain chody qotain cheol lkar air om	y cheo lkeodain chcthed qokar chedy qotain chody qotain cheol lkar air om	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	5	[y:?] | trocken angesetzte Zubereitung | [lkeodain:?] | [chcthed:?] | heiße Portion | getrockneter Zustand | kalt im qo-Rahmen, Grad II | [chody:?] | kalt im qo-Rahmen, Grad II | [cheol:?] | [lkar:?] | [air:?] | [om:?]	[y:?] | trocken angesetzte Zubereitung | [lkeodain:?] | [chcthed:?] | heiße Portion | getrockneter Zustand | kalt im qo-Rahmen, Grad II | [chody:?] | kalt im qo-Rahmen, Grad II | trockener Drogenstoff | [lkar:?] | [air:?] | [om:?]	NONE	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-063	1	cheol	f115r	f115r.18	S	B	@	1	INITIAL	<BOS>	lcheey	cheol lcheey okcho keedor ykechey chchdy	cheol lcheey okcho keedor ykechey chchdy	cheo l lcheey okcho keedor ykechey chchdy	0	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	1	[cheol:?] | Drogenholz, trocken gebunden, Form II | [okcho:?] | [keedor:?] | [ykechey:?] | [chchdy:?]	trockener Drogenstoff | Drogenholz, trocken gebunden, Form II | [okcho:?] | [keedor:?] | [ykechey:?] | [chchdy:?]	ALTERNATE_READER_BOUNDARY|SPLIT_NORMALIZED|OPAQUE_OTHER_TOKENS	0	READER_BOUNDARY_WARNING	ZL3b target is not the same exact token in every alternate reading
G642-A01-064	1	cheol	f115r	f115r.3	S	B	@	2	MEDIAL	qol	chor	qol cheol chor od qol chedy qockheos cholor daar oraro	qolcheol chor od qol chedy qockheos cholor daar oraro	qol che l chor od qol che y qockheos cholor daar oraro	0	0	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	2	[qol:?] | [cheol:?] | Pflanzen-/Reproduktionsteil | [od:?] | [qol:?] | getrockneter Zustand | [qockheos:?] | [cholor:?] | [daar:?] | [oraro:?]	[qol:?] | trockener Drogenstoff | Pflanzen-/Reproduktionsteil | [od:?] | [qol:?] | getrockneter Zustand | [qockheos:?] | [cholor:?] | [daar:?] | [oraro:?]	ALTERNATE_READER_BOUNDARY	0	READER_BOUNDARY_WARNING	ZL3b target is not the same exact token in every alternate reading
G642-A01-065	1	cheol	f115r	f115r.38	S	B	@	2	MEDIAL	dor	chot	dor cheol chot qotchy qokchy sol raiin shey kchedy daiin shedy qoty	dor cheol chot qotohy qokchy sol raiin shey kchedy daiin sheey qoty	dor cheol chot qotchy qokchy sol raiin shey kchedy daiin she y qoty	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	7	[dor:?] | [cheol:?] | [chot:?] | kalt-trocken | heiß-trocken | Samenmaterial/Saatgut | Wurzel, Typ/Charge III | feucht, attributiv gebunden | [kchedy:?] | Grad-/Maßwert III | [shedy:?] | kalt, Grundform	[dor:?] | trockener Drogenstoff | [chot:?] | kalt-trocken | heiß-trocken | Samenmaterial/Saatgut | Wurzel, Typ/Charge III | feucht, attributiv gebunden | [kchedy:?] | Grad-/Maßwert III | [shedy:?] | kalt, Grundform	NONE	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-066	1	cheol	f115r	f115r.8	S	B	@	2	MEDIAL	kcheor	orair	kcheor cheol orair ot chedar lor aiin qokain qoteeol dar ar al opchedy darom	kcheor cheol orair otchedar lor aiin qokain qoteeol dar ar al opchedy darom	tcheor cheol orair otchedar lor aiin qokain qoteeol dar ar al pchedy darom	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	3	[kcheor:?] | [cheol:?] | [orair:?] | [ot:?] | [chedar:?] | Holzportion | Menge III | heiß, Grad II | [qoteeol:?] | [dar:?] | [ar:?] | [al:?] | [opchedy:?] | [darom:?]	[kcheor:?] | trockener Drogenstoff | [orair:?] | [ot:?] | [chedar:?] | Holzportion | Menge III | heiß, Grad II | [qoteeol:?] | [dar:?] | [ar:?] | [al:?] | [opchedy:?] | [darom:?]	HOT_NEIGHBOR_DIFFERENT_SLOT	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-067	1	cheol	f116r	f116r.28	S	B	3	1	INITIAL	<BOS>	lchey	cheol lchey lkeey sheal lshalshy qotalshy cthedy l ky chedy oteedy lched	cheol lchey lkeey sheal lshalshy qotalshy cthedy lky chedy oteedy lched	cheol lchey lkeey sheal l shalshy qotalshy cthedy lky chedy oteedy lched	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	2	[cheol:?] | Drogenholz, trocken gebunden, Form I | [lkeey:?] | [sheal:?] | [lshalshy:?] | [qotalshy:?] | [cthedy:?] | [l:?] | [ky:?] | getrockneter Zustand | [oteedy:?] | [lched:?]	trockener Drogenstoff | Drogenholz, trocken gebunden, Form I | [lkeey:?] | [sheal:?] | [lshalshy:?] | [qotalshy:?] | [cthedy:?] | [l:?] | [ky:?] | getrockneter Zustand | [oteedy:?] | [lched:?]	NONE	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-068	1	cheol	f20v	f20v.2	H	A	1	3	MEDIAL	ykoiin	chol	sos ykoiin cheol chol choiin checthy otol chol chodaiin oty	sos ykaiin cheol chol choiin checthy otol chol chodaiin oty	sos ykoiin cheol chol choiin checthy otol chol chodaiin oty	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	5	[sos:?] | [ykoiin:?] | [cheol:?] | trocken; nominal trockenes Gut/Material | trockene Zubereitungsform III | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | [otol:?] | trocken; nominal trockenes Gut/Material | [chodaiin:?] | kalter Ansatz, Grundform	[sos:?] | [ykoiin:?] | trockener Drogenstoff | trocken; nominal trockenes Gut/Material | trockene Zubereitungsform III | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut | [otol:?] | trocken; nominal trockenes Gut/Material | [chodaiin:?] | kalter Ansatz, Grundform	NONE	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-069	1	cheol	f24r	f24r.1	H	A	1	7	MEDIAL	she	daiin	por or y chor opchar she cheol daiin or	porory chor opchar she cheol daiin or	porory chor opchar she cheol daiin or	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	6	Pulverportion | Teil-/Nominalträger; genaue Basisbedeutung offen | [y:?] | Pflanzen-/Reproduktionsteil | [opchar:?] | feucht, attributiv gebunden | [cheol:?] | Qualitätsgrad III | Teil-/Nominalträger; genaue Basisbedeutung offen	Pulverportion | Teil-/Nominalträger; genaue Basisbedeutung offen | [y:?] | Pflanzen-/Reproduktionsteil | [opchar:?] | feucht, attributiv gebunden | trockener Drogenstoff | Qualitätsgrad III | Teil-/Nominalträger; genaue Basisbedeutung offen	ACTIVE_SCOPE_RIVAL|MOIST_NEIGHBOR_DIFFERENT_SLOT	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-070	1	cheol	f24v	f24v.13	H	A	1	2	MEDIAL	oeeey	chol	oeeey cheol chol odor sho do otolodal	oeeey cheol chol odor sho do otolodal	oeeey cheol chol odor sho do otolodal	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	2	[oeeey:?] | [cheol:?] | trocken; nominal trockenes Gut/Material | [odor:?] | feuchter Ansatz | [do:?] | [otolodal:?]	[oeeey:?] | trockener Drogenstoff | trocken; nominal trockenes Gut/Material | [odor:?] | feuchter Ansatz | [do:?] | [otolodal:?]	NONE	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-071	1	cheol	f2v	f2v.8	H	A	1	3	MEDIAL	chor	chol	chokoishe chor cheol chol dolody	chokoishe chor cheol chol dolody	chokoie chor cheol chol dolody	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	2	[chokoishe:?] | Pflanzen-/Reproduktionsteil | [cheol:?] | trocken; nominal trockenes Gut/Material | [dolody:?]	[chokoishe:?] | Pflanzen-/Reproduktionsteil | trockener Drogenstoff | trocken; nominal trockenes Gut/Material | [dolody:?]	NONE	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-072	1	cheol	f31r	f31r.8	H	B	2	3	MEDIAL	qokedy	cheod	shedy qokedy cheol cheod qokeody cheol checthy	shedy qokedy cheol cheod qokeody cheol checthy	she y qokedy cheol cheod qokeody cheol checthy	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	1	[shedy:?] | [qokedy:?] | [cheol:?] | [cheod:?] | [qokeody:?] | [cheol:?] | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut	[shedy:?] | [qokedy:?] | trockener Drogenstoff | [cheod:?] | [qokeody:?] | trockener Drogenstoff | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut	OPAQUE_OTHER_TOKENS|HOT_NEIGHBOR_DIFFERENT_SLOT	0	OPAQUE_CONTEXT	fewer than two independently glossed companion positions
G642-A01-073	1	cheol	f31r	f31r.8	H	B	2	6	MEDIAL	qokeody	checthy	shedy qokedy cheol cheod qokeody cheol checthy	shedy qokedy cheol cheod qokeody cheol checthy	she y qokedy cheol cheod qokeody cheol checthy	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	1	[shedy:?] | [qokedy:?] | [cheol:?] | [cheod:?] | [qokeody:?] | [cheol:?] | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut	[shedy:?] | [qokedy:?] | trockener Drogenstoff | [cheod:?] | [qokeody:?] | trockener Drogenstoff | trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut	OPAQUE_OTHER_TOKENS|HOT_NEIGHBOR_DIFFERENT_SLOT	0	OPAQUE_CONTEXT	fewer than two independently glossed companion positions
G642-A01-074	1	cheol	f33v	f33v.7	H	B	2	7	MEDIAL	oky	orain	tshdy shefchdy shckhdy oltedy daiin oky cheol orain chdyshdy porar	tshdy shefchdy shckhdy oltedy daiin oky cheol orain chdyshdy porar	tshdy shefchdy shckhdy oltedy daiin oky cheol rain ch yshdy porar	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	1	[tshdy:?] | [shefchdy:?] | [shckhdy:?] | [oltedy:?] | Grad-/Maßwert III | [oky:?] | [cheol:?] | [orain:?] | [chdyshdy:?] | [porar:?]	[tshdy:?] | [shefchdy:?] | [shckhdy:?] | [oltedy:?] | Grad-/Maßwert III | [oky:?] | trockener Drogenstoff | [orain:?] | [chdyshdy:?] | [porar:?]	OPAQUE_OTHER_TOKENS	0	OPAQUE_CONTEXT	fewer than two independently glossed companion positions
G642-A01-075	1	cheol	f34v	f34v.6	H	B	2	5	MEDIAL	qokees	ypchdaiin	pchedar shear qokchdy qokees cheol ypchdaiin chedy lr ar chedain	pchedar seear qokchdy qokees cheol ypchdaiin chedy lr ar chedain	pchedar shear qokchdy qokees cheol ypchdaiin chedy lr ar che ain	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	1	[pchedar:?] | [shear:?] | [qokchdy:?] | [qokees:?] | [cheol:?] | [ypchdaiin:?] | getrockneter Zustand | [lr:?] | [ar:?] | [chedain:?]	[pchedar:?] | [shear:?] | [qokchdy:?] | [qokees:?] | trockener Drogenstoff | [ypchdaiin:?] | getrockneter Zustand | [lr:?] | [ar:?] | [chedain:?]	OPAQUE_OTHER_TOKENS|HOT_NEIGHBOR_DIFFERENT_SLOT	0	OPAQUE_CONTEXT	fewer than two independently glossed companion positions
G642-A01-076	1	cheol	f35v	f35v.15	H	A	1	2	MEDIAL	ykol	okchy	ykol cheol okchy tch	ykol cheol okchy tch	ykol cheol okchy tch	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	0	[ykol:?] | [cheol:?] | [okchy:?] | [tch:?]	[ykol:?] | trockener Drogenstoff | [okchy:?] | [tch:?]	OPAQUE_OTHER_TOKENS	0	OPAQUE_CONTEXT	fewer than two independently glossed companion positions
G642-A01-077	1	cheol	f39r	f39r.11	H	B	2	10	MEDIAL	qokaldar	dar	dshdy ar aiin y yken chdy ykal olkaiin qokaldar cheol dar aiin	dshdy ar aiin y ykar chdy ykal olkaiin qokaldar cheol dar aiin	dshdy ar aiin y yken ch y ykal olkaiin qokal ar cheol dar aiin	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	2	[dshdy:?] | [ar:?] | Menge III | [y:?] | [yken:?] | [chdy:?] | [ykal:?] | [olkaiin:?] | [qokaldar:?] | [cheol:?] | [dar:?] | Menge III	[dshdy:?] | [ar:?] | Menge III | [y:?] | [yken:?] | [chdy:?] | [ykal:?] | [olkaiin:?] | [qokaldar:?] | trockener Drogenstoff | [dar:?] | Menge III	HOT_NEIGHBOR_DIFFERENT_SLOT	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-078	1	cheol	f39r	f39r.15	H	B	2	3	MEDIAL	ol	daiin	qolkain ol cheol daiin dar ol dld ar ador aiin ofcheefar	qolkain olcheol daiin dar ol dld iir ador aiin ofcheefar	qolkain ol cheol aiin ar o l dld ar ador aiin ofcheefar	0	0	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	4	[qolkain:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [cheol:?] | Qualitätsgrad III | [dar:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [dld:?] | [ar:?] | [ador:?] | Menge III | [ofcheefar:?]	[qolkain:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trockener Drogenstoff | Qualitätsgrad III | [dar:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [dld:?] | [ar:?] | [ador:?] | Menge III | [ofcheefar:?]	ALTERNATE_READER_BOUNDARY|ACTIVE_SCOPE_RIVAL	0	READER_BOUNDARY_WARNING	ZL3b target is not the same exact token in every alternate reading
G642-A01-079	1	cheol	f3r	f3r.16	H	A	1	4	MEDIAL	s	ekshy	oteol chol s cheol ekshy qokeom qokol daiin soleeg	oteol chol s cheol ekshy qokeom qokol daiin soleeg	oteol chol s cheol ekshy qokeom qok l daiin soleeg	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	2	[oteol:?] | trocken; nominal trockenes Gut/Material | [s:?] | [cheol:?] | [ekshy:?] | [qokeom:?] | [qokol:?] | Qualitätsgrad III | [soleeg:?]	[oteol:?] | trocken; nominal trockenes Gut/Material | [s:?] | trockener Drogenstoff | [ekshy:?] | [qokeom:?] | [qokol:?] | Qualitätsgrad III | [soleeg:?]	NONE	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-080	1	cheol	f44v	f44v.2	H	A	1	2	MEDIAL	yolkol	qokchain	yolkol cheol qokchain daly otchol daiin shol qotor ar	yolkol cheol qokchain daly otchol daiin shol qotor ar	yolkol cheol qokchain daly otchol daiin shol qotor ar	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	4	[yolkol:?] | [cheol:?] | [qokchain:?] | [daly:?] | kalt-trockener Zubereitungsstoff | Qualitätsgrad III | feucht; nominal feuchtes Gut/Material | kalte Drogenportion | [ar:?]	[yolkol:?] | trockener Drogenstoff | [qokchain:?] | [daly:?] | kalt-trockener Zubereitungsstoff | Qualitätsgrad III | feucht; nominal feuchtes Gut/Material | kalte Drogenportion | [ar:?]	HOT_NEIGHBOR_DIFFERENT_SLOT	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-081	1	cheol	f44v	f44v.7	H	A	1	5	MEDIAL	dy	ololy	oky tchaiin cthol dy cheol ololy	oko tchaiin cthol dy cheol ololy	oko tchaiin cthol dy cheol ololy	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	0	[oky:?] | [tchaiin:?] | [cthol:?] | [dy:?] | [cheol:?] | [ololy:?]	[oky:?] | [tchaiin:?] | [cthol:?] | [dy:?] | trockener Drogenstoff | [ololy:?]	OPAQUE_OTHER_TOKENS	0	OPAQUE_CONTEXT	fewer than two independently glossed companion positions
G642-A01-082	1	cheol	f45r	f45r.10	H	A	1	8	MEDIAL	dalor	dal	okaiin shar yky oky kair daldy dalor cheol dal	okaiin shar yky oky kair daldy dalor cheol dal	okaiin shar yky oky kair daldy dalor cheol dal	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	1	heiß, Grad III, im Ansatzrahmen | [shar:?] | [yky:?] | [oky:?] | [kair:?] | [daldy:?] | [dalor:?] | [cheol:?] | [dal:?]	heiß, Grad III, im Ansatzrahmen | [shar:?] | [yky:?] | [oky:?] | [kair:?] | [daldy:?] | [dalor:?] | trockener Drogenstoff | [dal:?]	OPAQUE_OTHER_TOKENS	0	OPAQUE_CONTEXT	fewer than two independently glossed companion positions
G642-A01-083	1	cheol	f45v	f45v.3	H	A	1	4	MEDIAL	or	qotol	qokchy l or cheol qotol qotol chy ky cthod ykar yd	qokchy l or cheol qotol qotol chy ky ctho d ykar yd	qokchy l or cheal qotol qotol chy ky cthod ykar yd	0	0	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	5	heiß-trocken | [l:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | [cheol:?] | kaltes Material | kaltes Material | trocken, Grundform | [ky:?] | [cthod:?] | [ykar:?] | [yd:?]	heiß-trocken | [l:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | trockener Drogenstoff | kaltes Material | kaltes Material | trocken, Grundform | [ky:?] | [cthod:?] | [ykar:?] | [yd:?]	ALTERNATE_READER_BOUNDARY|ACTIVE_SCOPE_RIVAL	0	READER_BOUNDARY_WARNING	ZL3b target is not the same exact token in every alternate reading
G642-A01-084	1	cheol	f46r	f46r.14	H	B	2	4	MEDIAL	qokar	okal	otchealkar sholkshy qokar cheol okal dam chdam qokam	otshealkar sholkshy qokar cheol okal dam chdam qokam	otchealtar sholkshy qokar cheol okal am ch am qokam	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	2	[otchealkar:?] | [sholkshy:?] | heiße Portion | [cheol:?] | Ansatz aus heißem Rohstoff, Form I | [dam:?] | [chdam:?] | [qokam:?]	[otchealkar:?] | [sholkshy:?] | heiße Portion | trockener Drogenstoff | Ansatz aus heißem Rohstoff, Form I | [dam:?] | [chdam:?] | [qokam:?]	HOT_NEIGHBOR_DIFFERENT_SLOT	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-085	1	cheol	f49r	f49r.18	H	A	1	2	MEDIAL	sheor	od	sheor cheol od cho dcheeey qot chotchy	sheor cheol od cho dcheeey qotchotchy	sheor cheol od cho dcheeey qotchotchy	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	0	[sheor:?] | [cheol:?] | [od:?] | [cho:?] | [dcheeey:?] | [qot:?] | [chotchy:?]	[sheor:?] | trockener Drogenstoff | [od:?] | [cho:?] | [dcheeey:?] | [qot:?] | [chotchy:?]	OPAQUE_OTHER_TOKENS|MOIST_NEIGHBOR_DIFFERENT_SLOT	0	OPAQUE_CONTEXT	fewer than two independently glossed companion positions
G642-A01-086	1	cheol	f49v	f49v.36	H	A	1	2	MEDIAL	qotcho	chol	qotcho cheol chol s cho chcthey dcheol chotchody	qotcho cheol chol s cho chcthey dcheol chotchody	qotcho cheol chols cho chcthey dcheol chotchody	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	1	[qotcho:?] | [cheol:?] | trocken; nominal trockenes Gut/Material | [s:?] | [cho:?] | [chcthey:?] | [dcheol:?] | [chotchody:?]	[qotcho:?] | trockener Drogenstoff | trocken; nominal trockenes Gut/Material | [s:?] | [cho:?] | [chcthey:?] | [dcheol:?] | [chotchody:?]	OPAQUE_OTHER_TOKENS	0	OPAQUE_CONTEXT	fewer than two independently glossed companion positions
G642-A01-087	1	cheol	f51v	f51v.13	H	A	1	2	MEDIAL	daiin	cheodain	daiin cheol cheodain	daiin cheol cheodain	daiin cheol cheodain	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	1	Grad-/Maßwert III | [cheol:?] | [cheodain:?]	Grad-/Maßwert III | trockener Drogenstoff | [cheodain:?]	OPAQUE_OTHER_TOKENS	0	OPAQUE_CONTEXT	fewer than two independently glossed companion positions
G642-A01-088	1	cheol	f52v	f52v.4	H	A	1	5	MEDIAL	cheeor	chckheey	tchor ctheor ctheol cheeor cheol chckheey sody	tchor ctheor ctheol cheeor cheol chckheey sody	tchor ctheor ctheol cheeor cheol chckheey sody	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	1	[tchor:?] | [ctheor:?] | [ctheol:?] | [cheeor:?] | [cheol:?] | [chckheey:?] | Samen/Saatgut, fertig aufbereitet	[tchor:?] | [ctheor:?] | [ctheol:?] | [cheeor:?] | trockener Drogenstoff | [chckheey:?] | Samen/Saatgut, fertig aufbereitet	OPAQUE_OTHER_TOKENS	0	OPAQUE_CONTEXT	fewer than two independently glossed companion positions
G642-A01-089	1	cheol	f54v	f54v.3	H	A	1	7	MEDIAL	ykoldam	am	yair ykar oky cham chody ykoldam cheol am	yair ykar oky cham chody ykoldam cheol aim	yair kar oky cham cho y ykoldam cheolam	0	0	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	0	[yair:?] | [ykar:?] | [oky:?] | [cham:?] | [chody:?] | [ykoldam:?] | [cheol:?] | [am:?]	[yair:?] | [ykar:?] | [oky:?] | [cham:?] | [chody:?] | [ykoldam:?] | trockener Drogenstoff | [am:?]	ALTERNATE_READER_BOUNDARY|OPAQUE_OTHER_TOKENS	0	READER_BOUNDARY_WARNING	ZL3b target is not the same exact token in every alternate reading
G642-A01-090	1	cheol	f54v	f54v.6	H	A	1	2	MEDIAL	tol	shocthy	tol cheol shocthy qodaiin keeody	tol cheol shocthy qodaiin kchody	tol cheol shocthy qodaiin kchody	1	1	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	2	kalt; nominal kaltes Gut/Material | [cheol:?] | feuchte CTH-Drogenzubereitung; im Herbal feuchte Blatt-/Krautzubereitung | [qodaiin:?] | [keeody:?]	kalt; nominal kaltes Gut/Material | trockener Drogenstoff | feuchte CTH-Drogenzubereitung; im Herbal feuchte Blatt-/Krautzubereitung | [qodaiin:?] | [keeody:?]	MOIST_NEIGHBOR_DIFFERENT_SLOT	0	CONSISTENT_CONCRETE	material/part reading fits the visible list or quality frame without a same-slot collision
G642-A01-091	1	cheol	f55r	f55r.7	H	B	2	2	MEDIAL	tchedar	kedy	tchedar cheol kedy chody kshdy qotchdy qokchdy olkardam	tchedor cheolkedy chody kshdy qotchdy qokchdy olkardam	tched r cheolkedy chody ksh y qotchdy q kch y olkar am	0	0	UNKNOWN_SURFACE	[cheol:?]	trockener Drogenstoff	0	[tchedar:?] | [cheol:?] | [kedy:?] | [chody:?] | [kshdy:?] | [qotchdy:?] | [qokchdy:?] | [olkardam:?]	[tchedar:?] | trockener Drogenstoff | [kedy:?] | [chody:?] | [kshdy:?] | [qotchdy:?] | [qokchdy:?] | [olkardam:?]	ALTERNATE_READER_BOUNDARY|OPAQUE_OTHER_TOKENS|HOT_NEIGHBOR_DIFFERENT_SLOT	0	READER_BOUNDARY_WARNING	ZL3b target is not the same exact token in every alternate reading
