statement_id	physical_page	register	visible_owner_or_namespace_de	locus_span	event_count	template_id	template_name_de	template_pattern_de	canonical_slot_signature	event_role_trace	observed_primary_trace	end_style	crosses_physical_line	surface_sequence	fluent_workshop_de	event_ids
P1006-S341	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	f82r.27	1	T01	EINFACHER ARBEITSGANG	BESITZER → HANDLUNG → [ZUSTAND] → ENDE	OWNER>ACTION>STATE>CLOSE	ACTION+STATE+CLOSE	CLOSE	CLOSE	NO	qokeedy	An der jeweils gezeigten Bad- oder Leitungsstation den Teilgang schließen.	P912-E1338
P1006-S342	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	f82r.27	1	T07	ÜBER EINEN WEG FÜHREN	BESITZER → [QUELLE/POSTEN] → HANDLUNG → WEG → [ZIEL/ZUSTAND] → ENDE	OWNER>ACTION>PATH>CLOSE	ACTION+PATH+CLOSE	CLOSE	CLOSE	NO	lochedy	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	P912-E1339
P1006-S343	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	f82r.28	2	T04	ABGEMESSENER ARBEITSGANG	BESITZER → [POSTEN] → MENGE/STUFE → HANDLUNG → [ZUSTAND] → ENDE	OWNER>QUANTITY>ACTION>CLOSE	QUANTITY+ACTION | ACTION+CLOSE	QUANTITY>CLOSE	CLOSE	NO	qokoiin shedy	An der jeweils gezeigten Bad- oder Leitungsstation absetzen lassen und den Teilgang schließen.	P912-E1340|P912-E1341
P1006-S344	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	f82r.28	1	T01	EINFACHER ARBEITSGANG	BESITZER → HANDLUNG → [ZUSTAND] → ENDE	OWNER>ACTION>STATE>CLOSE	ACTION+STATE+CLOSE	CLOSE	CLOSE	NO	qokeedy	An der jeweils gezeigten Bad- oder Leitungsstation den Teilgang schließen.	P912-E1342
P1006-S345	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	f82r.28|f82r.29	9	T08	VOLLSTÄNDIGE MEHRSCHRITTKETTE	BESITZER → [FOLGE] → [POSTEN/QUELLE/MENGE/ANSATZ] → HANDLUNG+ → [WEG/ZIEL/ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>QUANTITY>ACTION>PATH>TARGET>STATE>CLOSE	SEQUENCE+QUANTITY | ITEM+ACTION+STATE | SEQUENCE+STATE | ITEM | QUANTITY+ACTION | SEQUENCE+ITEM | TARGET | ITEM+ACTION+STATE | ACTION+PATH+CLOSE	SEQUENCE>STATE>SEQUENCE>ITEM>QUANTITY>SEQUENCE>TARGET>STATE>CLOSE	CLOSE	YES	qotaiin chcthey qoteeol chey qokaiin oly d cheey lchedy	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen, bis zur Gebrauchsbereitschaft führen und den Teilgang schließen.	P912-E1343|P912-E1344|P912-E1345|P912-E1346|P912-E1347|P912-E1348|P912-E1349|P912-E1350|P912-E1351
P1006-S346	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	f82r.29	1	T01	EINFACHER ARBEITSGANG	BESITZER → HANDLUNG → [ZUSTAND] → ENDE	OWNER>ACTION>STATE>CLOSE	ACTION+STATE+CLOSE	CLOSE	CLOSE	NO	qokeedy	An der jeweils gezeigten Bad- oder Leitungsstation den Teilgang schließen.	P912-E1352
P1006-S347	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	f82r.29	1	T07	ÜBER EINEN WEG FÜHREN	BESITZER → [QUELLE/POSTEN] → HANDLUNG → WEG → [ZIEL/ZUSTAND] → ENDE	OWNER>ACTION>PATH>CLOSE	ACTION+PATH+CLOSE	CLOSE	CLOSE	NO	lchedy	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	P912-E1353
P1006-S348	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	f82r.29	3	T03	FORTSETZUNG ODER FOLGESCHRITT	BESITZER → DANACH/FORTSETZEN → [POSTEN] → HANDLUNG → [ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>ACTION>STATE>CLOSE	SEQUENCE+ITEM+ACTION | ITEM+ACTION | SEQUENCE+STATE+CLOSE	SEQUENCE>ACTION>CLOSE	CLOSE	NO	rchedy oky qotedy	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	P912-E1354|P912-E1355|P912-E1356
P1006-S349	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	f82r.29|f82r.30	7	T07	ÜBER EINEN WEG FÜHREN	BESITZER → [QUELLE/POSTEN] → HANDLUNG → WEG → [ZIEL/ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>QUANTITY>PREPARATION>ACTION>PATH>STATE>CLOSE	SEQUENCE+ITEM | SEQUENCE+ITEM | SEQUENCE+ITEM+STATE | SEQUENCE+QUANTITY | PREPARATION+PATH | SEQUENCE+ITEM+STATE | ACTION+CLOSE	SEQUENCE>PATH>SEQUENCE>CLOSE	CLOSE	YES	qoty qoty qoteey raiin cheol qoteey shedy	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen, den Auszug weiterverwenden, absetzen lassen und den Teilgang schließen.	P912-E1357|P912-E1358|P912-E1359|P912-E1360|P912-E1361|P912-E1362|P912-E1363
P1006-S350	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	f82r.30	2	T02	POSTEN BEARBEITEN	BESITZER → POSTEN → HANDLUNG → [ZUSTAND] → ENDE	OWNER>ITEM>ACTION>STATE>CLOSE	ITEM+ACTION+STATE | ACTION+STATE+CLOSE	STATE>CLOSE	CLOSE	NO	qokeey lshedy	An der jeweils gezeigten Bad- oder Leitungsstation die Station spülen und den Teilgang schließen.	P912-E1364|P912-E1365
P1006-S351	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	f82r.30	1	T01	EINFACHER ARBEITSGANG	BESITZER → HANDLUNG → [ZUSTAND] → ENDE	OWNER>ACTION>STATE>CLOSE	ACTION+STATE+CLOSE	CLOSE	CLOSE	NO	qokeedy	An der jeweils gezeigten Bad- oder Leitungsstation den Teilgang schließen.	P912-E1366
P1006-S352	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	f82r.30|f82r.31	5	T07	ÜBER EINEN WEG FÜHREN	BESITZER → [QUELLE/POSTEN] → HANDLUNG → WEG → [ZIEL/ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>PREPARATION>ACTION>PATH>TARGET>STATE>CLOSE	SEQUENCE+TARGET | PREPARATION+PATH | SEQUENCE | SEQUENCE+ITEM+ACTION+TARGET+STATE | ACTION+PATH+CLOSE	SEQUENCE>PATH>SEQUENCE>CLOSE	CLOSE	YES	rag cheol ol rsheedy lchedy	An der jeweils gezeigten Bad- oder Leitungsstation länger halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, den Auszug weiterverwenden und den Teilgang schließen.	P912-E1367|P912-E1368|P912-E1369|P912-E1370|P912-E1371
P1006-S353	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	f82r.31|f82r.32|f82r.33	20	T08	VOLLSTÄNDIGE MEHRSCHRITTKETTE	BESITZER → [FOLGE] → [POSTEN/QUELLE/MENGE/ANSATZ] → HANDLUNG+ → [WEG/ZIEL/ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>QUANTITY>PREPARATION>ACTION>PATH>TARGET>STATE	SEQUENCE+ITEM | PREPARATION+ACTION+PATH+STATE | QUANTITY+ACTION | ITEM+ACTION+TARGET+STATE | ACTION+PATH | QUANTITY+ACTION | QUANTITY+ACTION | ITEM+ACTION+PATH+STATE | ITEM+PATH | ITEM+PATH | ITEM+ACTION+STATE | SEQUENCE+PATH | ITEM | SEQUENCE+QUANTITY | QUANTITY | SEQUENCE | PREPARATION+PATH | ITEM+STATE | SEQUENCE+PREPARATION | ITEM	SEQUENCE>PATH>QUANTITY>TARGET>PATH>QUANTITY>PATH>STATE>SEQUENCE>ITEM>SEQUENCE>QUANTITY>SEQUENCE>PATH>STATE>SEQUENCE>ITEM	VISIBLE_BOUNDARY	YES	qoty lcheeor qokain cheedy lched taiin shedaiin chckhey lchey lcheckhy sheey lr chey rain sain ol cheol ey cheor chey	Zur nächsten Station gehen, eine Portion aus dem vorherigen Becken abführen, nach Sollwert absetzen lassen und durch den sichtbaren Durchlass weiterleiten; den Auszug markieren und die Fortsetzung offenlassen.	P912-E1372|P912-E1373|P912-E1374|P912-E1375|P912-E1376|P912-E1377|P912-E1378|P912-E1379|P912-E1380|P912-E1381|P912-E1382|P912-E1383|P912-E1384|P912-E1385|P912-E1386|P912-E1387|P912-E1388|P912-E1389|P912-E1390|P912-E1391
P1006-S354	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.1	3	T07	ÜBER EINEN WEG FÜHREN	BESITZER → [QUELLE/POSTEN] → HANDLUNG → WEG → [ZIEL/ZUSTAND] → ENDE	OWNER>ITEM>ACTION>PATH>STATE>CLOSE	ITEM+ACTION | ITEM+ACTION+PATH | ACTION+STATE+CLOSE	ACTION>PATH>CLOSE	CLOSE	NO	tchedy lpchedy opedy	In der gezeigten Becken- oder Anwendungsvariante in die Arbeitsstation geben, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	P912-E1404|P912-E1405|P912-E1406
P1006-S355	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.1	3	T03	FORTSETZUNG ODER FOLGESCHRITT	BESITZER → DANACH/FORTSETZEN → [POSTEN] → HANDLUNG → [ZUSTAND] → ENDE	OWNER>SEQUENCE>SOURCE>ACTION>STATE>CLOSE	SEQUENCE+ACTION+STATE | SOURCE+ACTION | ACTION+CLOSE	SEQUENCE>SOURCE>CLOSE	CLOSE	NO	chepol pchedar shedy	In der gezeigten Becken- oder Anwendungsvariante in die Arbeitsstation geben, über den sichtbaren Weg zur nächsten Station führen, absetzen lassen und den Teilgang schließen.	P912-E1407|P912-E1408|P912-E1409
P1006-S356	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.1|f83r.2	8	T07	ÜBER EINEN WEG FÜHREN	BESITZER → [QUELLE/POSTEN] → HANDLUNG → WEG → [ZIEL/ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>QUANTITY>ACTION>PATH>STATE>CLOSE	SEQUENCE+ITEM+ACTION | SEQUENCE | ITEM+ACTION+STATE | QUANTITY+ACTION | SEQUENCE+ACTION | ACTION+PATH | ITEM+ACTION+STATE | SEQUENCE+STATE+CLOSE	SEQUENCE>STATE>QUANTITY>SEQUENCE>PATH>STATE>CLOSE	CLOSE	YES	qopchedy sol cheey qokaiin shol lchs shey qoteedy	In der gezeigten Becken- oder Anwendungsvariante den bezeichneten Stationsposten wählen, in die Arbeitsstation geben, länger halten und behandeln, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	P912-E1410|P912-E1411|P912-E1412|P912-E1413|P912-E1414|P912-E1415|P912-E1416|P912-E1417
P1006-S357	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.2|f83r.3	5	T08	VOLLSTÄNDIGE MEHRSCHRITTKETTE	BESITZER → [FOLGE] → [POSTEN/QUELLE/MENGE/ANSATZ] → HANDLUNG+ → [WEG/ZIEL/ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>SOURCE>PREPARATION>ACTION>PATH>TARGET>STATE>CLOSE	SEQUENCE+ACTION+STATE | SOURCE | ITEM+ACTION | PREPARATION+TARGET | PATH+STATE+CLOSE	SEQUENCE>SOURCE>ACTION>TARGET>CLOSE	CLOSE	YES	rches ar chedy dor olkeedy	In der gezeigten Becken- oder Anwendungsvariante den bezeichneten Stationsposten wählen, über den sichtbaren Weg zur nächsten Station führen, im Empfangsbecken auffangen und den Teilgang schließen.	P912-E1418|P912-E1419|P912-E1420|P912-E1421|P912-E1422
P1006-S358	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.3	2	T06	AN ZIELSTELLE AUSFÜHREN	BESITZER → [FOLGE/POSTEN/MENGE] → HANDLUNG → ZIEL → [ZUSTAND] → ENDE	OWNER>SEQUENCE>ACTION>TARGET>STATE>CLOSE	SEQUENCE+TARGET | ACTION+STATE+CLOSE	SEQUENCE>CLOSE	CLOSE	NO	qotal chkeedy	In der gezeigten Becken- oder Anwendungsvariante länger halten und behandeln und den Teilgang schließen.	P912-E1423|P912-E1424
P1006-S359	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.3	4	T07	ÜBER EINEN WEG FÜHREN	BESITZER → [QUELLE/POSTEN] → HANDLUNG → WEG → [ZIEL/ZUSTAND] → ENDE	OWNER>ITEM>QUANTITY>ACTION>PATH>CLOSE	ITEM | QUANTITY | ITEM | ACTION+PATH+CLOSE	ITEM>QUANTITY>ITEM>CLOSE	CLOSE	NO	chey daiin chey lchedy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	P912-E1425|P912-E1426|P912-E1427|P912-E1428
P1006-S360	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.3|f83r.4	4	T06	AN ZIELSTELLE AUSFÜHREN	BESITZER → [FOLGE/POSTEN/MENGE] → HANDLUNG → ZIEL → [ZUSTAND] → ENDE	OWNER>SEQUENCE>SOURCE>QUANTITY>ACTION>TARGET>STATE>CLOSE	QUANTITY+ACTION | SEQUENCE+TARGET | SOURCE+TARGET | ACTION+STATE+CLOSE	QUANTITY>SEQUENCE>TARGET>CLOSE	CLOSE	YES	qokaiin qotal dar qokshedy	In der gezeigten Becken- oder Anwendungsvariante kurz halten und behandeln und den Teilgang schließen.	P912-E1429|P912-E1430|P912-E1431|P912-E1432
P1006-S361	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.4	2	T02	POSTEN BEARBEITEN	BESITZER → POSTEN → HANDLUNG → [ZUSTAND] → ENDE	OWNER>ITEM>ACTION>STATE>CLOSE	ITEM+ACTION | ACTION+STATE+CLOSE	ACTION>CLOSE	CLOSE	NO	chedy qokedy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	P912-E1433|P912-E1434
P1006-S362	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.4	4	T06	AN ZIELSTELLE AUSFÜHREN	BESITZER → [FOLGE/POSTEN/MENGE] → HANDLUNG → ZIEL → [ZUSTAND] → ENDE	OWNER>ITEM>SOURCE>QUANTITY>ACTION>TARGET>STATE>CLOSE	ITEM+ACTION+TARGET+STATE | QUANTITY | SOURCE+ACTION+STATE | ACTION+CLOSE	TARGET>QUANTITY>STATE>CLOSE	CLOSE	NO	chkedy daiin shetar shedy	In der gezeigten Becken- oder Anwendungsvariante kurz halten und behandeln, absetzen lassen und den Teilgang schließen.	P912-E1435|P912-E1436|P912-E1437|P912-E1438
P1006-S363	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.4|f83r.5	8	T07	ÜBER EINEN WEG FÜHREN	BESITZER → [QUELLE/POSTEN] → HANDLUNG → WEG → [ZIEL/ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>QUANTITY>ACTION>PATH>TARGET>STATE>CLOSE	SEQUENCE+QUANTITY+ACTION+STATE | ITEM+ACTION | ITEM+TARGET+STATE | SEQUENCE+QUANTITY | ITEM+ACTION+PATH+STATE | SEQUENCE+ITEM | ACTION+STATE | ACTION+CLOSE	SEQUENCE>ACTION>TARGET>SEQUENCE>PATH>SEQUENCE>STATE>CLOSE	CLOSE	YES	qekaiin chedy deey qotaiin checkhy qoty cheg shedy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen, durch den angeschlossenen Durchlass geben, absetzen lassen und den Teilgang schließen.	P912-E1439|P912-E1440|P912-E1441|P912-E1442|P912-E1443|P912-E1444|P912-E1445|P912-E1446
P1006-S364	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.5	3	T03	FORTSETZUNG ODER FOLGESCHRITT	BESITZER → DANACH/FORTSETZEN → [POSTEN] → HANDLUNG → [ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>ACTION>STATE>CLOSE	ITEM+ACTION+STATE | SEQUENCE+ITEM+ACTION | SEQUENCE+STATE+CLOSE	STATE>SEQUENCE>CLOSE	CLOSE	NO	qokeey rchedy qoteedy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	P912-E1447|P912-E1448|P912-E1449
P1006-S365	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.5|f83r.6	2	T07	ÜBER EINEN WEG FÜHREN	BESITZER → [QUELLE/POSTEN] → HANDLUNG → WEG → [ZIEL/ZUSTAND] → ENDE	OWNER>ACTION>PATH>CLOSE	ACTION+PATH | ACTION+CLOSE	PATH>CLOSE	CLOSE	YES	lo schedy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	P912-E1450|P912-E1451
P1006-S366	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.6	3	T06	AN ZIELSTELLE AUSFÜHREN	BESITZER → [FOLGE/POSTEN/MENGE] → HANDLUNG → ZIEL → [ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>ACTION>TARGET>CLOSE	ITEM+ACTION | ACTION+TARGET | SEQUENCE+ACTION+CLOSE	ACTION>TARGET>CLOSE	CLOSE	NO	chedchy qokal olchedy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	P912-E1452|P912-E1453|P912-E1454
P1006-S367	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.6	3	T04	ABGEMESSENER ARBEITSGANG	BESITZER → [POSTEN] → MENGE/STUFE → HANDLUNG → [ZUSTAND] → ENDE	OWNER>ITEM>QUANTITY>ACTION>STATE>CLOSE	QUANTITY+ACTION | ITEM+ACTION | ACTION+STATE+CLOSE	QUANTITY>ACTION>CLOSE	CLOSE	NO	qokaiin chedy qokeedy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	P912-E1455|P912-E1456|P912-E1457
P1006-S368	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.6	1	T07	ÜBER EINEN WEG FÜHREN	BESITZER → [QUELLE/POSTEN] → HANDLUNG → WEG → [ZIEL/ZUSTAND] → ENDE	OWNER>ACTION>PATH>CLOSE	ACTION+PATH+CLOSE	CLOSE	CLOSE	NO	lchedy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	P912-E1458
P1006-S369	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.6|f83r.7	9	T08	VOLLSTÄNDIGE MEHRSCHRITTKETTE	BESITZER → [FOLGE] → [POSTEN/QUELLE/MENGE/ANSATZ] → HANDLUNG+ → [WEG/ZIEL/ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>ACTION>TARGET>STATE>CLOSE	ITEM+ACTION | SEQUENCE+ACTION | ITEM+ACTION+TARGET+STATE | SEQUENCE+ITEM+TARGET+STATE | ITEM+ACTION | ACTION | SEQUENCE | SEQUENCE+ITEM+ACTION+TARGET+STATE | ACTION+STATE+CLOSE	ACTION>SEQUENCE>TARGET>SEQUENCE>ACTION>SEQUENCE>CLOSE	CLOSE	YES	qoky solshed lsheedy qeeedy qoky o qol rsheedy qokedy	In der gezeigten Becken- oder Anwendungsvariante den bezeichneten Stationsposten wählen, länger halten und behandeln, die Station spülen, absetzen lassen und den Teilgang schließen.	P912-E1459|P912-E1460|P912-E1461|P912-E1462|P912-E1463|P912-E1464|P912-E1465|P912-E1466|P912-E1467
P1006-S370	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.7	1	T03	FORTSETZUNG ODER FOLGESCHRITT	BESITZER → DANACH/FORTSETZEN → [POSTEN] → HANDLUNG → [ZUSTAND] → ENDE	OWNER>SEQUENCE>STATE>CLOSE	SEQUENCE+STATE+CLOSE	CLOSE	CLOSE	NO	qoteedy	In der gezeigten Becken- oder Anwendungsvariante den Teilgang schließen.	P912-E1468
P1006-S371	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.7	1	T03	FORTSETZUNG ODER FOLGESCHRITT	BESITZER → DANACH/FORTSETZEN → [POSTEN] → HANDLUNG → [ZUSTAND] → ENDE	OWNER>SEQUENCE>STATE>CLOSE	SEQUENCE+STATE+CLOSE	CLOSE	CLOSE	NO	qoteedy	In der gezeigten Becken- oder Anwendungsvariante den Teilgang schließen.	P912-E1469
P1006-S372	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.8	2	T06	AN ZIELSTELLE AUSFÜHREN	BESITZER → [FOLGE/POSTEN/MENGE] → HANDLUNG → ZIEL → [ZUSTAND] → ENDE	OWNER>SEQUENCE>ACTION>TARGET>STATE>CLOSE	ACTION+TARGET | SEQUENCE+STATE+CLOSE	TARGET>CLOSE	CLOSE	NO	pchedal otedy	In der gezeigten Becken- oder Anwendungsvariante in die Arbeitsstation geben, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	P912-E1470|P912-E1471
P1006-S373	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.8|f83r.9	6	T05	ANSATZ BILDEN ODER WEITERFÜHREN	BESITZER → [POSTEN/MENGE] → ANSATZ → HANDLUNG → [ZUSTAND] → ENDE	OWNER>ITEM>SOURCE>PREPARATION>ACTION>STATE>CLOSE	ITEM+ACTION+STATE | ITEM+ACTION | ITEM+ACTION | ITEM+SOURCE | PREPARATION+ACTION | ACTION+STATE+CLOSE	STATE>ACTION>SOURCE>PREPARATION>CLOSE	CLOSE	YES	shecthedchy qoky chedy chary pchor checphedy	In der gezeigten Becken- oder Anwendungsvariante in die Arbeitsstation geben, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	P912-E1472|P912-E1473|P912-E1474|P912-E1475|P912-E1476|P912-E1477
P1006-S374	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.9	1	T01	EINFACHER ARBEITSGANG	BESITZER → HANDLUNG → [ZUSTAND] → ENDE	OWNER>ACTION>STATE>CLOSE	ACTION+STATE+CLOSE	CLOSE	CLOSE	NO	qokedy	In der gezeigten Becken- oder Anwendungsvariante den Teilgang schließen.	P912-E1478
P1006-S375	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.9	2	T06	AN ZIELSTELLE AUSFÜHREN	BESITZER → [FOLGE/POSTEN/MENGE] → HANDLUNG → ZIEL → [ZUSTAND] → ENDE	OWNER>ITEM>ACTION>TARGET>STATE>CLOSE	ITEM+ACTION+TARGET+STATE | ACTION+CLOSE	TARGET>CLOSE	CLOSE	NO	lsheedy qokchdy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen, die Station spülen und den Teilgang schließen.	P912-E1479|P912-E1480
P1006-S376	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.9|f83r.10|f83r.11	19	T08	VOLLSTÄNDIGE MEHRSCHRITTKETTE	BESITZER → [FOLGE] → [POSTEN/QUELLE/MENGE/ANSATZ] → HANDLUNG+ → [WEG/ZIEL/ZUSTAND] → ENDE	OWNER>SEQUENCE>ITEM>QUANTITY>PREPARATION>ACTION>PATH>TARGET>STATE>CLOSE	SEQUENCE | ITEM+ACTION+TARGET+STATE | SEQUENCE+ITEM+ACTION+TARGET | SEQUENCE+ITEM+ACTION | ITEM+PATH+STATE | SEQUENCE+ACTION | ACTION+STATE | SEQUENCE | QUANTITY | ACTION+TARGET | QUANTITY | TARGET+STATE | LOCAL_SIGN | QUANTITY | ITEM+ACTION | PATH+TARGET | TARGET | PREPARATION | ACTION+CLOSE	SEQUENCE>TARGET>SEQUENCE>PATH>SEQUENCE>STATE>SEQUENCE>QUANTITY>TARGET>QUANTITY>TARGET>LOCAL_SIGN>QUANTITY>ACTION>TARGET>PREPARATION>CLOSE	CLOSE	YES	r shedkedy qopshdy qopy olkeey rchs cheeb ols aiin skal dain cthal s aiin chky lal sam sor shedy	Die markierte Beckenvariante wählen, den Posten kurz einsetzen, länger im Auffangbecken halten, durch das Tuch führen und an der Zielstelle gebrauchsfertig machen; anschließend absetzen und schließen.	P912-E1481|P912-E1482|P912-E1483|P912-E1484|P912-E1485|P912-E1486|P912-E1487|P912-E1488|P912-E1489|P912-E1490|P912-E1491|P912-E1492|P912-E1493|P912-E1494|P912-E1495|P912-E1496|P912-E1497|P912-E1498|P912-E1499
P1006-S377	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.11	4	T04	ABGEMESSENER ARBEITSGANG	BESITZER → [POSTEN] → MENGE/STUFE → HANDLUNG → [ZUSTAND] → ENDE	OWNER>ITEM>QUANTITY>ACTION>STATE>CLOSE	QUANTITY+ACTION | QUANTITY+ACTION | ITEM+ACTION+STATE | ACTION+STATE+CLOSE	QUANTITY>STATE>CLOSE	CLOSE	NO	qokaiin chkain shcthey qokedy	In der gezeigten Becken- oder Anwendungsvariante die vorgesehene Füllung einstellen, kurz halten und behandeln, bis zur Gebrauchsbereitschaft führen und den Teilgang schließen.	P912-E1500|P912-E1501|P912-E1502|P912-E1503
P1006-S378	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.11	2	T07	ÜBER EINEN WEG FÜHREN	BESITZER → [QUELLE/POSTEN] → HANDLUNG → WEG → [ZIEL/ZUSTAND] → ENDE	OWNER>ACTION>PATH>STATE>CLOSE	ACTION+PATH | ACTION+STATE+CLOSE	PATH>CLOSE	CLOSE	NO	okair sheedy	In der gezeigten Becken- oder Anwendungsvariante länger halten und behandeln und den Teilgang schließen.	P912-E1504|P912-E1505
P1006-S379	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	f83r.11	1	T07	ÜBER EINEN WEG FÜHREN	BESITZER → [QUELLE/POSTEN] → HANDLUNG → WEG → [ZIEL/ZUSTAND] → ENDE	OWNER>ACTION>PATH>CLOSE	ACTION+PATH+CLOSE	CLOSE	CLOSE	NO	lchedy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	P912-E1506
