event_serial	statement_id	record_unit_id	page	assigned_renderer	workshop_hand	master_card_id	semantic_atoms	actual_visible_surface	profile_preferred_surface	surface_match	learning_mode
351	B4-S014	B4	f83r	R-C	S-FLUSSHAND	MC091	AIR+Y+CLOSE	dairydy	dairydy	YES	COPY_SINGLETON_FROM_MASTER
352	B4-S015	B4	f83r	R-C	S-FLUSSHAND	MC017	OK+AIN	qokain	okain	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_RECURRENT_SECTION_CARD
353	B4-S015	B4	f83r	R-C	S-FLUSSHAND	MC119	CHEEY	shey	shey	YES	MEMORIZE_SHARED_17
354	B4-S015	B4	f83r	R-C	S-FLUSSHAND	MC105	AIN	kain	chkain	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	COPY_SINGLETON_FROM_MASTER
355	B4-S015	B4	f83r	R-C	S-FLUSSHAND	MC022	CKH+AL	chckhal	chckhal	YES	COPY_SINGLETON_FROM_MASTER
356	B4-S015	B4	f83r	R-C	S-FLUSSHAND	MC050	SOLK+E+Y	solkey	solkey	YES	COPY_SINGLETON_FROM_MASTER
357	B4-S015	B4	f83r	R-C	S-FLUSSHAND	MC155	L+CHD+CLOSE	lchedy	lchedy	YES	MEMORIZE_RECURRENT_SECTION_CARD
358	B4-S016	B4	f83r	R-C	S-FLUSSHAND	MC097	OL+AIN	qolkain	olkain	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	COPY_SINGLETON_FROM_MASTER
359	B4-S016	B4	f83r	R-C	S-FLUSSHAND	MC154	AL	dal	sal	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17
360	B4-S016	B4	f83r	R-C	S-FLUSSHAND	MC089	SK+AR	skar	skar	YES	COPY_SINGLETON_FROM_MASTER
361	B4-S016	B4	f83r	R-C	S-FLUSSHAND	MC128	SHED+E+CLOSE	shedy	shedy	YES	MEMORIZE_RECURRENT_SECTION_CARD
362	B5-S001	B5	f83r	R-A	VORLAGENHAND	MC067	OT+CHD+CLOSE	otchdy	otchdy	YES	COPY_SINGLETON_FROM_MASTER
363	B5-S002	B5	f83r	R-A	VORLAGENHAND	MC088	OK+CHD+CLOSE	qokchdy	qokchdy	YES	COPY_SINGLETON_FROM_MASTER
364	B5-S003	B5	f83r	R-A	VORLAGENHAND	MC113	SHED+AL	shedal	shedal	YES	COPY_SINGLETON_FROM_MASTER
365	B5-S003	B5	f83r	R-A	VORLAGENHAND	MC154	AL	dal	al	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17
366	B5-S003	B5	f83r	R-A	VORLAGENHAND	MC153	OL	cheol	cheol	YES	MEMORIZE_SHARED_17
367	B5-S003	B5	f83r	R-A	VORLAGENHAND	MC092	L+OL	lol	lol	YES	COPY_SINGLETON_FROM_MASTER
368	B5-S003	B5	f83r	R-A	VORLAGENHAND	MC001	CHD+AL	chdal	chdal	YES	COPY_SINGLETON_FROM_MASTER
369	B5-S003	B5	f83r	R-A	VORLAGENHAND	MC039	AIIN	aiin	aiin	YES	MEMORIZE_SHARED_17
370	B5-S003	B5	f83r	R-A	VORLAGENHAND	MC153	OL	sol	cheol	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17
371	B5-S003	B5	f83r	R-A	VORLAGENHAND	MC172	IIN	daiiin	daiiin	YES	COPY_SINGLETON_FROM_MASTER
372	B5-S003	B5	f83r	R-A	VORLAGENHAND	MC074	CHD+Y	chedy	chdy	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17
373	B6-S001	B6	f83r	R-D	KURZHAND	MC020	SOLK+EE+Y	solkeey	solkeey	YES	COPY_SINGLETON_FROM_MASTER
374	B6-S001	B6	f83r	R-D	KURZHAND	MC052	KCH+E+Y	qekey	qekey	YES	COPY_SINGLETON_FROM_MASTER
375	B6-S001	B6	f83r	R-D	KURZHAND	MC046	AL+Y	raly	raly	YES	COPY_SINGLETON_FROM_MASTER
376	B6-S001	B6	f83r	R-D	KURZHAND	MC153	OL	ol	ol	YES	MEMORIZE_SHARED_17
377	B6-S001	B6	f83r	R-D	KURZHAND	MC039	AIIN	daiin	aiin	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17
378	B6-S001	B6	f83r	R-D	KURZHAND	MC153	OL	ol	ol	YES	MEMORIZE_SHARED_17
379	B6-S001	B6	f83r	R-D	KURZHAND	MC059	DAIN	dain	dain	YES	COPY_SINGLETON_FROM_MASTER
380	B6-S001	B6	f83r	R-D	KURZHAND	MC123	Y	chey	y	NO__COPY_PAGE_EXEMPLAR_OVERRIDE	MEMORIZE_SHARED_17
381	B6-S001	B6	f83r	R-D	KURZHAND	MC101	AL	ldalor	ldalor	YES	COPY_SINGLETON_FROM_MASTER
