unified_serial	source_kind	section	unit_id	page	locus_or_field	source_id	visible_owner	visible_surface	normalized_id	primary_layer	portable_core_value_de	local_expansion_de	component_axes	layer_rule_de	r221_revision
442	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.24	A061	A1_LEFT_LOCAL_FIELD_24	ar	ASTRO_LOCAL_061	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_24: Ausgangssektor, Ursprung oder Bezugswert.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
443	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.25	A062	A1_LEFT_LOCAL_FIELD_25	ydam	ASTRO_LOCAL_062	ASTRO_LOCAL_EXEMPLAR	NONE	A1_LEFT_LOCAL_FIELD_25: festgelegter Aspektwert.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
444	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.26	A063	A1_LEFT_LOCAL_FIELD_26	yteoor	ASTRO_LOCAL_063	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_26: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yteo.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
445	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.26	A064	A1_LEFT_LOCAL_FIELD_26	yto	ASTRO_LOCAL_064	ASTRO_LOCAL_EXEMPLAR	NONE	A1_LEFT_LOCAL_FIELD_26: aktueller Platz.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
446	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.26	A065	A1_LEFT_LOCAL_FIELD_26	ykor	ASTRO_LOCAL_065	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_26: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yk.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
447	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.27	A066	A1_LEFT_LOCAL_FIELD_27	okeo	ASTRO_LOCAL_066	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_27: Diagrammposten setzen oder aktivieren; lokaler Namensrest eo.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
448	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.27	A067	A1_LEFT_LOCAL_FIELD_27	r	ASTRO_LOCAL_067	ASTRO_LOCAL_EXEMPLAR	NONE	A1_LEFT_LOCAL_FIELD_27: Bezugswert.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
449	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.27	A068	A1_LEFT_LOCAL_FIELD_27	aiin	MC039	COMMON_PORTABLE_SURFACE	Sollwert	Sternplatz A1_LEFT_LOCAL_FIELD_27: Sollwert oder Grad des bezeichneten Himmelsplatzes.	LOCAL_ASTRO_PARSE	Astrogruppe, deren ganze Oberfläche eine gemeinsame Kernkarte ist	UNCHANGED
450	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.27	A069	A1_LEFT_LOCAL_FIELD_27	am	ASTRO_LOCAL_069	ASTRO_LOCAL_EXEMPLAR	NONE	A1_LEFT_LOCAL_FIELD_27: Aspektwert.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
451	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.28	A070	A1_LEFT_LOCAL_FIELD_28	okain	MC017	ASTRO_LOCAL_LABEL_WITH_PROSE_HOMOGRAPH	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_28: einen gezaehlten Teilwert zugeben.	LOCAL_ASTRO_PARSE	lokales Astroetikett mit gleicher Oberfläche wie eine andere Prosakarte	UNCHANGED
452	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.28	A071	A1_LEFT_LOCAL_FIELD_28	am	ASTRO_LOCAL_071	ASTRO_LOCAL_EXEMPLAR	NONE	A1_LEFT_LOCAL_FIELD_28: Aspektwert.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
453	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.29	A072	A1_LEFT_LOCAL_FIELD_29	ytody	ASTRO_LOCAL_072	ASTRO_LOCAL_EXEMPLAR	NONE	A1_LEFT_LOCAL_FIELD_29: Platz fest eingetragen.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
454	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.29	A073	A1_LEFT_LOCAL_FIELD_29	saiin	MC039	COMMON_PORTABLE_SURFACE	Sollwert	Sternplatz A1_LEFT_LOCAL_FIELD_29: Sollwert oder Grad des bezeichneten Himmelsplatzes.	LOCAL_ASTRO_PARSE	Astrogruppe, deren ganze Oberfläche eine gemeinsame Kernkarte ist	UNCHANGED
455	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.30	A074	A1_LEFT_LOCAL_FIELD_30	ochol	ASTRO_LOCAL_074	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_30: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest och.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
456	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.30	A075	A1_LEFT_LOCAL_FIELD_30	olol	ASTRO_LOCAL_075	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_30: im selben Ring, Band oder Satz fortsetzen + im selben Ring, Band oder Satz fortsetzen.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
457	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.31	A076	A1_LEFT_LOCAL_FIELD_31	opcholdy	ASTRO_LOCAL_076	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_31: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest opch/dy.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
458	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.32	A077	A1_LEFT_LOCAL_FIELD_32	dosar	ASTRO_LOCAL_077	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_32: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest dos.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
459	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.32	A078	A1_LEFT_LOCAL_FIELD_32	odas	ASTRO_LOCAL_078	ASTRO_LOCAL_EXEMPLAR	NONE	A1_LEFT_LOCAL_FIELD_32: fester Nebenwert.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
460	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.32	A079	A1_LEFT_LOCAL_FIELD_32	air	ASTRO_LOCAL_079	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_32: Himmels-, Ring- oder Zeigerlauf.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
461	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.32	A080	A1_LEFT_LOCAL_FIELD_32	alaiin	ASTRO_LOCAL_080	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_32: Zielsektor, Zielstern oder Zielfeld + Sollwert oder Grad eines Diagrammplatzes.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
462	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.33	A081	A1_LEFT_LOCAL_FIELD_33	dokan	ASTRO_LOCAL_081	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_33: Diagrammposten setzen oder aktivieren; lokaler Namensrest d/an.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
463	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.33	A082	A1_LEFT_LOCAL_FIELD_33	oear	ASTRO_LOCAL_082	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_33: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest oe.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
464	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.33	A083	A1_LEFT_LOCAL_FIELD_33	odal	ASTRO_LOCAL_083	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_33: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest od.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
465	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.34	A084	A1_LEFT_LOCAL_FIELD_34	ofar	ASTRO_LOCAL_084	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_34: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest of.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
466	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.34	A085	A1_LEFT_LOCAL_FIELD_34	oeoldan	ASTRO_LOCAL_085	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_34: im selben Ring, Band oder Satz fortsetzen + Bedingung oder Tabellenwert anwenden; lokaler Namensrest oe.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
467	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.35	A086	A1_LEFT_LOCAL_FIELD_35	chol	MC153	COMMON_PORTABLE_SURFACE	weiter	Sternplatz A1_LEFT_LOCAL_FIELD_35: im selben Ring oder Band fortsetzen.	LOCAL_ASTRO_PARSE	Astrogruppe, deren ganze Oberfläche eine gemeinsame Kernkarte ist	UNCHANGED
468	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.35	A087	A1_LEFT_LOCAL_FIELD_35	giin	ASTRO_LOCAL_087	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_35: Grad- oder Bedingungsstufe; lokaler Namensrest g.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
469	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.35	A088	A1_LEFT_LOCAL_FIELD_35	okol	ASTRO_LOCAL_088	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_35: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
470	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.36	A089	A1_LEFT_LOCAL_FIELD_36	ytor	ASTRO_LOCAL_089	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_36: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yt.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
471	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.36	A090	A1_LEFT_LOCAL_FIELD_36	daiin	MC039	COMMON_PORTABLE_SURFACE	Sollwert	Sternplatz A1_LEFT_LOCAL_FIELD_36: Sollwert oder Grad des bezeichneten Himmelsplatzes.	LOCAL_ASTRO_PARSE	Astrogruppe, deren ganze Oberfläche eine gemeinsame Kernkarte ist	UNCHANGED
472	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.36	A091	A1_LEFT_LOCAL_FIELD_36	or	MC080	COMMON_PORTABLE_SURFACE	Ansatz	Sternplatz A1_LEFT_LOCAL_FIELD_36: Bedingungs- oder Tabellensatz.	LOCAL_ASTRO_PARSE	Astrogruppe, deren ganze Oberfläche eine gemeinsame Kernkarte ist	UNCHANGED
473	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.37	A092	A1_LEFT_LOCAL_FIELD_37	ytoaiin	ASTRO_LOCAL_092	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_37: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yto.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
474	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.38	A093	A1_LEFT_LOCAL_FIELD_38	otoldos	ASTRO_LOCAL_093	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_38: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest dos.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
475	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.38	A094	A1_LEFT_LOCAL_FIELD_38	octhole	ASTRO_LOCAL_094	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_38: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest octh/e.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
476	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.39	A095	A1_LEFT_LOCAL_FIELD_39	sor	MC080	COMMON_PORTABLE_SURFACE	Ansatz	Sternplatz A1_LEFT_LOCAL_FIELD_39: Bedingungs- oder Tabellensatz.	LOCAL_ASTRO_PARSE	Astrogruppe, deren ganze Oberfläche eine gemeinsame Kernkarte ist	UNCHANGED
477	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.39	A096	A1_LEFT_LOCAL_FIELD_39	chedaiin	ASTRO_LOCAL_096	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_39: Wert oder Platzbezug uebertragen + Sollwert oder Grad eines Diagrammplatzes.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
478	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.39	A097	A1_LEFT_LOCAL_FIELD_39	dy	MC123	COMMON_PORTABLE_SURFACE	dies	Sternplatz A1_LEFT_LOCAL_FIELD_39: dieser lokale Diagrammposten.	LOCAL_ASTRO_PARSE	Astrogruppe, deren ganze Oberfläche eine gemeinsame Kernkarte ist	UNCHANGED
479	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.40	A098	A1_LEFT_LOCAL_FIELD_40	yteos	ASTRO_LOCAL_098	ASTRO_LOCAL_EXEMPLAR	NONE	A1_LEFT_LOCAL_FIELD_40: sekundärer Phasenplatz.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
480	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.40	A099	A1_LEFT_LOCAL_FIELD_40	oiin	ASTRO_LOCAL_099	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_40: Grad- oder Bedingungsstufe; lokaler Namensrest o.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
481	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.40	A100	A1_LEFT_LOCAL_FIELD_40	og	ASTRO_LOCAL_100	ASTRO_LOCAL_EXEMPLAR	NONE	A1_LEFT_LOCAL_FIELD_40: Grundgrad.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
482	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.41	A101	A1_LEFT_LOCAL_FIELD_41	ytoeopchey	ASTRO_LOCAL_101	ASTRO_LOCAL_EXEMPLAR	NONE	A1_LEFT_LOCAL_FIELD_41: Vergleichswert dieses Platzes.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
483	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.41	A102	A1_LEFT_LOCAL_FIELD_41	chekody	ASTRO_LOCAL_102	ASTRO_LOCAL_EXEMPLAR	NONE	A1_LEFT_LOCAL_FIELD_41: abgeleiteter Klassenwert.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
484	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.42	A103	A1_LEFT_LOCAL_FIELD_42	sosho	ASTRO_LOCAL_103	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_42: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest sos.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
485	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.42	A104	A1_LEFT_LOCAL_FIELD_42	chos	ASTRO_LOCAL_104	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_42: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/s.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
486	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.42	A105	A1_LEFT_LOCAL_FIELD_42	ockhy	ASTRO_LOCAL_105	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_42: durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest o/y.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
487	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.43	A106	A1_LEFT_LOCAL_FIELD_43	daiin	MC039	COMMON_PORTABLE_SURFACE	Sollwert	Sternplatz A1_LEFT_LOCAL_FIELD_43: Sollwert oder Grad des bezeichneten Himmelsplatzes.	LOCAL_ASTRO_PARSE	Astrogruppe, deren ganze Oberfläche eine gemeinsame Kernkarte ist	UNCHANGED
488	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.43	A107	A1_LEFT_LOCAL_FIELD_43	aiin	MC039	COMMON_PORTABLE_SURFACE	Sollwert	Sternplatz A1_LEFT_LOCAL_FIELD_43: Sollwert oder Grad des bezeichneten Himmelsplatzes.	LOCAL_ASTRO_PARSE	Astrogruppe, deren ganze Oberfläche eine gemeinsame Kernkarte ist	UNCHANGED
489	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.43	A108	A1_LEFT_LOCAL_FIELD_43	os	MC159	ASTRO_LOCAL_LABEL_WITH_PROSE_HOMOGRAPH	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_43: umschliessendes Diagrammfeld.	LOCAL_ASTRO_PARSE	lokales Astroetikett mit gleicher Oberfläche wie eine andere Prosakarte	UNCHANGED
490	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.43	A109	A1_LEFT_LOCAL_FIELD_43	qsg	ASTRO_LOCAL_109	ASTRO_LOCAL_EXEMPLAR	NONE	A1_LEFT_LOCAL_FIELD_43: neuer Nebengrad.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
491	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.44	A110	A1_LEFT_LOCAL_FIELD_44	ofydy	ASTRO_LOCAL_110	ASTRO_LOCAL_EXEMPLAR	NONE	A1_LEFT_LOCAL_FIELD_44: fester Grundlichtwert.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
492	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.44	A111	A1_LEFT_LOCAL_FIELD_44	sheody	ASTRO_LOCAL_111	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_44: Position oder Bedingung halten; lokaler Namensrest eody.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
493	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.44	A112	A1_LEFT_LOCAL_FIELD_44	aiin	MC039	COMMON_PORTABLE_SURFACE	Sollwert	Sternplatz A1_LEFT_LOCAL_FIELD_44: Sollwert oder Grad des bezeichneten Himmelsplatzes.	LOCAL_ASTRO_PARSE	Astrogruppe, deren ganze Oberfläche eine gemeinsame Kernkarte ist	UNCHANGED
494	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.45	A113	A1_LEFT_LOCAL_FIELD_45	ycheody	ASTRO_LOCAL_113	ASTRO_LOCAL_EXEMPLAR	NONE	A1_LEFT_LOCAL_FIELD_45: aktueller Ablesewert fest.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
495	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.45	A114	A1_LEFT_LOCAL_FIELD_45	es	ASTRO_LOCAL_114	ASTRO_LOCAL_EXEMPLAR	NONE	A1_LEFT_LOCAL_FIELD_45: ausgewählter Nebenwert.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
496	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.45	A115	A1_LEFT_LOCAL_FIELD_45	odaiiin	ASTRO_LOCAL_115	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_45: Grad- oder Bedingungsstufe; lokaler Namensrest odai.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
497	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.46	A116	A1_LEFT_LOCAL_FIELD_46	yekees	ASTRO_LOCAL_116	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_46: lange oder volle Diagrammstufe; lokaler Namensrest yek/s.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
498	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.46	A117	A1_LEFT_LOCAL_FIELD_46	oraly	ASTRO_LOCAL_117	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_46: Bedingungs-, Tabellen- oder Wahlansatz + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest y.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
499	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.47	A118	A1_LEFT_LOCAL_FIELD_47	yfain	ASTRO_LOCAL_118	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_47: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest yf.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
500	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.48	A119	A1_LEFT_LOCAL_FIELD_48	todaiin	ASTRO_LOCAL_119	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_48: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest tod.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
501	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.48	A120	A1_LEFT_LOCAL_FIELD_48	dain	MC059	ASTRO_LOCAL_LABEL_WITH_PROSE_HOMOGRAPH	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_48: Band-, Schleier- oder Abdecktraeger.	LOCAL_ASTRO_PARSE	lokales Astroetikett mit gleicher Oberfläche wie eine andere Prosakarte	UNCHANGED
502	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.48	A121	A1_LEFT_LOCAL_FIELD_48	dy	MC123	COMMON_PORTABLE_SURFACE	dies	Sternplatz A1_LEFT_LOCAL_FIELD_48: dieser lokale Diagrammposten.	LOCAL_ASTRO_PARSE	Astrogruppe, deren ganze Oberfläche eine gemeinsame Kernkarte ist	UNCHANGED
503	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.49	A122	A1_LEFT_LOCAL_FIELD_49	os	MC159	ASTRO_LOCAL_LABEL_WITH_PROSE_HOMOGRAPH	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_49: umschliessendes Diagrammfeld.	LOCAL_ASTRO_PARSE	lokales Astroetikett mit gleicher Oberfläche wie eine andere Prosakarte	UNCHANGED
504	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.49	A123	A1_LEFT_LOCAL_FIELD_49	choer	ASTRO_LOCAL_123	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_49: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/er.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
505	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.49	A124	A1_LEFT_LOCAL_FIELD_49	aiin	MC039	COMMON_PORTABLE_SURFACE	Sollwert	Sternplatz A1_LEFT_LOCAL_FIELD_49: Sollwert oder Grad des bezeichneten Himmelsplatzes.	LOCAL_ASTRO_PARSE	Astrogruppe, deren ganze Oberfläche eine gemeinsame Kernkarte ist	UNCHANGED
506	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.50	A125	A1_LEFT_LOCAL_FIELD_50	choeea	ASTRO_LOCAL_125	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_50: Himmelsobjekt oder Eingangsbedingung + lange oder volle Diagrammstufe; lokaler Namensrest c/a.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
507	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.50	A126	A1_LEFT_LOCAL_FIELD_50	sal	MC154	COMMON_PORTABLE_SURFACE	dorthin	Sternplatz A1_LEFT_LOCAL_FIELD_50: zum bezeichneten Zielplatz.	LOCAL_ASTRO_PARSE	Astrogruppe, deren ganze Oberfläche eine gemeinsame Kernkarte ist	UNCHANGED
508	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.51	A127	A1_LEFT_LOCAL_FIELD_51	dadaiin	ASTRO_LOCAL_127	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_LOCAL_FIELD_51: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest dad.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
509	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.52	A128	A1_LEFT_OUTER_STAR_STATION_01	qotoear	ASTRO_LOCAL_128	ASTRO_LOCAL_EXEMPLAR	NONE	Sternplatz A1_LEFT_OUTER_STAR_STATION_01: naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest q/oe.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
