variant	paragraph	locus	mention	form	kind	axis	value	scope	patient	patient_form	phase	rule	debts	row_status
J	f86v5|f86v5.18-f86v5.25	f86v5.19	f86v5.19:7	oty	STANDALONE	thermal	cold	PHYSICAL	f86v5.18:8	ody	1	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	recorded
J	f86v5|f86v5.18-f86v5.25	f86v5.20	f86v5.20:5	otaiin	BARE_NOMINAL	thermal	cold	CONSTITUTION	f86v5.20:5	otaiin	0	NOMINAL_INPUT		recorded
J	f86v5|f86v5.18-f86v5.25	f86v5.20	f86v5.20:6	ykaiin	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f86v5.20:6	ykaiin	0	NOMINAL_INPUT		recorded
J	f86v5|f86v5.18-f86v5.25	f86v5.20	f86v5.20:7	otal	BARE_NOMINAL	thermal	cold	CONSTITUTION	f86v5.20:7	otal	0	NOMINAL_INPUT		recorded
J	f86v5|f86v5.18-f86v5.25	f86v5.21	f86v5.21:6	ytaiin	BARE_NOMINAL	thermal	cold	CONSTITUTION	f86v5.21:6	ytaiin	0	NOMINAL_INPUT		recorded
J	f86v5|f86v5.18-f86v5.25	f86v5.22	f86v5.22:1	ykaiin	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f86v5.22:1	ykaiin	0	NOMINAL_INPUT		recorded
J	f86v5|f86v5.18-f86v5.25	f86v5.23	f86v5.23:1	ykaiin	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f86v5.23:1	ykaiin	0	NOMINAL_INPUT		recorded
J	f86v5|f86v5.18-f86v5.25	f86v5.23	f86v5.23:6	sheol	BARE_NOMINAL	moisture	wet	CONSTITUTION	f86v5.23:6	sheol	0	NOMINAL_INPUT		recorded
J	f86v5|f86v5.18-f86v5.25	f86v5.23	f86v5.23:7	qokar	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f86v5.23:7	qokar	0	NOMINAL_INPUT		recorded
J	f86v5|f86v5.18-f86v5.25	f86v5.24	f86v5.24:7	otaiin	BARE_NOMINAL	thermal	cold	CONSTITUTION	f86v5.24:7	otaiin	0	NOMINAL_INPUT		recorded
J	f86v5|f86v5.18-f86v5.25	f86v5.24	f86v5.24:9	otaiin	BARE_NOMINAL	thermal	cold	CONSTITUTION	f86v5.24:9	otaiin	0	NOMINAL_INPUT		recorded
M	f86v5|f86v5.18-f86v5.25	f86v5.19	f86v5.19:6	oty	STANDALONE	thermal	cold	PHYSICAL	f86v5.18:8	ody	1	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	recorded
M	f86v5|f86v5.18-f86v5.25	f86v5.19	f86v5.19:7	oty	STANDALONE	thermal	cold	PHYSICAL	f86v5.18:8	ody	1	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f86v5.19:3;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f86v5.18:10;UNREAD_BETWEEN:f86v5.19:1;UNREAD_BETWEEN:f86v5.19:2;UNREAD_BETWEEN:f86v5.19:4;UNREAD_BETWEEN:f86v5.19:5	recorded
M	f86v5|f86v5.18-f86v5.25	f86v5.20	f86v5.20:5	otaiin	BARE_NOMINAL	thermal	cold	CONSTITUTION	f86v5.20:5	otaiin	0	NOMINAL_INPUT		recorded
M	f86v5|f86v5.18-f86v5.25	f86v5.20	f86v5.20:6	ykaiin	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f86v5.20:6	ykaiin	0	NOMINAL_INPUT		recorded
M	f86v5|f86v5.18-f86v5.25	f86v5.20	f86v5.20:7	otal	BARE_NOMINAL	thermal	cold	CONSTITUTION	f86v5.20:7	otal	0	NOMINAL_INPUT		recorded
M	f86v5|f86v5.18-f86v5.25	f86v5.21	f86v5.21:6	ytaiin	BARE_NOMINAL	thermal	cold	CONSTITUTION	f86v5.21:6	ytaiin	0	NOMINAL_INPUT		recorded
M	f86v5|f86v5.18-f86v5.25	f86v5.22	f86v5.22:1	ykaiin	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f86v5.22:1	ykaiin	0	NOMINAL_INPUT		recorded
M	f86v5|f86v5.18-f86v5.25	f86v5.23	f86v5.23:1	ykaiin	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f86v5.23:1	ykaiin	0	NOMINAL_INPUT		recorded
M	f86v5|f86v5.18-f86v5.25	f86v5.23	f86v5.23:6	sheol	BARE_NOMINAL	moisture	wet	CONSTITUTION	f86v5.23:6	sheol	0	NOMINAL_INPUT		recorded
M	f86v5|f86v5.18-f86v5.25	f86v5.23	f86v5.23:7	qokar	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f86v5.23:7	qokar	0	NOMINAL_INPUT		recorded
M	f86v5|f86v5.18-f86v5.25	f86v5.24	f86v5.24:7	otaiin	BARE_NOMINAL	thermal	cold	CONSTITUTION	f86v5.24:7	otaiin	0	NOMINAL_INPUT		recorded
M	f86v5|f86v5.18-f86v5.25	f86v5.24	f86v5.24:9	otaiin	BARE_NOMINAL	thermal	cold	CONSTITUTION	f86v5.24:9	otaiin	0	NOMINAL_INPUT		recorded
B	f93r|f93r.1-f93r.32	f93r.2	f93r.2:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f93r.2:6	sheo	1	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f93r.2:4;UNREAD_BETWEEN:f93r.2:5	recorded
B	f93r|f93r.1-f93r.32	f93r.2	f93r.2:6	sheo	BARE_NOMINAL	moisture	wet	CONSTITUTION	f93r.2:6	sheo	0	NOMINAL_INPUT		recorded
B	f93r|f93r.1-f93r.32	f93r.3	f93r.3:6	chody	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f93r.3:6	chody	0	NOMINAL_INPUT		recorded
B	f93r|f93r.1-f93r.32	f93r.4	f93r.4:4	shody	PROCESSED_NOMINAL	moisture	wet	PHYSICAL	f93r.4:4	shody	0	NOMINAL_INPUT		recorded
B	f93r|f93r.1-f93r.32	f93r.5	f93r.5:2	chody	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f93r.5:2	chody	0	NOMINAL_INPUT		recorded
B	f93r|f93r.1-f93r.32	f93r.5	f93r.5:5	qokol	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f93r.5:5	qokol	0	NOMINAL_INPUT		recorded
B	f93r|f93r.1-f93r.32	f93r.6	f93r.6:2	otor	BARE_NOMINAL	thermal	cold	CONSTITUTION	f93r.6:2	otor	0	NOMINAL_INPUT		recorded
B	f93r|f93r.1-f93r.32	f93r.6	f93r.6:6	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f93r.6:2	otor	1	REGISTERED_ACTION_RESULT		recorded
B	f93r|f93r.1-f93r.32	f93r.7	f93r.7:2	shol	STANDALONE	moisture	wet	PHYSICAL	f93r.7:1	shor	0	LOCAL_LEFT		recorded
B	f93r|f93r.1-f93r.32	f93r.8	f93r.8:3	chodaiin	BARE_NOMINAL	moisture	dry	CONSTITUTION	f93r.8:3	chodaiin	0	NOMINAL_INPUT		recorded
B	f93r|f93r.1-f93r.32	f93r.11	f93r.11:1	okeol	BARE_NOMINAL	thermal	warm	CONSTITUTION	f93r.11:1	okeol	0	NOMINAL_INPUT		recorded
B	f93r|f93r.1-f93r.32	f93r.11	f93r.11:2	oteol	BARE_NOMINAL	thermal	cold	CONSTITUTION	f93r.11:2	oteol	0	NOMINAL_INPUT		recorded
B	f93r|f93r.1-f93r.32	f93r.11	f93r.11:5	sheo	BARE_NOMINAL	moisture	wet	CONSTITUTION	f93r.11:5	sheo	0	NOMINAL_INPUT		recorded
B	f93r|f93r.1-f93r.32	f93r.13	f93r.13:1	shodaiin	BARE_NOMINAL	moisture	wet	CONSTITUTION	f93r.13:1	shodaiin	0	NOMINAL_INPUT		recorded
B	f93r|f93r.1-f93r.32	f93r.13	f93r.13:3	kchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f93r.13:3	kchol	0	NOMINAL_INPUT		recorded
B	f93r|f93r.1-f93r.32	f93r.18	f93r.18:2	shodaiin	BARE_NOMINAL	moisture	wet	CONSTITUTION	f93r.18:2	shodaiin	0	NOMINAL_INPUT		recorded
B	f93r|f93r.1-f93r.32	f93r.18	f93r.18:3	shody	PROCESSED_NOMINAL	moisture	wet	PHYSICAL	f93r.18:3	shody	0	NOMINAL_INPUT		recorded
B	f93r|f93r.1-f93r.32	f93r.19	f93r.19:2	shol	STANDALONE	moisture	wet	PHYSICAL	f93r.19:1	tchor	0	LOCAL_LEFT		recorded
B	f93r|f93r.1-f93r.32	f93r.21	f93r.21:2	shol	STANDALONE	moisture	wet	PHYSICAL			0	MISSING	MISSING_MATERIAL_BINDING	recorded
B	f93r|f93r.1-f93r.32	f93r.22	f93r.22:1	kchor	BARE_NOMINAL	moisture	dry	CONSTITUTION	f93r.22:1	kchor	0	NOMINAL_INPUT		recorded
B	f93r|f93r.1-f93r.32	f93r.23	f93r.23:3	shody	PROCESSED_NOMINAL	moisture	wet	PHYSICAL	f93r.23:3	shody	0	NOMINAL_INPUT		recorded
B	f93r|f93r.1-f93r.32	f93r.25	f93r.25:3	shody	PROCESSED_NOMINAL	moisture	wet	PHYSICAL	f93r.25:3	shody	0	NOMINAL_INPUT		recorded
B	f93r|f93r.1-f93r.32	f93r.28	f93r.28:3	chodaiin	BARE_NOMINAL	moisture	dry	CONSTITUTION	f93r.28:3	chodaiin	0	NOMINAL_INPUT		recorded
B	f93r|f93r.1-f93r.32	f93r.30	f93r.30:1	shodaiin	BARE_NOMINAL	moisture	wet	CONSTITUTION	f93r.30:1	shodaiin	0	NOMINAL_INPUT		recorded
B	f93r|f93r.1-f93r.32	f93r.31	f93r.31:2	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f93r.31:3	cthol	1	REGISTERED_ACTION_RESULT		recorded
J	f93r|f93r.1-f93r.32	f93r.2	f93r.2:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f93r.2:6	sheo	1	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f93r.2:4;UNREAD_BETWEEN:f93r.2:5	recorded
J	f93r|f93r.1-f93r.32	f93r.2	f93r.2:6	sheo	BARE_NOMINAL	moisture	wet	CONSTITUTION	f93r.2:6	sheo	0	NOMINAL_INPUT		recorded
J	f93r|f93r.1-f93r.32	f93r.3	f93r.3:6	chody	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f93r.3:6	chody	0	NOMINAL_INPUT		recorded
J	f93r|f93r.1-f93r.32	f93r.4	f93r.4:4	shody	PROCESSED_NOMINAL	moisture	wet	PHYSICAL	f93r.4:4	shody	0	NOMINAL_INPUT		recorded
J	f93r|f93r.1-f93r.32	f93r.5	f93r.5:2	chody	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f93r.5:2	chody	0	NOMINAL_INPUT		recorded
J	f93r|f93r.1-f93r.32	f93r.5	f93r.5:5	qokol	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f93r.5:5	qokol	0	NOMINAL_INPUT		recorded
J	f93r|f93r.1-f93r.32	f93r.6	f93r.6:2	otor	BARE_NOMINAL	thermal	cold	CONSTITUTION	f93r.6:2	otor	0	NOMINAL_INPUT		recorded
J	f93r|f93r.1-f93r.32	f93r.6	f93r.6:6	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f93r.6:2	otor	1	REGISTERED_ACTION_RESULT		recorded
J	f93r|f93r.1-f93r.32	f93r.7	f93r.7:2	shol	STANDALONE	moisture	wet	PHYSICAL	f93r.7:1	shor	0	LOCAL_LEFT		recorded
J	f93r|f93r.1-f93r.32	f93r.8	f93r.8:3	chodaiin	BARE_NOMINAL	moisture	dry	CONSTITUTION	f93r.8:3	chodaiin	0	NOMINAL_INPUT		recorded
J	f93r|f93r.1-f93r.32	f93r.11	f93r.11:1	okeol	BARE_NOMINAL	thermal	warm	CONSTITUTION	f93r.11:1	okeol	0	NOMINAL_INPUT		recorded
J	f93r|f93r.1-f93r.32	f93r.11	f93r.11:2	oteol	BARE_NOMINAL	thermal	cold	CONSTITUTION	f93r.11:2	oteol	0	NOMINAL_INPUT		recorded
J	f93r|f93r.1-f93r.32	f93r.11	f93r.11:5	sheo	BARE_NOMINAL	moisture	wet	CONSTITUTION	f93r.11:5	sheo	0	NOMINAL_INPUT		recorded
J	f93r|f93r.1-f93r.32	f93r.13	f93r.13:1	shodaiin	BARE_NOMINAL	moisture	wet	CONSTITUTION	f93r.13:1	shodaiin	0	NOMINAL_INPUT		recorded
J	f93r|f93r.1-f93r.32	f93r.13	f93r.13:3	kchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f93r.13:3	kchol	0	NOMINAL_INPUT		recorded
J	f93r|f93r.1-f93r.32	f93r.18	f93r.18:2	shodaiin	BARE_NOMINAL	moisture	wet	CONSTITUTION	f93r.18:2	shodaiin	0	NOMINAL_INPUT		recorded
J	f93r|f93r.1-f93r.32	f93r.18	f93r.18:3	shody	PROCESSED_NOMINAL	moisture	wet	PHYSICAL	f93r.18:3	shody	0	NOMINAL_INPUT		recorded
J	f93r|f93r.1-f93r.32	f93r.19	f93r.19:2	shol	STANDALONE	moisture	wet	PHYSICAL	f93r.19:1	tchor	0	LOCAL_LEFT		recorded
J	f93r|f93r.1-f93r.32	f93r.21	f93r.21:2	shol	STANDALONE	moisture	wet	PHYSICAL			0	MISSING	MISSING_MATERIAL_BINDING	recorded
J	f93r|f93r.1-f93r.32	f93r.22	f93r.22:1	kchor	BARE_NOMINAL	moisture	dry	CONSTITUTION	f93r.22:1	kchor	0	NOMINAL_INPUT		recorded
J	f93r|f93r.1-f93r.32	f93r.23	f93r.23:3	shody	PROCESSED_NOMINAL	moisture	wet	PHYSICAL	f93r.23:3	shody	0	NOMINAL_INPUT		recorded
J	f93r|f93r.1-f93r.32	f93r.25	f93r.25:3	shody	PROCESSED_NOMINAL	moisture	wet	PHYSICAL	f93r.25:3	shody	0	NOMINAL_INPUT		recorded
J	f93r|f93r.1-f93r.32	f93r.28	f93r.28:3	chodaiin	BARE_NOMINAL	moisture	dry	CONSTITUTION	f93r.28:3	chodaiin	0	NOMINAL_INPUT		recorded
J	f93r|f93r.1-f93r.32	f93r.30	f93r.30:1	shodaiin	BARE_NOMINAL	moisture	wet	CONSTITUTION	f93r.30:1	shodaiin	0	NOMINAL_INPUT		recorded
J	f93r|f93r.1-f93r.32	f93r.31	f93r.31:2	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f93r.31:3	cthol	1	REGISTERED_ACTION_RESULT		recorded
M	f93r|f93r.1-f93r.32	f93r.2	f93r.2:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f93r.2:6	sheo	1	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f93r.2:4;UNREAD_BETWEEN:f93r.2:5	recorded
M	f93r|f93r.1-f93r.32	f93r.2	f93r.2:6	sheo	BARE_NOMINAL	moisture	wet	CONSTITUTION	f93r.2:6	sheo	0	NOMINAL_INPUT		recorded
M	f93r|f93r.1-f93r.32	f93r.3	f93r.3:6	chody	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f93r.3:6	chody	0	NOMINAL_INPUT		recorded
M	f93r|f93r.1-f93r.32	f93r.4	f93r.4:4	shody	PROCESSED_NOMINAL	moisture	wet	PHYSICAL	f93r.4:4	shody	0	NOMINAL_INPUT		recorded
M	f93r|f93r.1-f93r.32	f93r.5	f93r.5:2	chody	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f93r.5:2	chody	0	NOMINAL_INPUT		recorded
M	f93r|f93r.1-f93r.32	f93r.5	f93r.5:5	qokol	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f93r.5:5	qokol	0	NOMINAL_INPUT		recorded
M	f93r|f93r.1-f93r.32	f93r.6	f93r.6:2	otor	BARE_NOMINAL	thermal	cold	CONSTITUTION	f93r.6:2	otor	0	NOMINAL_INPUT		recorded
M	f93r|f93r.1-f93r.32	f93r.6	f93r.6:6	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f93r.6:2	otor	1	REGISTERED_ACTION_RESULT		recorded
M	f93r|f93r.1-f93r.32	f93r.7	f93r.7:2	shol	STANDALONE	moisture	wet	PHYSICAL	f93r.7:1	shor	0	LOCAL_LEFT		recorded
M	f93r|f93r.1-f93r.32	f93r.8	f93r.8:3	chodaiin	BARE_NOMINAL	moisture	dry	CONSTITUTION	f93r.8:3	chodaiin	0	NOMINAL_INPUT		recorded
M	f93r|f93r.1-f93r.32	f93r.11	f93r.11:1	okeol	BARE_NOMINAL	thermal	warm	CONSTITUTION	f93r.11:1	okeol	0	NOMINAL_INPUT		recorded
M	f93r|f93r.1-f93r.32	f93r.11	f93r.11:2	oteol	BARE_NOMINAL	thermal	cold	CONSTITUTION	f93r.11:2	oteol	0	NOMINAL_INPUT		recorded
M	f93r|f93r.1-f93r.32	f93r.11	f93r.11:5	sheo	BARE_NOMINAL	moisture	wet	CONSTITUTION	f93r.11:5	sheo	0	NOMINAL_INPUT		recorded
M	f93r|f93r.1-f93r.32	f93r.13	f93r.13:1	shodaiin	BARE_NOMINAL	moisture	wet	CONSTITUTION	f93r.13:1	shodaiin	0	NOMINAL_INPUT		recorded
M	f93r|f93r.1-f93r.32	f93r.13	f93r.13:3	kchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f93r.13:3	kchol	0	NOMINAL_INPUT		recorded
M	f93r|f93r.1-f93r.32	f93r.18	f93r.18:2	shodaiin	BARE_NOMINAL	moisture	wet	CONSTITUTION	f93r.18:2	shodaiin	0	NOMINAL_INPUT		recorded
M	f93r|f93r.1-f93r.32	f93r.18	f93r.18:3	shody	PROCESSED_NOMINAL	moisture	wet	PHYSICAL	f93r.18:3	shody	0	NOMINAL_INPUT		recorded
M	f93r|f93r.1-f93r.32	f93r.19	f93r.19:2	shol	STANDALONE	moisture	wet	PHYSICAL	f93r.19:1	tchor	0	LOCAL_LEFT		recorded
M	f93r|f93r.1-f93r.32	f93r.21	f93r.21:2	shol	STANDALONE	moisture	wet	PHYSICAL			0	MISSING	MISSING_MATERIAL_BINDING	recorded
M	f93r|f93r.1-f93r.32	f93r.22	f93r.22:1	kchor	BARE_NOMINAL	moisture	dry	CONSTITUTION	f93r.22:1	kchor	0	NOMINAL_INPUT		recorded
M	f93r|f93r.1-f93r.32	f93r.23	f93r.23:3	shody	PROCESSED_NOMINAL	moisture	wet	PHYSICAL	f93r.23:3	shody	0	NOMINAL_INPUT		recorded
M	f93r|f93r.1-f93r.32	f93r.25	f93r.25:3	shody	PROCESSED_NOMINAL	moisture	wet	PHYSICAL	f93r.25:3	shody	0	NOMINAL_INPUT		recorded
M	f93r|f93r.1-f93r.32	f93r.28	f93r.28:3	chodaiin	BARE_NOMINAL	moisture	dry	CONSTITUTION	f93r.28:3	chodaiin	0	NOMINAL_INPUT		recorded
M	f93r|f93r.1-f93r.32	f93r.30	f93r.30:1	shodaiin	BARE_NOMINAL	moisture	wet	CONSTITUTION	f93r.30:1	shodaiin	0	NOMINAL_INPUT		recorded
M	f93r|f93r.1-f93r.32	f93r.31	f93r.31:2	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f93r.31:3	cthol	1	REGISTERED_ACTION_RESULT		recorded
B	f99r|f99r.47-f99r.52	f99r.47	f99r.47:1	tol	BARE_NOMINAL	thermal	cold	CONSTITUTION	f99r.47:1	tol	0	NOMINAL_INPUT		recorded
B	f99r|f99r.47-f99r.52	f99r.48	f99r.48:2	okeol	BARE_NOMINAL	thermal	warm	CONSTITUTION	f99r.48:2	okeol	0	NOMINAL_INPUT		recorded
B	f99r|f99r.47-f99r.52	f99r.48	f99r.48:4	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f99r.48:2	okeol	1	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f99r.48:3	recorded
B	f99r|f99r.47-f99r.52	f99r.49	f99r.49:6	okeol	BARE_NOMINAL	thermal	warm	CONSTITUTION	f99r.49:6	okeol	0	NOMINAL_INPUT		recorded
J	f99r|f99r.47-f99r.52	f99r.47	f99r.47:1	tol	BARE_NOMINAL	thermal	cold	CONSTITUTION	f99r.47:1	tol	0	NOMINAL_INPUT		recorded
J	f99r|f99r.47-f99r.52	f99r.48	f99r.48:2	okeol	BARE_NOMINAL	thermal	warm	CONSTITUTION	f99r.48:2	okeol	0	NOMINAL_INPUT		recorded
J	f99r|f99r.47-f99r.52	f99r.48	f99r.48:4	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f99r.48:2	okeol	1	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f99r.48:3	recorded
J	f99r|f99r.47-f99r.52	f99r.49	f99r.49:6	okeol	BARE_NOMINAL	thermal	warm	CONSTITUTION	f99r.49:6	okeol	0	NOMINAL_INPUT		recorded
M	f99r|f99r.47-f99r.52	f99r.47	f99r.47:1	tol	BARE_NOMINAL	thermal	cold	CONSTITUTION	f99r.47:1	tol	0	NOMINAL_INPUT		recorded
M	f99r|f99r.47-f99r.52	f99r.48	f99r.48:2	okeol	BARE_NOMINAL	thermal	warm	CONSTITUTION	f99r.48:2	okeol	0	NOMINAL_INPUT		recorded
M	f99r|f99r.47-f99r.52	f99r.48	f99r.48:4	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f99r.48:2	okeol	1	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f99r.48:3	recorded
M	f99r|f99r.47-f99r.52	f99r.49	f99r.49:6	okeol	BARE_NOMINAL	thermal	warm	CONSTITUTION	f99r.49:6	okeol	0	NOMINAL_INPUT		recorded
B	f102v2|f102v2.30-f102v2.39	f102v2.32	f102v2.32:4	okeol	BARE_NOMINAL	thermal	warm	CONSTITUTION	f102v2.32:4	okeol	0	NOMINAL_INPUT		recorded
B	f102v2|f102v2.30-f102v2.39	f102v2.32	f102v2.32:8	oky	STANDALONE	thermal	warm	PHYSICAL	f102v2.32:4	okeol	0	LOCAL_LEFT	UNREAD_BETWEEN:f102v2.32:5	recorded
B	f102v2|f102v2.30-f102v2.39	f102v2.34	f102v2.34:7	okey	STANDALONE	thermal	warm	PHYSICAL			0	MISSING	MISSING_MATERIAL_BINDING	recorded
B	f102v2|f102v2.30-f102v2.39	f102v2.35	f102v2.35:2	sheol	BARE_NOMINAL	moisture	wet	CONSTITUTION	f102v2.35:2	sheol	0	NOMINAL_INPUT		recorded
B	f102v2|f102v2.30-f102v2.39	f102v2.35	f102v2.35:8	teody	STANDALONE	thermal	cold	PHYSICAL	f102v2.35:7	cheo	0	LOCAL_LEFT		recorded
B	f102v2|f102v2.30-f102v2.39	f102v2.35	f102v2.35:9	qokeol	PROCESSED_NOMINAL	thermal	hot	PHYSICAL	f102v2.35:9	qokeol	0	NOMINAL_INPUT		recorded
B	f102v2|f102v2.30-f102v2.39	f102v2.36	f102v2.36:6	okey	STANDALONE	thermal	warm	PHYSICAL	f102v2.35:9	qokeol	2	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	recorded
B	f102v2|f102v2.30-f102v2.39	f102v2.36	f102v2.36:7	okey	STANDALONE	thermal	warm	PHYSICAL	f102v2.35:9	qokeol	2	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	recorded
B	f102v2|f102v2.30-f102v2.39	f102v2.38	f102v2.38:5	okey	STANDALONE	thermal	warm	PHYSICAL	f102v2.38:7	sho	1	LOCAL_RIGHT	UNREAD_BETWEEN:f102v2.38:6	recorded
J	f102v2|f102v2.30-f102v2.39	f102v2.32	f102v2.32:4	okeol	BARE_NOMINAL	thermal	warm	CONSTITUTION	f102v2.32:4	okeol	0	NOMINAL_INPUT		recorded
J	f102v2|f102v2.30-f102v2.39	f102v2.32	f102v2.32:8	oky	STANDALONE	thermal	warm	PHYSICAL	f102v2.32:4	okeol	0	LOCAL_LEFT	UNREAD_BETWEEN:f102v2.32:5	recorded
J	f102v2|f102v2.30-f102v2.39	f102v2.34	f102v2.34:7	okey	STANDALONE	thermal	warm	PHYSICAL			0	MISSING	MISSING_MATERIAL_BINDING	recorded
J	f102v2|f102v2.30-f102v2.39	f102v2.35	f102v2.35:2	sheol	BARE_NOMINAL	moisture	wet	CONSTITUTION	f102v2.35:2	sheol	0	NOMINAL_INPUT		recorded
J	f102v2|f102v2.30-f102v2.39	f102v2.35	f102v2.35:8	teody	STANDALONE	thermal	cold	PHYSICAL	f102v2.35:7	cheo	2	LOCAL_LEFT		recorded
J	f102v2|f102v2.30-f102v2.39	f102v2.35	f102v2.35:9	qokeol	PROCESSED_NOMINAL	thermal	hot	PHYSICAL	f102v2.35:9	qokeol	0	NOMINAL_INPUT		recorded
J	f102v2|f102v2.30-f102v2.39	f102v2.36	f102v2.36:6	okey	STANDALONE	thermal	warm	PHYSICAL	f102v2.35:9	qokeol	2	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	recorded
J	f102v2|f102v2.30-f102v2.39	f102v2.36	f102v2.36:7	okey	STANDALONE	thermal	warm	PHYSICAL	f102v2.35:9	qokeol	2	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f102v2.36:3;UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5	recorded
J	f102v2|f102v2.30-f102v2.39	f102v2.38	f102v2.38:5	okey	STANDALONE	thermal	warm	PHYSICAL	f102v2.38:7	sho	1	LOCAL_RIGHT	UNREAD_BETWEEN:f102v2.38:6	recorded
M	f102v2|f102v2.30-f102v2.39	f102v2.32	f102v2.32:4	okeol	BARE_NOMINAL	thermal	warm	CONSTITUTION	f102v2.32:4	okeol	0	NOMINAL_INPUT		recorded
M	f102v2|f102v2.30-f102v2.39	f102v2.32	f102v2.32:8	oky	STANDALONE	thermal	warm	PHYSICAL	f102v2.32:4	okeol	0	LOCAL_LEFT	UNREAD_BETWEEN:f102v2.32:5	recorded
M	f102v2|f102v2.30-f102v2.39	f102v2.34	f102v2.34:7	okey	STANDALONE	thermal	warm	PHYSICAL			0	MISSING	MISSING_MATERIAL_BINDING	recorded
