occurrence_id	page	locus	ordinal	surface	position	reader_exact	split_normalized	reader_merge_direction	reader_merge_surface	all_present_exact	zl3b_line	it2a_line	rf1b_line	claim_boundary
G663-T0493	f20r	f20r.5	5	opchey	MEDIAL	1	1	NONE	NONE	0	pchocthy chokoaiin y cheeeb opchey shosaiin	pchocthy chokoaiin cpy cheeen opchey shosaiin r	pchocthy chokoaiin y cheeeb opchey shosaiin	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0494	f20r	f20r.5	6	shosaiin	EOS	1	1	NONE	NONE	0	pchocthy chokoaiin y cheeeb opchey shosaiin	pchocthy chokoaiin cpy cheeen opchey shosaiin r	pchocthy chokoaiin y cheeeb opchey shosaiin	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0495	f20r	f20r.9	2	shody	MEDIAL	1	1	NONE	NONE	1	fchodees shody qotchey qokchey qocphy chokoldy	fchodees shody qotchey qokchey qocphy chokoldy	fchodees shody qotchey qokchey qocphy chokoldy	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0496	f20v	f20v.6	7	char	MEDIAL	0	0	NONE	NONE	0	doiiin chockhy dan cheoy shos cheos char aiin	doiiin chockhy dar cheockhy shos cheos char cthaiin	doiiin chockhy dan cheoy shos cheos ch r cthaiin	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0497	f21r	f21r.11	9	shody	EOS	1	1	NONE	NONE	1	shol chol shol tchol chcthy otyky shey yteol shody	shol chol shol tchol chcthy otyky shey yteol shody	shol chol shol tchol chcthy otyky shey yteol shody	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0498	f21r	f21r.3	4	l	MEDIAL	0	0	LEFT	ol	0	qotol shy o l cheor chy qokchey chey keey dy	qotol shy ol cheor chy qokchey chey keey dy	qotolshy o l cheor chy qokchey chey keey dy	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0499	f21r	f21r.6	1	dchor	BOS	1	1	NONE	NONE	0	dchor y kol y ky chol kol qokeol chol ol qoteeol dady	dchor y kolyky chol kol qokeol cholol qoteeol dady	dchor y kolyky chol kol qokeol cholol qoteeol d dy	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0500	f21v	f21v.2	3	chody	MEDIAL	1	1	NONE	NONE	1	oeeesoy qokchy chody qotchy qokchy choty tchol daiin	oeeesoy qokchy chody qotchy qokchy choty tchol daiin	oeeesoy qokchy chody qotchy qokchy choty tchol daiin	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0501	f21v	f21v.3	4	tcho	MEDIAL	1	1	NONE	NONE	1	qotol keeees chotchy tcho choty chor qotol daiin dal	qotol keeees chotchy tcho choty chor qotol daiin dal	qotol keeees chotchy tcho choty chor qotol daiin dal	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0502	f21v	f21v.5	4	l	MEDIAL	1	1	NONE	NONE	0	osho deey ctho l sho cthy daiin dait oky	osho deey ctho l sho cthy daiin dait oky	osho deey ctho l shocthy daiin dait oky	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0503	f21v	f21v.7	4	l	MEDIAL	0	0	NONE	NONE	0	ykcho lchol cho l chaiin otchy s sheaiin	ykcho lchol cholchaiin otchy s sheaiin	ykcho lchol cholchaiin otchy s sheaiin	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0504	f21v	f21v.8	2	l	MEDIAL	1	1	NONE	NONE	1	cho l kchochaiin	cho l kchochaiin	cho l kchochaiin	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0505	f22r	f22r.10	5	dchor	MEDIAL	1	1	NONE	NONE	1	kchol chor daiin cthoiin dchor chey qokol dy opchol oldam	kchol chor daiin cthoiin dchor chey qokol dy opchol oldam	kchol chor daiin cthoiin dchor chey qokol dy opchol oldam	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0506	f22r	f22r.12	1	odchaiin	BOS	1	1	NONE	NONE	0	odchaiin cthy okchy kchy dchol daiin ydaiin	odchaiin cthy okchy kchy dchol daiin ydaiin	odchaiin cth okchy kchy dchol aiin ydaiin	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0507	f22r	f22r.13	1	dchor	BOS	1	1	NONE	NONE	0	dchor dy dain qockhy ykol okain	dchor dydain qockhy ykalokain	dchor d dain qockhy ykolokain	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0508	f22r	f22r.2	6	qokchol	MEDIAL	1	1	NONE	NONE	0	ol oiin shol o kor qokchol daiin okaiin cthor dain ckhy dom	ol oiin shol o kor qokchol daiin otaiin cthor dain ckhydom	ol oiin shol o kor qokchol daiin otaiin cthor dain ckhy dom	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0509	f22r	f22r.7	5	ytaiin	MEDIAL	1	1	NONE	NONE	0	kchol shol dsheor chdoly ytaiin ol otchy cphal	kchol shol dsheor ska chdoly ytaiin ol otchy cphal	kchol shol sheor chdoly ytaiin ol otchy cphal	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0510	f22r	f22r.8	1	dchor	BOS	1	1	NONE	NONE	0	dchor oty daiin ctholy qoky chotaiin chocthy do iin dchor	dchor oty daiin ctholy qoky chotaiin chocthy doiiin dchor	dchor ot daiin ctholy qoky chotaiin chocth do iin dchor	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0511	f22r	f22r.8	10	dchor	EOS	1	1	NONE	NONE	0	dchor oty daiin ctholy qoky chotaiin chocthy do iin dchor	dchor oty daiin ctholy qoky chotaiin chocthy doiiin dchor	dchor ot daiin ctholy qoky chotaiin chocth do iin dchor	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0512	f22v	f22v.4	6	ytaiin	EOS	1	1	NONE	NONE	1	otchaiin shoty qoky saiin odaiin ytaiin	otchaiin shoty qoky saiin odaiin ytaiin	otchaiin shoty qoky saiin odaiin ytaiin	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0513	f22v	f22v.6	1	fshor	BOS	1	1	NONE	NONE	0	fshor shy tchor otaiin	fshor shy tchor otaiin	fshor shytchor otaiin	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0514	f22v	f22v.7	3	qokchol	MEDIAL	1	1	NONE	NONE	1	ychor chor qokchol chory	ychor chor qokchol chory	ychor chor qokchol chory	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0515	f22v	f22v.9	2	shody	MEDIAL	1	1	NONE	NONE	0	okshor shody chol tchol otaiin daiin	okshor shody chol teeol otaiin daiin	okshor shody chol tchol otaiin daiin	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0516	f23r	f23r.5	2	qokchol	MEDIAL	1	1	NONE	NONE	0	ychor qokchol ytym chol dair chol ar ol ol dol dain	ychor qokchol ytom chol dair chol ar ol ol dol dain	ychor qokchol yt m chol dair chol ar ol ol dol dain	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0517	f23r	f23r.7	4	qokchol	MEDIAL	1	1	NONE	NONE	1	okar olchar shaiin qokchol dar qokchol dairo r ol daiin alg	okar olchar shaiin qokchol dar qokchol dairo r ol daiin alg	okar olchar shaiin qokchol dar qokchol dairo r ol daiin alg	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0518	f23r	f23r.7	6	qokchol	MEDIAL	1	1	NONE	NONE	1	okar olchar shaiin qokchol dar qokchol dairo r ol daiin alg	okar olchar shaiin qokchol dar qokchol dairo r ol daiin alg	okar olchar shaiin qokchol dar qokchol dairo r ol daiin alg	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0519	f23r	f23r.8	2	char	MEDIAL	1	1	NONE	NONE	0	qokshy char daiir qokaiin olol qoaiin ykchy s dal okchy	qokshy char daiir qokaiin olol qoaiin ykchy s diil okchy	qokshy char daiir qokaiin olol qoaiin ykchy s dal okchy	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0520	f23v	f23v.3	6	l	MEDIAL	0	0	LEFT	ol	0	ycho okaiin okeol eees o l daiin okeeor daiin qotcholg	ycho okaiin okeol eees oldaiin okeeor daiin qotcholm	ycho okaiin okeol eees ol daiin okee r daiin qotcholg	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0521	f23v	f23v.7	9	ylg	EOS	1	1	NONE	NONE	1	otor oiin sho shol qokol daiin sol daiin ylg	otor oiin sho shol qokol daiin sol daiin ylg	otor oiin sho shol qokol daiin sol daiin ylg	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0522	f23v	f23v.9	8	l	MEDIAL	1	1	NONE	NONE	1	otshy dal dar oldar ar or qoto l chees g	otshy dal dar oldar ar or qoto l chees g	otshy dal dar oldar ar or qoto l chees g	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0523	f24r	f24r.10	1	qor	BOS	0	0	NONE	NONE	0	qor cfhar chor s am chotaiin dy	qor cfhar chor s am chotaiin dy	q r cfhar chor s am chotaiin y	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0524	f24r	f24r.14	1	qor	BOS	1	1	NONE	NONE	1	qor cheey qod char cthal	qor cheey qod char cthal	qor cheey qod char cthal	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0525	f24r	f24r.14	4	char	MEDIAL	1	1	NONE	NONE	1	qor cheey qod char cthal	qor cheey qod char cthal	qor cheey qod char cthal	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0526	f24r	f24r.17	4	cthoj	MEDIAL	0	0	NONE	NONE	0	sshey otam sham cthoj oky	sshey otam sham cthom oky	sshey otam sham cthom oky	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0527	f24r	f24r.2	2	char	MEDIAL	1	1	NONE	NONE	0	qotaiin char odaiin okaial oky	qotaiin char odain okaiikhal oky	qotaiin char odaiin okai l oky	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0528	f24v	f24v.2	2	ckhor	MEDIAL	1	1	NONE	NONE	0	ydals ckhor shy cho dchor otol otaiir otchos okchom okcho	ydals ckhor shy cho dchar otol otaiir otchos okchom okcho	ydals ckhor shy cho d chor otol otaiir otchos okchom okcho	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0529	f24v	f24v.2	5	dchor	MEDIAL	0	0	NONE	NONE	0	ydals ckhor shy cho dchor otol otaiir otchos okchom okcho	ydals ckhor shy cho dchar otol otaiir otchos okchom okcho	ydals ckhor shy cho d chor otol otaiir otchos okchom okcho	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0530	f25r	f25r.1	5	shody	MEDIAL	1	1	NONE	NONE	0	fcholdy soshy daiin y shody daiin ocholdy cpholdy sy	fcholdy soshy daiin cky shody daiin ocholdy cpholdy sy	fcholdy soshy daiin y shody daiin ocholdy cpholdy sy	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0531	f25r	f25r.2	9	chkain	EOS	1	1	NONE	NONE	0	otor chor chsky chotchy shair qod shachy kchy chkain	otor chor chrky chotchy shair qod sho chy kchy chkain	otor chor chsky chotchy shair qod sho chy kchy chkain	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0532	f25v	f25v.2	1	dchor	BOS	1	1	NONE	NONE	1	dchor cthor chor daiin s okeeaiin daiin ckhey daiin	dchor cthor chor daiin s okeeaiin daiin ckhey daiin	dchor cthor chor daiin s okeeaiin daiin ckhey daiin	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0533	f26v	f26v.9	2	okeshy	MEDIAL	1	1	NONE	NONE	0	ysheey okeshy shody peshy todydy	ysheey okeshy shodypshey todydy	ysheey okeshy shody peshy todydy	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0534	f26v	f26v.9	3	shody	MEDIAL	0	0	NONE	NONE	0	ysheey okeshy shody peshy todydy	ysheey okeshy shodypshey todydy	ysheey okeshy shody peshy todydy	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0535	f27r	f27r.4	3	char	MEDIAL	1	1	NONE	NONE	1	qokey chor char chy dchy keey chos cthody	qokey chor char chy dchy keey chos cthody	qokey chor char chy dchy keey chos cthody	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0536	f27r	f27r.8	1	ytchy	BOS	1	1	NONE	NONE	0	ytchy chy t chol dy t chey dain chol dal	ytchy chy tchol dy tchey dain chol dal	ytchy chy tchol dy t chey dain chol dal	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0537	f28r	f28r.1	9	ldy	EOS	0	0	NONE	NONE	0	pchodar shod chocphy opchol daiin otchol chy qo ldy	pchodar shod chocphy opchol daiin otchol chyqo ldy	pchodar shod chocphy opchol daiin otchol chy qoldy	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0538	f28r	f28r.6	1	qokchol	BOS	1	1	NONE	NONE	0	qokchol qodaiin otcholchy daiin cho qokol o kam	qokchol qodaiin otcholchy daiin cho qokol okam	qokchol qodaiin otcholchy daiin cho qokol kam	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0539	f28v	f28v.2	5	qokchol	MEDIAL	1	1	NONE	NONE	0	ykcholy qoty chy dy qokchol chor tchy qokchody cheor o	ykcholy qoty chy dy qokchol chor tchy qokchody cheor o	ykchol qoty chydy qokchol chor tch qokchody cheor o	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0540	f28v	f28v.9	4	choly	MEDIAL	1	1	NONE	NONE	0	sor chear chl choly dar	sor chear chl s choly dar	sor chear chl s choly dar	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0541	f29r	f29r.2	6	l	MEDIAL	0	0	LEFT	chol	0	dshe ykchy choty oky cho l chchoty choky chy ty dy	dshe ykchy choty oky chol chchoty choky chy ty dy	dshe kchy choty oky cho l chchoty choky chy ty dy	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0542	f29r	f29r.3	6	dchor	MEDIAL	1	1	NONE	NONE	1	qokchy qoty kchaiin shear cthor dchor choly	qokchy qoty kchaiin shear cthor dchor choly	qokchy qoty kchaiin shear cthor dchor choly	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0543	f29r	f29r.3	7	choly	EOS	1	1	NONE	NONE	1	qokchy qoty kchaiin shear cthor dchor choly	qokchy qoty kchaiin shear cthor dchor choly	qokchy qoty kchaiin shear cthor dchor choly	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0544	f29r	f29r.9	2	qor	MEDIAL	1	1	NONE	NONE	0	qokshe qor chey kor cheod ychom	qokshe qor chey kor cheod ychom	qokshe qor chey kor che d ychom	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0545	f29v	f29v.2	9	dary	EOS	1	1	NONE	NONE	0	qotcheaiin s chol chol cthy chey cthold ytchor dary	qotcheaiin schol chol cthy chey cthold ytchor dary	qotcheaiin s chol chol cthy chey cthold ytchor dary	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0546	f29v	f29v.6	1	dchor	BOS	1	1	NONE	NONE	1	dchor chol chaiin shaiin cthod dar chs shody	dchor chol chaiin shaiin cthod dar chs shody	dchor chol chaiin shaiin cthod dar chs shody	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0547	f29v	f29v.6	8	shody	EOS	1	1	NONE	NONE	1	dchor chol chaiin shaiin cthod dar chs shody	dchor chol chaiin shaiin cthod dar chs shody	dchor chol chaiin shaiin cthod dar chs shody	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0548	f2r	f2r.11	9	ckhor	EOS	1	1	NONE	NONE	1	ychain dal chy dalor shan dan olsaiin sheey ckhor	ychain dal chy dalor shan dan olsaiin sheey ckhor	ychain dal chy dalor shan dan olsaiin sheey ckhor	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0549	f2r	f2r.12	10	chyky	MEDIAL	1	1	NONE	NONE	1	okol chy chor cthor yor an chan saiin chety chyky sal	okol chy chor cthor yor an chan saiin chety chyky sal	okol chy chor cthor yor an chan saiin chety chyky sal	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0550	f2r	f2r.4	6	chokaiin	MEDIAL	0	0	NONE	NONE	0	aiidy chtod dy cphy dals chokaiin d	chaindy chtod dy cphy dals chokaiin d	aiidy chtoddy cphy dals chotaiin d	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0551	f2v	f2v.1	5	odain	MEDIAL	0	0	NONE	NONE	0	kooiin cheo pchor otaiin odain chor dair shty	kooiin cheo pchor otaiin o dain chor dair shty	kooiin cheopchor otaiinodain chor dair shty	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0552	f2v	f2v.3	5	chody	MEDIAL	1	1	NONE	NONE	1	otchy chor lshy chol chody chodain chcthy daiin	otchy chor lshy chol chody chodain chcthy daiin	otchy chor lshy chol chody chodain chcthy daiin	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0553	f30r	f30r.10	2	dchor	MEDIAL	1	1	NONE	NONE	1	chokchaiin dchor chkchean qotchy chctho rchody	chokchaiin dchor chkchean qotchy chctho rchody	chokchaiin dchor chkchean qotchy chctho rchody	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0554	f30r	f30r.4	4	char	MEDIAL	0	0	NONE	NONE	0	qokechy qoko qop char soin chan qot chaiin	qokechy qoko qopchar soin chan qotchaiin	qokechy qoko qop char roin ch an qotchaiin	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0555	f30r	f30r.7	1	qor	BOS	1	1	NONE	NONE	1	qor chain cthorchy	qor chain cthorchy	qor chain cthorchy	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0556	f30v	f30v.1	2	shosaiin	MEDIAL	1	1	NONE	NONE	0	sain shosaiin chocthey sho chepchy shor sheaiin	cthscthain shosaiin chocthey sho chepchy shor sheaiin	sain shosaiin chocthey sho chepchy shor sheaiin	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0557	f30v	f30v.7	4	tcho	MEDIAL	1	1	NONE	NONE	0	chakchy sho kcho tcho ctho sos	chokchy sho kcho tcho ctho sos	chokchy sho kcho tcho ctho sos	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0558	f31r	f31r.1	3	shee	MEDIAL	0	0	NONE	NONE	0	keedey qofchedy shee s aiin qokee chepakeo	keedey qofchedy shees aiin qokeefcy chepakeo	keedey qofchedy shees aiin qokeef chefakeo	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0559	f31r	f31r.12	5	chedaiin	MEDIAL	1	1	NONE	NONE	0	qoaiin yches okedy sheey chedaiin dar	qoaiin yches okedy sheey chedaiin dar	qoaiin ches okedy sheey chedaiin dar	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0560	f31r	f31r.4	4	lo	MEDIAL	0	0	NONE	NONE	0	qotar chy dar lo r ar cheey keeol chedy qokey	qotar chy dar lk r ar cheey keeol chd qokey	qotar chy dar lo r ar cheey keeol chedy qokey	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0561	f31r	f31r.7	8	ldy	EOS	1	1	NONE	NONE	0	ykeedar saiin checkhey sheol qokedy ykeedy chedy ldy	ykeedar saiin checkhey sheol qokedy ykeedy chedy ldy	ykee ar s aiin checkhey sheol qokedy ykeedy chedy ldy	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0562	f32r	f32r.10	1	dchor	BOS	1	1	NONE	NONE	0	dchor ctho daiin	dchor ctho daiin	dchor cthodaiin	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0563	f32r	f32r.9	2	dary	EOS	1	1	NONE	NONE	1	dytchor dary	dytchor dary	dytchor dary	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0564	f32v	f32v.10	7	l	MEDIAL	0	0	LEFT	cphol	0	sho keol chor chol daiin cpho l cthol da ar	sho keol chor chol daiin cphol cthol da ar	sho keol chor chol daiin cphol cthol da ar	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0565	f32v	f32v.2	7	l	MEDIAL	0	0	RIGHT	ldy	0	daiin odar chy daiin chey tchy l dy dain teor	daiin odar chy daiin chey tcho ldy dain teor	daiin odar chy daiin chey tch ldy dain teor	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0566	f32v	f32v.5	9	dosg	EOS	0	0	NONE	NONE	0	chokchy daiin shy chor qo kaiin dain dchol dosg	chokchy daiin shy chor qo kaiin dain dchol dorg	chokchy daiin shy chor qo kaiin dain dchol dorg	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0567	f33r	f33r.6	2	shody	MEDIAL	1	1	NONE	NONE	0	yteey shody kchedy dy chekar okaiin okaiin daiin okal	yteey shody tchedydy chekar okaiin okaiin daiin okal	yteey shody kche ydy chekar okaiin okaiin aiin okal	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0568	f33v	f33v.5	2	chody	MEDIAL	1	1	NONE	NONE	0	tchdy chody okaiin chckhy dor arl cthy dy ty dy ykar cheky dy	tchdy chody okaiin chckhy dor arl cthy dy ty dy ykar cheky dy	tchdy chody okaiin chckhy dor arl cthy ytydy ykar cheky y	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0569	f33v	f33v.6	3	olaiin	MEDIAL	1	1	NONE	NONE	0	ycheo dar olaiin okar chdy chdy oldy okar chdy	ycheo dor olaiin okar chdy chdy oldy okar chdy	ycheo ar olaiin okar chdy ch y ol y okar ch y	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0570	f33v	f33v.7	4	oltedy	MEDIAL	1	1	NONE	NONE	0	tshdy shefchdy shckhdy oltedy daiin oky cheol orain chdyshdy porar	tshdy shefchdy shckhdy oltedy daiin oky cheol orain chdyshdy porar	tshdy shefchdy shckhdy oltedy daiin oky cheol rain ch yshdy porar	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0571	f34r	f34r.12	1	char	BOS	1	1	NONE	NONE	0	char aiin okor ar tol qokar chckhy chdal ked qokar ar daiin dam	char aiin okor ar tol qokar chckhy chdal ked qokar ar daiin dam	char aiin okorar tol qokar chckhy chdal ked qokar ar aiin am	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0572	f34r	f34r.14	8	chody	MEDIAL	0	0	NONE	NONE	0	or ar y kar ol al oky chody qokal chedy chcthedy cheky daram	or ar y kar ol al oky chody qokal chedy chcthedy cheky daram	or ar y kar ol al oky cho y qokal chedy chcthedy chety daram	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0573	f34r	f34r.5	8	l	MEDIAL	0	0	LEFT	ykeedl	0	qoteedy shedy shedy ol okes ar ykeed l chedy otey okaiin	qoteedy shedy shedy ol okes ar ykeedl chedy otey okaiin	qoteedy she y she y ol okes ar ykeedl chedy otey okaiin	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0574	f34v	f34v.3	5	char	MEDIAL	1	1	NONE	NONE	0	ytal shor chdal olchdy char or ol kedaiiin chcthy okchdy chckhy dasam	ytal seor chdal olchdy char or ol kedaiiin chcthy okchdy chckhy dasam	ytal shor ch al olchdy char or ol ke aiiin chcthy o ch y chckhy ar ag	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0575	f34v	f34v.7	12	chkain	MEDIAL	1	1	NONE	NONE	0	olchdaiin chedy chey keedy chy kedy dy qokedy okey s air chkain otain	olchdaiin chedy chey keedy chy kedy dy qokedy okey sair chkain otain	olchdaiin che y cheykee y chy ke y dy qoke y okey s air chkain otain	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0576	f34v	f34v.8	9	chdar	MEDIAL	0	0	NONE	NONE	0	ysheos otar ar choraiin cheky olchdaiin or oldar chdar okam	ysheos otar ar choraiin cheky olchdaiin or oldar chdar okam	ysheos otar ar choraiin cheky olchdaiin or ol ar ch ar okag	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0577	f35r	f35r.1	3	choly	MEDIAL	0	0	NONE	NONE	0	oo r choly y choty char dy	cthoo r choly cthy choty char dy	oo r cholyy choty char dy	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0578	f35r	f35r.1	6	char	MEDIAL	1	1	NONE	NONE	0	oo r choly y choty char dy	cthoo r choly cthy choty char dy	oo r cholyy choty char dy	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0579	f35r	f35r.11	4	l	MEDIAL	0	0	RIGHT	lchaiin	0	sheaiin chol cthaiin l chaiin lchal dal dair aldy n	shcheaiin chol cthaiin lchaiin lchal dal dair aldy n	shcheaiin chol cthaiin lchaiin lchal dal dairaldy n	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0580	f35r	f35r.2	2	chokaiin	MEDIAL	1	1	NONE	NONE	0	qokeeaiin chokaiin qo tchy daiin	qokeeaiin chokaiin qotchy daiin	qokeeaiin chokaiin qotchy daiin	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0581	f35r	f35r.3	5	cthory	EOS	1	1	NONE	NONE	1	dchaiin cthey qotchey taiin cthory	dchaiin cthey qotchey taiin cthory	dchaiin cthey qotchey taiin cthory	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0582	f35r	f35r.6	2	char	MEDIAL	1	1	NONE	NONE	0	schaiin char chan daiin	schaiin char chan daiin	schaiin char chan aiin	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0583	f35r	f35r.7	1	shosaiin	BOS	1	1	NONE	NONE	1	shosaiin tchor choky	shosaiin tchor choky	shosaiin tchor choky	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0584	f35v	f35v.13	2	char	MEDIAL	1	1	NONE	NONE	1	ol char od ar chear	ol char od ar chear	ol char od ar chear	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0585	f35v	f35v.17	4	choly	EOS	1	1	NONE	NONE	1	daiin dain chkaly choly	daiin dain chkaly choly	daiin dain chkaly choly	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0586	f35v	f35v.3	1	dchor	BOS	1	1	NONE	NONE	1	dchor choty chyty daiin	dchor choty chyty daiin	dchor choty chyty daiin	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0587	f35v	f35v.4	1	ytchy	BOS	1	1	NONE	NONE	1	ytchy qotchy dchy cthy	ytchy qotchy dchy cthy	ytchy qotchy dchy cthy	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0588	f35v	f35v.7	1	tcho	BOS	0	0	NONE	NONE	0	tcho tchor shol sho kol daiin	tchotchor shol sho co kol daiin	tchotchor shol sho kol daiin	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
G663-T0589	f35v	f35v.9	4	l	MEDIAL	0	0	NONE	NONE	0	qokchaiin cho ksho l choiin	qokchaiin cho ksho l choiin	qokch iin cho tsholchoiin	reader agreement selects boundary confidence or an l-merge card; it does not identify plaintext
