rank	page	locus	surface	working_default_de	practical_render_de	card_type	composition	strongest_rival_de	strength	reader_merge_surface	zl3b_line	v39_translation_de	v40_translation_de	status
69	f78v	f78v.24	ytaiin	Eintrag: kalt, Stufe III	Eintrag: kalt, Stufe III	ENTRY_COMPOSITE	Y_ENTRY+T_COLD+A+IIN_III	hierzu auf Stufe III kühlen	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	ytaiin shedy ol sheedy olshdy shey kshdy shol kedy	[ytaiin:?]; feucht in der Mitte des Grades, abgeschlossen; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; feucht am Ende des Grades, abgeschlossen; angefeuchtetes Drogenmaterial, fertig; feucht in der Mitte des Grades; heiß und feucht am Anfang des Grades, abgeschlossen; feucht; nominal feuchtes Gut/Material; heiß in der Mitte des Grades, abgeschlossen	Eintrag: kalt, Stufe III; bis zur mittleren Einweichstufe gebracht; Grundansatz; vollständig eingeweicht; angefeuchtetes Drogenmaterial, fertig; bis zur mittleren Einweichstufe; heiß und leicht angefeuchtet, abgeschlossen; Feuchtgut; bis zur mittleren Heizstufe gebracht	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
70	f79r	f79r.14	saral	rohe Samenfraktion I	rohe Samenfraktion I	PRODUCTIVE_COMPOUND	S_SEED+AR_FRACTION_I+AL_RAW_I	rohe Salzfraktion I	MEDIUM_EXACT_WHOLE	NONE	saral qokain checkhy qotal qol cheey chey dain chedy qol	[saral:?]; heiß, Grad II; trockenes Arzneikompositum am Gradanfang; Rohstoffklasse I, kalt am Gradanfang; gib Folgendes hinzu: trocken am Ende des Grades; trocken in der Mitte des Grades; Grad-/Maßwert II; trocken in der Mitte des Grades, abgeschlossen; gib Vorstehendes hinzu	rohe Samenfraktion I; heiß, Grad II; trockenes Arzneikompositum am Gradanfang; Rohstoff I, kalt am Gradanfang; gib Folgendes hinzu: vollständig getrocknet; bis zur mittleren Trockenstufe; zwei Maße; bis zur mittleren Trockenstufe gebracht; gib Vorstehendes hinzu	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
71	f79r	f79r.25	cholchey	nachgetrocknete Droge, Mittelstufe	nachgetrocknete Droge, Mittelstufe	PRODUCTIVE_COMPOUND	CHOL_DRY_MATERIAL+CHEY_DRY_MIDDLE	bloßes Trockengut, Mittelstufe	MEDIUM_EXACT_WHOLE	NONE	cholchey qotshy qol shey qokar shedy oteey chcthy	[cholchey:?]; kalt und feucht am Anfang des Grades; gib Folgendes hinzu: feucht in der Mitte des Grades; heiße Drogenfraktion I; feucht in der Mitte des Grades, abgeschlossen; kalter Ansatz am Ende des Grades; trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut	nachgetrocknete Droge, Mittelstufe; kalt und leicht angefeuchtet; gib Folgendes hinzu: bis zur mittleren Einweichstufe; heiße Drogenfraktion I; bis zur mittleren Einweichstufe gebracht; Ansatz auf Kühlendstufe; getrocknete Krautdroge	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
72	f79r	f79r.3	yshealdy	Eintrag: angefeuchteter Rohstoff I, fertig	Eintrag: angefeuchteter Rohstoff I, fertig	ENTRY_COMPOSITE	Y_ENTRY+SHE_MOIST+AL_RAW_I+DY_FINISHED	hierzu angefeuchteter Rohstoff	MEDIUM_EXACT_WHOLE	NONE	yshealdy rshedy qoteedy chckhey qo y chey lchey qokeey rchedy	[yshealdy:?]; eingeweichte Wurzel; kalt am Ende des Grades, abgeschlossen; Arzneikompositum: trocken, Gradmitte; nimm hierzu Folgendes: trocken in der Mitte des Grades; Drogenholz, trocken gebunden, Form I; heiß am Ende des Grades; getrocknete Wurzel	Eintrag: angefeuchteter Rohstoff I, fertig; eingeweichte Wurzel; bis zur Kühlendstufe gebracht; Arzneikompositum: trocken, Gradmitte; nimm hierzu Folgendes: bis zur mittleren Trockenstufe; Drogenholz, trocken gebunden, Form I; bis zur Heizendstufe; getrocknete Wurzel	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
73	f79r	f79r.41	chkain	trocken-heiß, Stufe II	trocken-heiß, Stufe II	PRODUCTIVE_COMPOUND	CH_DRY+K_HOT+A+IN_II	heiß-trocken, Stufe II	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	qokain shedy qotain oteedy chkain ol ol chedy oly	heiß, Grad II; feucht in der Mitte des Grades, abgeschlossen; kalt im qo-Rahmen, Grad II; kalter Ansatz am Ende des Grades, abgeschlossen; [chkain:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; trocken in der Mitte des Grades, abgeschlossen; seihe Vorstehendes ab.	heiß, Grad II; bis zur mittleren Einweichstufe gebracht; kalt im qo-Rahmen, Grad II; Ansatz auf Kühlendstufe abgeschlossen; trocken-heiß, Stufe II; Grundansatz; Grundansatz; bis zur mittleren Trockenstufe gebracht; seihe Vorstehendes ab.	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
74	f79v	f79v.14	rolchey	getrockneter Wurzelstoff, Mittelstufe	getrockneter Wurzelstoff, Mittelstufe	PRODUCTIVE_COMPOUND	R_ROOT+OL_MATERIAL+CHEY_DRY_MIDDLE	trockener Wurzelauszug	MEDIUM_EXACT_WHOLE	NONE	qokeey qokedy okeey qokol sheedy qokeedy rolchey qokeedy	heiß am Ende des Grades; heiß in der Mitte des Grades, abgeschlossen; heißer Ansatz am Ende des Grades; erhitze Folgendes: feucht am Ende des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; [rolchey:?]; heiß am Ende des Grades, abgeschlossen	bis zur Heizendstufe; bis zur mittleren Heizstufe gebracht; Ansatz auf Heizendstufe; erhitze Folgendes: vollständig eingeweicht; bis zur Heizendstufe gebracht; getrockneter Wurzelstoff, Mittelstufe; bis zur Heizendstufe gebracht	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
75	f79v	f79v.35	qor	nimm eine Drogenportion	nimm eine Drogenportion:	LEARNED_ACTION_WHOLE	QO_TAKE+OR_PORTION	nominale Drogenportion	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	qor cheey kain chl ol otol dain otain ol oteedy qokan	[qor:?]; trocken am Ende des Grades; heiß, Grad II; trockne Folgendes: Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; kaltes Zubereitungsgut; Qualitätsgrad II; kalt im Zubereitungsrahmen, Grad II; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; kalter Ansatz am Ende des Grades, abgeschlossen; heiß im qo-Rahmen, Grad I	nimm eine Drogenportion: vollständig getrocknet; heiß, Grad II; trockne Folgendes: Grundansatz; kaltes Zubereitungsgut; Stufe II; kalt im Zubereitungsrahmen, Grad II; Grundansatz; Ansatz auf Kühlendstufe abgeschlossen; heiß im qo-Rahmen, Grad I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
76	f79v	f79v.9	qokechey	heiß getrocknete Droge, Mittelstufe	heiß getrocknete Droge, Mittelstufe	PRODUCTIVE_COMPOUND	QO_FRAME+K_HOT+E_MIDDLE+CHEY_DRY_MIDDLE	erhitze und trockne	MEDIUM_EXACT_WHOLE	NONE	sar ol sheey qokeedy qokechey qol	Samenfraktion I; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; feucht am Ende des Grades; heiß am Ende des Grades, abgeschlossen; [qokechey:?]; gib Vorstehendes hinzu	Samenfraktion I; Grundansatz; vollständig eingeweicht; bis zur Heizendstufe gebracht; heiß getrocknete Droge, Mittelstufe; gib Vorstehendes hinzu	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
77	f7r	f7r.8	deeeese	lange bis zur letzten Stufe ruhen lassen	lasse bis zur letzten Stufe ruhen	LEARNED_ACTION_WHOLE	LEARNED_LONG_REST_WHOLE	vierfach konzentrierte Arzneispecies	LOW_EXPLORATORY	NONE	okchey deeeese choty qokchy shol keey choty dain	heiß-trockener Ansatz in der Mitte des Grades; [deeeese:?]; kalter Trockenansatz; heiß und trocken am Anfang des Grades; feucht; nominal feuchtes Gut/Material; heiß am Ende des Grades; kalter Trockenansatz; Grad-/Maßwert II	heiß-trockener Ansatz in der Mitte des Grades; lasse bis zur letzten Stufe ruhen; kalter Trockenansatz; heiß und angetrocknet; Feuchtgut; bis zur Heizendstufe; kalter Trockenansatz; zwei Maße	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
78	f80r	f80r.27	olkaiin	heiße Drogenbasis, Stufe III	heiße Drogenbasis, Stufe III	PRODUCTIVE_COMPOUND	OL_BASE+K_HOT+A+IIN_III	Drogenbasis, Menge III	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	lol shar otaiin olkaiin ol olkain oraiin olor checthy olor	Holzstoff; angefeuchtete Drogenfraktion I; kalt im Zubereitungsrahmen, Grad III; [olkaiin:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; heißes Drogenmaterial, Grad II; Portion III; Zutat; trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut; Zutat	Holzstoff; angefeuchtete Drogenfraktion I; kalt im Zubereitungsrahmen, Grad III; heiße Drogenbasis, Stufe III; Grundansatz; heißes Drogenmaterial, Grad II; Portion III; Zutat; trockenes Krautdroge; trockenes Blatt-/Krautgut; Zutat	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
79	f80r	f80r.29	ary	Drogenfraktion I, abgeschlossen	Drogenfraktion I, abgeschlossen	PRODUCTIVE_COMPOUND	AR_FRACTION_I+Y_CLOSE	Drogenfraktion I, Grundform	MEDIUM_EXACT_WHOLE	NONE	okchey qoky chedy qokain shedy qol sheey qokal dar ary	heiß-trockener Ansatz in der Mitte des Grades; heiß am Anfang des Grades; trocken in der Mitte des Grades, abgeschlossen; heiß, Grad II; feucht in der Mitte des Grades, abgeschlossen; gib Folgendes hinzu: feucht am Ende des Grades; Rohstoffklasse I, heiß am Gradanfang; abgemessene Fraktion I; [ary:?]	heiß-trockener Ansatz in der Mitte des Grades; leicht erhitzt; bis zur mittleren Trockenstufe gebracht; heiß, Grad II; bis zur mittleren Einweichstufe gebracht; gib Folgendes hinzu: vollständig eingeweicht; Rohstoff I, heiß am Gradanfang; abgemessene Fraktion I; Drogenfraktion I, abgeschlossen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
80	f80r	f80r.41	tolkain	gekühltes Material, wiedererwärmt auf Stufe II	gekühltes Material, wiedererwärmt auf Stufe II	PRODUCTIVE_COMPOUND	T_COLD+OL_MATERIAL+K_HOT+A+IN_II	gleichzeitig kalt-heißes Material	MEDIUM_EXACT_WHOLE	NONE	tolkain otal chedy qokar ol shedy checkhy or oly	[tolkain:?]; Rohstoffklasse I im Ansatz, kalt am Gradanfang; trocken in der Mitte des Grades, abgeschlossen; heiße Drogenfraktion I; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; feucht in der Mitte des Grades, abgeschlossen; trockenes Arzneikompositum am Gradanfang; Drogenportion; seihe Vorstehendes ab.	gekühltes Material, wiedererwärmt auf Stufe II; Rohstoff I, leicht gekühlt im Ansatz; bis zur mittleren Trockenstufe gebracht; heiße Drogenfraktion I; Grundansatz; bis zur mittleren Einweichstufe gebracht; trockenes Arzneikompositum am Gradanfang; Drogenportion; seihe Vorstehendes ab.	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
81	f80r	f80r.48	qotl	kalte Holzdroge	kalte Holzdroge	LEARNED_WHOLE	LEARNED_CONTRACTION_OF_QOTOL	verkürztes kaltes Material	MEDIUM_EXACT_WHOLE	NONE	sal shy loiin cheey qotl shety sheoky qokaiin cheey ram	Saat-Rohstoff I; feucht am Anfang des Grades; Drogenholzzubereitung, Form III; trocken am Ende des Grades; [qotl:?]; setze feucht-kalt an; feucht angesetzte heiße Zubereitung am Gradanfang; heiß, Grad III; trocken am Ende des Grades; Wurzel/Wurzeldroge: Maß-/Einheitsform I	Saat-Rohstoff I; leicht angefeuchtet; Drogenholzzubereitung, Form III; vollständig getrocknet; kalte Holzdroge; setze feucht-kalt an; feucht angesetzte heiße Zubereitung am Gradanfang; heiß, Grad III; vollständig getrocknet; Wurzel/Wurzeldroge: Maß-/Einheitsform I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
82	f80v	f80v.12	l	Pfund / Gewichtseinheit	ein Pfund	CONTEXT_SCOPED_LEARNED_SIGLUM	LEARNED_FREE_LIBRA_SIGLUM	freies Holzzeichen	CONTEXT_STRONG_READER_MERGE__FREE_SIGLUM_LOW	NONE	ycheol kain shey qokain chedy qokol olkain shy l	trockener Drogenstoff dieser Droge; heiß, Grad II; feucht in der Mitte des Grades; heiß, Grad II; trocken in der Mitte des Grades, abgeschlossen; erhitze Folgendes: heißes Drogenmaterial, Grad II; feucht am Anfang des Grades; [l:?]	trockener Drogenstoff dieser Droge; heiß, Grad II; bis zur mittleren Einweichstufe; heiß, Grad II; bis zur mittleren Trockenstufe gebracht; erhitze Folgendes: heißes Drogenmaterial, Grad II; leicht angefeuchtet; ein Pfund	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
83	f80v	f80v.18	ychedy	Eintrag: getrocknete Droge, fertig	Eintrag: getrocknete Droge, fertig	ENTRY_COMPOSITE	Y_ENTRY+CHEDY_DRY_FINISHED	hierzu getrocknete Droge	MEDIUM_EXACT_WHOLE	NONE	ychedy qol okaiin olkedy or okain	[ychedy:?]; gib Folgendes hinzu: heiß, Grad III, im Ansatzrahmen; erhitzte Drogenbasis, fertig; Drogenportion; heiß im Zubereitungsrahmen, Grad II	Eintrag: getrocknete Droge, fertig; gib Folgendes hinzu: Ansatz auf Heizstufe III; erhitzte Drogenbasis, fertig; Drogenportion; heiß im Zubereitungsrahmen, Grad II	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
84	f80v	f80v.31	olshey	eingeweichte Drogenbasis, Mittelstufe	eingeweichte Drogenbasis, Mittelstufe	PRODUCTIVE_COMPOUND	OL_BASE+SHEY_MOIST_MIDDLE	nur feuchtes Material	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	qol ol oiin olkain ol chedy qokain olshey qokain	gib Folgendes hinzu: Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Zubereitungsform III; heißes Drogenmaterial, Grad II; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; trocken in der Mitte des Grades, abgeschlossen; heiß, Grad II; [olshey:?]; heiß, Grad II	gib Folgendes hinzu: Grundansatz; Zubereitungsform III; heißes Drogenmaterial, Grad II; Grundansatz; bis zur mittleren Trockenstufe gebracht; heiß, Grad II; eingeweichte Drogenbasis, Mittelstufe; heiß, Grad II	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
85	f80v	f80v.4	qoly	gib Vorstehendes hinzu und schließe die Zugabe ab	gib Vorstehendes hinzu und schließe die Zugabe ab.	LEARNED_ACTION_WHOLE	QOL_ADD+Y_CLOSE	Q+OLY: seihe ab	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	qokedy qokar qokain chedy qol qol shey qoly	heiß in der Mitte des Grades, abgeschlossen; heiße Drogenfraktion I; heiß, Grad II; trocken in der Mitte des Grades, abgeschlossen; gib Vorstehendes hinzu; gib Folgendes hinzu: feucht in der Mitte des Grades; [qoly:?]	bis zur mittleren Heizstufe gebracht; heiße Drogenfraktion I; heiß, Grad II; bis zur mittleren Trockenstufe gebracht; gib Vorstehendes hinzu; gib Folgendes hinzu: bis zur mittleren Einweichstufe; gib Vorstehendes hinzu und schließe die Zugabe ab.	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
86	f80v	f80v.9	taldain	kalter Rohstoff I, Dosis II	kalter Rohstoff I, Dosis II	PRODUCTIVE_COMPOUND	T_COLD+AL_RAW_I+D_DOSE+AIN_II	kalter Rohstoff, Stufe II	MEDIUM_EXACT_WHOLE	NONE	tchdy qol tol tal taldain chckhy qokal dol checthy qokal ly	kalt und trocken am Anfang des Grades, abgeschlossen; gib Folgendes hinzu: kalt; nominal kaltes Gut/Material; Rohstoffklasse I, kalt am Gradanfang; [taldain:?]; Arzneikompositum: trocken, Gradanfang; Rohstoffklasse I, heiß am Gradanfang; Materialmaß; trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut; Rohstoffklasse I, heiß am Gradanfang; rohes Drogenholz	kalt und angetrocknet; gib Folgendes hinzu: kalt; nominal kaltes Gut/Material; Rohstoff I, kalt am Gradanfang; kalter Rohstoff I, Dosis II; Arzneikompositum: trocken, Gradanfang; Rohstoff I, heiß am Gradanfang; Materialmaß; trockenes Krautdroge; trockenes Blatt-/Krautgut; Rohstoff I, heiß am Gradanfang; rohes Drogenholz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
87	f81r	f81r.13	chetyry	getrocknete, abgekühlte Rohwurzel	getrocknete, abgekühlte Rohwurzel	PRODUCTIVE_COMPOUND	CH_DRY+ET_COLD+R_ROOT+Y_BASE	gekühlte Trockenfraktion	LOW_EXPLORATORY	NONE	dchol shedy qotedy qol chedy chetyry	Maß trockenen Materials; feucht in der Mitte des Grades, abgeschlossen; kalt in der Mitte des Grades, abgeschlossen; gib Folgendes hinzu: trocken in der Mitte des Grades, abgeschlossen; [chetyry:?]	Maß trockenen Materials; bis zur mittleren Einweichstufe gebracht; bis zur mittleren Kühlstufe gebracht; gib Folgendes hinzu: bis zur mittleren Trockenstufe gebracht; getrocknete, abgekühlte Rohwurzel	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
88	f81r	f81r.22	chedar	abgemessene Trockenfraktion I, Mittelstufe	abgemessene Trockenfraktion I, Mittelstufe	PRODUCTIVE_COMPOUND	CH_DRY+E_MIDDLE+D_MEASURE+AR_FRACTION_I	anders getrenntes CHE+D+AR	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	qotal chedy qol ol daiin ol chedar ol oly	Rohstoffklasse I, kalt am Gradanfang; trocken in der Mitte des Grades, abgeschlossen; gib Folgendes hinzu: Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Qualitätsgrad III; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [chedar:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; seihe Vorstehendes ab.	Rohstoff I, kalt am Gradanfang; bis zur mittleren Trockenstufe gebracht; gib Folgendes hinzu: Grundansatz; Stufe III; Grundansatz; abgemessene Trockenfraktion I, Mittelstufe; Grundansatz; seihe Vorstehendes ab.	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
89	f81r	f81r.25	okair	heiße Drogenfraktion II im Ansatz	heiße Drogenfraktion II im Ansatz	PRODUCTIVE_COMPOUND	O_PREP+K_HOT+AIR_FRACTION_II	heißer Ansatz, Stufe II	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	sar shedy qol otain okair okal chedy dy	Samenfraktion I; feucht in der Mitte des Grades, abgeschlossen; gib Folgendes hinzu: kalt im Zubereitungsrahmen, Grad II; [okair:?]; Rohstoffklasse I im Ansatz, heiß am Gradanfang; trocken in der Mitte des Grades, abgeschlossen.	Samenfraktion I; bis zur mittleren Einweichstufe gebracht; gib Folgendes hinzu: kalt im Zubereitungsrahmen, Grad II; heiße Drogenfraktion II im Ansatz; Rohstoff I, leicht erhitzt im Ansatz; bis zur mittleren Trockenstufe gebracht.	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
90	f81r	f81r.31	oraiiin	Drogenportion IV	Drogenportion IV	PRODUCTIVE_COMPOUND	OR_PORTION+A+IIIN_IV	Qualitätsstufe IV	MEDIUM_EXACT_WHOLE	NONE	sol shedy ol lchedy shedy shy olkedy ches ar or oraiiin	Samenmaterial/Saatgut; feucht in der Mitte des Grades, abgeschlossen; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; getrocknetes Drogenholz; feucht in der Mitte des Grades, abgeschlossen; feucht am Anfang des Grades; erhitzte Drogenbasis, fertig; trockenes Drogenmaterial, Mittelstufe; Drogenfraktion I; Drogenportion; [oraiiin:?]	Samenmaterial/Saatgut; bis zur mittleren Einweichstufe gebracht; Grundansatz; getrocknetes Drogenholz; bis zur mittleren Einweichstufe gebracht; leicht angefeuchtet; erhitzte Drogenbasis, fertig; trockenes Drogenmaterial, Mittelstufe; Drogenfraktion I; Drogenportion; Drogenportion IV	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
91	f81r	f81r.5	olaiin	Drogenstoff, Menge III	Drogenstoff, Menge III	PRODUCTIVE_COMPOUND	OL_BASE+A+IIN_III	Drogenstoff, Qualitätsstufe III	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	qol cheol okeey ol ol olaiin ol or ain	gib Folgendes hinzu: trockener Drogenstoff; heißer Ansatz am Ende des Grades; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [olaiin:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Drogenportion; Menge-/Klassenwert II	gib Folgendes hinzu: trockener Drogenstoff; Ansatz auf Heizendstufe; Grundansatz; Grundansatz; Drogenstoff, drei Teile; Grundansatz; Drogenportion; zwei Teile	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
92	f81v	f81v.22	salchtedytar	fertig getrocknete, abgekühlte Samenfraktion I	fertig getrocknete, abgekühlte Samenfraktion I	PRODUCTIVE_COMPOUND	SAL_SEED_RAW+CH_DRY+T_COLD+EDY_FINISHED+TAR_FRACTION_I	gelerntes langes Drogenetikett	LOW_EXPLORATORY	NONE	qokal qol oiin cheey dal lchedy chedy salchtedytar	Rohstoffklasse I, heiß am Gradanfang; gib Folgendes hinzu: Zubereitungsform III; trocken am Ende des Grades; abgemessene Rohstoffmenge I; getrocknetes Drogenholz; trocken in der Mitte des Grades, abgeschlossen; [salchtedytar:?]	Rohstoff I, heiß am Gradanfang; gib Folgendes hinzu: Zubereitungsform III; vollständig getrocknet; abgemessene Rohstoffmenge I; getrocknetes Drogenholz; bis zur mittleren Trockenstufe gebracht; fertig getrocknete, abgekühlte Samenfraktion I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
93	f82v	f82v.12	qoteytyqoky	zunächst bis Mittelstufe kühlen, dann heiß ansetzen	kühle zunächst bis zur Mittelstufe und setze danach heiß an	LEARNED_ACTION_WHOLE	QOTEY_COLD_MIDDLE+TY_SEQUENCE+QOKY_HOT_START	statische Qualitätsfolge	LOW_EXPLORATORY	NONE	dal shol dar ol qoky qol chedy qokar qoteytyqoky chcthy qoky	abgemessene Rohstoffmenge I; feucht; nominal feuchtes Gut/Material; abgemessene Fraktion I; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; heiß am Anfang des Grades; gib Folgendes hinzu: trocken in der Mitte des Grades, abgeschlossen; heiße Drogenfraktion I; [qoteytyqoky:?]; trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut; heiß am Anfang des Grades	abgemessene Rohstoffmenge I; Feuchtgut; abgemessene Fraktion I; Grundansatz; leicht erhitzt; gib Folgendes hinzu: bis zur mittleren Trockenstufe gebracht; heiße Drogenfraktion I; kühle zunächst bis zur Mittelstufe und setze danach heiß an; getrocknete Krautdroge; leicht erhitzt	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
94	f82v	f82v.38	sholdy	vollständig eingeweichte Droge	vollständig eingeweichte Droge	PRODUCTIVE_COMPOUND	SHOL_MOIST_MATERIAL+DY_FINISHED	einweichen	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	pcheol shedy qokaiin sholdy	getrockneter Pulverstoff; feucht in der Mitte des Grades, abgeschlossen; heiß, Grad III; [sholdy:?]	getrockneter Pulverstoff; bis zur mittleren Einweichstufe gebracht; heiß, Grad III; vollständig eingeweichte Droge	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
95	f83r	f83r.37	lkedy	erhitzte Holzdroge, Mittelstufe, fertig	erhitzte Holzdroge, Mittelstufe, fertig	PRODUCTIVE_COMPOUND	L_WOOD+K_HOT+E_MIDDLE+DY_FINISHED	erwärmte Flüssigkeit	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	sol lkedy lchedy qokol shedy	Samenmaterial/Saatgut; [lkedy:?]; getrocknetes Drogenholz; erhitze Folgendes: feucht in der Mitte des Grades, abgeschlossen	Samenmaterial/Saatgut; erhitzte Holzdroge, Mittelstufe, fertig; getrocknetes Drogenholz; erhitze Folgendes: bis zur mittleren Einweichstufe gebracht	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
96	f83v	f83v.3	qotaldy	kalter Rohstoff I, fertig aufbereitet	kalter Rohstoff I, fertig aufbereitet	PRODUCTIVE_COMPOUND	QO_FRAME+T_COLD+AL_RAW_I+DY_FINISHED	Rohstoff abkühlen	MEDIUM_EXACT_WHOLE	NONE	qotain chcthy dal olkedy shedy qotaldy qokaiin dair shedy oteey	kalt im qo-Rahmen, Grad II; trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut; abgemessene Rohstoffmenge I; erhitzte Drogenbasis, fertig; feucht in der Mitte des Grades, abgeschlossen; [qotaldy:?]; heiß, Grad III; abgemessene Fraktion II; feucht in der Mitte des Grades, abgeschlossen; kalter Ansatz am Ende des Grades	kalt im qo-Rahmen, Grad II; getrocknete Krautdroge; abgemessene Rohstoffmenge I; erhitzte Drogenbasis, fertig; bis zur mittleren Einweichstufe gebracht; kalter Rohstoff I, fertig aufbereitet; heiß, Grad III; abgemessene Fraktion II; bis zur mittleren Einweichstufe gebracht; Ansatz auf Kühlendstufe	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
97	f83v	f83v.31	oychey	Ansatz aus dieser Trockenform I	Ansatz aus dieser Trockenform I	PRODUCTIVE_COMPOUND	O_PREP+Y_REFERENCE+CHEY_DRY_MIDDLE	gewöhnlicher Trockenansatz Form I	MEDIUM_EXACT_WHOLE	NONE	oychey qol qokal chedy qoty	[oychey:?]; gib Folgendes hinzu: Rohstoffklasse I, heiß am Gradanfang; trocken in der Mitte des Grades, abgeschlossen; kalt am Anfang des Grades	Ansatz aus dieser Trockenform I; gib Folgendes hinzu: Rohstoff I, heiß am Gradanfang; bis zur mittleren Trockenstufe gebracht; leicht gekühlt	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
98	f83v	f83v.32	olain	Drogenstoff, Menge II	Drogenstoff, Menge II	PRODUCTIVE_COMPOUND	OL_BASE+A+IN_II	Drogenstoff, Qualitätsstufe II	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	qol olain sheol qo qokal sheol	gib Folgendes hinzu: [olain:?]; feuchtes Material; nimm Folgendes: Rohstoffklasse I, heiß am Gradanfang; feuchtes Material	gib Folgendes hinzu: Drogenstoff, zwei Teile; feuchtes Material; nimm Folgendes: Rohstoff I, heiß am Gradanfang; feuchtes Material	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
