source_entity_id	source_reading_id	surface	original_working_meaning_de	occurrence_count	page_count	issue_cluster	repair_queue_rank	repair_queue	exact_normalized_master_card_links	master_card_automatic_score_credit	disposition	repair_mode	resolved_debt_atom	v84_reading_id	v84_lexical_core_de	v84_context_realization_de	old_score	old_level	new_lexical_score	new_lexical_level	new_context_score	new_context_level	historical_confirmation	positive_evidence_de	counterevidence_de
AR116	l#1	l	Holz, gebundene Anschlussform	1	1	NO_LISTED_DEBT_LOW_OR_RIVAL	8	HEAD_AND_OL_HOLD	2	0	HELD_FOR_LATER_REPAIR	NONE	NONE	l#1	Holz, gebundene Anschlussform	Holz, gebundene Anschlussform	32	W1_WEAK_WORKING	32	W1_WEAK_WORKING	32	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT690: Nomenordinal-, Kopf- und Rivalenapparat; 0 aktionslizenzierte und 1 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: Pfund / Gewichtseinheit
AR121	lkar#1	lkar	Anteil I der erhitzten Holzdroge	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	lkar#1	Anteil I der erhitzten Holzdroge	Anteil I der erhitzten Holzdroge	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 1 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: heiße Holzfraktion I; lebender Rivale: heißes Drogenholz
AR123	lldar#1	lldar	Anteil I der Holzdroge abmessen	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	lldar#1	Anteil I der Holzdroge abmessen	Anteil I der Holzdroge abmessen	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 1 aktionslizenzierte und 1 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: Holzauszug I abmessen
AR126	lor#1	lor	Holzportion	1	1	CURRENT_DEBT_ONLY	8	HEAD_AND_OL_HOLD	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	lor#1	Holzportion	Holzportion	31	W1_WEAK_WORKING	31	W1_WEAK_WORKING	31	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 1 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: NONE
AR127	losair#1	losair	Anteil II des Holzpostens	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	losair#1	Anteil II des Holzpostens	Anteil II des Holzpostens	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 1 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: Holzabsud mit Samenanteil II
AR134	oair#1	oair	Anteil II des Ansatzes	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	oair#1	Anteil II des Ansatzes	Anteil II des Ansatzes	26	W1_WEAK_WORKING	26	W1_WEAK_WORKING	26	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT693: AR-Kopf-Semantiktournament; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: Auszugsfraktion II
AR135	oar#1	oar	Anteil I des Ansatzes	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	oar#1	Anteil I des Ansatzes	Anteil I des Ansatzes	26	W1_WEAK_WORKING	26	W1_WEAK_WORKING	26	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT693: AR-Kopf-Semantiktournament; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: Drogenfraktion I im Ansatz; lebender Rivale: Drogenauszug I|erste Drogenfraktion des Ansatzes
AR136	ochdy#1	ochdy	fertige Trockenmasse	1	1	LIVE_RIVAL	9	CLOSED_PREPARATION_HEAD_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	ochdy#1	fertige Trockenmasse	fertige Trockenmasse	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: Trockenzubereitung|Trockenextrakt
AR137	ockhdar#1	ockhdar	abgemessener Anteil I der Arzneizubereitung	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	ockhdar#1	abgemessener Anteil I der Arzneizubereitung	abgemessener Anteil I der Arzneizubereitung	26	W1_WEAK_WORKING	26	W1_WEAK_WORKING	26	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: Arzneiansatz|Arzneikompositum-Auszug|IT2a: abgemessene Portion der Arzneizubereitung
AR139	oechedy#1	oechedy	fertige, bis zur Mittelstufe getrocknete Masse	1	1	LIVE_RIVAL	9	CLOSED_PREPARATION_HEAD_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	oechedy#1	fertige, bis zur Mittelstufe getrocknete Masse	fertige, bis zur Mittelstufe getrocknete Masse	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: getrocknete Zubereitung|Trockenextrakt|Rückstand
AR140	ofchedy#1	ofchedy	fertig getrocknete Blütenmasse	1	1	LIVE_RIVAL	9	CLOSED_PREPARATION_HEAD_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	ofchedy#1	fertig getrocknete Blütenmasse	fertig getrocknete Blütenmasse	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 0 aktionslizenzierte und 1 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: Blütentrockenextrakt|Blütenrückstand
AR141	oidal#1	oidal	abgemessene Rohstoffmenge I im Grundansatz	1	1	LIVE_RIVAL	1	AL_CLASS_RETREAT	0	0	REPAIRED_IN_V84	UNSUPPORTED_FRAME_REMOVAL	UNSUPPORTED_PREPARATION_FRAME	oidal#V84_1	Rohstoff I, abgemessen	Rohstoff I, abgemessen	19	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	33	W1_WEAK_WORKING	33	W1_WEAK_WORKING	H0_NONE	AL/DAL-Familie stützt Rohstoff I plus Messung.	Kein sichtbarer Ansatzkopf; OI und die genaue Klassen-/Formlesung bleiben offen.
AR146	okchedy#1	okchedy	heiß-trockene Zubereitung, Mittelstufe erreicht	1	1	LIVE_RIVAL	9	CLOSED_PREPARATION_HEAD_ROUTE	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	okchedy#1	heiß-trockene Zubereitung, Mittelstufe erreicht	heiß-trockene Zubereitung, Mittelstufe erreicht	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen; lebender Rivale: Heißansatz|Trockenrückstand
AR148	okeeeey#1	okeeeey	Zubereitung vollständig bis zur letzten Heizstufe geführt	1	1	LIVE_RIVAL	9	CLOSED_PREPARATION_HEAD_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	okeeeey#1	Zubereitung vollständig bis zur letzten Heizstufe geführt	Zubereitung vollständig bis zur letzten Heizstufe geführt	26	W1_WEAK_WORKING	26	W1_WEAK_WORKING	26	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: Heißansatz|Absud
AR149	okeeodar#1	okeeodar	Anteil I des vollständig erhitzten Auszugs	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	okeeodar#1	Anteil I des vollständig erhitzten Auszugs	Anteil I des vollständig erhitzten Auszugs	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: Fraktion der Heißzubereitung|Absud|abgemessener Anteil I des vollständig erhitzten Ansatzes
AR150	okees#1	okees	Charge vollständig erhitzten Ansatzes	1	1	CURRENT_DEBT_ONLY	6	BOUND_C1_COMPOUNDS	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	okees#1	Charge vollständig erhitzten Ansatzes	Charge vollständig erhitzten Ansatzes	36	W1_WEAK_WORKING	36	W1_WEAK_WORKING	36	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
AR152	okiin#1	okiin	erhitzte Zubereitung, Form III	1	1	LIVE_RIVAL	9	CLOSED_PREPARATION_HEAD_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	okiin#1	erhitzte Zubereitung, Form III	erhitzte Zubereitung, Form III	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: Heißansatz|Absud
AR153	okol#1	okol	heißer Ansatzstoff	2	2	CURRENT_DEBT_ONLY	2	STATE_AND_NEUTRAL_CARRIER	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	okol#1	heißer Ansatzstoff	heißer Ansatzstoff	38	W1_WEAK_WORKING	38	W1_WEAK_WORKING	38	W1_WEAK_WORKING	H0_NONE	2 aktive exakte Positionen auf 2 Seiten und 2 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: CRITICAL
AR155	ol#1	ol	Grundansatz	5	5	CURRENT_DEBT_ONLY	8	HEAD_AND_OL_HOLD	1	0	REPAIRED_IN_V84	DROP_UNSUPPORTED_QUALIFIER	UNSUPPORTED_GRUND_QUALIFIER	ol#V84_1	Ansatz	Ansatz	39	W1_WEAK_WORKING	39	W1_WEAK_WORKING	39	W1_WEAK_WORKING	H0_NONE	Fünf freie aktive OL-Stellen tragen den ersetzbaren Ansatzdefault.	Ein universeller Ansatzkopf wurde verworfen; Grund- ist unbelegt.
AR156	ol#2	ol	Pulverstoff	1	1	CURRENT_DEBT_ONLY	8	HEAD_AND_OL_HOLD	1	0	REPAIRED_IN_V84	BOUND_ONLY_NO_GLOBAL_EXPORT	FALSE_STANDALONE_POWDER	ol#V84_2	Stoffkopf	Stoffkopf des vorstehenden Pulvers	19	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	19	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	19	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	H0_NONE	Die Position gehört zum gebundenen Span cheop ol; Pulver stammt aus dem linken Glied.	Kein portables zweites OL-Lexem; der Span darf nicht doppelt exportiert werden.
AR162	oldal#1	oldal	abgemessener Drogenrohstoff I	1	1	CURRENT_DEBT_ONLY	1	AL_CLASS_RETREAT	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	oldal#1	abgemessener Drogenrohstoff I	abgemessener Drogenrohstoff I	26	W1_WEAK_WORKING	26	W1_WEAK_WORKING	26	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
AR163	olkaiin#1	olkaiin	heiße Drogenbasis, Stufe III	1	1	CURRENT_DEBT_ONLY	6	BOUND_C1_COMPOUNDS	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	olkaiin#1	heiße Drogenbasis, Stufe III	heiße Drogenbasis, Stufe III	36	W1_WEAK_WORKING	36	W1_WEAK_WORKING	36	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
AR164	olkaiir#1	olkaiir	Anteil III des heißen Holzansatzes	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	olkaiir#1	Anteil III des heißen Holzansatzes	Anteil III des heißen Holzansatzes	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT693: AR-Kopf-Semantiktournament; 0 aktionslizenzierte und 1 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: dritte erhitzte Fraktion des Holzansatzes|heißer Holzauszug III
AR165	olkar#1	olkar	Anteil I des heißen Holzansatzes	16	11	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	REPAIRED_IN_V84	RIVAL_INTERSECTION_CORE	PREPARATION_HEAD_RIVAL	olkar#V84_1	heißer Holzanteil I	heißer Holzanteil I	39	W1_WEAK_WORKING	53	W2_PROVISIONAL_WORKING	53	W2_PROVISIONAL_WORKING	H0_NONE	Alle 16 aktiven Belege und beide Rivalen teilen heiß, Holz und Anteil I.	Ansatz gegen Auszug und die interne O/L-Bindung bleiben offen; kein globaler L- oder O-Wert.
AR172	olord#1	olord	abgezogene Portion Holzauszug	1	1	LIVE_RIVAL	9	CLOSED_PREPARATION_HEAD_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	olord#1	abgezogene Portion Holzauszug	abgezogene Portion Holzauszug	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 0 aktionslizenzierte und 1 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: Holzzubereitung|Holzansatz
AR178	op#1	op	Pulverzubereitung	1	1	LIVE_RIVAL	9	CLOSED_PREPARATION_HEAD_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	op#1	Pulverzubereitung	Pulverzubereitung	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 0 aktionslizenzierte und 1 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: Pulvermischung|Pulveransatz
AR179	opchedaiin#1	opchedaiin	drei Dosen bis zur Mittelstufe getrockneten Pulvers	1	1	LIVE_RIVAL	9	CLOSED_PREPARATION_HEAD_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	opchedaiin#1	drei Dosen bis zur Mittelstufe getrockneten Pulvers	drei Dosen bis zur Mittelstufe getrockneten Pulvers	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 0 aktionslizenzierte und 1 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: Pulverzubereitung|Trockenpulver
AR180	opchey#1	opchey	Trockenpulver, Form I	1	1	LIVE_RIVAL	9	CLOSED_PREPARATION_HEAD_ROUTE	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	opchey#1	Trockenpulver, Form I	Trockenpulver, Form I	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 0 aktionslizenzierte und 1 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: Trockenpulver-Ansatz, Form I; lebender Rivale: Pulverzubereitung
AR182	oram#1	oram	eine Maßportion Ansatz	1	1	CURRENT_DEBT_ONLY	3	MEASURE_FAMILY	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	oram#1	eine Maßportion Ansatz	eine Maßportion Ansatz	31	W1_WEAK_WORKING	31	W1_WEAK_WORKING	31	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
AR183	orchey#1	orchey	eine Portion bis zur Mittelstufe getrocknete Droge	1	1	CURRENT_DEBT_ONLY	6	BOUND_C1_COMPOUNDS	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	orchey#1	eine Portion bis zur Mittelstufe getrocknete Droge	eine Portion bis zur Mittelstufe getrocknete Droge	39	W1_WEAK_WORKING	39	W1_WEAK_WORKING	39	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
AR184	oroiir#1	oroiir	eine Portion des Ansatzanteils III	1	1	NO_LISTED_DEBT_LOW_OR_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	oroiir#1	eine Portion des Ansatzanteils III	eine Portion des Ansatzanteils III	36	W1_WEAK_WORKING	36	W1_WEAK_WORKING	36	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT693: AR-Kopf-Semantiktournament; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie
AR185	orom#1	orom	eine Handvoll Drogenmaterial als Portion	1	1	LIVE_RIVAL	9	CLOSED_PREPARATION_HEAD_ROUTE	0	0	REPAIRED_IN_V84	UNSUPPORTED_IDENTITY_REMOVAL	UNSUPPORTED_HANDFUL_AND_DRUG_IDENTITY	orom#V84_1	Portion	eine Portion Material	30	W1_WEAK_WORKING	42	W2_PROVISIONAL_WORKING	42	W2_PROVISIONAL_WORKING	H0_NONE	Die OR-Familie stützt Portion; die einzelne Position trägt nur eine lokale Materialrolle.	OM und der Materialkopf bleiben offen; Handvoll, Droge und historische Einheit sind nicht unabhängig belegt.
AR186	oror#1	oror	zwei Portionen	3	3	CURRENT_DEBT_PLUS_LOW	11	LOW_STRUCTURAL_OR_MANUAL_HARDCAP	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	oror#1	zwei Portionen	zwei Portionen	28	W1_WEAK_WORKING	28	W1_WEAK_WORKING	28	W1_WEAK_WORKING	H0_NONE	3 aktive exakte Positionen auf 3 Seiten und 3 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen; Drei Belege auf drei Seiten und ein Mengensignal tragen eine Zweierlesung.	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR; LOW/EXPLORATORY-Provenienz bleibt sichtbar; Quelle LOW; Stoffkopf und historische Einheit fehlen.
AR187	orsheey#1	orsheey	eine Portion vollständig eingeweichte Droge	1	1	CURRENT_DEBT_ONLY	6	BOUND_C1_COMPOUNDS	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	orsheey#1	eine Portion vollständig eingeweichte Droge	eine Portion vollständig eingeweichte Droge	39	W1_WEAK_WORKING	39	W1_WEAK_WORKING	39	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
AR188	os#1	os	Ansatzcharge	1	1	CURRENT_DEBT_ONLY	6	BOUND_C1_COMPOUNDS	0	0	HELD_FOR_LATER_REPAIR	NONE	NONE	os#1	Ansatzcharge	Ansatzcharge	13	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	13	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	13	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
AR189	osheey#1	osheey	vollständig eingeweichtes Mazerat	1	1	LIVE_RIVAL	9	CLOSED_PREPARATION_HEAD_ROUTE	0	0	REPAIRED_IN_V84	PRODUCT_TO_VISIBLE_CORE	UNSUPPORTED_MACERATE_PRODUCT	osheey#V84_1	vollständig eingeweichte Zubereitung	vollständig eingeweichte Zubereitung	30	W1_WEAK_WORKING	44	W2_PROVISIONAL_WORKING	44	W2_PROVISIONAL_WORKING	H0_NONE	O, SH und Endzelle stützen Zubereitung plus vollständiges Einweichen.	Einweichen allein identifiziert kein Mazerat oder konkretes Produkt.
AR193	otal#1	otal	Rohstoffklasse I im kalten Ansatz, Gradanfang	1	1	LIVE_RIVAL	1	AL_CLASS_RETREAT	2	0	HELD_FOR_LATER_REPAIR	NONE	NONE	otal#1	Rohstoffklasse I im kalten Ansatz, Gradanfang	Rohstoffklasse I im kalten Ansatz, Gradanfang	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aelterer V48-Default ist superseded prior, nicht Evidenz der aktuellen Glosse: Rohstoffklasse I im Ansatz, kalt am Gradanfang; lebender Rivale: Rohstoffklasse I der Kaltzubereitung
AR194	otam#1	otam	ein Maß kalten Ansatzes	2	1	CURRENT_DEBT_ONLY	3	MEASURE_FAMILY	1	0	HELD_FOR_LATER_REPAIR	NONE	NONE	otam#1	ein Maß kalten Ansatzes	ein Maß kalten Ansatzes	35	W1_WEAK_WORKING	35	W1_WEAK_WORKING	35	W1_WEAK_WORKING	H0_NONE	2 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: MAJOR
