attachment_contact_id	window_id	dispatch_id	patch_id	occurrence_id	page	locus	target_ordinal	target_surface	opaque_head_id	line_position	selected_roles	side	signed_offset	distance	neighbor_ordinal	neighbor_surface	neighbor_semantic_value_de	neighbor_axis_tags	neighbor_scalar_host_types	ordered_pair_key	manuscript_order_full_frame	guarded_reader_exact_pair_occurrences	guarded_reader_exact_full_frame_occurrences	guarded_zl3b_pair_occurrences	raw_only_repeat_control	guarded_reader_exact_pair_loci	expected_host_side_from_formal_role	formal_role_direction_match	historical_order_prior	intervening_surface	intervening_practical_unit_role	intervening_unknown_v99r7	intervening_emits_own_unit	intervening_strict_initial_head	intervening_another_gdt738_target	target_practical_unit_layer	target_practical_unit_id	target_practical_unit_role	neighbor_practical_unit_layer	neighbor_practical_unit_id	neighbor_practical_unit_role	shared_bound_practical_span	attachment_decision	axis_role_retained	carrier_role_retained	renderer_role_retained	scope	literal_plaintext_claimed	component_export_credit	pair_id
G740-C0073	G739-N01024	G739-D0142	G738-P0142	G737-O0427	f116r	f116r.43	7	rain	H3	MIDDLE	AXIS	L	-2	2	5	teey	kalt am Ende des Grades	COLD|VALUE	QUALITY_DEGREE	rain@-2@teey	teey chcphy rain	1	1	1	0	f116r.43@7>5	L	1	LEFT_HOST_PRIMARY_MICROENTRY	chcphy	EMIT_CELL_ONCE	0	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P065
G740-C0074	G739-N01034	G739-D0143	G738-P0143	G737-O0619	f77v	f77v.33	10	rain	H3	LAST	AXIS+CARRIER	L	-2	2	8	qotal	Rohstoffklasse I, kalt am Gradanfang	COLD|VALUE|MATERIAL	QUALITY_DEGREE	rain@-2@qotal	qotal dal rain	1	1	1	0	f77v.33@10>8	L	1	LEFT_HOST_PRIMARY_MICROENTRY	dal	EMIT_CELL_ONCE	0	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P064
G740-C0075	G739-N01039	G739-D0144	G738-P0144	G737-O0687	f81r	f81r.20	6	rain	H3	MIDDLE	AXIS	L	-2	2	4	qokeey	heiß am Ende des Grades	HOT|VALUE	QUALITY_DEGREE	rain@-2@qokeey	qokeey odaiin rain	1	1	1	0	f81r.20@6>4	L	1	LEFT_HOST_PRIMARY_MICROENTRY	odaiin	EMIT_CELL_ONCE	0	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P063
G740-C0076	G739-N01040	G739-D0144	G738-P0144	G737-O0687	f81r	f81r.20	6	rain	H3	MIDDLE	CARRIER	L	-1	1	5	odaiin	Zubereitung, Wertstufe III	VALUE|PREPARATION	NONE	rain@-1@odaiin	odaiin rain	1	1	1	0	f81r.20@6>5	L	1	LEFT_HOST_PRIMARY_MICROENTRY	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	SUPPORTED_DIRECTION_DIRECT	0	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P067
G740-C0077	G739-N01048	G739-D0145	G738-P0145	G737-O0613	f77v	f77v.8	6	rsheedy	H3	MIDDLE	AXIS+CARRIER	R	2	2	8	sheol	feuchtes Material	MOIST|MATERIAL	NONE	rsheedy@+2@sheol	rsheedy taiiin sheol	1	1	1	0	f77v.8@6>8	L	0	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	taiiin	EMIT_CELL_ONCE	0	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P076
G740-C0078	G739-N01081	G739-D0151	G738-P0151	G737-O0118	f106v	f106v.19	9	sain	H2	LAST	AXIS+CARRIER	L	-2	2	7	olaiin	drei Portionen Drogenstoff	AMOUNT|MATERIAL	AMOUNT_DOSE	sain@-2@olaiin	olaiin otaiin sain	1	1	1	0	f106v.19@9>7	R	0	LEFT_HOST_PRIMARY_MICROENTRY	otaiin	EMIT_CELL_ONCE	0	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P079
G740-C0079	G739-N01102	G739-D0156	G738-P0156	G737-O0204	f108v	f108v.37	1	sain	H2	FIRST	CARRIER	R	1	1	2	sheor	feuchter Drogenteil	MOIST|PART|MATERIAL	NONE	sain@+1@sheor	sain sheor	2	2	2	0	f108v.37@1>2|f78r.23@1>2	R	1	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	STRONG_REPEAT_EXPECTED	0	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P090
G740-C0080	G739-N01115	G739-D0158	G738-P0158	G737-O0212	f10v	f10v.1	9	sain	H2	LAST	AXIS	L	-2	2	7	cthor	eine Portion Pflanzendroge	AMOUNT|MATERIAL	AMOUNT_DOSE	sain@-2@cthor	cthor otydy sain	1	1	1	0	f10v.1@9>7	R	0	LEFT_HOST_PRIMARY_MICROENTRY	otydy	EMIT_CELL_ONCE	0	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P077
G740-C0081	G739-N01116	G739-D0158	G738-P0158	G737-O0212	f10v	f10v.1	9	sain	H2	LAST	CARRIER	L	-1	1	8	otydy	kalter Ansatz in Grundform, fertig	COLD|PREPARATION|CLOSE	NONE	sain@-1@otydy	otydy sain	1	1	1	0	f10v.1@9>8	R	0	LEFT_HOST_PRIMARY_MICROENTRY	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	PROVISIONAL_REVERSE_DIRECT	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P082
G740-C0082	G739-N01117	G739-D0159	G738-P0159	G737-O0223	f111r	f111r.24	1	sain	H2	FIRST	AXIS+CARRIER	R	1	1	2	chckhey	Arzneikompositum: trocken, Gradmitte	DRY|VALUE|PREPARATION	QUALITY_DEGREE	sain@+1@chckhey	sain chckhey	1	1	1	0	f111r.24@1>2	R	1	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	SUPPORTED_DIRECTION_DIRECT	1	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P085
G740-C0083	G739-N01132	G739-D0161	G738-P0161	G737-O0270	f111v	f111v.47	1	sain	H2	FIRST	AXIS	R	2	2	3	qokeey	heiß am Ende des Grades	HOT|VALUE	QUALITY_DEGREE	sain@+2@qokeey	sain cheey qokeey	1	1	1	0	f111v.47@1>3	R	1	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	cheey	EMIT_CELL_ONCE	0	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P096
G740-C0084	G739-N01136	G739-D0162	G738-P0162	G737-O0274	f111v	f111v.51	1	sain	H2	FIRST	AXIS+CARRIER	R	1	1	2	cheal	Rohstoffklasse I, trocken in der Gradmitte	DRY|VALUE|MATERIAL	QUALITY_DEGREE	sain@+1@cheal	sain cheal	1	1	1	0	f111v.51@1>2	R	1	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	SUPPORTED_DIRECTION_DIRECT	1	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P086
G740-C0085	G739-N01141	G739-D0163	G738-P0163	G737-O0280	f112r	f112r.35	1	sain	H2	FIRST	AXIS+CARRIER	R	1	1	2	olaiin	drei Portionen Drogenstoff	AMOUNT|MATERIAL	AMOUNT_DOSE	sain@+1@olaiin	sain olaiin	1	1	1	0	f112r.35@1>2	R	1	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	SUPPORTED_DIRECTION_DIRECT	0	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P088
G740-C0086	G739-N01147	G739-D0164	G738-P0164	G737-O0281	f112r	f112r.36	1	sain	H2	FIRST	AXIS+CARRIER	R	2	2	3	checkhy	trockene Mischung, Anfangsstufe	DRY|VALUE|PREPARATION	QUALITY_DEGREE	sain@+2@checkhy	sain ol checkhy	1	1	1	0	f112r.36@1>3	R	1	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	ol	EMIT_CELL_ONCE	0	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P092
G740-C0087	G739-N01157	G739-D0166	G738-P0166	G737-O0284	f112v	f112v.5	1	sain	H2	FIRST	AXIS+CARRIER	R	2	2	3	okey	heißer Ansatz in der Mitte des Grades	HOT|VALUE|PREPARATION	QUALITY_DEGREE	sain@+2@okey	sain aiiin okey	1	1	1	0	f112v.5@1>3	R	1	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	aiiin	EMIT_CELL_ONCE	0	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P095
G740-C0088	G739-N01173	G739-D0169	G738-P0169	G737-O0316	f113r	f113r.49	1	sain	H2	FIRST	CARRIER	R	2	2	3	cheo	trocken angesetzte Zubereitung	DRY|PREPARATION	NONE	sain@+2@cheo	sain cheeey cheo	1	1	1	0	f113r.49@1>3	R	1	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	cheeey	EMIT_CELL_ONCE	1	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P094
G740-C0089	G739-N01182	G739-D0170	G738-P0170	G737-O0353	f114r	f114r.36	8	sain	H2	MIDDLE	AXIS+CARRIER	R	1	1	9	otchedy	kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen	COLD|DRY|VALUE|PREPARATION|CLOSE	QUALITY_DEGREE	sain@+1@otchedy	sain otchedy	1	1	1	0	f114r.36@8>9	R	1	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	SUPPORTED_DIRECTION_DIRECT	1	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P089
G740-C0090	G739-N01199	G739-D0174	G738-P0174	G737-O0548	f75r	f75r.24	4	sain	H2	MIDDLE	AXIS+CARRIER	L	-1	1	3	qolkary	gib die erste erhitzte Drogenfraktion hinzu	HOT|PART|MATERIAL	AMOUNT_DOSE	sain@-1@qolkary	qolkary sain	1	1	1	0	f75r.24@4>3	R	0	LEFT_HOST_PRIMARY_MICROENTRY	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	PROVISIONAL_REVERSE_DIRECT	1	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P084
G740-C0091	G739-N01256	G739-D0183	G738-P0183	G737-O0601	f77r	f77r.14	2	sain	H2	MIDDLE	AXIS	R	2	2	4	qoteedy	kalt am Ende des Grades, abgeschlossen	COLD|VALUE|CLOSE	QUALITY_DEGREE	sain@+2@qoteedy	sain sheeol qoteedy	1	1	1	0	f77r.14@2>4	R	1	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	sheeol	EMIT_CELL_ONCE	1	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P097
G740-C0092	G739-N01263	G739-D0184	G738-P0184	G737-O0616	f77v	f77v.27	6	sain	H2	MIDDLE	AXIS+CARRIER	L	-2	2	4	fchedy	Blütenfraktion bis zur Mittelstufe trocknen und abschließen	DRY|VALUE|PART|PROCESS	QUALITY_DEGREE	sain@-2@fchedy	fchedy cheky sain	1	1	1	0	f77v.27@6>4	R	0	LEFT_HOST_PRIMARY_MICROENTRY	cheky	EMIT_CELL_ONCE	0	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P078
G740-C0093	G739-N01268	G739-D0185	G738-P0185	G737-O0624	f78r	f78r.23	1	sain	H2	FIRST	CARRIER	R	1	1	2	sheor	feuchter Drogenteil	MOIST|PART|MATERIAL	NONE	sain@+1@sheor	sain sheor	2	2	2	0	f108v.37@1>2|f78r.23@1>2	R	1	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	STRONG_REPEAT_EXPECTED	0	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P090
G740-C0094	G739-N01294	G739-D0189	G738-P0189	G737-O0640	f79r	f79r.6	6	sain	H2	MIDDLE	AXIS	L	-1	1	5	qokey	heiß in der Mitte des Grades	HOT|VALUE	QUALITY_DEGREE	sain@-1@qokey	qokey sain	2	2	2	0	f79r.6@6>5|f83r.33@6>5	R	0	LEFT_HOST_PRIMARY_MICROENTRY	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	STRONG_REPEAT_REVERSE	1	0	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P083
G740-C0095	G739-N01314	G739-D0192	G738-P0192	G737-O0656	f79v	f79v.25	8	sain	H2	MIDDLE	AXIS+CARRIER	L	-2	2	6	olkain	heißes Drogenmaterial, Grad II	HOT|VALUE|MATERIAL	QUALITY_DEGREE	sain@-2@olkain	olkain otshey sain	1	1	1	0	f79v.25@8>6	R	0	LEFT_HOST_PRIMARY_MICROENTRY	otshey	EMIT_CELL_ONCE	0	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P080
G740-C0096	G739-N01318	G739-D0193	G738-P0193	G737-O0686	f81r	f81r.15	1	sain	H2	FIRST	AXIS	R	2	2	3	cheedy	trocken am Ende des Grades, abgeschlossen	DRY|VALUE|CLOSE	QUALITY_DEGREE	sain@+2@cheedy	sain ol cheedy	1	1	1	0	f81r.15@1>3	R	1	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	ol	EMIT_CELL_ONCE	0	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P093
G740-C0097	G739-N01328	G739-D0195	G738-P0195	G737-O0735	f83r	f83r.19	4	sain	H2	MIDDLE	CARRIER	L	-1	1	3	ockhey	Ansatz eines Arzneikompositums in der Gradmitte	VALUE|PREPARATION	NONE	sain@-1@ockhey	ockhey sain	1	1	1	0	f83r.19@4>3	R	0	LEFT_HOST_PRIMARY_MICROENTRY	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	PROVISIONAL_REVERSE_DIRECT	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P081
G740-C0098	G739-N01329	G739-D0195	G738-P0195	G737-O0735	f83r	f83r.19	4	sain	H2	MIDDLE	AXIS	R	1	1	5	ched	Trockenstufe Mitte, abgeschlossen	DRY|VALUE|CLOSE	QUALITY_DEGREE	sain@+1@ched	sain ched	1	1	1	0	f83r.19@4>5	R	1	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	SUPPORTED_DIRECTION_DIRECT	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P087
G740-C0099	G739-N01338	G739-D0196	G738-P0196	G737-O0740	f83r	f83r.33	6	sain	H2	LAST	AXIS	L	-1	1	5	qokey	heiß in der Mitte des Grades	HOT|VALUE	QUALITY_DEGREE	sain@-1@qokey	qokey sain	2	2	2	0	f79r.6@6>5|f83r.33@6>5	R	0	LEFT_HOST_PRIMARY_MICROENTRY	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	STRONG_REPEAT_REVERSE	1	0	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P083
G740-C0100	G739-N01343	G739-D0198	G738-P0198	G737-O0762	f86v3	f86v3.7	1	sain	H2	FIRST	AXIS	R	1	1	2	ytaiin	Eintrag: kalt, Stufe III	COLD|VALUE	QUALITY_DEGREE	sain@+1@ytaiin	sain ytaiin	1	1	1	0	f86v3.7@1>2	R	1	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	SUPPORTED_DIRECTION_DIRECT	1	0	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P091
G740-C0101	G739-N01364	G739-D0201	G738-P0201	G737-O0356	f114v	f114v.9	8	skaiin	H2	MIDDLE	AXIS	L	-2	2	6	qotcheedy	kalt und trocken am Ende des Grades, abgeschlossen	COLD|DRY|VALUE|CLOSE	QUALITY_DEGREE	skaiin@-2@qotcheedy	qotcheedy qockhed skaiin	1	1	1	0	f114v.9@8>6	R	0	LEFT_HOST_PRIMARY_MICROENTRY	qockhed	EMIT_CELL_ONCE	1	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P098
G740-C0102	G739-N01367	G739-D0201	G738-P0201	G737-O0356	f114v	f114v.9	8	skaiin	H2	MIDDLE	AXIS+CARRIER	R	2	2	10	qotal	Rohstoffklasse I, kalt am Gradanfang	COLD|VALUE|MATERIAL	QUALITY_DEGREE	skaiin@+2@qotal	skaiin sheedy qotal	1	1	1	0	f114v.9@8>10	R	1	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	sheedy	EMIT_CELL_ONCE	0	1	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	NEAR_ONLY_HOLD	0	0	0	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P100
G740-C0103	G739-N01369	G739-D0202	G738-P0202	G737-O0524	f58r	f58r.36	1	skaiin	H2	FIRST	AXIS+CARRIER	R	1	1	2	shokal	Feuchtansatz aus heißem Rohstoff Klasse I am Gradanfang	HOT|MOIST|VALUE|MATERIAL|PREPARATION	QUALITY_DEGREE	skaiin@+1@shokal	skaiin shokal	1	1	1	0	f58r.36@1>2	R	1	RIGHT_SCOPE_OR_INVERSION_POSSIBLE	NONE	NOT_APPLICABLE	NA	0	0	0	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	SINGLE_CELL_UNIT	SELF	EMIT_CELL_ONCE	0	SUPPORTED_DIRECTION_DIRECT	1	1	1	THIS_COMPLETE_WHOLE_AT_THIS_ENUMERATED_OCCURRENCE_ONLY	0	0	G740-P099
