unit_id	page	owner	group_count	slot_program	german_workshop_source_skeleton	latin_like_heading_skeleton	fixed_card_expansion_de	source_language_claim	sentence_specific_slot_rule
B2-S017	f82r	den Randstationen des unteren Beckens	2	[ACTION>TARGET>GRADE=kurz am Ziel ruhen] [TARGET>CLOSE=Nebenoeffnung; Schluss]	BESITZER den Randstationen des unteren Beckens; kurz am Ziel ruhen; Nebenoeffnung; Schluss.	RES {den Randstationen des unteren Beckens} · ACTION+TARGET+GRADE {kurz am Ziel ruhen} · TARGET+CLOSE {Nebenoeffnung; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: kurz am Ziel ruhen; Nebenoeffnung; Schluss. Die gezeichnete Station setzt dabei voraus: das für den Gang vorgesehene Wasser; die sichtbar bezeichnete Öffnung.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B2-S018	f82r	den Randstationen des unteren Beckens	1	[ACTION>GRADE>CLOSE=länger ansetzen; Schluss]	BESITZER den Randstationen des unteren Beckens; länger ansetzen; Schluss.	RES {den Randstationen des unteren Beckens} · ACTION+GRADE+CLOSE {länger ansetzen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: länger ansetzen; Schluss. Die gezeichnete Station setzt dabei voraus: der abgeteilte Teil.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B2-S019	f82r	den Randstationen des unteren Beckens	1	[ACTION>CLOSE=Waschgang abschließen]	BESITZER den Randstationen des unteren Beckens; Waschgang abschließen.	RES {den Randstationen des unteren Beckens} · ACTION+CLOSE {Waschgang abschließen}.	Stationsbesitzer: diese Station. Kartenfolge: Waschgang abschließen. Die gezeichnete Station setzt dabei voraus: der abgeteilte Teil.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B2-S020	f82r	den Randstationen des unteren Beckens	1	[ORDER>GRADE>CLOSE=lange Folge; Schluss]	BESITZER den Randstationen des unteren Beckens; lange Folge; Schluss.	RES {den Randstationen des unteren Beckens} · ORDER+GRADE+CLOSE {lange Folge; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: lange Folge; Schluss. Die gezeichnete Station setzt dabei voraus: das für den Durchgang vorgesehene Tuch; die bezeichnete örtliche Stelle.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B2-S021	f82r	den Randstationen des unteren Beckens	1	[ACTION>GRADE>CLOSE=länger ansetzen; Schluss]	BESITZER den Randstationen des unteren Beckens; länger ansetzen; Schluss.	RES {den Randstationen des unteren Beckens} · ACTION+GRADE+CLOSE {länger ansetzen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: länger ansetzen; Schluss. Die gezeichnete Station setzt dabei voraus: der abgeteilte Teil.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B2-S022	f82r	den Randstationen des unteren Beckens	1	[LEARNED_OR_LOCAL_BODY>ACTION>CLOSE=Rest abfuehren; Schluss]	BESITZER den Randstationen des unteren Beckens; Rest abfuehren; Schluss.	RES {den Randstationen des unteren Beckens} · LEARNED_OR_LOCAL_BODY+ACTION+CLOSE {Rest abfuehren; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: Rest abfuehren; Schluss. Die gezeichnete Station setzt dabei voraus: der abgeteilte Teil.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B3-S001	f83r	der oberen offenen Fächerstation	1	[ACTION>GRADE>CLOSE=länger sammeln; Schluss]	BESITZER der oberen offenen Fächerstation; länger sammeln; Schluss.	RES {der oberen offenen Fächerstation} · ACTION+GRADE+CLOSE {länger sammeln; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: länger sammeln; Schluss. Die gezeichnete Station setzt dabei voraus: die aktuelle Becken- oder Arbeitsflüssigkeit.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B3-S002	f83r	der oberen offenen Fächerstation	2	[ORDER>TARGET=danach dorthin] [ACTION>GRADE>CLOSE=länger wärmen; Schluss]	BESITZER der oberen offenen Fächerstation; danach dorthin; länger wärmen; Schluss.	RES {der oberen offenen Fächerstation} · ORDER+TARGET {danach dorthin} · ACTION+GRADE+CLOSE {länger wärmen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: danach dorthin; länger wärmen; Schluss. Die gezeichnete Station setzt dabei voraus: der lokale sichtbare Auslauf.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B3-S003	f83r	der oberen offenen Fächerstation	4	[REFERENT=dieser Posten] [QUANTITY_OR_STAGE=Sollmaß] [REFERENT=dieser Posten] [LEARNED_OR_LOCAL_BODY>ACTION>CLOSE=abführen; Schluss]	BESITZER der oberen offenen Fächerstation; dieser Posten; Sollmaß; dieser Posten; abführen; Schluss.	RES {der oberen offenen Fächerstation} · REFERENT {dieser Posten} · QUANTITY_OR_STAGE {Sollmaß} · REFERENT {dieser Posten} · LEARNED_OR_LOCAL_BODY+ACTION+CLOSE {abführen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: dieser Posten; Sollmaß; dieser Posten; abführen; Schluss. Die gezeichnete Station setzt dabei voraus: die aktuelle Becken- oder Arbeitsflüssigkeit; eine abgeteilte Portion.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B3-S004	f83r	der oberen offenen Fächerstation	3	[ACTION>QUANTITY_OR_STAGE=auf Sollmaß einstellen] [ORDER>TARGET=danach dorthin] [SOURCE_OR_PREPARATION=aus dem Ansatz]	BESITZER der oberen offenen Fächerstation; auf Sollmaß einstellen; danach dorthin; aus dem Ansatz.	RES {der oberen offenen Fächerstation} · ACTION+QUANTITY_OR_STAGE {auf Sollmaß einstellen} · ORDER+TARGET {danach dorthin} · SOURCE_OR_PREPARATION {aus dem Ansatz}.	Stationsbesitzer: diese Station. Kartenfolge: auf Sollmaß einstellen; danach dorthin; aus dem Ansatz. Die gezeichnete Station setzt dabei voraus: der laufende Arbeitsansatz; der lokale sichtbare Auslauf.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B3-S005	f83r	der mittleren runden Gefäßstation	1	[ACTION>CLOSE=Posten überführen; Schluss]	BESITZER der mittleren runden Gefäßstation; Posten überführen; Schluss.	RES {der mittleren runden Gefäßstation} · ACTION+CLOSE {Posten überführen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: Posten überführen; Schluss. Die gezeichnete Station setzt dabei voraus: das sichtbare oder gelernte Arbeitsgefäß.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B3-S006	f83r	der mittleren runden Gefäßstation	3	[ACTION>REFERENT=diesen Posten überführen] [ACTION>TARGET=dort ansetzen] [ORDER>ACTION>CLOSE=weiterüberführen; Schluss]	BESITZER der mittleren runden Gefäßstation; diesen Posten überführen; dort ansetzen; weiterüberführen; Schluss.	RES {der mittleren runden Gefäßstation} · ACTION+REFERENT {diesen Posten überführen} · ACTION+TARGET {dort ansetzen} · ORDER+ACTION+CLOSE {weiterüberführen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: diesen Posten überführen; dort ansetzen; weiterüberführen; Schluss. Die gezeichnete Station setzt dabei voraus: das für den Gang vorgesehene Wasser; das sichtbare oder gelernte Arbeitsgefäß; die bezeichnete örtliche Stelle.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B3-S007	f83r	der mittleren runden Gefäßstation	3	[ACTION>QUANTITY_OR_STAGE=auf Sollmaß einstellen] [ACTION>REFERENT=laufenden Posten umsetzen] [ACTION>GRADE>CLOSE=länger ansetzen; Schluss]	BESITZER der mittleren runden Gefäßstation; auf Sollmaß einstellen; laufenden Posten umsetzen; länger ansetzen; Schluss.	RES {der mittleren runden Gefäßstation} · ACTION+QUANTITY_OR_STAGE {auf Sollmaß einstellen} · ACTION+REFERENT {laufenden Posten umsetzen} · ACTION+GRADE+CLOSE {länger ansetzen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: auf Sollmaß einstellen; laufenden Posten umsetzen; länger ansetzen; Schluss. Die gezeichnete Station setzt dabei voraus: das sichtbar adressierte Becken; das sichtbare oder gelernte Arbeitsgefäß.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B3-S008	f83r	der mittleren runden Gefäßstation	1	[LEARNED_OR_LOCAL_BODY>ACTION>CLOSE=abführen; Schluss]	BESITZER der mittleren runden Gefäßstation; abführen; Schluss.	RES {der mittleren runden Gefäßstation} · LEARNED_OR_LOCAL_BODY+ACTION+CLOSE {abführen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: abführen; Schluss. Die gezeichnete Station setzt dabei voraus: die aktuelle Becken- oder Arbeitsflüssigkeit; das sichtbare oder gelernte Arbeitsgefäß.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B3-S009	f83r	der mittleren runden Gefäßstation	1	[ACTION>REFERENT=aktuellen Posten ansetzen]	BESITZER der mittleren runden Gefäßstation; aktuellen Posten ansetzen.	RES {der mittleren runden Gefäßstation} · ACTION+REFERENT {aktuellen Posten ansetzen}.	Stationsbesitzer: diese Station. Kartenfolge: aktuellen Posten ansetzen. Die gezeichnete Station setzt dabei voraus: das sichtbar adressierte Becken; das sichtbare oder gelernte Arbeitsgefäß.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B3-S010	f83r	der unteren korbförmigen Gefäßstation	2	[LEARNED_OR_LOCAL_BODY>ACTION>TARGET=Einlass] [ORDER>GRADE>CLOSE=kurze Folge; Schluss]	BESITZER der unteren korbförmigen Gefäßstation; Einlass; kurze Folge; Schluss.	RES {der unteren korbförmigen Gefäßstation} · LEARNED_OR_LOCAL_BODY+ACTION+TARGET {Einlass} · ORDER+GRADE+CLOSE {kurze Folge; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: Einlass; kurze Folge; Schluss. Die gezeichnete Station setzt dabei voraus: das sichtbare oder gelernte Arbeitsgefäß.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B3-S011	f83r	der unteren korbförmigen Gefäßstation	4	[ACTION>REFERENT=bereiten Posten umsetzen] [ACTION>REFERENT=aktuellen Posten ansetzen] [ACTION>REFERENT=laufenden Posten umsetzen] [SOURCE_OR_PREPARATION>REFERENT=aus diesem Posten]	BESITZER der unteren korbförmigen Gefäßstation; bereiten Posten umsetzen; aktuellen Posten ansetzen; laufenden Posten umsetzen; aus diesem Posten.	RES {der unteren korbförmigen Gefäßstation} · ACTION+REFERENT {bereiten Posten umsetzen} · ACTION+REFERENT {aktuellen Posten ansetzen} · ACTION+REFERENT {laufenden Posten umsetzen} · SOURCE_OR_PREPARATION+REFERENT {aus diesem Posten}.	Stationsbesitzer: diese Station. Kartenfolge: bereiten Posten umsetzen; aktuellen Posten ansetzen; laufenden Posten umsetzen; aus diesem Posten. Die gezeichnete Station setzt dabei voraus: das sichtbar adressierte Becken; das sichtbare oder gelernte Arbeitsgefäß; die bezeichnete örtliche Stelle.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B3-S012	f83r	der unteren korbförmigen Gefäßstation	2	[SOURCE_OR_PREPARATION=Ansatz] [ACTION>GRADE>CLOSE=kurz absetzen lassen; Schluss]	BESITZER der unteren korbförmigen Gefäßstation; Ansatz; kurz absetzen lassen; Schluss.	RES {der unteren korbförmigen Gefäßstation} · SOURCE_OR_PREPARATION {Ansatz} · ACTION+GRADE+CLOSE {kurz absetzen lassen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: Ansatz; kurz absetzen lassen; Schluss. Die gezeichnete Station setzt dabei voraus: das sichtbare oder gelernte Arbeitsgefäß.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B3-S013	f83r	der unteren korbförmigen Gefäßstation	4	[ACTION>QUANTITY_OR_STAGE=auf Sollmaß einstellen] [QUANTITY_OR_STAGE=eine Portion] [ACTION>GRADE>REFERENT=kurz bereithalten] [ACTION>GRADE>CLOSE=kurz ansetzen; Schluss]	BESITZER der unteren korbförmigen Gefäßstation; auf Sollmaß einstellen; eine Portion; kurz bereithalten; kurz ansetzen; Schluss.	RES {der unteren korbförmigen Gefäßstation} · ACTION+QUANTITY_OR_STAGE {auf Sollmaß einstellen} · QUANTITY_OR_STAGE {eine Portion} · ACTION+GRADE+REFERENT {kurz bereithalten} · ACTION+GRADE+CLOSE {kurz ansetzen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: auf Sollmaß einstellen; eine Portion; kurz bereithalten; kurz ansetzen; Schluss. Die gezeichnete Station setzt dabei voraus: das sichtbare oder gelernte Arbeitsgefäß; die bezeichnete örtliche Stelle; der abgeteilte Teil.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B3-S014	f83r	der unteren korbförmigen Gefäßstation	2	[ACTION>SOURCE_OR_PREPARATION=Wasser einlassen] [ACTION>GRADE>CLOSE=länger absetzen; Schluss]	BESITZER der unteren korbförmigen Gefäßstation; Wasser einlassen; länger absetzen; Schluss.	RES {der unteren korbförmigen Gefäßstation} · ACTION+SOURCE_OR_PREPARATION {Wasser einlassen} · ACTION+GRADE+CLOSE {länger absetzen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: Wasser einlassen; länger absetzen; Schluss. Die gezeichnete Station setzt dabei voraus: das sichtbare oder gelernte Arbeitsgefäß.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B3-S015	f83r	der unteren korbförmigen Gefäßstation	1	[LEARNED_OR_LOCAL_BODY>ACTION>CLOSE=abführen; Schluss]	BESITZER der unteren korbförmigen Gefäßstation; abführen; Schluss.	RES {der unteren korbförmigen Gefäßstation} · LEARNED_OR_LOCAL_BODY+ACTION+CLOSE {abführen; Schluss}.	Stationsbesitzer: diese Station. Kartenfolge: abführen; Schluss. Die gezeichnete Station setzt dabei voraus: die aktuelle Becken- oder Arbeitsflüssigkeit; das sichtbare oder gelernte Arbeitsgefäß.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B3-S016	f83r	der Lücke zwischen Randstation und Hauptbogen	2	[LEARNED_OR_LOCAL_BODY=abfuehren] [ACTION>CLOSE=angesetzten Inhalt überführen; Schluss]	BESITZER der Lücke zwischen Randstation und Hauptbogen; abfuehren; angesetzten Inhalt überführen; Schluss.	RES {der Lücke zwischen Randstation und Hauptbogen} · LEARNED_OR_LOCAL_BODY {abfuehren} · ACTION+CLOSE {angesetzten Inhalt überführen; Schluss}.	Zwischenbesitzer: diese Zwischenstelle. Kartenfolge: abfuehren; angesetzten Inhalt überführen; Schluss. Der Meister ergänzt dabei: das sichtbare oder gelernte Arbeitsgefäß; der lokale sichtbare Auslauf.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B3-S017	f83r	der Lücke zwischen Randstation und Hauptbogen	1	[ACTION>GRADE>CLOSE=länger ansetzen; Schluss]	BESITZER der Lücke zwischen Randstation und Hauptbogen; länger ansetzen; Schluss.	RES {der Lücke zwischen Randstation und Hauptbogen} · ACTION+GRADE+CLOSE {länger ansetzen; Schluss}.	Zwischenbesitzer: diese Zwischenstelle. Kartenfolge: länger ansetzen; Schluss. Der Meister ergänzt dabei: das sichtbar adressierte Becken.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B3-S018	f83r	der Lücke zwischen Randstation und Hauptbogen	1	[ACTION>GRADE>CLOSE=kurz absetzen lassen; Schluss]	BESITZER der Lücke zwischen Randstation und Hauptbogen; kurz absetzen lassen; Schluss.	RES {der Lücke zwischen Randstation und Hauptbogen} · ACTION+GRADE+CLOSE {kurz absetzen lassen; Schluss}.	Zwischenbesitzer: diese Zwischenstelle. Kartenfolge: kurz absetzen lassen; Schluss.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B3-S019	f83r	der Lücke zwischen Randstation und Hauptbogen	1	[ACTION>CLOSE=Absetzgang ansetzen; Schluss]	BESITZER der Lücke zwischen Randstation und Hauptbogen; Absetzgang ansetzen; Schluss.	RES {der Lücke zwischen Randstation und Hauptbogen} · ACTION+CLOSE {Absetzgang ansetzen; Schluss}.	Zwischenbesitzer: diese Zwischenstelle. Kartenfolge: Absetzgang ansetzen; Schluss.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B3-S020	f83r	der Lücke zwischen Randstation und Hauptbogen	2	[TARGET=dorthin] [LEARNED_OR_LOCAL_BODY>ACTION>CLOSE=abführen; Schluss]	BESITZER der Lücke zwischen Randstation und Hauptbogen; dorthin; abführen; Schluss.	RES {der Lücke zwischen Randstation und Hauptbogen} · TARGET {dorthin} · LEARNED_OR_LOCAL_BODY+ACTION+CLOSE {abführen; Schluss}.	Zwischenbesitzer: diese Zwischenstelle. Kartenfolge: dorthin; abführen; Schluss. Der Meister ergänzt dabei: die aktuelle Becken- oder Arbeitsflüssigkeit.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B3-S021	f83r	der Lücke zwischen Randstation und Hauptbogen	11	[ACTION>QUANTITY_OR_STAGE=auf Sollmaß einstellen] [ACTION>REFERENT=bereit] [TARGET=dorthin] [REFERENT=dieser Posten] [QUANTITY_OR_STAGE=Sollmaß] [ACTION>TARGET=dort absetzen] [ACTION>GRADE>REFERENT=kurz bereit halten] [REFERENT=dieser Posten] [TARGET=dorthin] [ACTION>REFERENT=bereit] [ACTION>TARGET>CLOSE=dorthin umsetzen; Schluss]	BESITZER der Lücke zwischen Randstation und Hauptbogen; auf Sollmaß einstellen; bereit; dorthin; dieser Posten; Sollmaß; dort absetzen; kurz bereit halten; dieser Posten; dorthin; bereit; dorthin umsetzen; Schluss.	RES {der Lücke zwischen Randstation und Hauptbogen} · ACTION+QUANTITY_OR_STAGE {auf Sollmaß einstellen} · ACTION+REFERENT {bereit} · TARGET {dorthin} · REFERENT {dieser Posten} · QUANTITY_OR_STAGE {Sollmaß} · ACTION+TARGET {dort absetzen} · ACTION+GRADE+REFERENT {kurz bereit halten} · REFERENT {dieser Posten} · TARGET {dorthin} · ACTION+REFERENT {bereit} · ACTION+TARGET+CLOSE {dorthin umsetzen; Schluss}.	Zwischenbesitzer: diese Zwischenstelle. Kartenfolge: auf Sollmaß einstellen; bereit; dorthin; dieser Posten; Sollmaß; dort absetzen; kurz bereit halten; dieser Posten; dorthin; bereit; dorthin umsetzen; Schluss. Der Meister ergänzt dabei: das für den Gang vorgesehene Wasser; die bezeichnete örtliche Stelle; eine abgeteilte Portion.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B3-S022	f83r	der Lücke zwischen Randstation und Hauptbogen	1	[ORDER>ACTION>CLOSE=nächsten Posten überführen; Schluss]	BESITZER der Lücke zwischen Randstation und Hauptbogen; nächsten Posten überführen; Schluss.	RES {der Lücke zwischen Randstation und Hauptbogen} · ORDER+ACTION+CLOSE {nächsten Posten überführen; Schluss}.	Zwischenbesitzer: diese Zwischenstelle. Kartenfolge: nächsten Posten überführen; Schluss. Der Meister ergänzt dabei: der abgeteilte Teil.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B3-S023	f83r	der Lücke zwischen Randstation und Hauptbogen	1	[LEARNED_OR_LOCAL_BODY>ACTION>CLOSE=abführen; Schluss]	BESITZER der Lücke zwischen Randstation und Hauptbogen; abführen; Schluss.	RES {der Lücke zwischen Randstation und Hauptbogen} · LEARNED_OR_LOCAL_BODY+ACTION+CLOSE {abführen; Schluss}.	Zwischenbesitzer: diese Zwischenstelle. Kartenfolge: abführen; Schluss. Der Meister ergänzt dabei: die aktuelle Becken- oder Arbeitsflüssigkeit.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B3-S024	f83r	der Lücke zwischen Randstation und Hauptbogen	1	[ACTION>CLOSE=Posten überführen; Schluss]	BESITZER der Lücke zwischen Randstation und Hauptbogen; Posten überführen; Schluss.	RES {der Lücke zwischen Randstation und Hauptbogen} · ACTION+CLOSE {Posten überführen; Schluss}.	Zwischenbesitzer: diese Zwischenstelle. Kartenfolge: Posten überführen; Schluss. Der Meister ergänzt dabei: das sichtbare oder gelernte Arbeitsgefäß.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B3-S025	f83r	der Lücke zwischen Randstation und Hauptbogen	1	[ACTION>CLOSE=Umsetzung ansetzen; Schluss]	BESITZER der Lücke zwischen Randstation und Hauptbogen; Umsetzung ansetzen; Schluss.	RES {der Lücke zwischen Randstation und Hauptbogen} · ACTION+CLOSE {Umsetzung ansetzen; Schluss}.	Zwischenbesitzer: diese Zwischenstelle. Kartenfolge: Umsetzung ansetzen; Schluss.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B3-S026	f83r	dem verbundenen Hauptbogenpaar	7	[ACTION>SOURCE_OR_PREPARATION=von dort umsetzen] [ACTION>QUANTITY_OR_STAGE=Absetzmaß] [ACTION>REFERENT=laufenden Posten umsetzen] [ACTION>QUANTITY_OR_STAGE=eine Portion zugeben] [ACTION>REFERENT=bereit] [SOURCE_OR_PREPARATION>TARGET=Ansatz von dort zur Zielstelle] [ACTION>GRADE>CLOSE=länger sammeln; Schluss]	BESITZER dem verbundenen Hauptbogenpaar; von dort umsetzen; Absetzmaß; laufenden Posten umsetzen; eine Portion zugeben; bereit; Ansatz von dort zur Zielstelle; länger sammeln; Schluss.	RES {dem verbundenen Hauptbogenpaar} · ACTION+SOURCE_OR_PREPARATION {von dort umsetzen} · ACTION+QUANTITY_OR_STAGE {Absetzmaß} · ACTION+REFERENT {laufenden Posten umsetzen} · ACTION+QUANTITY_OR_STAGE {eine Portion zugeben} · ACTION+REFERENT {bereit} · SOURCE_OR_PREPARATION+TARGET {Ansatz von dort zur Zielstelle} · ACTION+GRADE+CLOSE {länger sammeln; Schluss}.	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: von dort umsetzen; Absetzmaß; laufenden Posten umsetzen; eine Portion zugeben; bereit; Ansatz von dort zur Zielstelle; länger sammeln; Schluss. Die sichtbare Verbindung setzt dabei voraus: die aktuelle Becken- oder Arbeitsflüssigkeit; das sichtbar adressierte Becken; das sichtbare oder gelernte Arbeitsgefäß; die bezeichnete örtliche Stelle; der abgeteilte Teil.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B3-S027	f83r	dem verbundenen Hauptbogenpaar	1	[ORDER>GRADE>CLOSE=lange Folge; Schluss]	BESITZER dem verbundenen Hauptbogenpaar; lange Folge; Schluss.	RES {dem verbundenen Hauptbogenpaar} · ORDER+GRADE+CLOSE {lange Folge; Schluss}.	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: lange Folge; Schluss. Die sichtbare Verbindung setzt dabei voraus: das für den Durchgang vorgesehene Tuch; die bezeichnete örtliche Stelle.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B3-S028	f83r	dem verbundenen Hauptbogenpaar	2	[ACTION>GRADE>REFERENT=länger ansetzen] [ACTION>GRADE>CLOSE=kurz ansetzen; Schluss]	BESITZER dem verbundenen Hauptbogenpaar; länger ansetzen; kurz ansetzen; Schluss.	RES {dem verbundenen Hauptbogenpaar} · ACTION+GRADE+REFERENT {länger ansetzen} · ACTION+GRADE+CLOSE {kurz ansetzen; Schluss}.	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: länger ansetzen; kurz ansetzen; Schluss. Die sichtbare Verbindung setzt dabei voraus: die bezeichnete örtliche Stelle.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B3-S029	f83r	dem verbundenen Hauptbogenpaar	3	[ORDER=fortsetzen] [QUANTITY_OR_STAGE>GRADE=ganzen Teilposten] [ACTION>GRADE>CLOSE=kurz ansetzen; Schluss]	BESITZER dem verbundenen Hauptbogenpaar; fortsetzen; ganzen Teilposten; kurz ansetzen; Schluss.	RES {dem verbundenen Hauptbogenpaar} · ORDER {fortsetzen} · QUANTITY_OR_STAGE+GRADE {ganzen Teilposten} · ACTION+GRADE+CLOSE {kurz ansetzen; Schluss}.	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: fortsetzen; ganzen Teilposten; kurz ansetzen; Schluss. Die sichtbare Verbindung setzt dabei voraus: die bezeichnete örtliche Stelle.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B3-S030	f83r	dem verbundenen Hauptbogenpaar	4	[ACTION>REFERENT=aktuellen Posten ansetzen] [QUANTITY_OR_STAGE=Sollmaß] [SOURCE_OR_PREPARATION=Wasser weiterleiten] [ORDER>ACTION>CLOSE=nächsten Posten überführen; Schluss]	BESITZER dem verbundenen Hauptbogenpaar; aktuellen Posten ansetzen; Sollmaß; Wasser weiterleiten; nächsten Posten überführen; Schluss.	RES {dem verbundenen Hauptbogenpaar} · ACTION+REFERENT {aktuellen Posten ansetzen} · QUANTITY_OR_STAGE {Sollmaß} · SOURCE_OR_PREPARATION {Wasser weiterleiten} · ORDER+ACTION+CLOSE {nächsten Posten überführen; Schluss}.	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: aktuellen Posten ansetzen; Sollmaß; Wasser weiterleiten; nächsten Posten überführen; Schluss. Die sichtbare Verbindung setzt dabei voraus: die aktuelle Becken- oder Arbeitsflüssigkeit; das sichtbar adressierte Becken; der abgeteilte Teil.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B3-S031	f83r	dem verbundenen Hauptbogenpaar	1	[ACTION>GRADE>CLOSE=länger ansetzen; Schluss]	BESITZER dem verbundenen Hauptbogenpaar; länger ansetzen; Schluss.	RES {dem verbundenen Hauptbogenpaar} · ACTION+GRADE+CLOSE {länger ansetzen; Schluss}.	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: länger ansetzen; Schluss. Die sichtbare Verbindung setzt dabei voraus: das sichtbar adressierte Becken.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B3-S032	f83r	dem verbundenen Hauptbogenpaar	5	[ACTION>QUANTITY_OR_STAGE=Portion umsetzen] [ACTION>REFERENT=laufenden Posten umsetzen] [ORDER>QUANTITY_OR_STAGE>GRADE=kurzes Folgemass] [ORDER>QUANTITY_OR_STAGE=Folgemaß] [ORDER>GRADE>CLOSE=kurze Folge; Schluss]	BESITZER dem verbundenen Hauptbogenpaar; Portion umsetzen; laufenden Posten umsetzen; kurzes Folgemass; Folgemaß; kurze Folge; Schluss.	RES {dem verbundenen Hauptbogenpaar} · ACTION+QUANTITY_OR_STAGE {Portion umsetzen} · ACTION+REFERENT {laufenden Posten umsetzen} · ORDER+QUANTITY_OR_STAGE+GRADE {kurzes Folgemass} · ORDER+QUANTITY_OR_STAGE {Folgemaß} · ORDER+GRADE+CLOSE {kurze Folge; Schluss}.	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: Portion umsetzen; laufenden Posten umsetzen; kurzes Folgemass; Folgemaß; kurze Folge; Schluss. Die sichtbare Verbindung setzt dabei voraus: das sichtbare oder gelernte Arbeitsgefäß.	NONE_TWO_ORDERING_STYLES_ONLY	NO
B3-S033	f83r	dem verbundenen Hauptbogenpaar	1	[LEARNED_OR_LOCAL_BODY>CLOSE=abziehen; Ende]	BESITZER dem verbundenen Hauptbogenpaar; abziehen; Ende.	RES {dem verbundenen Hauptbogenpaar} · LEARNED_OR_LOCAL_BODY+CLOSE {abziehen; Ende}.	Verbindungsbesitzer: dieses verbundene Bogenpaar. Kartenfolge: abziehen; Ende.	NONE_TWO_ORDERING_STYLES_ONLY	NO
