shadow_id	target_occurrence_id	page	physical_folio	locus	ol_ordinal	right_ordinal	right_surface	right_reader_exact	parent_gdt778_fallback	parent_gdt778_contextual	raw_76_deck_member	final_44_deck_member	deck_phase	precedence_disposition	old_gdt778_branch	old_gdt778_default_de	old_gdt778_consumed_token_count	old_gdt778_consumed_token_ids	new_gdt779_branch	new_gdt779_default_de	new_gdt779_contextual	new_gdt779_consumed_token_count	new_gdt779_consumed_token_ids	semantic_state_unchanged	consumption_state_unchanged	represented_parent_state_unchanged	selected_by_gdt779	component_export_credit
G779-H155	G769-T0434	f81v	f81	f81v.25	7	8	chey	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Zustand: trockene Form I	1	f81v.25@8	INHERITED_GDT778	Zustand: trockene Form I	1	1	f81v.25@8	1	1	1	0	0
G779-H156	G769-T0435	f82r	f82	f82r.16	7	8	s	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H157	G769-T0437	f82r	f82	f82r.33	2	3	cheol	1	0	1	1	1	FINAL_44_FROZEN_DECK	PROTECTED_EXACT_CONTEXTUAL	INHERITED_GDT777	Ansatz:	0	NONE	INHERITED_GDT778	Ansatz:	1	0	NONE	1	1	1	0	0
G779-H158	G769-T0441	f83r	f83	f83r.42	2	3	chcthdy	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H159	G769-T0444	f83r	f83	f83r.54	2	3	dain	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Wert: Stufe II	1	f83r.54@3	INHERITED_GDT778	Wert: Stufe II	1	1	f83r.54@3	1	1	1	0	0
G779-H160	G769-T0446	f83v	f83	f83v.29	1	2	cheal	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	trockenes Rohmaterial I	1	1	f83v.29@2	0	0	0	1	0
G779-H161	G769-T0449	f85r1	f85	f85r1.6	6	7	shedy	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	und	0	NONE	INHERITED_GDT778	und	1	0	NONE	1	1	1	0	0
G779-H162	G769-T0451	f85r1	f85	f85r1.13	7	8	s	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Menge: drei Drachmen	2	f85r1.13@8|f85r1.13@9	INHERITED_GDT778	Menge: drei Drachmen	1	2	f85r1.13@8|f85r1.13@9	1	1	1	0	0
G779-H163	G769-T0452	f85r1	f85	f85r1.13	10	11	daldy	0	0	1	1	1	FINAL_44_FROZEN_DECK	PROTECTED_NONEXACT_CONTEXTUAL	INHERITED_GDT777	Ansatz:	0	NONE	INHERITED_GDT778	Ansatz:	1	0	NONE	1	1	1	0	0
G779-H164	G769-T0463	f86v5	f86	f86v5.2	9	10	ytol	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H165	G769-T0468	f86v5	f86	f86v5.32	10	11	teody	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	abkühlen und abschließen	1	1	f86v5.32@11	0	0	0	1	0
G779-H166	G769-T0469	f86v5	f86	f86v5.33	2	3	kaiin	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H167	G769-T0470	f86v5	f86	f86v5.34	2	3	tey	1	0	1	1	1	FINAL_44_FROZEN_DECK	PROTECTED_EXACT_CONTEXTUAL	INHERITED_GDT777	und	0	NONE	INHERITED_GDT778	und	1	0	NONE	1	1	1	0	0
G779-H168	G769-T0471	f86v5	f86	f86v5.37	5	6	cheody	0	1	0	1	0	RAW_76_SCREEN_ONLY	EXCLUDED_NONEXACT_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	INHERITED_GDT778	Ansatz-/Zubereitungsposten	0	0	NONE	1	1	1	0	0
G779-H169	G769-T0473	f86v6	f86	f86v6.7	6	7	or	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz:	0	NONE	INHERITED_GDT778	Ansatz:	1	0	NONE	1	1	1	0	0
G779-H170	G769-T0479	f86v6	f86	f86v6.34	11	12	kaiiin	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	Wärmestufe IV	1	1	f86v6.34@12	0	0	0	1	0
G779-H171	G769-T0481	f86v6	f86	f86v6.35	7	8	tey	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	Kalt-Mittelstufe	1	1	f86v6.35@8	0	0	0	1	0
G779-H172	G769-T0483	f86v6	f86	f86v6.37	8	9	kaiin	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Wärmezustand: heiß, Stufe III	1	f86v6.37@9	INHERITED_GDT778	Wärmezustand: heiß, Stufe III	1	1	f86v6.37@9	1	1	1	0	0
G779-H173	G769-T0499	f93r	f93	f93r.5	1	2	chody	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	trocken aufbereitetes Ergebnis	1	1	f93r.5@2	0	0	0	1	0
G779-H174	G769-T0503	f94v	f94	f94v.2	1	2	teedy	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	Kalt-Endstufe abgeschlossen	1	1	f94v.2@2	0	0	0	1	0
G779-H175	G769-T0505	f94v	f94	f94v.4	6	7	okchy	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	heiße Trockenform, Anfangsstufe	1	1	f94v.4@7	0	0	0	1	0
G779-H176	G769-T0506	f94v	f94	f94v.9	8	9	s	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Menge: drei Drachmen	2	f94v.9@9|f94v.9@10	INHERITED_GDT778	Menge: drei Drachmen	1	2	f94v.9@9|f94v.9@10	1	1	1	0	0
G779-H177	G769-T0509	f95r1	f95	f95r1.2	1	2	chdy	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Ansatz; trockene Anfangsstufe erreicht	1	f95r1.2@2	INHERITED_GDT778	Ansatz; trockene Anfangsstufe erreicht	1	1	f95r1.2@2	1	1	1	0	0
G779-H178	G769-T0523	f99v	f99	f99v.34	3	4	olaiin	1	0	1	1	0	RAW_76_SCREEN_ONLY	PROTECTED_EXACT_CONTEXTUAL_RAW_ONLY_FORM	INHERITED_GDT777	Materialangabe: Stoff, Wert III	1	f99v.34@4	INHERITED_GDT778	Materialangabe: Stoff, Wert III	1	1	f99v.34@4	1	1	1	0	0
G779-H179	G769-T0524	f99v	f99	f99v.35	1	2	okeeey	1	1	0	1	1	FINAL_44_FROZEN_DECK	SELECTED_GDT779_FALLBACK	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	GDT779_EXACT_OL_PLUS_RESIDUAL_V99R7_WHOLE	stark erhitzt, Endstufe	1	1	f99v.35@2	0	0	0	1	0
