event_id	physical_page	locus	kind	surface	component_recipe	portable_default_de	local_contextual_expansion_de	edition_source
P912-E2176	f70v	f70v1.1	CURRENT_BASE	shes	SH+E+S_ADDR	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: Bezug halten, erster Grad, Sternbezug.	PASS1002
P912-E2177	f70v	f70v1.1	CURRENT_BASE	to	T+O	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: Platz einstellen, Reihe aufrufen.	PASS1002
P912-E2178	f70v	f70v1.1	CURRENT_BASE	ar	AR	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle.	PASS1002
P912-E2179	f70v	f70v1.1	CURRENT_BASE	oly	OL+Y	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: gleiche Reihe weiter, dieser Platz.	PASS1002
P912-E2180	f70v	f70v1.1	CURRENT_BASE	daly	AL+Y	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: Zielplatz, dieser Platz.	PASS1002
P912-E2181	f70v	f70v1.1	CURRENT_BASE	sheal	SH+E+AL	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: Bezug halten, erster Grad, Zielplatz.	PASS1002
P912-E2182	f70v	f70v1.2	CURRENT_BASE	otalchy	OT+AL+Y	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, dieser Platz.	PASS1002
P912-E2183	f70v	f70v1.2	CURRENT_BASE	tar	T+AR	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: Platz einstellen, Quell- oder Bezugsstelle.	PASS1002
P912-E2184	f70v	f70v1.2	CURRENT_BASE	am	AM_ADDR	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: Innenplatz.	PASS1002
P912-E2185	f70v	f70v1.2	CURRENT_BASE	dy	Y	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: dieser Platz.	PASS1002
P912-E2186	f70v	f70v1.3	CURRENT_BASE	opchey	O+P+Y	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: Reihe aufrufen, Eintrag beginnen, dieser Platz.	PASS1002
P912-E2187	f70v	f70v1.3	CURRENT_BASE	sal	S+AL	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: Klasse wählen, Zielplatz.	PASS1002
P912-E2188	f70v	f70v1.4	CURRENT_BASE	otakaizan	OT+A_ADDR+K+AIN+Z_ADDR+AN	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: nächster Platz, lokale Adresse, Wert zuordnen, Einheit, z-Stelle, Zusatzklasse.	PASS1002
P912-E2189	f70v	f70v1.5	CURRENT_BASE	okalal	OK+AL+AL	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: Platz aktivieren, Zielplatz.	PASS1002
P912-E2190	f70v	f70v1.6	CURRENT_BASE	otaly	OT+AL+Y	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, dieser Platz.	PASS1002
P912-E2191	f70v	f70v1.7	CURRENT_BASE	oalcheg	O+AL+CH+E+G_LABEL	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: Reihe aufrufen, Zielplatz, Klassenkennung, erster Grad, g-Zeichen.	PASS1002
P912-E2192	f70v	f70v1.8	CURRENT_BASE	otchodals	OT+CH+O+AL+S_ADDR	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: nächster Platz, Klassenkennung, Reihe aufrufen, Zielplatz, Sternbezug.	PASS1002
P912-E2193	f70v	f70v1.9	CURRENT_BASE	okolshy	OK+OL+SH+Y	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: Platz aktivieren, gleiche Reihe weiter, Bezug halten, dieser Platz.	PASS1002
P912-E2194	f70v	f70v1.10	CURRENT_BASE	otshshdy	OT+SH+SH+DY	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: nächster Platz, Bezug halten, Eintrag schließen.	PASS1002
P912-E2195	f70v	f70v1.11	CURRENT_BASE	otal	OT+AL	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: nächster Platz, Zielplatz.	PASS1002
P912-E2196	f70v	f70v1.11	CURRENT_BASE	ypsharal	Y+P+SH+AR+AL	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: dieser Platz, Eintrag beginnen, Bezug halten, Quell- oder Bezugsstelle, Zielplatz.	PASS1002
P912-E2197	f70v	f70v1.12	CURRENT_BASE	daiin	AIIN	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: verzeichneter Sollwert.	PASS1002
P912-E2198	f70v	f70v1.12	CURRENT_BASE	okey	OK+E+Y	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, dieser Platz.	PASS1002
P912-E2199	f70v	f70v1.12	CURRENT_BASE	otodal	OT+O+AL	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: nächster Platz, Reihe aufrufen, Zielplatz.	PASS1002
P912-E2200	f70v	f70v1.12	CURRENT_BASE	cheokeeo	CH+E+OK+EE+O	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: Klassenkennung, erster Grad, Platz aktivieren, zweiter Grad, Reihe aufrufen.	PASS1002
P912-E2201	f70v	f70v1.12	CURRENT_BASE	okeodal	OK+E+O+AL	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, Reihe aufrufen, Zielplatz.	PASS1002
P912-E2202	f70v	f70v1.12	CURRENT_BASE	shol	SH+OL	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: Bezug halten, gleiche Reihe weiter.	PASS1002
P912-E2203	f70v	f70v1.12	CURRENT_BASE	olaiin	OL+AIIN	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: gleiche Reihe weiter, verzeichneter Sollwert.	PASS1002
P912-E2204	f70v	f70v1.12	CURRENT_BASE	saiin	S+AIIN	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: Klasse wählen, verzeichneter Sollwert.	PASS1002
P912-E2205	f70v	f70v1.12	CURRENT_BASE	sheo	SH+E+O	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: Bezug halten, erster Grad, Reihe aufrufen.	PASS1002
P912-E2206	f70v	f70v1.12	CURRENT_BASE	qokeeol	OK+EE+OL	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: Platz aktivieren, zweiter Grad, gleiche Reihe weiter.	PASS1002
P912-E2207	f70v	f70v1.12	CURRENT_BASE	otchykey	OT+Y+K+E+Y	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: nächster Platz, dieser Platz, Wert zuordnen, erster Grad, dieser Platz.	PASS1002
P912-E2208	f70v	f70v1.12	CURRENT_BASE	chekeal	CHK+E+AL	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: Bedingungsklasse, erster Grad, Zielplatz.	PASS1002
P912-E2209	f70v	f70v1.12	CURRENT_BASE	oteosaiin	OT+E+O+S_ADDR+AIIN	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Sternbezug, verzeichneter Sollwert.	PASS1002
P912-E2210	f70v	f70v1.12	CURRENT_BASE	chekey	CHK+E+Y	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: Bedingungsklasse, erster Grad, dieser Platz.	PASS1002
P912-E2211	f70v	f70v1.12	CURRENT_BASE	okeolol	OK+E+OL+OL	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, gleiche Reihe weiter.	PASS1002
P912-E2212	f70v	f70v1.12	CURRENT_BASE	chees	SH+EE+S_ADDR	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: Bezug halten, zweiter Grad, Sternbezug.	PASS1002
P912-E2213	f70v	f70v1.12	CURRENT_BASE	oeey	O+EE+Y	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: Reihe aufrufen, zweiter Grad, dieser Platz.	PASS1002
P912-E2214	f70v	f70v1.12	CURRENT_BASE	opotey	O+P+O+T+E+Y	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: Reihe aufrufen, Eintrag beginnen, Reihe aufrufen, Platz einstellen, erster Grad, dieser Platz.	PASS1002
P912-E2215	f70v	f70v1.12	CURRENT_BASE	dal	AL	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: Zielplatz.	PASS1002
P912-E2216	f70v	f70v1.12	CURRENT_BASE	al	AL	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: Zielplatz.	PASS1002
P912-E2217	f70v	f70v1.12	CURRENT_BASE	s	S	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: Klasse wählen.	PASS1002
P912-E2218	f70v	f70v1.12	CURRENT_BASE	otecheo	OT+E+CHEO	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, lokaler Eintrag.	PASS1002
P912-E2219	f70v	f70v1.12	CURRENT_BASE	dal	AL	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: Zielplatz.	PASS1002
P912-E2220	f70v	f70v1.13	CURRENT_BASE	okoly	OK+OL+Y	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: Platz aktivieren, gleiche Reihe weiter, dieser Platz.	PASS1002
P912-E2221	f70v	f70v1.14	CURRENT_BASE	otalaiin	OT+AL+AIIN	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, verzeichneter Sollwert.	PASS1002
P912-E2222	f70v	f70v1.15	CURRENT_BASE	oteo	OT+E+O	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen.	PASS1002
P912-E2223	f70v	f70v1.15	CURRENT_BASE	alals	AL+AL+S_ADDR	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: Zielplatz, Sternbezug.	PASS1002
P912-E2224	f70v	f70v1.15	CURRENT_BASE	araly	AR+AL+Y	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle, Zielplatz, dieser Platz.	PASS1002
P912-E2225	f70v	f70v1.16	CURRENT_BASE	oteoeey	OT+E+O+EE+Y	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, zweiter Grad, dieser Platz.	PASS1002
P912-E2226	f70v	f70v1.16	CURRENT_BASE	otal	OT+AL	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: nächster Platz, Zielplatz.	PASS1002
P912-E2227	f70v	f70v1.16	CURRENT_BASE	okealar	OK+E+AL+AR	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, Zielplatz, Quell- oder Bezugsstelle.	PASS1002
P912-E2228	f70v	f70v1.17	CURRENT_BASE	otear	OT+E+AR	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Quell- oder Bezugsstelle.	PASS1002
P912-E2229	f70v	f70v1.17	CURRENT_BASE	araydy	AR+A_ADDR+Y+DY	LOKALE ADRESSE KOPIEREN	Widderrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle, lokale Adresse, dieser Platz, Eintrag schließen.	PASS1002
P912-E2230	f70v	f70v2.1	CURRENT_BASE	okcheo	OK+CHEO	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Platz aktivieren, lokaler Eintrag.	PASS1002
P912-E2231	f70v	f70v2.1	CURRENT_BASE	dar	D_ADDR+AR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Unterplatz, Quell- oder Bezugsstelle.	PASS1002
P912-E2232	f70v	f70v2.1	CURRENT_BASE	otey	OT+E+Y	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, dieser Platz.	PASS1002
P912-E2233	f70v	f70v2.1	CURRENT_BASE	ykeey	Y+K+EE+Y	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: dieser Platz, Wert zuordnen, zweiter Grad, dieser Platz.	PASS1002
P912-E2234	f70v	f70v2.1	CURRENT_BASE	tchy	T+Y	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Platz einstellen, dieser Platz.	PASS1002
P912-E2235	f70v	f70v2.1	CURRENT_BASE	otsheo	OT+SH+E+O	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, Bezug halten, erster Grad, Reihe aufrufen.	PASS1002
P912-E2236	f70v	f70v2.1	CURRENT_BASE	oteotey	OT+E+O+T+E+Y	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Platz einstellen, erster Grad, dieser Platz.	PASS1002
P912-E2237	f70v	f70v2.1	CURRENT_BASE	shey	SH+E+Y	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Bezug halten, erster Grad, dieser Platz.	PASS1002
P912-E2238	f70v	f70v2.1	CURRENT_BASE	shecth	SH+E+CTH	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Bezug halten, erster Grad, Bereitschaftsklasse.	PASS1002
P912-E2239	f70v	f70v2.1	CURRENT_BASE	opcheoldair	O+P+CH+E+OL+D_ADDR+AIR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Reihe aufrufen, Eintrag beginnen, Klassenkennung, erster Grad, gleiche Reihe weiter, Unterplatz, Ringlauf.	PASS1002
P912-E2240	f70v	f70v2.1	CURRENT_BASE	dateey	DA+T+EE+Y	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: zweite Stufe, Platz einstellen, zweiter Grad, dieser Platz.	PASS1002
P912-E2241	f70v	f70v2.1	CURRENT_BASE	sal	S+AL	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Klasse wählen, Zielplatz.	PASS1002
P912-E2242	f70v	f70v2.1	CURRENT_BASE	ody	O+DY	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Reihe aufrufen, Eintrag schließen.	PASS1002
P912-E2243	f70v	f70v2.1	CURRENT_BASE	choteey	CH+OT+EE+Y	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Klassenkennung, nächster Platz, zweiter Grad, dieser Platz.	PASS1002
P912-E2244	f70v	f70v2.1	CURRENT_BASE	choeteedy	HO+E+T+EE+DY	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Teil, erster Grad, Platz einstellen, zweiter Grad, Eintrag schließen.	PASS1002
P912-E2245	f70v	f70v2.1	CURRENT_BASE	oteoteotsho	OT+E+O+T+E+O+T+SH+O	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, Platz einstellen, erster Grad, Reihe aufrufen, Platz einstellen, Bezug halten, Reihe aufrufen.	PASS1002
P912-E2246	f70v	f70v2.1	CURRENT_BASE	yteos	Y+T+E+O+S_ADDR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: dieser Platz, Platz einstellen, erster Grad, Reihe aufrufen, Sternbezug.	PASS1002
P912-E2247	f70v	f70v2.1	CURRENT_BASE	alain	AL+AIN	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Zielplatz, Einheit.	PASS1002
P912-E2248	f70v	f70v2.1	CURRENT_BASE	sheodaly	SH+E+O+AL+Y	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Bezug halten, erster Grad, Reihe aufrufen, Zielplatz, dieser Platz.	PASS1002
P912-E2249	f70v	f70v2.1	CURRENT_BASE	o	O	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Reihe aufrufen.	PASS1002
P912-E2250	f70v	f70v2.1	CURRENT_BASE	aiin	AIIN	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: verzeichneter Sollwert.	PASS1002
P912-E2251	f70v	f70v2.1	CURRENT_BASE	cholkal	OL+K+AL	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: gleiche Reihe weiter, Wert zuordnen, Zielplatz.	PASS1002
P912-E2252	f70v	f70v2.1	CURRENT_BASE	chokear	OK+E+AR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, Quell- oder Bezugsstelle.	PASS1002
P912-E2253	f70v	f70v2.1	CURRENT_BASE	oteody	OT+E+O+Y	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, erster Grad, Reihe aufrufen, dieser Platz.	PASS1002
P912-E2254	f70v	f70v2.1	CURRENT_BASE	cholaiin	OL+AIIN	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: gleiche Reihe weiter, verzeichneter Sollwert.	PASS1002
P912-E2255	f70v	f70v2.1	CURRENT_BASE	oteeoal	OT+EE+O+AL	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Reihe aufrufen, Zielplatz.	PASS1002
P912-E2256	f70v	f70v2.1	CURRENT_BASE	al	AL	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Zielplatz.	PASS1002
P912-E2257	f70v	f70v2.1	CURRENT_BASE	sheeos	SH+EE+O+S_ADDR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Bezug halten, zweiter Grad, Reihe aufrufen, Sternbezug.	PASS1002
P912-E2258	f70v	f70v2.1	CURRENT_BASE	okey	OK+E+Y	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, dieser Platz.	PASS1002
P912-E2259	f70v	f70v2.1	CURRENT_BASE	chol	OL	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: gleiche Reihe weiter.	PASS1002
P912-E2260	f70v	f70v2.1	CURRENT_BASE	dy	Y	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: dieser Platz.	PASS1002
P912-E2261	f70v	f70v2.1	CURRENT_BASE	otees	OT+EE+S_ADDR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Sternbezug.	PASS1002
P912-E2262	f70v	f70v2.1	CURRENT_BASE	cho	HO	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Teil.	PASS1002
P912-E2263	f70v	f70v2.1	CURRENT_BASE	s	S	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Klasse wählen.	PASS1002
P912-E2264	f70v	f70v2.1	CURRENT_BASE	olar	OL+AR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: gleiche Reihe weiter, Quell- oder Bezugsstelle.	PASS1002
P912-E2265	f70v	f70v2.1	CURRENT_BASE	otoaiin	OT+O+AIIN	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, Reihe aufrufen, verzeichneter Sollwert.	PASS1002
P912-E2266	f70v	f70v2.1	CURRENT_BASE	oteeody	OT+EE+O+DY	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Reihe aufrufen, Eintrag schließen.	PASS1002
P912-E2267	f70v	f70v2.1	CURRENT_BASE	sos	S_ADDR+O+S_ADDR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Sternbezug, Reihe aufrufen, Sternbezug.	PASS1002
P912-E2268	f70v	f70v2.1	CURRENT_BASE	todaiin	T+O+AIIN	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Platz einstellen, Reihe aufrufen, verzeichneter Sollwert.	PASS1002
P912-E2269	f70v	f70v2.1	CURRENT_BASE	chokain	OK+AIN	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Platz aktivieren, Einheit.	PASS1002
P912-E2270	f70v	f70v2.1	CURRENT_BASE	otalal	OT+AL+AL	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz.	PASS1002
P912-E2271	f70v	f70v2.1	CURRENT_BASE	oteeam	OT+EE+AM_ADDR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, Innenplatz.	PASS1002
P912-E2272	f70v	f70v2.2	CURRENT_BASE	otalalg	OT+AL+AL+G_LABEL	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, g-Zeichen.	PASS1002
P912-E2273	f70v	f70v2.3	CURRENT_BASE	ykary	Y+K+AR+Y	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: dieser Platz, Wert zuordnen, Quell- oder Bezugsstelle, dieser Platz.	PASS1002
P912-E2274	f70v	f70v2.4	CURRENT_BASE	otar	OT+AR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, Quell- oder Bezugsstelle.	PASS1002
P912-E2275	f70v	f70v2.5	CURRENT_BASE	oty	OT+Y	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, dieser Platz.	PASS1002
P912-E2276	f70v	f70v2.6	CURRENT_BASE	oky	OK+Y	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Platz aktivieren, dieser Platz.	PASS1002
P912-E2277	f70v	f70v2.6	CURRENT_BASE	ody	O+DY	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Reihe aufrufen, Eintrag schließen.	PASS1002
P912-E2278	f70v	f70v2.7	CURRENT_BASE	oty	OT+Y	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, dieser Platz.	PASS1002
P912-E2279	f70v	f70v2.7	CURRENT_BASE	ar	AR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle.	PASS1002
P912-E2280	f70v	f70v2.8	CURRENT_BASE	okala	OK+AL+A_ADDR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Platz aktivieren, Zielplatz, lokale Adresse.	PASS1002
P912-E2281	f70v	f70v2.9	CURRENT_BASE	otody	OT+O+DY	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, Reihe aufrufen, Eintrag schließen.	PASS1002
P912-E2282	f70v	f70v2.10	CURRENT_BASE	otald	OT+AL+D_LABEL	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, d-Zeichen.	PASS1002
P912-E2283	f70v	f70v2.11	CURRENT_BASE	otaldar	OT+AL+D_ADDR+AR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, Unterplatz, Quell- oder Bezugsstelle.	PASS1002
P912-E2284	f70v	f70v2.12	CURRENT_BASE	okody	OK+O+Y	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Platz aktivieren, Reihe aufrufen, dieser Platz.	PASS1002
P912-E2285	f70v	f70v2.13	CURRENT_BASE	opysam	O+P+Y+S_ADDR+AM_ADDR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Reihe aufrufen, Eintrag beginnen, dieser Platz, Sternbezug, Innenplatz.	PASS1002
P912-E2286	f70v	f70v2.14	CURRENT_BASE	chy	Y	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: dieser Platz.	PASS1002
P912-E2287	f70v	f70v2.15	CURRENT_BASE	otaly	OT+AL+Y	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, dieser Platz.	PASS1002
P912-E2288	f70v	f70v2.16	CURRENT_BASE	otal	OT+AL	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz.	PASS1002
P912-E2289	f70v	f70v2.16	CURRENT_BASE	arar	AR+AR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle.	PASS1002
P912-E2290	f70v	f70v2.17	CURRENT_BASE	otaldy	OT+AL+DY	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, Zielplatz, Eintrag schließen.	PASS1002
P912-E2291	f70v	f70v2.18	CURRENT_BASE	okeoly	OK+E+OL+Y	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Platz aktivieren, erster Grad, gleiche Reihe weiter, dieser Platz.	PASS1002
P912-E2292	f70v	f70v2.19	CURRENT_BASE	okydy	OK+Y+DY	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Platz aktivieren, dieser Platz, Eintrag schließen.	PASS1002
P912-E2293	f70v	f70v2.20	CURRENT_BASE	okees	OK+EE+S_LABEL	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Platz aktivieren, zweiter Grad, s-Zeichen.	PASS1002
P912-E2294	f70v	f70v2.21	CURRENT_BASE	daii	DA+IIN	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: zweite Stufe, Indexstufe.	PASS1002
P912-E2295	f70v	f70v2.21	CURRENT_BASE	amdy	AM_ADDR+DY	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Innenplatz, Eintrag schließen.	PASS1002
P912-E2296	f70v	f70v2.21	CURRENT_BASE	otar	OT+AR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, Quell- oder Bezugsstelle.	PASS1002
P912-E2297	f70v	f70v2.21	CURRENT_BASE	am	AM_ADDR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Innenplatz.	PASS1002
P912-E2298	f70v	f70v2.21	CURRENT_BASE	aral	AR+AL	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: Quell- oder Bezugsstelle, Zielplatz.	PASS1002
P912-E2299	f70v	f70v2.21	CURRENT_BASE	otair	OT+AIR	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, Ringlauf.	PASS1002
P912-E2300	f70v	f70v2.21	CURRENT_BASE	chedaiin	CHD+AIIN	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: zum nächsten Platz wechseln, verzeichneter Sollwert.	PASS1002
P912-E2301	f70v	f70v2.21	CURRENT_BASE	oteey	OT+EE+Y	LOKALE ADRESSE KOPIEREN	Fischrad mit Stern tragenden Figuren: nächster Platz, zweiter Grad, dieser Platz.	PASS1002
