physical_page	locus	kind	owner_id	visible_owner_de	surface_sequence	component_sequence	portable_reading_de	local_workshop_reading_de	groups
f77r	f77r.26	P	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qoteedy qokeedy qokaiin chcthy lchedy qokaly	OT+EE+DY | OK+EE+DY | OK+AIIN | CH+CTH+Y | L+CHD+DY | OK+AL+Y	DANACH · LÄNGER · SCHLUSS ; SETZEN · LÄNGER · SCHLUSS ; SETZEN · MASS ; NEHMEN · BEREIT · POSTEN ; LEITEN · UMSETZEN · SCHLUSS ; SETZEN · ZIEL · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · nach vorgeschriebenem Maß ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: aus Becken oder Vorrat entnehmen · anwendungsbereit · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · zur nächsten Station versetzen · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · zur Ziel-/Aufnahmestelle · dieser Stationsposten	6
f77r	f77r.27	P	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	solchedy qokain okaiin shedy qokeedy qotedy	S+OL+CHD+Y | OK+AIN | OK+AIIN | SHED+DY | OK+EE+DY | OT+E+DY	AUSWÄHLEN · FORTSETZEN · UMSETZEN · POSTEN ; SETZEN · PORTION ; SETZEN · MASS ; ABSETZEN · SCHLUSS ; SETZEN · LÄNGER · SCHLUSS ; DANACH · KURZ · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: sichtbare Station wählen · im selben Lauf fortfahren · zur nächsten Station versetzen · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · eine Füllung oder Portion ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · nach vorgeschriebenem Maß ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im Becken absetzen lassen · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · kurz halten · Stationszelle schließen	6
f77r	f77r.28	P	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	olchey qotey qokain olcheedy sar lom	OL+Y | OT+E+Y | OK+AIN | OL+SH+EE+DY | S+AR | L+O	FORTSETZEN · POSTEN ; DANACH · KURZ · POSTEN ; SETZEN · PORTION ; FORTSETZEN · HALTEN · LÄNGER · SCHLUSS ; AUSWÄHLEN · QUELLE ; LEITEN · AUSFÜHREN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · kurz halten · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · eine Füllung oder Portion ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren · an der Station halten · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: sichtbare Station wählen · von Ausgangs-/Entnahmestelle ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · Stationshandlung ausführen	6
f77r	f77r.29	P	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	saiin cheeol qokeedy qokeedy qotal	S+AIIN | SH+EE+OL | OK+EE+DY | OK+EE+DY | OT+AL	AUSWÄHLEN · MASS ; HALTEN · LÄNGER · FORTSETZEN ; SETZEN · LÄNGER · SCHLUSS ; SETZEN · LÄNGER · SCHLUSS ; DANACH · ZIEL	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: sichtbare Station wählen · nach vorgeschriebenem Maß ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · länger halten · im selben Lauf fortfahren ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · zur Ziel-/Aufnahmestelle	5
f77r	f77r.30	P	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokaiin chckhey sa iin qolkain cheeky lol	OK+AIIN | CH+CKH+E+Y | S+A_ADDR | IIN | SOLK+AIN | CHK+EE+Y | L+OL	SETZEN · MASS ; NEHMEN · DURCHLASS · KURZ · POSTEN ; AUSWÄHLEN · ORT ; STUFE ; AUFFANGEN · PORTION ; BEHANDELN · LÄNGER · POSTEN ; LEITEN · FORTSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · nach vorgeschriebenem Maß ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: aus Becken oder Vorrat entnehmen · durch sichtbaren Anschluss/Durchlass · kurz halten · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: sichtbare Station wählen · sichtbare Station ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Stationsstufe ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im Empfangsbecken auffangen · eine Füllung oder Portion ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: baden, waschen oder technisch bearbeiten · länger halten · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · im selben Lauf fortfahren	7
f77r	f77r.31	P	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokain chckhy qokeey qotedy qotedy qotary	OK+AIN | CKH+Y | OK+EE+Y | OT+E+DY | OT+E+DY | OT+AR+Y	SETZEN · PORTION ; DURCHLASS · POSTEN ; SETZEN · LÄNGER · POSTEN ; DANACH · KURZ · SCHLUSS ; DANACH · KURZ · SCHLUSS ; DANACH · QUELLE · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · eine Füllung oder Portion ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: durch sichtbaren Anschluss/Durchlass · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · kurz halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · kurz halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · von Ausgangs-/Entnahmestelle · dieser Stationsposten	6
f77r	f77r.32	P	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qor ain cheol ol chealor cheey qeteiiin dary	OR | AIN | CHEO+L | OL | AL+R+OR | SH+EE+Y | CARRIER_Q+E+T+IIN | DA+R+Y	ANSATZ ; PORTION ; AUSZUG · LEITEN ; FORTSETZEN ; ZIEL · MERKEN · ANSATZ ; HALTEN · LÄNGER · POSTEN ; BEGINN · KURZ · STELLEN · STUFE ; ZWEIT · MERKEN · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: laufende Anordnung oder Stationsfassung ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: eine Füllung oder Portion ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Arbeitsauszug oder laufende Flüssigkeit · über den sichtbaren Weg leiten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur Ziel-/Aufnahmestelle · Stationszustand merken · laufende Anordnung oder Stationsfassung ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · länger halten · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: eine neue Stationszelle beginnen · kurz halten · Stufe oder Stellung setzen · Stationsstufe ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zweite Station oder zweite Füllung · Stationszustand merken · dieser Stationsposten	8
f77r	f77r.33	P	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	daiin chedy qol keedy qoteeedy sar oiiiin cheety dy	AIIN | CHD+Y | OL | K+EE+DY | OT+EEE+DY | S+AR | O+IIN | CH+EE+T+Y | Y	MASS ; UMSETZEN · POSTEN ; FORTSETZEN ; GEBEN · LÄNGER · SCHLUSS ; DANACH · VOLL · SCHLUSS ; AUSWÄHLEN · QUELLE ; AUSFÜHREN · STUFE ; NEHMEN · LÄNGER · STELLEN · POSTEN ; POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: nach vorgeschriebenem Maß ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: in die Station geben · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · vollständig halten/füllen · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: sichtbare Station wählen · von Ausgangs-/Entnahmestelle ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Stationshandlung ausführen · Stationsstufe ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: aus Becken oder Vorrat entnehmen · länger halten · Stufe oder Stellung setzen · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: dieser Stationsposten	9
f77r	f77r.34	P	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokaiin shedy chedy qolchedy qokaiin qokaiin checkhy raiin	OK+AIIN | SHED+DY | CHD+Y | OL+CHD+DY | OK+AIIN | OK+AIIN | CH+E+CKH+Y | R+AIIN	SETZEN · MASS ; ABSETZEN · SCHLUSS ; UMSETZEN · POSTEN ; FORTSETZEN · UMSETZEN · SCHLUSS ; SETZEN · MASS ; SETZEN · MASS ; NEHMEN · KURZ · DURCHLASS · POSTEN ; MERKEN · MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · nach vorgeschriebenem Maß ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im Becken absetzen lassen · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren · zur nächsten Station versetzen · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · nach vorgeschriebenem Maß ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · nach vorgeschriebenem Maß ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: aus Becken oder Vorrat entnehmen · kurz halten · durch sichtbaren Anschluss/Durchlass · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Stationszustand merken · nach vorgeschriebenem Maß	8
f77r	f77r.35	P	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	solkeey okaiin chedy qokain sheedy qokaiin chedaiin chealy	SOLK+EE+Y | OK+AIIN | CHD+Y | OK+AIN | SH+EE+DY | OK+AIIN | CHD+AIIN | AL	AUFFANGEN · LÄNGER · POSTEN ; SETZEN · MASS ; UMSETZEN · POSTEN ; SETZEN · PORTION ; HALTEN · LÄNGER · SCHLUSS ; SETZEN · MASS ; UMSETZEN · MASS ; ZIEL	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im Empfangsbecken auffangen · länger halten · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · nach vorgeschriebenem Maß ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · eine Füllung oder Portion ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · nach vorgeschriebenem Maß ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen · nach vorgeschriebenem Maß ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur Ziel-/Aufnahmestelle	8
f77r	f77r.36	P	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	dshedy pchedy qotain chedy dolchl qokeedy qokol olchey	SH+E+DY | P+CHD+DY | OT+AIN | CHD+Y | D_ADDR+OL+OL | OK+EE+DY | OK+OL | OL+Y	HALTEN · KURZ · SCHLUSS ; EINSETZEN · UMSETZEN · SCHLUSS ; DANACH · PORTION ; UMSETZEN · POSTEN ; TEIL · FORTSETZEN · FORTSETZEN ; SETZEN · LÄNGER · SCHLUSS ; SETZEN · FORTSETZEN ; FORTSETZEN · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · kurz halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: in Becken oder Anschluss einsetzen · zur nächsten Station versetzen · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · eine Füllung oder Portion ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station versetzen · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Teilbecken oder Arbeitsanteil · im selben Lauf fortfahren · im selben Lauf fortfahren ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · im selben Lauf fortfahren ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren · dieser Stationsposten	8
f77r	f77r.37	P	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	teeolain chey qoteedy qokain cheedy cheey lchedy	T+EE+OL+AIN | Y | OT+EE+DY | OK+AIN | CH+EE+D_ADDR+Y | SH+EE+Y | L+CHD+DY	STELLEN · LÄNGER · FORTSETZEN · PORTION ; POSTEN ; DANACH · LÄNGER · SCHLUSS ; SETZEN · PORTION ; NEHMEN · LÄNGER · TEIL · POSTEN ; HALTEN · LÄNGER · POSTEN ; LEITEN · UMSETZEN · SCHLUSS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Stufe oder Stellung setzen · länger halten · im selben Lauf fortfahren · eine Füllung oder Portion ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · eine Füllung oder Portion ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: aus Becken oder Vorrat entnehmen · länger halten · Teilbecken oder Arbeitsanteil · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · länger halten · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · zur nächsten Station versetzen · Stationszelle schließen	7
f77r	f77r.38	P	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	pol shedy qoeedy qokaiin chcphey qol ltaiin shedy qol	P+OL | SHED+DY | CARRIER_Q+O+EE+D_ADDR+Y | OK+AIIN | CH+CPH+E+Y | OL | L+T+AIIN | SHED+DY | OL	EINSETZEN · FORTSETZEN ; ABSETZEN · SCHLUSS ; BEGINN · AUSFÜHREN · LÄNGER · TEIL · POSTEN ; SETZEN · MASS ; NEHMEN · UMLEITEN · KURZ · POSTEN ; FORTSETZEN ; LEITEN · STELLEN · MASS ; ABSETZEN · SCHLUSS ; FORTSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: in Becken oder Anschluss einsetzen · im selben Lauf fortfahren ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im Becken absetzen lassen · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: eine neue Stationszelle beginnen · Stationshandlung ausführen · länger halten · Teilbecken oder Arbeitsanteil · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · nach vorgeschriebenem Maß ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: aus Becken oder Vorrat entnehmen · zum anderen Becken umleiten · kurz halten · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · Stufe oder Stellung setzen · nach vorgeschriebenem Maß ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im Becken absetzen lassen · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren	9
f77r	f77r.39	P	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	olaiin cheey sheckhey lsheey qykaiin sheedy laiin	OL+AIIN | SH+EE+Y | SH+E+CKH+E+Y | L+SH+EE+Y | Y+K+AIIN | SH+EE+DY | L+AIIN	FORTSETZEN · MASS ; HALTEN · LÄNGER · POSTEN ; HALTEN · KURZ · DURCHLASS · KURZ · POSTEN ; LEITEN · HALTEN · LÄNGER · POSTEN ; POSTEN · GEBEN · MASS ; HALTEN · LÄNGER · SCHLUSS ; LEITEN · MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren · nach vorgeschriebenem Maß ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · länger halten · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · kurz halten · durch sichtbaren Anschluss/Durchlass · kurz halten · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · an der Station halten · länger halten · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: dieser Stationsposten · in die Station geben · nach vorgeschriebenem Maß ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: über den sichtbaren Weg leiten · nach vorgeschriebenem Maß	7
f77r	f77r.40	P	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	daiiin ol eeedy okaiin sheeol qotaiin shody qoty	DA+IIN | OL | EEE+DY | OK+AIIN | SH+EE+OL | OT+AIIN | SH+O+DY | OT+Y	ZWEIT · STUFE ; FORTSETZEN ; VOLL · SCHLUSS ; SETZEN · MASS ; HALTEN · LÄNGER · FORTSETZEN ; DANACH · MASS ; HALTEN · AUSFÜHREN · SCHLUSS ; DANACH · POSTEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zweite Station oder zweite Füllung · Stationsstufe ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: vollständig halten/füllen · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · nach vorgeschriebenem Maß ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · länger halten · im selben Lauf fortfahren ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · nach vorgeschriebenem Maß ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · Stationshandlung ausführen · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · dieser Stationsposten	8
f77r	f77r.41	P	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	daiin sh qolchey qotedy qotal r ain chl s arol	AIIN | SH | OL+Y | OT+E+DY | OT+AL | R | AIN | Y | S | AR+OL	MASS ; HALTEN ; FORTSETZEN · POSTEN ; DANACH · KURZ · SCHLUSS ; DANACH · ZIEL ; MERKEN ; PORTION ; POSTEN ; AUSWÄHLEN ; QUELLE · FORTSETZEN	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: nach vorgeschriebenem Maß ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · kurz halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · zur Ziel-/Aufnahmestelle ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Stationszustand merken ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: eine Füllung oder Portion ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: sichtbare Station wählen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: von Ausgangs-/Entnahmestelle · im selben Lauf fortfahren	10
f77r	f77r.42	P	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokeedy qotedy qokeedy qokeedy qokeey s aiin al	OK+EE+DY | OT+E+DY | OK+EE+DY | OK+EE+DY | OK+EE+Y | S | AIIN | AL	SETZEN · LÄNGER · SCHLUSS ; DANACH · KURZ · SCHLUSS ; SETZEN · LÄNGER · SCHLUSS ; SETZEN · LÄNGER · SCHLUSS ; SETZEN · LÄNGER · POSTEN ; AUSWÄHLEN ; MASS ; ZIEL	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · kurz halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station ansetzen · länger halten · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: sichtbare Station wählen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: nach vorgeschriebenem Maß ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur Ziel-/Aufnahmestelle	8
f77r	f77r.43	P	F77R_STATION_ARTICLE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	d chee ol cheedy qotaiin qoteedy qotedy raiin	D_ADDR | SH+EE | OL | CH+EE+D_ADDR+Y | OT+AIIN | OT+EE+DY | OT+E+DY | R+AIIN	TEIL ; HALTEN · LÄNGER ; FORTSETZEN ; NEHMEN · LÄNGER · TEIL · POSTEN ; DANACH · MASS ; DANACH · LÄNGER · SCHLUSS ; DANACH · KURZ · SCHLUSS ; MERKEN · MASS	an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Teilbecken oder Arbeitsanteil ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: an der Station halten · länger halten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: im selben Lauf fortfahren ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: aus Becken oder Vorrat entnehmen · länger halten · Teilbecken oder Arbeitsanteil · dieser Stationsposten ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · nach vorgeschriebenem Maß ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · länger halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: zur nächsten Station · kurz halten · Stationszelle schließen ; an der Station Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen: Stationszustand merken · nach vorgeschriebenem Maß	8
