strict_template_id	strict_semantic_frame	record_count	page_count	register_count	recurrence_class	recipe_variant_count	recipe_frames	surface_type_count	surface_recurrence_mode	phrase_variant_count	canonical_owner_neutral_phrase_de	phrase_stable	name_slot_count	pages	registers	record_ids	surface_examples	reading_examples_de	claim_status
G480-T091	INSTRUCTION[SETZEN · WERT @NONE]	1	1	1	SINGLETON	1	INSTRUCTION[OK+AIIN @NONE]	1	SINGLETON	1	Setze den Wert als Ansatz an.	YES	0	f88v	PHARMA	G475-R102	okaiin	Setze den Mengenwert als Ansatz an.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T092	CATALOGUE[{N1} · AUSGANG · {N2} · ZIELORT @NONE]	1	1	1	SINGLETON	1	CATALOGUE[AR+AL @NONE]	1	SINGLETON	1	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Ausgangszuordnung, Zielzuordnung.	YES	2	f88v	PHARMA	G475-R103	daramdal	Droge »d« / Droge »am« — Ausgangszuordnung, Zielzuordnung.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T093	CATALOGUE[DANACH · {N1} · HIER · AUSGANG · {N1} @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	SINGLETON	1	CATALOGUE[OT+D_ADDR+AR @START_FRESH_SIBLING:FORWARD_OPEN]	1	SINGLETON	1	Namenseintrag »{N1}« / Namenseintrag »{N1}« — Folgevermerk, Hier-Vermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Namenseintrag »{N1}«.	YES	1	f88v	PHARMA	G475-R104	otydary	Droge »y« / Droge »y« — Folgevermerk, Hier-Vermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Droge »y«.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T094	CATALOGUE[{N1} · AUSGANG · AUSGANG · {N2} @NONE]	1	1	1	SINGLETON	1	CATALOGUE[AR+AR @NONE]	1	SINGLETON	1	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Ausgangszuordnung, Ausgangszuordnung.	YES	2	f88v	PHARMA	G475-R106	dararda	Droge »d« / Droge »da« — Ausgangszuordnung, Ausgangszuordnung.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T095	INSTRUCTION[SETZEN · NEHMEN · POSTEN @NONE] || INSTRUCTION[{N1} · FORTSETZEN @KEEP_ACTIVE_UNIT:BACKWARD_HOLD] || INSTRUCTION[FORTSETZEN · {N2} · HIER @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	1	1	SINGLETON	1	INSTRUCTION[OK+CH+Y @NONE] || INSTRUCTION[OL @KEEP_ACTIVE_UNIT:BACKWARD_HOLD] || INSTRUCTION[OL+AM_ADDR @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	SINGLETON	1	Setze den Posten als Ansatz an und nimm den Posten. Im selben Arbeitsgang: Weiter beziehe den Namenseintrag »{N1}«. Reihenfolge konkret: OL — Namenseintrag »{N1}« weiterführen. Im selben Arbeitsgang: Weiter beziehe den Namenseintrag »{N2}« an der bezeichneten Stelle. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N2}«.	YES	2	f89r	PHARMA	G475-R107	okchshy|qkol|oldam	Setze den Drogenposten als Ansatz an und nimm den Drogenposten. Im selben Arbeitsgang: Weiter beziehe den Drogeneintrag »qk«. Reihenfolge konkret: OL — Droge »qk« weiterführen. Im selben Arbeitsgang: Weiter beziehe den Drogeneintrag »d« an der bezeichneten Stelle. Reihenfolge konkret: OL — weiter mit Droge »d«.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T096	CATALOGUE[DANACH · FORTSETZEN · {N1} @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT]	1	1	1	SINGLETON	1	CATALOGUE[OT+OL @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT]	1	SINGLETON	1	Namenseintrag »{N1}« — Folgevermerk, Fortsetzungsvermerk. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Namenseintrag »{N1}« weiterführen.	YES	1	f89r	PHARMA	G475-R108	otoldy	Droge »dy« — Folgevermerk, Fortsetzungsvermerk. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Droge »dy« weiterführen.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T097	CATALOGUE[AUSGANG · AUSGANG · {N1} · WERT @NONE]	1	1	1	SINGLETON	1	CATALOGUE[AR+AR+AIIN @NONE]	1	SINGLETON	1	Namenseintrag »{N1}« — Ausgangszuordnung, Ausgangszuordnung, Wertangabe.	YES	1	f89r	PHARMA	G475-R109	ararchodaiin	Droge »cho« — Ausgangszuordnung, Ausgangszuordnung, Wertangabe.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T098	INSTRUCTION[POSTEN · GEBEN · POSTEN · HIER @NONE] || INSTRUCTION[FORTSETZEN @KEEP_ACTIVE_UNIT:FORWARD_OPEN / NEHMEN · GRAD I · WÄHLEN @NONE]	1	1	1	SINGLETON	1	INSTRUCTION[Y+K+Y+D_ADDR @NONE] || INSTRUCTION[OL @KEEP_ACTIVE_UNIT:FORWARD_OPEN / CH+E+S @NONE]	1	SINGLETON	1	Gib den Posten [außen] und den Posten [innen] zu an der bezeichneten Stelle. Im selben Arbeitsgang: 1. Weiter beziehe den Eintrag. 2. Nimm den Eintrag und wähle den Eintrag, auf Grad I. Reihenfolge konkret: OL — im aktiven Eintrag weiter.	YES	0	f89r	PHARMA	G475-R110	ykyd|chol|ches	Gib den Drogenposten [außen] und den Drogenposten [innen] zu an der bezeichneten Stelle. Im selben Arbeitsgang: 1. Weiter beziehe den Eintrag. 2. Nimm den Eintrag und wähle den Eintrag, auf Grad I. Reihenfolge konkret: OL — im aktiven Eintrag weiter.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T099	CATALOGUE[DANACH · {N1} · ANTEIL @START_FRESH_SIBLING:FORWARD_OPEN]	1	1	1	SINGLETON	1	CATALOGUE[OT+AIN @START_FRESH_SIBLING:FORWARD_OPEN]	1	SINGLETON	1	Namenseintrag »{N1}« — Folgevermerk, Anteilsangabe. Reihenfolge konkret: OT — danach Namenseintrag »{N1}«.	YES	1	f89r	PHARMA	G475-R111	otorain	Droge »or« — Folgevermerk, Anteilsangabe. Reihenfolge konkret: OT — danach Droge »or«.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T100	INSTRUCTION[SETZEN · WERT @NONE / ANTEIL @NONE]	1	1	1	SINGLETON	1	INSTRUCTION[OK+AIIN @NONE / AIN @NONE]	1	SINGLETON	1	1. Setze den Wert als Ansatz an. 2. Im selben Gang setze den Anteil als Ansatz an.	YES	0	f89r	PHARMA	G475-R112	okaiin|dan	1. Setze den Mengenwert als Ansatz an. 2. Im selben Gang setze den Drogenanteil als Ansatz an.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T101	INSTRUCTION[{N1} · NEHMEN · HIER · POSTEN @NONE]	1	1	1	SINGLETON	1	INSTRUCTION[CH+LOCAL_CHAR_F+Y @NONE]	1	SINGLETON	1	Nimm den Namenseintrag »{N1}« und den Posten an der bezeichneten Stelle.	YES	1	f89r	PHARMA	G475-R113	ykocfhy	Nimm den Drogeneintrag »yko« und den Drogenposten an der bezeichneten Stelle.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T102	CATALOGUE[{N1} · ZIELORT · {N2} · HIER @NONE]	1	1	1	SINGLETON	1	CATALOGUE[AL+AM_ADDR @NONE]	1	SINGLETON	1	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Zielzuordnung, Hier-Vermerk.	YES	2	f89r	PHARMA	G475-R114	saldam	Droge »s« / Droge »d« — Zielzuordnung, Hier-Vermerk.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T103	CATALOGUE[{N1} · HIER · AUSGANG · AUSGANG · {N2} @NONE]	1	1	1	SINGLETON	1	CATALOGUE[D_ADDR+AR+AR @NONE]	1	SINGLETON	1	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Hier-Vermerk, Ausgangszuordnung, Ausgangszuordnung.	YES	2	f89r	PHARMA	G475-R115	sydarary	Droge »sy« / Droge »y« — Hier-Vermerk, Ausgangszuordnung, Ausgangszuordnung.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T104	COORDINATE[POSTEN · HIER · POSTEN @NONE]	1	1	1	SINGLETON	1	COORDINATE[Y+D_ADDR+Y @NONE]	1	SINGLETON	1	Adressspur: Posten → hier → Posten.	YES	0	f89r	PHARMA	G475-R116	yddy	Adressspur: Drogenposten → hier → Drogenposten.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T105	CATALOGUE[{N1} · EINHEIT · POSTEN @NONE] || CATALOGUE[{N2} · FORTSETZEN · POSTEN @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	1	1	1	SINGLETON	1	CATALOGUE[OR+Y @NONE] || CATALOGUE[OL+Y @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	1	SINGLETON	1	Namenseintrag »{N1}« — Einheitsangabe, Postenangabe. Fortgesetzter Katalogeintrag: Namenseintrag »{N2}« — Fortsetzungsvermerk, Postenangabe. Reihenfolge konkret: OL — Namenseintrag »{N2}« in Posten weiterführen.	YES	2	f89r	PHARMA	G475-R117	odory|doly	Droge »od« — Einheitsangabe, Postenangabe. Fortgesetzter Katalogeintrag: Droge »d« — Fortsetzungsvermerk, Postenangabe. Reihenfolge konkret: OL — Droge »d« in Posten weiterführen.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T106	CATALOGUE[{N1} · HIER @NONE]	1	1	1	SINGLETON	1	CATALOGUE[AM_ADDR @NONE]	1	SINGLETON	1	Namenseintrag »{N1}« — Hier-Vermerk.	YES	1	f89r	PHARMA	G475-R118	opchosam	Droge »opchos« — Hier-Vermerk.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T107	INSTRUCTION[{N1} · ZIELORT · {N2} · HALTEN · {N3} · FORTSETZEN @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	1	1	1	SINGLETON	1	INSTRUCTION[AL+SH+OL @KEEP_ACTIVE_UNIT:BACKWARD_HOLD]	1	SINGLETON	1	Weiter halte den Namenseintrag »{N1}«, den Namenseintrag »{N2}« und den Namenseintrag »{N3}« zum Zielort. Reihenfolge konkret: OL — Namenseintrag »{N3}« weiterführen.	YES	3	f89r	PHARMA	G475-R119	saloiinsheol	Weiter halte den Drogeneintrag »s«, den Drogeneintrag »oiin« und den Drogeneintrag »e« zum Zielgefäß. Reihenfolge konkret: OL — Droge »e« weiterführen.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T108	INSTRUCTION[AUSFÜHRUNG · EINSETZEN · NEHMEN · GRAD I · EINHEIT @NONE]	1	1	1	SINGLETON	1	INSTRUCTION[O+P+CH+E+OR @NONE]	1	SINGLETON	1	Setze die Einheit ein und nimm die Einheit, als Ausführung und auf Grad I.	YES	0	f89r	PHARMA	G475-R120	opcheor	Setze die Ansatzeinheit ein und nimm die Ansatzeinheit, als Ausführung und auf Grad I.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T109	CATALOGUE[DANACH · FORTSETZEN · {N1} @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT / POSTEN @NONE]	1	1	1	SINGLETON	1	CATALOGUE[OT+OL @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT / Y @NONE]	1	SINGLETON	1	1. Namenseintrag »{N1}« — Folgevermerk, Fortsetzungsvermerk. 2. Eintrag »{N2}« — Postenangabe. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Namenseintrag »{N1}« weiterführen.	YES	1	f89r	PHARMA	G475-R121	otold|y	1. Droge »d« — Folgevermerk, Fortsetzungsvermerk. 2. Eintrag »y« — Postenangabe. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Droge »d« weiterführen.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T110	INSTRUCTION[SETZEN · FORTSETZEN @KEEP_ACTIVE_UNIT:BACKWARD_HOLD / HALTEN · FORTSETZEN @KEEP_ACTIVE_UNIT:BACKWARD_HOLD / POSTEN @NONE]	1	1	1	SINGLETON	1	INSTRUCTION[OK+OL @KEEP_ACTIVE_UNIT:BACKWARD_HOLD / SH+OL @KEEP_ACTIVE_UNIT:BACKWARD_HOLD / Y @NONE]	1	SINGLETON	1	1. Weiter setze den Eintrag als Ansatz an. 2. Weiter halte den Eintrag. 3. Im selben Gang halte den Posten. Reihenfolge konkret: OL — Setzen weiterführen; OL — Halten weiterführen.	YES	0	f89r	PHARMA	G475-R122	okol|shol|dy	1. Weiter setze den Eintrag als Ansatz an. 2. Weiter halte den Eintrag. 3. Im selben Gang halte den Drogenposten. Reihenfolge konkret: OL — Setzen weiterführen; OL — Halten weiterführen.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T111	CATALOGUE[{N1} · AUSFÜHRUNG · STUFE @NONE]	1	1	1	SINGLETON	1	CATALOGUE[O+IIN @NONE]	1	SINGLETON	1	Namenseintrag »{N1}« — Ausführungsvermerk, Stufenvermerk.	YES	1	f89r	PHARMA	G475-R123	opchoroiin	Droge »opchor« — Ausführungsvermerk, Stufenvermerk.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T112	INSTRUCTION[GEBEN · EINHEIT · ANTEIL · POSTEN @NONE]	1	1	1	SINGLETON	1	INSTRUCTION[K+OR+AIN+Y @NONE]	1	SINGLETON	1	Gib die Einheit, den Anteil und den Posten zu.	YES	0	f89r	PHARMA	G475-R124	korainy	Gib die Ansatzeinheit, den Drogenanteil und den Drogenposten zu.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T113	INSTRUCTION[WÄHLEN · AUSFÜHRUNG · ZWEITE STUFE · MARKIEREN @NONE]	1	1	1	SINGLETON	1	INSTRUCTION[S+O+DA+R @NONE]	1	SINGLETON	1	Wähle den Eintrag und markiere den Eintrag, als Ausführung und auf der zweiten Stufe.	YES	0	f89r	PHARMA	G475-R125	sodar	Wähle den Eintrag und markiere den Eintrag, als Ausführung und auf der zweiten Stufe.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T114	INSTRUCTION[POSTEN · WÄHLEN @NONE]	1	1	1	SINGLETON	1	INSTRUCTION[Y+S @NONE]	1	SINGLETON	1	Wähle den Posten.	YES	0	f89r	PHARMA	G475-R126	cheys	Wähle den Drogenposten.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T115	INSTRUCTION[NEHMEN · GRAD I · AUSFÜHRUNG · POSTEN @NONE]	1	1	1	SINGLETON	1	INSTRUCTION[CH+E+O+Y @NONE]	1	SINGLETON	1	Nimm den Posten, auf Grad I und als Ausführung.	YES	0	f89r	PHARMA	G475-R127	cheody	Nimm den Drogenposten, auf Grad I und als Ausführung.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T116	CATALOGUE[{N1} · ANTEIL @NONE]	2	1	1	SAME_PAGE_RECURRENT	1	CATALOGUE[AIN @NONE]	2	MULTIPLE_SURFACES	1	Namenseintrag »{N1}« — Anteilsangabe.	YES	1	f89r	PHARMA	G475-R128|G475-R131	oporain || yorain	Droge »opor« — Anteilsangabe. || Droge »yor« — Anteilsangabe.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T117	INSTRUCTION[SETZEN · HALTEN · {N1} @NONE]	1	1	1	SINGLETON	1	INSTRUCTION[OK+SH @NONE]	1	SINGLETON	1	Setze den Namenseintrag »{N1}« als Ansatz an und halte den Namenseintrag »{N1}«.	YES	1	f89r	PHARMA	G475-R129	okshdchos	Setze den Drogeneintrag »dchos« als Ansatz an und halte den Drogeneintrag »dchos«.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T118	INSTRUCTION[SETZEN · ANTEIL @NONE]	1	1	1	SINGLETON	1	INSTRUCTION[OK+AIN @NONE]	1	SINGLETON	1	Setze den Anteil als Ansatz an.	YES	0	f89r	PHARMA	G475-R130	okain	Setze den Drogenanteil als Ansatz an.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T119	CATALOGUE[AUSFÜHRUNG · HIER · {N1} · ZIELORT @NONE]	1	1	1	SINGLETON	1	CATALOGUE[O+LOCAL_CHAR_F+AL @NONE]	1	SINGLETON	1	Namenseintrag »{N1}« — Ausführungsvermerk, Hier-Vermerk, Zielzuordnung.	YES	1	f89r	PHARMA	G475-R132	ofakal	Droge »ak« — Ausführungsvermerk, Hier-Vermerk, Zielzuordnung.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
G480-T120	COORDINATE[DANACH · FORTSETZEN · AUSGANG · FORTSETZEN @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT|BACKWARD_HOLD]	1	1	1	SINGLETON	1	COORDINATE[OT+OL+AR+OL @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT|BACKWARD_HOLD]	1	SINGLETON	1	Adressspur: danach → weiter → Ausgang → weiter. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Ausgang weiterführen; OL — Ausgang weiterführen.	YES	0	f89r	PHARMA	G475-R135	otolarol	Adressspur: danach → weiter → Ausgangsgefäß → weiter. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Ausgang weiterführen; OL — Ausgang weiterführen.	OWNER_NEUTRAL_WORKING_TEMPLATE__NO_NEW_MEANING
