template_assignment_id	record_id	physical_page	register	page_record_ordinal	record_start_role	bundle_count	event_count	bundle_ids	surface_sequence	active_model_sequence	strict_template_id	strict_template_record_count	strict_recurrence_class	strict_semantic_frame	recipe_frame	role_shape_id	role_shape_record_count	role_recurrence_class	role_shape_frame	literal_name_slot_count	owner_neutral_phrase_de	definitive_record_reading_de	all_sequences_have_default
G480-A082	G475-R082	f72r	CELESTIAL	66	UNMARKED_NEW_LOCUS	1	2	G474-B087	ytoar|shar	CATALOGUE	G480-T073	1	SINGLETON	CATALOGUE[{N1} · AUSGANG @NONE / HALTEN · AUSGANG @NONE]	CATALOGUE[AR @NONE / SH+AR @NONE]	G480-S065	1	SINGLETON	CATALOGUE[NAME · REL @NONE / ACTION · REL @NONE]	1	1. Namenseintrag »{N1}« — Ausgangszuordnung. 2. Eintrag »{N2}« — Haltevermerk, Ausgangszuordnung.	1. Sternstelle »yto« — Ausgangszuordnung. 2. Eintrag »shar« — Haltevermerk, Ausgangszuordnung.	YES
G480-A083	G475-R083	f72r	CELESTIAL	67	UNMARKED_NEW_LOCUS	1	1	G474-B088	octho	INSTRUCTION	G480-T074	1	SINGLETON	INSTRUCTION[{N1} · NEHMEN · EINSTELLEN · {N1} @NONE]	INSTRUCTION[CH+T @NONE]	G480-S066	1	SINGLETON	INSTRUCTION[NAME · ACTION · ACTION · NAME @NONE]	1	Nimm den Namenseintrag »{N1}« und den Namenseintrag »{N1}« auf und stelle den Namenseintrag »{N1}« und den Namenseintrag »{N1}« ein.	Nimm den Sternstelleneintrag »o« und den Sternstelleneintrag »o« auf und stelle den Sternstelleneintrag »o« und den Sternstelleneintrag »o« ein.	YES
G480-A084	G475-R084	f72r	CELESTIAL	68	UNMARKED_NEW_LOCUS	2	2	G474-B089|G474-B090	aral|oletal	COORDINATE|COORDINATE	G480-T075	1	SINGLETON	COORDINATE[AUSGANG · ZIELORT @NONE] || COORDINATE[FORTSETZEN · {N1} · ZIELORT @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	COORDINATE[AR+AL @NONE] || COORDINATE[OL+AL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	G480-S067	1	SINGLETON	COORDINATE[REL · REL @NONE] || COORDINATE[ORDER · NAME · REL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	1	Adressspur: Ausgang → Zielort. Dazugehörige Adressspur: weiter → Namenseintrag »{N1}« → Zielort. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N1}«.	Adressspur: Ausgangsposition → Zielposition. Dazugehörige Adressspur: weiter → Sternstelle »et« → Zielposition. Reihenfolge konkret: OL — weiter mit Sternstelle »et«.	YES
G480-A085	G475-R085	f77r	BIOLOGICAL	1	PAGE_START	2	2	G474-B091|G474-B092	darchdar|olkchs	CATALOGUE|CATALOGUE	G480-T076	1	SINGLETON	CATALOGUE[{N1} · AUSGANG · {N2} · AUSGANG @NONE] || CATALOGUE[FORTSETZEN · {N3} @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	CATALOGUE[AR+AR @NONE] || CATALOGUE[OL @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	G480-S068	1	SINGLETON	CATALOGUE[NAME · REL · NAME · REL @NONE] || CATALOGUE[ORDER · NAME @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	3	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Ausgangszuordnung, Ausgangszuordnung. Fortgesetzter Katalogeintrag: Namenseintrag »{N3}« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N3}«.	Badstation »d« / Badstation »chd« — Ausgangszuordnung, Ausgangszuordnung. Fortgesetzter Katalogeintrag: Badstation »kchs« — Fortsetzungsvermerk. Reihenfolge konkret: OL — weiter mit Badstation »kchs«.	YES
G480-A086	G475-R086	f77r	BIOLOGICAL	2	EXPLICIT_NEXT_SIBLING_OT	1	1	G474-B093	otedy	COORDINATE	G480-T077	1	SINGLETON	COORDINATE[DANACH · GRAD I · SCHLUSS @START_FRESH_SIBLING:FORWARD_OPEN]	COORDINATE[OT+E+DY @START_FRESH_SIBLING:FORWARD_OPEN]	G480-S069	1	SINGLETON	COORDINATE[ORDER · MOD · MOD @START_FRESH_SIBLING:FORWARD_OPEN]	0	Adressspur: danach → Grad I → Endpunkt. Reihenfolge konkret: OT — danach Grad I.	Adressspur: danach → Grad I → Endpunkt. Reihenfolge konkret: OT — danach Grad I.	YES
G480-A087	G475-R087	f77r	BIOLOGICAL	3	EXPLICIT_NEXT_SIBLING_OT	1	1	G474-B094	otork	CATALOGUE	G480-T005	4	CROSS_REGISTER	CATALOGUE[DANACH · {N1} @START_FRESH_SIBLING:FORWARD_OPEN]	CATALOGUE[OT @START_FRESH_SIBLING:FORWARD_OPEN]	G480-S005	4	CROSS_REGISTER	CATALOGUE[ORDER · NAME @START_FRESH_SIBLING:FORWARD_OPEN]	1	Namenseintrag »{N1}« — Folgevermerk. Reihenfolge konkret: OT — danach Namenseintrag »{N1}«.	Badstation »ork« — Folgevermerk. Reihenfolge konkret: OT — danach Badstation »ork«.	YES
G480-A088	G475-R088	f77r	BIOLOGICAL	4	EXPLICIT_NEXT_SIBLING_OT	1	1	G474-B095	otol	COORDINATE	G480-T078	1	SINGLETON	COORDINATE[DANACH · FORTSETZEN @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BACKWARD_HOLD]	COORDINATE[OT+OL @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BACKWARD_HOLD]	G480-S070	1	SINGLETON	COORDINATE[ORDER · ORDER @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BACKWARD_HOLD]	0	Adressspur: danach → weiter. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt weiterführen.	Adressspur: danach → weiter. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt weiterführen.	YES
G480-A089	G475-R089	f77r	BIOLOGICAL	5	UNMARKED_NEW_LOCUS	1	1	G474-B096	dchdy	INSTRUCTION	G480-T079	1	SINGLETON	INSTRUCTION[BEARBEITEN · SCHLUSS @NONE]	INSTRUCTION[CHD+DY @NONE]	G480-S045	2	CROSS_REGISTER	INSTRUCTION[ACTION · MOD @NONE]	0	Bearbeite den Eintrag, und schließe den Schritt.	Bearbeite den Eintrag, und schließe den Schritt.	YES
G480-A090	G475-R090	f77r	BIOLOGICAL	6	UNMARKED_NEW_LOCUS	1	1	G474-B097	soral	CATALOGUE	G480-T080	1	SINGLETON	CATALOGUE[{N1} · ZIELORT @NONE]	CATALOGUE[AL @NONE]	G480-S046	2	CROSS_REGISTER	CATALOGUE[NAME · REL @NONE]	1	Namenseintrag »{N1}« — Zielzuordnung.	Badstation »sor« — Zielzuordnung.	YES
G480-A091	G475-R091	f77r	BIOLOGICAL	7	EXPLICIT_NEXT_SIBLING_OT	1	1	G474-B098	dotedy	CATALOGUE	G480-T081	1	SINGLETON	CATALOGUE[{N1} · DANACH · {N2} @START_FRESH_SIBLING:BRIDGE_LEFT_TO_RIGHT]	CATALOGUE[OT @START_FRESH_SIBLING:BRIDGE_LEFT_TO_RIGHT]	G480-S071	1	SINGLETON	CATALOGUE[NAME · ORDER · NAME @START_FRESH_SIBLING:BRIDGE_LEFT_TO_RIGHT]	2	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Folgevermerk. Reihenfolge konkret: OT — nach Namenseintrag »{N1}« folgt Namenseintrag »{N2}«.	Badstation »d« / Badstation »edy« — Folgevermerk. Reihenfolge konkret: OT — nach Badstation »d« folgt Badstation »edy«.	YES
G480-A092	G475-R092	f77r	BIOLOGICAL	8	EXPLICIT_NEXT_SIBLING_OT	1	1	G474-B099	otchdy	INSTRUCTION	G480-T082	1	SINGLETON	INSTRUCTION[DANACH · BEARBEITEN · SCHLUSS @START_FRESH_SIBLING:FORWARD_OPEN]	INSTRUCTION[OT+CHD+DY @START_FRESH_SIBLING:FORWARD_OPEN]	G480-S072	1	SINGLETON	INSTRUCTION[ORDER · ACTION · MOD @START_FRESH_SIBLING:FORWARD_OPEN]	0	Danach bearbeite den Eintrag, und schließe den Schritt. Reihenfolge konkret: OT — danach Bearbeiten.	Danach bearbeite den Eintrag, und schließe den Schritt. Reihenfolge konkret: OT — danach Bearbeiten.	YES
G480-A093	G475-R093	f77r	BIOLOGICAL	9	EXPLICIT_NEXT_SIBLING_OT	1	2	G474-B100	otolaiin|o	COORDINATE	G480-T083	1	SINGLETON	COORDINATE[DANACH · FORTSETZEN · WERT @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT / AUSFÜHRUNG @NONE]	COORDINATE[OT+OL+AIIN @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT / O @NONE]	G480-S073	1	SINGLETON	COORDINATE[ORDER · ORDER · ARG @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT / MOD @NONE]	0	1. Adressspur: danach → weiter → Wert. 2. Adressspur: Ausführungspunkt. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Wert weiterführen.	1. Adressspur: danach → weiter → Stationswert. 2. Adressspur: Ausführungspunkt. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Wert weiterführen.	YES
G480-A094	G475-R094	f88v	PHARMA	1	PAGE_START	1	1	G474-B101	okalyd	INSTRUCTION	G480-T084	1	SINGLETON	INSTRUCTION[SETZEN · ZIELORT · {N1} @NONE]	INSTRUCTION[OK+AL @NONE]	G480-S032	2	CROSS_REGISTER	INSTRUCTION[ACTION · REL · NAME @NONE]	1	Setze den Namenseintrag »{N1}« als Ansatz an zum Zielort.	Setze den Drogeneintrag »yd« als Ansatz an zum Zielgefäß.	YES
G480-A095	G475-R095	f88v	PHARMA	2	UNMARKED_NEW_LOCUS	1	1	G474-B102	cheocthy	INSTRUCTION	G480-T085	1	SINGLETON	INSTRUCTION[{N1} · NEHMEN · EINSTELLEN · POSTEN @NONE]	INSTRUCTION[CH+T+Y @NONE]	G480-S074	1	SINGLETON	INSTRUCTION[NAME · ACTION · ACTION · ARG @NONE]	1	Nimm den Namenseintrag »{N1}« und den Posten und stelle den Namenseintrag »{N1}« und den Posten ein.	Nimm den Drogeneintrag »cheo« und den Drogenposten und stelle den Drogeneintrag »cheo« und den Drogenposten ein.	YES
G480-A096	G475-R096	f88v	PHARMA	3	UNMARKED_NEW_LOCUS	1	1	G474-B103	cpheor	CATALOGUE	G480-T086	1	SINGLETON	CATALOGUE[{N1} · EINHEIT @NONE]	CATALOGUE[OR @NONE]	G480-S054	5	CROSS_REGISTER	CATALOGUE[NAME · ARG @NONE]	1	Namenseintrag »{N1}« — Einheitsangabe.	Droge »cphe« — Einheitsangabe.	YES
G480-A097	G475-R097	f88v	PHARMA	4	EXPLICIT_NEXT_SIBLING_OT	1	2	G474-B104	otar|arody	CATALOGUE	G480-T087	1	SINGLETON	CATALOGUE[DANACH · AUSGANG @START_FRESH_SIBLING:FORWARD_OPEN / AUSGANG · {N1} @NONE]	CATALOGUE[OT+AR @START_FRESH_SIBLING:FORWARD_OPEN / AR @NONE]	G480-S075	1	SINGLETON	CATALOGUE[ORDER · REL @START_FRESH_SIBLING:FORWARD_OPEN / REL · NAME @NONE]	1	1. Eintrag »{N1}« — Folgevermerk, Ausgangszuordnung. 2. Namenseintrag »{N2}« — Ausgangszuordnung. Reihenfolge konkret: OT — danach Ausgang.	1. Eintrag »otar« — Folgevermerk, Ausgangszuordnung. 2. Droge »ody« — Ausgangszuordnung. Reihenfolge konkret: OT — danach Ausgang.	YES
G480-A098	G475-R098	f88v	PHARMA	5	EXPLICIT_NEXT_SIBLING_OT	1	1	G474-B105	otokol	INSTRUCTION	G480-T088	1	SINGLETON	INSTRUCTION[DANACH · SETZEN · FORTSETZEN @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BACKWARD_HOLD]	INSTRUCTION[OT+OK+OL @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BACKWARD_HOLD]	G480-S076	1	SINGLETON	INSTRUCTION[ORDER · ACTION · ORDER @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BACKWARD_HOLD]	0	Danach und weiter setze den Eintrag als Ansatz an. Reihenfolge konkret: OT — danach Setzen; OL — Setzen weiterführen.	Danach und weiter setze den Eintrag als Ansatz an. Reihenfolge konkret: OT — danach Setzen; OL — Setzen weiterführen.	YES
G480-A099	G475-R099	f88v	PHARMA	6	EXPLICIT_NEXT_SIBLING_OT	1	1	G474-B106	otoram	CATALOGUE	G480-T089	1	SINGLETON	CATALOGUE[DANACH · {N1} · HIER @START_FRESH_SIBLING:FORWARD_OPEN]	CATALOGUE[OT+AM_ADDR @START_FRESH_SIBLING:FORWARD_OPEN]	G480-S077	1	SINGLETON	CATALOGUE[ORDER · NAME · MOD @START_FRESH_SIBLING:FORWARD_OPEN]	1	Namenseintrag »{N1}« — Folgevermerk, Hier-Vermerk. Reihenfolge konkret: OT — danach Namenseintrag »{N1}«.	Droge »or« — Folgevermerk, Hier-Vermerk. Reihenfolge konkret: OT — danach Droge »or«.	YES
G480-A100	G475-R100	f88v	PHARMA	7	EXPLICIT_NEXT_SIBLING_OT	1	1	G474-B107	otora	CATALOGUE	G480-T005	4	CROSS_REGISTER	CATALOGUE[DANACH · {N1} @START_FRESH_SIBLING:FORWARD_OPEN]	CATALOGUE[OT @START_FRESH_SIBLING:FORWARD_OPEN]	G480-S005	4	CROSS_REGISTER	CATALOGUE[ORDER · NAME @START_FRESH_SIBLING:FORWARD_OPEN]	1	Namenseintrag »{N1}« — Folgevermerk. Reihenfolge konkret: OT — danach Namenseintrag »{N1}«.	Droge »ora« — Folgevermerk. Reihenfolge konkret: OT — danach Droge »ora«.	YES
G480-A101	G475-R101	f88v	PHARMA	8	UNMARKED_NEW_LOCUS	1	1	G474-B108	cheosdy	CATALOGUE	G480-T090	1	SINGLETON	CATALOGUE[{F1}:NAMENSFAMILIE · {N1} @NONE]	CATALOGUE[NONE @NONE]	G480-S078	1	SINGLETON	CATALOGUE[MOD · NAME @NONE]	1	Namenseintrag »{N1}« — Namensfamilie »{N2}«.	Droge »cheosdy« — Drogenfamilie »cheo«.	YES
G480-A102	G475-R102	f88v	PHARMA	9	UNMARKED_NEW_LOCUS	1	1	G474-B109	okaiin	INSTRUCTION	G480-T091	1	SINGLETON	INSTRUCTION[SETZEN · WERT @NONE]	INSTRUCTION[OK+AIIN @NONE]	G480-S079	2	CROSS_PAGE	INSTRUCTION[ACTION · ARG @NONE]	0	Setze den Wert als Ansatz an.	Setze den Mengenwert als Ansatz an.	YES
G480-A103	G475-R103	f88v	PHARMA	10	UNMARKED_NEW_LOCUS	1	1	G474-B110	daramdal	CATALOGUE	G480-T092	1	SINGLETON	CATALOGUE[{N1} · AUSGANG · {N2} · ZIELORT @NONE]	CATALOGUE[AR+AL @NONE]	G480-S080	1	SINGLETON	CATALOGUE[NAME · REL · NAME · REL @NONE]	2	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Ausgangszuordnung, Zielzuordnung.	Droge »d« / Droge »am« — Ausgangszuordnung, Zielzuordnung.	YES
G480-A104	G475-R104	f88v	PHARMA	11	EXPLICIT_NEXT_SIBLING_OT	1	1	G474-B111	otydary	CATALOGUE	G480-T093	1	SINGLETON	CATALOGUE[DANACH · {N1} · HIER · AUSGANG · {N1} @START_FRESH_SIBLING:FORWARD_OPEN]	CATALOGUE[OT+D_ADDR+AR @START_FRESH_SIBLING:FORWARD_OPEN]	G480-S081	1	SINGLETON	CATALOGUE[ORDER · NAME · MOD · REL · NAME @START_FRESH_SIBLING:FORWARD_OPEN]	1	Namenseintrag »{N1}« / Namenseintrag »{N1}« — Folgevermerk, Hier-Vermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Namenseintrag »{N1}«.	Droge »y« / Droge »y« — Folgevermerk, Hier-Vermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Droge »y«.	YES
G480-A105	G475-R105	f88v	PHARMA	12	EXPLICIT_NEXT_SIBLING_OT	1	1	G474-B112	otdordy	CATALOGUE	G480-T005	4	CROSS_REGISTER	CATALOGUE[DANACH · {N1} @START_FRESH_SIBLING:FORWARD_OPEN]	CATALOGUE[OT @START_FRESH_SIBLING:FORWARD_OPEN]	G480-S005	4	CROSS_REGISTER	CATALOGUE[ORDER · NAME @START_FRESH_SIBLING:FORWARD_OPEN]	1	Namenseintrag »{N1}« — Folgevermerk. Reihenfolge konkret: OT — danach Namenseintrag »{N1}«.	Droge »dordy« — Folgevermerk. Reihenfolge konkret: OT — danach Droge »dordy«.	YES
G480-A106	G475-R106	f88v	PHARMA	13	UNMARKED_NEW_LOCUS	1	1	G474-B113	dararda	CATALOGUE	G480-T094	1	SINGLETON	CATALOGUE[{N1} · AUSGANG · AUSGANG · {N2} @NONE]	CATALOGUE[AR+AR @NONE]	G480-S082	1	SINGLETON	CATALOGUE[NAME · REL · REL · NAME @NONE]	2	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Ausgangszuordnung, Ausgangszuordnung.	Droge »d« / Droge »da« — Ausgangszuordnung, Ausgangszuordnung.	YES
G480-A107	G475-R107	f89r	PHARMA	1	PAGE_START	3	3	G474-B114|G474-B115|G474-B116	okchshy|qkol|oldam	INSTRUCTION|INSTRUCTION|INSTRUCTION	G480-T095	1	SINGLETON	INSTRUCTION[SETZEN · NEHMEN · POSTEN @NONE] || INSTRUCTION[{N1} · FORTSETZEN @KEEP_ACTIVE_UNIT:BACKWARD_HOLD] || INSTRUCTION[FORTSETZEN · {N2} · HIER @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	INSTRUCTION[OK+CH+Y @NONE] || INSTRUCTION[OL @KEEP_ACTIVE_UNIT:BACKWARD_HOLD] || INSTRUCTION[OL+AM_ADDR @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	G480-S083	1	SINGLETON	INSTRUCTION[ACTION · ACTION · ARG @NONE] || INSTRUCTION[NAME · ORDER @KEEP_ACTIVE_UNIT:BACKWARD_HOLD] || INSTRUCTION[ORDER · NAME · MOD @KEEP_ACTIVE_UNIT:FORWARD_OPEN]	2	Setze den Posten als Ansatz an und nimm den Posten. Im selben Arbeitsgang: Weiter beziehe den Namenseintrag »{N1}«. Reihenfolge konkret: OL — Namenseintrag »{N1}« weiterführen. Im selben Arbeitsgang: Weiter beziehe den Namenseintrag »{N2}« an der bezeichneten Stelle. Reihenfolge konkret: OL — weiter mit Namenseintrag »{N2}«.	Setze den Drogenposten als Ansatz an und nimm den Drogenposten. Im selben Arbeitsgang: Weiter beziehe den Drogeneintrag »qk«. Reihenfolge konkret: OL — Droge »qk« weiterführen. Im selben Arbeitsgang: Weiter beziehe den Drogeneintrag »d« an der bezeichneten Stelle. Reihenfolge konkret: OL — weiter mit Droge »d«.	YES
G480-A108	G475-R108	f89r	PHARMA	2	EXPLICIT_NEXT_SIBLING_OT	1	1	G474-B117	otoldy	CATALOGUE	G480-T096	1	SINGLETON	CATALOGUE[DANACH · FORTSETZEN · {N1} @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT]	CATALOGUE[OT+OL @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT]	G480-S084	1	SINGLETON	CATALOGUE[ORDER · ORDER · NAME @START_FRESH_SIBLING|KEEP_ACTIVE_UNIT:FORWARD_OPEN|BRIDGE_LEFT_TO_RIGHT]	1	Namenseintrag »{N1}« — Folgevermerk, Fortsetzungsvermerk. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Namenseintrag »{N1}« weiterführen.	Droge »dy« — Folgevermerk, Fortsetzungsvermerk. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Droge »dy« weiterführen.	YES
G480-A109	G475-R109	f89r	PHARMA	3	UNMARKED_NEW_LOCUS	1	1	G474-B118	ararchodaiin	CATALOGUE	G480-T097	1	SINGLETON	CATALOGUE[AUSGANG · AUSGANG · {N1} · WERT @NONE]	CATALOGUE[AR+AR+AIIN @NONE]	G480-S085	1	SINGLETON	CATALOGUE[REL · REL · NAME · ARG @NONE]	1	Namenseintrag »{N1}« — Ausgangszuordnung, Ausgangszuordnung, Wertangabe.	Droge »cho« — Ausgangszuordnung, Ausgangszuordnung, Wertangabe.	YES
G480-A110	G475-R110	f89r	PHARMA	4	UNMARKED_NEW_LOCUS	2	3	G474-B119|G474-B120	ykyd|chol|ches	INSTRUCTION|INSTRUCTION	G480-T098	1	SINGLETON	INSTRUCTION[POSTEN · GEBEN · POSTEN · HIER @NONE] || INSTRUCTION[FORTSETZEN @KEEP_ACTIVE_UNIT:FORWARD_OPEN / NEHMEN · GRAD I · WÄHLEN @NONE]	INSTRUCTION[Y+K+Y+D_ADDR @NONE] || INSTRUCTION[OL @KEEP_ACTIVE_UNIT:FORWARD_OPEN / CH+E+S @NONE]	G480-S086	1	SINGLETON	INSTRUCTION[ARG · ACTION · ARG · MOD @NONE] || INSTRUCTION[ORDER @KEEP_ACTIVE_UNIT:FORWARD_OPEN / ACTION · MOD · ACTION @NONE]	0	Gib den Posten [außen] und den Posten [innen] zu an der bezeichneten Stelle. Im selben Arbeitsgang: 1. Weiter beziehe den Eintrag. 2. Nimm den Eintrag und wähle den Eintrag, auf Grad I. Reihenfolge konkret: OL — im aktiven Eintrag weiter.	Gib den Drogenposten [außen] und den Drogenposten [innen] zu an der bezeichneten Stelle. Im selben Arbeitsgang: 1. Weiter beziehe den Eintrag. 2. Nimm den Eintrag und wähle den Eintrag, auf Grad I. Reihenfolge konkret: OL — im aktiven Eintrag weiter.	YES
G480-A111	G475-R111	f89r	PHARMA	5	EXPLICIT_NEXT_SIBLING_OT	1	1	G474-B121	otorain	CATALOGUE	G480-T099	1	SINGLETON	CATALOGUE[DANACH · {N1} · ANTEIL @START_FRESH_SIBLING:FORWARD_OPEN]	CATALOGUE[OT+AIN @START_FRESH_SIBLING:FORWARD_OPEN]	G480-S027	2	CROSS_REGISTER	CATALOGUE[ORDER · NAME · ARG @START_FRESH_SIBLING:FORWARD_OPEN]	1	Namenseintrag »{N1}« — Folgevermerk, Anteilsangabe. Reihenfolge konkret: OT — danach Namenseintrag »{N1}«.	Droge »or« — Folgevermerk, Anteilsangabe. Reihenfolge konkret: OT — danach Droge »or«.	YES
G480-A112	G475-R112	f89r	PHARMA	6	UNMARKED_NEW_LOCUS	1	2	G474-B122	okaiin|dan	INSTRUCTION	G480-T100	1	SINGLETON	INSTRUCTION[SETZEN · WERT @NONE / ANTEIL @NONE]	INSTRUCTION[OK+AIIN @NONE / AIN @NONE]	G480-S087	1	SINGLETON	INSTRUCTION[ACTION · ARG @NONE / ARG @NONE]	0	1. Setze den Wert als Ansatz an. 2. Im selben Gang setze den Anteil als Ansatz an.	1. Setze den Mengenwert als Ansatz an. 2. Im selben Gang setze den Drogenanteil als Ansatz an.	YES
G480-A113	G475-R113	f89r	PHARMA	7	UNMARKED_NEW_LOCUS	1	1	G474-B123	ykocfhy	INSTRUCTION	G480-T101	1	SINGLETON	INSTRUCTION[{N1} · NEHMEN · HIER · POSTEN @NONE]	INSTRUCTION[CH+LOCAL_CHAR_F+Y @NONE]	G480-S088	1	SINGLETON	INSTRUCTION[NAME · ACTION · MOD · ARG @NONE]	1	Nimm den Namenseintrag »{N1}« und den Posten an der bezeichneten Stelle.	Nimm den Drogeneintrag »yko« und den Drogenposten an der bezeichneten Stelle.	YES
G480-A114	G475-R114	f89r	PHARMA	8	UNMARKED_NEW_LOCUS	1	1	G474-B124	saldam	CATALOGUE	G480-T102	1	SINGLETON	CATALOGUE[{N1} · ZIELORT · {N2} · HIER @NONE]	CATALOGUE[AL+AM_ADDR @NONE]	G480-S089	1	SINGLETON	CATALOGUE[NAME · REL · NAME · MOD @NONE]	2	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Zielzuordnung, Hier-Vermerk.	Droge »s« / Droge »d« — Zielzuordnung, Hier-Vermerk.	YES
G480-A115	G475-R115	f89r	PHARMA	9	UNMARKED_NEW_LOCUS	1	1	G474-B125	sydarary	CATALOGUE	G480-T103	1	SINGLETON	CATALOGUE[{N1} · HIER · AUSGANG · AUSGANG · {N2} @NONE]	CATALOGUE[D_ADDR+AR+AR @NONE]	G480-S090	1	SINGLETON	CATALOGUE[NAME · MOD · REL · REL · NAME @NONE]	2	Namenseintrag »{N1}« / Namenseintrag »{N2}« — Hier-Vermerk, Ausgangszuordnung, Ausgangszuordnung.	Droge »sy« / Droge »y« — Hier-Vermerk, Ausgangszuordnung, Ausgangszuordnung.	YES
G480-A116	G475-R116	f89r	PHARMA	10	UNMARKED_NEW_LOCUS	1	1	G474-B126	yddy	COORDINATE	G480-T104	1	SINGLETON	COORDINATE[POSTEN · HIER · POSTEN @NONE]	COORDINATE[Y+D_ADDR+Y @NONE]	G480-S091	1	SINGLETON	COORDINATE[ARG · MOD · ARG @NONE]	0	Adressspur: Posten → hier → Posten.	Adressspur: Drogenposten → hier → Drogenposten.	YES
G480-A117	G475-R117	f89r	PHARMA	11	UNMARKED_NEW_LOCUS	2	2	G474-B127|G474-B128	odory|doly	CATALOGUE|CATALOGUE	G480-T105	1	SINGLETON	CATALOGUE[{N1} · EINHEIT · POSTEN @NONE] || CATALOGUE[{N2} · FORTSETZEN · POSTEN @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	CATALOGUE[OR+Y @NONE] || CATALOGUE[OL+Y @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	G480-S092	1	SINGLETON	CATALOGUE[NAME · ARG · ARG @NONE] || CATALOGUE[NAME · ORDER · ARG @KEEP_ACTIVE_UNIT:BRIDGE_LEFT_TO_RIGHT]	2	Namenseintrag »{N1}« — Einheitsangabe, Postenangabe. Fortgesetzter Katalogeintrag: Namenseintrag »{N2}« — Fortsetzungsvermerk, Postenangabe. Reihenfolge konkret: OL — Namenseintrag »{N2}« in Posten weiterführen.	Droge »od« — Einheitsangabe, Postenangabe. Fortgesetzter Katalogeintrag: Droge »d« — Fortsetzungsvermerk, Postenangabe. Reihenfolge konkret: OL — Droge »d« in Posten weiterführen.	YES
G480-A118	G475-R118	f89r	PHARMA	12	UNMARKED_NEW_LOCUS	1	1	G474-B129	opchosam	CATALOGUE	G480-T106	1	SINGLETON	CATALOGUE[{N1} · HIER @NONE]	CATALOGUE[AM_ADDR @NONE]	G480-S093	1	SINGLETON	CATALOGUE[NAME · MOD @NONE]	1	Namenseintrag »{N1}« — Hier-Vermerk.	Droge »opchos« — Hier-Vermerk.	YES
