dictionary_entry_id	surfaces	component_recipe	atomic_pocket_sequence_de	observed_channel	observed_channel_reading_de	events	pages
P912-D1012	qotchedy	OT+CHD+DY	NAECHST + WECHSEL + ENDE	WORKSHOP_PROSE	danach oder nächster Posten; Arbeitsgut umsetzen; Arbeitsschritt schließen	2	f83r
P912-D0115	cheedar	EE+AR	LANG + QUELLE	WORKSHOP_PROSE	länger oder gehalten; Entnahmestelle	1	f83r
P912-D0182	chldaiin	L+AIIN	VERBINDUNG + SOLLWERT	WORKSHOP_PROSE	entlang des Arbeitswegs führen; Sollmaß	1	f83r
P912-D0091	chealror	AL+R+OR	ZIEL + MARKE + EINTRAG	WORKSHOP_PROSE	Ziel- oder Anschlussstelle; Zustand kennzeichnen; Ansatz oder Zubereitung	1	f83r
P912-D0340	dcheokedy	D_ADDR+CHEO+K+E+D_ADDR+Y	UNTER + AUSZUG + ZUORDNUNG + KURZ + UNTER + DIES	WORKSHOP_PROSE	bezeichneter Teil; Auszug; Material zugeben; kurz oder direkt; bezeichneter Teil; dieser Arbeitsgegenstand	1	f83r
P912-D0480	lkeed	L+K+EE+D_ADDR	VERBINDUNG + ZUORDNUNG + LANG + UNTER	WORKSHOP_PROSE	entlang des Arbeitswegs führen; Material zugeben; länger oder gehalten; bezeichneter Teil	1	f83r
P912-D1355	ytaiin	Y+T+AIIN	DIES + EINSTELLUNG + SOLLWERT	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Sollmaß	1	f83r
P912-D1121	shechy	SH+E+CH+Y	HALT + KURZ + AUSWAHL + DIES	WORKSHOP_PROSE	Arbeitsgegenstand halten; kurz oder direkt; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	1	f83r
P912-D1103	schety	S+CH+E+T+Y	WAHL + AUSWAHL + KURZ + EINSTELLUNG + DIES	WORKSHOP_PROSE	Arbeitsvariante auswählen; bezeichneten Anteil entnehmen; kurz oder direkt; Arbeitsgang einstellen; dieser Arbeitsgegenstand	1	f83r
P912-D0890	pdalshdy	P+DA+LSH+D_ADDR+Y	EINSATZ + ZWEIT + SPUELEN + UNTER + DIES	WORKSHOP_PROSE	Material einsetzen; zweite Arbeitsstufe; spülen; bezeichneter Teil; dieser Arbeitsgegenstand	1	f83r
P912-D1170	shocphedy	SH+O+CPH+E+DY	HALT + GANG + GEGENLAUF + KURZ + ENDE	WORKSHOP_PROSE	Arbeitsgegenstand halten; Arbeitsgang ausführen; umleiten; kurz oder direkt; Arbeitsschritt schließen	1	f83r
P912-D0856	otor	OT+OR	NAECHST + EINTRAG	WORKSHOP_PROSE	danach oder nächster Posten; Ansatz oder Zubereitung	2	f83r
P912-D0733	opshedy	O+P+SHED+Y	GANG + EINSATZ + ABSETZEN + DIES	WORKSHOP_PROSE	Arbeitsgang ausführen; Material einsetzen; absetzen lassen; dieser Arbeitsgegenstand	1	f83r
P912-D0863	otshdy	OT+SH+D_ADDR+Y	NAECHST + HALT + UNTER + DIES	WORKSHOP_PROSE	danach oder nächster Posten; Arbeitsgegenstand halten; bezeichneter Teil; dieser Arbeitsgegenstand	1	f83r
P912-D0951	qokedol	OK+E+D_ADDR+OL	START + KURZ + UNTER + WEITER	WORKSHOP_PROSE	Arbeitsgang ansetzen; kurz oder direkt; bezeichneter Teil; im selben Arbeitsgang fortfahren	1	f83r
P912-D1118	shdy	SH+D_ADDR+Y	HALT + UNTER + DIES	WORKSHOP_PROSE	Arbeitsgegenstand halten; bezeichneter Teil; dieser Arbeitsgegenstand	1	f83r
P912-D1204	soldy	S+OL+D_ADDR+Y	WAHL + WEITER + UNTER + DIES	WORKSHOP_PROSE	Arbeitsvariante auswählen; im selben Arbeitsgang fortfahren; bezeichneter Teil; dieser Arbeitsgegenstand	1	f83r
P912-D0519	ockhey	O+CKH+E+Y	GANG + DURCHLASS + KURZ + DIES	WORKSHOP_PROSE	Arbeitsgang ausführen; durch einen Durchlass führen; kurz oder direkt; dieser Arbeitsgegenstand	1	f83r
P912-D0099	ched	CHD	WECHSEL	WORKSHOP_PROSE	Arbeitsgut umsetzen	1	f83r
P912-D0906	qetal	CARRIER_Q+E+T+AL	EINTRITT + KURZ + EINSTELLUNG + ZIEL	WORKSHOP_PROSE	neuen Kartenblock beginnen; kurz oder direkt; Arbeitsgang einstellen; Ziel- oder Anschlussstelle	1	f83r
P912-D1206	solkeedy	SOLK+EE+D_ADDR+Y	SAMMELN + LANG + UNTER + DIES	WORKSHOP_PROSE	auffangen; länger oder gehalten; bezeichneter Teil; dieser Arbeitsgegenstand	2	f83r
P912-D0117	cheeety	EEE+T+Y	VOLL + EINSTELLUNG + DIES	WORKSHOP_PROSE	vollständig; Arbeitsgang einstellen; dieser Arbeitsgegenstand	1	f83r
P912-D0072	chckhdy	CH+CKH+D_ADDR+Y	AUSWAHL + DURCHLASS + UNTER + DIES	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; durch einen Durchlass führen; bezeichneter Teil; dieser Arbeitsgegenstand	1	f83r
P912-D1101	schedair	CHD+AIR	WECHSEL + LAUFWEG	WORKSHOP_PROSE	Arbeitsgut umsetzen; Flüssigkeits- oder Stationslauf	1	f83r
P912-D0791	otchedy	OT+CHD+DY	NAECHST + WECHSEL + ENDE	WORKSHOP_PROSE	danach oder nächster Posten; Arbeitsgut umsetzen; Arbeitsschritt schließen	1	f83r
P912-D0103	chedain	CHD+AIN	WECHSEL + EINHEIT	WORKSHOP_PROSE	Arbeitsgut umsetzen; Portion	1	f83r
P912-D1016	qotedaiin	OT+E+AIIN	NAECHST + KURZ + SOLLWERT	WORKSHOP_PROSE	danach oder nächster Posten; kurz oder direkt; Sollmaß	1	f83r
P912-D0758	otaiin	OT+AIIN	NAECHST + SOLLWERT	WORKSHOP_PROSE	danach oder nächster Posten; Sollmaß	2	f83r
P912-D1127	shecthedy	SH+E+CTH+E+D_ADDR+Y	HALT + KURZ + BEREIT + KURZ + UNTER + DIES	WORKSHOP_PROSE	Arbeitsgegenstand halten; kurz oder direkt; bis bereit führen; kurz oder direkt; bezeichneter Teil; dieser Arbeitsgegenstand	1	f83r
P912-D1197	soiiin	S+O+LOCAL_CHAR_I+IIN	WAHL + GANG + I + STUFE	WORKSHOP_PROSE	Arbeitsvariante auswählen; Arbeitsgang ausführen; lokales Schreibzeichen; Arbeitsstufe	1	f83r
P912-D0165	chety	T+Y	EINSTELLUNG + DIES	WORKSHOP_PROSE	Arbeitsgang einstellen; dieser Arbeitsgegenstand	1	f83r
P912-D0713	olsaly	OL+AL+Y	WEITER + ZIEL + DIES	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand	1	f83r
P912-D0986	qolchey	OL+Y	WEITER + DIES	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand	1	f83r
P912-D0793	otchey	OT+Y	NAECHST + DIES	WORKSHOP_PROSE	danach oder nächster Posten; dieser Arbeitsgegenstand	1	f83r
P912-D1264	tol	T+OL	EINSTELLUNG + WEITER	WORKSHOP_PROSE	Arbeitsgang einstellen; im selben Arbeitsgang fortfahren	1	f83r
P912-D0982	qokylddy	OK+Y+LD+DY	START + DIES + BEFESTIGEN + ENDE	WORKSHOP_PROSE	Arbeitsgang ansetzen; dieser Arbeitsgegenstand; befestigen; Arbeitsschritt schließen	1	f83r
P912-D1079	salchedy	S+AL+CHD+Y	WAHL + ZIEL + WECHSEL + DIES	WORKSHOP_PROSE	Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	1	f83r
P912-D0924	qody	CARRIER_Q+O+DY	EINTRITT + GANG + ENDE	WORKSHOP_PROSE	neuen Kartenblock beginnen; Arbeitsgang ausführen; Arbeitsschritt schließen	1	f83r
P912-D0441	kesd	K+E+S_ADDR+D_ADDR	ZUORDNUNG + KURZ + STERNORT + UNTER	WORKSHOP_PROSE	Material zugeben; kurz oder direkt; bezeichnete s-Stelle; bezeichneter Teil	1	f83r
P912-D1064	saii	S+AIIN	WAHL + SOLLWERT	WORKSHOP_PROSE	Arbeitsvariante auswählen; Sollmaß	1	f83r
P912-D1252	techedy	T+E+CHD+Y	EINSTELLUNG + KURZ + WECHSEL + DIES	WORKSHOP_PROSE	Arbeitsgang einstellen; kurz oder direkt; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	1	f83r
P912-D1135	sheekchy	SH+EE+K+CH+Y	HALT + LANG + ZUORDNUNG + AUSWAHL + DIES	WORKSHOP_PROSE	Arbeitsgegenstand halten; länger oder gehalten; Material zugeben; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	1	f83r
P912-D1167	shky	SH+K+Y	HALT + ZUORDNUNG + DIES	WORKSHOP_PROSE	Arbeitsgegenstand halten; Material zugeben; dieser Arbeitsgegenstand	1	f83r
P912-D0376	dolshed	D_ADDR+OL+SHED	UNTER + WEITER + ABSETZEN	WORKSHOP_PROSE	bezeichneter Teil; im selben Arbeitsgang fortfahren; absetzen lassen	1	f83r
P912-D0946	qokchy	OK+Y	START + DIES	WORKSHOP_PROSE	Arbeitsgang ansetzen; dieser Arbeitsgegenstand	1	f83r
P912-D0620	okeeol	OK+EE+OL	START + LANG + WEITER	WORKSHOP_PROSE	Arbeitsgang ansetzen; länger oder gehalten; im selben Arbeitsgang fortfahren	1	f83r
P912-D0975	qokol	OK+OL	START + WEITER	WORKSHOP_PROSE	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren	1	f83r
P912-D0305	dairydy	AIR+Y+DY	LAUFWEG + DIES + ENDE	WORKSHOP_PROSE	Flüssigkeits- oder Stationslauf; dieser Arbeitsgegenstand; Arbeitsschritt schließen	1	f83r
P912-D0071	chckhal	CH+CKH+AL	AUSWAHL + DURCHLASS + ZIEL	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; durch einen Durchlass führen; Ziel- oder Anschlussstelle	1	f83r
P912-D1202	solchedy	S+OL+CHD+Y	WAHL + WEITER + WECHSEL + DIES	WORKSHOP_PROSE	Arbeitsvariante auswählen; im selben Arbeitsgang fortfahren; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	1	f83r
P912-D0100	chedaiin	CHD+AIIN	WECHSEL + SOLLWERT	WORKSHOP_PROSE	Arbeitsgut umsetzen; Sollmaß	1	f83r
P912-D1208	solkey	SOLK+E+Y	SAMMELN + KURZ + DIES	WORKSHOP_PROSE	auffangen; kurz oder direkt; dieser Arbeitsgegenstand	1	f83r
P912-D0988	qolkain	SOLK+AIN	SAMMELN + EINHEIT	WORKSHOP_PROSE	auffangen; Portion	1	f83r
P912-D0077	chcthdy	CH+CTH+D_ADDR+Y	AUSWAHL + BEREIT + UNTER + DIES	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; bis bereit führen; bezeichneter Teil; dieser Arbeitsgegenstand	1	f83r
P912-D0457	lchdy	L+CHD+Y	VERBINDUNG + WECHSEL + DIES	WORKSHOP_PROSE	entlang des Arbeitswegs führen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	1	f83r
P912-D1191	skar	K+AR	ZUORDNUNG + QUELLE	WORKSHOP_PROSE	Material zugeben; Entnahmestelle	1	f83r
P912-D0245	chtorol	CH+T+OR+OL	AUSWAHL + EINSTELLUNG + EINTRAG + WEITER	OWNER_ADDRESS_OR_DIAGRAM	Klasse oder Figur kennzeichnen; Platz oder Wert einstellen; Eintragsklasse; dieselbe Reihe fortführen	1	f83r
P912-D0712	olsaiin	OL+S+AIIN	WEITER + WAHL + SOLLWERT	OWNER_ADDRESS_OR_DIAGRAM	dieselbe Reihe fortführen; Bildklasse auswählen; verzeichneter Sollwert	1	f83r
P912-D0789	otchdy	OT+CHD+DY	NAECHST + WECHSEL + ENDE	WORKSHOP_PROSE	danach oder nächster Posten; Arbeitsgut umsetzen; Arbeitsschritt schließen	1	f83r
P912-D0085	chdal	CHD+AL	WECHSEL + ZIEL	WORKSHOP_PROSE	Arbeitsgut umsetzen; Ziel- oder Anschlussstelle	1	f83r
P912-D0287	daiiin	DA+IIN	ZWEIT + STUFE	WORKSHOP_PROSE	zweite Arbeitsstufe; Arbeitsstufe	1	f83r
P912-D1100	sasoldal	S+A_ADDR+S+OL+DA+L	WAHL + ADRESSE + WAHL + WEITER + ZWEIT + VERBINDUNG	OWNER_ADDRESS_OR_DIAGRAM	Bildklasse auswählen; lokale Bildadresse; Bildklasse auswählen; dieselbe Reihe fortführen; zweite Bildstufe; Bildverbindung	1	f83r
P912-D0331	darolsy	DA+R+OL+S+Y	ZWEIT + MARKE + WEITER + WAHL + DIES	OWNER_ADDRESS_OR_DIAGRAM	zweite Bildstufe; Zustandsmarke; dieselbe Reihe fortführen; Bildklasse auswählen; dieser Bildplatz	1	f83r
P912-D0905	qekey	E+K+E+Y	KURZ + ZUORDNUNG + KURZ + DIES	WORKSHOP_PROSE	kurz oder direkt; Material zugeben; kurz oder direkt; dieser Arbeitsgegenstand	1	f83r
P912-D1042	raly	R+AL+Y	MARKE + ZIEL + DIES	WORKSHOP_PROSE	Zustand kennzeichnen; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand	1	f83r
P912-D1203	solchkal	S+OL+CHK+AL	WAHL + WEITER + BEHANDLUNG + ZIEL	WORKSHOP_PROSE	Arbeitsvariante auswählen; im selben Arbeitsgang fortfahren; Arbeitsgegenstand behandeln; Ziel- oder Anschlussstelle	1	f83r
P912-D0472	ldalor	L+AL+OR	VERBINDUNG + ZIEL + EINTRAG	WORKSHOP_PROSE	entlang des Arbeitswegs führen; Ziel- oder Anschlussstelle; Ansatz oder Zubereitung	1	f83r
P912-D1056	rtain	R+T+AIN	MARKE + EINSTELLUNG + EINHEIT	WORKSHOP_PROSE	Zustand kennzeichnen; Arbeitsgang einstellen; Portion	1	f83r
P912-D1343	ykshy	Y+K+Y	DIES + ZUORDNUNG + DIES	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; Wert zuordnen; dieser Bildplatz	1	f67r2
P912-D1061	s	S	WAHL	OWNER_ADDRESS_OR_DIAGRAM	Bildklasse auswählen	3	f67r2
P912-D0049	aram	AR+AM_ADDR	QUELLE + INNEN	OWNER_ADDRESS_OR_DIAGRAM	Quell- oder Bezugsstelle; Innenplatz	1	f67r2
P912-D1317	ykecho	Y+K+E+CH+O	DIES + ZUORDNUNG + KURZ + AUSWAHL + GANG	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; Wert zuordnen; erster Grad; Klasse oder Figur kennzeichnen; Reihe aufrufen	1	f67r2
P912-D0711	ols	OL+S	WEITER + WAHL	OWNER_ADDRESS_OR_DIAGRAM	dieselbe Reihe fortführen; Bildklasse auswählen	1	f67r2
P912-D0398	eesydy	EE+S+Y+D_ADDR+Y	LANG + WAHL + DIES + UNTER + DIES	OWNER_ADDRESS_OR_DIAGRAM	zweiter Grad; Bildklasse auswählen; dieser Bildplatz; Unterplatz; dieser Bildplatz	1	f67r2
P912-D0403	ey	E+Y	KURZ + DIES	OWNER_ADDRESS_OR_DIAGRAM	erster Grad; dieser Bildplatz	1	f67r2
P912-D1184	shs	SH+S	HALT + WAHL	OWNER_ADDRESS_OR_DIAGRAM	Bezug festhalten; Bildklasse auswählen	1	f67r2
P912-D0587	okar	OK+AR	START + QUELLE	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; Quell- oder Bezugsstelle	2	f67r2
P912-D1146	shekchy	SH+E+K+CH+Y	HALT + KURZ + ZUORDNUNG + AUSWAHL + DIES	OWNER_ADDRESS_OR_DIAGRAM	Bezug festhalten; erster Grad; Wert zuordnen; Klasse oder Figur kennzeichnen; dieser Bildplatz	1	f67r2
P912-D1232	sykos	S+Y+K+O+S_ADDR	WAHL + DIES + ZUORDNUNG + GANG + STERNORT	OWNER_ADDRESS_OR_DIAGRAM	Bildklasse auswählen; dieser Bildplatz; Wert zuordnen; Reihe aufrufen; Stern- oder s-Stelle	1	f67r2
P912-D1331	ykeody	Y+K+E+O+DY	DIES + ZUORDNUNG + KURZ + GANG + ENDE	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; Wert zuordnen; erster Grad; Reihe aufrufen; Bildeintrag schließen	1	f67r2
P912-D0605	okchy	OK+Y	START + DIES	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; dieser Bildplatz	1	f67r2
P912-D0341	dchetay	D_ADDR+CH+E+T+A_ADDR+Y	UNTER + AUSWAHL + KURZ + EINSTELLUNG + ADRESSE + DIES	OWNER_ADDRESS_OR_DIAGRAM	Unterplatz; Klasse oder Figur kennzeichnen; erster Grad; Platz oder Wert einstellen; lokale Bildadresse; dieser Bildplatz	1	f67r2
P912-D1315	ykchy	Y+K+Y	DIES + ZUORDNUNG + DIES	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; Wert zuordnen; dieser Bildplatz	1	f67r2
P912-D0427	kchey	K+CH+E+Y	ZUORDNUNG + AUSWAHL + KURZ + DIES	OWNER_ADDRESS_OR_DIAGRAM	Wert zuordnen; Klasse oder Figur kennzeichnen; erster Grad; dieser Bildplatz	1	f67r2
P912-D1316	ykchys	Y+K+CH+Y+S	DIES + ZUORDNUNG + AUSWAHL + DIES + WAHL	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; Wert zuordnen; Klasse oder Figur kennzeichnen; dieser Bildplatz; Bildklasse auswählen	1	f67r2
P912-D0174	chkchdar	CHK+CHD+AR	BEHANDLUNG + WECHSEL + QUELLE	OWNER_ADDRESS_OR_DIAGRAM	Behandlungsklasse; zu Gegen- oder Folgeplatz wechseln; Quell- oder Bezugsstelle	1	f67r2
P912-D1306	ykar	Y+K+AR	DIES + ZUORDNUNG + QUELLE	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; Wert zuordnen; Quell- oder Bezugsstelle	1	f67r2
P912-D1302	ykaly	Y+K+AL+Y	DIES + ZUORDNUNG + ZIEL + DIES	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; Wert zuordnen; Zielplatz; dieser Bildplatz	1	f67r2
P912-D0483	lkshy	L+K+SH+Y	VERBINDUNG + ZUORDNUNG + HALT + DIES	OWNER_ADDRESS_OR_DIAGRAM	Bildverbindung; Wert zuordnen; Bezug festhalten; dieser Bildplatz	1	f67r2
P912-D0432	kchy	K+Y	ZUORDNUNG + DIES	OWNER_ADDRESS_OR_DIAGRAM	Wert zuordnen; dieser Bildplatz	1	f67r2
P912-D0181	chky	CHK+Y	BEHANDLUNG + DIES	OWNER_ADDRESS_OR_DIAGRAM	Behandlungsklasse; dieser Bildplatz	1	f67r2
P912-D0253	chykchs	CH+Y+K+CH+S	AUSWAHL + DIES + ZUORDNUNG + AUSWAHL + WAHL	OWNER_ADDRESS_OR_DIAGRAM	Klasse oder Figur kennzeichnen; dieser Bildplatz; Wert zuordnen; Klasse oder Figur kennzeichnen; Bildklasse auswählen	1	f67r2
P912-D0250	chy	Y	DIES	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz	2	f67r2,f70v
P912-D1325	ykees	Y+K+EE+S	DIES + ZUORDNUNG + LANG + WAHL	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; Wert zuordnen; zweiter Grad; Bildklasse auswählen	1	f67r2
P912-D1313	ykchos	Y+K+CH+O+S	DIES + ZUORDNUNG + AUSWAHL + GANG + WAHL	OWNER_ADDRESS_OR_DIAGRAM	dieser Bildplatz; Wert zuordnen; Klasse oder Figur kennzeichnen; Reihe aufrufen; Bildklasse auswählen	1	f67r2
P912-D0731	opodchol	O+P+O+D_ADDR+OL	GANG + EINSATZ + GANG + UNTER + WEITER	WORKSHOP_PROSE	Arbeitsgang ausführen; Material einsetzen; Arbeitsgang ausführen; bezeichneter Teil; im selben Arbeitsgang fortfahren	1	f67r2
P912-D1062	s	S	WAHL	WORKSHOP_PROSE	Arbeitsvariante auswählen	1	f67r2
P912-D0010	ain	AIN	EINHEIT	WORKSHOP_PROSE	Portion	2	f67r2
P912-D0025	aldy	AL+D_ADDR+Y	ZIEL + UNTER + DIES	WORKSHOP_PROSE	Ziel- oder Anschlussstelle; bezeichneter Teil; dieser Arbeitsgegenstand	1	f67r2
P912-D1196	soeey	S+O+EE+Y	WAHL + GANG + LANG + DIES	WORKSHOP_PROSE	Arbeitsvariante auswählen; Arbeitsgang ausführen; länger oder gehalten; dieser Arbeitsgegenstand	1	f67r2
P912-D0364	doiin	D_ADDR+O+IIN	UNTER + GANG + STUFE	WORKSHOP_PROSE	bezeichneter Teil; Arbeitsgang ausführen; Arbeitsstufe	1	f67r2
P912-D0693	oldy	OL+DY	WEITER + ENDE	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren; Arbeitsschritt schließen	1	f67r2
P912-D0373	dolchsody	D_ADDR+OL+CH+S_ADDR+O+DY	UNTER + WEITER + AUSWAHL + STERNORT + GANG + ENDE	OWNER_ADDRESS_OR_DIAGRAM	Unterplatz; dieselbe Reihe fortführen; Klasse oder Figur kennzeichnen; Stern- oder s-Stelle; Reihe aufrufen; Bildeintrag schließen	1	f67r2
P912-D0529	odaeiin	O+DA+E+IIN	GANG + ZWEIT + KURZ + STUFE	WORKSHOP_PROSE	Arbeitsgang ausführen; zweite Arbeitsstufe; kurz oder direkt; Arbeitsstufe	1	f67r2
P912-D0651	okoes	OK+O+E+S	START + GANG + KURZ + WAHL	WORKSHOP_PROSE	Arbeitsgang ansetzen; Arbeitsgang ausführen; kurz oder direkt; Arbeitsvariante auswählen	1	f67r2
P912-D0550	oekain	O+E+K+AIN	GANG + KURZ + ZUORDNUNG + EINHEIT	WORKSHOP_PROSE	Arbeitsgang ausführen; kurz oder direkt; Material zugeben; Portion	1	f67r2
P912-D1274	y	Y	DIES	WORKSHOP_PROSE	dieser Arbeitsgegenstand	1	f67r2
P912-D0795	otchey	OT+Y	NAECHST + DIES	WORKSHOP_PROSE	danach oder nächster Posten; dieser Arbeitsgegenstand	1	f67r2
P912-D1215	soraiir	S+OR+AIIN+R	WAHL + EINTRAG + SOLLWERT + MARKE	WORKSHOP_PROSE	Arbeitsvariante auswählen; Ansatz oder Zubereitung; Sollmaß; Zustand kennzeichnen	1	f67r2
P912-D0393	dy	Y	DIES	WORKSHOP_PROSE	dieser Arbeitsgegenstand	3	f67r2
P912-D0999	qopchy	O+P+Y	GANG + EINSATZ + DIES	WORKSHOP_PROSE	Arbeitsgang ausführen; Material einsetzen; dieser Arbeitsgegenstand	1	f67r2
P912-D0292	daiin	AIIN	SOLLWERT	WORKSHOP_PROSE	Sollmaß	3	f67r2
P912-D0310	dal	AL	ZIEL	WORKSHOP_PROSE	Ziel- oder Anschlussstelle	1	f67r2
P912-D1288	ydchos	Y+D_ADDR+CH+O+S	DIES + UNTER + AUSWAHL + GANG + WAHL	WORKSHOP_PROSE	dieser Arbeitsgegenstand; bezeichneter Teil; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsvariante auswählen	1	f67r2
P912-D0044	ar	AR	QUELLE	WORKSHOP_PROSE	Entnahmestelle	5	f67r2
P912-D0039	amy	AM_ADDR+Y	INNEN + DIES	WORKSHOP_PROSE	Innenstelle; dieser Arbeitsgegenstand	1	f67r2
P912-D0188	chocfhy	CH+O+CFH+Y	AUSWAHL + GANG + TRENNEN + DIES	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; trennen; dieser Arbeitsgegenstand	1	f67r2
P912-D1097	saral	S+AR+AL	WAHL + QUELLE + ZIEL	WORKSHOP_PROSE	Arbeitsvariante auswählen; Entnahmestelle; Ziel- oder Anschlussstelle	1	f67r2
P912-D1071	sain	S+AIN	WAHL + EINHEIT	WORKSHOP_PROSE	Arbeitsvariante auswählen; Portion	1	f67r2
P912-D0036	am	AM_ADDR	INNEN	WORKSHOP_PROSE	Innenstelle	2	f67r2
P912-D0579	okal	OK+AL	START + ZIEL	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; Zielplatz	1	f67r2
P912-D0723	oparchy	O+P+AR+CH+Y	GANG + EINSATZ + QUELLE + AUSWAHL + DIES	WORKSHOP_PROSE	Arbeitsgang ausführen; Material einsetzen; Entnahmestelle; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	1	f67r2
P912-D1085	salsain	S+AL+S+AIN	WAHL + ZIEL + WAHL + EINHEIT	WORKSHOP_PROSE	Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; Arbeitsvariante auswählen; Portion	1	f67r2
P912-D1194	sodar	S+O+DA+R	WAHL + GANG + ZWEIT + MARKE	WORKSHOP_PROSE	Arbeitsvariante auswählen; Arbeitsgang ausführen; zweite Arbeitsstufe; Zustand kennzeichnen	1	f67r2
P912-D0557	ofar	O+LOCAL_CHAR_F+AR	GANG + F + QUELLE	WORKSHOP_PROSE	Arbeitsgang ausführen; lokales Schreibzeichen; Entnahmestelle	1	f67r2
P912-D1287	ydam	Y+DA+AM_ADDR	DIES + ZWEIT + INNEN	WORKSHOP_PROSE	dieser Arbeitsgegenstand; zweite Arbeitsstufe; Innenstelle	1	f67r2
P912-D1366	yteoor	Y+T+E+O+OR	DIES + EINSTELLUNG + KURZ + GANG + EINTRAG	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Arbeitsgang einstellen; kurz oder direkt; Arbeitsgang ausführen; Ansatz oder Zubereitung	1	f67r2
P912-D1370	yto	Y+T+O	DIES + EINSTELLUNG + GANG	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ausführen	1	f67r2
P912-D1342	ykor	Y+K+OR	DIES + ZUORDNUNG + EINTRAG	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; Ansatz oder Zubereitung	2	f67r2,f68r1
P912-D0630	okeo	OK+E+O	START + KURZ + GANG	WORKSHOP_PROSE	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgang ausführen	1	f67r2
P912-D1033	r	R	MARKE	WORKSHOP_PROSE	Zustand kennzeichnen	1	f67r2
P912-D0005	aiin	AIIN	SOLLWERT	WORKSHOP_PROSE	Sollmaß	5	f67r2
P912-D0573	okain	OK+AIN	START + EINHEIT	OWNER_ADDRESS_OR_DIAGRAM	Bildplatz aktivieren; Einheit oder Index	1	f67r2
P912-D0035	am	AM_ADDR	INNEN	OWNER_ADDRESS_OR_DIAGRAM	Innenplatz	3	f67r2,f70v
P912-D1375	ytody	Y+T+O+DY	DIES + EINSTELLUNG + GANG + ENDE	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ausführen; Arbeitsschritt schließen	1	f67r2
P912-D1067	saiin	S+AIIN	WAHL + SOLLWERT	WORKSHOP_PROSE	Arbeitsvariante auswählen; Sollmaß	1	f67r2
P912-D0516	ochol	O+OL	GANG + WEITER	WORKSHOP_PROSE	Arbeitsgang ausführen; im selben Arbeitsgang fortfahren	1	f67r2
P912-D0705	olol	OL+OL	WEITER + WEITER	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren; im selben Arbeitsgang fortfahren	1	f67r2
P912-D0727	opcholdy	O+P+OL+D_ADDR+Y	GANG + EINSATZ + WEITER + UNTER + DIES	OWNER_ADDRESS_OR_DIAGRAM	Reihe aufrufen; Platz besetzen; dieselbe Reihe fortführen; Unterplatz; dieser Bildplatz	1	f67r2
P912-D0381	dosar	D_ADDR+O+S+AR	UNTER + GANG + WAHL + QUELLE	WORKSHOP_PROSE	bezeichneter Teil; Arbeitsgang ausführen; Arbeitsvariante auswählen; Entnahmestelle	1	f67r2
