edition	page	physical_leaf	window_start	model	status	paragraph_ids	observed_suffixes	unknown_suffixes	pair_conflicts	R5_noninjective	independent_confirmation_leaves
IT2a	f103v	103	f103v|f103v.20-f103v.26	R5	CONTRADICTED	f103v|f103v.20-f103v.26;f103v|f103v.27-f103v.29;f103v|f103v.30-f103v.32;f103v|f103v.33-f103v.36;f103v|f103v.37-f103v.38;f103v|f103v.39-f103v.42;f103v|f103v.43-f103v.46	qokeey sheety oteey lshedy oteaiin;sho chcthy sal araiin qokeey;qotey chokaiin shal chedy olkam;saiin shey qokeey oshey olshedy;ol chey chey chol keechy;kain chey rar arol chsaly;rorol chdy raly oraiin chary	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]	5	0
IT2a	f104r	104	f104r|f104r.1-f104r.4	R1	CONTRADICTED	f104r|f104r.1-f104r.4;f104r|f104r.5-f104r.9;f104r|f104r.10-f104r.11;f104r|f104r.12-f104r.15;f104r|f104r.16-f104r.18;f104r|f104r.19-f104r.21;f104r|f104r.22-f104r.26	chry;dam;olkeedy;cheodaiin;kshedy;charaiin;sheody	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f104r	104	f104r|f104r.1-f104r.4	R5	CONTRADICTED	f104r|f104r.1-f104r.4;f104r|f104r.5-f104r.9;f104r|f104r.10-f104r.11;f104r|f104r.12-f104r.15;f104r|f104r.16-f104r.18;f104r|f104r.19-f104r.21;f104r|f104r.22-f104r.26	qokeedy chedal qodaiin qodaiiin chry;ycheeoy qokecho qokol cheeo dam;otoly shodor cheey okar olkeedy;otol keechdy okal kaiin cheodaiin;qolar or chockhar otal kshedy;dsheedy qokaiin chear olkchedy charaiin;aisam shar sheey kar sheody	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f104r	104	f104r|f104r.5-f104r.9	R1	CONTRADICTED	f104r|f104r.5-f104r.9;f104r|f104r.10-f104r.11;f104r|f104r.12-f104r.15;f104r|f104r.16-f104r.18;f104r|f104r.19-f104r.21;f104r|f104r.22-f104r.26;f104r|f104r.27-f104r.29	dam;olkeedy;cheodaiin;kshedy;charaiin;sheody;arodly	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f104r	104	f104r|f104r.5-f104r.9	R5	CONTRADICTED	f104r|f104r.5-f104r.9;f104r|f104r.10-f104r.11;f104r|f104r.12-f104r.15;f104r|f104r.16-f104r.18;f104r|f104r.19-f104r.21;f104r|f104r.22-f104r.26;f104r|f104r.27-f104r.29	ycheeoy qokecho qokol cheeo dam;otoly shodor cheey okar olkeedy;otol keechdy okal kaiin cheodaiin;qolar or chockhar otal kshedy;dsheedy qokaiin chear olkchedy charaiin;aisam shar sheey kar sheody;cheedar or air cheoltar arodly	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f104r	104	f104r|f104r.10-f104r.11	R1	CONTRADICTED	f104r|f104r.10-f104r.11;f104r|f104r.12-f104r.15;f104r|f104r.16-f104r.18;f104r|f104r.19-f104r.21;f104r|f104r.22-f104r.26;f104r|f104r.27-f104r.29;f104r|f104r.30-f104r.33	olkeedy;cheodaiin;kshedy;charaiin;sheody;arodly;roly	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f104r	104	f104r|f104r.10-f104r.11	R5	CONTRADICTED	f104r|f104r.10-f104r.11;f104r|f104r.12-f104r.15;f104r|f104r.16-f104r.18;f104r|f104r.19-f104r.21;f104r|f104r.22-f104r.26;f104r|f104r.27-f104r.29;f104r|f104r.30-f104r.33	otoly shodor cheey okar olkeedy;otol keechdy okal kaiin cheodaiin;qolar or chockhar otal kshedy;dsheedy qokaiin chear olkchedy charaiin;aisam shar sheey kar sheody;cheedar or air cheoltar arodly;olkeeey olcheo lkaiin chey roly	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f104r	104	f104r|f104r.12-f104r.15	R1	CONTRADICTED	f104r|f104r.12-f104r.15;f104r|f104r.16-f104r.18;f104r|f104r.19-f104r.21;f104r|f104r.22-f104r.26;f104r|f104r.27-f104r.29;f104r|f104r.30-f104r.33;f104r|f104r.34-f104r.35	cheodaiin;kshedy;charaiin;sheody;arodly;roly;olaly	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f104r	104	f104r|f104r.12-f104r.15	R5	CONTRADICTED	f104r|f104r.12-f104r.15;f104r|f104r.16-f104r.18;f104r|f104r.19-f104r.21;f104r|f104r.22-f104r.26;f104r|f104r.27-f104r.29;f104r|f104r.30-f104r.33;f104r|f104r.34-f104r.35	otol keechdy okal kaiin cheodaiin;qolar or chockhar otal kshedy;dsheedy qokaiin chear olkchedy charaiin;aisam shar sheey kar sheody;cheedar or air cheoltar arodly;olkeeey olcheo lkaiin chey roly;qodal chey chol cheol olaly	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f104r	104	f104r|f104r.16-f104r.18	R1	CONTRADICTED	f104r|f104r.16-f104r.18;f104r|f104r.19-f104r.21;f104r|f104r.22-f104r.26;f104r|f104r.27-f104r.29;f104r|f104r.30-f104r.33;f104r|f104r.34-f104r.35;f104r|f104r.36-f104r.38	kshedy;charaiin;sheody;arodly;roly;olaly;qotchdy	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f104r	104	f104r|f104r.16-f104r.18	R5	CONTRADICTED	f104r|f104r.16-f104r.18;f104r|f104r.19-f104r.21;f104r|f104r.22-f104r.26;f104r|f104r.27-f104r.29;f104r|f104r.30-f104r.33;f104r|f104r.34-f104r.35;f104r|f104r.36-f104r.38	qolar or chockhar otal kshedy;dsheedy qokaiin chear olkchedy charaiin;aisam shar sheey kar sheody;cheedar or air cheoltar arodly;olkeeey olcheo lkaiin chey roly;qodal chey chol cheol olaly;okaiin orcheol qokchol kcheody qotchdy	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f104r	104	f104r|f104r.19-f104r.21	R1	CONTRADICTED	f104r|f104r.19-f104r.21;f104r|f104r.22-f104r.26;f104r|f104r.27-f104r.29;f104r|f104r.30-f104r.33;f104r|f104r.34-f104r.35;f104r|f104r.36-f104r.38;f104r|f104r.39-f104r.42	charaiin;sheody;arodly;roly;olaly;qotchdy;cholkar	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f104r	104	f104r|f104r.19-f104r.21	R5	CONTRADICTED	f104r|f104r.19-f104r.21;f104r|f104r.22-f104r.26;f104r|f104r.27-f104r.29;f104r|f104r.30-f104r.33;f104r|f104r.34-f104r.35;f104r|f104r.36-f104r.38;f104r|f104r.39-f104r.42	dsheedy qokaiin chear olkchedy charaiin;aisam shar sheey kar sheody;cheedar or air cheoltar arodly;olkeeey olcheo lkaiin chey roly;qodal chey chol cheol olaly;okaiin orcheol qokchol kcheody qotchdy;oqockhy dar y lshedy cholkar	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f104r	104	f104r|f104r.22-f104r.26	R1	CONTRADICTED	f104r|f104r.22-f104r.26;f104r|f104r.27-f104r.29;f104r|f104r.30-f104r.33;f104r|f104r.34-f104r.35;f104r|f104r.36-f104r.38;f104r|f104r.39-f104r.42;f104r|f104r.43-f104r.45	sheody;arodly;roly;olaly;qotchdy;cholkar;otain	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f104r	104	f104r|f104r.22-f104r.26	R5	CONTRADICTED	f104r|f104r.22-f104r.26;f104r|f104r.27-f104r.29;f104r|f104r.30-f104r.33;f104r|f104r.34-f104r.35;f104r|f104r.36-f104r.38;f104r|f104r.39-f104r.42;f104r|f104r.43-f104r.45	aisam shar sheey kar sheody;cheedar or air cheoltar arodly;olkeeey olcheo lkaiin chey roly;qodal chey chol cheol olaly;okaiin orcheol qokchol kcheody qotchdy;oqockhy dar y lshedy cholkar;ar chedy qokaiin otaiin otain	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f104v	104	f104v|f104v.1-f104v.5	R1	CONTRADICTED	f104v|f104v.1-f104v.5;f104v|f104v.6-f104v.7;f104v|f104v.8-f104v.11;f104v|f104v.12-f104v.14;f104v|f104v.15-f104v.18;f104v|f104v.19-f104v.21;f104v|f104v.22-f104v.26	chedal;cheodalol;daiin;daindl;sarain;chodain;chochs	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f104v	104	f104v|f104v.1-f104v.5	R5	CONTRADICTED	f104v|f104v.1-f104v.5;f104v|f104v.6-f104v.7;f104v|f104v.8-f104v.11;f104v|f104v.12-f104v.14;f104v|f104v.15-f104v.18;f104v|f104v.19-f104v.21;f104v|f104v.22-f104v.26	dcheol chdeey oeeodain sairol chedal;ochedy cheedy chedy sol cheodalol;qokchd qotol qokol qokol daiin;lcheolshedy s aiin cheky daindl;qokaiin lkar ytaiin otcheochy sarain;sheedy qokaiin shokchey qokeey chodain;ysheor cheey qodaiin chodar chochs	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]	3	0
IT2a	f104v	104	f104v|f104v.6-f104v.7	R1	CONTRADICTED	f104v|f104v.6-f104v.7;f104v|f104v.8-f104v.11;f104v|f104v.12-f104v.14;f104v|f104v.15-f104v.18;f104v|f104v.19-f104v.21;f104v|f104v.22-f104v.26;f104v|f104v.27-f104v.28	cheodalol;daiin;daindl;sarain;chodain;chochs;cheody	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f104v	104	f104v|f104v.6-f104v.7	R5	CONTRADICTED	f104v|f104v.6-f104v.7;f104v|f104v.8-f104v.11;f104v|f104v.12-f104v.14;f104v|f104v.15-f104v.18;f104v|f104v.19-f104v.21;f104v|f104v.22-f104v.26;f104v|f104v.27-f104v.28	ochedy cheedy chedy sol cheodalol;qokchd qotol qokol qokol daiin;lcheolshedy s aiin cheky daindl;qokaiin lkar ytaiin otcheochy sarain;sheedy qokaiin shokchey qokeey chodain;ysheor cheey qodaiin chodar chochs;qokchy daiin chody qodaiin cheody	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]	2	0
IT2a	f104v	104	f104v|f104v.8-f104v.11	R1	CONTRADICTED	f104v|f104v.8-f104v.11;f104v|f104v.12-f104v.14;f104v|f104v.15-f104v.18;f104v|f104v.19-f104v.21;f104v|f104v.22-f104v.26;f104v|f104v.27-f104v.28;f104v|f104v.29-f104v.31	daiin;daindl;sarain;chodain;chochs;cheody;lkeedy	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f104v	104	f104v|f104v.8-f104v.11	R5	CONTRADICTED	f104v|f104v.8-f104v.11;f104v|f104v.12-f104v.14;f104v|f104v.15-f104v.18;f104v|f104v.19-f104v.21;f104v|f104v.22-f104v.26;f104v|f104v.27-f104v.28;f104v|f104v.29-f104v.31	qokchd qotol qokol qokol daiin;lcheolshedy s aiin cheky daindl;qokaiin lkar ytaiin otcheochy sarain;sheedy qokaiin shokchey qokeey chodain;ysheor cheey qodaiin chodar chochs;qokchy daiin chody qodaiin cheody;sheody qokair qoeey cheey lkeedy	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]	1	0
IT2a	f104v	104	f104v|f104v.12-f104v.14	R1	CONTRADICTED	f104v|f104v.12-f104v.14;f104v|f104v.15-f104v.18;f104v|f104v.19-f104v.21;f104v|f104v.22-f104v.26;f104v|f104v.27-f104v.28;f104v|f104v.29-f104v.31;f104v|f104v.32-f104v.34	daindl;sarain;chodain;chochs;cheody;lkeedy;olcho	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f104v	104	f104v|f104v.12-f104v.14	R5	CONTRADICTED	f104v|f104v.12-f104v.14;f104v|f104v.15-f104v.18;f104v|f104v.19-f104v.21;f104v|f104v.22-f104v.26;f104v|f104v.27-f104v.28;f104v|f104v.29-f104v.31;f104v|f104v.32-f104v.34	lcheolshedy s aiin cheky daindl;qokaiin lkar ytaiin otcheochy sarain;sheedy qokaiin shokchey qokeey chodain;ysheor cheey qodaiin chodar chochs;qokchy daiin chody qodaiin cheody;sheody qokair qoeey cheey lkeedy;okaiin chokain okain cheol olcho	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f104v	104	f104v|f104v.15-f104v.18	R1	CONTRADICTED	f104v|f104v.15-f104v.18;f104v|f104v.19-f104v.21;f104v|f104v.22-f104v.26;f104v|f104v.27-f104v.28;f104v|f104v.29-f104v.31;f104v|f104v.32-f104v.34;f104v|f104v.35-f104v.36	sarain;chodain;chochs;cheody;lkeedy;olcho;qokcheodaiin	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f104v	104	f104v|f104v.15-f104v.18	R5	CONTRADICTED	f104v|f104v.15-f104v.18;f104v|f104v.19-f104v.21;f104v|f104v.22-f104v.26;f104v|f104v.27-f104v.28;f104v|f104v.29-f104v.31;f104v|f104v.32-f104v.34;f104v|f104v.35-f104v.36	qokaiin lkar ytaiin otcheochy sarain;sheedy qokaiin shokchey qokeey chodain;ysheor cheey qodaiin chodar chochs;qokchy daiin chody qodaiin cheody;sheody qokair qoeey cheey lkeedy;okaiin chokain okain cheol olcho;aiir sheos qoiiin okeedy qokcheodaiin	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f104v	104	f104v|f104v.19-f104v.21	R1	CONTRADICTED	f104v|f104v.19-f104v.21;f104v|f104v.22-f104v.26;f104v|f104v.27-f104v.28;f104v|f104v.29-f104v.31;f104v|f104v.32-f104v.34;f104v|f104v.35-f104v.36;f104v|f104v.37-f104v.40	chodain;chochs;cheody;lkeedy;olcho;qokcheodaiin;qoky	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f104v	104	f104v|f104v.19-f104v.21	R5	CONTRADICTED	f104v|f104v.19-f104v.21;f104v|f104v.22-f104v.26;f104v|f104v.27-f104v.28;f104v|f104v.29-f104v.31;f104v|f104v.32-f104v.34;f104v|f104v.35-f104v.36;f104v|f104v.37-f104v.40	sheedy qokaiin shokchey qokeey chodain;ysheor cheey qodaiin chodar chochs;qokchy daiin chody qodaiin cheody;sheody qokair qoeey cheey lkeedy;okaiin chokain okain cheol olcho;aiir sheos qoiiin okeedy qokcheodaiin;qokeey aiin odain orchedy qoky	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f104v	104	f104v|f104v.22-f104v.26	R1	CONTRADICTED	f104v|f104v.22-f104v.26;f104v|f104v.27-f104v.28;f104v|f104v.29-f104v.31;f104v|f104v.32-f104v.34;f104v|f104v.35-f104v.36;f104v|f104v.37-f104v.40;f104v|f104v.41-f104v.44	chochs;cheody;lkeedy;olcho;qokcheodaiin;qoky;okeey	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f104v	104	f104v|f104v.22-f104v.26	R5	CONTRADICTED	f104v|f104v.22-f104v.26;f104v|f104v.27-f104v.28;f104v|f104v.29-f104v.31;f104v|f104v.32-f104v.34;f104v|f104v.35-f104v.36;f104v|f104v.37-f104v.40;f104v|f104v.41-f104v.44	ysheor cheey qodaiin chodar chochs;qokchy daiin chody qodaiin cheody;sheody qokair qoeey cheey lkeedy;okaiin chokain okain cheol olcho;aiir sheos qoiiin okeedy qokcheodaiin;qokeey aiin odain orchedy qoky;chey okeeey qokeeey okeey okeey	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]	7	0
IT2a	f105r	105	f105r|f105r.1-f105r.5	R1	CONTRADICTED	f105r|f105r.1-f105r.5;f105r|f105r.6-f105r.9;f105r|f105r.10-f105r.10;f105r|f105r.11-f105r.13;f105r|f105r.14-f105r.16;f105r|f105r.17-f105r.23;f105r|f105r.24-f105r.25	otey;okchey;ytam;ot;oral;chefchey;airols	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f105r	105	f105r|f105r.1-f105r.5	R5	INSUFFICIENT_FIXED_GROUP_CAPACITY	f105r|f105r.1-f105r.5;f105r|f105r.6-f105r.9;f105r|f105r.10-f105r.10;f105r|f105r.11-f105r.13;f105r|f105r.14-f105r.16;f105r|f105r.17-f105r.23;f105r|f105r.24-f105r.25	cheod or aiisockhy otchdy otey;oesal oeeolchy okeeody okeey okchey;sairy ore daiindy ytam;qoked shedy qoteody cheedy ot;aiin odal oiir oteedy oral;ols dchees opchey aeeodeey chefchey;cheodkedy chedy decthdy daiiils airols	0	[[1,2],[1,4],[1,5],[1,6],[1,7],[2,4],[2,5],[2,6],[2,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f105r	105	f105r|f105r.6-f105r.9	R1	CONTRADICTED	f105r|f105r.6-f105r.9;f105r|f105r.10-f105r.10;f105r|f105r.11-f105r.13;f105r|f105r.14-f105r.16;f105r|f105r.17-f105r.23;f105r|f105r.24-f105r.25;f105r|f105r.26-f105r.27	okchey;ytam;ot;oral;chefchey;airols;cphedy	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f105r	105	f105r|f105r.6-f105r.9	R5	INSUFFICIENT_FIXED_GROUP_CAPACITY	f105r|f105r.6-f105r.9;f105r|f105r.10-f105r.10;f105r|f105r.11-f105r.13;f105r|f105r.14-f105r.16;f105r|f105r.17-f105r.23;f105r|f105r.24-f105r.25;f105r|f105r.26-f105r.27	oesal oeeolchy okeeody okeey okchey;sairy ore daiindy ytam;qoked shedy qoteody cheedy ot;aiin odal oiir oteedy oral;ols dchees opchey aeeodeey chefchey;cheodkedy chedy decthdy daiiils airols;al r lal cheesy cphedy	0	[[1,3],[1,4],[1,5],[1,6],[1,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f105r	105	f105r|f105r.10-f105r.10	R1	CONTRADICTED	f105r|f105r.10-f105r.10;f105r|f105r.11-f105r.13;f105r|f105r.14-f105r.16;f105r|f105r.17-f105r.23;f105r|f105r.24-f105r.25;f105r|f105r.26-f105r.27;f105r|f105r.28-f105r.30	ytam;ot;oral;chefchey;airols;cphedy;cheolkary	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f105r	105	f105r|f105r.10-f105r.10	R5	INSUFFICIENT_FIXED_GROUP_CAPACITY	f105r|f105r.10-f105r.10;f105r|f105r.11-f105r.13;f105r|f105r.14-f105r.16;f105r|f105r.17-f105r.23;f105r|f105r.24-f105r.25;f105r|f105r.26-f105r.27;f105r|f105r.28-f105r.30	sairy ore daiindy ytam;qoked shedy qoteody cheedy ot;aiin odal oiir oteedy oral;ols dchees opchey aeeodeey chefchey;cheodkedy chedy decthdy daiiils airols;al r lal cheesy cphedy;yteey tair cheody qokolky cheolkary	0	[[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f105r	105	f105r|f105r.11-f105r.13	R1	CONTRADICTED	f105r|f105r.11-f105r.13;f105r|f105r.14-f105r.16;f105r|f105r.17-f105r.23;f105r|f105r.24-f105r.25;f105r|f105r.26-f105r.27;f105r|f105r.28-f105r.30;f105r|f105r.31-f105r.34	ot;oral;chefchey;airols;cphedy;cheolkary;alkam	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f105r	105	f105r|f105r.11-f105r.13	R5	CONTRADICTED	f105r|f105r.11-f105r.13;f105r|f105r.14-f105r.16;f105r|f105r.17-f105r.23;f105r|f105r.24-f105r.25;f105r|f105r.26-f105r.27;f105r|f105r.28-f105r.30;f105r|f105r.31-f105r.34	qoked shedy qoteody cheedy ot;aiin odal oiir oteedy oral;ols dchees opchey aeeodeey chefchey;cheodkedy chedy decthdy daiiils airols;al r lal cheesy cphedy;yteey tair cheody qokolky cheolkary;al oees al ar alkam	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]	7	0
IT2a	f105r	105	f105r|f105r.14-f105r.16	R1	CONTRADICTED	f105r|f105r.14-f105r.16;f105r|f105r.17-f105r.23;f105r|f105r.24-f105r.25;f105r|f105r.26-f105r.27;f105r|f105r.28-f105r.30;f105r|f105r.31-f105r.34;f105r|f105r.35-f105r.36	oral;chefchey;airols;cphedy;cheolkary;alkam;otaiin	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
IT2a	f105r	105	f105r|f105r.14-f105r.16	R5	CONTRADICTED	f105r|f105r.14-f105r.16;f105r|f105r.17-f105r.23;f105r|f105r.24-f105r.25;f105r|f105r.26-f105r.27;f105r|f105r.28-f105r.30;f105r|f105r.31-f105r.34;f105r|f105r.35-f105r.36	aiin odal oiir oteedy oral;ols dchees opchey aeeodeey chefchey;cheodkedy chedy decthdy daiiils airols;al r lal cheesy cphedy;yteey tair cheody qokolky cheolkary;al oees al ar alkam;qotar oteodar otam ytedy otaiin	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]	6	0
IT2a	f105r	105	f105r|f105r.17-f105r.23	R1	CONTRADICTED	f105r|f105r.17-f105r.23;f105r|f105r.24-f105r.25;f105r|f105r.26-f105r.27;f105r|f105r.28-f105r.30;f105r|f105r.31-f105r.34;f105r|f105r.35-f105r.36;f105r|f105r.37-f105r.37	chefchey;airols;cphedy;cheolkary;alkam;otaiin;otaly	0	[[1,2],[1,3],[1,4],[1,5],[1,6],[1,7],[2,3],[2,4],[2,5],[2,6],[2,7],[3,4],[3,5],[3,6],[3,7],[4,5],[4,6],[4,7],[5,6],[5,7],[6,7]]		0
