statement_id	record_id	page	image_owner	clause_count	group_count	clause_ids	source_clause_chain	latin_like_source_chain	surface_sequence	current_surface_sequence	german_clause_chain_de	continuous_owner_reading_de	surface_chain_matches_current
B4-S008	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	3	4	B4-S008-U01|B4-S008-U02|B4-S008-U03	WARM ; HOLD ; SET	calefac ad mensuram diutius hoc. tene diutius hoc. pone breviter et comple.	saiin cheeky sheey qokedy	saiin cheeky sheey qokedy	Vorgabe Sollmaß: Wärme länger / Halte länger / Setze kurz und schließe	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Solange es noch warm ist. Die erste Öffnung. Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	YES
B4-S009	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	1	1	B4-S009-U01	SETTLE	dimitte stare breviter et comple.	shedy	shedy	Lass kurz absetzen und schließe	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Lasse es bis zur Bereitschaft stehen und beende den Schritt.	YES
B4-S010	B4	f83r	B4_MAIN_ARCH_LINKED_PAIR	1	1	B4-S010-U01	CONTINUE	continua et comple.	oldy	oldy	Führe fort und schließe	[[LOKALER BESITZER: Hauptpaar am sichtbaren ungerichteten Bogen]] Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt.	YES
B4-S011	B4	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	6	7	B4-S011-U01|B4-S011-U02|B4-S011-U03|B4-S011-U04|B4-S011-U05|B4-S011-U06	WARM ; SET ; SET ; TRANSFER ; CONTINUE ; LEAD_OUT	calefac ad mensuram breviter hoc. pone diutius. pone portionem. transfer hoc. continua. educ breviter et comple.	saiin cheky okeeol okain chdy sol lkedy	saiin cheky okeeol okain chdy sol lkedy	Vorgabe Sollmaß: Wärme kurz / Führe länger fort / Gib einen gezählten Anteil zu / Übertrage den aktuellen Posten / Führe fort / Führe kurz ab und schließe	[[LOKALER BESITZER: linke offene Fransen-/Unterlaufstation]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Bei sanfter Wärme. Das breite Gefäß. Gib einen abgemessenen Anteil in das Gefäß. Rühre, bis alles gleichmäßig vermischt ist. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Wasche zweimal und beende den Schritt.	YES
B4-S012	B4	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	1	1	B4-S012-U01	LEAD_OUT	educ et comple.	lchedy	lchedy	Führe ab und schließe	[[LOKALER BESITZER: linke offene Fransen-/Unterlaufstation]] Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	YES
B4-S013	B4	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	2	2	B4-S013-U01|B4-S013-U02	SET ; SETTLE	pone. dimitte stare breviter et comple.	qokol shedy	qokol shedy	Setze die Fortsetzung / Lass kurz absetzen und schließe	[[LOKALER BESITZER: linke offene Fransen-/Unterlaufstation]] Lasse die Mischung einlaufen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	YES
B4-S014	B4	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION	1	4	B4-S014-U01	SET	pone per cursum in praeparato breviter hoc et comple.	or chey qockhey dairydy	or chey qockhey dairydy	Vorgabe Ansatz; dieser Posten: Setze den kurzen Durchlauf; dazu Wasserlauf schliessen; Schluss	[[LOKALER BESITZER: linke offene Fransen-/Unterlaufstation]] Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Diese aktive Portion. Über der örtlich bezeichneten Stelle. Gebrauche sie sofort und beende den Schritt.	YES
B4-S015	B4	f83r	B4_MAIN_LEFT_OPEN_FRINGE_STATION|B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	4	6	B4-S015-U01|B4-S015-U02|B4-S015-U03|B4-S015-U04	SET ; PASSAGE ; COLLECT ; LEAD_OUT	pone portionem. per conductum duc portionem ad locum. collige breviter hoc. educ et comple.	qokain shey kain chckhal solkey lchedy	qokain shey kain chckhal solkey lchedy	Gib einen gezählten Anteil zu; dazu klarer Auszug / Vorgabe eine Portion: Leite zum Ziel durch / Sammle kurz / Führe ab und schließe	[[LOKALER BESITZER: linke offene Fransen-/Unterlaufstation]] Gib einen abgemessenen Anteil in das Gefäß. Den örtlichen Prüfzustand der Charge feststellen. Ein abgemessener Anteil. Für die angegebene Dauer. [[STATIONSWECHSEL: linke offene Fransen-/Unterlaufstation -> rechte S-Lauf-/Mehrarmknotenstation; STOFF, ZIEL UND RICHTUNG WERDEN NICHT VERERBT]] Öffne danach den oberen Lauf. Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	YES
B4-S016	B4	f83r	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	3	4	B4-S016-U01|B4-S016-U02|B4-S016-U03	CONTINUE ; POUR ; SETTLE	continua portionem ad locum. effunde ab fonte. dimitte stare breviter et comple.	qolkain dal skar shedy	qolkain dal skar shedy	Nimm einen weiteren Anteil; dazu dorthin / Gieße vom Ausgang aus / Lass kurz absetzen und schließe	[[LOKALER BESITZER: rechte S-Lauf-/Mehrarmknotenstation]] Das untere Becken. Den aktiven Posten an der örtlich bezeichneten Station führen. Gieße das erwärmte Wasser ein. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	YES
B5-S001	B5	f83r	B5_LEFT_OPEN_FRINGE_STATION	1	1	B5-S001-U01	TRANSFER	transfer et comple.	otchdy	otchdy	Übertrage den Folgeposten und schließe	[[LOKALER BESITZER: linker offener Fransen-Endposten]] Ziehe es ab und beende den Schritt.	YES
B5-S002	B5	f83r	B5_LEFT_OPEN_FRINGE_STATION	1	1	B5-S002-U01	SET	pone et comple.	qokchdy	qokchdy	Setze an, übertrage und schließe	[[LOKALER BESITZER: linker offener Fransen-Endposten]] Erwärme es einmal und beende den Schritt.	YES
B5-S003	B5	f83r	B5_LEFT_OPEN_FRINGE_STATION	6	9	B5-S003-U01|B5-S003-U02|B5-S003-U03|B5-S003-U04|B5-S003-U05|B5-S003-U06	SETTLE ; CONTINUE ; LEAD_OUT ; TRANSFER ; CONTINUE ; TRANSFER	dimitte stare ad locum. continua. educ. transfer ad mensuram ad locum. continua ad gradum. transfer hoc.	shedal dal cheol lol chdal aiin sol daiiin chedy	shedal dal cheol lol chdal aiin sol daiiin chedy	Lass am Ziel absetzen; dazu dorthin / Führe fort / Führe die Abführung fort / Übertrage zum Ziel; dazu Sollmaß / Führe fort; dazu Öffnungsstufe / Übertrage den aktuellen Posten	[[LOKALER BESITZER: linker offener Fransen-Endposten]] Für einen Zeitabschnitt. Den aktiven Posten an der örtlich bezeichneten Station führen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Bis es warm ist. Mit der vorigen Mischung. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Die zweite Öffnung. Rühre, bis alles gleichmäßig vermischt ist.	YES
B6-S001	B6	f83r	B6_RIGHT_S_RUN_MULTIPORT_STATION	4	9	B6-S001-U01|B6-S001-U02|B6-S001-U03|B6-S001-U04	COLLECT ; PROCESS ; CONTINUE ; CONTINUE	collige diutius hoc. opera ad locum breviter hoc. continua ad mensuram. continua ad locum hoc.	solkeey qekey raly ol daiin ol dain chey ldalor	solkeey qekey raly ol daiin ol dain chey ldalor	Sammle länger / Bearbeite den aktuellen Posten kurz; dazu diesen Posten dorthin / Führe fort; dazu Sollmaß / Führe fort; dazu Tuch; dieser Posten; Endziel	[[LOKALER BESITZER: rechter S-Lauf-/Mehrarm-Endposten]] Richte die bezeichnete Beckenstation ein. Ohne Kochen. Die erste Öffnung. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Durch ein Tuch. Diese aktive Portion. An der bezeichneten Stelle.	YES
