event_serial	statement_id	record_unit_id	page	locus	field_id	field_position	locus_position	master_card_id	card_value_de	observed_surface	observed_habit	base_schedule_rule	base_predicted_habit	applied_layers	custom_predicted_habit	predicted_canonical_surface	habit_match	exact_surface_match	apprentice_treatment	master_recovery
265	B3-S017	B3	f83r	f83r.14	F088	SINGLE	MIDDLE	MC082	lange einwirken; Schluss	qokeedy	BARE_OR_INTERNAL	B_SINGLE_CELL	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokeedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
266	B3-S018	B3	f83r	f83r.14	F089	SINGLE	MIDDLE	MC128	kurz absetzen; Schluss	shedy	S_FLOW_ENTRY	B_SINGLE_CELL	HARD_D_T_ENTRY	R160_POSITIONAL_RULE > CARD_POSITION_CUSTOM	S_FLOW_ENTRY	shedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
268	B3-S020	B3	f83r	f83r.14	F091	FIRST	MIDDLE	MC154	dorthin	dal	HARD_D_T_ENTRY	B_FIELD_OPEN	OPEN_CH_ENTRY	R160_POSITIONAL_RULE > RECORD_CARD_CUSTOM	HARD_D_T_ENTRY	dal	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
269	B3-S020	B3	f83r	f83r.14	F091	LAST	MIDDLE	MC155	abführen; Schluss	lchedy	BARE_OR_INTERNAL	B_FIELD_CLOSE_INSIDE_LINE	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	lchedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
270	B3-S021	B3	f83r	f83r.14	F092	FIRST	MIDDLE	MC120	bemessen	qokaiin	Q_CELL_ENTRY	B_FIELD_OPEN	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokaiin	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
271	B3-S021	B3	f83r	f83r.14	F092	MIDDLE	MIDDLE	MC161	bereit	shcthy	S_FLOW_ENTRY	B_FIELD_INTERIOR	BARE_OR_INTERNAL	R160_POSITIONAL_RULE > RECORD_ACCENT	OPEN_CH_ENTRY	checthy	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
272	B3-S021	B3	f83r	f83r.14	F092	MIDDLE	MIDDLE	MC154	dorthin	dal	HARD_D_T_ENTRY	B_FIELD_INTERIOR	HARD_D_T_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT > RECORD_CARD_CUSTOM	HARD_D_T_ENTRY	dal	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
273	B3-S021	B3	f83r	f83r.14	F092	LAST	LAST	MC123	dies	sy	S_FLOW_ENTRY	B_FIELD_AND_LINE_CLOSE	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	shy	YES	NO	SECOND_REGISTERED_SPELLING_IN_CORRECT_HABIT	EXACT
274	B3-S021	B3	f83r	f83r.15	F093	FIRST	FIRST	MC039	Sollmaß	saiin	S_FLOW_ENTRY	B_LINE_FIELD_OPEN	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	saiin	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
275	B3-S021	B3	f83r	f83r.15	F093	MIDDLE	MIDDLE	MC113	am Ziel absetzen	shedal	BARE_OR_INTERNAL	B_FIELD_INTERIOR	BARE_OR_INTERNAL	R160_POSITIONAL_RULE > RECORD_ACCENT	BARE_OR_INTERNAL	shedal	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
277	B3-S021	B3	f83r	f83r.15	F093	MIDDLE	MIDDLE	MC123	dies	chey	OPEN_CH_ENTRY	B_FIELD_INTERIOR	HARD_D_T_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT > CARD_POSITION_CUSTOM	OPEN_CH_ENTRY	chey	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
278	B3-S021	B3	f83r	f83r.15	F093	MIDDLE	MIDDLE	MC154	dorthin	tal	HARD_D_T_ENTRY	B_FIELD_INTERIOR	HARD_D_T_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT > RECORD_CARD_CUSTOM	HARD_D_T_ENTRY	dal	YES	NO	SECOND_REGISTERED_SPELLING_IN_CORRECT_HABIT	EXACT
279	B3-S021	B3	f83r	f83r.15	F093	MIDDLE	MIDDLE	MC161	bereit	shcthy	S_FLOW_ENTRY	B_FIELD_INTERIOR	BARE_OR_INTERNAL	R160_POSITIONAL_RULE > RECORD_ACCENT	OPEN_CH_ENTRY	checthy	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
282	B3-S023	B3	f83r	f83r.15	F095	SINGLE	LAST	MC155	abführen; Schluss	lchedy	BARE_OR_INTERNAL	B_SINGLE_CELL	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	lchedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
283	B3-S024	B3	f83r	f83r.16	F096	SINGLE	FIRST	MC025	überführen; Schluss	tchedy	HARD_D_T_ENTRY	B_SINGLE_CELL	HARD_D_T_ENTRY	R160_POSITIONAL_RULE	HARD_D_T_ENTRY	dchedy	YES	NO	SECOND_REGISTERED_SPELLING_IN_CORRECT_HABIT	EXACT
284	B3-S025	B3	f83r	f83r.16	F097	SINGLE	MIDDLE	MC088	einführen; Schluss	qokchdy	BARE_OR_INTERNAL	B_SINGLE_CELL	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokchdy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
287	B3-S026	B3	f83r	f83r.16	F098	MIDDLE	MIDDLE	MC074	überführen	chedy	OPEN_CH_ENTRY	B_FIELD_INTERIOR	OPEN_CH_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	OPEN_CH_ENTRY	chdy	YES	NO	SECOND_REGISTERED_SPELLING_IN_CORRECT_HABIT	EXACT
288	B3-S026	B3	f83r	f83r.16	F098	MIDDLE	MIDDLE	MC017	Anteil zugeben	qokain	Q_CELL_ENTRY	B_FIELD_INTERIOR	Q_CELL_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT > CARD_POSITION_CUSTOM	BARE_OR_INTERNAL	okain	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
289	B3-S026	B3	f83r	f83r.16	F098	MIDDLE	MIDDLE	MC161	bereit	checthy	OPEN_CH_ENTRY	B_FIELD_INTERIOR	BARE_OR_INTERNAL	R160_POSITIONAL_RULE > RECORD_ACCENT	OPEN_CH_ENTRY	checthy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
291	B3-S026	B3	f83r	f83r.20	F099	SINGLE	FIRST	MC045	lange sammeln; Schluss	solkeedy	S_FLOW_ENTRY	B_SINGLE_CELL	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	olkeedy	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
292	B3-S027	B3	f83r	f83r.20	F100	SINGLE	MIDDLE	MC173	lange Folgestufe; Schluss	qoteedy	BARE_OR_INTERNAL	B_SINGLE_CELL	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qoteedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
293	B3-S028	B3	f83r	f83r.20	F101	FIRST	MIDDLE	MC002	lange einwirken	qokeey	Q_CELL_ENTRY	B_FIELD_OPEN	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokeey	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
294	B3-S028	B3	f83r	f83r.20	F101	LAST	MIDDLE	MC083	kurz einwirken; Schluss	qokedy	BARE_OR_INTERNAL	B_FIELD_CLOSE_INSIDE_LINE	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
295	B3-S029	B3	f83r	f83r.20	F102	FIRST	MIDDLE	MC153	weiter	sol	S_FLOW_ENTRY	B_FIELD_OPEN	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qol	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
297	B3-S029	B3	f83r	f83r.20	F102	LAST	MIDDLE	MC083	kurz einwirken; Schluss	qokedy	BARE_OR_INTERNAL	B_FIELD_CLOSE_INSIDE_LINE	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
298	B3-S030	B3	f83r	f83r.20	F103	FIRST	MIDDLE	MC026	einsetzen	qoky	Q_CELL_ENTRY	B_FIELD_OPEN	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qoky	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
299	B3-S030	B3	f83r	f83r.20	F103	LAST	LAST	MC039	Sollmaß	saiin	S_FLOW_ENTRY	B_FIELD_AND_LINE_CLOSE	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	saiin	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
302	B3-S031	B3	f83r	f83r.22	F105	SINGLE	MIDDLE	MC082	lange einwirken; Schluss	qokeedy	BARE_OR_INTERNAL	B_SINGLE_CELL	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokeedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
304	B3-S032	B3	f83r	f83r.22	F106	MIDDLE	MIDDLE	MC074	überführen	chedy	OPEN_CH_ENTRY	B_FIELD_INTERIOR	OPEN_CH_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	OPEN_CH_ENTRY	chdy	YES	NO	SECOND_REGISTERED_SPELLING_IN_CORRECT_HABIT	EXACT
306	B3-S032	B3	f83r	f83r.22	F106	MIDDLE	MIDDLE	MC060	Folgemaß	otaiin	BARE_OR_INTERNAL	B_FIELD_INTERIOR	BARE_OR_INTERNAL	R160_POSITIONAL_RULE > RECORD_ACCENT	BARE_OR_INTERNAL	otaiin	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
308	B3-S033	B3	f83r	f83r.22	F107	SINGLE	LAST	MC004	abziehen; Schluss	ldy	BARE_OR_INTERNAL	B_SINGLE_CELL	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	ldy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
309	B3-S034	B3	f83r	f83r.24	F108	FIRST	FIRST	MC033	Arbeitsstufe	soiiin	S_FLOW_ENTRY	B_LINE_FIELD_OPEN	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	soiiin	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
310	B3-S034	B3	f83r	f83r.24	F108	MIDDLE	MIDDLE	MC161	bereit	checthy	OPEN_CH_ENTRY	B_FIELD_INTERIOR	BARE_OR_INTERNAL	R160_POSITIONAL_RULE > RECORD_ACCENT	OPEN_CH_ENTRY	checthy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
311	B3-S034	B3	f83r	f83r.24	F108	MIDDLE	MIDDLE	MC086	Anteil	chety	OPEN_CH_ENTRY	B_FIELD_INTERIOR	OPEN_CH_ENTRY	R160_POSITIONAL_RULE > RECORD_ACCENT	OPEN_CH_ENTRY	chety	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
312	B3-S034	B3	f83r	f83r.24	F108	MIDDLE	MIDDLE	MC060	Folgemaß	otaiin	BARE_OR_INTERNAL	B_FIELD_INTERIOR	BARE_OR_INTERNAL	R160_POSITIONAL_RULE > RECORD_ACCENT	BARE_OR_INTERNAL	otaiin	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
314	B3-S034	B3	f83r	f83r.24	F108	LAST	LAST	MC128	kurz absetzen; Schluss	shedy	S_FLOW_ENTRY	B_FIELD_AND_LINE_CLOSE	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	shedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
315	B4-S001	B4	f83r	f83r.25	F109	SINGLE	FIRST	MC082	lange einwirken; Schluss	qokeedy	BARE_OR_INTERNAL	B_SINGLE_CELL	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokeedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
317	B4-S002	B4	f83r	f83r.25	F110	MIDDLE	MIDDLE	MC002	lange einwirken	qokeey	Q_CELL_ENTRY	B_FIELD_INTERIOR	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokeey	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
318	B4-S002	B4	f83r	f83r.25	F110	LAST	MIDDLE	MC083	kurz einwirken; Schluss	qokedy	BARE_OR_INTERNAL	B_FIELD_CLOSE_INSIDE_LINE	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
319	B4-S003	B4	f83r	f83r.25	F111	FIRST	MIDDLE	MC074	überführen	chedy	OPEN_CH_ENTRY	B_FIELD_OPEN	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	chdy	YES	NO	SECOND_REGISTERED_SPELLING_IN_CORRECT_HABIT	EXACT
320	B4-S003	B4	f83r	f83r.25	F111	LAST	LAST	MC093	danach dorthin	otal	BARE_OR_INTERNAL	B_FIELD_AND_LINE_CLOSE	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qotal	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
321	B4-S003	B4	f83r	f83r.26	F112	FIRST	FIRST	MC171	das nächste	otchey	BARE_OR_INTERNAL	B_LINE_FIELD_OPEN	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	otchey	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
322	B4-S003	B4	f83r	f83r.26	F112	MIDDLE	MIDDLE	MC002	lange einwirken	qokeey	Q_CELL_ENTRY	B_FIELD_INTERIOR	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokeey	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
323	B4-S003	B4	f83r	f83r.26	F112	MIDDLE	MIDDLE	MC026	einsetzen	qoky	Q_CELL_ENTRY	B_FIELD_INTERIOR	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qoky	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
324	B4-S003	B4	f83r	f83r.26	F112	MIDDLE	MIDDLE	MC153	weiter	tol	HARD_D_T_ENTRY	B_FIELD_INTERIOR	Q_CELL_ENTRY	R160_POSITIONAL_RULE > CARD_POSITION_CUSTOM	BARE_OR_INTERNAL	ol	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
325	B4-S003	B4	f83r	f83r.26	F112	LAST	MIDDLE	MC128	kurz absetzen; Schluss	shedy	S_FLOW_ENTRY	B_FIELD_CLOSE_INSIDE_LINE	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	shedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
327	B4-S005	B4	f83r	f83r.27	F114	FIRST	FIRST	MC059	Einlage	dain	BARE_OR_INTERNAL	B_LINE_FIELD_OPEN	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	dain	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
328	B4-S005	B4	f83r	f83r.27	F114	MIDDLE	MIDDLE	MC074	überführen	chedy	OPEN_CH_ENTRY	B_FIELD_INTERIOR	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	chdy	YES	NO	SECOND_REGISTERED_SPELLING_IN_CORRECT_HABIT	EXACT
329	B4-S005	B4	f83r	f83r.27	F114	LAST	MIDDLE	MC082	lange einwirken; Schluss	qokeedy	BARE_OR_INTERNAL	B_FIELD_CLOSE_INSIDE_LINE	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokeedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
330	B4-S006	B4	f83r	f83r.27	F115	SINGLE	MIDDLE	MC143	seihen; Schluss	shckhedy	BARE_OR_INTERNAL	B_SINGLE_CELL	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	shckhedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
331	B4-S007	B4	f83r	f83r.27	F116	SINGLE	LAST	MC143	seihen; Schluss	shckhedy	BARE_OR_INTERNAL	B_SINGLE_CELL	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	shckhedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
332	B4-S008	B4	f83r	f83r.28	F117	FIRST	FIRST	MC039	Sollmaß	saiin	S_FLOW_ENTRY	B_LINE_FIELD_OPEN	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	saiin	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
333	B4-S008	B4	f83r	f83r.28	F117	MIDDLE	MIDDLE	MC032	länger bearbeiten	cheeky	BARE_OR_INTERNAL	B_FIELD_INTERIOR	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	cheeky	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
335	B4-S008	B4	f83r	f83r.28	F117	LAST	MIDDLE	MC083	kurz einwirken; Schluss	qokedy	BARE_OR_INTERNAL	B_FIELD_CLOSE_INSIDE_LINE	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
336	B4-S009	B4	f83r	f83r.28	F118	SINGLE	MIDDLE	MC128	kurz absetzen; Schluss	shedy	S_FLOW_ENTRY	B_SINGLE_CELL	HARD_D_T_ENTRY	R160_POSITIONAL_RULE > CARD_POSITION_CUSTOM	S_FLOW_ENTRY	shedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
337	B4-S010	B4	f83r	f83r.28	F119	SINGLE	LAST	MC019	fertig	oldy	BARE_OR_INTERNAL	B_SINGLE_CELL	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	oldy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
338	B4-S011	B4	f83r	f83r.35	F120	FIRST	FIRST	MC039	Sollmaß	saiin	S_FLOW_ENTRY	B_LINE_FIELD_OPEN	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	saiin	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
339	B4-S011	B4	f83r	f83r.35	F120	MIDDLE	MIDDLE	MC147	kurz wärmen	cheky	BARE_OR_INTERNAL	B_FIELD_INTERIOR	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	cheky	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
341	B4-S011	B4	f83r	f83r.35	F120	MIDDLE	MIDDLE	MC017	Anteil zugeben	okain	BARE_OR_INTERNAL	B_FIELD_INTERIOR	Q_CELL_ENTRY	R160_POSITIONAL_RULE > CARD_POSITION_CUSTOM	BARE_OR_INTERNAL	okain	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
342	B4-S011	B4	f83r	f83r.35	F120	LAST	LAST	MC074	überführen	chdy	OPEN_CH_ENTRY	B_FIELD_AND_LINE_CLOSE	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	chdy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
343	B4-S011	B4	f83r	f83r.37	F121	FIRST	FIRST	MC153	weiter	sol	S_FLOW_ENTRY	B_LINE_FIELD_OPEN	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	sol	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
345	B4-S012	B4	f83r	f83r.37	F122	SINGLE	MIDDLE	MC155	abführen; Schluss	lchedy	BARE_OR_INTERNAL	B_SINGLE_CELL	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	lchedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
347	B4-S013	B4	f83r	f83r.37	F123	LAST	LAST	MC128	kurz absetzen; Schluss	shedy	S_FLOW_ENTRY	B_FIELD_AND_LINE_CLOSE	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	shedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
348	B4-S014	B4	f83r	f83r.38	F124	FIRST	FIRST	MC080	Ansatz	or	BARE_OR_INTERNAL	B_LINE_FIELD_OPEN	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	shor	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
349	B4-S014	B4	f83r	f83r.38	F124	MIDDLE	MIDDLE	MC123	dies	chey	OPEN_CH_ENTRY	B_FIELD_INTERIOR	HARD_D_T_ENTRY	R160_POSITIONAL_RULE > CARD_POSITION_CUSTOM	OPEN_CH_ENTRY	chey	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
352	B4-S015	B4	f83r	f83r.39	F125	FIRST	FIRST	MC017	Anteil zugeben	qokain	Q_CELL_ENTRY	B_LINE_FIELD_OPEN	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qokain	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
353	B4-S015	B4	f83r	f83r.39	F125	MIDDLE	MIDDLE	MC119	Klarauszug	shey	S_FLOW_ENTRY	B_FIELD_INTERIOR	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	shey	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
354	B4-S015	B4	f83r	f83r.39	F125	MIDDLE	MIDDLE	MC105	Anteil	kain	BARE_OR_INTERNAL	B_FIELD_INTERIOR	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	kain	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
357	B4-S015	B4	f83r	f83r.41	F126	LAST	MIDDLE	MC155	abführen; Schluss	lchedy	BARE_OR_INTERNAL	B_FIELD_CLOSE_INSIDE_LINE	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	lchedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
358	B4-S016	B4	f83r	f83r.41	F127	FIRST	MIDDLE	MC097	weiterer Anteil	qolkain	Q_CELL_ENTRY	B_FIELD_OPEN	Q_CELL_ENTRY	R160_POSITIONAL_RULE	Q_CELL_ENTRY	qolkain	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
359	B4-S016	B4	f83r	f83r.41	F127	LAST	LAST	MC154	dorthin	dal	HARD_D_T_ENTRY	B_FIELD_AND_LINE_CLOSE	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	sal	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
361	B4-S016	B4	f83r	f83r.44	F128	LAST	LAST	MC128	kurz absetzen; Schluss	shedy	S_FLOW_ENTRY	B_FIELD_AND_LINE_CLOSE	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	shedy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
363	B5-S002	B5	f83r	f83r.47	F130	SINGLE	MIDDLE	MC088	einführen; Schluss	qokchdy	BARE_OR_INTERNAL	B_SINGLE_CELL	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	qokchdy	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
364	B5-S003	B5	f83r	f83r.47	F131	SINGLE	LAST	MC113	am Ziel absetzen	shedal	BARE_OR_INTERNAL	B_SINGLE_CELL	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	shedal	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
365	B5-S003	B5	f83r	f83r.48	F132	FIRST	FIRST	MC154	dorthin	dal	HARD_D_T_ENTRY	B_LINE_FIELD_OPEN	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	sal	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
366	B5-S003	B5	f83r	f83r.48	F132	MIDDLE	MIDDLE	MC153	weiter	cheol	OPEN_CH_ENTRY	B_FIELD_INTERIOR	Q_CELL_ENTRY	R160_POSITIONAL_RULE > CARD_POSITION_CUSTOM	BARE_OR_INTERNAL	ol	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
369	B5-S003	B5	f83r	f83r.48	F132	LAST	LAST	MC039	Sollmaß	aiin	BARE_OR_INTERNAL	B_FIELD_AND_LINE_CLOSE	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	saiin	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
370	B5-S003	B5	f83r	f83r.49	F133	FIRST	FIRST	MC153	weiter	sol	S_FLOW_ENTRY	B_LINE_FIELD_OPEN	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	sol	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
372	B5-S003	B5	f83r	f83r.49	F133	LAST	LAST	MC074	überführen	chedy	OPEN_CH_ENTRY	B_FIELD_AND_LINE_CLOSE	OPEN_CH_ENTRY	R160_POSITIONAL_RULE	OPEN_CH_ENTRY	chdy	YES	NO	SECOND_REGISTERED_SPELLING_IN_CORRECT_HABIT	EXACT
376	B6-S001	B6	f83r	f83r.52	F134	LAST	LAST	MC153	weiter	ol	BARE_OR_INTERNAL	B_FIELD_AND_LINE_CLOSE	Q_CELL_ENTRY	R160_POSITIONAL_RULE > RECORD_CARD_CUSTOM	BARE_OR_INTERNAL	ol	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
377	B6-S001	B6	f83r	f83r.54	F135	FIRST	FIRST	MC039	Sollmaß	daiin	HARD_D_T_ENTRY	B_LINE_FIELD_OPEN	S_FLOW_ENTRY	R160_POSITIONAL_RULE	S_FLOW_ENTRY	saiin	NO	NO	LOCAL_REGISTERED_OVERRIDE_REMAINS	EXACT
378	B6-S001	B6	f83r	f83r.54	F135	MIDDLE	MIDDLE	MC153	weiter	ol	BARE_OR_INTERNAL	B_FIELD_INTERIOR	Q_CELL_ENTRY	R160_POSITIONAL_RULE > CARD_POSITION_CUSTOM > RECORD_CARD_CUSTOM	BARE_OR_INTERNAL	ol	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
379	B6-S001	B6	f83r	f83r.54	F135	MIDDLE	MIDDLE	MC059	Einlage	dain	BARE_OR_INTERNAL	B_FIELD_INTERIOR	BARE_OR_INTERNAL	R160_POSITIONAL_RULE	BARE_OR_INTERNAL	dain	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
380	B6-S001	B6	f83r	f83r.54	F135	MIDDLE	MIDDLE	MC123	dies	chey	OPEN_CH_ENTRY	B_FIELD_INTERIOR	HARD_D_T_ENTRY	R160_POSITIONAL_RULE > CARD_POSITION_CUSTOM	OPEN_CH_ENTRY	chey	YES	YES	CUSTOM_SCHEDULE_EXACT	EXACT
