locus_row	diagram_id	page	locus	local_namespace	groups	group_serials	atomic_reading_de	celestial_context_reading_de	orientation	cross_instrument_join	owner_class	owner_code	concrete_owner_de	dies_resolves_to_de	dort_quelle_resolves_to_de	stelle_resolves_to_de	owner_status	owner_expanded_reading_de	referent_rule	active_before_de	referent_resolved_locus_de	cross_locus_pronoun_carry
63	A1	f67r2	f67r2.63	A67_LEFT_CELESTIAL_WHEEL	1	144	ansetzen + Arbeitsgang + von dort	markieren; Lesegang; von dieser Position.	UNSPECIFIED	NONE	A1_OUTER_STAR	A1_LEFT_OUTER_STAR_STATION_12	äußere Sternstelle 12 des linken Rades	Sternwert 12 des linken Außenrings	äußere Sternstelle 12 des linken Rades	äußere Sternstelle 12 des linken Rades	DIRECT_VISIBLE	Bei äußere Sternstelle 12 des linken Rades: markieren; Lesegang; von äußere Sternstelle 12 des linken Rades.	RESET_AT_EACH_VISIBLE_LOCUS	Sternwert 12 des linken Außenrings	Bei äußere Sternstelle 12 des linken Rades: markieren; Lesegang; von äußere Sternstelle 12 des linken Rades.	NONE
64	A1	f67r2	f67r2.64	A67_RIGHT_CELESTIAL_WHEEL	2	145|146	Sternbezug; Lauf	Sternbezug. Bahn.	UNSPECIFIED	NONE	A1_PHASE	A1_RIGHT_PHASE_STATION_01	Phasenstelle 1 des rechten Rades	Phasenwert 1	Phasenstelle 1 des rechten Rades	Phasenstelle 1 des rechten Rades	DIRECT_VISIBLE	Bei Phasenstelle 1 des rechten Rades: Sternbezug. Bahn.	RESET_AT_EACH_VISIBLE_LOCUS	Phasenwert 1	Bei Phasenstelle 1 des rechten Rades: Sternbezug. Bahn.	NONE
65	A1	f67r2	f67r2.65	A67_RIGHT_CELESTIAL_WHEEL	1	147	Sternbezug + Arbeitsgang + kurz + von dort	Sternbezug; Lesegang; kurze Stufe; von dieser Position.	UNSPECIFIED	NONE	A1_PHASE	A1_RIGHT_PHASE_STATION_02	Phasenstelle 2 des rechten Rades	Phasenwert 2	Phasenstelle 2 des rechten Rades	Phasenstelle 2 des rechten Rades	DIRECT_VISIBLE	Bei Phasenstelle 2 des rechten Rades: Sternbezug; Lesegang; kurze Stufe; von Phasenstelle 2 des rechten Rades.	RESET_AT_EACH_VISIBLE_LOCUS	Phasenwert 2	Bei Phasenstelle 2 des rechten Rades: Sternbezug; Lesegang; kurze Stufe; von Phasenstelle 2 des rechten Rades.	NONE
66	A1	f67r2	f67r2.66	A67_RIGHT_CELESTIAL_WHEEL	1	148	Sternfigur + laenger + dies	Sternfigur; lange Stufe; dieser Eintrag.	UNSPECIFIED	NONE	A1_PHASE	A1_RIGHT_PHASE_STATION_03	Phasenstelle 3 des rechten Rades	Phasenwert 3	Phasenstelle 3 des rechten Rades	Phasenstelle 3 des rechten Rades	DIRECT_VISIBLE	Bei Phasenstelle 3 des rechten Rades: Sternfigur; lange Stufe; Phasenwert 3.	RESET_AT_EACH_VISIBLE_LOCUS	Phasenwert 3	Bei Phasenstelle 3 des rechten Rades: Sternfigur; lange Stufe; Phasenwert 3.	NONE
67	A1	f67r2	f67r2.67	A67_RIGHT_CELESTIAL_WHEEL	1	149	ansetzen + Arbeitsgang + von dort	markieren; Lesegang; von dieser Position.	UNSPECIFIED	NONE	A1_PHASE	A1_RIGHT_PHASE_STATION_04	Phasenstelle 4 des rechten Rades	Phasenwert 4	Phasenstelle 4 des rechten Rades	Phasenstelle 4 des rechten Rades	DIRECT_VISIBLE	Bei Phasenstelle 4 des rechten Rades: markieren; Lesegang; von Phasenstelle 4 des rechten Rades.	RESET_AT_EACH_VISIBLE_LOCUS	Phasenwert 4	Bei Phasenstelle 4 des rechten Rades: markieren; Lesegang; von Phasenstelle 4 des rechten Rades.	NONE
68	A1	f67r2	f67r2.68	A67_RIGHT_CELESTIAL_WHEEL	1	150	Arbeitsgang + kurz + hinein + Gabe + Teiladresse	Lesegang; kurze Stufe; hinein; Eintrag; Teiladresse.	UNSPECIFIED	NONE	A1_PHASE	A1_RIGHT_PHASE_STATION_05	Phasenstelle 5 des rechten Rades	Phasenwert 5	Phasenstelle 5 des rechten Rades	Phasenstelle 5 des rechten Rades	DIRECT_VISIBLE	Bei Phasenstelle 5 des rechten Rades: Lesegang; kurze Stufe; hinein; Phasenwert 5; Teiladresse.	RESET_AT_EACH_VISIBLE_LOCUS	Phasenwert 5	Bei Phasenstelle 5 des rechten Rades: Lesegang; kurze Stufe; hinein; Phasenwert 5; Teiladresse.	NONE
69	A1	f67r2	f67r2.69	A67_RIGHT_CELESTIAL_WHEEL	2	151|152	Sternbezug; Nebenadresse + dies	Sternbezug. Nebenadresse; dieser Eintrag.	UNSPECIFIED	NONE	A1_PHASE	A1_RIGHT_PHASE_STATION_06	Phasenstelle 6 des rechten Rades	Phasenwert 6	Phasenstelle 6 des rechten Rades	Phasenstelle 6 des rechten Rades	DIRECT_VISIBLE	Bei Phasenstelle 6 des rechten Rades: Sternbezug. Nebenadresse; Phasenwert 6.	RESET_AT_EACH_VISIBLE_LOCUS	Phasenwert 6	Bei Phasenstelle 6 des rechten Rades: Sternbezug. Nebenadresse; Phasenwert 6.	NONE
70	A1	f67r2	f67r2.70	A67_RIGHT_CELESTIAL_WHEEL	1	153	Arbeitsgang + von dort	Lesegang; von dieser Position.	UNSPECIFIED	NONE	A1_PHASE	A1_RIGHT_PHASE_STATION_07	Phasenstelle 7 des rechten Rades	Phasenwert 7	Phasenstelle 7 des rechten Rades	Phasenstelle 7 des rechten Rades	DIRECT_VISIBLE	Bei Phasenstelle 7 des rechten Rades: Lesegang; von Phasenstelle 7 des rechten Rades.	RESET_AT_EACH_VISIBLE_LOCUS	Phasenwert 7	Bei Phasenstelle 7 des rechten Rades: Lesegang; von Phasenstelle 7 des rechten Rades.	NONE
71	A1	f67r2	f67r2.71	A67_RIGHT_CELESTIAL_WHEEL	1	154	Ansatz + Abschnitt	Einstellung; Abschnitt.	UNSPECIFIED	NONE	A1_PHASE	A1_RIGHT_PHASE_STATION_08	Phasenstelle 8 des rechten Rades	Phasenwert 8	Phasenstelle 8 des rechten Rades	Phasenstelle 8 des rechten Rades	DIRECT_VISIBLE	Bei Phasenstelle 8 des rechten Rades: Einstellung; Abschnitt.	RESET_AT_EACH_VISIBLE_LOCUS	Phasenwert 8	Bei Phasenstelle 8 des rechten Rades: Einstellung; Abschnitt.	NONE
72	A1	f67r2	f67r2.72	A67_LEFT_CELESTIAL_WHEEL	12	155|156|157|158|159|160|161|162|163|164|165|166	von dort; Stelle + Mass; dies + Mass; zufuehren + Arbeitsgang + dies; dies + Mass; Arbeitsgang + Aussenbezug + Lauf; dies + hinein + Lauf; dies + zufuehren + Arbeitsgang + Mass; dies + Teiladresse + fortsetzen + dies; dies + Stelle + Gabe + Sternbezug; fortsetzen + dies; kurz ansetzen	von dieser Position. Position; Wert. dieser Eintrag; Wert. zuordnen; Lesegang; dieser Eintrag. dieser Eintrag; Wert. Lesegang; Aussenbezug; Bahn. dieser Eintrag; hinein; Bahn. dieser Eintrag; zuordnen; Lesegang; Wert. dieser Eintrag; Teiladresse; weiterzaehlen; dieser Eintrag. dieser Eintrag; Position; Eintrag; Sternbezug. weiterzaehlen; dieser Eintrag. markieren; kurze Stufe; dieser Eintrag.	UNSPECIFIED	NONE	A1_LEFT_RING_TEXT	A1_LEFT_OUTER_RING_TEXT	äußere Beschriftung des linken Rades	Beschriftung des linken Außenrings	äußere Beschriftung des linken Rades	äußere Beschriftung des linken Rades	DIRECT_VISIBLE	Bei äußere Beschriftung des linken Rades: von äußere Beschriftung des linken Rades. äußere Beschriftung des linken Rades; Wert. Beschriftung des linken Außenrings; Wert. zuordnen; Lesegang; Beschriftung des linken Außenrings. Beschriftung des linken Außenrings; Wert. Lesegang; Aussenbezug; Bahn. Beschriftung des linken Außenrings; hinein; Bahn. Beschriftung des linken Außenrings; zuordnen; Lesegang; Wert. Beschriftung des linken Außenrings; Teiladresse; weiterzaehlen; Beschriftung des linken Außenrings. Beschriftung des linken Außenrings; äußere Beschriftung des linken Rades; Beschriftung des linken Außenrings; Sternbezug. weiterzaehlen; Beschriftung des linken Außenrings. markieren; kurze Stufe; Beschriftung des linken Außenrings.	RESET_AT_EACH_VISIBLE_LOCUS	Beschriftung des linken Außenrings	Bei äußere Beschriftung des linken Rades: von äußere Beschriftung des linken Rades. äußere Beschriftung des linken Rades; Wert. Beschriftung des linken Außenrings; Wert. zuordnen; Lesegang; Beschriftung des linken Außenrings. Beschriftung des linken Außenrings; Wert. Lesegang; Aussenbezug; Bahn. Beschriftung des linken Außenrings; hinein; Bahn. Beschriftung des linken Außenrings; zuordnen; Lesegang; Wert. Beschriftung des linken Außenrings; Teiladresse; weiterzaehlen; Beschriftung des linken Außenrings. Beschriftung des linken Außenrings; äußere Beschriftung des linken Rades; Beschriftung des linken Außenrings; Sternbezug. weiterzaehlen; Beschriftung des linken Außenrings. markieren; kurze Stufe; Beschriftung des linken Außenrings.	NONE
73	A1	f67r2	f67r2.73	A67_RIGHT_CELESTIAL_WHEEL	11	167|168|169|170|171|172|173|174|175|176|177	Sternbezug + halten + kurz + dies; dies; halten + laenger + Sternbezug; kurz + dies + zufuehren + laenger + dies; dies + zufuehren + dies; dies + zufuehren + dies; ansetzen + kurz + Arbeitsgang + dies; Arbeitsgang + Mass; ansetzen + fortsetzen; von dort; fortsetzen + von dort	Sternbezug; beibehalten; kurze Stufe; dieser Eintrag. dieser Eintrag. beibehalten; lange Stufe; Sternbezug. kurze Stufe; dieser Eintrag; zuordnen; lange Stufe; dieser Eintrag. dieser Eintrag; zuordnen; dieser Eintrag. dieser Eintrag; zuordnen; dieser Eintrag. markieren; kurze Stufe; Lesegang; dieser Eintrag. Lesegang; Wert. markieren; weiterzaehlen. von dieser Position. weiterzaehlen; von dieser Position.	UNSPECIFIED	NONE	A1_RIGHT_RING_TEXT	A1_RIGHT_OUTER_RING_TEXT	äußere Beschriftung des rechten Rades	Beschriftung des rechten Außenrings	äußere Beschriftung des rechten Rades	äußere Beschriftung des rechten Rades	DIRECT_VISIBLE	Bei äußere Beschriftung des rechten Rades: Sternbezug; beibehalten; kurze Stufe; Beschriftung des rechten Außenrings. Beschriftung des rechten Außenrings. beibehalten; lange Stufe; Sternbezug. kurze Stufe; Beschriftung des rechten Außenrings; zuordnen; lange Stufe; Beschriftung des rechten Außenrings. Beschriftung des rechten Außenrings; zuordnen; Beschriftung des rechten Außenrings. Beschriftung des rechten Außenrings; zuordnen; Beschriftung des rechten Außenrings. markieren; kurze Stufe; Lesegang; Beschriftung des rechten Außenrings. Lesegang; Wert. markieren; weiterzaehlen. von äußere Beschriftung des rechten Rades. weiterzaehlen; von äußere Beschriftung des rechten Rades.	RESET_AT_EACH_VISIBLE_LOCUS	Beschriftung des rechten Außenrings	Bei äußere Beschriftung des rechten Rades: Sternbezug; beibehalten; kurze Stufe; Beschriftung des rechten Außenrings. Beschriftung des rechten Außenrings. beibehalten; lange Stufe; Sternbezug. kurze Stufe; Beschriftung des rechten Außenrings; zuordnen; lange Stufe; Beschriftung des rechten Außenrings. Beschriftung des rechten Außenrings; zuordnen; Beschriftung des rechten Außenrings. Beschriftung des rechten Außenrings; zuordnen; Beschriftung des rechten Außenrings. markieren; kurze Stufe; Lesegang; Beschriftung des rechten Außenrings. Lesegang; Wert. markieren; weiterzaehlen. von äußere Beschriftung des rechten Rades. weiterzaehlen; von äußere Beschriftung des rechten Rades.	NONE
74	A1	f67r2	f67r2.74	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	13	178|179|180|181|182|183|184|185|186|187|188|189|190	dies + halten + kurz + dies; ansetzen + laenger + Arbeitsgang + dies; Entnahme + Sternbezug; Arbeitsgang + laenger + Arbeitsgang + Sternbezug; Arbeitsgang + Durchgang + dies; Gabe + Sternbezug; Mass; ansetzen + laenger + Arbeitsgang + dies; ansetzen + Arbeitsgang + Mass; Arbeitsgang + Portion; von dort; Lauf; Nebenadresse + dies	dieser Eintrag; beibehalten; kurze Stufe; dieser Eintrag. markieren; lange Stufe; Lesegang; dieser Eintrag. entnommener Wert; Sternbezug. Lesegang; lange Stufe; Lesegang; Sternbezug. Lesegang; Diagrammdurchgang; dieser Eintrag. Eintrag; Sternbezug. Wert. markieren; lange Stufe; Lesegang; dieser Eintrag. markieren; Lesegang; Wert. Lesegang; Teilwert. von dieser Position. Bahn. Nebenadresse; dieser Eintrag.	UNSPECIFIED	NONE	A1_LEGEND	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	Legende zwischen den beiden Rädern	Legendenposten des Radpaares	Legende zwischen den beiden Rädern	Legende zwischen den beiden Rädern	UNRESOLVED	Bei Legende zwischen den beiden Rädern: Legendenposten des Radpaares; beibehalten; kurze Stufe; Legendenposten des Radpaares. markieren; lange Stufe; Lesegang; Legendenposten des Radpaares. entnommener Wert; Sternbezug. Lesegang; lange Stufe; Lesegang; Sternbezug. Lesegang; Diagrammdurchgang; Legendenposten des Radpaares. Legendenposten des Radpaares; Sternbezug. Wert. markieren; lange Stufe; Lesegang; Legendenposten des Radpaares. markieren; Lesegang; Wert. Lesegang; Teilwert. von Legende zwischen den beiden Rädern. Bahn. Nebenadresse; Legendenposten des Radpaares.	RESET_AT_EACH_VISIBLE_LOCUS	Legendenposten des Radpaares	Bei Legende zwischen den beiden Rädern: Legendenposten des Radpaares; beibehalten; kurze Stufe; Legendenposten des Radpaares. markieren; lange Stufe; Lesegang; Legendenposten des Radpaares. entnommener Wert; Sternbezug. Lesegang; lange Stufe; Lesegang; Sternbezug. Lesegang; Diagrammdurchgang; Legendenposten des Radpaares. Legendenposten des Radpaares; Sternbezug. Wert. markieren; lange Stufe; Lesegang; Legendenposten des Radpaares. markieren; Lesegang; Wert. Lesegang; Teilwert. von Legende zwischen den beiden Rädern. Bahn. Nebenadresse; Legendenposten des Radpaares.	NONE
75	A2	f68r1	f68r1.1	A68_LEFT_STAR_PANEL	9	191|192|193|194|195|196|197|198|199	Gabe + zufuehren + dies; entnehmen + eintragen + laenger + dies; Gabe + eintragen + laenger + dies; Sternfigur + fortsetzen; Entnahme + senken; Arbeitsgang + hinein + entnehmen + laenger + fortsetzen; danach + Ansatz; Gabe + bereit + vollstaendig + dies; ansetzen + Gabe + Stelle	Eintrag; zuordnen; dieser Eintrag. Eintrag entnehmen; eintragen; lange Stufe; dieser Eintrag. Eintrag; eintragen; lange Stufe; dieser Eintrag. Sternfigur; weiterzaehlen. entnommener Wert; senken. Lesegang; hinein; Eintrag entnehmen; lange Stufe; weiterzaehlen. naechster Eintrag; Einstellung. Eintrag; gueltig; volle Stufe; dieser Eintrag. markieren; Eintrag; Position.	UNSPECIFIED	NONE	A2_PANEL_HEADER	A2_LEFT_PANEL_HEADER	Kopf des linken Sternpanels	Kopfwert des linken Panels	Kopf des linken Sternpanels	Kopf des linken Sternpanels	PAGE_OWNER_ONLY	Bei Kopf des linken Sternpanels: Kopfwert des linken Panels; zuordnen; Kopfwert des linken Panels. Kopfwert des linken Panels entnehmen; eintragen; lange Stufe; Kopfwert des linken Panels. Kopfwert des linken Panels; eintragen; lange Stufe; Kopfwert des linken Panels. Sternfigur; weiterzaehlen. entnommener Wert; senken. Lesegang; hinein; Kopfwert des linken Panels entnehmen; lange Stufe; weiterzaehlen. naechster Kopfwert des linken Panels; Einstellung. Kopfwert des linken Panels; gueltig; volle Stufe; Kopfwert des linken Panels. markieren; Kopfwert des linken Panels; Kopf des linken Sternpanels.	RESET_AT_EACH_VISIBLE_LOCUS	Kopfwert des linken Panels	Bei Kopf des linken Sternpanels: Kopfwert des linken Panels; zuordnen; Kopfwert des linken Panels. Kopfwert des linken Panels entnehmen; eintragen; lange Stufe; Kopfwert des linken Panels. Kopfwert des linken Panels; eintragen; lange Stufe; Kopfwert des linken Panels. Sternfigur; weiterzaehlen. entnommener Wert; senken. Lesegang; hinein; Kopfwert des linken Panels entnehmen; lange Stufe; weiterzaehlen. naechster Kopfwert des linken Panels; Einstellung. Kopfwert des linken Panels; gueltig; volle Stufe; Kopfwert des linken Panels. markieren; Kopfwert des linken Panels; Kopf des linken Sternpanels.	NONE
76	A2	f68r1	f68r1.2	A68_MIDDLE_STAR_PANEL	9	200|201|202|203|204|205|206|207|208	eintragen + Arbeitsgang + entnehmen + Sternbezug + Arbeitsgang; danach + entnehmen + fuehren; vollständig ansetzen; Schluss; Ergebnis; entnehmen + laenger + eintragen + laenger + dies; dies + eintragen + kurz + Arbeitsgang + dies; entnehmen + hinein + Ansatz; Entnahme + zufuehren + Ansatz + dies; Gabe + Teiladresse	eintragen; Lesegang; Eintrag entnehmen; Sternbezug; Lesegang. naechster Eintrag; Eintrag entnehmen; fuehren. markieren; volle Stufe; Eintrag schliessen. Resultat. Eintrag entnehmen; lange Stufe; eintragen; lange Stufe; dieser Eintrag. dieser Eintrag; eintragen; kurze Stufe; Lesegang; dieser Eintrag. Eintrag entnehmen; hinein; Einstellung. entnommener Wert; zuordnen; Einstellung; dieser Eintrag. Eintrag; Teiladresse.	UNSPECIFIED	NONE	A2_PANEL_HEADER	A2_MIDDLE_PANEL_HEADER	Kopf des mittleren Sternpanels	Kopfwert des mittleren Panels	Kopf des mittleren Sternpanels	Kopf des mittleren Sternpanels	PAGE_OWNER_ONLY	Bei Kopf des mittleren Sternpanels: eintragen; Lesegang; Kopfwert des mittleren Panels entnehmen; Sternbezug; Lesegang. naechster Kopfwert des mittleren Panels; Kopfwert des mittleren Panels entnehmen; fuehren. markieren; volle Stufe; Kopfwert des mittleren Panels schliessen. Resultat. Kopfwert des mittleren Panels entnehmen; lange Stufe; eintragen; lange Stufe; Kopfwert des mittleren Panels. Kopfwert des mittleren Panels; eintragen; kurze Stufe; Lesegang; Kopfwert des mittleren Panels. Kopfwert des mittleren Panels entnehmen; hinein; Einstellung. entnommener Wert; zuordnen; Einstellung; Kopfwert des mittleren Panels. Kopfwert des mittleren Panels; Teiladresse.	RESET_AT_EACH_VISIBLE_LOCUS	Kopfwert des mittleren Panels	Bei Kopf des mittleren Sternpanels: eintragen; Lesegang; Kopfwert des mittleren Panels entnehmen; Sternbezug; Lesegang. naechster Kopfwert des mittleren Panels; Kopfwert des mittleren Panels entnehmen; fuehren. markieren; volle Stufe; Kopfwert des mittleren Panels schliessen. Resultat. Kopfwert des mittleren Panels entnehmen; lange Stufe; eintragen; lange Stufe; Kopfwert des mittleren Panels. Kopfwert des mittleren Panels; eintragen; kurze Stufe; Lesegang; Kopfwert des mittleren Panels. Kopfwert des mittleren Panels entnehmen; hinein; Einstellung. entnommener Wert; zuordnen; Einstellung; Kopfwert des mittleren Panels. Kopfwert des mittleren Panels; Teiladresse.	NONE
77	A2	f68r1	f68r1.3	A68_RIGHT_STAR_PANEL	8	209|210|211|212|213|214|215|216	dies + zufuehren + Ansatz; Ergebnis; Arbeitsgang + entnehmen + laenger + dies; Gabe + zufuehren + Stelle; länger ansetzen; senken + Ansatz; kurz + trennen + von dort; von dort + Gegenfeld	dieser Eintrag; zuordnen; Einstellung. Resultat. Lesegang; Eintrag entnehmen; lange Stufe; dieser Eintrag. Eintrag; zuordnen; Position. markieren; lange Stufe; dieser Eintrag. senken; Einstellung. kurze Stufe; Bereiche trennen; von dieser Position. von dieser Position; Gegenfeld.	UNSPECIFIED	NONE	A2_PANEL_HEADER	A2_RIGHT_PANEL_HEADER	Kopf des rechten Sternpanels	Kopfwert des rechten Panels	Kopf des rechten Sternpanels	Kopf des rechten Sternpanels	PAGE_OWNER_ONLY	Bei Kopf des rechten Sternpanels: Kopfwert des rechten Panels; zuordnen; Einstellung. Resultat. Lesegang; Kopfwert des rechten Panels entnehmen; lange Stufe; Kopfwert des rechten Panels. Kopfwert des rechten Panels; zuordnen; Kopf des rechten Sternpanels. markieren; lange Stufe; Kopfwert des rechten Panels. senken; Einstellung. kurze Stufe; Bereiche trennen; von Kopf des rechten Sternpanels. von Kopf des rechten Sternpanels; Gegenfeld.	RESET_AT_EACH_VISIBLE_LOCUS	Kopfwert des rechten Panels	Bei Kopf des rechten Sternpanels: Kopfwert des rechten Panels; zuordnen; Einstellung. Resultat. Lesegang; Kopfwert des rechten Panels entnehmen; lange Stufe; Kopfwert des rechten Panels. Kopfwert des rechten Panels; zuordnen; Kopf des rechten Sternpanels. markieren; lange Stufe; Kopfwert des rechten Panels. senken; Einstellung. kurze Stufe; Bereiche trennen; von Kopf des rechten Sternpanels. von Kopf des rechten Sternpanels; Gegenfeld.	NONE
78	A2	f68r1	f68r1.4	A68_MULTIPANEL_STAR_ATLAS	2	217|218	Teiladresse + Ansatz; ansetzen + Nebenadresse + Zaehlstrich + Sollstufe	Teiladresse; Einstellung. markieren; Nebenadresse; Zaehlstrich; Sollstufe.	UNSPECIFIED	NONE	A2_HEADER_FRAGMENT	A2_MULTIPANEL_HEADER_FRAGMENT_04	Kopffragment 4 der Sternpanels	Kopfwertfragment 4	Kopffragment 4 der Sternpanels	Kopffragment 4 der Sternpanels	UNRESOLVED	Bei Kopffragment 4 der Sternpanels: Teiladresse; Einstellung. markieren; Nebenadresse; Zaehlstrich; Sollstufe.	RESET_AT_EACH_VISIBLE_LOCUS	Kopfwertfragment 4	Bei Kopffragment 4 der Sternpanels: Teiladresse; Einstellung. markieren; Nebenadresse; Zaehlstrich; Sollstufe.	NONE
79	A2	f68r1	f68r1.5	A68_MULTIPANEL_STAR_ATLAS	1	219	dies + zufuehren + dies	dieser Eintrag; zuordnen; dieser Eintrag.	UNSPECIFIED	NONE	A2_HEADER_FRAGMENT	A2_MULTIPANEL_HEADER_FRAGMENT_05	Kopffragment 5 der Sternpanels	Kopfwertfragment 5	Kopffragment 5 der Sternpanels	Kopffragment 5 der Sternpanels	UNRESOLVED	Bei Kopffragment 5 der Sternpanels: Kopfwertfragment 5; zuordnen; Kopfwertfragment 5.	RESET_AT_EACH_VISIBLE_LOCUS	Kopfwertfragment 5	Bei Kopffragment 5 der Sternpanels: Kopfwertfragment 5; zuordnen; Kopfwertfragment 5.	NONE
80	A2	f68r1	f68r1.6	A68_MULTIPANEL_STAR_ATLAS	1	220	von dort + dies	von dieser Position; dieser Eintrag.	UNSPECIFIED	NONE	A2_HEADER_FRAGMENT	A2_MULTIPANEL_HEADER_FRAGMENT_06	Kopffragment 6 der Sternpanels	Kopfwertfragment 6	Kopffragment 6 der Sternpanels	Kopffragment 6 der Sternpanels	UNRESOLVED	Bei Kopffragment 6 der Sternpanels: von Kopffragment 6 der Sternpanels; Kopfwertfragment 6.	RESET_AT_EACH_VISIBLE_LOCUS	Kopfwertfragment 6	Bei Kopffragment 6 der Sternpanels: von Kopffragment 6 der Sternpanels; Kopfwertfragment 6.	NONE
81	A2	f68r1	f68r1.7	A68_MULTIPANEL_STAR_ATLAS	1	221	anheben + dies + zufuehren + fortsetzen + dies	Stufe anheben; dieser Eintrag; zuordnen; weiterzaehlen; dieser Eintrag.	UNSPECIFIED	NONE	A2_HEADER_FRAGMENT	A2_MULTIPANEL_HEADER_FRAGMENT_07	Kopffragment 7 der Sternpanels	Kopfwertfragment 7	Kopffragment 7 der Sternpanels	Kopffragment 7 der Sternpanels	UNRESOLVED	Bei Kopffragment 7 der Sternpanels: Stufe anheben; Kopfwertfragment 7; zuordnen; weiterzaehlen; Kopfwertfragment 7.	RESET_AT_EACH_VISIBLE_LOCUS	Kopfwertfragment 7	Bei Kopffragment 7 der Sternpanels: Stufe anheben; Kopfwertfragment 7; zuordnen; weiterzaehlen; Kopfwertfragment 7.	NONE
82	A2	f68r1	f68r1.8	A68_MULTIPANEL_STAR_ATLAS	1	222	ansetzen + Arbeitsgang + Stelle + dies	markieren; Lesegang; Position; dieser Eintrag.	UNSPECIFIED	NONE	A2_CENTRE	A2_CENTRE_KEY_UNRESOLVED	zentrale Sternfeldlegende	zentraler Schlüsselwert	zentrale Sternfeldlegende	zentrale Sternfeldlegende	UNRESOLVED	Bei zentrale Sternfeldlegende: markieren; Lesegang; zentrale Sternfeldlegende; zentraler Schlüsselwert.	RESET_AT_EACH_VISIBLE_LOCUS	zentraler Schlüsselwert	Bei zentrale Sternfeldlegende: markieren; Lesegang; zentrale Sternfeldlegende; zentraler Schlüsselwert.	NONE
83	A2	f68r1	f68r1.9	A68_MULTIPANEL_STAR_ATLAS	1	223	Arbeitsgang + Teiladresse + entnehmen + kurz + bereit + dies	Lesegang; Teiladresse; Eintrag entnehmen; kurze Stufe; gueltig; dieser Eintrag.	UNSPECIFIED	NONE	A2_STAR	A2_STAR_STATION_01	Sternstelle 1 des Mehrpanelfeldes	Wert der Sternstelle 1	Sternstelle 1 des Mehrpanelfeldes	Sternstelle 1 des Mehrpanelfeldes	DIRECT_VISIBLE	Bei Sternstelle 1 des Mehrpanelfeldes: Lesegang; Teiladresse; Wert der Sternstelle 1 entnehmen; kurze Stufe; gueltig; Wert der Sternstelle 1.	RESET_AT_EACH_VISIBLE_LOCUS	Wert der Sternstelle 1	Bei Sternstelle 1 des Mehrpanelfeldes: Lesegang; Teiladresse; Wert der Sternstelle 1 entnehmen; kurze Stufe; gueltig; Wert der Sternstelle 1.	NONE
84	A2	f68r1	f68r1.10	A68_MULTIPANEL_STAR_ATLAS	1	224	danach + Entnahme + Schluss	naechster Eintrag; entnommener Wert; Eintrag schliessen.	UNSPECIFIED	NONE	A2_STAR	A2_STAR_STATION_02	Sternstelle 2 des Mehrpanelfeldes	Wert der Sternstelle 2	Sternstelle 2 des Mehrpanelfeldes	Sternstelle 2 des Mehrpanelfeldes	DIRECT_VISIBLE	Bei Sternstelle 2 des Mehrpanelfeldes: naechster Wert der Sternstelle 2; entnommener Wert; Wert der Sternstelle 2 schliessen.	RESET_AT_EACH_VISIBLE_LOCUS	Wert der Sternstelle 2	Bei Sternstelle 2 des Mehrpanelfeldes: naechster Wert der Sternstelle 2; entnommener Wert; Wert der Sternstelle 2 schliessen.	NONE
85	A2	f68r1	f68r1.11	A68_MULTIPANEL_STAR_ATLAS	1	225	ansetzen + Arbeitsgang + Stelle + dies	markieren; Lesegang; Position; dieser Eintrag.	UNSPECIFIED	NONE	A2_STAR	A2_STAR_STATION_03	Sternstelle 3 des Mehrpanelfeldes	Wert der Sternstelle 3	Sternstelle 3 des Mehrpanelfeldes	Sternstelle 3 des Mehrpanelfeldes	DIRECT_VISIBLE	Bei Sternstelle 3 des Mehrpanelfeldes: markieren; Lesegang; Sternstelle 3 des Mehrpanelfeldes; Wert der Sternstelle 3.	RESET_AT_EACH_VISIBLE_LOCUS	Wert der Sternstelle 3	Bei Sternstelle 3 des Mehrpanelfeldes: markieren; Lesegang; Sternstelle 3 des Mehrpanelfeldes; Wert der Sternstelle 3.	NONE
86	A2	f68r1	f68r1.12	A68_MULTIPANEL_STAR_ATLAS	1	226	Gabe + Sternhaufen + dies	Eintrag; Sternhaufen; dieser Eintrag.	UNSPECIFIED	NONE	A2_STAR	A2_STAR_STATION_04	Sternstelle 4 des Mehrpanelfeldes	Wert der Sternstelle 4	Sternstelle 4 des Mehrpanelfeldes	Sternstelle 4 des Mehrpanelfeldes	DIRECT_VISIBLE	Bei Sternstelle 4 des Mehrpanelfeldes: Wert der Sternstelle 4; Sternhaufen; Wert der Sternstelle 4.	RESET_AT_EACH_VISIBLE_LOCUS	Wert der Sternstelle 4	Bei Sternstelle 4 des Mehrpanelfeldes: Wert der Sternstelle 4; Sternhaufen; Wert der Sternstelle 4.	NONE
