event_serial	page	locus	record_unit_id	field_id	statement_id	event_ordinal_in_field	joint_tuple_id	surface_display_only	formal_formula_opaque	terminal_status	parse_status	selected_exact_mnemonic	strict_formal_prompt	event_template	literal_exact_card_formal_exemplar_layer	whole_plant_owner	owner_status	owner_confidence	concrete_technical_default	default_layer	register_effect_in_creative_template	technical_default_confidence	strongest_medical_rival	contradiction	semantic_ceiling
43	f11r	f11r.1	H3	F006	H3-S001	5	deb377381ceaf55ea310	cphy	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E43:[TUPLE:deb377381ceaf55ea310;SURFACE_DISPLAY_ONLY:cphy;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR ACTION];TERMINAL:NONCLOSE]	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	0.72	Führe die Flüssigkeit ein zweites Mal durch ein frisches feines Tuch.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: wässrige oder andere flüssige Heilmittelzubereitung aus derselben Bildpflanze.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Medium und Gerät sind nicht abgebildet; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
44	f11r	f11r.1	H3	F006	H3-S001	6	b5df9126607030b95175	shey	OPAQUE_PAYLOAD	NONCLOSE	UNIQUE_EXACT	KLAR?	NONE	STATE_GATE	E44:[TUPLE:b5df9126607030b95175;SURFACE_DISPLAY_ONLY:shey;FORMULA:OPAQUE_PAYLOAD;CARD:KLAR?;PROMPT:NONE;TEMPLATE:STATE_GATE;FROZEN_V72_SEGMENT:[CARD:KLAR?];TERMINAL:NONCLOSE]	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	0.72	Nimm die Flüssigkeit an, sobald sie den örtlichen Klarheitszustand erreicht.	FROZEN_CONTROL_CLASS_PLUS_CREATIVE_SOURCE_ARGUMENT	IF EXEMPLAR_STATE_REACHED THEN RELEASE(ACTIVE)	0.47	MEDICAL_RIVAL: wässrige oder andere flüssige Heilmittelzubereitung aus derselben Bildpflanze.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; bekannte Karte/Formalklasse ist nur gefrorener Prompt und trägt diese konkrete Lesung nicht.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
45	f11r	f11r.1	H3	F006	H3-S001	7	2e2027b1951d79911e24	tchody	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E45:[TUPLE:2e2027b1951d79911e24;SURFACE_DISPLAY_ONLY:tchody;FORMULA:CLOSE(OPAQUE_PAYLOAD);CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR CONDITION] [CLOSE];TERMINAL:TERMINAL]	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	0.72	Schließe den Posten und lasse das bedeckte Gefäß abkühlen.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED;CLOSE_LOCAL_FIELD_ONLY	0.22	MEDICAL_RIVAL: dieselbe Folge als unbekannter heilkundlicher Pflanzenartikel.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Medium und Gerät sind nicht abgebildet; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung; CLOSE beweist nur lokalen Formabschluss, nicht den gewählten Prozessabschluss.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
46	f11r	f11r.1	H3	F007	H3-S002	1	577c03a928d674d420d7	shoyty	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E46:[TUPLE:577c03a928d674d420d7;SURFACE_DISPLAY_ONLY:shoyty;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR SUBSTANCE_OR_OBJECT];TERMINAL:NONCLOSE]	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	0.72	Behalte eine trockene Kopf- oder Blütenprobe als getrennte Referenz zurück.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: Vorratshaltung eines heilkundlich bestimmten Pflanzenanteils.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
47	f11r	f11r.4	H3	F008	H3-S003	1	d665560c8ff80799a82c	dchol	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E47:[TUPLE:d665560c8ff80799a82c;SURFACE_DISPLAY_ONLY:dchol;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR SOURCE_ARGUMENT];TERMINAL:NONCLOSE]	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	0.72	Nimm einen Arbeitsanteil der geklärten Flüssigkeit.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: wässrige oder andere flüssige Heilmittelzubereitung aus derselben Bildpflanze.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
48	f11r	f11r.4	H3	F008	H3-S003	2	b921a237be883a820352	chy	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E48:[TUPLE:b921a237be883a820352;SURFACE_DISPLAY_ONLY:chy;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR ACTION];TERMINAL:NONCLOSE]	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	0.72	Tränke damit einen sauberen Tuchstreifen.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: dieselbe Folge als unbekannter heilkundlicher Pflanzenartikel.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Medium und Gerät sind nicht abgebildet; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
49	f11r	f11r.4	H3	F008	H3-S003	3	b2812c8283c3a62438bd	kchy	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E49:[TUPLE:b2812c8283c3a62438bd;SURFACE_DISPLAY_ONLY:kchy;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR ACTION];TERMINAL:NONCLOSE]	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	0.72	Lege den nassen Streifen auf eine neutrale Prüfunterlage.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: dieselbe Folge als unbekannter heilkundlicher Pflanzenartikel.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
50	f11r	f11r.4	H3	F008	H3-S003	4	b921a237be883a820352	dy	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E50:[TUPLE:b921a237be883a820352;SURFACE_DISPLAY_ONLY:dy;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR SOURCE_ARGUMENT];TERMINAL:NONCLOSE]	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	0.72	Lege einen zweiten trockenen Streifen als Vergleich daneben.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: Vorratshaltung eines heilkundlich bestimmten Pflanzenanteils.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
51	f11r	f11r.4	H3	F008	H3-S003	5	2f1c5e56e8f0ff459065	daiin	OPAQUE_PAYLOAD	NONCLOSE	UNIQUE_CONVERGENT_CHANNELS	MASS?	VORGABEPARAMETER?	PARAMETER_ASSIGN	E51:[TUPLE:2f1c5e56e8f0ff459065;SURFACE_DISPLAY_ONLY:daiin;FORMULA:OPAQUE_PAYLOAD;CARD:MASS?;PROMPT:VORGABEPARAMETER?;TEMPLATE:PARAMETER_ASSIGN;FROZEN_V72_SEGMENT:[CARD:MASS?] [FORMAL:VORGABEPARAMETER?];TERMINAL:NONCLOSE]	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	0.72	Gib beiden Prüfposten dasselbe örtliche Flüssigkeitsmaß beziehungsweise Nullmaß.	FROZEN_CONTROL_CLASS_PLUS_CREATIVE_SOURCE_ARGUMENT	MEASURE:=EXEMPLAR_VALUE	0.44	MEDICAL_RIVAL: Dosis-, Dauer- oder Mengenangabe in einem Heilrezept.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; bekannte Karte/Formalklasse ist nur gefrorener Prompt und trägt diese konkrete Lesung nicht.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
52	f11r	f11r.7	H3	F009	H3-S004	1	a48efd6c4491a046ba78	qotchy	FRAME_OT(OPAQUE_PAYLOAD)	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E52:[TUPLE:a48efd6c4491a046ba78;SURFACE_DISPLAY_ONLY:qotchy;FORMULA:FRAME_OT(OPAQUE_PAYLOAD);CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR SUBSTANCE_OR_OBJECT];TERMINAL:NONCLOSE]	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	0.72	Lege eine Blattprobe in ein nicht abgebildetes warmes Wasserbad.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: wässrige oder andere flüssige Heilmittelzubereitung aus derselben Bildpflanze.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Medium und Gerät sind nicht abgebildet; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
53	f11r	f11r.7	H3	F009	H3-S004	2	322281bd391aa621f568	okchol	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E53:[TUPLE:322281bd391aa621f568;SURFACE_DISPLAY_ONLY:okchol;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR ACTION];TERMINAL:NONCLOSE]	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	0.72	Zerstoße die erweichte Probe zu einer gleichmäßigen Masse.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: Auswahl eines heilkundlich bestimmten Pflanzenanteils statt einer Materialprobe.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
54	f11r	f11r.7	H3	F009	H3-S004	3	e0b630cb1b5df5e7105b	cthy	OPAQUE_PAYLOAD	NONCLOSE	UNIQUE_EXACT	BEREIT?	NONE	STATE_GATE	E54:[TUPLE:e0b630cb1b5df5e7105b;SURFACE_DISPLAY_ONLY:cthy;FORMULA:OPAQUE_PAYLOAD;CARD:BEREIT?;PROMPT:NONE;TEMPLATE:STATE_GATE;FROZEN_V72_SEGMENT:[CARD:BEREIT?];TERMINAL:NONCLOSE]	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	0.72	Nimm die Masse in den Arbeitsvergleich, sobald sie gebrauchsfertig ist.	FROZEN_CONTROL_CLASS_PLUS_CREATIVE_SOURCE_ARGUMENT	IF EXEMPLAR_STATE_REACHED THEN RELEASE(ACTIVE)	0.47	MEDICAL_RIVAL: dieselbe Folge als unbekannter heilkundlicher Pflanzenartikel.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; bekannte Karte/Formalklasse ist nur gefrorener Prompt und trägt diese konkrete Lesung nicht.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
55	f11r	f11r.7	H3	F009	H3-S004	4	b921a237be883a820352	dy	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E55:[TUPLE:b921a237be883a820352;SURFACE_DISPLAY_ONLY:dy;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR ACTION];TERMINAL:NONCLOSE]	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	PAGE_OWNER_ONLY	0.72	Notiere ihre Beschaffenheit und schließe den lokalen Vergleich.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: dieselbe Folge als unbekannter heilkundlicher Pflanzenartikel.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
56	f55v	f55v.5	H4	F010	H4-S001	1	b5fcea1eaed06b2f2291	qokaiin	SET(<ARG_AIIN>)	NONCLOSE	UNIQUE_FORMAL_ONLY	UNKNOWN	STANDARDSLOT_SETZEN	PARAMETER_ASSIGN	E56:[TUPLE:b5fcea1eaed06b2f2291;SURFACE_DISPLAY_ONLY:qokaiin;FORMULA:SET(<ARG_AIIN>);CARD:UNKNOWN;PROMPT:STANDARDSLOT_SETZEN;TEMPLATE:PARAMETER_ASSIGN;FROZEN_V72_SEGMENT:[FORMAL:STANDARDSLOT_SETZEN];TERMINAL:NONCLOSE]	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	0.81	Eröffne für die ganze f55v-Bildpflanze einen neuen Standardslot.	FROZEN_CONTROL_CLASS_PLUS_CREATIVE_SOURCE_ARGUMENT	MEASURE:=EXEMPLAR_VALUE	0.44	MEDICAL_RIVAL: Dosis-, Dauer- oder Mengenangabe in einem Heilrezept.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; bekannte Karte/Formalklasse ist nur gefrorener Prompt und trägt diese konkrete Lesung nicht.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
57	f55v	f55v.5	H4	F010	H4-S001	2	2f1c5e56e8f0ff459065	chaiin	OPAQUE_PAYLOAD	NONCLOSE	UNIQUE_EXACT	MASS?	NONE	PARAMETER_ASSIGN	E57:[TUPLE:2f1c5e56e8f0ff459065;SURFACE_DISPLAY_ONLY:chaiin;FORMULA:OPAQUE_PAYLOAD;CARD:MASS?;PROMPT:NONE;TEMPLATE:PARAMETER_ASSIGN;FROZEN_V72_SEGMENT:[CARD:MASS?];TERMINAL:NONCLOSE]	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	0.81	Trage ein örtliches Maß des gewählten Blattmaterials ein.	FROZEN_CONTROL_CLASS_PLUS_CREATIVE_SOURCE_ARGUMENT	MEASURE:=EXEMPLAR_VALUE	0.44	MEDICAL_RIVAL: Dosis-, Dauer- oder Mengenangabe in einem Heilrezept.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; bekannte Karte/Formalklasse ist nur gefrorener Prompt und trägt diese konkrete Lesung nicht.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
58	f55v	f55v.5	H4	F010	H4-S001	3	403c1592f918c8f23b88	ykain	OPAQUE_PAYLOAD + <ARG_AIN>	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E58:[TUPLE:403c1592f918c8f23b88;SURFACE_DISPLAY_ONLY:ykain;FORMULA:OPAQUE_PAYLOAD + <ARG_AIN>;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR SOURCE_ARGUMENT];TERMINAL:NONCLOSE]	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	0.81	Schneide die Blattprobe in schmale Streifen.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: Auswahl eines heilkundlich bestimmten Pflanzenanteils statt einer Materialprobe.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
59	f55v	f55v.5	H4	F010	H4-S001	4	d929a14ec45749b2e805	ykan	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E59:[TUPLE:d929a14ec45749b2e805;SURFACE_DISPLAY_ONLY:ykan;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR SUBSTANCE_OR_OBJECT];TERMINAL:NONCLOSE]	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	0.81	Bedecke die Streifen in einem nicht abgebildeten Gefäß mit Wasser.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: wässrige oder andere flüssige Heilmittelzubereitung aus derselben Bildpflanze.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Medium und Gerät sind nicht abgebildet; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
60	f55v	f55v.5	H4	F010	H4-S001	5	97cc9ac109148723c472	ody	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E60:[TUPLE:97cc9ac109148723c472;SURFACE_DISPLAY_ONLY:ody;FORMULA:CLOSE(OPAQUE_PAYLOAD);CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR CONDITION] [CLOSE];TERMINAL:TERMINAL]	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	0.81	Schließe das Gefäß und lasse den Posten bis zur örtlichen Endmarke ziehen.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED;CLOSE_LOCAL_FIELD_ONLY	0.22	MEDICAL_RIVAL: dieselbe Folge als unbekannter heilkundlicher Pflanzenartikel.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Medium und Gerät sind nicht abgebildet; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung; CLOSE beweist nur lokalen Formabschluss, nicht den gewählten Prozessabschluss.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
61	f55v	f55v.5	H4	F011	H4-S002	1	2f1c5e56e8f0ff459065	daiin	OPAQUE_PAYLOAD	NONCLOSE	UNIQUE_CONVERGENT_CHANNELS	MASS?	VORGABEPARAMETER?	PARAMETER_ASSIGN	E61:[TUPLE:2f1c5e56e8f0ff459065;SURFACE_DISPLAY_ONLY:daiin;FORMULA:OPAQUE_PAYLOAD;CARD:MASS?;PROMPT:VORGABEPARAMETER?;TEMPLATE:PARAMETER_ASSIGN;FROZEN_V72_SEGMENT:[CARD:MASS?] [FORMAL:VORGABEPARAMETER?];TERMINAL:NONCLOSE]	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	0.81	Teile die gezogene Flüssigkeit in zwei gleiche Messposten.	FROZEN_CONTROL_CLASS_PLUS_CREATIVE_SOURCE_ARGUMENT	MEASURE:=EXEMPLAR_VALUE	0.44	MEDICAL_RIVAL: Dosis-, Dauer- oder Mengenangabe in einem Heilrezept.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; bekannte Karte/Formalklasse ist nur gefrorener Prompt und trägt diese konkrete Lesung nicht.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
62	f55v	f55v.5	H4	F011	H4-S002	2	6f7ff8287eddf4da9fdb	chedy	VARIANT_D(OPAQUE_PAYLOAD)	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E62:[TUPLE:6f7ff8287eddf4da9fdb;SURFACE_DISPLAY_ONLY:chedy;FORMULA:VARIANT_D(OPAQUE_PAYLOAD);CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR CONDITION];TERMINAL:NONCLOSE]	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	0.81	Rühre den ersten Posten, bis er gleichmäßig erscheint.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED	0.24	MEDICAL_RIVAL: dieselbe Folge als unbekannter heilkundlicher Pflanzenartikel.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
63	f55v	f55v.5	H4	F011	H4-S002	3	e026af581c99322fbd46	talam	CLOSE_B3(OPAQUE_PAYLOAD)	TERMINAL	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E63:[TUPLE:e026af581c99322fbd46;SURFACE_DISPLAY_ONLY:talam;FORMULA:CLOSE_B3(OPAQUE_PAYLOAD);CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:[EXEMPLAR CONDITION] [CLOSE];TERMINAL:TERMINAL]	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	PAGE_OWNER_ONLY	0.81	Schließe diesen Einzelposten nach einem Durchgang durch das Prüftuch.	CREATIVE_OCCURRENCE_EXEMPLAR_FILL	EXECUTE_TYPED_EXEMPLAR_STEP;NO_CONTROL_VALUE_INFERRED;CLOSE_LOCAL_FIELD_ONLY	0.22	MEDICAL_RIVAL: dieselbe Folge als unbekannter heilkundlicher Pflanzenartikel.	Bild bindet nur die ganze Pflanze, nicht diesen konkreten Arbeitsschritt; Medium und Gerät sind nicht abgebildet; Ereignis besitzt keine bekannte Karte; Objekt und Handlung sind reine Exemplarfüllung; CLOSE beweist nur lokalen Formabschluss, nicht den gewählten Prozessabschluss.	CREATIVE_NONMEDICAL_EXEMPLAR_NOT_TRANSLATION_CARD_VALUE_STEM_OR_SPECIES
