page	locus	section	language	hand	y_occurrences	y_ordinals	context_classes	zl3b_line	v35_token_glosses_de	v36_token_glosses_de	v36_working_translation_de	base_unknown_tokens	v36_unknown_tokens
f36v	f36v.4	H	A	1	1	2	Y_MEDIAL_RIGHT_REFERENCE	qotchor y ky ty dy daiin cthor	kalt-trockene Drogenportion | [y:?] | heiß am Anfang des Grades | kalt am Anfang des Grades | [dy:?] | Grad-/Maßwert III | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	kalt-trockene Drogenportion | hierzu: | heiß am Anfang des Grades | kalt am Anfang des Grades | [dy:?] | Grad-/Maßwert III | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	kalt-trockene Drogenportion; hierzu: heiß am Anfang des Grades; kalt am Anfang des Grades; [dy:?]; Grad-/Maßwert III; Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge	2	1
f36v	f36v.8	H	A	1	1	4	Y_MEDIAL_LEFT_CLOSE	ykshy ytchy dol y tydy yky	[ykshy:?] | [ytchy:?] | Materialmaß | [y:?] | [tydy:?] | [yky:?]	[ykshy:?] | [ytchy:?] | Materialmaß | Eintragsteil abgeschlossen | [tydy:?] | [yky:?]	[ykshy:?]; [ytchy:?]; Materialmaß; [tydy:?]; [yky:?]	5	4
f36v	f36v.9	H	A	1	1	2	Y_MEDIAL_UNRESOLVED_HINGE	okaiin y kcholqod chory	heiß, Grad III, im Ansatzrahmen | [y:?] | [kcholqod:?] | [chory:?]	heiß, Grad III, im Ansatzrahmen | hierzu: | [kcholqod:?] | [chory:?]	heiß, Grad III, im Ansatzrahmen; hierzu: [kcholqod:?]; [chory:?]	3	2
f37v	f37v.20	H	A	1	1	1	Y_BOS_ENTRY	y choy ykol daiin s	[y:?] | [choy:?] | [ykol:?] | Qualitätsgrad III | [s:?]	Eintrag: | [choy:?] | [ykol:?] | Qualitätsgrad III | [s:?]	Eintrag: [choy:?]; [ykol:?]; Qualitätsgrad III; [s:?]	4	3
f39r	f39r.11	H	B	2	1	4	Y_MEDIAL_LEFT_CLOSE	dshdy ar aiin y yken chdy ykal olkaiin qokaldar cheol dar aiin	[dshdy:?] | Drogenfraktion I | Menge III | [y:?] | [yken:?] | trocken am Anfang des Grades, abgeschlossen | [ykal:?] | [olkaiin:?] | [qokaldar:?] | trockener Drogenstoff | abgemessene Fraktion I | Menge III	[dshdy:?] | Drogenfraktion I | Menge III | Eintragsteil abgeschlossen | [yken:?] | trocken am Anfang des Grades, abgeschlossen | [ykal:?] | [olkaiin:?] | [qokaldar:?] | trockener Drogenstoff | abgemessene Fraktion I | Menge III	[dshdy:?]; Drogenfraktion I; Menge III; [yken:?]; trocken am Anfang des Grades, abgeschlossen; [ykal:?]; [olkaiin:?]; [qokaldar:?]; trockener Drogenstoff; abgemessene Fraktion I; Menge III	6	5
f39v	f39v.13	H	B	2	1	8	Y_EOS_CLOSE	dain ockhedy otedy okedy lchdy okaiin daiiin y	Grad-/Maßwert II | Ansatz eines Arzneikompositums in der Gradmitte, abgeschlossen | kalter Ansatz in der Mitte des Grades, abgeschlossen | heißer Ansatz in der Mitte des Grades, abgeschlossen | Drogenholz, getrocknete Kurz-/Kompaktform | heiß, Grad III, im Ansatzrahmen | Grad-/Maßwert IV | [y:?]	Grad-/Maßwert II | Ansatz eines Arzneikompositums in der Gradmitte, abgeschlossen | kalter Ansatz in der Mitte des Grades, abgeschlossen | heißer Ansatz in der Mitte des Grades, abgeschlossen | Drogenholz, getrocknete Kurz-/Kompaktform | heiß, Grad III, im Ansatzrahmen | Grad-/Maßwert IV | Eintrag abgeschlossen	Grad-/Maßwert II; Ansatz eines Arzneikompositums in der Gradmitte, abgeschlossen; kalter Ansatz in der Mitte des Grades, abgeschlossen; heißer Ansatz in der Mitte des Grades, abgeschlossen; Drogenholz, getrocknete Kurz-/Kompaktform; heiß, Grad III, im Ansatzrahmen; Grad-/Maßwert IV.	1	0
f39v	f39v.4	H	B	2	1	1	Y_BOS_ENTRY	y okeey chody cheor aiin okody chodal ykedy qokedy dal o d aiin shky	[y:?] | heißer Ansatz am Ende des Grades | [chody:?] | trockener Drogenteil | Menge III | [okody:?] | [chodal:?] | [ykedy:?] | heiß in der Mitte des Grades, abgeschlossen | abgemessene Rohstoffmenge I | [o:?] | [d:?] | Menge III | [shky:?]	Eintrag: | heißer Ansatz am Ende des Grades | [chody:?] | trockener Drogenteil | Menge III | [okody:?] | [chodal:?] | [ykedy:?] | heiß in der Mitte des Grades, abgeschlossen | abgemessene Rohstoffmenge I | [o:?] | [d:?] | Menge III | [shky:?]	Eintrag: heißer Ansatz am Ende des Grades; [chody:?]; trockener Drogenteil; Menge III; [okody:?]; [chodal:?]; [ykedy:?]; heiß in der Mitte des Grades, abgeschlossen; abgemessene Rohstoffmenge I; [o:?]; [d:?]; Menge III; [shky:?]	8	7
f39v	f39v.9	H	B	2	1	11	Y_MEDIAL_BIDIRECTIONAL_HINGE	tar aiin dal ar ain cheor ydam shody okal shd y kshy or	kalte Drogenfraktion I | Menge III | abgemessene Rohstoffmenge I | Drogenfraktion I | Menge-/Klassenwert II | trockener Drogenteil | [ydam:?] | [shody:?] | Rohstoffklasse I im Ansatz, heiß am Gradanfang | [shd:?] | [y:?] | heiß und feucht am Anfang des Grades | Drogenportion	kalte Drogenfraktion I | Menge III | abgemessene Rohstoffmenge I | Drogenfraktion I | Menge-/Klassenwert II | trockener Drogenteil | [ydam:?] | [shody:?] | Rohstoffklasse I im Ansatz, heiß am Gradanfang | [shd:?] | ; hierzu: | heiß und feucht am Anfang des Grades | Drogenportion	kalte Drogenfraktion I; Menge III; abgemessene Rohstoffmenge I; Drogenfraktion I; Menge-/Klassenwert II; trockener Drogenteil; [ydam:?]; [shody:?]; Rohstoffklasse I im Ansatz, heiß am Gradanfang; [shd:?]; hierzu: heiß und feucht am Anfang des Grades; Drogenportion	4	3
f3v	f3v.14	H	A	1	1	3	Y_MEDIAL_UNRESOLVED_HINGE	dain sheam y keam	Grad-/Maßwert II | [sheam:?] | [y:?] | [keam:?]	Grad-/Maßwert II | [sheam:?] | hierzu: | [keam:?]	Grad-/Maßwert II; [sheam:?]; hierzu: [keam:?]	3	2
f41r	f41r.4	H	B	5	1	6	Y_MEDIAL_RIGHT_REFERENCE	chdchy ytcheeky ypchedy schdy ytedy y chees oteey otal dam	[chdchy:?] | [ytcheeky:?] | [ypchedy:?] | Samen/Saatgut, getrocknete Kurz-/Kompaktform | [ytedy:?] | [y:?] | [chees:?] | kalter Ansatz am Ende des Grades | Rohstoffklasse I im Ansatz, kalt am Gradanfang | [dam:?]	[chdchy:?] | [ytcheeky:?] | [ypchedy:?] | Samen/Saatgut, getrocknete Kurz-/Kompaktform | [ytedy:?] | hierzu: | [chees:?] | kalter Ansatz am Ende des Grades | Rohstoffklasse I im Ansatz, kalt am Gradanfang | [dam:?]	[chdchy:?]; [ytcheeky:?]; [ypchedy:?]; Samen/Saatgut, getrocknete Kurz-/Kompaktform; [ytedy:?]; hierzu: [chees:?]; kalter Ansatz am Ende des Grades; Rohstoffklasse I im Ansatz, kalt am Gradanfang; [dam:?]	7	6
f42r	f42r.19	H	A	1	1	5	Y_MEDIAL_BIDIRECTIONAL_HINGE	otchoty daiin chot sho y s os	[otchoty:?] | Grad-/Maßwert III | [chot:?] | feuchter Ansatz | [y:?] | [s:?] | [os:?]	[otchoty:?] | Grad-/Maßwert III | [chot:?] | feuchter Ansatz | ; hierzu: | [s:?] | [os:?]	[otchoty:?]; Grad-/Maßwert III; [chot:?]; feuchter Ansatz; hierzu: [s:?]; [os:?]	5	4
f42r	f42r.8	H	A	1	1	8	Y_EOS_CLOSE	yshol chees cthol shor shol ety char y	[yshol:?] | [chees:?] | CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge | Blüten-/Fruchtstand; reproduktiver Teil | feucht; nominal feuchtes Gut/Material | gekühlt | [char:?] | [y:?]	[yshol:?] | [chees:?] | CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge | Blüten-/Fruchtstand; reproduktiver Teil | feucht; nominal feuchtes Gut/Material | gekühlt | [char:?] | Eintrag abgeschlossen	[yshol:?]; [chees:?]; CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge; Blüten-/Fruchtstand; reproduktiver Teil; feucht; nominal feuchtes Gut/Material; gekühlt; [char:?].	4	3
f42v	f42v.12	H	A	1	1	8	Y_EOS_CLOSE	chotcheey chol ol chaiin oteeaiin chkchy taiin y	[chotcheey:?] | trocken; nominal trockenes Gut/Material | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken, Grad III | [oteeaiin:?] | [chkchy:?] | kalt, Grad III | [y:?]	[chotcheey:?] | trocken; nominal trockenes Gut/Material | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken, Grad III | [oteeaiin:?] | [chkchy:?] | kalt, Grad III | Eintrag abgeschlossen	[chotcheey:?]; trocken; nominal trockenes Gut/Material; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; trocken, Grad III; [oteeaiin:?]; [chkchy:?]; kalt, Grad III.	4	3
f42v	f42v.2	H	A	1	2	3|6	Y_MEDIAL_RIGHT_REFERENCE|Y_MEDIAL_UNRESOLVED_HINGE	dshey tchey y kchey chtchy y dan dain otol daiin	[dshey:?] | kalt und trocken in der Mitte des Grades | [y:?] | heiß und trocken in der Mitte des Grades | [chtchy:?] | [y:?] | Grad-/Maßwert I | Grad-/Maßwert II | kaltes Zubereitungsgut | Qualitätsgrad III	[dshey:?] | kalt und trocken in der Mitte des Grades | hierzu: | heiß und trocken in der Mitte des Grades | [chtchy:?] | hierzu: | Grad-/Maßwert I | Grad-/Maßwert II | kaltes Zubereitungsgut | Qualitätsgrad III	[dshey:?]; kalt und trocken in der Mitte des Grades; hierzu: heiß und trocken in der Mitte des Grades; [chtchy:?]; hierzu: Grad-/Maßwert I; Grad-/Maßwert II; kaltes Zubereitungsgut; Qualitätsgrad III	4	2
f43r	f43r.13	H	B	2	1	10	Y_MEDIAL_UNRESOLVED_HINGE	tshed qosheckhey odeeedy qeokeey qotedy daiin shodody shochol chckhy y kedydy	[tshed:?] | [qosheckhey:?] | [odeeedy:?] | [qeokeey:?] | kalt in der Mitte des Grades, abgeschlossen | Grad-/Maßwert III | [shodody:?] | [shochol:?] | Arzneikompositum: trocken, Gradanfang | [y:?] | [kedydy:?]	[tshed:?] | [qosheckhey:?] | [odeeedy:?] | [qeokeey:?] | kalt in der Mitte des Grades, abgeschlossen | Grad-/Maßwert III | [shodody:?] | [shochol:?] | Arzneikompositum: trocken, Gradanfang | hierzu: | [kedydy:?]	[tshed:?]; [qosheckhey:?]; [odeeedy:?]; [qeokeey:?]; kalt in der Mitte des Grades, abgeschlossen; Grad-/Maßwert III; [shodody:?]; [shochol:?]; Arzneikompositum: trocken, Gradanfang; hierzu: [kedydy:?]	8	7
f43r	f43r.5	H	B	2	1	11	Y_MEDIAL_RIGHT_REFERENCE	ykar chedy shekody qotody qotar okedy dar choetchy dam otain y tam	[ykar:?] | trocken in der Mitte des Grades, abgeschlossen | [shekody:?] | [qotody:?] | kalte Drogenfraktion I | heißer Ansatz in der Mitte des Grades, abgeschlossen | abgemessene Fraktion I | [choetchy:?] | [dam:?] | kalt im Zubereitungsrahmen, Grad II | [y:?] | [tam:?]	[ykar:?] | trocken in der Mitte des Grades, abgeschlossen | [shekody:?] | [qotody:?] | kalte Drogenfraktion I | heißer Ansatz in der Mitte des Grades, abgeschlossen | abgemessene Fraktion I | [choetchy:?] | [dam:?] | kalt im Zubereitungsrahmen, Grad II | hierzu: | [tam:?]	[ykar:?]; trocken in der Mitte des Grades, abgeschlossen; [shekody:?]; [qotody:?]; kalte Drogenfraktion I; heißer Ansatz in der Mitte des Grades, abgeschlossen; abgemessene Fraktion I; [choetchy:?]; [dam:?]; kalt im Zubereitungsrahmen, Grad II; hierzu: [tam:?]	7	6
f44r	f44r.2	H	A	1	1	3	Y_MEDIAL_RIGHT_REFERENCE	ydsh dyeees y ty oky okchey qykchey dchy dy	[ydsh:?] | [dyeees:?] | [y:?] | kalt am Anfang des Grades | heißer Ansatz am Anfang des Grades | heiß-trockener Ansatz in der Mitte des Grades | [qykchey:?] | [dchy:?] | [dy:?]	[ydsh:?] | [dyeees:?] | hierzu: | kalt am Anfang des Grades | heißer Ansatz am Anfang des Grades | heiß-trockener Ansatz in der Mitte des Grades | [qykchey:?] | [dchy:?] | [dy:?]	[ydsh:?]; [dyeees:?]; hierzu: kalt am Anfang des Grades; heißer Ansatz am Anfang des Grades; heiß-trockener Ansatz in der Mitte des Grades; [qykchey:?]; [dchy:?]; [dy:?]	6	5
f44r	f44r.6	H	A	1	1	2	Y_MEDIAL_RIGHT_REFERENCE	dshor y tchol shy o cheekchy qotchy otchy dar	[dshor:?] | [y:?] | [tchol:?] | feucht am Anfang des Grades | [o:?] | [cheekchy:?] | kalt und trocken am Anfang des Grades | kalt-trockener Ansatz am Anfang des Grades | abgemessene Fraktion I	[dshor:?] | hierzu: | [tchol:?] | feucht am Anfang des Grades | [o:?] | [cheekchy:?] | kalt und trocken am Anfang des Grades | kalt-trockener Ansatz am Anfang des Grades | abgemessene Fraktion I	[dshor:?]; hierzu: [tchol:?]; feucht am Anfang des Grades; [o:?]; [cheekchy:?]; kalt und trocken am Anfang des Grades; kalt-trockener Ansatz am Anfang des Grades; abgemessene Fraktion I	5	4
f44v	f44v.4	H	A	1	1	7	Y_MEDIAL_BIDIRECTIONAL_HINGE	yokalod shaiin shor shorody shky sho y tchy opchod opy	[yokalod:?] | feucht, Grad III | Blüten-/Fruchtstand; reproduktiver Teil | [shorody:?] | [shky:?] | feuchter Ansatz | [y:?] | kalt und trocken am Anfang des Grades | [opchod:?] | [opy:?]	[yokalod:?] | feucht, Grad III | Blüten-/Fruchtstand; reproduktiver Teil | [shorody:?] | [shky:?] | feuchter Ansatz | ; hierzu: | kalt und trocken am Anfang des Grades | [opchod:?] | [opy:?]	[yokalod:?]; feucht, Grad III; Blüten-/Fruchtstand; reproduktiver Teil; [shorody:?]; [shky:?]; feuchter Ansatz; hierzu: kalt und trocken am Anfang des Grades; [opchod:?]; [opy:?]	6	5
f44v	f44v.6	H	A	1	1	5	Y_MEDIAL_LEFT_CLOSE	tol dair ytaiin dol y kchain oty keey otchol ytaiin dy	kalt; nominal kaltes Gut/Material | abgemessene Fraktion II | [ytaiin:?] | Materialmaß | [y:?] | [kchain:?] | kalter Ansatz am Anfang des Grades | heiß am Ende des Grades | kalt-trockener Zubereitungsstoff | [ytaiin:?] | [dy:?]	kalt; nominal kaltes Gut/Material | abgemessene Fraktion II | [ytaiin:?] | Materialmaß | Eintragsteil abgeschlossen | [kchain:?] | kalter Ansatz am Anfang des Grades | heiß am Ende des Grades | kalt-trockener Zubereitungsstoff | [ytaiin:?] | [dy:?]	kalt; nominal kaltes Gut/Material; abgemessene Fraktion II; [ytaiin:?]; Materialmaß; [kchain:?]; kalter Ansatz am Anfang des Grades; heiß am Ende des Grades; kalt-trockener Zubereitungsstoff; [ytaiin:?]; [dy:?]	5	4
f45r	f45r.4	H	A	1	1	2	Y_MEDIAL_BIDIRECTIONAL_HINGE	lor y kaiin ykeol ykeol cham	Holzportion | [y:?] | heiß, Grad III | [ykeol:?] | [ykeol:?] | [cham:?]	Holzportion | ; hierzu: | heiß, Grad III | [ykeol:?] | [ykeol:?] | [cham:?]	Holzportion; hierzu: heiß, Grad III; [ykeol:?]; [ykeol:?]; [cham:?]	4	3
f45r	f45r.7	H	A	1	1	3	Y_MEDIAL_RIGHT_REFERENCE_MATERIA	lchar qor y kar dar	[lchar:?] | [qor:?] | [y:?] | heiße Drogenfraktion I | abgemessene Fraktion I	[lchar:?] | [qor:?] | hierzu: | heiße Drogenfraktion I | abgemessene Fraktion I	[lchar:?]; [qor:?]; hierzu: heiße Drogenfraktion I; abgemessene Fraktion I	3	2
f46r	f46r.13	H	B	2	1	9	Y_EOS_CLOSE	ar akaiin shol okeey chol dar ols lain y	Drogenfraktion I | [akaiin:?] | feucht; nominal feuchtes Gut/Material | heißer Ansatz am Ende des Grades | trocken; nominal trockenes Gut/Material | abgemessene Fraktion I | [ols:?] | [lain:?] | [y:?]	Drogenfraktion I | [akaiin:?] | feucht; nominal feuchtes Gut/Material | heißer Ansatz am Ende des Grades | trocken; nominal trockenes Gut/Material | abgemessene Fraktion I | [ols:?] | [lain:?] | Eintrag abgeschlossen	Drogenfraktion I; [akaiin:?]; feucht; nominal feuchtes Gut/Material; heißer Ansatz am Ende des Grades; trocken; nominal trockenes Gut/Material; abgemessene Fraktion I; [ols:?]; [lain:?].	4	3
f46v	f46v.4	H	B	2	1	11	Y_MEDIAL_BIDIRECTIONAL_HINGE	ydaiin chckhy chdal olar chckhdy chdody tar cham kedy daiin y kaiir shckhefy	[ydaiin:?] | Arzneikompositum: trocken, Gradanfang | trockene abgemessene Rohstoffmenge I am Gradanfang | [olar:?] | Arzneikompositum: trocken, Gradanfang, abgeschlossen | [chdody:?] | kalte Drogenfraktion I | [cham:?] | heiß in der Mitte des Grades, abgeschlossen | Grad-/Maßwert III | [y:?] | [kaiir:?] | [shckhefy:?]	[ydaiin:?] | Arzneikompositum: trocken, Gradanfang | trockene abgemessene Rohstoffmenge I am Gradanfang | [olar:?] | Arzneikompositum: trocken, Gradanfang, abgeschlossen | [chdody:?] | kalte Drogenfraktion I | [cham:?] | heiß in der Mitte des Grades, abgeschlossen | Grad-/Maßwert III | ; hierzu: | [kaiir:?] | [shckhefy:?]	[ydaiin:?]; Arzneikompositum: trocken, Gradanfang; trockene abgemessene Rohstoffmenge I am Gradanfang; [olar:?]; Arzneikompositum: trocken, Gradanfang, abgeschlossen; [chdody:?]; kalte Drogenfraktion I; [cham:?]; heiß in der Mitte des Grades, abgeschlossen; Grad-/Maßwert III; hierzu: [kaiir:?]; [shckhefy:?]	7	6
f48r	f48r.1	H	B	5	1	4	Y_MEDIAL_RIGHT_REFERENCE_MATERIA	pshdaiin ypchdy opchey y dal sheodaiin sheokeol ykeeody olaiin opaldy	[pshdaiin:?] | [ypchdy:?] | [opchey:?] | [y:?] | abgemessene Rohstoffmenge I | [sheodaiin:?] | [sheokeol:?] | [ykeeody:?] | [olaiin:?] | [opaldy:?]	[pshdaiin:?] | [ypchdy:?] | [opchey:?] | hierzu: | abgemessene Rohstoffmenge I | [sheodaiin:?] | [sheokeol:?] | [ykeeody:?] | [olaiin:?] | [opaldy:?]	[pshdaiin:?]; [ypchdy:?]; [opchey:?]; hierzu: abgemessene Rohstoffmenge I; [sheodaiin:?]; [sheokeol:?]; [ykeeody:?]; [olaiin:?]; [opaldy:?]	9	8
f48v	f48v.1	H	B	5	1	12	Y_MEDIAL_UNRESOLVED_HINGE	pcheodchy dshedy fchedy los aiin ykeeedy shey ypchedy teedy chdy ypair y chedyty	[pcheodchy:?] | [dshedy:?] | [fchedy:?] | [los:?] | Menge III | [ykeeedy:?] | feucht in der Mitte des Grades | [ypchedy:?] | kalt am Ende des Grades, abgeschlossen | trocken am Anfang des Grades, abgeschlossen | [ypair:?] | [y:?] | [chedyty:?]	[pcheodchy:?] | [dshedy:?] | [fchedy:?] | [los:?] | Menge III | [ykeeedy:?] | feucht in der Mitte des Grades | [ypchedy:?] | kalt am Ende des Grades, abgeschlossen | trocken am Anfang des Grades, abgeschlossen | [ypair:?] | hierzu: | [chedyty:?]	[pcheodchy:?]; [dshedy:?]; [fchedy:?]; [los:?]; Menge III; [ykeeedy:?]; feucht in der Mitte des Grades; [ypchedy:?]; kalt am Ende des Grades, abgeschlossen; trocken am Anfang des Grades, abgeschlossen; [ypair:?]; hierzu: [chedyty:?]	9	8
f48v	f48v.11	H	B	5	1	4	Y_MEDIAL_BIDIRECTIONAL_HINGE	ykeedal chckhy ykal y tam or cheedls sary	[ykeedal:?] | Arzneikompositum: trocken, Gradanfang | [ykal:?] | [y:?] | [tam:?] | Drogenportion | [cheedls:?] | [sary:?]	[ykeedal:?] | Arzneikompositum: trocken, Gradanfang | [ykal:?] | ; hierzu: | [tam:?] | Drogenportion | [cheedls:?] | [sary:?]	[ykeedal:?]; Arzneikompositum: trocken, Gradanfang; [ykal:?]; hierzu: [tam:?]; Drogenportion; [cheedls:?]; [sary:?]	6	5
f48v	f48v.3	H	B	5	1	3	Y_MEDIAL_RIGHT_REFERENCE	alchey kor y keody olkeeey chody chedy daly okeeor aiin otar air am	[alchey:?] | heiße Drogenportion | [y:?] | [keody:?] | [olkeeey:?] | [chody:?] | trocken in der Mitte des Grades, abgeschlossen | abgemessene Rohstoffmenge I, Grundform | [okeeor:?] | Menge III | kalte Drogenfraktion I im Ansatz | [air:?] | [am:?]	[alchey:?] | heiße Drogenportion | hierzu: | [keody:?] | [olkeeey:?] | [chody:?] | trocken in der Mitte des Grades, abgeschlossen | abgemessene Rohstoffmenge I, Grundform | [okeeor:?] | Menge III | kalte Drogenfraktion I im Ansatz | [air:?] | [am:?]	[alchey:?]; heiße Drogenportion; hierzu: [keody:?]; [olkeeey:?]; [chody:?]; trocken in der Mitte des Grades, abgeschlossen; abgemessene Rohstoffmenge I, Grundform; [okeeor:?]; Menge III; kalte Drogenfraktion I im Ansatz; [air:?]; [am:?]	8	7
f48v	f48v.4	H	B	5	1	10	Y_MEDIAL_BIDIRECTIONAL_HINGE	dchedy tchddy otsh okeey ty otar alchdy yteedy oteed y kedy m	[dchedy:?] | [tchddy:?] | [otsh:?] | heißer Ansatz am Ende des Grades | kalt am Anfang des Grades | kalte Drogenfraktion I im Ansatz | [alchdy:?] | [yteedy:?] | [oteed:?] | [y:?] | heiß in der Mitte des Grades, abgeschlossen | [m:?]	[dchedy:?] | [tchddy:?] | [otsh:?] | heißer Ansatz am Ende des Grades | kalt am Anfang des Grades | kalte Drogenfraktion I im Ansatz | [alchdy:?] | [yteedy:?] | [oteed:?] | ; hierzu: | heiß in der Mitte des Grades, abgeschlossen | [m:?]	[dchedy:?]; [tchddy:?]; [otsh:?]; heißer Ansatz am Ende des Grades; kalt am Anfang des Grades; kalte Drogenfraktion I im Ansatz; [alchdy:?]; [yteedy:?]; [oteed:?]; hierzu: heiß in der Mitte des Grades, abgeschlossen; [m:?]	8	7
f48v	f48v.6	H	B	5	1	12	Y_MEDIAL_BIDIRECTIONAL_HINGE	shdy qokain okar otar or otees ol or ain otal ok y tar chedy am	feucht am Anfang des Grades, abgeschlossen | heiß, Grad II | heiße Drogenfraktion I im Ansatz | kalte Drogenfraktion I im Ansatz | Drogenportion | [otees:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Drogenportion | Menge-/Klassenwert II | Rohstoffklasse I im Ansatz, kalt am Gradanfang | [ok:?] | [y:?] | kalte Drogenfraktion I | trocken in der Mitte des Grades, abgeschlossen | [am:?]	feucht am Anfang des Grades, abgeschlossen | heiß, Grad II | heiße Drogenfraktion I im Ansatz | kalte Drogenfraktion I im Ansatz | Drogenportion | [otees:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Drogenportion | Menge-/Klassenwert II | Rohstoffklasse I im Ansatz, kalt am Gradanfang | [ok:?] | ; hierzu: | kalte Drogenfraktion I | trocken in der Mitte des Grades, abgeschlossen | [am:?]	feucht am Anfang des Grades, abgeschlossen; heiß, Grad II; heiße Drogenfraktion I im Ansatz; kalte Drogenfraktion I im Ansatz; Drogenportion; [otees:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Drogenportion; Menge-/Klassenwert II; Rohstoffklasse I im Ansatz, kalt am Gradanfang; [ok:?]; hierzu: kalte Drogenfraktion I; trocken in der Mitte des Grades, abgeschlossen; [am:?]	4	3
f49r	f49r.13	H	A	1	1	3	Y_MEDIAL_LEFT_CLOSE	d chol y tcheol daiin cthodd	[d:?] | trocken; nominal trockenes Gut/Material | [y:?] | kalt-trockener Drogenstoff | Qualitätsgrad III | [cthodd:?]	[d:?] | trocken; nominal trockenes Gut/Material | Eintragsteil abgeschlossen | kalt-trockener Drogenstoff | Qualitätsgrad III | [cthodd:?]	[d:?]; trocken; nominal trockenes Gut/Material; kalt-trockener Drogenstoff; Qualitätsgrad III; [cthodd:?]	3	2
f49v	f49v.23	H	A	1	1	1	Y_LABEL_SIGLUM	y	[y:?]	Beschriftungszeichen	[Beschriftungszeichen]	1	0
f49v	f49v.37	H	A	1	1	1	Y_LABEL_SIGLUM	y	[y:?]	Beschriftungszeichen	[Beschriftungszeichen]	1	0
f49v	f49v.45	H	A	1	1	1	Y_LABEL_SIGLUM	y	[y:?]	Beschriftungszeichen	[Beschriftungszeichen]	1	0
f49v	f49v.51	H	A	1	1	1	Y_LABEL_SIGLUM	y	[y:?]	Beschriftungszeichen	[Beschriftungszeichen]	1	0
f49v	f49v.7	H	A	1	1	1	Y_LABEL_SIGLUM	y	[y:?]	Beschriftungszeichen	[Beschriftungszeichen]	1	0
f50r	f50r.5	H	B	2	1	7	Y_MEDIAL_LEFT_CLOSE	solkchy chckhy qokchdy qokchdy okar ar y qokchdy kar ar okain	[solkchy:?] | Arzneikompositum: trocken, Gradanfang | heiß und trocken am Anfang des Grades, abgeschlossen | heiß und trocken am Anfang des Grades, abgeschlossen | heiße Drogenfraktion I im Ansatz | Drogenfraktion I | [y:?] | heiß und trocken am Anfang des Grades, abgeschlossen | heiße Drogenfraktion I | Drogenfraktion I | heiß im Zubereitungsrahmen, Grad II	[solkchy:?] | Arzneikompositum: trocken, Gradanfang | heiß und trocken am Anfang des Grades, abgeschlossen | heiß und trocken am Anfang des Grades, abgeschlossen | heiße Drogenfraktion I im Ansatz | Drogenfraktion I | Eintragsteil abgeschlossen | heiß und trocken am Anfang des Grades, abgeschlossen | heiße Drogenfraktion I | Drogenfraktion I | heiß im Zubereitungsrahmen, Grad II	[solkchy:?]; Arzneikompositum: trocken, Gradanfang; heiß und trocken am Anfang des Grades, abgeschlossen; heiß und trocken am Anfang des Grades, abgeschlossen; heiße Drogenfraktion I im Ansatz; Drogenfraktion I; heiß und trocken am Anfang des Grades, abgeschlossen; heiße Drogenfraktion I; Drogenfraktion I; heiß im Zubereitungsrahmen, Grad II	2	1
f50v	f50v.5	H	B	2	1	1	Y_BOS_ENTRY	y chy tair chckhy qekaiin qodaiin olcheky chedy chkedy okedyd	[y:?] | trocken am Anfang des Grades | [tair:?] | Arzneikompositum: trocken, Gradanfang | [qekaiin:?] | [qodaiin:?] | [olcheky:?] | trocken in der Mitte des Grades, abgeschlossen | [chkedy:?] | [okedyd:?]	Eintrag: | trocken am Anfang des Grades | [tair:?] | Arzneikompositum: trocken, Gradanfang | [qekaiin:?] | [qodaiin:?] | [olcheky:?] | trocken in der Mitte des Grades, abgeschlossen | [chkedy:?] | [okedyd:?]	Eintrag: trocken am Anfang des Grades; [tair:?]; Arzneikompositum: trocken, Gradanfang; [qekaiin:?]; [qodaiin:?]; [olcheky:?]; trocken in der Mitte des Grades, abgeschlossen; [chkedy:?]; [okedyd:?]	7	6
f51v	f51v.5	H	A	1	1	9	Y_EOS_CLOSE	todaiin ytady qokol shodol qockhy ykol otaiin dar y	[todaiin:?] | [ytady:?] | [qokol:?] | [shodol:?] | [qockhy:?] | [ykol:?] | kalt im Zubereitungsrahmen, Grad III | abgemessene Fraktion I | [y:?]	[todaiin:?] | [ytady:?] | [qokol:?] | [shodol:?] | [qockhy:?] | [ykol:?] | kalt im Zubereitungsrahmen, Grad III | abgemessene Fraktion I | Eintrag abgeschlossen	[todaiin:?]; [ytady:?]; [qokol:?]; [shodol:?]; [qockhy:?]; [ykol:?]; kalt im Zubereitungsrahmen, Grad III; abgemessene Fraktion I.	7	6
