occurrence_id	page	locus	ordinal	position	token_kind	left_surface	target_surface	right_surface	all_reader_separate_y	it2a_boundary_class	it2a_matched_surface	rf1b_boundary_class	rf1b_matched_surface	zl3b_line	it2a_line	rf1b_line
G659-Y190	f58v	f58v.27	5	MEDIAL	P	al	y	qokchedy	1	SEPARATE	y	SEPARATE	y	qokar s aiin al y qokchedy qoekaly odaiin qokar char alaiinom	qokar s aiin al y qokchedy qoekaly odaiin qokar chos alaiin om	qokar s aiin al y qokchedy qoekaly odaiin qokar chor alaiinom
G659-Y191	f58v	f58v.4	4	MEDIAL	P	okair	y	dair	1	SEPARATE	y	SEPARATE	y	or aiin okair y dair al qokal qokaiin qokaly okar olkaly okal	or aiin okair y dairal qokal qokaiin qokaly okar olkaly okal	or aiin okair y air al qokal qokaiin qokaly okar olkaly okal
G659-Y192	f58v	f58v.7	1	BOS	P	<BOS>	y	daiin	1	SEPARATE	y	SEPARATE	y	y daiin qokeey qokar lchedy qokalor sheols oteor aiin cheky	y daiin qokeey qokar lchedy qokalor sheols oteor aiin cheky	y aiin qokeey qokar lchedy qokalor sheols oteor aiin cheky
G659-Y193	f5v	f5v.4	9	MEDIAL	P	okch	y	taiin	0	MERGE_LEFT	okchy	MERGE_BOTH	okchytaiin	qotor shees otol ykoiin shol daiin cthor okch y taiin	qotor shees otol ykoiin shol daiin cthor okchy taiin	qotor shees otol ykoiin ol daiin cthor okchytaiin
G659-Y194	f66r	f66r.16	1	ONLY	L	<BOS>	y	<EOS>	1	SEPARATE	y	SEPARATE	y	y	y	y
G659-Y195	f66r	f66r.20	1	ONLY	L	<BOS>	y	<EOS>	1	SEPARATE	y	SEPARATE	y	y	y	y
G659-Y196	f66r	f66r.29	1	ONLY	L	<BOS>	y	<EOS>	1	SEPARATE	y	SEPARATE	y	y	y	y
G659-Y197	f66r	f66r.32	1	ONLY	L	<BOS>	y	<EOS>	1	SEPARATE	y	SEPARATE	y	y	y	y
G659-Y198	f66r	f66r.62	7	MEDIAL	P	akar	y	daiin	0	VARIANT_OTHER	NONE	SEPARATE	y	ol cheeky daiir chky axor akar y daiin	ol cheeky daiir chky axor akar hy daiin	ol cheeky daiir chky axor akar y daiin
G659-Y199	f6r	f6r.1	2	MEDIAL	P	foar	y	shol	1	SEPARATE	y	SEPARATE	y	foar y shol cholor cphol chor ch chopchol otcham	foar y shol cholor cphol chor chckh chopchol otcham	foar y shol cholor cphol chor ch chopchol otcham
G659-Y200	f6r	f6r.14	3	MEDIAL	P	taiin	y	kaiim	1	SEPARATE	y	SEPARATE	y	ysho taiin y kaiim	ysho taiin y kaiim	ysho taiin y kaiim
G659-Y201	f6v	f6v.17	1	BOS	P	<BOS>	y	chaies	0	SEPARATE	y	MERGE_RIGHT	ychaies	y chaies ckhal cthodam dy	y chaiir ckhal cthodam dy	ychaies ckhal cthodam dy
G659-Y202	f6v	f6v.4	1	BOS	P	<BOS>	y	shckhy	0	SEPARATE	y	MERGE_RIGHT	yshckhy	y shckhy ytchoy s os y jajy dchy dey okody ytody	y shckhy ytchoy sos y dady dchy dey okody ytody	yshckhy ytchoy s os y jajy dchy dey okody ytody
G659-Y203	f6v	f6v.4	6	MEDIAL	P	os	y	jajy	1	SEPARATE	y	SEPARATE	y	y shckhy ytchoy s os y jajy dchy dey okody ytody	y shckhy ytchoy sos y dady dchy dey okody ytody	yshckhy ytchoy s os y jajy dchy dey okody ytody
G659-Y204	f75v	f75v.57	3	MEDIAL	P	qek	y	tedar	0	MERGE_LEFT	qeky	MERGE_LEFT	qeky	okedy qek y tedar oly	okedy qeky tedar oly	oked qeky tedar oly
G659-Y205	f76r	f76r.1	12	EOS	P	as	y	<EOS>	0	VARIANT_OTHER	NONE	MERGE_LEFT	asy	potchokor chcfhdy opshdy qolp chcphy chcphdy opshey qofshy opchdy sain as y	potchokar chcfhdy opshdy qolp chcphy chcphdy opshey qofshy opchdy sain sy	potchokor chcfhdy opshdy qolp chcphy chcphdy opshey qopshy opchdy sain asy
G659-Y206	f76r	f76r.13	10	MEDIAL	P	dal	y	kal	0	MERGE_RIGHT	ykal	MERGE_RIGHT	ykal	qokeedy checthy chckhey okal okaiin sheckhey okeedy otey dal y kal chedy sar	qokeedy checthy chckhey okol okaiin sheckhey okeedy otey dal ykal chedy sar	qokeedy checthy chckhey okal okaiin sheckhey okeedy otey dal ykal chedy sar
G659-Y207	f76r	f76r.25	14	EOS	P	llaiir	y	<EOS>	0	MERGE_LEFT	llaiiry	MERGE_LEFT	llaiiry	qoloin chey qokeey lchedy chckhy chey ky chey qolal lklchey lchedy chey llaiir y	qaloin chey qokeey lchedy chckhy chey ky chey qolal lkl chey lchedy chey llaiiry	qal in chey qokeey lchedy chcthy cheyky chey qolal lkl chey lchedy chey llaiiry
G659-Y208	f76r	f76r.29	12	MEDIAL	P	okain	y	laiin	0	MERGE_RIGHT	ylaiin	SEPARATE	y	qokar shedy shedy qokar shedy qokain dar shey lshcthy okar okain y laiin y	qokar shedy shedy qokar shedy qokain dar shey lshcthy okar okain ylaiin y	qokar edy shedy qokar she y qokain d r ey lshcthy okar okain ylaiiny
G659-Y209	f76r	f76r.29	14	EOS	P	laiin	y	<EOS>	0	SEPARATE	y	VARIANT_OTHER	NONE	qokar shedy shedy qokar shedy qokain dar shey lshcthy okar okain y laiin y	qokar shedy shedy qokar shedy qokain dar shey lshcthy okar okain ylaiin y	qokar edy shedy qokar she y qokain d r ey lshcthy okar okain ylaiiny
G659-Y210	f76r	f76r.45	1	BOS	P	<BOS>	y	shedy	0	VARIANT_OTHER	NONE	MERGE_RIGHT	yshedy	y shedy qo or okain shey qokaiin okeedy qochy as oin sheey chckhy	ysheedy qo or okain shey qokaiin okeedy qochy ar ain sheey chckhy	yshedy qo or okain ey qokaiin okeedy qoch as ain shee chckhy
G659-Y211	f76r	f76r.54	11	EOS	P	aiin	y	<EOS>	0	MERGE_LEFT	aiiny	MERGE_LEFT	aiiny	dal or chedy qolaiin okedal olchedy chdol olchedy choly aiin y	dal or chedy qolaiin okedal olchedy chdol olchedy choly aiiny	dal or chedy qolaiin oke al olchedy chdal olchedy choly aiiny
G659-Y212	f76v	f76v.5	6	MEDIAL	P	qoteed	y	kedy	0	MERGE_RIGHT	ykedy	SEPARATE	y	s otain okain chcthedy qoteed y kedy okedy chedy otedy teyteg	s otain okain chcthedy qoteed ykedy okedy chedy otedy teyteg	s otain kain chcthedy qoteed y kedy okedy chedy ote teyteg
G659-Y213	f77r	f77r.15	8	MEDIAL	P	qokeed	y	lchedy	0	MERGE_LEFT	qokeedy	SEPARATE	y	qokeedy shedy qotol shedy qokaiin sheety qokeed y lchedy lol	qokeedy shedy qotol shedy qokaiin sheety qokeedy lchedy lol	qokeedy she y qotol edy qokaiin sheety qokeedy lchedy lol
G659-Y214	f77v	f77v.1	2	MEDIAL	L	okain	y	kal	0	MERGE_RIGHT	ykal	VARIANT_OTHER	NONE	okain y kal	okain ykal	okain yk l
G659-Y215	f77v	f77v.33	7	MEDIAL	P	dar	y	qotal	0	MERGE_LEFT	dary	SEPARATE	y	qokaiin cheky rar chedy qokal dar y qotal dal rain	qokaiin cheky rar chedy qokal dary qotal dal rain	qokaiin cheky r r chedy qokal dar y qotal dal rain
G659-Y216	f78r	f78r.19	1	BOS	P	<BOS>	y	ches	1	SEPARATE	y	SEPARATE	y	y ches aiin okeedy qokain chl	y ches aiin okeedy qokain chl	y ches aiin okeedy qokain chl
G659-Y217	f78r	f78r.33	4	MEDIAL	P	ykedy	y	olsheey	0	MERGE_RIGHT	yolsheey	SEPARATE	y	ytedy daiin ykedy y olsheey qokeey okal ol keedy dyky	ytedy daiin ykedy yolsheey qokchy okal ol keedy dyky	ytedy daiin yke y yolsheey qokchy okal ol kee yky
G659-Y218	f78r	f78r.35	1	BOS	P	<BOS>	y	sain	1	SEPARATE	y	SEPARATE	y	y sain checkhy qokain cheeky daiin daiin y tees ol y	y sain checkhy qokain cheeky daiin daiin ytees oly	y sain checkhy qokain cheeky daiin daiin y tees ly
G659-Y219	f78r	f78r.35	8	MEDIAL	P	daiin	y	tees	0	MERGE_RIGHT	ytees	SEPARATE	y	y sain checkhy qokain cheeky daiin daiin y tees ol y	y sain checkhy qokain cheeky daiin daiin ytees oly	y sain checkhy qokain cheeky daiin daiin y tees ly
G659-Y220	f78r	f78r.35	11	EOS	P	ol	y	<EOS>	0	MERGE_LEFT	oly	VARIANT_OTHER	NONE	y sain checkhy qokain cheeky daiin daiin y tees ol y	y sain checkhy qokain cheeky daiin daiin ytees oly	y sain checkhy qokain cheeky daiin daiin y tees ly
G659-Y221	f78v	f78v.7	2	MEDIAL	P	otor	y	shedy	0	MERGE_RIGHT	yshedy	SEPARATE	y	otor y shedy otedy shedy qokeedy qokedy otar otedy	otor yshedy otedy shedy qokeedy qokedy otar otedy	otas y shedy otedy shedy qokeedy qokedy otar otedy
G659-Y222	f78v	f78v.9	1	BOS	P	<BOS>	y	cheolk	0	MERGE_RIGHT	ycheolk	SEPARATE	y	y cheolk o lkeedy qokedy ol chedol okeedy qotedy rorarol	ycheolk olkeedy qokedy ol chedol okeedy qotedy ror arol	y cheolt olkeedy qokedy ol chedol okeedy qote y ror arol
G659-Y223	f79r	f79r.20	1	BOS	P	<BOS>	y	shal	1	SEPARATE	y	SEPARATE	y	y shal y chedar oy scthey tal chear	y shal ychedar oikhy scthey tal chear	y shal y chedar oy scthey tal chear
G659-Y224	f79r	f79r.20	3	MEDIAL	P	shal	y	chedar	0	MERGE_RIGHT	ychedar	SEPARATE	y	y shal y chedar oy scthey tal chear	y shal ychedar oikhy scthey tal chear	y shal y chedar oy scthey tal chear
G659-Y225	f79r	f79r.24	8	EOS	P	okain	y	<EOS>	1	SEPARATE	y	SEPARATE	y	qokshedy qolkeey qolkeedy qokedy otain otchey okain y	qokshedy qolkeey qolkeedy qokedy otain otchey okain y	qokshedy qolkeey qolkeedy qokedy otain otchey okain y
G659-Y226	f79r	f79r.28	1	BOS	P	<BOS>	y	dolsheey	1	SEPARATE	y	SEPARATE	y	y dolsheey qokain o dain yteey chyteey otoldy lchey	y dol sheey qokain odain yteey chyteey otoldy lchey	y dolsheey qokain odain yteey chyteey otoldy l chey
G659-Y227	f79r	f79r.3	6	MEDIAL	P	qo	y	chey	0	MERGE_LEFT	qoy	SEPARATE	y	yshealdy rshedy qoteedy chckhey qo y chey lchey qokeey rchedy	yshealdy rshedy qoteedy chckhey qoy chey lchey qokeey rchedy	yshealdy r edy qoteedy chckhey qoy chey lchey qokeey r che y
G659-Y228	f79r	f79r.30	1	BOS	P	<BOS>	y	shedy	0	MERGE_RIGHT	yshedy	SEPARATE	y	y shedy qotal ysheey olor	yshedy qotal ysheey olor	yshedy qotal y sheey olor
G659-Y229	f79r	f79r.40	1	BOS	P	<BOS>	y	shedy	1	SEPARATE	y	SEPARATE	y	y shedy qokched oltchey otchotar ol okaiin chckhy	y shedy qokched oltshey otchotor ol okaiin chckhy	yshe y qokched oltchey otchot r ol okaiin chckhy
G659-Y230	f79r	f79r.43	1	BOS	P	<BOS>	y	shey	0	SEPARATE	y	MERGE_RIGHT	yshey	y shey qokain cheol qoky daiin chkag ar cheedy ldy	y shey qokain cheol qoky daiin chkam ar cheedy ldy	yshey qokain cheol qoky daiin chkam r cheedy ldy
G659-Y231	f79v	f79v.42	7	MEDIAL	P	ain	y	daral	0	MERGE_RIGHT	ydaral	SEPARATE	y	okchedy qokain sheky chedy ol ain y daral	okchedy qokain sheky chedy olaiin ydaral	okchedy qokain eky che y olain y daral
G659-Y232	f80r	f80r.11	9	MEDIAL	P	olkoiin	y	darshey	1	SEPARATE	y	SEPARATE	y	pdol fshedy polkain octhor okchdy qokeedy qopcheol olkoiin y darshey	pdol fshedy qopolkain octhor okchdy qokeedy qopcheol oltoiin y darshey	pdol fshe y qopolkain octhor okchdy qokeedy qopcheol olkoiin y darshey
G659-Y233	f80r	f80r.34	10	EOS	P	koroiin	y	<EOS>	1	SEPARATE	y	SEPARATE	y	ey rcheky shepchedy qokar ol qockhey olchey qokedy koroiin y	cthcthey rcheky shepchedy qokor ol qockhey olchey qokedy koroiin y	cthchey r cheky shepched qok r ol qockhey olchey qoke y koroiin y
G659-Y234	f80r	f80r.42	1	BOS	P	<BOS>	y	cheeytal	0	MERGE_RIGHT	ycheeytal	SEPARATE	y	y cheeytal checthy qokain qokain checthy qokain ol	ycheeytal checthy qokain qokain checthy qokain ol	y cheeytal checthy qokain qokain checthy qokain ol
G659-Y235	f80r	f80r.52	9	MEDIAL	P	aiin	y	daiin	0	MERGE_RIGHT	ydaiin	SEPARATE	y	sol tl shey qoklcheey lkaiin ol olor aiin y daiin cheol kain	sol tl shey qoklcheey lkaiin ol olor aiin ydaiin cheol kain	sol tl ey qoklcheey lkaiin ol olor aiin y daiin cheolkain
G659-Y236	f80v	f80v.21	4	MEDIAL	P	okal	y	rchey	0	MERGE_RIGHT	yrchey	SEPARATE	y	tar kain okal y rchey qokal olor aiin okal otam	tor kain okal yrchey qokal olor aiin okal otam	t r kain okal y rchey qokal oloraiin okal otam
G659-Y237	f80v	f80v.35	4	MEDIAL	P	olkar	y	qol	1	SEPARATE	y	SEPARATE	y	tol oltain olkar y qol qol kain okiin ol kain shey ldy	tol oltain olkar y qol qol kain okiin ol kain shey ldy	tol oltain olkar y qol qol kain okiin ol kain shey ldy
G659-Y238	f81r	f81r.17	1	BOS	P	<BOS>	y	checthy	0	MERGE_RIGHT	ychecthy	SEPARATE	y	y checthy okeedy shey qokedy ol ochedar	ychecthy okeedy shey qokedy ol ochedar	y checthy okeedy shey qokedy ol ochedar
G659-Y239	f81r	f81r.29	1	BOS	P	<BOS>	y	sheedy	0	SEPARATE	y	MERGE_RIGHT	ysheedy	y sheedy shy chey l chcthy ytar olkaiin ol	y sheedy shy chey lchcthy ytar olkaiin ol	ysheedy shy chey l chcthy ytar olkaiin ol
G659-Y240	f81v	f81v.25	5	MEDIAL	P	chedy	y	shchey	0	MERGE_RIGHT	yshchey	SEPARATE	y	oshedy qotedy shol chedy y shchey ol chey qol chedy tchd oky	oshedy qotedy shol chedy yshchey ol chey qol chedy tchd oky	oshedy qotedy ol che y yshchey ol chey qol che ytchd oky
G659-Y241	f82v	f82v.24	8	MEDIAL	P	dytar	y	l	0	MERGE_LEFT	dytary	SEPARATE	y	dshedy qokaiin olchedy qokal shedy qotal dytar y l l	dshedy qokaiin olchedy qokal shedy qotal dytary lgl	dedy qokaiin olchedy qokal shedy qotal dytar y l l
G659-Y242	f83v	f83v.25	1	BOS	P	<BOS>	y	shey	1	SEPARATE	y	SEPARATE	y	y shey otechd ar okol dal shedy qokaly	y shey otechd ar okol dal shedy qokaly	y ey otechd ar okol dal shedy qokaly
G659-Y243	f85r1	f85r1.16	4	MEDIAL	P	okar	y	cheey	0	MERGE_LEFT	okary	SEPARATE	y	shoiin qokar okar y cheey	shoiin qokar okary cheey	shoiin qok r okar y cheey
G659-Y244	f85r1	f85r1.20	2	MEDIAL	P	pcheo	y	kshedy	0	MERGE_LEFT	pcheoy	SEPARATE	y	pcheo y kshedy qocphdy qofol shdaldy dairar cheeteey otchedy qokchdy dy	pcheoy kshedy qocphdy qofol shdaldy dairar cheeteey otchedy qokchdy dy	pcheoykshe y qocph y qofol shdaldy dairar cheeteey otche y qokch y y
G659-Y245	f85r1	f85r1.31	12	EOS	P	air	y	<EOS>	0	VARIANT_OTHER	NONE	SEPARATE	y	podaiin shdar ypchdar dar ypchdy qopol dar keshar dchdal chol air y	podaiin shdar ypchdar dar ypchdy qopol dar keshor dchdal cholairy	podaiin shdar ypchdar dar ypch y qopol dar kesh r dchdal cholairy
G659-Y246	f86v3	f86v3.13	8	MEDIAL	P	chedaiin	y	chedy	0	MERGE_RIGHT	ychedy	SEPARATE	y	osheey orsheey tcheody qokain qodaiin olkar chedaiin y chedy qokady cholkain	osheey or sheey tcheody qokain qodaiin olkar chedaiin ychedy qokody cholkain	osheey orshee tcheody qokain qodaiin olkar che aiin y ched qoka y cholkain
G659-Y247	f86v3	f86v3.25	2	MEDIAL	P	qodaiin	y	ochedy	0	MERGE_RIGHT	yochedy	SEPARATE	y	qodaiin y ochedy qotchey qoky daiin chdy oteedy qoty daiin am	qodaiin yochedy qotchey qoky daiin chdy oteedy qoty daiin om	qod aiin y ochedy qotchey qoky daiin ch y otee y qoty daiin am
G659-Y248	f86v5	f86v5.17	3	MEDIAL	P	ched	y	taiin	0	MERGE_RIGHT	ytaiin	SEPARATE	y	ockhedy ched y taiin ykaiin qotal yshey otaiin olkam	ockhedy ched ytaiin ykaiin qotal yshey otaiin olkam	ockhedy ched y taiin ykaiin qotal yshey otaiin olkam
G659-Y249	f86v5	f86v5.9	7	MEDIAL	P	chaiin	y	tal	0	VARIANT_OTHER	NONE	VARIANT_OTHER	NONE	lkaiiin otain r al ykain chaiin y tal ykaiin otal ar alkam	lkaiin otain r al ykain chaiin ykal ykaiin otal or alkam	lkaiiin otain r al ykain chaiin ykal ykaiin otal or alkam
G659-Y250	f86v6	f86v6.10	11	EOS	P	o	y	<EOS>	0	VARIANT_OTHER	NONE	VARIANT_OTHER	NONE	sarar ykaiin soldam sheol qckhy dalor olaiin olkaiin qodar o y	sarar ykaiin saldam sheol qckhy dalor olaiin olkaiin qodar oxy	sarar ykaiin soldam sheol qckhy dalor ol aiin olkaiin qodar oxy
G659-Y251	f86v6	f86v6.28	10	MEDIAL	P	d	y	tshedy	0	MERGE_LEFT	dy	SEPARATE	y	qokaiin qokar okar qotar lor qokchdy dar shey d y tshedy qotol dytshy dy	qokaiin qokar okar qotar lor qokchdy dar shey dytshedy qotol dytshy dy	qokaiin qokar okar qotar lor qokchdy dar shey dy tshe y qotol dytshy dy
G659-Y252	f86v6	f86v6.39	1	BOS	P	<BOS>	y	aiin	0	MERGE_RIGHT	yaiin	MERGE_RIGHT	yaiin	y aiin dar otol qokain qoky lkor dal oraiin cheoty qotaiin olkam	yaiin dar otol qokain qoky lkor dal oraiin cheoty qotaiin olkam	yaiin dar otol qokain qoky lkor al oraiin cheoty qotaiin olkam
G659-Y253	f86v6	f86v6.7	2	MEDIAL	P	qokaiin	y	lchedor	0	MERGE_RIGHT	ylchedor	SEPARATE	y	qokaiin y lchedor or aiin ol or olkal or shedy qokal s ar archey dy	qokaiin ylchedor or aiin ol or olkal or shedy qokal sar orchey dy	qokaiin y lche or or aiin ol or olkal or shedy qokal s ar orchey dy
G659-Y254	f87r	f87r.7	1	BOS	P	<BOS>	y	teeodal	0	MERGE_RIGHT	yteeodal	MERGE_RIGHT	yteeodal	y teeodal cho keeody shy koo sols chekol	yteeodal chokeeody shy kol sals chekol	yteeodal cho keeody shy koo s ls chekol
G659-Y255	f87v	f87v.10	2	MEDIAL	P	opcheey	y	cpheckhy	0	VARIANT_OTHER	NONE	SEPARATE	y	opcheey y cpheckhy cheo r chepcheol	opcheey cthhy cpheckhy cheor chepcheol	opcheey y cpheckhy cheorchepcheol
G659-Y256	f87v	f87v.3	1	BOS	P	<BOS>	y	cheockhy	0	MERGE_RIGHT	ycheockhy	MERGE_RIGHT	ycheockhy	y cheockhy okey cthy yteeor os	ycheockhy okey cthy yteeor ctos	ycheockhy okey cthy yteeor os
G659-Y257	f88v	f88v.9	3	MEDIAL	P	keeod	y	s	0	MERGE_LEFT	keeody	SEPARATE	y	choeey keeod y s aiin chody okearcheol archeey sairal	choeey keeody s aiin chody okearcheol archeey rainal	choeey keeo y s aiin chody okear cheol ar cheey rairal
G659-Y258	f89r1	f89r1.10	9	MEDIAL	P	chor	y	daiin	0	VARIANT_OTHER	NONE	SEPARATE	y	tdain s chol cheoky cheody qokar dal chor y daiin	tdain s chol cheoky cheody qokar dal chor ckhhy daiin	t ain s chol cheoky cheody qokar dal chor y daiin
G659-Y259	f8r	f8r.11	5	MEDIAL	P	do	y	tchody	0	MERGE_RIGHT	ytchody	MERGE_RIGHT	ytchody	shol cheodaiin daiin do y tchody chot choty otariin	shol cheodaiin daiin do ytchody chot choty otariin	shol cheodaiin daiin do ytchody chot choty otariin
G659-Y260	f8r	f8r.17	7	MEDIAL	P	chean	y	char	0	VARIANT_OTHER	NONE	SEPARATE	y	chol dchy qokar chl aiin chean y char chaiin	chol dchy qokar chl aiin chean cky char chaiin	chol dchy qokar chl aiin chean y char chaiin
G659-Y261	f8v	f8v.2	8	EOS	P	otaiin	y	<EOS>	0	VARIANT_OTHER	NONE	SEPARATE	y	shcthal sar chor sheaiin shor chykchy otaiin y	shcthal sar chor sheaiin shor chykchy otaiin cty	shcthal sar chor sheaiin shor chykchy otaiin y
G659-Y262	f94v	f94v.9	6	MEDIAL	P	otaiin	y	ypchdair	1	SEPARATE	y	SEPARATE	y	ytar okedy okeedy qokshey otaiin y ypchdair ol s aiin oly	ytar okedy okeedy qokshey otaiin y ypchdair ol s aiin oly	ytar okedy okeedy qokey otaiin y ypch air ol s aiin oly
G659-Y263	f95r2	f95r2.6	1	BOS	P	<BOS>	y	olkor	1	SEPARATE	y	SEPARATE	y	y olkor ol shol qotar chdy chdy qokar okar qokar odaly	y olkor ol shol qotar chdy chdy qokar okar qokar odaly	y olkor ol shol qotar ch y chdy qok r okar qokar o aly
G659-Y264	f95r2	f95r2.8	2	MEDIAL	P	tedykaiin	y	cheol	0	MERGE_RIGHT	ycheol	SEPARATE	y	tedykaiin y cheol okal chedy shdy qokchdy otar chctham	tedy kaiin ycheol okal chedy shdy qokchdy otar chctham	te ykaiin y cheol ok l chedy sh y qokchdy otar chcthag
G659-Y265	f95v1	f95v1.3	3	MEDIAL	P	qokaiin	y	char	0	MERGE_RIGHT	ychar	SEPARATE	y	tchody qokaiin y char okain sheody chedy chcthykedy ety dain al	tchody qokaiin ychar okain sheody chedy chcthy kedy ety dain al	tchody qokaiin y char okain sheo y che y chcthyke y ety ain al
G659-Y266	f95v2	f95v2.2	10	MEDIAL	P	qotaiin	y	kaipy	0	MERGE_RIGHT	ykaipy	SEPARATE	y	sol shedy qotchey alor chdyty olor okady chody qotaiin y kaipy	sol shedy qotchey olor chdy ty olor okody chody qotaiin ykaipy	sol shedy qotchey lor chdyty olor okody chody qotaiin y kaipy
G659-Y267	f95v2	f95v2.6	6	MEDIAL	P	olaiin	y	okain	1	SEPARATE	y	SEPARATE	y	dain ykaly chals shedain olaiin y okain ldy	dain ykaly chals shedain olaiin y okain ldy	dain ykaly chals shedain olaiin y okain l y
G659-Y268	f96v	f96v.2	7	MEDIAL	P	qoches	y	cheom	0	MERGE_RIGHT	ycheom	SEPARATE	y	ytear yteor olcheey dteodoiin saro qoches y cheom	ytear yteor olcheey dteodoiin saro qoches ycheom	ytear yteor olcheey dteodoiin saro qoches y cheom
G659-Y269	f99r	f99r.2	2	EOS	L	okar	y	<EOS>	0	MERGE_LEFT	okary	MERGE_LEFT	okary	okar y	okary	okary
G659-Y270	f9v	f9v.4	3	MEDIAL	P	tch	y	kaiin	0	MERGE_LEFT	tchy	VARIANT_OTHER	NONE	ytey tch y kaiin cthor otol oty toldy	ytey tchy kaiin cthor otol oty toldy	yteytchy taiin cthor otol oty toldy
