event_serial	event_id	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	surface_display	semantic_segmentation	stable_concrete_nucleus_de	concrete_word_reading_de	contextual_event_reading_de	statement_continuation	previous_semantic_segmentation	previous_stable_concrete_nucleus_de	previous_concrete_word_reading_de	previous_contextual_event_reading_de	paradigm_revision	revision_strength	component_completion_previous_segmentation	component_completion_previous_nucleus_de	component_completion_previous_gloss_de	component_completion_previous_context_de	component_completion_source	component_completion_strength
152	E152	B1	f81v	f81v.24	F038	B1-S016	308e8ea2d5d190c498e8	qokal	OK+AL	OK=in den laufenden Arbeitsgang setzen; Zielstelle	an der Zielstelle anwenden; dorthin führen	An der Zielstelle anwenden; dorthin führen	CONTINUES_ACROSS_LINE	ok=geben + al=Stelle	geben + Stelle	an Stelle geben	Den aktiven Posten an der örtlich bezeichneten Station führen	OK_PARADIGM	CLOSED_STRONG					UNCHANGED	UNCHANGED
153	E153	B1	f81v	f81v.24	F038	B1-S016	0275fbf14e07935b0a45	okeey	OK+E_GRADE_2+Y_REFERENT	OK=in Arbeit setzen; EE=anhaltender Kontakt; Y=laufender Posten	den laufenden Posten anhaltend in Kontakt halten	Den laufenden Posten anhaltend in Kontakt halten	CONTINUES_ACROSS_LINE	ok=geben + eey=warm	geben + warm	Wärme geben	Die Charge für den vorgesehenen Gebrauch temperieren	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE	OK+EE+Y	E-Grad=SUSTAINED_CONTACT; Zustand=OPEN_ACTIVE	aktiven Ansatz anhaltend in Kontakt halten	Aktiven Ansatz anhaltend in Kontakt halten	Y_CHY	SELECTED_PRODUCTIVE
154	E154	B1	f81v	f81v.24	F038	B1-S016	dcda95c81a5460feb191	qol	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
155	E155	B1	f81v	f81v.24	F038	B1-S016	bc4f1f5c006c74a4d26d	cheedy	SH_REST_FAMILY+E_GRADE_1+DY_TERMINAL	gelernte Ruhefamilie; kurzer oder gewöhnlicher Grad; Schluss	kurz oder gewöhnlich ruhen lassen; Schluss	Kurz oder gewöhnlich ruhen lassen; Schluss	CONTINUES_ACROSS_LINE	e=ruhen + dy=Ende	ruhen + Ende	ruhen; Ende	Lasse es bis zur Bereitschaft stehen und beende den Schritt	E_GRADE_PARADIGM	TRANSFER_PROVISIONAL	SH+E+DY	E-Grad=BRIEF_DEFAULT_HOLD; Zustand=CLOSED	kurz oder gewöhnlich halten oder ruhen lassen; Ende	Kurz oder gewöhnlich halten oder ruhen lassen; Ende	HOLD_CORES	SELECTED_GRADED_WHOLE_CARD
156	E156	B1	f81v	f81v.24	F039	B1-S017	dd0ecaf5e27d81befffc	sal	al=Stelle	Stelle	an der Stelle	Den aktiven Posten an der örtlich bezeichneten Station führen	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
157	E157	B1	f81v	f81v.24	F039	B1-S017	a06244ef1f2b37ca44c1	teol	teol=erste Öffnung	erste Öffnung	erste Öffnung	Die erste Öffnung	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
158	E158	B1	f81v	f81v.24	F039	B1-S017	d225b7a7b95da7aee437	dchdy	D+CHD+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; D unbestimmt beziehungsweise Rendererhülle; umhüllte DY-Abschlusskonstruktion	Umsetzung abschließen	Umsetzung abschließen	CONTINUES_ACROSS_LINE	dch=klar seihen + dy=Ende	klar seihen + Ende	klar seihen; Ende	Seihe es klar und beende den Schritt	CHED_PARADIGM	LOW					UNCHANGED	UNCHANGED
159	E159	B1	f81v	f81v.24	F040	B1-S018	b38d70daefd663d74625	ly	ly=Gefäß füllen	Gefäß füllen	Gefäß füllen	Fülle danach das Gefäß	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
160	E160	B1	f81v	f81v.27	F041	B1-S018	74c76d589d44120f647b	dsheol	dsheol=Stelle bestreichen	Stelle bestreichen	Stelle bestreichen	Wende es an der markierten Stelle an	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
161	E161	B1	f81v	f81v.27	F041	B1-S018	2c82523794dcb7d2b343	oiiin	oiiin=klar	klar	klar	Bis es klar ist	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
162	E162	B1	f81v	f81v.27	F041	B1-S018	3b70942557b3a40e8030	olkeedy	OLK~SOLK_COLLECTION_STATION+GRADE_2+DY_TERMINAL	gelernte lokale Sammelstellenfamilie; längerer Grad; Schluss	an der Sammelstelle stehen oder absetzen lassen; Schluss	An der Sammelstelle stehen oder absetzen lassen; Schluss	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED	olkee=absetzen + dy=Ende	absetzen + Ende	absetzen; Ende	Lasse die Flüssigkeit sich setzen und beende den Schritt	HOLD_CORES	SELECTED_LOCAL_STATION
163	E163	B1	f81v	f81v.27	F042	B1-S019	bc4f1f5c006c74a4d26d	tedy	SH_REST_FAMILY+E_GRADE_1+DY_TERMINAL	gelernte Ruhefamilie; kurzer oder gewöhnlicher Grad; Schluss	kurz oder gewöhnlich ruhen lassen; Schluss	Kurz oder gewöhnlich ruhen lassen; Schluss	CONTINUES_ACROSS_LINE	e=ruhen + dy=Ende	ruhen + Ende	ruhen; Ende	Lasse es bis zur Bereitschaft stehen und beende den Schritt	E_GRADE_PARADIGM	TRANSFER_PROVISIONAL	SH+E+DY	E-Grad=BRIEF_DEFAULT_HOLD; Zustand=CLOSED	kurz oder gewöhnlich halten oder ruhen lassen; Ende	Kurz oder gewöhnlich halten oder ruhen lassen; Ende	HOLD_CORES	SELECTED_GRADED_WHOLE_CARD
164	E164	B1	f81v	f81v.27	F043	B1-S020	d904bf7b044dd3922781	cheky	CHK_WARMTH_PAIR+E_GRADE_1	gelernte Wärmefamilie; kurzer oder milder Grad	kurz oder mild erwärmen	Kurz oder mild erwärmen	CONTINUES_ACROSS_LINE	cheky=sanfte Wärme	sanfte Wärme	sanfte Wärme	Bei sanfter Wärme	E_GRADE_PARADIGM	TRANSFER_PROVISIONAL	CH+E+KY	E-Grad=BRIEF_MILD_HOLD; Zustand=OPEN_STATE	kurze oder milde Zustands- beziehungsweise Haltestufe	Kurze oder milde Zustands- beziehungsweise Haltestufe	HOLD_CORES	SELECTED_PRODUCTIVE_PAIR
165	E165	B1	f81v	f81v.27	F043	B1-S020	d68bc8de3bcee09db23c	shckhedy	ckhe=durch Tuch seihen + dy=Ende	durch Tuch seihen + Ende	durch Tuch seihen; Ende	Seihe es einmal durch ein Tuch und beende den Schritt	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
166	E166	B1	f81v	f81v.27	F044	B1-S021	dd0ecaf5e27d81befffc	chal	al=Stelle	Stelle	an der Stelle	Den aktiven Posten an der örtlich bezeichneten Station führen	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
167	E167	B2	f82r	f82r.2	F045	B2-S001	259b2b3b0bf859882e2c	dchedy	RENDERER_D+CHED+TERMINAL_Y / RENDERER_S+CHED+TERMINAL_Y / RENDERER_T+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; D/S/T sind wertgleiche Oberflächenhüllen; umhüllte DY-Abschlusskonstruktion	Arbeitsbewegung abschließen	Arbeitsbewegung abschließen	CONTINUES_ACROSS_LINE	che=ausspülen + dy=Ende	ausspülen + Ende	ausspülen; Ende	Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	CHED_PARADIGM	HIGH_STRUCTURE__LOW_MEANING					UNCHANGED	UNCHANGED
168	E168	B2	f82r	f82r.2	F046	B2-S002	28ffbc88b97772a75f1e	qolchedy	OL+CHED+TERMINAL_Y / RENDERER_Q+OL+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; OL=weiter oder mit Vorigem; Q ohne Semantik; OL=weiter oder mit Vorigem; umhüllte DY-Abschlusskonstruktion	weiterführen; Schluss	Weiterführen; Schluss	CONTINUES_ACROSS_LINE	ol=weiter + dy=Ende	weiter + Ende	beiseitestellen; Ende	Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	CHED_PARADIGM	MEDIUM_HIGH					UNCHANGED	UNCHANGED
169	E169	B2	f82r	f82r.2	F047	B2-S003	1645e612504fcef59ced	qokain	OK+AIN	OK=in den laufenden Arbeitsgang setzen; abgegrenzte Portion	eine Portion einsetzen oder zugeben	Eine Portion einsetzen oder zugeben	CONTINUES_ACROSS_LINE	ok=geben + ain=Portion	geben + Portion	Portion geben	Gib einen abgemessenen Anteil in das Gefäß	OK_PARADIGM	CLOSED_STRONG					UNCHANGED	UNCHANGED
170	E170	B2	f82r	f82r.2	F047	B2-S003	b921a237be883a820352	dy	Y_REFERENT_CARD	Y=aktuell gemeinter Arbeitsposten; dies/es	der laufende Posten; dies oder es	Der laufende Posten; dies oder es	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED	y=Ansatz	Ansatz	Ansatz	Diese aktive Portion	Y_CHY	SELECTED_PRODUCTIVE
171	E171	B2	f82r	f82r.2	F047	B2-S003	7d25241b0e56c836372a	qokeedy	OK+EE+DY	E-Grad=SUSTAINED_CONTACT; Zustand=CLOSED	eintauchen oder einweichen und den Schritt abschließen	Eintauchen oder einweichen und den Schritt abschließen	CONTINUES_ACROSS_LINE	okee=baden + dy=Ende	baden + Ende	baden; Ende	Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED
172	E172	B2	f82r	f82r.2	F048	B2-S004	308e8ea2d5d190c498e8	qokal	OK+AL	OK=in den laufenden Arbeitsgang setzen; Zielstelle	an der Zielstelle anwenden; dorthin führen	An der Zielstelle anwenden; dorthin führen	CONTINUES_ACROSS_LINE	ok=geben + al=Stelle	geben + Stelle	an Stelle geben	Den aktiven Posten an der örtlich bezeichneten Station führen	OK_PARADIGM	CLOSED_STRONG					UNCHANGED	UNCHANGED
173	E173	B2	f82r	f82r.2	F048	B2-S004	f329f2051370174e9a38	lcheckhy	lcheckhy=zweite Öffnung	zweite Öffnung	zweite Öffnung	Die zweite Öffnung	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
174	E174	B2	f82r	f82r.2	F048	B2-S004	ba8142680851f24c9ff2	lched	L+CHED	CHD~CHED=umsetzen/in einen Arbeitsgang führen; L=ab oder aus; NONE	abführen oder weiterleiten	Abführen oder weiterleiten	CONTINUES_ACROSS_LINE	lched=nächstes Becken	nächstes Becken	nächstes Becken	Und gehe zum nächsten Becken weiter	CHED_PARADIGM	MEDIUM					UNCHANGED	UNCHANGED
175	E175	B2	f82r	f82r.3	F049	B2-S004	0275fbf14e07935b0a45	qokeey	OK+E_GRADE_2+Y_REFERENT	OK=in Arbeit setzen; EE=anhaltender Kontakt; Y=laufender Posten	den laufenden Posten anhaltend in Kontakt halten	Den laufenden Posten anhaltend in Kontakt halten	CONTINUES_ACROSS_LINE	ok=geben + eey=warm	geben + warm	Wärme geben	Die Charge für den vorgesehenen Gebrauch temperieren	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE	OK+EE+Y	E-Grad=SUSTAINED_CONTACT; Zustand=OPEN_ACTIVE	aktiven Ansatz anhaltend in Kontakt halten	Aktiven Ansatz anhaltend in Kontakt halten	Y_CHY	SELECTED_PRODUCTIVE
176	E176	B2	f82r	f82r.3	F049	B2-S004	c1db6b0a28d5cbb5d3d2	lcheckhedy	ckhe=durch Tuch seihen + dy=Ende	durch Tuch seihen + Ende	klar seihen; Ende	Seihe es klar und beende den Schritt	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
177	E177	B2	f82r	f82r.3	F050	B2-S005	4a7a6326ac95a8809302	qokaly	OK+AL+Y_REFERENT	OK=in Arbeit setzen; AL=Zielstelle; Y=laufender Posten	den laufenden Posten an der Zielstelle einsetzen	Den laufenden Posten an der Zielstelle einsetzen	CONTINUES_ACROSS_LINE	qokaly=zweiter Lauf	zweiter Lauf	zweiter Lauf	Fahre am zweiten Lauf fort	OK_PARADIGM	PARTIAL_COMPOSITION	OK+AL+Y	OK=in den laufenden Arbeitsgang setzen; Zielstelle plus laufender Ansatz	laufenden Ansatz zur Zielstelle führen	Laufenden Ansatz zur Zielstelle führen	Y_CHY	SELECTED_PARTIAL_COMPOSITION
178	E178	B2	f82r	f82r.3	F050	B2-S005	2d2e37ccb2dacc53ee5a	solkaiin	solkaiin=durch Tuch	durch Tuch	durch Tuch	Durch ein Tuch	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
179	E179	B2	f82r	f82r.3	F050	B2-S005	2cc8bb3c2af19607888f	chckhy	ckhy=Durchlauf	Durchlauf	durch verbundenen Lauf	Durch die verbundenen Läufe	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
180	E180	B2	f82r	f82r.3	F050	B2-S005	b5fcea1eaed06b2f2291	qokaiin	OK+AIIN	OK=in den laufenden Arbeitsgang setzen; vorgeschriebenes Maß	nach Maß einsetzen; den Einsatz bemessen	Nach Maß einsetzen; den Einsatz bemessen	CONTINUES_ACROSS_LINE	ok=geben + aiin=Maß	geben + Maß	nach Maß geben	nach dem örtlichen Maß beziehungsweise als vorgeschriebene Dosis	OK_PARADIGM	CLOSED_STRONG					UNCHANGED	UNCHANGED
181	E181	B2	f82r	f82r.4	F051	B2-S005	b5fcea1eaed06b2f2291	qokaiin	OK+AIIN	OK=in den laufenden Arbeitsgang setzen; vorgeschriebenes Maß	nach Maß einsetzen; den Einsatz bemessen	Nach Maß einsetzen; den Einsatz bemessen	CONTINUES_ACROSS_LINE	ok=geben + aiin=Maß	geben + Maß	nach Maß geben	nach dem örtlichen Maß beziehungsweise als vorgeschriebene Dosis	OK_PARADIGM	CLOSED_STRONG					UNCHANGED	UNCHANGED
182	E182	B2	f82r	f82r.4	F051	B2-S005	a8f891de626fc00028e9	octheol	octheol=gleiche Einstellung	gleiche Einstellung	gleiche Einstellung	dieselbe örtliche Einstellung	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
183	E183	B2	f82r	f82r.4	F051	B2-S005	f0db6d30cd34f4cb2a4d	chkeey	chkeey=breites Gefäß	breites Gefäß	breites Gefäß	Das breite Gefäß	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
184	E184	B2	f82r	f82r.4	F051	B2-S005	04a3877f0fc81b7597c9	ldy	l=abziehen + dy=Ende	abziehen + Ende	abziehen; Ende	Ziehe es ab und beende den Schritt	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
185	E185	B2	f82r	f82r.4	F052	B2-S006	5d5e0b288cf36864ed9d	oteey	OT+E_GRADE_2+Y_REFERENT	OT=danach; EE=anhaltender Kontakt; Y=laufender Posten	den laufenden Posten danach anhaltend einwirken lassen	Den laufenden Posten danach anhaltend einwirken lassen	CONTINUES_ACROSS_LINE	oteey=Badezusatz	Badezusatz	Badezusatz	Der vorbereitete Bade- oder Waschzusatz	E_GRADE_PARADIGM	SELECTED_PROVISIONAL_COMPOSITION	OT+EE+Y	E-Grad=SUSTAINED_HOLD; Zustand=OPEN_ACTIVE	danach anhaltend einwirken lassen; Arbeitszustand offen	Danach anhaltend einwirken lassen; Arbeitszustand offen	Y_CHY	SELECTED_CONTEXT_BOUND
186	E186	B2	f82r	f82r.4	F052	B2-S006	308e8ea2d5d190c498e8	qokal	OK+AL	OK=in den laufenden Arbeitsgang setzen; Zielstelle	an der Zielstelle anwenden; dorthin führen	An der Zielstelle anwenden; dorthin führen	CONTINUES_ACROSS_LINE	ok=geben + al=Stelle	geben + Stelle	an Stelle geben	Den aktiven Posten an der örtlich bezeichneten Station führen	OK_PARADIGM	CLOSED_STRONG					UNCHANGED	UNCHANGED
187	E187	B2	f82r	f82r.4	F052	B2-S006	c1913ec4ff84148da6d3	sheckhy	sheckhy=über der Stelle	über der Stelle	über der Stelle	Über der örtlich bezeichneten Stelle	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
188	E188	B2	f82r	f82r.4	F052	B2-S006	276a7c2d74d1143446f4	qoky	OK+Y_REFERENT	OK=in Arbeit setzen; Y=laufender Posten	den laufenden Posten anwenden oder in Arbeit nehmen	Den laufenden Posten anwenden oder in Arbeit nehmen	CONTINUES_ACROSS_LINE	ok=geben + y=Ansatz	geben + Ansatz	Ansatz geben	Die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich gebrauchen	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE	OK+Y	E-Grad=UNMARKED; Zustand=OPEN_ACTIVE	aktiven Ansatz einsetzen oder anwenden	Aktiven Ansatz einsetzen oder anwenden	Y_CHY	SELECTED_PRODUCTIVE
189	E189	B2	f82r	f82r.7	F053	B2-S007	cbb42a4fe68068325d6b	dshedy	dshe=sauberes Wasser zugeben + dy=Ende	sauberes Wasser zugeben + Ende	sauberes Wasser zugeben	Gib sauberes Wasser hinzu und beende den Schritt	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
190	E190	B2	f82r	f82r.7	F054	B2-S008	54d0e228ca346110af05	sotaiin	ot=danach + aiin=Maß	danach + Maß	voriges Maß wiederholen	Für dieselbe Dauer wie zuvor	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
191	E191	B2	f82r	f82r.7	F054	B2-S008	3ae9a121ba0045b913e8	qokar	OK+AR	OK=in den laufenden Arbeitsgang setzen; Herkunft oder Quellrichtung	von dort heranführen; daraus anwenden	Von dort heranführen; daraus anwenden	CONTINUES_ACROSS_LINE	qokar=über der Stelle	über der Stelle	über der Stelle	Über der örtlich bezeichneten Stelle	OK_PARADIGM	CLOSED_THIN					UNCHANGED	UNCHANGED
192	E192	B2	f82r	f82r.7	F054	B2-S008	bc4f1f5c006c74a4d26d	shedy	SH_REST_FAMILY+E_GRADE_1+DY_TERMINAL	gelernte Ruhefamilie; kurzer oder gewöhnlicher Grad; Schluss	kurz oder gewöhnlich ruhen lassen; Schluss	Kurz oder gewöhnlich ruhen lassen; Schluss	CONTINUES_ACROSS_LINE	e=ruhen + dy=Ende	ruhen + Ende	ruhen; Ende	Lasse es bis zur Bereitschaft stehen und beende den Schritt	E_GRADE_PARADIGM	TRANSFER_PROVISIONAL	SH+E+DY	E-Grad=BRIEF_DEFAULT_HOLD; Zustand=CLOSED	kurz oder gewöhnlich halten oder ruhen lassen; Ende	Kurz oder gewöhnlich halten oder ruhen lassen; Ende	HOLD_CORES	SELECTED_GRADED_WHOLE_CARD
193	E193	B2	f82r	f82r.7	F055	B2-S009	daa1347f456415fe8737	solshedy	solshe=warm halten + dy=Ende	warm halten + Ende	warm halten; Ende	Halte es warm und beende den Schritt	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
194	E194	B2	f82r	f82r.7	F056	B2-S010	0275fbf14e07935b0a45	qokeey	OK+E_GRADE_2+Y_REFERENT	OK=in Arbeit setzen; EE=anhaltender Kontakt; Y=laufender Posten	den laufenden Posten anhaltend in Kontakt halten	Den laufenden Posten anhaltend in Kontakt halten	CONTINUES_ACROSS_LINE	ok=geben + eey=warm	geben + warm	Wärme geben	Die Charge für den vorgesehenen Gebrauch temperieren	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE	OK+EE+Y	E-Grad=SUSTAINED_CONTACT; Zustand=OPEN_ACTIVE	aktiven Ansatz anhaltend in Kontakt halten	Aktiven Ansatz anhaltend in Kontakt halten	Y_CHY	SELECTED_PRODUCTIVE
195	E195	B2	f82r	f82r.7	F056	B2-S010	276a7c2d74d1143446f4	qoky	OK+Y_REFERENT	OK=in Arbeit setzen; Y=laufender Posten	den laufenden Posten anwenden oder in Arbeit nehmen	Den laufenden Posten anwenden oder in Arbeit nehmen	CONTINUES_ACROSS_LINE	ok=geben + y=Ansatz	geben + Ansatz	Ansatz geben	Die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich gebrauchen	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE	OK+Y	E-Grad=UNMARKED; Zustand=OPEN_ACTIVE	aktiven Ansatz einsetzen oder anwenden	Aktiven Ansatz einsetzen oder anwenden	Y_CHY	SELECTED_PRODUCTIVE
196	E196	B2	f82r	f82r.7	F056	B2-S010	5eff216ba51fbfb21f22	ls	ls=erste Öffnung	erste Öffnung	erste Öffnung	Die erste Öffnung	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
197	E197	B2	f82r	f82r.7	F056	B2-S010	b5df9126607030b95175	cheey	sh-/ch-=klar + ey=Wasser	klar + Wasser	klare Flüssigkeit	Den örtlichen Prüfzustand der Charge feststellen	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
198	E198	B2	f82r	f82r.19	F057	B2-S011	1645e612504fcef59ced	okain	OK+AIN	OK=in den laufenden Arbeitsgang setzen; abgegrenzte Portion	eine Portion einsetzen oder zugeben	Eine Portion einsetzen oder zugeben	CONTINUES_ACROSS_LINE	ok=geben + ain=Portion	geben + Portion	Portion geben	Gib einen abgemessenen Anteil in das Gefäß	OK_PARADIGM	CLOSED_STRONG					UNCHANGED	UNCHANGED
199	E199	B2	f82r	f82r.19	F057	B2-S011	4d4559019a961b834aa1	char	ar=aus	aus	aus demselben Ansatz	Daraus, aus demselben Ansatz	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
200	E200	B2	f82r	f82r.19	F057	B2-S011	1645e612504fcef59ced	okain	OK+AIN	OK=in den laufenden Arbeitsgang setzen; abgegrenzte Portion	eine Portion einsetzen oder zugeben	Eine Portion einsetzen oder zugeben	CONTINUES_ACROSS_LINE	ok=geben + ain=Portion	geben + Portion	Portion geben	Gib einen abgemessenen Anteil in das Gefäß	OK_PARADIGM	CLOSED_STRONG					UNCHANGED	UNCHANGED
201	E201	B2	f82r	f82r.19	F057	B2-S011	7d25241b0e56c836372a	qokeedy	OK+EE+DY	E-Grad=SUSTAINED_CONTACT; Zustand=CLOSED	eintauchen oder einweichen und den Schritt abschließen	Eintauchen oder einweichen und den Schritt abschließen	CONTINUES_ACROSS_LINE	okee=baden + dy=Ende	baden + Ende	baden; Ende	Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED
202	E202	B2	f82r	f82r.19	F058	B2-S012	0ab57b7166de99db3a55	lchy	LCH+Y_REFERENT	LCH=abziehen; Y=laufender Posten	den flüssigen Anteil des laufenden Postens abziehen	Den flüssigen Anteil des laufenden Postens abziehen	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED	lch=ablassen + y=Ansatz	ablassen + Ansatz	klare Flüssigkeit abziehen	Ziehe die klare Flüssigkeit ab	Y_CHY	SELECTED_THIN
203	E203	B2	f82r	f82r.23	F059	B2-S012	b5df9126607030b95175	cheey	sh-/ch-=klar + ey=Wasser	klar + Wasser	klare Flüssigkeit	Den örtlichen Prüfzustand der Charge feststellen	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
204	E204	B2	f82r	f82r.23	F059	B2-S012	6b89d6dd70635bc60fe0	qcthey	cthey=bei gleicher Einstellung	bei gleicher Einstellung	bei gleicher Einstellung	Unter derselben Einstellung	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
205	E205	B2	f82r	f82r.23	F059	B2-S012	0275fbf14e07935b0a45	qokeey	OK+E_GRADE_2+Y_REFERENT	OK=in Arbeit setzen; EE=anhaltender Kontakt; Y=laufender Posten	den laufenden Posten anhaltend in Kontakt halten	Den laufenden Posten anhaltend in Kontakt halten	CONTINUES_ACROSS_LINE	ok=geben + eey=warm	geben + warm	Wärme geben	Die Charge für den vorgesehenen Gebrauch temperieren	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE	OK+EE+Y	E-Grad=SUSTAINED_CONTACT; Zustand=OPEN_ACTIVE	aktiven Ansatz anhaltend in Kontakt halten	Aktiven Ansatz anhaltend in Kontakt halten	Y_CHY	SELECTED_PRODUCTIVE
206	E206	B2	f82r	f82r.23	F059	B2-S012	5fca8fc3dee57e1d8c1f	lcheey	lcheey=benetzte Körperstelle	benetzte Körperstelle	benetzte Körperstelle	Der benetzte Körperbereich	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
207	E207	B2	f82r	f82r.23	F059	B2-S012	2f1c5e56e8f0ff459065	daiin	aiin=Maß	Maß	Maß	Den aktiven Posten nach der örtlichen Vorschrift bemessen	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
208	E208	B2	f82r	f82r.23	F059	B2-S012	b921a237be883a820352	chey	Y_REFERENT_CARD	Y=aktuell gemeinter Arbeitsposten; dies/es	der laufende Posten; dies oder es	Der laufende Posten; dies oder es	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED	y=Ansatz	Ansatz	Ansatz	Diese aktive Portion	Y_CHY	SELECTED_PRODUCTIVE
209	E209	B2	f82r	f82r.23	F059	B2-S012	d25110e0d8488927278f	qokeeedy	OK+EEE+DY	E-Grad=THOROUGH_COMPLETE_CONTACT; Zustand=CLOSED	vollständig durchtränken und den Schritt abschließen	Vollständig durchtränken und den Schritt abschließen	CONTINUES_ACROSS_LINE	okeee=durchtränken + dy=Ende	durchtränken + Ende	vollständig benetzen; Ende	Benetze den bezeichneten Körperbereich vollständig und beende den Schritt	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE_WEAK_TOP_GRADE					UNCHANGED	UNCHANGED
210	E210	B2	f82r	f82r.23	F060	B2-S013	de7321bface5628e35d6	lchedy	L+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; L=ab oder aus; umhüllte DY-Abschlusskonstruktion	abführen; Schluss	Abführen; Schluss	CONTINUES_ACROSS_LINE	lch=ablassen + dy=Ende	ablassen + Ende	Flüssigkeit ablassen; Ende	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen	CHED_PARADIGM	HIGH_WITHIN_WORKING_MODEL					UNCHANGED	UNCHANGED
211	E211	B2	f82r	f82r.23	F061	B2-S014	29e0eb222ef2fb99523a	lar	lar=unterer Ablauf	unterer Ablauf	unterer Ablauf	Schließe den unteren Ablauf	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
212	E212	B2	f82r	f82r.26	F062	B2-S015	d4a31dbcf1ed6d9e5aa9	tshey	tshey=Spülung beginnen	Spülung beginnen	Spülung beginnen	Beginne die Spülung	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
