held_page	global_running_event_id	source_event_id	surface	component_recipe	atom_count	other_surface_pages	other_recipe_pages	unsupported_atoms	unsupported_portable_atoms	unsupported_local_atoms	adjacent_pair_count	supported_adjacent_pair_count	unsupported_adjacent_pairs	longest_other_page_span_max4	leave_one_page_replay_class
f77r	G407-E2576	P1003-E0272	qotedy	OT+E+DY	3	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r|f95v	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2577	P1003-E0273	qotedy	OT+E+DY	3	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r|f95v	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2578	P1003-E0274	qotary	OT+AR+Y	3	NONE	NONE	NONE	NONE	NONE	2	2	NONE	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f77r	G407-E2579	P1003-E0275	qor	OR	1	f17r|f75r	f10r|f17r|f18r|f1r|f24v|f55v|f67r2|f71v|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2580	P1003-E0276	ain	AIN	1	f1r|f55v|f67r2|f75r|f76r|f81r|f88v|f89r	f10r|f11r|f18r|f1r|f55v|f67r2|f75r|f76r|f81r|f81v|f83r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2581	P1003-E0277	cheol	CH+E+O+L	4	f24v|f71v|f72r|f76r|f81r|f81v|f82r|f83r|f88r|f89r	f24v|f71v|f72r|f76r|f81r|f81v|f82r|f83r|f88r|f89r	NONE	NONE	NONE	3	3	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2582	P1003-E0278	ol	OL	1	f18r|f55v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2583	P1003-E0279	chealor	AL+OR	2	NONE	f76r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_RECIPE_FROM_OTHER_PAGE
f77r	G407-E2584	P1003-E0280	cheey	SH+EE+Y	3	f68r1|f71v|f72r|f75r|f81r|f81v|f82r|f83r|f88r|f89r	f68r1|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f89r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2585	P1003-E0281	qeteiiin	CARRIER_Q+E+T+IIN	4	NONE	NONE	NONE	NONE	NONE	3	2	T+IIN	3	KNOWN_ATOMS_NEW_PACKAGE_COMPOSITION
f77r	G407-E2586	P1003-E0282	dary	DA+R+Y	3	f18r|f55v|f68r1	f18r|f55v|f68r1	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2587	P1003-E0283	daiin	AIIN	1	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2588	P1003-E0284	chedy	CHD+Y	2	f55v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f89r|f95v	f1r|f55v|f56r|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f89r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2589	P1003-E0285	qol	OL	1	f55v|f75r|f76r|f81r|f81v|f82r|f83r|f89r	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2590	P1003-E0286	keedy	K+EE+DY	3	f75r|f76r|f81v	f75r|f76r|f81v	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2591	P1003-E0287	qoteeedy	OT+EEE+DY	3	NONE	NONE	NONE	NONE	NONE	2	2	NONE	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f77r	G407-E2592	P1003-E0288	sar	S+AR	2	f55v|f75r|f76r|f81r|f81v|f82r|f83r|f88r	f17r|f55v|f75r|f76r|f81r|f81v|f82r|f83r|f88r	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2593	P1003-E0289	oiiiin	O+IIN	2	NONE	f13r|f1r|f67r2|f72r|f76r|f81v|f89r	NONE	NONE	NONE	1	1	NONE	2	EXACT_RECIPE_FROM_OTHER_PAGE
f77r	G407-E2594	P1003-E0290	cheety	CH+EE+T+Y	4	NONE	NONE	NONE	NONE	NONE	3	3	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f77r	G407-E2595	P1003-E0291	dy	Y	1	f10r|f11r|f13r|f18r|f24v|f56r|f67r2|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f88v|f89r	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2596	P1003-E0292	qokaiin	OK+AIIN	2	f55v|f76r|f81v|f82r|f83r|f95v	f17r|f1r|f24v|f55v|f56r|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2597	P1003-E0293	shedy	SH+E+DY	3	f75r|f76r|f81r|f81v|f82r|f83r|f88v|f95v	f75r|f76r|f81r|f81v|f82r|f83r|f88v|f95v	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2598	P1003-E0294	chedy	CHD+Y	2	f55v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f89r|f95v	f1r|f55v|f56r|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f89r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2599	P1003-E0295	qolchedy	OL+CHD+DY	3	f76r|f81v|f82r	f75r|f76r|f81v|f82r|f83r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2600	P1003-E0296	qokaiin	OK+AIIN	2	f55v|f76r|f81v|f82r|f83r|f95v	f17r|f1r|f24v|f55v|f56r|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2601	P1003-E0297	qokaiin	OK+AIIN	2	f55v|f76r|f81v|f82r|f83r|f95v	f17r|f1r|f24v|f55v|f56r|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2602	P1003-E0298	checkhy	CH+E+CH+K+Y	5	f75r|f76r|f81v|f83r|f88v	f72r|f75r|f76r|f81v|f83r|f88v	NONE	NONE	NONE	4	4	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2603	P1003-E0299	raiin	R+AIIN	2	f76r|f82r|f95v	f76r|f82r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2604	P1003-E0300	solkeey	OL+K+EE+Y	4	f81v|f83r	f75r|f76r|f81r|f81v|f83r|f88r	NONE	NONE	NONE	3	3	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2605	P1003-E0301	okaiin	OK+AIIN	2	f17r|f1r|f24v|f55v|f56r|f71v|f72r|f75r|f76r|f81v|f88r|f95v	f17r|f1r|f24v|f55v|f56r|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2606	P1003-E0302	chedy	CHD+Y	2	f55v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f89r|f95v	f1r|f55v|f56r|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f89r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2607	P1003-E0303	qokain	OK+AIN	2	f55v|f75r|f76r|f81r|f81v|f82r|f83r|f89r|f95v	f18r|f1r|f55v|f75r|f76r|f81r|f81v|f82r|f83r|f89r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2608	P1003-E0304	sheedy	SH+EE+DY	3	f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88v	f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88v	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2609	P1003-E0305	qokaiin	OK+AIIN	2	f55v|f76r|f81v|f82r|f83r|f95v	f17r|f1r|f24v|f55v|f56r|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2610	P1003-E0306	chedaiin	CHD+AIIN	2	f67r2|f72r|f83r|f95v	f67r2|f72r|f83r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2611	P1003-E0307	chealy	AL+Y	2	NONE	f71v|f72r|f75r|f76r|f81r|f89r	NONE	NONE	NONE	1	1	NONE	2	EXACT_RECIPE_FROM_OTHER_PAGE
f77r	G407-E2612	P1003-E0308	dshedy	SH+E+DY	3	f75r|f76r|f81r|f81v|f82r	f75r|f76r|f81r|f81v|f82r|f83r|f88v|f95v	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2613	P1003-E0309	pchedy	P+CHD+DY	3	f75r|f76r|f81r|f81v|f82r	f75r|f76r|f81r|f81v|f82r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2614	P1003-E0310	qotain	OT+AIN	2	f76r|f81r|f81v	f75r|f76r|f81r|f81v|f82r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2615	P1003-E0311	chedy	CHD+Y	2	f55v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f89r|f95v	f1r|f55v|f56r|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f89r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2616	P1003-E0312	dolchl	D_ADDR+OL+CH+L	4	NONE	NONE	NONE	NONE	NONE	3	3	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f77r	G407-E2617	P1003-E0313	qokeedy	OK+EE+DY	3	f75r|f76r|f81r|f82r|f83r	f55v|f72r|f75r|f76r|f81r|f81v|f82r|f83r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2618	P1003-E0314	qokol	OK+OL	2	f17r|f81r|f83r|f88r|f89r	f10r|f11r|f17r|f18r|f1r|f24v|f56r|f67r2|f71v|f81r|f83r|f88r|f88v|f89r	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2619	P1003-E0315	olchey	OL+Y	2	f56r|f75r|f81v	f56r|f67r2|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f89r	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2620	P1003-E0316	teeolain	T+EE+OL+AIN	4	NONE	NONE	NONE	NONE	NONE	3	3	NONE	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f77r	G407-E2621	P1003-E0317	chey	Y	1	f18r|f1r|f55v|f56r|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2622	P1003-E0318	qoteedy	OT+EE+DY	3	f75r|f76r|f81r|f82r|f83r	f72r|f75r|f76r|f81r|f82r|f83r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2623	P1003-E0319	qokain	OK+AIN	2	f55v|f75r|f76r|f81r|f81v|f82r|f83r|f89r|f95v	f18r|f1r|f55v|f75r|f76r|f81r|f81v|f82r|f83r|f89r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2624	P1003-E0320	cheedy	CH+EE+D_ADDR+Y	4	f72r|f76r|f81r|f81v|f82r|f88v|f89r	f72r|f76r|f81r|f81v|f82r|f88v|f89r	NONE	NONE	NONE	3	3	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2625	P1003-E0321	cheey	SH+EE+Y	3	f68r1|f71v|f72r|f75r|f81r|f81v|f82r|f83r|f88r|f89r	f68r1|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f89r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2626	P1003-E0322	lchedy	L+CHD+DY	3	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2627	P1003-E0323	pol	P+OL	2	NONE	NONE	NONE	NONE	NONE	1	1	NONE	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f77r	G407-E2628	P1003-E0324	shedy	SH+E+DY	3	f75r|f76r|f81r|f81v|f82r|f83r|f88v|f95v	f75r|f76r|f81r|f81v|f82r|f83r|f88v|f95v	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2629	P1003-E0325	qoeedy	CARRIER_Q+O+EE+D_ADDR+Y	5	f81v	f81v	NONE	NONE	NONE	4	4	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2630	P1003-E0326	qokaiin	OK+AIIN	2	f55v|f76r|f81v|f82r|f83r|f95v	f17r|f1r|f24v|f55v|f56r|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2631	P1003-E0327	chcphey	CH+CH+P+E+Y	5	f81r	f81r|f89r	NONE	NONE	NONE	4	4	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2632	P1003-E0328	qol	OL	1	f55v|f75r|f76r|f81r|f81v|f82r|f83r|f89r	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2633	P1003-E0329	ltaiin	L+T+AIIN	3	NONE	NONE	NONE	NONE	NONE	2	2	NONE	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f77r	G407-E2634	P1003-E0330	shedy	SH+E+DY	3	f75r|f76r|f81r|f81v|f82r|f83r|f88v|f95v	f75r|f76r|f81r|f81v|f82r|f83r|f88v|f95v	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2635	P1003-E0331	qol	OL	1	f55v|f75r|f76r|f81r|f81v|f82r|f83r|f89r	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2636	P1003-E0332	olaiin	OL+AIIN	2	f17r|f72r|f75r|f76r|f81r|f88v|f95v	f17r|f18r|f72r|f75r|f76r|f81r|f88v|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2637	P1003-E0333	cheey	SH+EE+Y	3	f68r1|f71v|f72r|f75r|f81r|f81v|f82r|f83r|f88r|f89r	f68r1|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f89r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2638	P1003-E0334	sheckhey	SH+E+CH+K+E+Y	6	f76r	f76r	NONE	NONE	NONE	5	5	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2639	P1003-E0335	lsheey	L+SH+EE+Y	4	NONE	NONE	NONE	NONE	NONE	3	3	NONE	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f77r	G407-E2640	P1003-E0336	qykaiin	Y+K+AIIN	3	NONE	f1r|f55v|f81v	NONE	NONE	NONE	2	2	NONE	3	EXACT_RECIPE_FROM_OTHER_PAGE
f77r	G407-E2641	P1003-E0337	sheedy	SH+EE+DY	3	f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88v	f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88v	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2642	P1003-E0338	laiin	L+AIIN	2	f76r	f76r|f83r	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2643	P1003-E0339	daiiin	DA+IIN	2	f17r|f1r|f83r|f89r	f17r|f1r|f83r|f89r	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2644	P1003-E0340	ol	OL	1	f18r|f55v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2645	P1003-E0341	eeedy	EEE+DY	2	NONE	f72r	NONE	NONE	NONE	1	1	NONE	2	EXACT_RECIPE_FROM_OTHER_PAGE
f77r	G407-E2646	P1003-E0342	okaiin	OK+AIIN	2	f17r|f1r|f24v|f55v|f56r|f71v|f72r|f75r|f76r|f81v|f88r|f95v	f17r|f1r|f24v|f55v|f56r|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2647	P1003-E0343	sheeol	SH+EE+OL	3	f88r	f76r|f88r|f88v	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2648	P1003-E0344	qotaiin	OT+AIIN	2	f82r|f83r|f95v	f71v|f72r|f82r|f83r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2649	P1003-E0345	shody	SH+O+DY	3	f1r|f89r|f95v	f1r|f89r|f95v	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2650	P1003-E0346	qoty	OT+Y	2	f10r|f11r|f13r|f75r|f76r|f81v|f82r|f83r	f10r|f11r|f13r|f56r|f67r2|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2651	P1003-E0347	daiin	AIIN	1	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2652	P1003-E0348	sh	SH	1	f1r|f24v|f56r	f1r|f24v|f56r	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2653	P1003-E0349	qolchey	OL+Y	2	f76r|f83r	f56r|f67r2|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f89r	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2654	P1003-E0350	qotedy	OT+E+DY	3	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r|f95v	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2655	P1003-E0351	qotal	OT+AL	2	f76r|f81r|f82r|f83r	f71v|f72r|f76r|f81r|f82r|f83r|f95v	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2656	P1003-E0352	r	R	1	f1r|f24v|f56r|f67r2|f72r|f75r|f76r|f81v|f82r|f83r|f88v|f89r	f1r|f24v|f56r|f67r2|f72r|f75r|f76r|f81v|f82r|f83r|f88v|f89r	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2657	P1003-E0353	ain	AIN	1	f1r|f55v|f67r2|f75r|f76r|f81r|f88v|f89r	f10r|f11r|f18r|f1r|f55v|f67r2|f75r|f76r|f81r|f81v|f83r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2658	P1003-E0354	chl	CH+L	2	NONE	NONE	NONE	NONE	NONE	1	1	NONE	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f77r	G407-E2659	P1003-E0355	s	S	1	f11r|f13r|f1r|f55v|f56r|f67r2|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f11r|f13r|f1r|f55v|f56r|f67r2|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2660	P1003-E0356	arol	AR+OL	2	f71v|f81r	f71v|f81r|f89r	NONE	NONE	NONE	1	1	NONE	2	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2661	P1003-E0357	qokeedy	OK+EE+DY	3	f75r|f76r|f81r|f82r|f83r	f55v|f72r|f75r|f76r|f81r|f81v|f82r|f83r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2662	P1003-E0358	qotedy	OT+E+DY	3	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r|f95v	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2663	P1003-E0359	qokeedy	OK+EE+DY	3	f75r|f76r|f81r|f82r|f83r	f55v|f72r|f75r|f76r|f81r|f81v|f82r|f83r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2664	P1003-E0360	qokeedy	OK+EE+DY	3	f75r|f76r|f81r|f82r|f83r	f55v|f72r|f75r|f76r|f81r|f81v|f82r|f83r	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2665	P1003-E0361	qokeey	OK+EE+Y	3	f56r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f1r|f56r|f68r1|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	2	2	NONE	3	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2666	P1003-E0362	s	S	1	f11r|f13r|f1r|f55v|f56r|f67r2|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f11r|f13r|f1r|f55v|f56r|f67r2|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2667	P1003-E0363	aiin	AIIN	1	f10r|f55v|f56r|f67r2|f71v|f72r|f76r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2668	P1003-E0364	al	AL	1	f55v|f71v|f72r|f75r|f76r|f81r|f81v|f83r|f89r|f95v	f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2669	P1003-E0365	d	D_ADDR	1	f11r|f13r|f17r|f1r|f56r|f72r|f82r	f11r|f13r|f17r|f1r|f56r|f72r|f82r	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2670	P1003-E0366	chee	SH+EE	2	NONE	NONE	NONE	NONE	NONE	1	1	NONE	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES
f77r	G407-E2671	P1003-E0367	ol	OL	1	f18r|f55v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	NONE	NONE	0	0	NONE	1	EXACT_SURFACE_FROM_OTHER_PAGE
f77r	G407-E2672	P1003-E0368	cheedy	CH+EE+D_ADDR+Y	4	f72r|f76r|f81r|f81v|f82r|f88v|f89r	f72r|f76r|f81r|f81v|f82r|f88v|f89r	NONE	NONE	NONE	3	3	NONE	4	EXACT_SURFACE_FROM_OTHER_PAGE
