rank	page	locus	surface	working_default_de	practical_render_de	card_type	composition	strongest_rival_de	strength	reader_merge_surface	zl3b_line	v44_translation_de	v45_translation_de	status
62	f79v	f79v.40	qokoin	erhitze einen Ansatz in Zubereitungsform II	erhitze einen Ansatz in Zubereitungsform II	PRODUCTIVE_COMPOUND	QO_COMMAND+K_HOT+O_PREP+IN_FORM_II	nimm den erhitzten Ansatz, Form II	LOW_EXPLORATORY	NONE	qokees aiin okain ol oiin qokoin sheky qokeedy qokar ol	erhitze die Charge bis zur Endstufe; drei Teile; heiß im Zubereitungsrahmen, Grad II; Grundansatz; Zubereitungsform III; [qokoin:?]; bis zur Mittelstufe einweichen, erhitzen und abschließen; bis zur Heizendstufe gebracht; heiße Drogenfraktion I; Grundansatz	erhitze die Charge bis zur Endstufe; drei Teile; heiß im Zubereitungsrahmen, Grad II; Grundansatz; Zubereitungsform III; erhitze einen Ansatz in Zubereitungsform II; bis zur Mittelstufe einweichen, erhitzen und abschließen; bis zur Heizendstufe gebracht; heiße Drogenfraktion I; Grundansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
63	f79v	f79v.42	daral	erste Fraktion Rohdroge I abmessen	erste Fraktion Rohdroge I abmessen	PRODUCTIVE_COMPOUND	D_MEASURE+AR_FRACTION_I+AL_RAW_I	abgemessener Rohstoff I der ersten Fraktion	MEDIUM_EXACT_WHOLE	NONE	okchedy qokain sheky chedy ol ain y daral	heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen; heiß, Grad II; bis zur Mittelstufe einweichen, erhitzen und abschließen; bis zur mittleren Trockenstufe gebracht; Grundansatz; zwei Teile; [daral:?]	heiß-trockener Ansatz in der Mitte des Grades, abgeschlossen; heiß, Grad II; bis zur Mittelstufe einweichen, erhitzen und abschließen; bis zur mittleren Trockenstufe gebracht; Grundansatz; zwei Teile; erste Fraktion Rohdroge I abmessen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
64	f81r	f81r.26	qcthdys	stelle eine Charge Krautdroge fertig	stelle eine Charge Krautdroge fertig	PRODUCTIVE_COMPOUND	QO_COMMAND+CTH_HERB+DY_FINISHED+S_TERM_SPECIES	fertige Krautdrogen-Species	LOW_EXPLORATORY	NONE	pchedy qokey oteol qol sheor shedy qcthdys	getrocknetes Pulver; bis zur mittleren Heizstufe; Drogenstoff im Ansatz bis zur Mittelstufe abkühlen; gib Folgendes hinzu: feuchter Drogenteil; bis zur mittleren Einweichstufe gebracht; [qcthdys:?]	getrocknetes Pulver; bis zur mittleren Heizstufe; Drogenstoff im Ansatz bis zur Mittelstufe abkühlen; gib Folgendes hinzu: feuchter Drogenteil; bis zur mittleren Einweichstufe gebracht; stelle eine Charge Krautdroge fertig	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
65	f81v	f81v.14	lchpchdy	Holzdroge und Pulver trocknen, nachtrocknen und fertigstellen	Holzdroge und Pulver trocknen, nachtrocknen und fertigstellen	PRODUCTIVE_COMPOUND	L_WOOD+CH_DRY+P_POWDER+CH_DRY+DY_FINISHED	fertig getrocknetes Holzpulverpräparat	LOW_EXPLORATORY	NONE	dshedy ykeedy sheeky daiin okedy qokeed qokedy lchpchdy	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab; Eintrag/Bezug: heiß am Gradende, abgeschlossen; vollständig einweichen, erhitzen und abschließen; drei Maße; Ansatz bis zur mittleren Heizstufe, abgeschlossen; erhitze bis zur Endstufe und schließe ab; bis zur mittleren Heizstufe gebracht; [lchpchdy:?]	weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab; Eintrag/Bezug: heiß am Gradende, abgeschlossen; vollständig einweichen, erhitzen und abschließen; drei Maße; Ansatz bis zur mittleren Heizstufe, abgeschlossen; erhitze bis zur Endstufe und schließe ab; bis zur mittleren Heizstufe gebracht; Holzdroge und Pulver trocknen, nachtrocknen und fertigstellen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
66	f82r	f82r.2	lcheckhy	Holzdroge bis zur Mittelstufe trocknen, als Kompositum bereiten und abschließen	Holzdroge bis zur Mittelstufe trocknen, als Kompositum bereiten und abschließen	PRODUCTIVE_COMPOUND	L_WOOD+CH_DRY+E_MIDDLE+CKH_COMPOSITE+Y_START_OR_CLOSE	mitteltrockenes Holz-Arzneikompositum	MEDIUM_EXACT_WHOLE	NONE	dchedy qolchedy qokain dy qokeedy qokal lcheckhy lched	abgemessene Trockendroge, fertig; gib die bis zur Mittelstufe getrocknete Droge hinzu und schließe die Zugabe ab; heiß, Grad II; bis zur Heizendstufe gebracht; Rohstoff I, heiß am Gradanfang; [lcheckhy:?]; Holzdroge bis zur Mittelstufe trocknen und abschließen	abgemessene Trockendroge, fertig; gib die bis zur Mittelstufe getrocknete Droge hinzu und schließe die Zugabe ab; heiß, Grad II; bis zur Heizendstufe gebracht; Rohstoff I, heiß am Gradanfang; Holzdroge bis zur Mittelstufe trocknen, als Kompositum bereiten und abschließen; Holzdroge bis zur Mittelstufe trocknen und abschließen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
67	f83v	f83v.25	otechd	Ansatz abkühlen, bis zur Mittelstufe trocknen und abschließen	Ansatz abkühlen, bis zur Mittelstufe trocknen und abschließen	PRODUCTIVE_COMPOUND	O_PREP+T_COLD+E_MIDDLE+CH_DRY+D_TERM_CLOSE	kalt getrockneten Ansatz abziehen	LOW_EXPLORATORY	NONE	y shey otechd ar okol dal shedy qokaly	Eintrag: bis zur mittleren Einweichstufe; [otechd:?]; Drogenfraktion I; heißer Ansatzstoff; abgemessene Rohstoffmenge I; bis zur mittleren Einweichstufe gebracht; erhitze Rohdroge I leicht und schließe ab	Eintrag: bis zur mittleren Einweichstufe; Ansatz abkühlen, bis zur Mittelstufe trocknen und abschließen; Drogenfraktion I; heißer Ansatzstoff; abgemessene Rohstoffmenge I; bis zur mittleren Einweichstufe gebracht; erhitze Rohdroge I leicht und schließe ab	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
68	f88v	f88v.20	sqokeodaiin	drei Dosen erhitzter Saatgutzubereitung der Mittelstufe	drei Dosen erhitzter Saatgutzubereitung der Mittelstufe	PRODUCTIVE_COMPOUND	SQOKEO_SEED_HEAT_PREP+D_MEASURE+AIIN_III	drei Teile erhitzter Saatgutansatz	LOW_EXPLORATORY	NONE	sqokeodaiin cheody oteol cheockhy chody	[sqokeodaiin:?]; getrockneter Ansatz; Drogenstoff im Ansatz bis zur Mittelstufe abkühlen; trocken angesetztes Arzneikompositum am Gradanfang; Trockenansatz, abgeschlossen	drei Dosen erhitzter Saatgutzubereitung der Mittelstufe; getrockneter Ansatz; Drogenstoff im Ansatz bis zur Mittelstufe abkühlen; trocken angesetztes Arzneikompositum am Gradanfang; Trockenansatz, abgeschlossen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
69	f89r1	f89r1.16	dalchom	eine Handvoll Rohdroge I abmessen und trocknen	eine Handvoll Rohdroge I abmessen und trocknen	PRODUCTIVE_COMPOUND	D_MEASURE+AL_RAW_I+CH_DRY+OM_HANDFUL_PREP	abgemessene Handvoll getrockneten Rohstoffs I	LOW_EXPLORATORY	NONE	om sheey qokey l daiin dalchom chy chol cheos aiin dy	eine Handvoll Ansatz; vollständig eingeweicht; bis zur mittleren Heizstufe; ein Pfund; drei Maße; [dalchom:?]; angetrocknet; Trockengut; Charge eines mitteltrockenen Ansatzes; drei Teile.	eine Handvoll Ansatz; vollständig eingeweicht; bis zur mittleren Heizstufe; ein Pfund; drei Maße; eine Handvoll Rohdroge I abmessen und trocknen; angetrocknet; Trockengut; Charge eines mitteltrockenen Ansatzes; drei Teile.	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
70	f93r	f93r.11	odam	ein Maß Ansatz abmessen	ein Maß Ansatz abmessen	PRODUCTIVE_COMPOUND	O_PREP+D_MEASURE+AM_UNIT_I	abgemessener Ansatz der Einheit I	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	okeol oteol s odam sheo al sal	Grundansatz bis zur mittleren Heizstufe erwärmt; Drogenstoff im Ansatz bis zur Mittelstufe abkühlen; Samen-/Saatgutposten; [odam:?]; Feuchtzubereitung; Rohstoff I; Saat-Rohstoff I	Grundansatz bis zur mittleren Heizstufe erwärmt; Drogenstoff im Ansatz bis zur Mittelstufe abkühlen; Samen-/Saatgutposten; ein Maß Ansatz abmessen; Feuchtzubereitung; Rohstoff I; Saat-Rohstoff I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
71	f93r	f93r.23	teols	eine Charge Drogenstoff bis zur Mittelstufe abkühlen	eine Charge Drogenstoff bis zur Mittelstufe abkühlen	PRODUCTIVE_COMPOUND	T_COLD+E_MIDDLE+OL_MATERIAL+S_TERM_SPECIES	kalte Drogenstoffspecies der Mittelstufe	LOW_EXPLORATORY	NONE	oain okor shody teols	zwei Teile Ansatz; heiße Drogenportion im Ansatz; vollständig eingeweichter Ansatz; [teols:?]	zwei Teile Ansatz; heiße Drogenportion im Ansatz; vollständig eingeweichter Ansatz; eine Charge Drogenstoff bis zur Mittelstufe abkühlen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
72	f93r	f93r.24	chotey	Trockenansatz bis zur Mittelstufe abkühlen und abschließen	Trockenansatz bis zur Mittelstufe abkühlen und abschließen	PRODUCTIVE_COMPOUND	CH_DRY+O_PREP+T_COLD+E_MIDDLE+Y_START_OR_CLOSE	mitteltrockener Kaltansatz	MEDIUM_EXACT_WHOLE	NONE	ychocthy chotey teey s	trockne hiervon einen Ansatz mit Krautdroge leicht; [chotey:?]; bis zur Kühlendstufe; Samen-/Saatgutposten.	trockne hiervon einen Ansatz mit Krautdroge leicht; Trockenansatz bis zur Mittelstufe abkühlen und abschließen; bis zur Kühlendstufe; Samen-/Saatgutposten.	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
73	f93v	f93v.10	cheeol	vollständig getrockneter Drogenstoff	vollständig getrockneter Drogenstoff	PRODUCTIVE_COMPOUND	CH_DRY+EE_END+OL_MATERIAL	Drogenstoff vollständig trocknen	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	ychol chs ckhy s cheeol	trockne hiervon den Drogenstoff; Trockengut, Grundform; Arzneikompositum am Gradanfang; Samen-/Saatgutposten; [cheeol:?]	trockne hiervon den Drogenstoff; Trockengut, Grundform; Arzneikompositum am Gradanfang; Samen-/Saatgutposten; vollständig getrockneter Drogenstoff	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
74	f99v	f99v.43	olkeeoldy	Drogenstoff vollständig erhitzen und als Auszug fertigstellen	Drogenstoff vollständig erhitzen und als Auszug fertigstellen	PRODUCTIVE_COMPOUND	OL_MATERIAL+K_HOT+EE_END+OL_MATERIAL+DY_FINISHED	fertiger vollständig erhitzter Drogenauszug	LOW_EXPLORATORY	NONE	ychol olkeeoldy	trockne hiervon den Drogenstoff; [olkeeoldy:?]	trockne hiervon den Drogenstoff; Drogenstoff vollständig erhitzen und als Auszug fertigstellen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
75	f9v	f9v.6	ksheody	Ansatz erhitzen, bis zur Mittelstufe einweichen und fertigstellen	Ansatz erhitzen, bis zur Mittelstufe einweichen und fertigstellen	PRODUCTIVE_COMPOUND	K_HOT+SH_MOIST+E_MIDDLE+O_PREP+DY_FINISHED	fertiger heiß eingeweichter Ansatz	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	odol choy ksheody chody dain otchy cthod yko	Drogenstoff im Ansatz abmessen; Trockenansatz leicht abschließen; [ksheody:?]; Trockenansatz, abgeschlossen; zwei Maße; kalt-trockener Ansatz am Anfang des Grades; gieße den Krautansatz ab; erhitze hiervon einen Ansatz	Drogenstoff im Ansatz abmessen; Trockenansatz leicht abschließen; Ansatz erhitzen, bis zur Mittelstufe einweichen und fertigstellen; Trockenansatz, abgeschlossen; zwei Maße; kalt-trockener Ansatz am Anfang des Grades; gieße den Krautansatz ab; erhitze hiervon einen Ansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
76	f9v	f9v.8	rokyd	Wurzelansatz erhitzen und den Posten abschließen	Wurzelansatz erhitzen und den Posten abschließen	PRODUCTIVE_COMPOUND	R_ROOT+O_PREP+K_HOT+YD_POST_CLOSE	Wurzelansatz erhitzen und abziehen	LOW_EXPLORATORY	NONE	soiin daiin qokcho rokyd daly	Samen/Saatgutzubereitung, Form III; drei Maße; erhitze, trockne und setze an; [rokyd:?]; abgemessene Rohstoffmenge I, Grundform	Samen/Saatgutzubereitung, Form III; drei Maße; erhitze, trockne und setze an; Wurzelansatz erhitzen und den Posten abschließen; abgemessene Rohstoffmenge I, Grundform	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
