event_id	source_position_id	page	record	statement_id	locus	silent_owner_de	surface	card_no	component_parse	literal_card_reading_de	practical_clause_de	composition_status	purpose_section	copy_status
E205	SRC_E205	f82r	B2	B2-S012	f82r.23	unteres grünes Mehrfigurenbecken	qokeey	PROC092	OK+EE+Y	ansetzen · länger · dies	ansetzen länger dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E206	SRC_E206	f82r	B2	B2-S012	f82r.23	unteres grünes Mehrfigurenbecken	lcheey	PROC118	L+EE+Y	führen · länger · dies	führen länger dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E207	SRC_E207	f82r	B2	B2-S012	f82r.23	unteres grünes Mehrfigurenbecken	daiin	PROC009	AIIN	Maß	Maß	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E208	SRC_E208	f82r	B2	B2-S012	f82r.23	unteres grünes Mehrfigurenbecken	chey	PROC019	Y	dies	dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E209	SRC_E209	f82r	B2	B2-S012	f82r.23	unteres grünes Mehrfigurenbecken	qokeeedy	PROC119	OK+EEE+DY	ansetzen · vollständig · Schluss	ansetzen vollständig; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E210	SRC_E210	f82r	B2	B2-S013	f82r.23	unteres grünes Mehrfigurenbecken	lchedy	PROC120	L+CHD+DY	führen · umsetzen · Schluss	führen umsetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E211	SRC_E211	f82r	B2	B2-S014	f82r.23	unteres grünes Mehrfigurenbecken	lar	PROC121	L+AR	führen · von dort	führen von dort	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E212	SRC_E212	f82r	B2	B2-S015	f82r.26	kleine Randstationen des unteren Beckens	tshey	PROC122	SH+E+Y	halten · kurz · dies	halten kurz dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E213	SRC_E213	f82r	B2	B2-S015	f82r.26	kleine Randstationen des unteren Beckens	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss	ansetzen länger; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E214	SRC_E214	f82r	B2	B2-S016	f82r.26	kleine Randstationen des unteren Beckens	cheal	PROC055	AL	Zielstelle	Zielstelle	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E215	SRC_E215	f82r	B2	B2-S016	f82r.26	kleine Randstationen des unteren Beckens	lchedar	PROC123	L+CHD+AR	führen · umsetzen · von dort	führen umsetzen von dort	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E216	SRC_E216	f82r	B2	B2-S016	f82r.26	kleine Randstationen des unteren Beckens	ches	PROC124	CH+E+S	abziehen · kurz · teilen	abziehen kurz teilen	PARTIAL_WITH_LEARNED_ATOM	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E217	SRC_E217	f82r	B2	B2-S016	f82r.26	kleine Randstationen des unteren Beckens	aiin	PROC009	AIIN	Maß	Maß	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E218	SRC_E218	f82r	B2	B2-S016	f82r.26	kleine Randstationen des unteren Beckens	oteey	PROC109	OT+EE+Y	danach · länger · dies	danach länger dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E219	SRC_E219	f82r	B2	B2-S016	f82r.26	kleine Randstationen des unteren Beckens	qokaiin	PROC038	OK+AIIN	ansetzen · Maß	ansetzen Maß	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E220	SRC_E220	f82r	B2	B2-S016	f82r.26	kleine Randstationen des unteren Beckens	okey	PROC085	OK+E+Y	ansetzen · kurz · dies	ansetzen kurz dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E221	SRC_E221	f82r	B2	B2-S016	f82r.27	kleine Randstationen des unteren Beckens	pchedy	PROC125	P+CHD+DY	hinein · umsetzen · Schluss	hinein umsetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E222	SRC_E222	f82r	B2	B2-S017	f82r.27	kleine Randstationen des unteren Beckens	rsheal	PROC126	R+SH+E+AL	abkühlen · halten · kurz · Zielstelle	abkühlen halten kurz Zielstelle	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E223	SRC_E223	f82r	B2	B2-S017	f82r.27	kleine Randstationen des unteren Beckens	daldy	PROC127	AL+DY	Zielstelle · Schluss	Zielstelle; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E224	SRC_E224	f82r	B2	B2-S018	f82r.27	kleine Randstationen des unteren Beckens	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss	ansetzen länger; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E225	SRC_E225	f82r	B2	B2-S019	f82r.27	kleine Randstationen des unteren Beckens	rshedy	PROC128	R+SHED+DY	abkühlen · absetzen · Schluss	abkühlen absetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E226	SRC_E226	f82r	B2	B2-S020	f82r.27	kleine Randstationen des unteren Beckens	qoteedy	PROC129	OT+EE+DY	danach · länger · Schluss	danach länger; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E227	SRC_E227	f82r	B2	B2-S021	f82r.27	kleine Randstationen des unteren Beckens	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss	ansetzen länger; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E228	SRC_E228	f82r	B2	B2-S022	f82r.27	kleine Randstationen des unteren Beckens	lochedy	PROC130	L+O+CHD+DY	führen · Arbeitsgang · umsetzen · Schluss	führen Arbeitsgang umsetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E229	SRC_E229	f83r	B3	B3-S001	f83r.3	obere offene Fächerstation am Rand	olkeedy	PROC098	SOLK+EE+DY	auffangen · länger · Schluss	auffangen länger; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E230	SRC_E230	f83r	B3	B3-S002	f83r.3	obere offene Fächerstation am Rand	qotal	PROC131	OT+AL	danach · Zielstelle	danach Zielstelle	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E231	SRC_E231	f83r	B3	B3-S002	f83r.3	obere offene Fächerstation am Rand	chkeedy	PROC132	CHK+EE+DY	wärmen · länger · Schluss	wärmen länger; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E232	SRC_E232	f83r	B3	B3-S003	f83r.3	obere offene Fächerstation am Rand	chey	PROC019	Y	dies	dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E233	SRC_E233	f83r	B3	B3-S003	f83r.3	obere offene Fächerstation am Rand	daiin	PROC009	AIIN	Maß	Maß	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E234	SRC_E234	f83r	B3	B3-S003	f83r.3	obere offene Fächerstation am Rand	chey	PROC019	Y	dies	dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E235	SRC_E235	f83r	B3	B3-S003	f83r.3	obere offene Fächerstation am Rand	lchedy	PROC120	L+CHD+DY	führen · umsetzen · Schluss	führen umsetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E236	SRC_E236	f83r	B3	B3-S004	f83r.3	obere offene Fächerstation am Rand	qokaiin	PROC038	OK+AIIN	ansetzen · Maß	ansetzen Maß	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E237	SRC_E237	f83r	B3	B3-S004	f83r.3	obere offene Fächerstation am Rand	qotal	PROC131	OT+AL	danach · Zielstelle	danach Zielstelle	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E238	SRC_E238	f83r	B3	B3-S004	f83r.3	obere offene Fächerstation am Rand	dar	PROC003	AR	von dort	von dort	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E239	SRC_E239	f83r	B3	B3-S005	f83r.6	mittlere Randfigur im runden Gefäß	schedy	PROC076	CHD+DY	umsetzen · Schluss	umsetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E240	SRC_E240	f83r	B3	B3-S006	f83r.6	mittlere Randfigur im runden Gefäß	chedchy	PROC133	CHD+Y	umsetzen · dies	umsetzen dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E241	SRC_E241	f83r	B3	B3-S006	f83r.6	mittlere Randfigur im runden Gefäß	qokal	PROC048	OK+AL	ansetzen · Zielstelle	ansetzen Zielstelle	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E242	SRC_E242	f83r	B3	B3-S006	f83r.6	mittlere Randfigur im runden Gefäß	olchedy	PROC079	OL+CHD+DY	fortsetzen · umsetzen · Schluss	fortsetzen umsetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E243	SRC_E243	f83r	B3	B3-S007	f83r.6	mittlere Randfigur im runden Gefäß	qokaiin	PROC038	OK+AIIN	ansetzen · Maß	ansetzen Maß	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E244	SRC_E244	f83r	B3	B3-S007	f83r.6	mittlere Randfigur im runden Gefäß	chedy	PROC042	CHD+Y	umsetzen · dies	umsetzen dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E245	SRC_E245	f83r	B3	B3-S007	f83r.6	mittlere Randfigur im runden Gefäß	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss	ansetzen länger; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E246	SRC_E246	f83r	B3	B3-S008	f83r.6	mittlere Randfigur im runden Gefäß	lchedy	PROC120	L+CHD+DY	führen · umsetzen · Schluss	führen umsetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E247	SRC_E247	f83r	B3	B3-S009	f83r.6	mittlere Randfigur im runden Gefäß	qoky	PROC008	OK+Y	ansetzen · dies	ansetzen dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E248	SRC_E248	f83r	B3	B3-S010	f83r.8	untere Randfigur im korbartigen Gefäß	pchedal	PROC134	P+CHD+AL	hinein · umsetzen · Zielstelle	hinein umsetzen Zielstelle	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E249	SRC_E249	f83r	B3	B3-S010	f83r.8	untere Randfigur im korbartigen Gefäß	otedy	PROC135	OT+E+DY	danach · kurz · Schluss	danach kurz; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E250	SRC_E250	f83r	B3	B3-S011	f83r.8	untere Randfigur im korbartigen Gefäß	shecthedchy	PROC136	SH+E+CTH+CHD+Y	halten · kurz · bereit · umsetzen · dies	halten kurz bereit umsetzen dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E251	SRC_E251	f83r	B3	B3-S011	f83r.8	untere Randfigur im korbartigen Gefäß	qoky	PROC008	OK+Y	ansetzen · dies	ansetzen dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E252	SRC_E252	f83r	B3	B3-S011	f83r.8	untere Randfigur im korbartigen Gefäß	chedy	PROC042	CHD+Y	umsetzen · dies	umsetzen dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E253	SRC_E253	f83r	B3	B3-S011	f83r.8	untere Randfigur im korbartigen Gefäß	chary	PROC137	AR+Y	von dort · dies	von dort dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E254	SRC_E254	f83r	B3	B3-S012	f83r.11	untere Randfigur im korbartigen Gefäß	sor	PROC016	OR	Ansatz	Ansatz	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E255	SRC_E255	f83r	B3	B3-S012	f83r.11	untere Randfigur im korbartigen Gefäß	shedy	PROC078	SHED+DY	absetzen · Schluss	absetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E256	SRC_E256	f83r	B3	B3-S013	f83r.11	untere Randfigur im korbartigen Gefäß	qokaiin	PROC038	OK+AIIN	ansetzen · Maß	ansetzen Maß	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E257	SRC_E257	f83r	B3	B3-S013	f83r.11	untere Randfigur im korbartigen Gefäß	chkain	PROC069	K+AIN	zuführen · Portion	zuführen Portion	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E258	SRC_E258	f83r	B3	B3-S013	f83r.11	untere Randfigur im korbartigen Gefäß	shcthey	PROC117	CTH+E+Y	bereit · kurz · dies	bereit kurz dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E259	SRC_E259	f83r	B3	B3-S013	f83r.11	untere Randfigur im korbartigen Gefäß	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss	ansetzen kurz; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E260	SRC_E260	f83r	B3	B3-S014	f83r.11	untere Randfigur im korbartigen Gefäß	okair	PROC138	OK+AIR	ansetzen · Lauf	ansetzen Lauf	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E261	SRC_E261	f83r	B3	B3-S014	f83r.11	untere Randfigur im korbartigen Gefäß	sheedy	PROC139	SH+EE+DY	halten · länger · Schluss	halten länger; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E262	SRC_E262	f83r	B3	B3-S015	f83r.11	untere Randfigur im korbartigen Gefäß	lchedy	PROC120	L+CHD+DY	führen · umsetzen · Schluss	führen umsetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E263	SRC_E263	f83r	B3	B3-S016	f83r.11	untere Randfigur im korbartigen Gefäß	lo	PROC140	L+O	führen · Arbeitsgang	führen Arbeitsgang	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E264	SRC_E264	f83r	B3	B3-S016	f83r.14	unverbundener Zwischenbereich	qokchedy	PROC091	OK+CHD+DY	ansetzen · umsetzen · Schluss	ansetzen umsetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E265	SRC_E265	f83r	B3	B3-S017	f83r.14	unverbundener Zwischenbereich	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss	ansetzen länger; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E266	SRC_E266	f83r	B3	B3-S018	f83r.14	unverbundener Zwischenbereich	shedy	PROC078	SHED+DY	absetzen · Schluss	absetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E267	SRC_E267	f83r	B3	B3-S019	f83r.14	unverbundener Zwischenbereich	qokshedy	PROC141	OK+SH+E+DY	ansetzen · halten · kurz · Schluss	ansetzen halten kurz; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E268	SRC_E268	f83r	B3	B3-S020	f83r.14	unverbundener Zwischenbereich	dal	PROC055	AL	Zielstelle	Zielstelle	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E269	SRC_E269	f83r	B3	B3-S020	f83r.14	unverbundener Zwischenbereich	lchedy	PROC120	L+CHD+DY	führen · umsetzen · Schluss	führen umsetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E270	SRC_E270	f83r	B3	B3-S021	f83r.14	unverbundener Zwischenbereich	qokaiin	PROC038	OK+AIIN	ansetzen · Maß	ansetzen Maß	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E271	SRC_E271	f83r	B3	B3-S021	f83r.14	unverbundener Zwischenbereich	shcthy	PROC014	CTH+Y	bereit · dies	bereit dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E272	SRC_E272	f83r	B3	B3-S021	f83r.14	unverbundener Zwischenbereich	dal	PROC055	AL	Zielstelle	Zielstelle	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E273	SRC_E273	f83r	B3	B3-S021	f83r.14	unverbundener Zwischenbereich	sy	PROC019	Y	dies	dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E274	SRC_E274	f83r	B3	B3-S021	f83r.15	unverbundener Zwischenbereich	saiin	PROC009	AIIN	Maß	Maß	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E275	SRC_E275	f83r	B3	B3-S021	f83r.15	unverbundener Zwischenbereich	shedal	PROC142	SHED+AL	absetzen · Zielstelle	absetzen Zielstelle	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E276	SRC_E276	f83r	B3	B3-S021	f83r.15	unverbundener Zwischenbereich	shecthy	PROC143	SH+E+CTH+Y	halten · kurz · bereit · dies	halten kurz bereit dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E277	SRC_E277	f83r	B3	B3-S021	f83r.15	unverbundener Zwischenbereich	chey	PROC019	Y	dies	dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E278	SRC_E278	f83r	B3	B3-S021	f83r.15	unverbundener Zwischenbereich	tal	PROC055	AL	Zielstelle	Zielstelle	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E279	SRC_E279	f83r	B3	B3-S021	f83r.15	unverbundener Zwischenbereich	shcthy	PROC014	CTH+Y	bereit · dies	bereit dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E280	SRC_E280	f83r	B3	B3-S021	f83r.15	unverbundener Zwischenbereich	dalchdy	PROC144	AL+CHD+DY	Zielstelle · umsetzen · Schluss	Zielstelle umsetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E281	SRC_E281	f83r	B3	B3-S022	f83r.15	unverbundener Zwischenbereich	qotchedy	PROC145	OT+CHD+DY	danach · umsetzen · Schluss	danach umsetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E282	SRC_E282	f83r	B3	B3-S023	f83r.15	unverbundener Zwischenbereich	lchedy	PROC120	L+CHD+DY	führen · umsetzen · Schluss	führen umsetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E283	SRC_E283	f83r	B3	B3-S024	f83r.16	unverbundener Zwischenbereich	tchedy	PROC076	CHD+DY	umsetzen · Schluss	umsetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E284	SRC_E284	f83r	B3	B3-S025	f83r.16	unverbundener Zwischenbereich	qokchdy	PROC082	OK+CHD+DY	ansetzen · umsetzen · Schluss	ansetzen umsetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E285	SRC_E285	f83r	B3	B3-S026	f83r.16	unverbundener Zwischenbereich	cheedar	PROC146	EE+AR	länger · von dort	länger von dort	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E286	SRC_E286	f83r	B3	B3-S026	f83r.16	unverbundener Zwischenbereich	chldaiin	PROC147	L+AIIN	führen · Maß	führen Maß	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E287	SRC_E287	f83r	B3	B3-S026	f83r.16	unverbundener Zwischenbereich	chedy	PROC042	CHD+Y	umsetzen · dies	umsetzen dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E288	SRC_E288	f83r	B3	B3-S026	f83r.16	unverbundener Zwischenbereich	qokain	PROC080	OK+AIN	ansetzen · Portion	ansetzen Portion	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E289	SRC_E289	f83r	B3	B3-S026	f83r.16	unverbundener Zwischenbereich	checthy	PROC014	CTH+Y	bereit · dies	bereit dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E290	SRC_E290	f83r	B3	B3-S026	f83r.16	unverbundener Zwischenbereich	chealror	PROC148	AL+R+OR	Zielstelle · abkühlen · Ansatz	Zielstelle abkühlen Ansatz	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E291	SRC_E291	f83r	B3	B3-S026	f83r.20	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	solkeedy	PROC098	SOLK+EE+DY	auffangen · länger · Schluss	auffangen länger; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E292	SRC_E292	f83r	B3	B3-S027	f83r.20	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	qoteedy	PROC129	OT+EE+DY	danach · länger · Schluss	danach länger; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E293	SRC_E293	f83r	B3	B3-S028	f83r.20	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	qokeey	PROC092	OK+EE+Y	ansetzen · länger · dies	ansetzen länger dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E294	SRC_E294	f83r	B3	B3-S028	f83r.20	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss	ansetzen kurz; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E295	SRC_E295	f83r	B3	B3-S029	f83r.20	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	sol	PROC013	OL	fortsetzen	fortsetzen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E296	SRC_E296	f83r	B3	B3-S029	f83r.20	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	cheeety	PROC149	EEE+T+Y	vollständig · eintragen · dies	vollständig eintragen dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E297	SRC_E297	f83r	B3	B3-S029	f83r.20	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss	ansetzen kurz; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E298	SRC_E298	f83r	B3	B3-S030	f83r.20	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	qoky	PROC008	OK+Y	ansetzen · dies	ansetzen dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E299	SRC_E299	f83r	B3	B3-S030	f83r.20	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	saiin	PROC009	AIIN	Maß	Maß	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E300	SRC_E300	f83r	B3	B3-S030	f83r.22	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	schedair	PROC150	CHD+AIR	umsetzen · Lauf	umsetzen Lauf	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E301	SRC_E301	f83r	B3	B3-S030	f83r.22	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	otchedy	PROC145	OT+CHD+DY	danach · umsetzen · Schluss	danach umsetzen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E302	SRC_E302	f83r	B3	B3-S031	f83r.22	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss	ansetzen länger; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E303	SRC_E303	f83r	B3	B3-S032	f83r.22	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	chedain	PROC151	CHD+AIN	umsetzen · Portion	umsetzen Portion	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E304	SRC_E304	f83r	B3	B3-S032	f83r.22	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	chedy	PROC042	CHD+Y	umsetzen · dies	umsetzen dies	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E305	SRC_E305	f83r	B3	B3-S032	f83r.22	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	qotedaiin	PROC152	OT+E+AIIN	danach · kurz · Maß	danach kurz Maß	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E306	SRC_E306	f83r	B3	B3-S032	f83r.22	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	otaiin	PROC112	OT+AIIN	danach · Maß	danach Maß	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E307	SRC_E307	f83r	B3	B3-S032	f83r.22	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	otedy	PROC135	OT+E+DY	danach · kurz · Schluss	danach kurz; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E308	SRC_E308	f83r	B3	B3-S033	f83r.22	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	ldy	PROC108	L+DY	führen · Schluss	führen; schließen	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
E309	SRC_E309	f83r	B3	B3-S034	f83r.24	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	soiiin	PROC097	O+IIN	Arbeitsgang · Sollstufe	Arbeitsgang Sollstufe	COMPOSITIONAL	WET_WORKSHOP_STATION	ONE_VISIBLE_ONE_SOURCE
