group_serial	source_position_id	page	diagram_id	locus	event_index_within_locus	opaque_local_id	local_namespace	local_image_owner	literal_group_reading_de	practical_almanac_expansion_de	purpose_section	orientation	crosspage_join	prose_card_import
146	ASTRO_A1:G146	f67r2	A1	f67r2.64	2	A1:G146	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_01	Etikettsegment 2 am lokalen Bildplatz	f67r2.64: Arbeitswahl nach lokalem Himmelssektor; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
147	ASTRO_A1:G147	f67r2	A1	f67r2.65	1	A1:G147	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_02	Etikettsegment 1 am lokalen Bildplatz	f67r2.65: Arbeitswahl nach lokalem Himmelssektor; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
148	ASTRO_A1:G148	f67r2	A1	f67r2.66	1	A1:G148	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_03	Etikettsegment 1 am lokalen Bildplatz	f67r2.66: Arbeitswahl nach lokalem Himmelssektor; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
149	ASTRO_A1:G149	f67r2	A1	f67r2.67	1	A1:G149	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_04	Etikettsegment 1 am lokalen Bildplatz	f67r2.67: Arbeitswahl nach lokalem Himmelssektor; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
150	ASTRO_A1:G150	f67r2	A1	f67r2.68	1	A1:G150	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_05	Etikettsegment 1 am lokalen Bildplatz	f67r2.68: Arbeitswahl nach lokalem Himmelssektor; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
151	ASTRO_A1:G151	f67r2	A1	f67r2.69	1	A1:G151	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_06	Etikettsegment 1 am lokalen Bildplatz	f67r2.69: Arbeitswahl nach lokalem Himmelssektor; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
152	ASTRO_A1:G152	f67r2	A1	f67r2.69	2	A1:G152	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_06	Etikettsegment 2 am lokalen Bildplatz	f67r2.69: Arbeitswahl nach lokalem Himmelssektor; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
153	ASTRO_A1:G153	f67r2	A1	f67r2.70	1	A1:G153	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_07	Etikettsegment 1 am lokalen Bildplatz	f67r2.70: Arbeitswahl nach lokalem Himmelssektor; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
154	ASTRO_A1:G154	f67r2	A1	f67r2.71	1	A1:G154	F67_RIGHT_WHEEL_NS	A1_RIGHT_PHASE_STATION_08	Etikettsegment 1 am lokalen Bildplatz	f67r2.71: Arbeitswahl nach lokalem Himmelssektor; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
155	ASTRO_A1:G155	f67r2	A1	f67r2.72	1	A1:G155	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	Etikettsegment 1 am lokalen Bildplatz	f67r2.72: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
156	ASTRO_A1:G156	f67r2	A1	f67r2.72	2	A1:G156	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	Etikettsegment 2 am lokalen Bildplatz	f67r2.72: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
157	ASTRO_A1:G157	f67r2	A1	f67r2.72	3	A1:G157	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	Etikettsegment 3 am lokalen Bildplatz	f67r2.72: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
158	ASTRO_A1:G158	f67r2	A1	f67r2.72	4	A1:G158	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	Etikettsegment 4 am lokalen Bildplatz	f67r2.72: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
159	ASTRO_A1:G159	f67r2	A1	f67r2.72	5	A1:G159	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	Etikettsegment 5 am lokalen Bildplatz	f67r2.72: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
160	ASTRO_A1:G160	f67r2	A1	f67r2.72	6	A1:G160	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	Etikettsegment 6 am lokalen Bildplatz	f67r2.72: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
161	ASTRO_A1:G161	f67r2	A1	f67r2.72	7	A1:G161	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	Etikettsegment 7 am lokalen Bildplatz	f67r2.72: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
162	ASTRO_A1:G162	f67r2	A1	f67r2.72	8	A1:G162	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	Etikettsegment 8 am lokalen Bildplatz	f67r2.72: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
163	ASTRO_A1:G163	f67r2	A1	f67r2.72	9	A1:G163	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	Etikettsegment 9 am lokalen Bildplatz	f67r2.72: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
164	ASTRO_A1:G164	f67r2	A1	f67r2.72	10	A1:G164	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	Etikettsegment 10 am lokalen Bildplatz	f67r2.72: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
165	ASTRO_A1:G165	f67r2	A1	f67r2.72	11	A1:G165	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	Etikettsegment 11 am lokalen Bildplatz	f67r2.72: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
166	ASTRO_A1:G166	f67r2	A1	f67r2.72	12	A1:G166	F67_LEFT_WHEEL_NS	A1_LEFT_OUTER_RING_TEXT	Etikettsegment 12 am lokalen Bildplatz	f67r2.72: örtliche Wetterlage am Himmelsrad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
167	ASTRO_A1:G167	f67r2	A1	f67r2.73	1	A1:G167	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	Etikettsegment 1 am lokalen Bildplatz	f67r2.73: Arbeitswahl nach lokalem Himmelssektor; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
168	ASTRO_A1:G168	f67r2	A1	f67r2.73	2	A1:G168	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	Etikettsegment 2 am lokalen Bildplatz	f67r2.73: Arbeitswahl nach lokalem Himmelssektor; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
169	ASTRO_A1:G169	f67r2	A1	f67r2.73	3	A1:G169	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	Etikettsegment 3 am lokalen Bildplatz	f67r2.73: Arbeitswahl nach lokalem Himmelssektor; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
170	ASTRO_A1:G170	f67r2	A1	f67r2.73	4	A1:G170	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	Etikettsegment 4 am lokalen Bildplatz	f67r2.73: Arbeitswahl nach lokalem Himmelssektor; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
171	ASTRO_A1:G171	f67r2	A1	f67r2.73	5	A1:G171	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	Etikettsegment 5 am lokalen Bildplatz	f67r2.73: Arbeitswahl nach lokalem Himmelssektor; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
172	ASTRO_A1:G172	f67r2	A1	f67r2.73	6	A1:G172	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	Etikettsegment 6 am lokalen Bildplatz	f67r2.73: Arbeitswahl nach lokalem Himmelssektor; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
173	ASTRO_A1:G173	f67r2	A1	f67r2.73	7	A1:G173	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	Etikettsegment 7 am lokalen Bildplatz	f67r2.73: Arbeitswahl nach lokalem Himmelssektor; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
174	ASTRO_A1:G174	f67r2	A1	f67r2.73	8	A1:G174	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	Etikettsegment 8 am lokalen Bildplatz	f67r2.73: Arbeitswahl nach lokalem Himmelssektor; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
175	ASTRO_A1:G175	f67r2	A1	f67r2.73	9	A1:G175	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	Etikettsegment 9 am lokalen Bildplatz	f67r2.73: Arbeitswahl nach lokalem Himmelssektor; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
176	ASTRO_A1:G176	f67r2	A1	f67r2.73	10	A1:G176	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	Etikettsegment 10 am lokalen Bildplatz	f67r2.73: Arbeitswahl nach lokalem Himmelssektor; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
177	ASTRO_A1:G177	f67r2	A1	f67r2.73	11	A1:G177	F67_RIGHT_WHEEL_NS	A1_RIGHT_OUTER_RING_TEXT	Etikettsegment 11 am lokalen Bildplatz	f67r2.73: Arbeitswahl nach lokalem Himmelssektor; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
178	ASTRO_A1:G178	f67r2	A1	f67r2.74	1	A1:G178	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	Etikettsegment 1 am lokalen Bildplatz	f67r2.74: örtliche Arbeitslegende kopieren; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
179	ASTRO_A1:G179	f67r2	A1	f67r2.74	2	A1:G179	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	Etikettsegment 2 am lokalen Bildplatz	f67r2.74: örtliche Arbeitslegende kopieren; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
180	ASTRO_A1:G180	f67r2	A1	f67r2.74	3	A1:G180	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	Etikettsegment 3 am lokalen Bildplatz	f67r2.74: örtliche Arbeitslegende kopieren; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
181	ASTRO_A1:G181	f67r2	A1	f67r2.74	4	A1:G181	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	Etikettsegment 4 am lokalen Bildplatz	f67r2.74: örtliche Arbeitslegende kopieren; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
182	ASTRO_A1:G182	f67r2	A1	f67r2.74	5	A1:G182	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	Etikettsegment 5 am lokalen Bildplatz	f67r2.74: örtliche Arbeitslegende kopieren; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
183	ASTRO_A1:G183	f67r2	A1	f67r2.74	6	A1:G183	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	Etikettsegment 6 am lokalen Bildplatz	f67r2.74: örtliche Arbeitslegende kopieren; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
184	ASTRO_A1:G184	f67r2	A1	f67r2.74	7	A1:G184	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	Etikettsegment 7 am lokalen Bildplatz	f67r2.74: örtliche Arbeitslegende kopieren; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
185	ASTRO_A1:G185	f67r2	A1	f67r2.74	8	A1:G185	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	Etikettsegment 8 am lokalen Bildplatz	f67r2.74: örtliche Arbeitslegende kopieren; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
186	ASTRO_A1:G186	f67r2	A1	f67r2.74	9	A1:G186	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	Etikettsegment 9 am lokalen Bildplatz	f67r2.74: örtliche Arbeitslegende kopieren; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
187	ASTRO_A1:G187	f67r2	A1	f67r2.74	10	A1:G187	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	Etikettsegment 10 am lokalen Bildplatz	f67r2.74: örtliche Arbeitslegende kopieren; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
188	ASTRO_A1:G188	f67r2	A1	f67r2.74	11	A1:G188	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	Etikettsegment 11 am lokalen Bildplatz	f67r2.74: örtliche Arbeitslegende kopieren; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
189	ASTRO_A1:G189	f67r2	A1	f67r2.74	12	A1:G189	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	Etikettsegment 12 am lokalen Bildplatz	f67r2.74: örtliche Arbeitslegende kopieren; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
190	ASTRO_A1:G190	f67r2	A1	f67r2.74	13	A1:G190	F67_PAIRED_LEGEND_QUARANTINE_NS	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	Etikettsegment 13 am lokalen Bildplatz	f67r2.74: örtliche Arbeitslegende kopieren; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
191	ASTRO_A2:G001	f68r1	A2	f68r1.1	1	A2:G001	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	Etikettsegment 1 am lokalen Bildplatz	f68r1.1: Kopf einer Beobachtungstafel; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
192	ASTRO_A2:G002	f68r1	A2	f68r1.1	2	A2:G002	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	Etikettsegment 2 am lokalen Bildplatz	f68r1.1: Kopf einer Beobachtungstafel; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
193	ASTRO_A2:G003	f68r1	A2	f68r1.1	3	A2:G003	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	Etikettsegment 3 am lokalen Bildplatz	f68r1.1: Kopf einer Beobachtungstafel; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
194	ASTRO_A2:G004	f68r1	A2	f68r1.1	4	A2:G004	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	Etikettsegment 4 am lokalen Bildplatz	f68r1.1: Kopf einer Beobachtungstafel; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
195	ASTRO_A2:G005	f68r1	A2	f68r1.1	5	A2:G005	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	Etikettsegment 5 am lokalen Bildplatz	f68r1.1: Kopf einer Beobachtungstafel; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
196	ASTRO_A2:G006	f68r1	A2	f68r1.1	6	A2:G006	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	Etikettsegment 6 am lokalen Bildplatz	f68r1.1: Kopf einer Beobachtungstafel; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
197	ASTRO_A2:G007	f68r1	A2	f68r1.1	7	A2:G007	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	Etikettsegment 7 am lokalen Bildplatz	f68r1.1: Kopf einer Beobachtungstafel; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
198	ASTRO_A2:G008	f68r1	A2	f68r1.1	8	A2:G008	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	Etikettsegment 8 am lokalen Bildplatz	f68r1.1: Kopf einer Beobachtungstafel; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
199	ASTRO_A2:G009	f68r1	A2	f68r1.1	9	A2:G009	F68_LEFT_PANEL_HEADER_NS	A2_LEFT_PANEL_HEADER	Etikettsegment 9 am lokalen Bildplatz	f68r1.1: Kopf einer Beobachtungstafel; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
200	ASTRO_A2:G010	f68r1	A2	f68r1.2	1	A2:G010	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	Etikettsegment 1 am lokalen Bildplatz	f68r1.2: Kopf einer Beobachtungstafel; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
201	ASTRO_A2:G011	f68r1	A2	f68r1.2	2	A2:G011	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	Etikettsegment 2 am lokalen Bildplatz	f68r1.2: Kopf einer Beobachtungstafel; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
202	ASTRO_A2:G012	f68r1	A2	f68r1.2	3	A2:G012	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	Etikettsegment 3 am lokalen Bildplatz	f68r1.2: Kopf einer Beobachtungstafel; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
203	ASTRO_A2:G013	f68r1	A2	f68r1.2	4	A2:G013	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	Etikettsegment 4 am lokalen Bildplatz	f68r1.2: Kopf einer Beobachtungstafel; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
204	ASTRO_A2:G014	f68r1	A2	f68r1.2	5	A2:G014	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	Etikettsegment 5 am lokalen Bildplatz	f68r1.2: Kopf einer Beobachtungstafel; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
205	ASTRO_A2:G015	f68r1	A2	f68r1.2	6	A2:G015	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	Etikettsegment 6 am lokalen Bildplatz	f68r1.2: Kopf einer Beobachtungstafel; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
206	ASTRO_A2:G016	f68r1	A2	f68r1.2	7	A2:G016	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	Etikettsegment 7 am lokalen Bildplatz	f68r1.2: Kopf einer Beobachtungstafel; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
207	ASTRO_A2:G017	f68r1	A2	f68r1.2	8	A2:G017	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	Etikettsegment 8 am lokalen Bildplatz	f68r1.2: Kopf einer Beobachtungstafel; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
208	ASTRO_A2:G018	f68r1	A2	f68r1.2	9	A2:G018	F68_MIDDLE_PANEL_HEADER_NS	A2_MIDDLE_PANEL_HEADER	Etikettsegment 9 am lokalen Bildplatz	f68r1.2: Kopf einer Beobachtungstafel; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
209	ASTRO_A2:G019	f68r1	A2	f68r1.3	1	A2:G019	F68_RIGHT_PANEL_HEADER_NS	A2_RIGHT_PANEL_HEADER	Etikettsegment 1 am lokalen Bildplatz	f68r1.3: Kopf einer Beobachtungstafel; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
210	ASTRO_A2:G020	f68r1	A2	f68r1.3	2	A2:G020	F68_RIGHT_PANEL_HEADER_NS	A2_RIGHT_PANEL_HEADER	Etikettsegment 2 am lokalen Bildplatz	f68r1.3: Kopf einer Beobachtungstafel; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
211	ASTRO_A2:G021	f68r1	A2	f68r1.3	3	A2:G021	F68_RIGHT_PANEL_HEADER_NS	A2_RIGHT_PANEL_HEADER	Etikettsegment 3 am lokalen Bildplatz	f68r1.3: Kopf einer Beobachtungstafel; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
212	ASTRO_A2:G022	f68r1	A2	f68r1.3	4	A2:G022	F68_RIGHT_PANEL_HEADER_NS	A2_RIGHT_PANEL_HEADER	Etikettsegment 4 am lokalen Bildplatz	f68r1.3: Kopf einer Beobachtungstafel; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
213	ASTRO_A2:G023	f68r1	A2	f68r1.3	5	A2:G023	F68_RIGHT_PANEL_HEADER_NS	A2_RIGHT_PANEL_HEADER	Etikettsegment 5 am lokalen Bildplatz	f68r1.3: Kopf einer Beobachtungstafel; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
214	ASTRO_A2:G024	f68r1	A2	f68r1.3	6	A2:G024	F68_RIGHT_PANEL_HEADER_NS	A2_RIGHT_PANEL_HEADER	Etikettsegment 6 am lokalen Bildplatz	f68r1.3: Kopf einer Beobachtungstafel; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
215	ASTRO_A2:G025	f68r1	A2	f68r1.3	7	A2:G025	F68_RIGHT_PANEL_HEADER_NS	A2_RIGHT_PANEL_HEADER	Etikettsegment 7 am lokalen Bildplatz	f68r1.3: Kopf einer Beobachtungstafel; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
216	ASTRO_A2:G026	f68r1	A2	f68r1.3	8	A2:G026	F68_RIGHT_PANEL_HEADER_NS	A2_RIGHT_PANEL_HEADER	Etikettsegment 8 am lokalen Bildplatz	f68r1.3: Kopf einer Beobachtungstafel; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
217	ASTRO_A2:G027	f68r1	A2	f68r1.4	1	A2:G027	F68_MULTIPANEL_HEADER_QUARANTINE_NS	A2_MULTIPANEL_HEADER_FRAGMENT_04	Etikettsegment 1 am lokalen Bildplatz	f68r1.4: ungelöster Teil einer Beobachtungstafel; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
218	ASTRO_A2:G028	f68r1	A2	f68r1.4	2	A2:G028	F68_MULTIPANEL_HEADER_QUARANTINE_NS	A2_MULTIPANEL_HEADER_FRAGMENT_04	Etikettsegment 2 am lokalen Bildplatz	f68r1.4: ungelöster Teil einer Beobachtungstafel; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
