event_id	source_position_id	instruction_id	page	record	statement_id	locus	surface	card_no	component_parse	literal_reading_de	fluent_command_de	semantic_execution	component_values_unchanged
E313	SRC_E313	I077	f83r	B3	B3-S034	f83r.24	olsaly	PROC153	OL+AL+Y	fortsetzen · Zielstelle · dies	diesen Posten an der Zielstelle fortsetzen	EXECUTE_ONCE	YES
E314	SRC_E314	I077	f83r	B3	B3-S034	f83r.24	shedy	PROC078	SHED+DY	absetzen · Schluss	den Posten absetzen und den Schritt schließen	EXECUTE_ONCE	YES
E315	SRC_E315	I078	f83r	B4	B4-S001	f83r.25	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss	den Posten länger ansetzen und den Schritt schließen	EXECUTE_ONCE	YES
E316	SRC_E316	I079	f83r	B4	B4-S002	f83r.25	qolchey	PROC154	OL+Y	fortsetzen · dies	diesen Posten fortsetzen	EXECUTE_ONCE	YES
E317	SRC_E317	I079	f83r	B4	B4-S002	f83r.25	qokeey	PROC092	OK+EE+Y	ansetzen · länger · dies	diesen Posten länger ansetzen	EXECUTE_ONCE	YES
E318	SRC_E318	I079	f83r	B4	B4-S002	f83r.25	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss	den Posten kurz ansetzen und den Schritt schließen	EXECUTE_ONCE	YES
E319	SRC_E319	I080	f83r	B4	B4-S003	f83r.25	chedy	PROC042	CHD+Y	umsetzen · dies	diesen Posten umsetzen	EXECUTE_ONCE	YES
E320	SRC_E320	I080	f83r	B4	B4-S003	f83r.25	otal	PROC131	OT+AL	danach · Zielstelle	danach die Zielstelle setzen	EXECUTE_ONCE	YES
E321	SRC_E321	I080	f83r	B4	B4-S003	f83r.26	otchey	PROC065	OT+Y	danach · dies	danach diesen Posten übernehmen	EXECUTE_ONCE	YES
E322	SRC_E322	I080	f83r	B4	B4-S003	f83r.26	qokeey	PROC092	OK+EE+Y	ansetzen · länger · dies	diesen Posten länger ansetzen	EXECUTE_ONCE	YES
E323	SRC_E323	I080	f83r	B4	B4-S003	f83r.26	qoky	PROC008	OK+Y	ansetzen · dies	diesen Posten ansetzen	EXECUTE_ONCE	YES
E324	SRC_E324	I080	f83r	B4	B4-S003	f83r.26	tol	PROC013	OL	fortsetzen	den Posten fortsetzen	EXECUTE_ONCE	YES
E325	SRC_E325	I080	f83r	B4	B4-S003	f83r.26	shedy	PROC078	SHED+DY	absetzen · Schluss	den Posten absetzen und den Schritt schließen	EXECUTE_ONCE	YES
E326	SRC_E326	I081	f83r	B4	B4-S004	f83r.26	qokylddy	PROC155	OK+Y+LD+DY	ansetzen · dies · befestigen · Schluss	diesen Posten ansetzen und befestigen und den Schritt schließen	EXECUTE_ONCE	YES
E327	SRC_E327	I082	f83r	B4	B4-S005	f83r.27	dain	PROC156	AIN	Portion	eine Portion nehmen	EXECUTE_ONCE	YES
E328	SRC_E328	I082	f83r	B4	B4-S005	f83r.27	chedy	PROC042	CHD+Y	umsetzen · dies	diesen Posten umsetzen	EXECUTE_ONCE	YES
E329	SRC_E329	I082	f83r	B4	B4-S005	f83r.27	qokeedy	PROC100	OK+EE+DY	ansetzen · länger · Schluss	den Posten länger ansetzen und den Schritt schließen	EXECUTE_ONCE	YES
E330	SRC_E330	I083	f83r	B4	B4-S006	f83r.27	shckhedy	PROC099	SH+CKH+E+DY	halten · Durchlass · kurz · Schluss	den Posten am Durchlass kurz halten und den Schritt schließen	EXECUTE_ONCE	YES
E331	SRC_E331	I084	f83r	B4	B4-S007	f83r.27	shckhedy	PROC099	SH+CKH+E+DY	halten · Durchlass · kurz · Schluss	den Posten am Durchlass kurz halten und den Schritt schließen	EXECUTE_ONCE	YES
E332	SRC_E332	I085	f83r	B4	B4-S008	f83r.28	saiin	PROC009	AIIN	Maß	das Maß setzen	EXECUTE_ONCE	YES
E333	SRC_E333	I085	f83r	B4	B4-S008	f83r.28	cheeky	PROC046	CHK+EE+Y	wärmen · länger · dies	diesen Posten länger wärmen	EXECUTE_ONCE	YES
E334	SRC_E334	I085	f83r	B4	B4-S008	f83r.28	sheey	PROC157	SH+EE+Y	halten · länger · dies	diesen Posten länger halten	EXECUTE_ONCE	YES
E335	SRC_E335	I085	f83r	B4	B4-S008	f83r.28	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss	den Posten kurz ansetzen und den Schritt schließen	EXECUTE_ONCE	YES
E336	SRC_E336	I086	f83r	B4	B4-S009	f83r.28	shedy	PROC078	SHED+DY	absetzen · Schluss	den Posten absetzen und den Schritt schließen	EXECUTE_ONCE	YES
E337	SRC_E337	I087	f83r	B4	B4-S010	f83r.28	oldy	PROC047	OL+DY	fortsetzen · Schluss	den Posten fortsetzen und den Schritt schließen	EXECUTE_ONCE	YES
E338	SRC_E338	I088	f83r	B4	B4-S011	f83r.35	saiin	PROC009	AIIN	Maß	das Maß setzen	EXECUTE_ONCE	YES
E339	SRC_E339	I088	f83r	B4	B4-S011	f83r.35	cheky	PROC083	CHK+E+Y	wärmen · kurz · dies	diesen Posten kurz wärmen	EXECUTE_ONCE	YES
E340	SRC_E340	I088	f83r	B4	B4-S011	f83r.35	okeeol	PROC158	OK+EE+OL	ansetzen · länger · fortsetzen	den Posten länger ansetzen und fortsetzen	EXECUTE_ONCE	YES
E341	SRC_E341	I088	f83r	B4	B4-S011	f83r.35	okain	PROC080	OK+AIN	ansetzen · Portion	eine Portion ansetzen	EXECUTE_ONCE	YES
E342	SRC_E342	I088	f83r	B4	B4-S011	f83r.35	chdy	PROC042	CHD+Y	umsetzen · dies	diesen Posten umsetzen	EXECUTE_ONCE	YES
E343	SRC_E343	I088	f83r	B4	B4-S011	f83r.37	sol	PROC013	OL	fortsetzen	den Posten fortsetzen	EXECUTE_ONCE	YES
E344	SRC_E344	I088	f83r	B4	B4-S011	f83r.37	lkedy	PROC159	L+K+E+DY	führen · zuführen · kurz · Schluss	den Posten kurz führen und zuführen und den Schritt schließen	EXECUTE_ONCE	YES
E345	SRC_E345	I089	f83r	B4	B4-S012	f83r.37	lchedy	PROC120	L+CHD+DY	führen · umsetzen · Schluss	den Posten führen und umsetzen und den Schritt schließen	EXECUTE_ONCE	YES
E346	SRC_E346	I090	f83r	B4	B4-S013	f83r.37	qokol	PROC160	OK+OL	ansetzen · fortsetzen	den Posten ansetzen und fortsetzen	EXECUTE_ONCE	YES
E347	SRC_E347	I090	f83r	B4	B4-S013	f83r.37	shedy	PROC078	SHED+DY	absetzen · Schluss	den Posten absetzen und den Schritt schließen	EXECUTE_ONCE	YES
E348	SRC_E348	I091	f83r	B4	B4-S014	f83r.38	or	PROC016	OR	Ansatz	den Ansatz verwenden	EXECUTE_ONCE	YES
E349	SRC_E349	I091	f83r	B4	B4-S014	f83r.38	chey	PROC019	Y	dies	diesen Posten übernehmen	EXECUTE_ONCE	YES
E350	SRC_E350	I091	f83r	B4	B4-S014	f83r.38	qockhey	PROC161	O+CKH+E+Y	Arbeitsgang · Durchlass · kurz · dies	diesen Posten übernehmen	EXECUTE_ONCE	YES
E351	SRC_E351	I091	f83r	B4	B4-S014	f83r.38	dairydy	PROC162	AIR+Y+DY	Lauf · dies · Schluss	den Lauf wählen und den Schritt schließen	EXECUTE_ONCE	YES
E352	SRC_E352	I092	f83r	B4	B4-S015	f83r.39	qokain	PROC080	OK+AIN	ansetzen · Portion	eine Portion ansetzen	EXECUTE_ONCE	YES
E353	SRC_E353	I092	f83r	B4	B4-S015	f83r.39	shey	PROC031	SH+EE+Y	halten · länger · dies	diesen Posten länger halten	EXECUTE_ONCE	YES
E354	SRC_E354	I092	f83r	B4	B4-S015	f83r.39	kain	PROC069	K+AIN	zuführen · Portion	eine Portion zuführen	EXECUTE_ONCE	YES
E355	SRC_E355	I092	f83r	B4	B4-S015	f83r.39	chckhal	PROC163	CH+CKH+AL	abziehen · Durchlass · Zielstelle	den Posten an der Zielstelle am Durchlass abziehen	EXECUTE_ONCE	YES
E356	SRC_E356	I092	f83r	B4	B4-S015	f83r.41	solkey	PROC164	SOLK+E+Y	auffangen · kurz · dies	diesen Posten kurz auffangen	EXECUTE_ONCE	YES
E357	SRC_E357	I092	f83r	B4	B4-S015	f83r.41	lchedy	PROC120	L+CHD+DY	führen · umsetzen · Schluss	den Posten führen und umsetzen und den Schritt schließen	EXECUTE_ONCE	YES
E358	SRC_E358	I093	f83r	B4	B4-S016	f83r.41	qolkain	PROC070	OL+K+AIN	fortsetzen · zuführen · Portion	eine Portion fortsetzen und zuführen	EXECUTE_ONCE	YES
E359	SRC_E359	I093	f83r	B4	B4-S016	f83r.41	dal	PROC055	AL	Zielstelle	die Zielstelle setzen	EXECUTE_ONCE	YES
E360	SRC_E360	I093	f83r	B4	B4-S016	f83r.44	skar	PROC165	K+AR	zuführen · von dort	den Posten von dort zuführen	EXECUTE_ONCE	YES
E361	SRC_E361	I093	f83r	B4	B4-S016	f83r.44	shedy	PROC078	SHED+DY	absetzen · Schluss	den Posten absetzen und den Schritt schließen	EXECUTE_ONCE	YES
E362	SRC_E362	I094	f83r	B5	B5-S001	f83r.47	otchdy	PROC166	OT+CHD+DY	danach · umsetzen · Schluss	danach den Posten umsetzen und den Schritt schließen	EXECUTE_ONCE	YES
E363	SRC_E363	I095	f83r	B5	B5-S002	f83r.47	qokchdy	PROC082	OK+CHD+DY	ansetzen · umsetzen · Schluss	den Posten ansetzen und umsetzen und den Schritt schließen	EXECUTE_ONCE	YES
E364	SRC_E364	I096	f83r	B5	B5-S003	f83r.47	shedal	PROC142	SHED+AL	absetzen · Zielstelle	den Posten an der Zielstelle absetzen	EXECUTE_ONCE	YES
E365	SRC_E365	I096	f83r	B5	B5-S003	f83r.48	dal	PROC055	AL	Zielstelle	die Zielstelle setzen	EXECUTE_ONCE	YES
E366	SRC_E366	I096	f83r	B5	B5-S003	f83r.48	cheol	PROC013	OL	fortsetzen	den Posten fortsetzen	EXECUTE_ONCE	YES
E367	SRC_E367	I096	f83r	B5	B5-S003	f83r.48	lol	PROC167	L+OL	führen · fortsetzen	den Posten führen und fortsetzen	EXECUTE_ONCE	YES
E368	SRC_E368	I096	f83r	B5	B5-S003	f83r.48	chdal	PROC168	CHD+AL	umsetzen · Zielstelle	den Posten an der Zielstelle umsetzen	EXECUTE_ONCE	YES
E369	SRC_E369	I096	f83r	B5	B5-S003	f83r.48	aiin	PROC009	AIIN	Maß	das Maß setzen	EXECUTE_ONCE	YES
E370	SRC_E370	I096	f83r	B5	B5-S003	f83r.49	sol	PROC013	OL	fortsetzen	den Posten fortsetzen	EXECUTE_ONCE	YES
E371	SRC_E371	I096	f83r	B5	B5-S003	f83r.49	daiiin	PROC169	DA+IIN	zweite · Sollstufe	die zweite Sollstufe einstellen	EXECUTE_ONCE	YES
E372	SRC_E372	I096	f83r	B5	B5-S003	f83r.49	chedy	PROC042	CHD+Y	umsetzen · dies	diesen Posten umsetzen	EXECUTE_ONCE	YES
E373	SRC_E373	I097	f83r	B6	B6-S001	f83r.52	solkeey	PROC170	SOLK+EE+Y	auffangen · länger · dies	diesen Posten länger auffangen	EXECUTE_ONCE	YES
E374	SRC_E374	I097	f83r	B6	B6-S001	f83r.52	qekey	PROC171	E+K+E+Y	kurz · zuführen · kurz · dies	diesen Posten kurz zuführen	EXECUTE_ONCE	YES
E375	SRC_E375	I097	f83r	B6	B6-S001	f83r.52	raly	PROC172	R+AL+Y	abkühlen · Zielstelle · dies	diesen Posten an der Zielstelle abkühlen	EXECUTE_ONCE	YES
E376	SRC_E376	I097	f83r	B6	B6-S001	f83r.52	ol	PROC013	OL	fortsetzen	den Posten fortsetzen	EXECUTE_ONCE	YES
E377	SRC_E377	I097	f83r	B6	B6-S001	f83r.54	daiin	PROC009	AIIN	Maß	das Maß setzen	EXECUTE_ONCE	YES
E378	SRC_E378	I097	f83r	B6	B6-S001	f83r.54	ol	PROC013	OL	fortsetzen	den Posten fortsetzen	EXECUTE_ONCE	YES
E379	SRC_E379	I097	f83r	B6	B6-S001	f83r.54	dain	PROC156	AIN	Portion	eine Portion nehmen	EXECUTE_ONCE	YES
E380	SRC_E380	I097	f83r	B6	B6-S001	f83r.54	chey	PROC019	Y	dies	diesen Posten übernehmen	EXECUTE_ONCE	YES
E381	SRC_E381	I097	f83r	B6	B6-S001	f83r.54	ldalor	PROC173	L+AL+OR	führen · Zielstelle · Ansatz	den Ansatz an der Zielstelle führen	EXECUTE_ONCE	YES
