scope	record	at	word	G	M	R	row_status
RECORD	f29v.1-f29v.4	f29v.2:8	ytchor	zerkleinerte Blüten	zerkleinerte Blüten	zerkleinerte Blüten	recorded
RECORD	f29v.1-f29v.4	f29v.2:9	dary	⟦dary⟧	⟦dary⟧	⟦dary⟧	recorded
RECORD	f29v.1-f29v.4	f29v.3:1	chol	trocken	trocken	trocken	recorded
RECORD	f29v.1-f29v.4	f29v.3:2	chol	trocken	trocken	trocken	recorded
RECORD	f29v.1-f29v.4	f29v.3:3	kor	⟦kor⟧	⟦kor⟧	⟦kor⟧	recorded
RECORD	f29v.1-f29v.4	f29v.3:4	shey	⟦shey⟧	⟦shey⟧	⟦shey⟧	recorded
RECORD	f29v.1-f29v.4	f29v.3:5	odaiin	Zusatzportion	Zusatzportion	Zusatzportion	recorded
RECORD	f29v.1-f29v.4	f29v.3:6	qotchy	zerkleinere Ansatz [Bezug=f29v.4:3]	zerkleinere Ansatz [Bezug=f29v.4:3]	zerkleinere Ansatz [Bezug=f29v.4:3]	recorded
RECORD	f29v.1-f29v.4	f29v.3:7	taiin	⟦taiin⟧	⟦taiin⟧	⟦taiin⟧	recorded
RECORD	f29v.1-f29v.4	f29v.3:8	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
RECORD	f29v.1-f29v.4	f29v.3:9	she	⟦she⟧	⟦she⟧	⟦she⟧	recorded
RECORD	f29v.1-f29v.4	f29v.3:10	otey	⟦otey⟧	⟦otey⟧	⟦otey⟧	recorded
RECORD	f29v.1-f29v.4	f29v.3:11	sy	⟦sy⟧	⟦sy⟧	⟦sy⟧	recorded
RECORD	f29v.1-f29v.4	f29v.4:1	ysho	⟦ysho⟧	⟦ysho⟧	⟦ysho⟧	recorded
RECORD	f29v.1-f29v.4	f29v.4:2	otshy	⟦otshy⟧	⟦otshy⟧	⟦otshy⟧	recorded
RECORD	f29v.1-f29v.4	f29v.4:3	okaiin	Ansatz	Ansatz	Ansatz	recorded
RECORD	f29v.1-f29v.4	f29v.4:4	cthy	Kraut	Kraut	Kraut	recorded
RECORD	f29v.1-f29v.4	f29v.4:5	oltchy	⟦oltchy⟧	⟦oltchy⟧	⟦oltchy⟧	recorded
RECORD	f29v.1-f29v.4	f29v.4:6	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
RECORD	f29v.1-f29v.4	f29v.4:7	shot	⟦shot⟧	⟦shot⟧	⟦shot⟧	recorded
RECORD	f29v.1-f29v.4	f29v.4:8	sho	füge hinzu Ansatz [Bezug=f29v.4:9]	füge hinzu Ansatz [Bezug=f29v.4:9]	füge hinzu Ansatz [Bezug=f29v.4:9]	recorded
RECORD	f29v.1-f29v.4	f29v.4:9	okaiin	Ansatz	Ansatz	Ansatz	recorded
LINE	f6v|f6v.6-f6v.21	f6v.6:1	tchody	⟦tchody⟧	⟦tchody⟧	⟦tchody⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.6:2	shocthol	⟦shocthol⟧	⟦shocthol⟧	⟦shocthol⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.6:3	cho{cthh}y	⟦cho{cthh}y⟧	⟦cho{cthh}y⟧	⟦cho{cthh}y⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.6:4	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.7:1	ychos	⟦ychos⟧	⟦ychos⟧	⟦ychos⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.7:2	ychol	⟦ychol⟧	⟦ychol⟧	⟦ychol⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.7:3	daiin	?: ? im Grad C [Skala offen] [fehlend=material,quality]	?: Menge C·U [fehlend=material]	Masse(?) / Masse(?) = C [fehlend=material,denominator]	recorded
LINE	f6v|f6v.6-f6v.21	f6v.7:4	cthol	Trockenmaterial	Trockenmaterial	Trockenmaterial	recorded
LINE	f6v|f6v.6-f6v.21	f6v.7:5	dol	⟦dol⟧	⟦dol⟧	⟦dol⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.8:1	ychor	⟦ychor⟧	⟦ychor⟧	⟦ychor⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.8:2	chor	Blüten	Blüten	Blüten	recorded
LINE	f6v|f6v.6-f6v.21	f6v.8:3	okchey	⟦okchey⟧	⟦okchey⟧	⟦okchey⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.8:4	qokom	⟦qokom⟧	⟦qokom⟧	⟦qokom⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.9:1	oeeo	⟦oeeo⟧	⟦oeeo⟧	⟦oeeo⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.9:2	dal	⟦dal⟧	⟦dal⟧	⟦dal⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.9:3	chor	Blüten	Blüten	Blüten	recorded
LINE	f6v|f6v.6-f6v.21	f6v.9:4	cthom	⟦cthom⟧	⟦cthom⟧	⟦cthom⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.9:5	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.10:1	qokchod	⟦qokchod⟧	⟦qokchod⟧	⟦qokchod⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.10:2	ychear	⟦ychear⟧	⟦ychear⟧	⟦ychear⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.10:3	kchdy	⟦kchdy⟧	⟦kchdy⟧	⟦kchdy⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.11:1	lor	⟦lor⟧	⟦lor⟧	⟦lor⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.11:2	char	⟦char⟧	⟦char⟧	⟦char⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.11:3	otam	⟦otam⟧	⟦otam⟧	⟦otam⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.11:4	ctho	Pflanzenpulver	Pflanzenpulver	Pflanzenpulver	recorded
LINE	f6v|f6v.6-f6v.21	f6v.11:5	m	⟦m⟧	⟦m⟧	⟦m⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.11:6	dy	⟦dy⟧	⟦dy⟧	⟦dy⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.12:1	ytcho[s:r]	⟦ytcho[s:r]⟧	⟦ytcho[s:r]⟧	⟦ytcho[s:r]⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.12:2	shy	feucht	feucht	feucht	recorded
LINE	f6v|f6v.6-f6v.21	f6v.12:3	qokam	⟦qokam⟧	⟦qokam⟧	⟦qokam⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.12:4	cthy	Kraut	Kraut	Kraut	recorded
LINE	f6v|f6v.6-f6v.21	f6v.13:1	yodaiin	⟦yodaiin⟧	⟦yodaiin⟧	⟦yodaiin⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.13:2	cthy	Kraut	Kraut	Kraut	recorded
LINE	f6v|f6v.6-f6v.21	f6v.13:3	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.13:4	chor	Blüten	Blüten	Blüten	recorded
LINE	f6v|f6v.6-f6v.21	f6v.13:5	oees	⟦oees⟧	⟦oees⟧	⟦oees⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.13:6	or	⟦or⟧	⟦or⟧	⟦or⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.14:1	qokor	⟦qokor⟧	⟦qokor⟧	⟦qokor⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.14:2	chol	trocken	trocken	trocken	recorded
LINE	f6v|f6v.6-f6v.21	f6v.14:3	cthol	Trockenmaterial	Trockenmaterial	Trockenmaterial	recorded
LINE	f6v|f6v.6-f6v.21	f6v.14:4	tchalody	⟦tchalody⟧	⟦tchalody⟧	⟦tchalody⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.15:1	chockhy	⟦chockhy⟧	⟦chockhy⟧	⟦chockhy⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.15:2	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.15:3	or	⟦or⟧	⟦or⟧	⟦or⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.15:4	chy	Wasser	Wasser	Wasser	recorded
LINE	f6v|f6v.6-f6v.21	f6v.15:5	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.15:6	ain	⟦ain⟧	⟦ain⟧	⟦ain⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.15:7	ar	⟦ar⟧	⟦ar⟧	⟦ar⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.16:1	ochy	⟦ochy⟧	⟦ochy⟧	⟦ochy⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.16:2	cthar	⟦cthar⟧	⟦cthar⟧	⟦cthar⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.16:3	cth[a:o]r	⟦cth[a:o]r⟧	⟦cth[a:o]r⟧	⟦cth[a:o]r⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.16:4	cthy	Kraut	Kraut	Kraut	recorded
LINE	f6v|f6v.6-f6v.21	f6v.17:1	y	⟦y⟧	⟦y⟧	⟦y⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.17:2	chaies	⟦chaies⟧	⟦chaies⟧	⟦chaies⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.17:3	ckhal	⟦ckhal⟧	⟦ckhal⟧	⟦ckhal⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.17:4	cthodam	⟦cthodam⟧	⟦cthodam⟧	⟦cthodam⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.17:5	dy	⟦dy⟧	⟦dy⟧	⟦dy⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.18:1	ytchocthol	⟦ytchocthol⟧	⟦ytchocthol⟧	⟦ytchocthol⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.18:2	ches	⟦ches⟧	⟦ches⟧	⟦ches⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.18:3	{ith}or	⟦{ith}or⟧	⟦{ith}or⟧	⟦{ith}or⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.19:1	ocholy	⟦ocholy⟧	⟦ocholy⟧	⟦ocholy⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.19:2	kchos	⟦kchos⟧	⟦kchos⟧	⟦kchos⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.19:3	chy	Wasser	Wasser	Wasser	recorded
LINE	f6v|f6v.6-f6v.21	f6v.19:4	dor	⟦dor⟧	⟦dor⟧	⟦dor⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.20:1	dchor	⟦dchor⟧	⟦dchor⟧	⟦dchor⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.20:2	choldar	⟦choldar⟧	⟦choldar⟧	⟦choldar⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.20:3	okol	⟦okol⟧	⟦okol⟧	⟦okol⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.20:4	daiin	?: ? im Grad C [Skala offen] [fehlend=material,quality]	?: Menge C·U [fehlend=material]	Masse(?) / Masse(?) = C [fehlend=material,denominator]	recorded
LINE	f6v|f6v.6-f6v.21	f6v.21:1	ycheor	⟦ycheor⟧	⟦ycheor⟧	⟦ycheor⟧	recorded
LINE	f6v|f6v.6-f6v.21	f6v.21:2	chor	Blüten	Blüten	Blüten	recorded
LINE	f6v|f6v.6-f6v.21	f6v.21:3	octham	⟦octham⟧	⟦octham⟧	⟦octham⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.5:1	pchor	⟦pchor⟧	⟦pchor⟧	⟦pchor⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.5:2	ypcheey	⟦ypcheey⟧	⟦ypcheey⟧	⟦ypcheey⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.5:3	qotor	⟦qotor⟧	⟦qotor⟧	⟦qotor⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.5:4	ypchy	⟦ypchy⟧	⟦ypchy⟧	⟦ypchy⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.5:5	olcfholy	⟦olcfholy⟧	⟦olcfholy⟧	⟦olcfholy⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.5:6	t[o:e]	⟦t[o:e]⟧	⟦t[o:e]⟧	⟦t[o:e]⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.5:7	ar	⟦ar⟧	⟦ar⟧	⟦ar⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.5:8	chty	⟦chty⟧	⟦chty⟧	⟦chty⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.5:9	daiiin	⟦daiiin⟧	⟦daiiin⟧	⟦daiiin⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.6:1	odol	⟦odol⟧	⟦odol⟧	⟦odol⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.6:2	choy	⟦choy⟧	⟦choy⟧	⟦choy⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.6:3	ksheody	⟦ksheody⟧	⟦ksheody⟧	⟦ksheody⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.6:4	chody	⟦chody⟧	⟦chody⟧	⟦chody⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.6:5	da[in:iin]	⟦da[in:iin]⟧	⟦da[in:iin]⟧	⟦da[in:iin]⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.6:6	otchy	⟦otchy⟧	⟦otchy⟧	⟦otchy⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.6:7	cthod	⟦cthod⟧	⟦cthod⟧	⟦cthod⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.6:8	yko	⟦yko⟧	⟦yko⟧	⟦yko⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.7:1	qo	⟦qo⟧	⟦qo⟧	⟦qo⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.7:2	chol	trocken	trocken	trocken	recorded
LINE	f9v|f9v.5-f9v.12	f9v.7:3	chol	trocken	trocken	trocken	recorded
LINE	f9v|f9v.5-f9v.12	f9v.7:4	{ct}chy	⟦{ct}chy⟧	⟦{ct}chy⟧	⟦{ct}chy⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.7:5	daiin	?: trocken im Grad C [Skala offen] [fehlend=material]	?: Menge C·U [fehlend=material]	Masse(?) / Masse(?) = C [fehlend=material,denominator]	recorded
LINE	f9v|f9v.5-f9v.12	f9v.7:6	otal	⟦otal⟧	⟦otal⟧	⟦otal⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.7:7	dor	⟦dor⟧	⟦dor⟧	⟦dor⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.7:8	daim	⟦daim⟧	⟦daim⟧	⟦daim⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.8:1	soiin	⟦soiin⟧	⟦soiin⟧	⟦soiin⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.8:2	daiin	?: ? im Grad C [Skala offen] [fehlend=material,quality]	?: Menge C·U [fehlend=material]	Masse(?) / Masse(?) = C [fehlend=material,denominator]	recorded
LINE	f9v|f9v.5-f9v.12	f9v.8:3	qokcho	⟦qokcho⟧	⟦qokcho⟧	⟦qokcho⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.8:4	rokyd	⟦rokyd⟧	⟦rokyd⟧	⟦rokyd⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.8:5	daly	⟦daly⟧	⟦daly⟧	⟦daly⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.9:1	daiin	?: ? im Grad C [Skala offen] [fehlend=material,quality]	?: Menge C·U [fehlend=material]	Masse(?) / Masse(?) = C [fehlend=material,denominator]	recorded
LINE	f9v|f9v.5-f9v.12	f9v.9:2	chy	Wasser	Wasser	Wasser	recorded
LINE	f9v|f9v.5-f9v.12	f9v.9:3	tor	⟦tor⟧	⟦tor⟧	⟦tor⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.9:4	chyty	⟦chyty⟧	⟦chyty⟧	⟦chyty⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.9:5	dary	⟦dary⟧	⟦dary⟧	⟦dary⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.9:6	ytoldy	⟦ytoldy⟧	⟦ytoldy⟧	⟦ytoldy⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.10:1	oty	⟦oty⟧	⟦oty⟧	⟦oty⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.10:2	kchol	⟦kchol⟧	⟦kchol⟧	⟦kchol⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.10:3	chol	trocken	trocken	trocken	recorded
LINE	f9v|f9v.5-f9v.12	f9v.10:4	chy	Wasser	Wasser	Wasser	recorded
LINE	f9v|f9v.5-f9v.12	f9v.10:5	kyty	⟦kyty⟧	⟦kyty⟧	⟦kyty⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.11:1	ychor	⟦ychor⟧	⟦ychor⟧	⟦ychor⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.11:2	chshoty	⟦chshoty⟧	⟦chshoty⟧	⟦chshoty⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.11:3	oky	⟦oky⟧	⟦oky⟧	⟦oky⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.11:4	kaiin	⟦kaiin⟧	⟦kaiin⟧	⟦kaiin⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.12:1	chkaiin	⟦chkaiin⟧	⟦chkaiin⟧	⟦chkaiin⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.12:2	ckhy	⟦ckhy⟧	⟦ckhy⟧	⟦ckhy⟧	recorded
LINE	f9v|f9v.5-f9v.12	f9v.12:3	chor	Blüten	Blüten	Blüten	recorded
LINE	f17v|f17v.1-f17v.23	f17v.1:1	pchodol	⟦pchodol⟧	⟦pchodol⟧	⟦pchodol⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.1:2	chor	Blüten	Blüten	Blüten	recorded
LINE	f17v|f17v.1-f17v.23	f17v.1:3	pchy	⟦pchy⟧	⟦pchy⟧	⟦pchy⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.1:4	opydaiin	⟦opydaiin⟧	⟦opydaiin⟧	⟦opydaiin⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.1:5	odal	⟦odal⟧	⟦odal⟧	⟦odal⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.1:6	dy	⟦dy⟧	⟦dy⟧	⟦dy⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.2:1	ycheey	⟦ycheey⟧	⟦ycheey⟧	⟦ycheey⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.2:2	keeor	⟦keeor⟧	⟦keeor⟧	⟦keeor⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.2:3	cthodal	⟦cthodal⟧	⟦cthodal⟧	⟦cthodal⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.2:4	okol	⟦okol⟧	⟦okol⟧	⟦okol⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.2:5	odaiin	Zusatzportion	Zusatzportion	Zusatzportion	recorded
LINE	f17v|f17v.1-f17v.23	f17v.2:6	okal	⟦okal⟧	⟦okal⟧	⟦okal⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.3:1	oldaig	⟦oldaig⟧	⟦oldaig⟧	⟦oldaig⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.3:2	odaiin	Zusatzportion	Zusatzportion	Zusatzportion	recorded
LINE	f17v|f17v.1-f17v.23	f17v.3:3	okal	⟦okal⟧	⟦okal⟧	⟦okal⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.3:4	oldaiin	⟦oldaiin⟧	⟦oldaiin⟧	⟦oldaiin⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.3:5	chockhol	⟦chockhol⟧	⟦chockhol⟧	⟦chockhol⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.3:6	olol	⟦olol⟧	⟦olol⟧	⟦olol⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.4:1	kchor	⟦kchor⟧	⟦kchor⟧	⟦kchor⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.4:2	fchol	⟦fchol⟧	⟦fchol⟧	⟦fchol⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.4:3	cphol	⟦cphol⟧	⟦cphol⟧	⟦cphol⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.4:4	olcheol	⟦olcheol⟧	⟦olcheol⟧	⟦olcheol⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.4:5	ok[eee:eeee]y	⟦ok[eee:eeee]y⟧	⟦ok[eee:eeee]y⟧	⟦ok[eee:eeee]y⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.5:1	ychol	⟦ychol⟧	⟦ychol⟧	⟦ychol⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.5:2	chol	trocken	trocken	trocken	recorded
LINE	f17v|f17v.1-f17v.23	f17v.5:3	dolcheey	⟦dolcheey⟧	⟦dolcheey⟧	⟦dolcheey⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.5:4	tchol	⟦tchol⟧	⟦tchol⟧	⟦tchol⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.5:5	dar	⟦dar⟧	⟦dar⟧	⟦dar⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.5:6	ckhy	⟦ckhy⟧	⟦ckhy⟧	⟦ckhy⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.6:1	oekor	⟦oekor⟧	⟦oekor⟧	⟦oekor⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.6:2	or	⟦or⟧	⟦or⟧	⟦or⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.6:3	okaiin	Ansatz	Ansatz	Ansatz	recorded
LINE	f17v|f17v.1-f17v.23	f17v.6:4	or	⟦or⟧	⟦or⟧	⟦or⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.6:5	otaiin	⟦otaiin⟧	⟦otaiin⟧	⟦otaiin⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.6:6	d	⟦d⟧	⟦d⟧	⟦d⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.7:1	sor	⟦sor⟧	⟦sor⟧	⟦sor⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.7:2	chkeey	⟦chkeey⟧	⟦chkeey⟧	⟦chkeey⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.7:3	poiis	⟦poiis⟧	⟦poiis⟧	⟦poiis⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.7:4	cheor	⟦cheor⟧	⟦cheor⟧	⟦cheor⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.7:5	os	⟦os⟧	⟦os⟧	⟦os⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.7:6	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.7:7	aiin	⟦aiin⟧	⟦aiin⟧	⟦aiin⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.8:1	qokeey	⟦qokeey⟧	⟦qokeey⟧	⟦qokeey⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.8:2	kchar	⟦kchar⟧	⟦kchar⟧	⟦kchar⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.8:3	ol	⟦ol⟧	⟦ol⟧	⟦ol⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.8:4	dy	⟦dy⟧	⟦dy⟧	⟦dy⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.8:5	choldaiin	⟦choldaiin⟧	⟦choldaiin⟧	⟦choldaiin⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.8:6	sy	⟦sy⟧	⟦sy⟧	⟦sy⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.9:1	ycheol	⟦ycheol⟧	⟦ycheol⟧	⟦ycheol⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.9:2	shol	feucht	feucht	feucht	recorded
LINE	f17v|f17v.1-f17v.23	f17v.9:3	kchol	⟦kchol⟧	⟦kchol⟧	⟦kchol⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.9:4	choltaiin	⟦choltaiin⟧	⟦choltaiin⟧	⟦choltaiin⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.9:5	ol	⟦ol⟧	⟦ol⟧	⟦ol⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.10:1	oytor	⟦oytor⟧	⟦oytor⟧	⟦oytor⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.10:2	okeor	⟦okeor⟧	⟦okeor⟧	⟦okeor⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.10:3	okar	⟦okar⟧	⟦okar⟧	⟦okar⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.10:4	okol	⟦okol⟧	⟦okol⟧	⟦okol⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.10:5	daiir	⟦daiir⟧	⟦daiir⟧	⟦daiir⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.10:6	a[r:m]	⟦a[r:m]⟧	⟦a[r:m]⟧	⟦a[r:m]⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.11:1	qokcheo	⟦qokcheo⟧	⟦qokcheo⟧	⟦qokcheo⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.11:2	qokoiir	⟦qokoiir⟧	⟦qokoiir⟧	⟦qokoiir⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.11:3	ctheol	⟦ctheol⟧	⟦ctheol⟧	⟦ctheol⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.11:4	chol	trocken	trocken	trocken	recorded
LINE	f17v|f17v.1-f17v.23	f17v.12:1	oy	⟦oy⟧	⟦oy⟧	⟦oy⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.12:2	choy	⟦choy⟧	⟦choy⟧	⟦choy⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.12:3	keaiin	⟦keaiin⟧	⟦keaiin⟧	⟦keaiin⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.12:4	chckhey	⟦chckhey⟧	⟦chckhey⟧	⟦chckhey⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.12:5	ol	⟦ol⟧	⟦ol⟧	⟦ol⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.12:6	chor	Blüten	Blüten	Blüten	recorded
LINE	f17v|f17v.1-f17v.23	f17v.13:1	ykeor	⟦ykeor⟧	⟦ykeor⟧	⟦ykeor⟧	recorded
LINE	f17v|f17v.1-f17v.23	f17v.13:2	chol	trocken	trocken	trocken	recorded
LINE	f17v|f17v.1-f17v.23	f17v.13:3	chol	trocken	trocken	trocken	recorded
LINE	f17v|f17v.1-f17v.23	f17v.13:4	cthol	Trockenmaterial	Trockenmaterial	Trockenmaterial	recorded
LINE	f17v|f17v.1-f17v.23	f17v.13:5	chkor	⟦chkor⟧	⟦chkor⟧	⟦chkor⟧	recorded
