event_serial	statement_id	record_unit_id	page	visible_surface	master_card_id	semantic_atoms	atomic_default_de	statement_translation_de
226	B2-S020	B2	f82r	qoteedy	MC173	OT+EE+CLOSE	danach+länger+Schluss	An der jeweils neu gesetzten lokalen Beckenstation: Nimm die lange Folge und schließe
227	B2-S021	B2	f82r	qokeedy	MC082	OK+EE+CLOSE	ansetzen+länger+Schluss	An der jeweils neu gesetzten lokalen Beckenstation: Setze länger an und schließe
228	B2-S022	B2	f82r	lochedy	MC167	L+CHD+CLOSE	abführen+umsetzen+Schluss	An der jeweils neu gesetzten lokalen Beckenstation: Führe den Rest ab und schließe
229	B3-S001	B3	f83r	olkeedy	MC045	SOLK+EE+CLOSE	sammeln+länger+Schluss	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Sammle länger und schließe
230	B3-S002	B3	f83r	qotal	MC093	OT+AL	danach+Ziel	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe danach dorthin, wärme länger und schließe
231	B3-S002	B3	f83r	chkeedy	MC110	CHK+EE+CLOSE	wärmen+länger+Schluss	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe danach dorthin, wärme länger und schließe
232	B3-S003	B3	f83r	chey	MC123	Y	Posten	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe
233	B3-S003	B3	f83r	daiin	MC039	AIIN	Sollmaß	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe
234	B3-S003	B3	f83r	chey	MC123	Y	Posten	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe
235	B3-S003	B3	f83r	lchedy	MC155	L+CHD+CLOSE	abführen+umsetzen+Schluss	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe
236	B3-S004	B3	f83r	qokaiin	MC120	OK+AIIN	ansetzen+Sollmaß	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, führe danach dorthin und nimm daraus
237	B3-S004	B3	f83r	qotal	MC093	OT+AL	danach+Ziel	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, führe danach dorthin und nimm daraus
238	B3-S004	B3	f83r	dar	MC055	AR	Quelle	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, führe danach dorthin und nimm daraus
239	B3-S005	B3	f83r	schedy	MC025	CHD+CLOSE	umsetzen+Schluss	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze die entnommene Sollmaßportion um und schließe
240	B3-S006	B3	f83r	chedchy	MC064	CHD+Y	umsetzen+Posten	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze dorthin um, führe weiter und schließe
241	B3-S006	B3	f83r	qokal	MC040	OK+AL	ansetzen+Ziel	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze dorthin um, führe weiter und schließe
242	B3-S006	B3	f83r	olchedy	MC028	OL+CHD+CLOSE	weiter+umsetzen+Schluss	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze dorthin um, führe weiter und schließe
243	B3-S007	B3	f83r	qokaiin	MC120	OK+AIIN	ansetzen+Sollmaß	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, setze um, setze länger an und schließe
244	B3-S007	B3	f83r	chedy	MC074	CHD+Y	umsetzen+Posten	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, setze um, setze länger an und schließe
245	B3-S007	B3	f83r	qokeedy	MC082	OK+EE+CLOSE	ansetzen+länger+Schluss	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, setze um, setze länger an und schließe
246	B3-S008	B3	f83r	lchedy	MC155	L+CHD+CLOSE	abführen+umsetzen+Schluss	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe ab und schließe
247	B3-S009	B3	f83r	qoky	MC026	OK+Y	ansetzen+Posten	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze den Posten an
248	B3-S010	B3	f83r	pchedal	MC126	P+CHD+AL	zuführen+umsetzen+Ziel	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe den angesetzten Posten am Einlass zu, nimm die kurze Folge und schließe
249	B3-S010	B3	f83r	otedy	MC135	OT+E+CLOSE	danach+kurz+Schluss	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe den angesetzten Posten am Einlass zu, nimm die kurze Folge und schließe
250	B3-S011	B3	f83r	shecthedchy	MC043	CTH+CHD+Y	bereit+umsetzen+Posten	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze den bereiten Posten um, setze ihn an, setze erneut um und nimm daraus den folgenden Posten.
251	B3-S011	B3	f83r	qoky	MC026	OK+Y	ansetzen+Posten	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze den bereiten Posten um, setze ihn an, setze erneut um und nimm daraus den folgenden Posten.
252	B3-S011	B3	f83r	chedy	MC074	CHD+Y	umsetzen+Posten	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze den bereiten Posten um, setze ihn an, setze erneut um und nimm daraus den folgenden Posten.
253	B3-S011	B3	f83r	chary	MC009	AR+Y	Quelle+Posten	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze den bereiten Posten um, setze ihn an, setze erneut um und nimm daraus den folgenden Posten.
254	B3-S012	B3	f83r	sor	MC080	OR	Ansatz	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Lass den aufgestrichenen und abgekühlten Ansatz absetzen und schließe
255	B3-S012	B3	f83r	shedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Lass den aufgestrichenen und abgekühlten Ansatz absetzen und schließe
256	B3-S013	B3	f83r	qokaiin	MC120	OK+AIIN	ansetzen+Sollmaß	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe
257	B3-S013	B3	f83r	chkain	MC105	AIN	Anteil	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe
258	B3-S013	B3	f83r	shcthey	MC073	CTH+E+Y	bereit+kurz+Posten	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe
259	B3-S013	B3	f83r	qokedy	MC083	OK+E+CLOSE	ansetzen+kurz+Schluss	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe
260	B3-S014	B3	f83r	okair	MC081	OK+AIR	ansetzen+Lauf	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Lass Wasser ein, lass länger absetzen und schließe
261	B3-S014	B3	f83r	sheedy	MC003	SHED+EE+CLOSE	absetzen+länger+Schluss	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Lass Wasser ein, lass länger absetzen und schließe
262	B3-S015	B3	f83r	lchedy	MC155	L+CHD+CLOSE	abführen+umsetzen+Schluss	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe ab und schließe
263	B3-S016	B3	f83r	lo	MC030	L	abführen	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe ab, setze den Posten um und schließe.
264	B3-S016	B3	f83r	qokchedy	MC005	OK+CHD+CLOSE	ansetzen+umsetzen+Schluss	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe ab, setze den Posten um und schließe.
265	B3-S017	B3	f83r	qokeedy	MC082	OK+EE+CLOSE	ansetzen+länger+Schluss	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze länger an und schließe
266	B3-S018	B3	f83r	shedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Lass absetzen und schließe
267	B3-S019	B3	f83r	qokshedy	MC151	OK+SHED+CLOSE	ansetzen+absetzen+Schluss	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Lass absetzen und schließe
268	B3-S020	B3	f83r	dal	MC154	AL	Ziel	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe dorthin, führe ab und schließe
269	B3-S020	B3	f83r	lchedy	MC155	L+CHD+CLOSE	abführen+umsetzen+Schluss	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe dorthin, führe ab und schließe
270	B3-S021	B3	f83r	qokaiin	MC120	OK+AIIN	ansetzen+Sollmaß	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, halte bereit, führe dorthin, lass dort absetzen, halte den Posten kurz bereit, führe ihn erneut dorthin, setze um und schließe.
271	B3-S021	B3	f83r	shcthy	MC161	CTH+Y	bereit+Posten	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, halte bereit, führe dorthin, lass dort absetzen, halte den Posten kurz bereit, führe ihn erneut dorthin, setze um und schließe.
272	B3-S021	B3	f83r	dal	MC154	AL	Ziel	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, halte bereit, führe dorthin, lass dort absetzen, halte den Posten kurz bereit, führe ihn erneut dorthin, setze um und schließe.
273	B3-S021	B3	f83r	sy	MC123	Y	Posten	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, halte bereit, führe dorthin, lass dort absetzen, halte den Posten kurz bereit, führe ihn erneut dorthin, setze um und schließe.
274	B3-S021	B3	f83r	saiin	MC039	AIIN	Sollmaß	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, halte bereit, führe dorthin, lass dort absetzen, halte den Posten kurz bereit, führe ihn erneut dorthin, setze um und schließe.
275	B3-S021	B3	f83r	shedal	MC113	SHED+AL	absetzen+Ziel	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, halte bereit, führe dorthin, lass dort absetzen, halte den Posten kurz bereit, führe ihn erneut dorthin, setze um und schließe.
276	B3-S021	B3	f83r	shecthy	MC137	CTH+E+Y	bereit+kurz+Posten	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, halte bereit, führe dorthin, lass dort absetzen, halte den Posten kurz bereit, führe ihn erneut dorthin, setze um und schließe.
277	B3-S021	B3	f83r	chey	MC123	Y	Posten	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, halte bereit, führe dorthin, lass dort absetzen, halte den Posten kurz bereit, führe ihn erneut dorthin, setze um und schließe.
278	B3-S021	B3	f83r	tal	MC154	AL	Ziel	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, halte bereit, führe dorthin, lass dort absetzen, halte den Posten kurz bereit, führe ihn erneut dorthin, setze um und schließe.
279	B3-S021	B3	f83r	shcthy	MC161	CTH+Y	bereit+Posten	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, halte bereit, führe dorthin, lass dort absetzen, halte den Posten kurz bereit, führe ihn erneut dorthin, setze um und schließe.
280	B3-S021	B3	f83r	dalchdy	MC031	AL+CHD+CLOSE	Ziel+umsetzen+Schluss	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Stelle das Sollmaß ein, halte bereit, führe dorthin, lass dort absetzen, halte den Posten kurz bereit, führe ihn erneut dorthin, setze um und schließe.
281	B3-S022	B3	f83r	qotchedy	MC057	OT+CHD+CLOSE	danach+umsetzen+Schluss	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe die Folgeumsetzung aus und schließe
282	B3-S023	B3	f83r	lchedy	MC155	L+CHD+CLOSE	abführen+umsetzen+Schluss	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe ab und schließe
283	B3-S024	B3	f83r	tchedy	MC025	CHD+CLOSE	umsetzen+Schluss	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze um und schließe
284	B3-S025	B3	f83r	qokchdy	MC088	OK+CHD+CLOSE	ansetzen+umsetzen+Schluss	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze um und schließe
285	B3-S026	B3	f83r	cheedar	MC042	CHD+AR	umsetzen+Quelle	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze von dort um, warte bis zum Absetzmaß, setze erneut um, gib eine Portion zu, halte bereit, führe den Ansatz von dort zur Zielstelle, sammle länger und schließe.
286	B3-S026	B3	f83r	chldaiin	MC144	SHED+AIIN	absetzen+Sollmaß	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze von dort um, warte bis zum Absetzmaß, setze erneut um, gib eine Portion zu, halte bereit, führe den Ansatz von dort zur Zielstelle, sammle länger und schließe.
287	B3-S026	B3	f83r	chedy	MC074	CHD+Y	umsetzen+Posten	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze von dort um, warte bis zum Absetzmaß, setze erneut um, gib eine Portion zu, halte bereit, führe den Ansatz von dort zur Zielstelle, sammle länger und schließe.
288	B3-S026	B3	f83r	qokain	MC017	OK+AIN	ansetzen+Anteil	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze von dort um, warte bis zum Absetzmaß, setze erneut um, gib eine Portion zu, halte bereit, führe den Ansatz von dort zur Zielstelle, sammle länger und schließe.
289	B3-S026	B3	f83r	checthy	MC161	CTH+Y	bereit+Posten	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze von dort um, warte bis zum Absetzmaß, setze erneut um, gib eine Portion zu, halte bereit, führe den Ansatz von dort zur Zielstelle, sammle länger und schließe.
290	B3-S026	B3	f83r	chealror	MC146	AL+OR	Ziel+Ansatz	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze von dort um, warte bis zum Absetzmaß, setze erneut um, gib eine Portion zu, halte bereit, führe den Ansatz von dort zur Zielstelle, sammle länger und schließe.
291	B3-S026	B3	f83r	solkeedy	MC045	SOLK+EE+CLOSE	sammeln+länger+Schluss	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze von dort um, warte bis zum Absetzmaß, setze erneut um, gib eine Portion zu, halte bereit, führe den Ansatz von dort zur Zielstelle, sammle länger und schließe.
292	B3-S027	B3	f83r	qoteedy	MC173	OT+EE+CLOSE	danach+länger+Schluss	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Nimm die lange Folge und schließe
293	B3-S028	B3	f83r	qokeey	MC002	OK+EE+Y	ansetzen+länger+Posten	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze länger, dann kurz an und schließe
294	B3-S028	B3	f83r	qokedy	MC083	OK+E+CLOSE	ansetzen+kurz+Schluss	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze länger, dann kurz an und schließe
295	B3-S029	B3	f83r	sol	MC153	OL	weiter	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe weiter, nimm den ganzen Teilposten, setze kurz an und schließe.
296	B3-S029	B3	f83r	cheeety	MC094	EEE+TY	vollständig+Teil	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe weiter, nimm den ganzen Teilposten, setze kurz an und schließe.
297	B3-S029	B3	f83r	qokedy	MC083	OK+E+CLOSE	ansetzen+kurz+Schluss	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Führe weiter, nimm den ganzen Teilposten, setze kurz an und schließe.
298	B3-S030	B3	f83r	qoky	MC026	OK+Y	ansetzen+Posten	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe
299	B3-S030	B3	f83r	saiin	MC039	AIIN	Sollmaß	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe
300	B3-S030	B3	f83r	schedair	MC116	AIR	Lauf	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe
301	B3-S030	B3	f83r	otchedy	MC057	OT+CHD+CLOSE	danach+umsetzen+Schluss	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe
302	B3-S031	B3	f83r	qokeedy	MC082	OK+EE+CLOSE	ansetzen+länger+Schluss	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze länger an und schließe
303	B3-S032	B3	f83r	chedain	MC145	CHD+AIN	umsetzen+Anteil	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze eine Portion um, stelle ein kurzes Folgemaß und danach das Folgemaß ein, führe die kurze Folge aus und schließe.
304	B3-S032	B3	f83r	chedy	MC074	CHD+Y	umsetzen+Posten	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze eine Portion um, stelle ein kurzes Folgemaß und danach das Folgemaß ein, führe die kurze Folge aus und schließe.
305	B3-S032	B3	f83r	qotedaiin	MC018	OT+E+AIIN	danach+kurz+Sollmaß	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze eine Portion um, stelle ein kurzes Folgemaß und danach das Folgemaß ein, führe die kurze Folge aus und schließe.
306	B3-S032	B3	f83r	otaiin	MC060	OT+AIIN	danach+Sollmaß	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze eine Portion um, stelle ein kurzes Folgemaß und danach das Folgemaß ein, führe die kurze Folge aus und schließe.
307	B3-S032	B3	f83r	otedy	MC135	OT+E+CLOSE	danach+kurz+Schluss	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Setze eine Portion um, stelle ein kurzes Folgemaß und danach das Folgemaß ein, führe die kurze Folge aus und schließe.
308	B3-S033	B3	f83r	ldy	MC004	L+CLOSE	abführen+Schluss	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Ziehe ab und schließe
309	B3-S034	B3	f83r	soiiin	MC033	IIN	Stufe	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.
310	B3-S034	B3	f83r	checthy	MC161	CTH+Y	bereit+Posten	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.
311	B3-S034	B3	f83r	chety	MC086	PARTITION+TY	teilen+Teil	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.
312	B3-S034	B3	f83r	otaiin	MC060	OT+AIIN	danach+Sollmaß	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.
313	B3-S034	B3	f83r	olsaly	MC078	AL+Y	Ziel+Posten	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.
314	B3-S034	B3	f83r	shedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	An den drei Randbecken und danach am sichtbar gekoppelten Hauptpaar: Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe.
315	B4-S001	B4	f83r	qokeedy	MC082	OK+EE+CLOSE	ansetzen+länger+Schluss	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze länger an und schließe
316	B4-S002	B4	f83r	qolchey	MC162	OL+Y	weiter+Posten	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe diesen Posten weiter, setze ihn länger und dann kurz an und schließe.
317	B4-S002	B4	f83r	qokeey	MC002	OK+EE+Y	ansetzen+länger+Posten	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe diesen Posten weiter, setze ihn länger und dann kurz an und schließe.
318	B4-S002	B4	f83r	qokedy	MC083	OK+E+CLOSE	ansetzen+kurz+Schluss	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe diesen Posten weiter, setze ihn länger und dann kurz an und schließe.
319	B4-S003	B4	f83r	chedy	MC074	CHD+Y	umsetzen+Posten	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe
320	B4-S003	B4	f83r	otal	MC093	OT+AL	danach+Ziel	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe
321	B4-S003	B4	f83r	otchey	MC171	OT+Y	danach+Posten	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe
322	B4-S003	B4	f83r	qokeey	MC002	OK+EE+Y	ansetzen+länger+Posten	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe
323	B4-S003	B4	f83r	qoky	MC026	OK+Y	ansetzen+Posten	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe
324	B4-S003	B4	f83r	tol	MC153	OL	weiter	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe
325	B4-S003	B4	f83r	shedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe
326	B4-S004	B4	f83r	qokylddy	MC164	OK+Y+LDDY	ansetzen+Posten+festbinden	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Befestige den Posten und schließe
327	B4-S005	B4	f83r	dain	MC059	DAIN	Tuch	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Lege das Tuch ein, setze um, setze länger an und schließe
328	B4-S005	B4	f83r	chedy	MC074	CHD+Y	umsetzen+Posten	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Lege das Tuch ein, setze um, setze länger an und schließe
329	B4-S005	B4	f83r	qokeedy	MC082	OK+EE+CLOSE	ansetzen+länger+Schluss	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Lege das Tuch ein, setze um, setze länger an und schließe
330	B4-S006	B4	f83r	shckhedy	MC143	CKHE+CLOSE	trennen+Schluss	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Seih und schließe
331	B4-S007	B4	f83r	shckhedy	MC143	CKHE+CLOSE	trennen+Schluss	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Seih und schließe
332	B4-S008	B4	f83r	saiin	MC039	AIIN	Sollmaß	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme länger, lass länger ruhen, setze kurz an und schließe.
333	B4-S008	B4	f83r	cheeky	MC032	CHK+EE+Y	wärmen+länger+Posten	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme länger, lass länger ruhen, setze kurz an und schließe.
334	B4-S008	B4	f83r	sheey	MC095	SH+EE+Y	halten+länger+Posten	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme länger, lass länger ruhen, setze kurz an und schließe.
335	B4-S008	B4	f83r	qokedy	MC083	OK+E+CLOSE	ansetzen+kurz+Schluss	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme länger, lass länger ruhen, setze kurz an und schließe.
336	B4-S009	B4	f83r	shedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Lass absetzen und schließe
337	B4-S010	B4	f83r	oldy	MC019	OL+CLOSE	weiter+Schluss	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe weiter und schließe
338	B4-S011	B4	f83r	saiin	MC039	AIIN	Sollmaß	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe
339	B4-S011	B4	f83r	cheky	MC147	CHK+E+Y	wärmen+kurz+Posten	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe
340	B4-S011	B4	f83r	okeeol	MC150	OK+EE+OL	ansetzen+länger+weiter	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe
341	B4-S011	B4	f83r	okain	MC017	OK+AIN	ansetzen+Anteil	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe
342	B4-S011	B4	f83r	chdy	MC074	CHD+Y	umsetzen+Posten	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe
343	B4-S011	B4	f83r	sol	MC153	OL	weiter	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe
344	B4-S011	B4	f83r	lkedy	MC124	L+E+CLOSE	abführen+kurz+Schluss	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe
345	B4-S012	B4	f83r	lchedy	MC155	L+CHD+CLOSE	abführen+umsetzen+Schluss	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Führe ab und schließe
346	B4-S013	B4	f83r	qokol	MC024	OK+OL	ansetzen+weiter	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze die Fortsetzung ein, lass absetzen und schließe
347	B4-S013	B4	f83r	shedy	MC128	SHED+E+CLOSE	absetzen+kurz+Schluss	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Setze die Fortsetzung ein, lass absetzen und schließe
