page	page_title_de	unit	section	orders	owner_or_handle_de	surface_sequence	atomic_root_sequence_de	dictionary_literal_de	fluent_workshop_reading_de	predicted_surface_sequence	source_unit_copies
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B4-S015	HOW	WH04	WH04:linke Hauptstation mit offenem Fransenlauf -> rechte Hauptstation mit S-Lauf und Mehrarmknoten	qokain cheey kain chckhal solkey lchedy	ANSETZEN · PORTION ; HALTEN · LANG · POSTEN ; ZUGEBEN · PORTION ; ENTNEHMEN · DURCHLASS · ZIELSTELLE ; SAMMELN · KURZ · POSTEN ; LEITEN · UMSETZEN · SCHLIESSEN	ANSETZEN · EIN ABGEGRENZTER TEIL; LANG HALTEN; ZUGEBEN · EIN ABGEGRENZTER TEIL; ENTNEHMEN · DURCHLASS · ZIELSTELLE; SAMMELN · KURZ · POSTEN; LEITEN · UMSETZEN · SCHLUSS	An der linken offenen Randstation und an der rechten S-Lauf-Mehrfachstation: Eine Portion ansetzen, den Posten laenger halten, eine Portion zugeben, durch den Durchlass an der Zielstelle entnehmen, kurz sammeln, leiten, umsetzen und schliessen.	qokain cheey kain chckhal solkey lchedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B4-S016	HOW	WH04	WH04:rechte Hauptstation mit S-Lauf und Mehrarmknoten	olkain dal skar shedy	FORTSETZEN · ZUGEBEN · PORTION ; ZIELSTELLE ; ZUGEBEN · QUELLE ; RUHEN · SCHLIESSEN	WEITER · ZUGEBEN · EIN ABGEGRENZTER TEIL; ZIELSTELLE; ZUGEBEN · QUELLE; STEHENLASSEN · SCHLUSS	An der rechten S-Lauf-Mehrfachstation: Eine Portion weiter zugeben, an der Zielstelle aus der Quelle nachzugeben, stehen lassen und schliessen.	olkain dal skar shedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B5-S001	HOW	WH05	WH05:linke Fransenstation im B5-Nachtrag	otchdy	DANACH · UMSETZEN · SCHLIESSEN	DANACH · UMSETZEN · SCHLIESSEN	An der linken offenen Nebenstation: Danach umsetzen und den Schritt schliessen.	otchdy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B5-S002	HOW	WH05	WH05:linke Fransenstation im B5-Nachtrag	qokchdy	ANSETZEN · UMSETZEN · SCHLIESSEN	ANSETZEN · UMSETZEN · SCHLUSS	An der linken offenen Nebenstation: Ansetzen und umsetzen; den Schritt schliessen.	qokchdy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B5-S003	HOW	WH05	WH05:linke Fransenstation im B5-Nachtrag	shedal dal ol lol chdal daiin ol daiiin chedy	RUHEN · ZIELSTELLE ; ZIELSTELLE ; FORTSETZEN ; LEITEN · FORTSETZEN ; UMSETZEN · ZIELSTELLE ; MASS ; FORTSETZEN ; ZWEITE · STUFE ; UMSETZEN · POSTEN	STEHENLASSEN · ZIELSTELLE; ZIELSTELLE; FORTSETZEN; LEITEN · FORTSETZEN; UMSETZEN · ZIELSTELLE; EIN KLEINER SCHOEPFBECHER; FORTSETZEN; ZWEITE · STUFE; UMSETZEN · POSTEN	An der linken offenen Nebenstation: An der Zielstelle stehen lassen und dort weiterarbeiten; leiten und weiterarbeiten, an der Zielstelle umsetzen, nach Sollmass weiterarbeiten, bis zur zweiten Stufe fuehren und den Posten umsetzen.	shedal dal ol lol chdal daiin ol daiiin chedy	1
f83r	Badblatt C — lokale Becken, Wege und Anwendungen	B6-S001	HOW	WH06	WH06:rechter S-Lauf im B6-Nachtrag	solkeey qekey raly ol daiin ol dain chey ldalor	SAMMELN · LANG · POSTEN ; KURZ · ZUGEBEN · KURZ · POSTEN ; KUEHL · ZIELSTELLE · POSTEN ; FORTSETZEN ; MASS ; FORTSETZEN ; PORTION ; POSTEN ; LEITEN · ZIELSTELLE · ANSATZ	SAMMELN · LANG · POSTEN; KURZ · ZUGEBEN · KURZ · POSTEN; KUEHL · ZIELSTELLE · POSTEN; FORTSETZEN; EIN KLEINER SCHOEPFBECHER; FORTSETZEN; EIN ABGEGRENZTER TEIL; POSTEN; LEITEN · ZIELSTELLE · ANSATZ	An der rechten S-Lauf-Nebenstation: Den Posten laenger sammeln, kurz zugeben, an der Zielstelle kuehlen, nach Sollmass weiterarbeiten, eine Portion nehmen und den Ansatz zur Zielstelle leiten.	solkeey qekey raly ol daiin ol dain chey ldalor	1
f67r2	Himmelsblatt A — Phasen- und Aspektplätze	f67r2.15	WHEN	WH03	WH03:C2@f67r2.15; linker Stern-/Aspektplatz	dolchsody	TEILSTELLE · FORTSETZEN · ENTNEHMEN · STERNBEZUG · ARBEITSGANG · SCHLIESSEN	TEILSTELLE · FORTSETZEN · ENTNEHMEN · STERNBEZUG · ARBEITSGANG · SCHLIESSEN	Führe den Auftrag am bezeichneten linken Stern-/Aspektplatz C2 aus.	dolchsody	1
f67r2	Himmelsblatt A — Phasen- und Aspektplätze	f67r2.1	WHEN	WH06	WH06:C1@f67r2.1; rechter Sektor-/Phasenplatz	ykshy s aram	POSTEN · ZUGEBEN · POSTEN ; PHASENZEICHEN ; QUELLE · GEGENFELD	POSTEN · ZUGEBEN · POSTEN; PHASENZEICHEN; QUELLE · GEGENFELD	Führe den Auftrag aus, wenn der markierte rechte Sektor-/Phasenplatz C1 gilt.	ykshy s aram	1
f68r1	Himmelsblatt B — direkter Sternort	f68r1.9	WHEN	WH05	WH05:C3@f68r1.9; direkter Sternort im Mehrpaneelatlas	odchecthy	ARBEITSGANG · TEILSTELLE · ENTNEHMEN · KURZ · BEREIT · POSTEN	ARBEITSGANG · TEILSTELLE · ENTNEHMEN · KURZ · BEREIT · POSTEN	Führe den Auftrag am direkt bezeichneten Sternort C3 im Mehrpaneelatlas aus.	odchecthy	1
f69v	Himmelsblatt C — 28er-, Feuchte- und Qualitätsring	f69v.2	WHEN	WH01	WH01:C5@f69v.2; mittlerer Wetter-/Feuchtering	yka chol ykar dal ykady iokeeor cheey choly ykeeal cheo oaram ockhy sheey aiin y daiial cheody cheal yetey chear y dy ykey ch y dy chol ykar ol y ykeeody chey dal ody airchy choky ychey chey	POSTEN · ZUGEBEN · STELLE ; FORTSETZEN ; POSTEN · ZUGEBEN · QUELLE ; ZIELSTELLE ; POSTEN · ZUGEBEN · STELLE · POSTEN ; ANSETZEN · LANG · ANSATZ ; HALTEN · LANG · POSTEN ; FORTSETZEN · POSTEN ; POSTEN · ZUGEBEN · LANG · ZIELSTELLE ; AUSZUG ; ARBEITSGANG · QUELLE · GEGENFELD ; ARBEITSGANG · DURCHLASS · POSTEN ; HALTEN · LANG · POSTEN ; MASS ; POSTEN ; ZWEITE · STUFE · ZIELSTELLE ; AUSZUG · POSTEN ; ZIELSTELLE ; POSTEN · KURZ · BEARBEITEN · KURZ · POSTEN ; ENTNEHMEN · KURZ · QUELLE ; POSTEN ; POSTEN ; POSTEN · ZUGEBEN · KURZ · POSTEN ; ENTNEHMEN ; POSTEN ; POSTEN ; FORTSETZEN ; POSTEN · ZUGEBEN · QUELLE ; FORTSETZEN ; POSTEN ; POSTEN · ZUGEBEN · LANG · ARBEITSGANG · POSTEN ; POSTEN ; ZIELSTELLE ; ARBEITSGANG · SCHLIESSEN ; LAUF · POSTEN ; ANSETZEN · POSTEN ; POSTEN · POSTEN ; POSTEN	POSTEN · ZUGEBEN · STELLE; FORTSETZEN; POSTEN · ZUGEBEN · QUELLE; ZIELSTELLE; POSTEN · ZUGEBEN · STELLE · POSTEN; LANGANSATZ; LANG HALTEN; FORTSETZEN · POSTEN; POSTEN · ZUGEBEN · LANG · ZIELSTELLE; AUSZUG; ARBEITSGANG · QUELLE · GEGENFELD; ARBEITSGANG · DURCHLASS · POSTEN; LANG HALTEN; MASS; POSTEN; ZWEITE ZIELSTUFE; AUSZUG · POSTEN; ZIELSTELLE; POSTEN · KURZ · BEARBEITEN · KURZ · POSTEN; ENTNEHMEN · KURZ · QUELLE; POSTEN; POSTEN; POSTEN · ZUGEBEN · KURZ · POSTEN; ENTNEHMEN; POSTEN; POSTEN; FORTSETZEN; POSTEN · ZUGEBEN · QUELLE; FORTSETZEN; POSTEN; POSTEN · ZUGEBEN · LANG · ARBEITSGANG · POSTEN; POSTEN; ZIELSTELLE; ARBEITSGANG SCHLIESSEN; LAUF · POSTEN; ANSETZEN · POSTEN; POSTEN · POSTEN; POSTEN	Führe den Auftrag bei der im mittleren Ring C5 bezeichneten Feuchte-/Wetterlage aus.	yka chol ykar dal ykady iokeeor cheey choly ykeeal cheo oaram ockhy sheey aiin y daiial cheody cheal yetey chear y dy ykey ch y dy chol ykar ol y ykeeody chey dal ody airchy choky ychey chey	1
f69v	Himmelsblatt C — 28er-, Feuchte- und Qualitätsring	f69v.12	WHEN	WH02	WH02:C4@f69v.12; linker lokaler 28er-Bedingungsplatz	otody	DANACH · ARBEITSGANG · SCHLIESSEN	DANACH · ARBEITSGANG · SCHLIESSEN	Führe den Auftrag am markierten lokalen Platz C4 des linken 28er-Rades aus; keine Umlaufrichtung ist nötig.	otody	1
f69v	Himmelsblatt C — 28er-, Feuchte- und Qualitätsring	f69v.3	WHEN	WH04	WH04:C6@f69v.3; rechter Licht-/Körperqualitätsring	doair otaldal dair chdy otoar ar chy qoteor cho qotair chda oteeal cheor ar air oteody ytyd a dchy otoly okeodal oteoarar cheteeser dair chey okody dal oteey oteey	TEILSTELLE · ARBEITSGANG · LAUF ; DANACH · ZIELSTELLE · ZIELSTELLE ; TEILSTELLE · LAUF ; UMSETZEN · POSTEN ; DANACH · ARBEITSGANG · QUELLE ; QUELLE ; POSTEN ; DANACH · KURZ · ANSATZ ; TEIL ; DANACH · LAUF ; UMSETZEN · STELLE ; DANACH · LANG · ZIELSTELLE ; AUSZUG · KUEHL ; QUELLE ; LAUF ; DANACH · KURZ · ARBEITSGANG · POSTEN ; POSTEN · BEARBEITEN · POSTEN · PHASE ; STELLE ; TEILSTELLE · POSTEN ; DANACH · FORTSETZEN · POSTEN ; ANSETZEN · KURZ · ARBEITSGANG · ZIELSTELLE ; DANACH · KURZ · ARBEITSGANG · QUELLE · QUELLE ; ENTNEHMEN · KURZ · BEARBEITEN · LANG · STERNBEZUG · KURZ · KUEHL ; TEILSTELLE · LAUF ; POSTEN ; ANSETZEN · ARBEITSGANG · POSTEN ; ZIELSTELLE ; DANACH · LANG · POSTEN ; DANACH · LANG · POSTEN	TEILSTELLE · ARBEITSGANG · LAUF; DANACH · ZIELSTELLE · ZIELSTELLE; TEILSTELLE · LAUF; UMSETZEN · POSTEN; DANACH · ARBEITSGANG · QUELLE; QUELLE; POSTEN; DANACH · KURZ · ANSATZ; TEIL; DANACH · LAUF; UMSETZEN · STELLE; DANACH · LANG · ZIELSTELLE; AUSZUG · KUEHL; QUELLE; LAUF; DANACH · KURZ · ARBEITSGANG · POSTEN; POSTEN · BEARBEITEN · POSTEN · PHASE; STELLE; TEILSTELLE · POSTEN; DANACH · FORTSETZEN · POSTEN; ANSETZEN · KURZ · ARBEITSGANG · ZIELSTELLE; DANACH · KURZ · ARBEITSGANG · QUELLE · QUELLE; ENTNEHMEN · KURZ · BEARBEITEN · LANG · STERNBEZUG · KURZ · KUEHL; TEILSTELLE · LAUF; POSTEN; ANSETZEN · ARBEITSGANG · POSTEN; ZIELSTELLE; DANACH LANG HALTEN; DANACH LANG HALTEN	Führe den Auftrag bei der im rechten Ring C6 bezeichneten Licht-/Körperqualität aus.	doair otaldal dair chdy otoar ar chy qoteor cho qotair chda oteeal cheor ar air oteody ytyd a dchy otoly okeodal oteoarar cheteeser dair chey okody dal oteey oteey	1
