occurrence_ordinal	occurrence_id	occurrence_kind	source_selector	physical_page	register	topology_family	locus	line_number	token_ordinal_in_line	surface	legacy_statement_id	legacy_owner	panel_id	record_id	component_id	context_scope	context_owner_id	semantic_export_credit
3154	G407-E1967	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.15	15	5	ar	G407-S221	unbebilderter Textabschnitt A4	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3155	G407-E1968	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.15	15	6	aiin	G407-S221	unbebilderter Textabschnitt A4	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3156	G407-E1969	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.15	15	7	ar	G407-S221	unbebilderter Textabschnitt A4	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3157	G407-E1970	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.15	15	8	ain	G407-S221	unbebilderter Textabschnitt A4	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3158	G407-E1971	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.15	15	9	chckheed	G407-S221	unbebilderter Textabschnitt A4	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3159	G407-E1972	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.15	15	10	lchedy	G407-S221	unbebilderter Textabschnitt A4	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3160	G407-E1973	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.15	15	11	shedy	G407-S222	unbebilderter Textabschnitt A4	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3161	G407-E1974	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.15	15	12	qolair	G407-S223	unbebilderter Textabschnitt A4	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3162	G407-E1975	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.15	15	13	chedy	G407-S223	unbebilderter Textabschnitt A4	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3163	G407-E1976	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.16	16	1	qotes	G407-S223	unbebilderter Textabschnitt A4	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3164	G407-E1977	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.16	16	2	chedy	G407-S223	unbebilderter Textabschnitt A4	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3165	G407-E1978	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.16	16	3	shckhy	G407-S223	unbebilderter Textabschnitt A4	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3166	G407-E1979	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.16	16	4	qokeey	G407-S223	unbebilderter Textabschnitt A4	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3167	G407-E1980	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.16	16	5	okeey	G407-S223	unbebilderter Textabschnitt A4	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3168	G407-E1981	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.16	16	6	kain	G407-S223	unbebilderter Textabschnitt A4	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3169	G407-E1982	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.16	16	7	checkhy	G407-S223	unbebilderter Textabschnitt A4	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3170	G407-E1983	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.16	16	8	qokeedy	G407-S223	unbebilderter Textabschnitt A4	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3171	G407-E1984	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.16	16	9	qotey	G407-S224	unbebilderter Textabschnitt A4	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3172	G407-E1985	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.16	16	10	qotain	G407-S224	unbebilderter Textabschnitt A4	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3173	G407-E1986	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.16	16	11	chekair	G407-S224	unbebilderter Textabschnitt A4	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3174	G407-E1987	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.17	17	1	chey	G407-S224	unbebilderter Textabschnitt A4	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3175	G407-E1988	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.17	17	2	chckh	G407-S224	unbebilderter Textabschnitt A4	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3176	G407-E1989	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.17	17	3	shey	G407-S224	unbebilderter Textabschnitt A4	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3177	G407-E1990	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.17	17	4	qeeey	G407-S224	unbebilderter Textabschnitt A4	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3178	G407-E1991	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.17	17	5	chol	G407-S224	unbebilderter Textabschnitt A4	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3179	G407-E1992	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.17	17	6	lkain	G407-S224	unbebilderter Textabschnitt A4	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3180	G407-E1993	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.17	17	7	shedy	G407-S224	unbebilderter Textabschnitt A4	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3181	G407-E1994	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.17	17	8	qokeedy	G407-S225	unbebilderter Textabschnitt A4	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3182	G407-E1995	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.17	17	9	okain	G407-S226	unbebilderter Textabschnitt A4	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3183	G407-E1996	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.17	17	10	chedy	G407-S226	unbebilderter Textabschnitt A4	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3184	G407-E1997	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.17	17	11	okeed	G407-S226	unbebilderter Textabschnitt A4	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3185	G407-E1998	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.17	17	12	qokaloro	G407-S227	unbebilderter Textabschnitt A4	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3186	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0639	LOCAL_ADDRESS_OR_LABEL	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.18	18	1	o	NONE	Merkzeichen für unbebilderter Textabschnitt A5	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3187	G407-E1999	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.19	19	1	dcheedy	G407-S228	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3188	G407-E2000	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.19	19	2	qolchey	G407-S228	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3189	G407-E2001	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.19	19	3	qokeey	G407-S228	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3190	G407-E2002	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.19	19	4	qokeey	G407-S228	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3191	G407-E2003	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.19	19	5	chedy	G407-S228	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3192	G407-E2004	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.19	19	6	qokar	G407-S228	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3193	G407-E2005	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.19	19	7	shedy	G407-S228	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3194	G407-E2006	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.19	19	8	shedy	G407-S229	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3195	G407-E2007	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.19	19	9	lshedy	G407-S230	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3196	G407-E2008	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.19	19	10	qolchedy	G407-S231	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3197	G407-E2009	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.19	19	11	otedyl	G407-S232	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3198	G407-E2010	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.20	20	1	dshedy	G407-S233	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3199	G407-E2011	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.20	20	2	qo	G407-S234	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3200	G407-E2012	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.20	20	3	chedy	G407-S234	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3201	G407-E2013	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.20	20	4	lchedy	G407-S234	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3202	G407-E2014	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.20	20	5	qokey	G407-S235	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3203	G407-E2015	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.20	20	6	qolchey	G407-S235	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3204	G407-E2016	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.20	20	7	qotain	G407-S235	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3205	G407-E2017	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.20	20	8	chckhy	G407-S235	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3206	G407-E2018	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.20	20	9	shckhy	G407-S235	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3207	G407-E2019	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.20	20	10	lchar	G407-S235	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3208	G407-E2020	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.20	20	11	okar	G407-S235	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3209	G407-E2021	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.20	20	12	alchdy	G407-S235	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3210	G407-E2022	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.21	21	1	qokchsdy	G407-S236	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3211	G407-E2023	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.21	21	2	okeey	G407-S237	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3212	G407-E2024	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.21	21	3	lchedy	G407-S237	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3213	G407-E2025	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.21	21	4	qo	G407-S238	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3214	G407-E2026	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.21	21	5	olain	G407-S238	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3215	G407-E2027	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.21	21	6	ot	G407-S238	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3216	G407-E2028	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.21	21	7	shedy	G407-S238	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3217	G407-E2029	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.21	21	8	qotaly	G407-S239	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3218	G407-E2030	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.21	21	9	dar	G407-S239	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3219	G407-E2031	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.21	21	10	sain	G407-S239	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3220	G407-E2032	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.21	21	11	shedy	G407-S239	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3221	G407-E2033	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.21	21	12	oleeed	G407-S240	unbebilderter Textabschnitt A5	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3222	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0675	LOCAL_ADDRESS_OR_LABEL	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.22	22	1	l	NONE	Merkzeichen für unbebilderter Textabschnitt A6	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3223	G407-E2034	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.23	23	1	sheedy	G407-S241	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3224	G407-E2035	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.23	23	2	qokedy	G407-S242	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3225	G407-E2036	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.23	23	3	chedy	G407-S243	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3226	G407-E2037	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.23	23	4	chedy	G407-S243	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3227	G407-E2038	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.23	23	5	qokain	G407-S243	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3228	G407-E2039	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.23	23	6	chckhy	G407-S243	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3229	G407-E2040	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.23	23	7	olchy	G407-S243	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3230	G407-E2041	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.23	23	8	l	G407-S243	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3231	G407-E2042	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.23	23	9	ain	G407-S243	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3232	G407-E2043	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.23	23	10	shedy	G407-S243	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3233	G407-E2044	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.23	23	11	olaiin	G407-S244	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3234	G407-E2045	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.23	23	12	chedy	G407-S244	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3235	G407-E2046	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.23	23	13	qokey	G407-S244	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3236	G407-E2047	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.24	24	1	dalshedy	G407-S244	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
3237	G407-E2048	RUNNING_EVENT	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.24	24	2	qol	G407-S245	unbebilderter Textabschnitt A6	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F76R_TEXT_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
