line_ordinal	source_selector	physical_page	register	topology_family	locus	line_number	paragraph_start	paragraph_end	line_kind	token_count	running_event_count	local_card_count	coarse_page_owner_id	legacy_owner_ids	panel_ids	record_ids	component_ids	context_scope	eva_clean	semantic_export_credit
539	f72r3	f72r	CELESTIAL	RADIAL_ARRAY	f72r3.26	26	0	0	RUNNING_PROSE	27	27	0	F72R_RADIAL_PAGE	Tierkreis-Ringgruppe I	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	oteey arary eeer che shees opcholalaiin oteeor am sheal okaipchy oteees ar am olaiin otedar olol choty oteol sheshdy chedy chedy dy shes eedy sheol shy ckhol	ZERO__STRUCTURAL_CROSSWALK_ONLY
540	f72r3	f72r	CELESTIAL	RADIAL_ARRAY	f72r3.27	27	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F72R_RADIAL_PAGE	lokale Kennung für Tierkreis-Ringgruppe I	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	opalal	ZERO__STRUCTURAL_CROSSWALK_ONLY
541	f72r3	f72r	CELESTIAL	RADIAL_ARRAY	f72r3.28	28	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F72R_RADIAL_PAGE	lokale Kennung für Tierkreis-Ringgruppe I	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	yfary	ZERO__STRUCTURAL_CROSSWALK_ONLY
542	f72r3	f72r	CELESTIAL	RADIAL_ARRAY	f72r3.29	29	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F72R_RADIAL_PAGE	lokale Kennung für Tierkreis-Ringgruppe I	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	oraiiral	ZERO__STRUCTURAL_CROSSWALK_ONLY
543	f72r3	f72r	CELESTIAL	RADIAL_ARRAY	f72r3.30	30	0	0	LOCAL_LABEL_OR_MARKER	2	0	2	F72R_RADIAL_PAGE	lokale Kennung für Tierkreis-Ringgruppe I	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	ytoar shar	ZERO__STRUCTURAL_CROSSWALK_ONLY
544	f72r3	f72r	CELESTIAL	RADIAL_ARRAY	f72r3.31	31	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F72R_RADIAL_PAGE	lokale Kennung für Tierkreis-Ringgruppe I	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	octho	ZERO__STRUCTURAL_CROSSWALK_ONLY
545	f72r3	f72r	CELESTIAL	RADIAL_ARRAY	f72r3.32	32	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F72R_RADIAL_PAGE	lokale Kennung für Tierkreis-Ringgruppe I	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	aral	ZERO__STRUCTURAL_CROSSWALK_ONLY
546	f72r3	f72r	CELESTIAL	RADIAL_ARRAY	f72r3.33	33	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F72R_RADIAL_PAGE	lokale Kennung für Tierkreis-Ringgruppe I	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	oletal	ZERO__STRUCTURAL_CROSSWALK_ONLY
547	f72r3	f72r	CELESTIAL	RADIAL_ARRAY	f72r3.34	34	0	0	RUNNING_PROSE	9	9	0	F72R_RADIAL_PAGE	Tierkreis-Ringgruppe J	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	okeos aiin olaiin oraiin octheolarl okeeody oteos aiin koly	ZERO__STRUCTURAL_CROSSWALK_ONLY
548	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.1	1	1	0	RUNNING_PROSE	7	7	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	kchedykary okeey qokar shyk chedy qotar shedy	ZERO__STRUCTURAL_CROSSWALK_ONLY
549	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.2	2	0	0	RUNNING_PROSE	8	8	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dain shey ly ssheol qoldy chedykar chekeedy ror	ZERO__STRUCTURAL_CROSSWALK_ONLY
550	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.3	3	0	0	RUNNING_PROSE	9	9	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qokain chal orchey qey kain sheeky ltain olkar or	ZERO__STRUCTURAL_CROSSWALK_ONLY
551	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.4	4	0	0	RUNNING_PROSE	10	10	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dackhy lkamo ykeey lshey kal dy shey ok shey qokeedy	ZERO__STRUCTURAL_CROSSWALK_ONLY
552	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.5	5	0	0	RUNNING_PROSE	10	10	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	shey kar chey ckhey r ain ol olsheedy qokeey qoky	ZERO__STRUCTURAL_CROSSWALK_ONLY
553	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.6	6	0	0	RUNNING_PROSE	8	8	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	pcheykeeor olky dar okey qokain chcthy qokeedy qoky	ZERO__STRUCTURAL_CROSSWALK_ONLY
554	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.7	7	0	0	RUNNING_PROSE	9	9	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	pchedy qokshdy ytain chedy qokar chy lol chedy qoky	ZERO__STRUCTURAL_CROSSWALK_ONLY
555	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.8	8	0	0	RUNNING_PROSE	8	8	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	sor chey qokardy dsheckhy qokain chckhy lshedy okeedy	ZERO__STRUCTURAL_CROSSWALK_ONLY
556	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.9	9	0	0	RUNNING_PROSE	9	9	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qokchdy chcthy lo qokedy qokan checkhy qokar olchedy sal	ZERO__STRUCTURAL_CROSSWALK_ONLY
557	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.10	10	0	0	RUNNING_PROSE	10	10	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dshor qotar chdy shey qokain chckhy dy otey tedy lchedy	ZERO__STRUCTURAL_CROSSWALK_ONLY
558	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.11	11	0	0	RUNNING_PROSE	10	10	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qokeedy qokair oly qokeedy dy qokal okar shedy dor chekam	ZERO__STRUCTURAL_CROSSWALK_ONLY
559	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.12	12	0	0	RUNNING_PROSE	11	11	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ssheckhy qokal oly shey r ol cheey shey dy olshedy qoky	ZERO__STRUCTURAL_CROSSWALK_ONLY
560	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.13	13	0	0	RUNNING_PROSE	8	8	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	pchedy keedy qokedy qokedy qokedy qokedy qokain olshedy	ZERO__STRUCTURAL_CROSSWALK_ONLY
561	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.14	14	0	0	RUNNING_PROSE	11	11	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	sain al keishy qokain dy olshedy qokain chckhy qokain otar aly	ZERO__STRUCTURAL_CROSSWALK_ONLY
562	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.15	15	0	0	RUNNING_PROSE	10	10	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	sain qokain qolkeeoly saiin chedy sol or shedy okchdy qoky	ZERO__STRUCTURAL_CROSSWALK_ONLY
563	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.16	16	0	0	RUNNING_PROSE	9	9	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dshedy qokar sheedy lch shokain chy okshedy qokain chedy	ZERO__STRUCTURAL_CROSSWALK_ONLY
564	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.17	17	0	0	RUNNING_PROSE	9	9	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	pchedar shepchy lshedary dal shal shy kol shedy qokam	ZERO__STRUCTURAL_CROSSWALK_ONLY
565	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.18	18	0	0	RUNNING_PROSE	9	9	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	sol sheedy qol shedy qol otain char sar oly	ZERO__STRUCTURAL_CROSSWALK_ONLY
566	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.19	19	0	0	RUNNING_PROSE	8	8	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qokshedy qol shey qoky shey ey qokain ar	ZERO__STRUCTURAL_CROSSWALK_ONLY
567	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.20	20	0	0	RUNNING_PROSE	9	9	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ry shey qor chey lchey lo ydain shey qokain	ZERO__STRUCTURAL_CROSSWALK_ONLY
568	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.21	21	0	0	RUNNING_PROSE	8	8	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	oqokain chey qckhsy or ysheor ol lor am	ZERO__STRUCTURAL_CROSSWALK_ONLY
569	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.22	22	0	0	RUNNING_PROSE	9	9	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	odar shey qokain chedy or shey kar chedy sar	ZERO__STRUCTURAL_CROSSWALK_ONLY
570	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.23	23	0	0	RUNNING_PROSE	7	7	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	pchey kshey qokeey qokal sshey qol chedyqokam	ZERO__STRUCTURAL_CROSSWALK_ONLY
571	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.24	24	0	0	RUNNING_PROSE	7	7	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qokain olkeey qolkary sain checthy lor ol	ZERO__STRUCTURAL_CROSSWALK_ONLY
572	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.25	25	0	0	RUNNING_PROSE	8	8	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	sain shckhy qokeedy shy dy qokeedy lchedy ram	ZERO__STRUCTURAL_CROSSWALK_ONLY
573	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.26	26	0	1	RUNNING_PROSE	8	8	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dain ol sheol dain ol qoly dar ajy	ZERO__STRUCTURAL_CROSSWALK_ONLY
574	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.27	27	1	0	RUNNING_PROSE	11	11	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	pdalshor shtol qoty pshar shedy okaldy dar otar otody dy rol	ZERO__STRUCTURAL_CROSSWALK_ONLY
575	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.28	28	0	0	RUNNING_PROSE	11	11	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	tchedy pchedy qokeey sol oldair shecthy qol l sheedy qokeedy lolchedy	ZERO__STRUCTURAL_CROSSWALK_ONLY
576	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.29	29	0	0	RUNNING_PROSE	12	12	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dain chkal dy lo lkaiin ol okeedyqol dain olchey qokeedy chedy qotan	ZERO__STRUCTURAL_CROSSWALK_ONLY
577	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.30	30	0	0	RUNNING_PROSE	14	14	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qo dain cheeky qokey qokain cheky qokal dain chedy o kalol shedy okar olom	ZERO__STRUCTURAL_CROSSWALK_ONLY
578	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.31	31	0	1	RUNNING_PROSE	9	9	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dshedy qokey chckhy qokar shedy chey qoked qokedy daldy	ZERO__STRUCTURAL_CROSSWALK_ONLY
579	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.32	32	1	0	RUNNING_PROSE	10	10	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	polshy dal shedy qokain dar chsdy shedy qotar shedy ldy	ZERO__STRUCTURAL_CROSSWALK_ONLY
580	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.33	33	0	0	RUNNING_PROSE	10	10	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qokeey l shedy qo l chedy qokain chcthedy ltedy darom	ZERO__STRUCTURAL_CROSSWALK_ONLY
581	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.34	34	0	0	RUNNING_PROSE	10	10	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	s olkedy okal dar oty okar otar ol kain oltedy	ZERO__STRUCTURAL_CROSSWALK_ONLY
582	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.35	35	0	0	RUNNING_PROSE	8	8	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qokain sheety qokain dar dar shedy qokain oldy	ZERO__STRUCTURAL_CROSSWALK_ONLY
583	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.36	36	0	0	RUNNING_PROSE	7	7	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	sol keedy qokeedy qokey okar otar dardardy	ZERO__STRUCTURAL_CROSSWALK_ONLY
584	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.37	37	0	0	RUNNING_PROSE	7	7	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qokedy dy sheety qokedy qokeedy qokechdy lol	ZERO__STRUCTURAL_CROSSWALK_ONLY
585	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.38	38	0	0	RUNNING_PROSE	6	6	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qokeedy qokeedy qokedy qokedy qokeedy ldy	ZERO__STRUCTURAL_CROSSWALK_ONLY
586	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.39	39	0	0	RUNNING_PROSE	6	6	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	yshedy qokeedy qokeedy olkeedy otey koldy	ZERO__STRUCTURAL_CROSSWALK_ONLY
587	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.40	40	0	0	RUNNING_PROSE	7	7	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dar shedy qokain shedy dal keedy rshedy	ZERO__STRUCTURAL_CROSSWALK_ONLY
588	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.41	41	0	0	RUNNING_PROSE	7	7	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	sokeedy qokeedy oteedy qoky dy keedy sy	ZERO__STRUCTURAL_CROSSWALK_ONLY
589	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.42	42	0	0	RUNNING_PROSE	6	6	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dshedy qokedy qokeedy qoteey qoteedy dor	ZERO__STRUCTURAL_CROSSWALK_ONLY
590	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.43	43	0	0	RUNNING_PROSE	7	7	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	yshedy chekar oldy qokain chkar otar oldy	ZERO__STRUCTURAL_CROSSWALK_ONLY
591	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.44	44	0	0	RUNNING_PROSE	12	12	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dchedy sain okedy qokedy otedy okoldy otar otam olaiin ch dar dy	ZERO__STRUCTURAL_CROSSWALK_ONLY
592	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.45	45	0	0	RUNNING_PROSE	10	10	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	sshedy shckhy qokey okedy sarol oty otedy qotedy otedy okaiin	ZERO__STRUCTURAL_CROSSWALK_ONLY
593	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.46	46	0	1	RUNNING_PROSE	9	9	0	F75R_POOL_PAGE	großes Bad-/Stationsblatt mit dreieckiger Insel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qokey qokedy sheol qokedy dain shedy otol chedy olor	ZERO__STRUCTURAL_CROSSWALK_ONLY
594	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.47	47	1	0	LOCAL_LABEL_OR_MARKER	2	0	2	F75R_POOL_PAGE	Zielklasse wählen; am zweiten Grad eintragen und schließen.	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	sal okeedy	ZERO__STRUCTURAL_CROSSWALK_ONLY
595	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.48	48	0	0	LOCAL_LABEL_OR_MARKER	2	0	2	F75R_POOL_PAGE	Diesen Zielplatz mit dem wiederholten Gegenplatz verbinden.	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	daly ychey	ZERO__STRUCTURAL_CROSSWALK_ONLY
596	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.49	49	0	0	LOCAL_LABEL_OR_MARKER	2	0	2	F75R_POOL_PAGE	Dieselbe Klasse an der unteren Quelladresse fortführen.	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	sols dara	ZERO__STRUCTURAL_CROSSWALK_ONLY
597	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.50	50	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F75R_POOL_PAGE	Diesen Platz auswählen, markieren und wieder als laufenden Platz setzen.	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	ychty	ZERO__STRUCTURAL_CROSSWALK_ONLY
598	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.51	51	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F75R_POOL_PAGE	Eine Einheit auswählen und ihren örtlichen Gang aufrufen.	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	saino	ZERO__STRUCTURAL_CROSSWALK_ONLY
599	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.52	52	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F75R_POOL_PAGE	Den gewählten Zielplatz schließen.	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	saldy	ZERO__STRUCTURAL_CROSSWALK_ONLY
600	f75r	f75r	BIOLOGICAL	POOL_APPARATUS_NETWORK	f75r.53	53	0	1	LOCAL_LABEL_OR_MARKER	1	0	1	F75R_POOL_PAGE	Eine Einheit gehört zu diesem Platz.	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	dainy	ZERO__STRUCTURAL_CROSSWALK_ONLY
601	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.1	1	1	0	RUNNING_PROSE	12	12	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt A0	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	potchokor chcfhdy opshdy qolp chcphy chcphdy opshey qofshy opchdy sain as y	ZERO__STRUCTURAL_CROSSWALK_ONLY
602	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.2	2	0	0	RUNNING_PROSE	12	12	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt A0	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dshedy qotddyar cthar chep dain okain qokeor shedy qol ain sheals qokeey	ZERO__STRUCTURAL_CROSSWALK_ONLY
603	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.3	3	0	0	RUNNING_PROSE	13	13	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt A0	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	yshey qokeey qokey qokeed okedy shky qotedy otedy shol qoty ol chedy aiiny	ZERO__STRUCTURAL_CROSSWALK_ONLY
604	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.4	4	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F76R_TEXT_PAGE	Merkzeichen für unbebilderter Textabschnitt A1	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	s	ZERO__STRUCTURAL_CROSSWALK_ONLY
605	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.5	5	0	0	RUNNING_PROSE	13	13	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt A1	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qokedy qokeey or or or chkorol otey qokedy lkedy chdy qokchdy qokal chdam	ZERO__STRUCTURAL_CROSSWALK_ONLY
606	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.6	6	0	0	RUNNING_PROSE	13	13	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt A1	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	solchedy qokeedy qopchedy qokeeo rol shedy qokedy sheey okees al al chedain dar	ZERO__STRUCTURAL_CROSSWALK_ONLY
607	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.7	7	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F76R_TEXT_PAGE	Merkzeichen für unbebilderter Textabschnitt A2	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	d	ZERO__STRUCTURAL_CROSSWALK_ONLY
608	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.8	8	0	0	RUNNING_PROSE	13	13	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt A2	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	qoaiin ches okeedal qoked qokeey shedy chey lkeedy okey dar aiin chekain oldy	ZERO__STRUCTURAL_CROSSWALK_ONLY
609	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.9	9	0	0	RUNNING_PROSE	15	15	0	F76R_TEXT_PAGE	unbebilderter Textabschnitt A2	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	shed al shckhy r ain chcphedy ain olkeey lkar ain otchy lkain chedy dar daly	ZERO__STRUCTURAL_CROSSWALK_ONLY
610	f76r	f76r	BIOLOGICAL	TEXT_BLOCK	f76r.10	10	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F76R_TEXT_PAGE	Merkzeichen für unbebilderter Textabschnitt A3	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	q	ZERO__STRUCTURAL_CROSSWALK_ONLY
