surface_id	visible_surface	register_status	common_atom_sequences	common_nucleus_de	prose_master_card_id	prose_short_value_de	prose_occurrences	astro_short_values_de	astro_occurrences	astro_owner_count	astro_owners	reading_rule_de
SF0243	oky	PROSE_AND_ASTRO	OK+Y	AKTIVIEREN/ANSETZEN + AKTUELLER POSTEN	MC026	aktuellen Posten ansetzen	1	diesen Diagrammposten setzen	1	1	A2_CENTRAL_LEGEND_UNRESOLVED	lies gemeinsamen Kern; Besitzer/Register liefert lokale Expansion
SF0244	ol	PROSE_AND_ASTRO	OL	FORTSETZEN	MC153	fortsetzen	8	im selben Ring oder Band fortsetzen	1	1	A3_MIDDLE_WHEEL_RING_TEXT	lies gemeinsamen Kern; Besitzer/Register liefert lokale Expansion
SF0245	olar	ASTRO_ONLY	OL+AR	FORTSETZEN + QUELLE	NONE	NONE	0	VON DER QUELLE WEITER	1	1	A1_RIGHT_OUTER_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0246	olchedy	PROSE_ONLY	OL+CHD+CLOSE	FORTSETZEN + UMSETZEN + CLOSE	MC028	weiterüberführen; Schluss	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0247	oldy	PROSE_AND_ASTRO	OL+CLOSE	FORTSETZEN + CLOSE	MC019	Fortsetzung abschließen	2	fortsetzen und den Eintrag schliessen	1	1	A1_RIGHT_RING_BAND_02	lies gemeinsamen Kern; Besitzer/Register liefert lokale Expansion
SF0248	olkain	PROSE_ONLY	OL+AIN	FORTSETZEN + PORTION	MC097	weitere Portion	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0249	olkeedy	PROSE_ONLY	SOLK+EE+CLOSE	SAMMELN + LÄNGER + CLOSE	MC045	länger sammeln; Schluss	2	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0250	olol	ASTRO_ONLY	OL+OL	FORTSETZEN + FORTSETZEN	NONE	NONE	0	im selben Ring, Band oder Satz fortsetzen + im selben Ring, Band oder Satz fortsetzen	1	1	A1_LEFT_LOCAL_FIELD_30	lies den registrierten Werkstattwert dieses Registers
SF0251	olor	PROSE_AND_ASTRO	OL+OR	FORTSETZEN + SATZ/ANSATZ	MC157	Fortsetzungsansatz	1	fortgesetzter Bedingungs- oder Tabellensatz	1	1	A2_STAR_STATION_12	lies gemeinsamen Kern; Besitzer/Register liefert lokale Expansion
SF0252	ols	ASTRO_ONLY	OL	FORTSETZEN	NONE	NONE	0	im selben Ring, Band oder Satz fortsetzen	1	1	A1_RIGHT_SECTOR_SLOT_02	lies den registrierten Werkstattwert dieses Registers
SF0253	olsaly	PROSE_ONLY	AL+Y	ZIEL + AKTUELLER POSTEN	MC078	untere Zielstelle	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0254	oltchy	PROSE_ONLY	OL+CTH+Y	FORTSETZEN + BEREIT + AKTUELLER POSTEN	MC021	bereiten Posten weiterführen	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0255	oly	ASTRO_ONLY	OL	FORTSETZEN	NONE	NONE	0	im selben Ring, Band oder Satz fortsetzen	1	1	A1_LEFT_OUTER_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0256	oparchy	ASTRO_ONLY	AR	QUELLE	NONE	NONE	0	Ausgangssektor, Ursprung oder Bezugswert	1	1	A1_LEFT_LOCAL_FIELD_23	lies den registrierten Werkstattwert dieses Registers
SF0257	opcheeol	ASTRO_ONLY	OL	FORTSETZEN	NONE	NONE	0	lange oder volle Diagrammstufe + im selben Ring, Band oder Satz fortsetzen	1	1	A2_LEFT_PANEL_HEADER	lies den registrierten Werkstattwert dieses Registers
SF0258	opcholdy	ASTRO_ONLY	HO	EINGANGSPOSTEN	NONE	NONE	0	im selben Ring, Band oder Satz fortsetzen	1	1	A1_LEFT_LOCAL_FIELD_31	lies den registrierten Werkstattwert dieses Registers
SF0259	opodchol	ASTRO_ONLY	HO	EINGANGSPOSTEN	NONE	NONE	0	im selben Ring, Band oder Satz fortsetzen	1	1	A1_RIGHT_RING_BAND_01	lies den registrierten Werkstattwert dieses Registers
SF0260	or	PROSE_AND_ASTRO	OR	SATZ/ANSATZ	MC080	Ansatz	2	Bedingungs- oder Tabellensatz	1	1	A1_LEFT_LOCAL_FIELD_36	lies gemeinsamen Kern; Besitzer/Register liefert lokale Expansion
SF0261	orain	PROSE_ONLY	OR+AIN	SATZ/ANSATZ + PORTION	MC072	Ansatzportion	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0262	oraly	ASTRO_ONLY	OR+AL	SATZ/ANSATZ + ZIEL	NONE	NONE	0	Ansatz/Satz + Ziel	1	1	A1_LEFT_LOCAL_FIELD_46	lies den registrierten Werkstattwert dieses Registers
SF0263	oran	ASTRO_ONLY	OR	SATZ/ANSATZ	NONE	NONE	0	Bedingungs-, Tabellen- oder Wahlansatz	1	1	A1_RIGHT_PHASE_STATION_08	lies den registrierten Werkstattwert dieses Registers
SF0264	os	PROSE_AND_ASTRO	OS	OS	MC159	Mischgefäß	1	umschliessendes Diagrammfeld	2	2	A1_LEFT_LOCAL_FIELD_43|A1_LEFT_LOCAL_FIELD_49	lies gemeinsamen Kern; Besitzer/Register liefert lokale Expansion
SF0265	osar	ASTRO_ONLY	AR	QUELLE	NONE	NONE	0	Ausgangssektor, Ursprung oder Bezugswert	1	1	A1_RIGHT_PHASE_STATION_07	lies den registrierten Werkstattwert dieses Registers
SF0266	osdaiin	ASTRO_ONLY	AIIN	SOLLWERT	NONE	NONE	0	Sollwert oder Grad eines Diagrammplatzes	1	1	A2_STAR_STATION_26	lies den registrierten Werkstattwert dieses Registers
SF0267	ot	ASTRO_ONLY	OT	FOLGE/NÄCHSTER	NONE	NONE	0	naechster Platz oder folgende Bedingung	1	1	A3_LEFT_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0268	otaiin	PROSE_ONLY	OT+AIIN	FOLGE/NÄCHSTER + SOLLWERT	MC060	Folgemaß	2	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0269	otal	PROSE_ONLY	OT+AL	FOLGE/NÄCHSTER + ZIEL	MC093	danach dorthin	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0270	otaldal	ASTRO_ONLY	OT+AL+AL	FOLGE/NÄCHSTER + ZIEL + ZIEL	NONE	NONE	0	Folge + Ziel + Ziel	1	1	A3_RIGHT_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0271	otar	PROSE_AND_ASTRO	OT+AR	FOLGE/NÄCHSTER + QUELLE	MC121	danach von dort	1	danach vom bezeichneten Ausgangsplatz	1	1	A1_LEFT_OUTER_STAR_STATION_06	lies gemeinsamen Kern; Besitzer/Register liefert lokale Expansion
SF0272	otaza	ASTRO_ONLY	OT	FOLGE/NÄCHSTER	NONE	NONE	0	naechster Platz oder folgende Bedingung	1	1	A3_LEFT_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0273	otchdy	PROSE_AND_ASTRO	OT+CHD+CLOSE	FOLGE/NÄCHSTER + UMSETZEN + CLOSE	MC067	Folgegang vollziehen; Schluss	1	den folgenden Platz uebertragen und den Eintrag schliessen	1	1	A2_STAR_STATION_15	lies gemeinsamen Kern; Besitzer/Register liefert lokale Expansion
SF0274	otchedy	PROSE_ONLY	OT+CHD+CLOSE	FOLGE/NÄCHSTER + UMSETZEN + CLOSE	MC057	nächsten Posten überführen; Schluss	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0275	otcheody	ASTRO_ONLY	OT+CHEO	FOLGE/NÄCHSTER + AUSGABE/AUSZUG	NONE	NONE	0	Folge + Auszug/Ausgabe	1	1	A2_STAR_STATION_02	lies den registrierten Werkstattwert dieses Registers
SF0276	otchey	PROSE_AND_ASTRO	OT+Y	FOLGE/NÄCHSTER + AKTUELLER POSTEN	MC171	nächster Teilposten	2	naechster Diagrammposten	1	1	A1_LEFT_LOCAL_FIELD_17	lies gemeinsamen Kern; Besitzer/Register liefert lokale Expansion
SF0277	otchl	ASTRO_ONLY	OT	FOLGE/NÄCHSTER	NONE	NONE	0	naechster Platz oder folgende Bedingung	1	1	A2_MIDDLE_PANEL_HEADER	lies den registrierten Werkstattwert dieses Registers
SF0278	otchor	PROSE_ONLY	OT+OR	FOLGE/NÄCHSTER + SATZ/ANSATZ	MC013	Folgeansatz	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0279	otchy	ASTRO_ONLY	OT	FOLGE/NÄCHSTER	NONE	NONE	0	naechster Platz oder folgende Bedingung	1	1	A3_LEFT_RADIAL_SLOT_21	lies den registrierten Werkstattwert dieses Registers
SF0280	otedy	PROSE_ONLY	OT+E+CLOSE	FOLGE/NÄCHSTER + KURZ + CLOSE	MC135	kurze Folge; Schluss	2	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0281	oteeal	ASTRO_ONLY	OT+AL	FOLGE/NÄCHSTER + ZIEL	NONE	NONE	0	Folge + Ziel	1	1	A3_RIGHT_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0282	oteeo	ASTRO_ONLY	OT	FOLGE/NÄCHSTER	NONE	NONE	0	naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe	1	1	A3_LEFT_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0283	oteey	PROSE_AND_ASTRO	OT+EE+Y	FOLGE/NÄCHSTER + LÄNGER + AKTUELLER POSTEN	MC063	langer Folgeposten	2	naechster Diagrammposten in langer Stufe	2	1	A3_RIGHT_WHEEL_RING_TEXT	lies gemeinsamen Kern; Besitzer/Register liefert lokale Expansion
SF0284	oteeys	ASTRO_ONLY	OT	FOLGE/NÄCHSTER	NONE	NONE	0	naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe	1	1	A3_LEFT_RADIAL_SLOT_12	lies den registrierten Werkstattwert dieses Registers
SF0285	oteoarar	ASTRO_ONLY	OT+AR+AR	FOLGE/NÄCHSTER + QUELLE + QUELLE	NONE	NONE	0	Folge + Quelle + Quelle	1	1	A3_RIGHT_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0286	oteody	ASTRO_ONLY	OT	FOLGE/NÄCHSTER	NONE	NONE	0	naechster Platz oder folgende Bedingung	1	1	A3_RIGHT_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0287	oteol	ASTRO_ONLY	OT+E+OL	FOLGE/NÄCHSTER + KURZ + FORTSETZEN	NONE	NONE	0	als nächstes kurz fortsetzen	1	1	A3_LEFT_RADIAL_SLOT_13	lies den registrierten Werkstattwert dieses Registers
SF0288	otoar	ASTRO_ONLY	OT+AR	FOLGE/NÄCHSTER + QUELLE	NONE	NONE	0	nächste Quelle	1	1	A3_RIGHT_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0289	otochedy	ASTRO_ONLY	OT+CHD	FOLGE/NÄCHSTER + UMSETZEN	NONE	NONE	0	Folge + Umsetzen	1	1	A2_STAR_STATION_27	lies den registrierten Werkstattwert dieses Registers
SF0290	otody	ASTRO_ONLY	OT	FOLGE/NÄCHSTER	NONE	NONE	0	naechster Platz oder folgende Bedingung	1	1	A3_LEFT_RADIAL_SLOT_09	lies den registrierten Werkstattwert dieses Registers
SF0291	otokeeey	ASTRO_ONLY	OT+OK	FOLGE/NÄCHSTER + AKTIVIEREN/ANSETZEN	NONE	NONE	0	Folge + Aktivieren	1	1	A3_LEFT_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0292	otol	PROSE_AND_ASTRO	OT+OL	FOLGE/NÄCHSTER + FORTSETZEN	MC053	danach fortsetzen	1	danach im selben Ring oder Band fortsetzen	1	1	A2_STAR_STATION_17	lies gemeinsamen Kern; Besitzer/Register liefert lokale Expansion
SF0293	otoldos	ASTRO_ONLY	OT+OL	FOLGE/NÄCHSTER + FORTSETZEN	NONE	NONE	0	als nächstes fortsetzen; lokaler DOS-Status	1	1	A1_LEFT_LOCAL_FIELD_38	lies den registrierten Werkstattwert dieses Registers
SF0294	otolor	ASTRO_ONLY	OT+OL+OR	FOLGE/NÄCHSTER + FORTSETZEN + SATZ/ANSATZ	NONE	NONE	0	Folge + Fortsetzen + Ansatz/Satz	1	1	A1_LEFT_OUTER_STAR_STATION_11	lies den registrierten Werkstattwert dieses Registers
SF0295	otoly	ASTRO_ONLY	OT+OL+Y	FOLGE/NÄCHSTER + FORTSETZEN + AKTUELLER POSTEN	NONE	NONE	0	diese Fortsetzung als nächste nehmen	1	1	A3_RIGHT_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0296	otor	ASTRO_ONLY	OT+OR	FOLGE/NÄCHSTER + SATZ/ANSATZ	NONE	NONE	0	nächster Satz	2	2	A2_LEFT_PANEL_HEADER|A2_STAR_STATION_18	lies den registrierten Werkstattwert dieses Registers
SF0297	otshey	ASTRO_ONLY	OT	FOLGE/NÄCHSTER	NONE	NONE	0	naechster Platz oder folgende Bedingung + abgelesener oder freigegebener Wert	1	1	A2_STAR_STATION_06	lies den registrierten Werkstattwert dieses Registers
SF0298	oty	ASTRO_ONLY	OT	FOLGE/NÄCHSTER	NONE	NONE	0	Teilsektor oder Untereintrag	1	1	A3_LEFT_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0299	otydy	ASTRO_ONLY	OT	FOLGE/NÄCHSTER	NONE	NONE	0	Teilsektor oder Untereintrag	1	1	A2_STAR_STATION_07	lies den registrierten Werkstattwert dieses Registers
SF0300	otykchs	ASTRO_ONLY	OT+KCH	FOLGE/NÄCHSTER + BEARBEITEN	NONE	NONE	0	Folge + Bearbeiten	1	1	A2_STAR_STATION_16	lies den registrierten Werkstattwert dieses Registers
SF0301	otys	ASTRO_ONLY	OT	FOLGE/NÄCHSTER	NONE	NONE	0	Teilsektor oder Untereintrag	1	1	A2_STAR_STATION_11	lies den registrierten Werkstattwert dieses Registers
SF0302	otytchol	PROSE_ONLY	OT+TY+OL	FOLGE/NÄCHSTER + TEIL + FORTSETZEN	MC069	naechsten Teilposten weiterfuehren	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0303	oygy	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	aktueller Grundgrad	1	1	A2_CENTRAL_LEGEND_UNRESOLVED	lies den registrierten Werkstattwert dieses Registers
SF0304	oykchor	PROSE_ONLY	Y+KCH+OR	AKTUELLER POSTEN + BEARBEITEN + SATZ/ANSATZ	MC027	aktuellen Ansatz bearbeiten	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0305	pchedal	PROSE_ONLY	P+CHD+AL	P + UMSETZEN + ZIEL	MC126	Einlass	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0306	pchedy	PROSE_ONLY	P+CHD+CLOSE	P + UMSETZEN + CLOSE	MC070	einführen; Schluss	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0307	qcthey	PROSE_ONLY	CTH+E+Y	BEREIT + KURZ + AKTUELLER POSTEN	MC073	kurz bereithalten	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0308	qear	ASTRO_ONLY	AR	QUELLE	NONE	NONE	0	Ausgangssektor, Ursprung oder Bezugswert	1	1	A2_CENTRAL_LEGEND_UNRESOLVED	lies den registrierten Werkstattwert dieses Registers
SF0309	qekey	PROSE_ONLY	KCH+E+Y	BEARBEITEN + KURZ + AKTUELLER POSTEN	MC052	aktuellen Posten kurz bearbeiten	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0310	qeykeey	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	lange oder volle Diagrammstufe	1	1	A1_RIGHT_OUTER_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0311	qkoy	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	neue Grundklasse	1	1	A1_LEFT_OUTER_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0312	qocheey	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	abgelesener oder freigegebener Wert	1	1	A2_RIGHT_PANEL_HEADER	lies den registrierten Werkstattwert dieses Registers
SF0313	qockhey	PROSE_ONLY	OK+CKH+E+Y	AKTIVIEREN/ANSETZEN + DURCHLAUF + KURZ + AKTUELLER POSTEN	MC165	kurzen Durchlauf ansetzen	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0314	qockhy	ASTRO_ONLY	CKH	DURCHLAUF	NONE	NONE	0	durch Sektor, Ring oder Pruefweg fuehren	1	1	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	lies den registrierten Werkstattwert dieses Registers
SF0315	qoctholy	PROSE_ONLY	CTH+OL+Y	BEREIT + FORTSETZEN + AKTUELLER POSTEN	MC115	bereiten Posten weiterfuehren	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0316	qofair	ASTRO_ONLY	AIR	LAUF/BAHN	NONE	NONE	0	Himmels-, Ring- oder Zeigerlauf	1	1	A1_LEFT_OUTER_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0317	qokaiin	PROSE_ONLY	OK+AIIN	AKTIVIEREN/ANSETZEN + SOLLWERT	MC120	auf Sollmaß einstellen	8	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0318	qokain	PROSE_ONLY	OK+AIN	AKTIVIEREN/ANSETZEN + PORTION	MC017	eine Portion zugeben	4	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0319	qokal	PROSE_ONLY	OK+AL	AKTIVIEREN/ANSETZEN + ZIEL	MC040	dort ansetzen	4	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0320	qokaly	PROSE_ONLY	OK+AL+Y	AKTIVIEREN/ANSETZEN + ZIEL + AKTUELLER POSTEN	MC054	dies dort ansetzen	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0321	qokar	PROSE_ONLY	OK+AR	AKTIVIEREN/ANSETZEN + QUELLE	MC044	daraus ansetzen	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0322	qokchdy	PROSE_ONLY	OK+CHD+CLOSE	AKTIVIEREN/ANSETZEN + UMSETZEN + CLOSE	MC088	Umsetzung ansetzen; Schluss	3	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0323	qokchedy	PROSE_ONLY	OK+CHD+CLOSE	AKTIVIEREN/ANSETZEN + UMSETZEN + CLOSE	MC005	angesetzten Inhalt überführen; Schluss	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0324	qokchy	PROSE_ONLY	OK+Y	AKTIVIEREN/ANSETZEN + AKTUELLER POSTEN	MC103	Posten zur Weiterbearbeitung ansetzen	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0325	qokedy	PROSE_ONLY	OK+E+CLOSE	AKTIVIEREN/ANSETZEN + KURZ + CLOSE	MC083	kurz ansetzen; Schluss	8	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0326	qokeedal	PROSE_ONLY	OK+EE+AL	AKTIVIEREN/ANSETZEN + LÄNGER + ZIEL	MC096	dort länger halten	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0327	qokeedy	PROSE_ONLY	OK+EE+CLOSE	AKTIVIEREN/ANSETZEN + LÄNGER + CLOSE	MC082	länger ansetzen; Schluss	10	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0328	qokeeedy	PROSE_AND_ASTRO	OK+EEE+CLOSE	AKTIVIEREN/ANSETZEN + VOLL + CLOSE	MC140	vollständig ansetzen; Schluss	1	vollstaendig setzen und den Eintrag schliessen	1	1	A2_MIDDLE_PANEL_HEADER	lies gemeinsamen Kern; Besitzer/Register liefert lokale Expansion
SF0329	qokeeody	ASTRO_ONLY	OK	AKTIVIEREN/ANSETZEN	NONE	NONE	0	Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe	1	1	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	lies den registrierten Werkstattwert dieses Registers
SF0330	qokeey	PROSE_ONLY	OK+EE+Y	AKTIVIEREN/ANSETZEN + LÄNGER + AKTUELLER POSTEN	MC002	länger ansetzen	6	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0331	qokeochy	ASTRO_ONLY	OK	AKTIVIEREN/ANSETZEN	NONE	NONE	0	Diagrammposten setzen oder aktivieren	1	1	A1_RIGHT_OUTER_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0332	qokey	PROSE_ONLY	OK+E+Y	AKTIVIEREN/ANSETZEN + KURZ + AKTUELLER POSTEN	MC007	kurz ansetzen	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0333	qokoaiin	ASTRO_ONLY	OK+AIIN	AKTIVIEREN/ANSETZEN + SOLLWERT	NONE	NONE	0	Aktivieren + Sollwert/Maß	1	1	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	lies den registrierten Werkstattwert dieses Registers
SF0334	qokokchy	PROSE_ONLY	OK+OK+Y	AKTIVIEREN/ANSETZEN + AKTIVIEREN/ANSETZEN + AKTUELLER POSTEN	MC015	erneut ansetzen	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0335	qokol	PROSE_ONLY	OK+OL	AKTIVIEREN/ANSETZEN + FORTSETZEN	MC024	Fortsetzung ansetzen	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0336	qokshedy	PROSE_ONLY	OK+SHED+CLOSE	AKTIVIEREN/ANSETZEN + ABSETZEN + CLOSE	MC151	Absetzgang ansetzen; Schluss	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0337	qoky	PROSE_ONLY	OK+Y	AKTIVIEREN/ANSETZEN + AKTUELLER POSTEN	MC026	aktuellen Posten ansetzen	7	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0338	qokylddy	PROSE_ONLY	OK+Y+LDDY	AKTIVIEREN/ANSETZEN + AKTUELLER POSTEN + LDDY	MC164	aktuellen Posten befestigen; Schluss	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0339	qol	PROSE_ONLY	OL	FORTSETZEN	MC153	fortsetzen	3	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0340	qolchedy	PROSE_ONLY	OL+CHD+CLOSE	FORTSETZEN + UMSETZEN + CLOSE	MC028	weiterüberführen; Schluss	2	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0341	qolchey	PROSE_ONLY	OL+Y	FORTSETZEN + AKTUELLER POSTEN	MC162	diesen Posten weiterfuehren	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0342	qolkain	PROSE_ONLY	OL+AIN	FORTSETZEN + PORTION	MC097	weitere Portion	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0343	qolky	PROSE_ONLY	OL	FORTSETZEN	MC134	auf dem Arbeitsweg weiterleiten	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0344	qopchy	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	neuer Paarbezug	1	1	A1_LEFT_LOCAL_FIELD_18	lies den registrierten Werkstattwert dieses Registers
SF0345	qotair	ASTRO_ONLY	OT+AIR	FOLGE/NÄCHSTER + LAUF/BAHN	NONE	NONE	0	NÄCHSTER LAUF/NÄCHSTE BAHN	1	1	A3_RIGHT_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0346	qotal	PROSE_ONLY	OT+AL	FOLGE/NÄCHSTER + ZIEL	MC093	danach dorthin	2	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0347	qotchedy	PROSE_ONLY	OT+CHD+CLOSE	FOLGE/NÄCHSTER + UMSETZEN + CLOSE	MC057	nächsten Posten überführen; Schluss	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0348	qotchol	PROSE_ONLY	OT+OL	FOLGE/NÄCHSTER + FORTSETZEN	MC163	danach weiterfuehren	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0349	qotchor	PROSE_ONLY	OT+OR	FOLGE/NÄCHSTER + SATZ/ANSATZ	MC013	Folgeansatz	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0350	qotchy	PROSE_ONLY	OT+Y	FOLGE/NÄCHSTER + AKTUELLER POSTEN	MC107	anschließender Arbeitsposten	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0351	qotedaiin	PROSE_ONLY	OT+E+AIIN	FOLGE/NÄCHSTER + KURZ + SOLLWERT	MC018	kurzes Folgemass	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0352	qoteedy	PROSE_ONLY	OT+EE+CLOSE	FOLGE/NÄCHSTER + LÄNGER + CLOSE	MC173	lange Folge; Schluss	2	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0353	qoteor	ASTRO_ONLY	OT+E+OR	FOLGE/NÄCHSTER + KURZ + SATZ/ANSATZ	NONE	NONE	0	nächsten Satz kurz nehmen	1	1	A3_RIGHT_WHEEL_RING_TEXT	lies den registrierten Werkstattwert dieses Registers
SF0354	qotoear	ASTRO_ONLY	OT+E+AR	FOLGE/NÄCHSTER + KURZ + QUELLE	NONE	NONE	0	nächste Quelle kurz nehmen	1	1	A1_LEFT_OUTER_STAR_STATION_01	lies den registrierten Werkstattwert dieses Registers
SF0355	qsg	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	neuer Nebengrad	1	1	A1_LEFT_LOCAL_FIELD_43	lies den registrierten Werkstattwert dieses Registers
SF0356	r	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	Bezugswert	1	1	A1_LEFT_LOCAL_FIELD_27	lies den registrierten Werkstattwert dieses Registers
SF0357	ral	PROSE_ONLY	AL	ZIEL	MC056	zur Zielstelle	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0358	raly	PROSE_ONLY	AL+Y	ZIEL + AKTUELLER POSTEN	MC046	diesen Posten dorthin	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0359	rol	PROSE_ONLY	OL	FORTSETZEN	MC016	vom vorigen Gang weiterführen	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0360	ror	ASTRO_ONLY	OR	SATZ/ANSATZ	NONE	NONE	0	Bedingungs-, Tabellen- oder Wahlansatz	1	1	A2_RIGHT_PANEL_HEADER	lies den registrierten Werkstattwert dieses Registers
SF0361	rsheal	PROSE_ONLY	SH+E+AL	SH + KURZ + ZIEL	MC102	kurz am Ziel ruhen	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0362	rshedy	PROSE_ONLY	WASH+CLOSE	WASH + CLOSE	MC084	Waschgang abschließen	1	NONE	0	0	NONE	lies den registrierten Werkstattwert dieses Registers
SF0363	s	ASTRO_ONLY	NONE	GELERNTES LOKALES GANZWORT	NONE	NONE	0	Nebenwert	4	4	A1_RIGHT_PHASE_STATION_01|A1_RIGHT_PHASE_STATION_06|A1_RIGHT_RING_BAND_01|A1_RIGHT_SECTOR_SLOT_01	lies den registrierten Werkstattwert dieses Registers
