statement_id	record_unit_id	page	loci	field_ids	event_ids	event_count	surface_sequence	owner_slot	owner_mode	link_select_slot	source_item_slot	quantity_slot	operation_slot	medium_flow_slot	target_slot	state_grade_slot	close_slot	event_slot_sequence	cell_count	work_cell_packets	inheritance_and_omission_note	line_continuity	concrete_german_reading
B2-S004	B2	f82r	f82r.2|f82r.3	F048|F049	E172|E173|E174|E175|E176	5	qokal · lcheckhy · lched · qokeey · lcheckhedy	aktuelle lokale Becken- oder Gerätestation auf f82r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	qokeey=den laufenden Posten anhaltend in Kontakt halten	GEERBT: kein neues Maß	qokal=an der Zielstelle einsetzen | lcheckhy=zweite Öffnung | lched=hinausführen | qokeey=den laufenden Posten anhaltend in Kontakt halten	lched=hinausführen	qokal=an der Zielstelle einsetzen	qokeey=den laufenden Posten anhaltend in Kontakt halten | lcheckhedy=klar seihen; Ende	lcheckhedy=klar seihen; Ende	E172{OPERATION+TARGET} > E173{OPERATION} > E174{OPERATION+FLOW_TRANSFER} > E175{OWNER_ITEM+OPERATION+STATE_GRADE} > E176{STATE_GRADE+CLOSE}	2	Z1[E172:qokal{OPERATION+TARGET} > E173:lcheckhy{OPERATION} > E174:lched{OPERATION+FLOW_TRANSFER}] || Z2[E175:qokeey{OWNER_ITEM+OPERATION+STATE_GRADE} > E176:lcheckhedy{STATE_GRADE+CLOSE}]	QUANTITY=GEERBT: kein neues Maß	CROSSES_PHYSICAL_LINE	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: An der Zielstelle einsetzen; zweite Öffnung; hinausführen; den laufenden Posten anhaltend in Kontakt halten; klar seihen; Ende.
B2-S005	B2	f82r	f82r.3|f82r.4	F050|F051	E177|E178|E179|E180|E181|E182|E183|E184	8	qokaly · solkaiin · chckhy · qokaiin · qokaiin · octheol · chkeey · ldy	aktuelle lokale Becken- oder Gerätestation auf f82r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	qokaly=den laufenden Posten an der Zielstelle einsetzen	qokaiin=auf das vorgeschriebene Maß einstellen | qokaiin=auf das vorgeschriebene Maß einstellen	qokaly=den laufenden Posten an der Zielstelle einsetzen | solkaiin=durch Tuch | chckhy=durch verbundenen Lauf | qokaiin=auf das vorgeschriebene Maß einstellen | qokaiin=auf das vorgeschriebene Maß einstellen | octheol=gleiche Einstellung | chkeey=breites Gefäß	AUSGELASSEN: kein eigener Lauf	qokaly=den laufenden Posten an der Zielstelle einsetzen	AUSGELASSEN: örtlicher Zustand	ldy=abziehen; Ende	E177{OWNER_ITEM+OPERATION+TARGET} > E178{OPERATION} > E179{OPERATION} > E180{QUANTITY+OPERATION} > E181{QUANTITY+OPERATION} > E182{OPERATION} > E183{OPERATION} > E184{CLOSE}	2	Z1[E177:qokaly{OWNER_ITEM+OPERATION+TARGET} > E178:solkaiin{OPERATION} > E179:chckhy{OPERATION} > E180:qokaiin{QUANTITY+OPERATION}] || Z2[E181:qokaiin{QUANTITY+OPERATION} > E182:octheol{OPERATION} > E183:chkeey{OPERATION} > E184:ldy{CLOSE}]	MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	CROSSES_PHYSICAL_LINE	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: Den laufenden Posten an der Zielstelle einsetzen; durch Tuch; durch verbundenen Lauf; auf das vorgeschriebene Maß einstellen; auf das vorgeschriebene Maß einstellen; gleiche Einstellung; breites Gefäß; abziehen; Ende.
B2-S006	B2	f82r	f82r.4	F052	E185|E186|E187|E188	4	oteey · qokal · sheckhy · qoky	aktuelle lokale Becken- oder Gerätestation auf f82r	LOCAL_STATION_OWNER_INHERITED	oteey=den laufenden Posten danach anhaltend einwirken lassen	oteey=den laufenden Posten danach anhaltend einwirken lassen | qoky=den laufenden Posten anwenden oder in Arbeit nehmen	GEERBT: kein neues Maß	qokal=an der Zielstelle einsetzen | sheckhy=über der Stelle | qoky=den laufenden Posten anwenden oder in Arbeit nehmen	AUSGELASSEN: kein eigener Lauf	qokal=an der Zielstelle einsetzen	oteey=den laufenden Posten danach anhaltend einwirken lassen	OFFEN: nächste Arbeitszelle darf fortführen	E185{OWNER_ITEM+STATE_GRADE} > E186{OPERATION+TARGET} > E187{OPERATION} > E188{OWNER_ITEM+OPERATION}	1	Z1[E185:oteey{OWNER_ITEM+STATE_GRADE} > E186:qokal{OPERATION+TARGET} > E187:sheckhy{OPERATION} > E188:qoky{OWNER_ITEM+OPERATION}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; CLOSE=OFFEN: nächste Arbeitszelle darf fortführen	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: Den laufenden Posten danach anhaltend einwirken lassen; an der Zielstelle einsetzen; über der Stelle; den laufenden Posten anwenden oder in Arbeit nehmen.
B2-S007	B2	f82r	f82r.7	F053	E189	1	dshedy	aktuelle lokale Becken- oder Gerätestation auf f82r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	dshedy=sauberes Wasser zugeben; Schluss	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	dshedy=sauberes Wasser zugeben; Schluss	E189{OPERATION+CLOSE}	1	Z1[E189:dshedy{OPERATION+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: Sauberes Wasser zugeben; Schluss.
B2-S008	B2	f82r	f82r.7	F054	E190|E191|E192	3	sotaiin · qokar · shedy	aktuelle lokale Becken- oder Gerätestation auf f82r	LOCAL_STATION_OWNER_INHERITED	sotaiin=das nächste Maß	qokar=daraus in den Arbeitsgang nehmen	sotaiin=das nächste Maß	qokar=daraus in den Arbeitsgang nehmen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	shedy=kurz oder gewöhnlich ruhen lassen; Schluss	shedy=kurz oder gewöhnlich ruhen lassen; Schluss	E190{QUANTITY} > E191{SOURCE+OPERATION} > E192{STATE_GRADE+CLOSE}	1	Z1[E190:sotaiin{QUANTITY} > E191:qokar{SOURCE+OPERATION} > E192:shedy{STATE_GRADE+CLOSE}]	MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: Das nächste Maß; daraus in den Arbeitsgang nehmen; kurz oder gewöhnlich ruhen lassen; Schluss.
B2-S009	B2	f82r	f82r.7	F055	E193	1	solshedy	aktuelle lokale Becken- oder Gerätestation auf f82r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	ELLIPTISCH: auswählen, zuordnen oder fortsetzen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	solshedy=warm halten; Ende	solshedy=warm halten; Ende	E193{STATE_GRADE+CLOSE}	1	Z1[E193:solshedy{STATE_GRADE+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: Warm halten; Ende.
B2-S010	B2	f82r	f82r.7	F056	E194|E195|E196|E197	4	qokeey · qoky · ls · cheey	aktuelle lokale Becken- oder Gerätestation auf f82r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	qokeey=den laufenden Posten anhaltend in Kontakt halten | qoky=den laufenden Posten anwenden oder in Arbeit nehmen	GEERBT: kein neues Maß	qokeey=den laufenden Posten anhaltend in Kontakt halten | qoky=den laufenden Posten anwenden oder in Arbeit nehmen | ls=erste Öffnung	cheey=klare Flüssigkeit	GEERBT: lokale Arbeitsstelle	qokeey=den laufenden Posten anhaltend in Kontakt halten	OFFEN: nächste Arbeitszelle darf fortführen	E194{OWNER_ITEM+OPERATION+STATE_GRADE} > E195{OWNER_ITEM+OPERATION} > E196{OPERATION} > E197{FLOW_TRANSFER}	1	Z1[E194:qokeey{OWNER_ITEM+OPERATION+STATE_GRADE} > E195:qoky{OWNER_ITEM+OPERATION} > E196:ls{OPERATION} > E197:cheey{FLOW_TRANSFER}]	QUANTITY=GEERBT: kein neues Maß; TARGET=GEERBT: lokale Arbeitsstelle; CLOSE=OFFEN: nächste Arbeitszelle darf fortführen	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: Den laufenden Posten anhaltend in Kontakt halten; den laufenden Posten anwenden oder in Arbeit nehmen; erste Öffnung; klare Flüssigkeit.
B2-S011	B2	f82r	f82r.19	F057	E198|E199|E200|E201	4	okain · char · okain · qokeedy	aktuelle lokale Becken- oder Gerätestation auf f82r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	char=aus demselben Vorrat	okain=eine Portion zugeben | okain=eine Portion zugeben	okain=eine Portion zugeben | okain=eine Portion zugeben | qokeedy=eintauchen oder einweichen und den Schritt abschließen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	qokeedy=eintauchen oder einweichen und den Schritt abschließen	E198{QUANTITY+OPERATION} > E199{SOURCE} > E200{QUANTITY+OPERATION} > E201{OPERATION+CLOSE}	1	Z1[E198:okain{QUANTITY+OPERATION} > E199:char{SOURCE} > E200:okain{QUANTITY+OPERATION} > E201:qokeedy{OPERATION+CLOSE}]	MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: Eine Portion zugeben; aus demselben Vorrat; eine Portion zugeben; eintauchen oder einweichen und den Schritt abschließen.
B2-S012	B2	f82r	f82r.19|f82r.23	F058|F059	E202|E203|E204|E205|E206|E207|E208|E209	8	lchy · cheey · qcthey · qokeey · lcheey · daiin · chey · qokeeedy	aktuelle lokale Becken- oder Gerätestation auf f82r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	lchy=den flüssigen Anteil des laufenden Postens abziehen | qcthey=den laufenden Posten bereit halten | qokeey=den laufenden Posten anhaltend in Kontakt halten | chey=der laufende Posten; dies oder es	daiin=vorgeschriebenes Maß	qokeey=den laufenden Posten anhaltend in Kontakt halten | qokeeedy=vollständig durchtränken und den Schritt abschließen	cheey=klare Flüssigkeit | qokeeedy=vollständig durchtränken und den Schritt abschließen	lcheey=benetzte Körperstelle	qcthey=den laufenden Posten bereit halten | qokeey=den laufenden Posten anhaltend in Kontakt halten	qokeeedy=vollständig durchtränken und den Schritt abschließen	E202{OWNER_ITEM} > E203{FLOW_TRANSFER} > E204{OWNER_ITEM+STATE_GRADE} > E205{OWNER_ITEM+OPERATION+STATE_GRADE} > E206{TARGET} > E207{QUANTITY} > E208{OWNER_ITEM} > E209{OPERATION+FLOW_TRANSFER+CLOSE}	2	Z1[E202:lchy{OWNER_ITEM}] || Z2[E203:cheey{FLOW_TRANSFER} > E204:qcthey{OWNER_ITEM+STATE_GRADE} > E205:qokeey{OWNER_ITEM+OPERATION+STATE_GRADE} > E206:lcheey{TARGET} > E207:daiin{QUANTITY} > E208:chey{OWNER_ITEM} > E209:qokeeedy{OPERATION+FLOW_TRANSFER+CLOSE}]	ALLE BENÖTIGTEN SLOTS LOKAL GESETZT	CROSSES_PHYSICAL_LINE	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: Den flüssigen Anteil des laufenden Postens abziehen; klare Flüssigkeit; den laufenden Posten bereit halten; den laufenden Posten anhaltend in Kontakt halten; benetzte Körperstelle; vorgeschriebenes Maß; der laufende Posten; dies oder es; vollständig durchtränken und den Schritt abschließen.
B2-S013	B2	f82r	f82r.23	F060	E210	1	lchedy	aktuelle lokale Becken- oder Gerätestation auf f82r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	lchedy=hinausführen; Schluss	lchedy=hinausführen; Schluss	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	lchedy=hinausführen; Schluss	E210{OPERATION+FLOW_TRANSFER+CLOSE}	1	Z1[E210:lchedy{OPERATION+FLOW_TRANSFER+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: Hinausführen; Schluss.
B2-S014	B2	f82r	f82r.23	F061	E211	1	lar	aktuelle lokale Becken- oder Gerätestation auf f82r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	lar=unterer Ablauf	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	OFFEN: nächste Arbeitszelle darf fortführen	E211{OPERATION}	1	Z1[E211:lar{OPERATION}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand; CLOSE=OFFEN: nächste Arbeitszelle darf fortführen	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: Unterer Ablauf.
B2-S015	B2	f82r	f82r.26	F062	E212|E213	2	tshey · qokeedy	aktuelle lokale Becken- oder Gerätestation auf f82r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	tshey=Spülung beginnen | qokeedy=eintauchen oder einweichen und den Schritt abschließen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	qokeedy=eintauchen oder einweichen und den Schritt abschließen	E212{OPERATION} > E213{OPERATION+CLOSE}	1	Z1[E212:tshey{OPERATION} > E213:qokeedy{OPERATION+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: Spülung beginnen; eintauchen oder einweichen und den Schritt abschließen.
B2-S016	B2	f82r	f82r.26|f82r.27	F063|F064	E214|E215|E216|E217|E218|E219|E220|E221	8	cheal · lchedar · ches · aiin · oteey · qokaiin · okey · pchedy	aktuelle lokale Becken- oder Gerätestation auf f82r	LOCAL_STATION_OWNER_INHERITED	oteey=den laufenden Posten danach anhaltend einwirken lassen	lchedar=aus der Quelle hinausführen | ches=gleiche Anteile | oteey=den laufenden Posten danach anhaltend einwirken lassen | okey=den laufenden Posten kurz anlegen oder benetzen	aiin=vorgeschriebenes Maß | qokaiin=auf das vorgeschriebene Maß einstellen	lchedar=aus der Quelle hinausführen | qokaiin=auf das vorgeschriebene Maß einstellen | okey=den laufenden Posten kurz anlegen oder benetzen | pchedy=hineinführen; Schluss	lchedar=aus der Quelle hinausführen | pchedy=hineinführen; Schluss	cheal=Zielstelle	oteey=den laufenden Posten danach anhaltend einwirken lassen | okey=den laufenden Posten kurz anlegen oder benetzen	pchedy=hineinführen; Schluss	E214{TARGET} > E215{SOURCE+OPERATION+FLOW_TRANSFER} > E216{OWNER_ITEM} > E217{QUANTITY} > E218{OWNER_ITEM+STATE_GRADE} > E219{QUANTITY+OPERATION} > E220{OWNER_ITEM+OPERATION+STATE_GRADE} > E221{OPERATION+FLOW_TRANSFER+CLOSE}	2	Z1[E214:cheal{TARGET} > E215:lchedar{SOURCE+OPERATION+FLOW_TRANSFER} > E216:ches{OWNER_ITEM} > E217:aiin{QUANTITY} > E218:oteey{OWNER_ITEM+STATE_GRADE} > E219:qokaiin{QUANTITY+OPERATION} > E220:okey{OWNER_ITEM+OPERATION+STATE_GRADE}] || Z2[E221:pchedy{OPERATION+FLOW_TRANSFER+CLOSE}]	ALLE BENÖTIGTEN SLOTS LOKAL GESETZT	CROSSES_PHYSICAL_LINE	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: Zielstelle; aus der Quelle hinausführen; gleiche Anteile; vorgeschriebenes Maß; den laufenden Posten danach anhaltend einwirken lassen; auf das vorgeschriebene Maß einstellen; den laufenden Posten kurz anlegen oder benetzen; hineinführen; Schluss.
B2-S017	B2	f82r	f82r.27	F065	E222|E223	2	rsheal · daldy	aktuelle lokale Becken- oder Gerätestation auf f82r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	ELLIPTISCH: auswählen, zuordnen oder fortsetzen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	rsheal=warmes Wasser	daldy=zweite Öffnung; Ende	E222{STATE_GRADE} > E223{CLOSE}	1	Z1[E222:rsheal{STATE_GRADE} > E223:daldy{CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: Warmes Wasser; zweite Öffnung; Ende.
B2-S018	B2	f82r	f82r.27	F066	E224	1	qokeedy	aktuelle lokale Becken- oder Gerätestation auf f82r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	qokeedy=eintauchen oder einweichen und den Schritt abschließen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	qokeedy=eintauchen oder einweichen und den Schritt abschließen	E224{OPERATION+CLOSE}	1	Z1[E224:qokeedy{OPERATION+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: Eintauchen oder einweichen und den Schritt abschließen.
B2-S019	B2	f82r	f82r.27	F067	E225	1	rshedy	aktuelle lokale Becken- oder Gerätestation auf f82r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	ELLIPTISCH: auswählen, zuordnen oder fortsetzen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	rshedy=Teil als Waschung; Schluss	E225{CLOSE}	1	Z1[E225:rshedy{CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: Teil als Waschung; Schluss.
B2-S020	B2	f82r	f82r.27	F068	E226	1	qoteedy	aktuelle lokale Becken- oder Gerätestation auf f82r	LOCAL_STATION_OWNER_INHERITED	qoteedy=danach anhaltend einwirken lassen und abschließen	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	ELLIPTISCH: auswählen, zuordnen oder fortsetzen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	qoteedy=danach anhaltend einwirken lassen und abschließen	E226{CLOSE}	1	Z1[E226:qoteedy{CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: Danach anhaltend einwirken lassen und abschließen.
B2-S021	B2	f82r	f82r.27	F069	E227	1	qokeedy	aktuelle lokale Becken- oder Gerätestation auf f82r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	qokeedy=eintauchen oder einweichen und den Schritt abschließen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	qokeedy=eintauchen oder einweichen und den Schritt abschließen	E227{OPERATION+CLOSE}	1	Z1[E227:qokeedy{OPERATION+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: Eintauchen oder einweichen und den Schritt abschließen.
B2-S022	B2	f82r	f82r.27	F070	E228	1	lochedy	aktuelle lokale Becken- oder Gerätestation auf f82r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	lochedy=den Rest hinausführen; Schluss	lochedy=den Rest hinausführen; Schluss	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	lochedy=den Rest hinausführen; Schluss	E228{OPERATION+FLOW_TRANSFER+CLOSE}	1	Z1[E228:lochedy{OPERATION+FLOW_TRANSFER+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: Den Rest hinausführen; Schluss.
B3-S001	B3	f83r	f83r.3	F071	E229	1	olkeedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	ELLIPTISCH: auswählen, zuordnen oder fortsetzen	AUSGELASSEN: kein eigener Lauf	olkeedy=an der Sammelstelle stehen oder absetzen lassen; Schluss	olkeedy=an der Sammelstelle stehen oder absetzen lassen; Schluss	olkeedy=an der Sammelstelle stehen oder absetzen lassen; Schluss	E229{TARGET+STATE_GRADE+CLOSE}	1	Z1[E229:olkeedy{TARGET+STATE_GRADE+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: An der Sammelstelle stehen oder absetzen lassen; Schluss.
B3-S002	B3	f83r	f83r.3	F072	E230|E231	2	qotal · chkeedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	qotal=danach zur Zielstelle	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	ELLIPTISCH: auswählen, zuordnen oder fortsetzen	AUSGELASSEN: kein eigener Lauf	qotal=danach zur Zielstelle	AUSGELASSEN: örtlicher Zustand	chkeedy=vollständig benetzen; Ende	E230{TARGET} > E231{CLOSE}	1	Z1[E230:qotal{TARGET} > E231:chkeedy{CLOSE}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Danach zur Zielstelle; vollständig benetzen; Ende.
B3-S003	B3	f83r	f83r.3	F073	E232|E233|E234|E235	4	chey · daiin · chey · lchedy	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	chey=der laufende Posten; dies oder es | chey=der laufende Posten; dies oder es	daiin=vorgeschriebenes Maß	lchedy=hinausführen; Schluss	lchedy=hinausführen; Schluss	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	lchedy=hinausführen; Schluss	E232{OWNER_ITEM} > E233{QUANTITY} > E234{OWNER_ITEM} > E235{OPERATION+FLOW_TRANSFER+CLOSE}	1	Z1[E232:chey{OWNER_ITEM} > E233:daiin{QUANTITY} > E234:chey{OWNER_ITEM} > E235:lchedy{OPERATION+FLOW_TRANSFER+CLOSE}]	TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Der laufende Posten; dies oder es; vorgeschriebenes Maß; der laufende Posten; dies oder es; hinausführen; Schluss.
B3-S004	B3	f83r	f83r.3	F074	E236|E237|E238	3	qokaiin · qotal · dar	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	LOCAL_STATION_OWNER_INHERITED	qotal=danach zur Zielstelle	dar=aus demselben Vorrat	qokaiin=auf das vorgeschriebene Maß einstellen	qokaiin=auf das vorgeschriebene Maß einstellen	AUSGELASSEN: kein eigener Lauf	qotal=danach zur Zielstelle	AUSGELASSEN: örtlicher Zustand	OFFEN: nächste Arbeitszelle darf fortführen	E236{QUANTITY+OPERATION} > E237{TARGET} > E238{SOURCE}	1	Z1[E236:qokaiin{QUANTITY+OPERATION} > E237:qotal{TARGET} > E238:dar{SOURCE}]	MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; STATE_GRADE=AUSGELASSEN: örtlicher Zustand; CLOSE=OFFEN: nächste Arbeitszelle darf fortführen	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Auf das vorgeschriebene Maß einstellen; danach zur Zielstelle; aus demselben Vorrat.
