source_group_id	unit_id	page	visible_surface	clause_shape_id	source_slots	workshop_vernacular_clause	latin_formulary_clause	tabular_notation_clause	historical_mechanism	concrete_value_source
E171	B2-S003	f82r	qokeedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	OPERA USQUE / FIAT: länger ansetzen; Schluss.	OP+GR | länger ansetzen; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E172	B2-S004	f82r	qokal	C04	ACTION>TARGET	Führe es an der bezeichneten Stelle aus: dort ansetzen.	AD LOCUM: dort ansetzen.	OP+AD | dort ansetzen.	medizinisches oder technisches Ziel aus Bild und laufendem Record	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E173	B2-S004	f82r	lcheckhy	C01	LEARNED_OR_LOCAL_BODY>ACTION>REFERENT	Setze die gelernte Fachkarte: Ausgangsdurchlass.	NOMEN: Ausgangsdurchlass.	N | Ausgangsdurchlass.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E174	B2-S004	f82r	lched	C01	LEARNED_OR_LOCAL_BODY>ACTION	Setze die gelernte Fachkarte: abführen.	NOMEN: abführen.	N | abführen.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E175	B2-S004	f82r	qokeey	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen.	OPERA USQUE / FIAT: länger ansetzen.	OP+GR | länger ansetzen.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E176	B2-S004	f82r	lcheckhedy	C01	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE	Setze die gelernte Fachkarte: abseihen; Schluss.	NOMEN: abseihen; Schluss.	N | abseihen; Schluss.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E177	B2-S005	f82r	qokaly	C04	ACTION>TARGET>REFERENT	Führe es an der bezeichneten Stelle aus: dies dort ansetzen.	AD LOCUM: dies dort ansetzen.	OP+AD | dies dort ansetzen.	medizinisches oder technisches Ziel aus Bild und laufendem Record	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E178	B2-S005	f82r	solkaiin	C06	ACTION>QUANTITY_OR_STAGE	Führe es in der angegebenen Portion oder Stufe aus: bis Sollmass sammeln.	OPERA AD MENSURAM / GRADUM: bis Sollmass sammeln.	OP+Q | bis Sollmass sammeln.	Apothekermaß, Anteil oder Arbeitsstufe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E179	B2-S005	f82r	chckhy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: durchleiten.	HOC OPERA: durchleiten.	OP+HOC | durchleiten.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E180	B2-S005	f82r	qokaiin	C06	ACTION>QUANTITY_OR_STAGE	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.	OPERA AD MENSURAM / GRADUM: auf Sollmaß einstellen.	OP+Q | auf Sollmaß einstellen.	Apothekermaß, Anteil oder Arbeitsstufe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E181	B2-S005	f82r	qokaiin	C06	ACTION>QUANTITY_OR_STAGE	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.	OPERA AD MENSURAM / GRADUM: auf Sollmaß einstellen.	OP+Q | auf Sollmaß einstellen.	Apothekermaß, Anteil oder Arbeitsstufe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E182	B2-S005	f82r	octheol	C02	ORDER>ACTION	Danach oder in demselben Gang: bereitgestellten Gang fortsetzen.	DEINDE / IDEM: bereitgestellten Gang fortsetzen.	ORD | bereitgestellten Gang fortsetzen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E183	B2-S005	f82r	chkeey	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: diesen Posten länger warm halten.	OPERA USQUE / FIAT: diesen Posten länger warm halten.	OP+GR | diesen Posten länger warm halten.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E184	B2-S005	f82r	ldy	C01	LEARNED_OR_LOCAL_BODY>CLOSE	Setze die gelernte Fachkarte: abziehen; Ende.	NOMEN: abziehen; Ende.	N | abziehen; Ende.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E185	B2-S006	f82r	oteey	C02	ORDER>GRADE>REFERENT	Danach oder in demselben Gang: langer Folgeposten.	DEINDE / IDEM: langer Folgeposten.	ORD | langer Folgeposten.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E186	B2-S006	f82r	qokal	C04	ACTION>TARGET	Führe es an der bezeichneten Stelle aus: dort ansetzen.	AD LOCUM: dort ansetzen.	OP+AD | dort ansetzen.	medizinisches oder technisches Ziel aus Bild und laufendem Record	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E187	B2-S006	f82r	sheckhy	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: kurz durchleiten.	OPERA USQUE / FIAT: kurz durchleiten.	OP+GR | kurz durchleiten.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E188	B2-S006	f82r	qoky	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	HOC OPERA: aktuellen Posten ansetzen.	OP+HOC | aktuellen Posten ansetzen.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E189	B2-S007	f82r	dshedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen; Schluss.	OPERA USQUE / FIAT: kurz absetzen; Schluss.	OP+GR | kurz absetzen; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E190	B2-S008	f82r	sotaiin	C02	ORDER>QUANTITY_OR_STAGE	Danach oder in demselben Gang: Folgemaß.	DEINDE / IDEM: Folgemaß.	ORD | Folgemaß.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E191	B2-S008	f82r	qokar	C05	ACTION>SOURCE_OR_PREPARATION	Führe es aus dem Vorrat oder am Ansatz aus: daraus ansetzen.	EX MATERIA / IN PRAEPARATIONE: daraus ansetzen.	OP+EX | daraus ansetzen.	Rezeptquelle oder laufende Zubereitung als geerbtes Argument	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E192	B2-S008	f82r	shedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	OPERA USQUE / FIAT: kurz absetzen lassen; Schluss.	OP+GR | kurz absetzen lassen; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E193	B2-S009	f82r	solshedy	C02	ORDER>ACTION>CLOSE	Danach oder in demselben Gang: weiter absetzen; Schluss.	DEINDE / IDEM: weiter absetzen; Schluss.	ORD | weiter absetzen; Schluss.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E194	B2-S010	f82r	qokeey	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen.	OPERA USQUE / FIAT: länger ansetzen.	OP+GR | länger ansetzen.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E195	B2-S010	f82r	qoky	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	HOC OPERA: aktuellen Posten ansetzen.	OP+HOC | aktuellen Posten ansetzen.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E196	B2-S010	f82r	ls	C01	LEARNED_OR_LOCAL_BODY	Setze die gelernte Fachkarte: Durchlassöffnung.	NOMEN: Durchlassöffnung.	N | Durchlassöffnung.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E197	B2-S010	f82r	cheey	C01	LEARNED_OR_LOCAL_BODY	Setze die gelernte Fachkarte: klarer Auszug.	NOMEN: klarer Auszug.	N | klarer Auszug.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E198	B2-S011	f82r	okain	C06	ACTION>QUANTITY_OR_STAGE	Führe es in der angegebenen Portion oder Stufe aus: eine Portion zugeben.	OPERA AD MENSURAM / GRADUM: eine Portion zugeben.	OP+Q | eine Portion zugeben.	Apothekermaß, Anteil oder Arbeitsstufe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E199	B2-S011	f82r	char	C09	SOURCE_OR_PREPARATION	Nenne Quelle, Lauf, Auszug oder Ansatz: aus dem Ansatz.	EX / LIQUOR / PRAEPARATIO: aus dem Ansatz.	SRC | aus dem Ansatz.	Stoff- und Zwischenproduktfeld der Rezept- oder Werkstattprosa	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E200	B2-S011	f82r	okain	C06	ACTION>QUANTITY_OR_STAGE	Führe es in der angegebenen Portion oder Stufe aus: eine Portion zugeben.	OPERA AD MENSURAM / GRADUM: eine Portion zugeben.	OP+Q | eine Portion zugeben.	Apothekermaß, Anteil oder Arbeitsstufe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E201	B2-S011	f82r	qokeedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	OPERA USQUE / FIAT: länger ansetzen; Schluss.	OP+GR | länger ansetzen; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E202	B2-S012	f82r	lchy	C01	LEARNED_OR_LOCAL_BODY>REFERENT	Setze die gelernte Fachkarte: abziehen.	NOMEN: abziehen.	N | abziehen.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E203	B2-S012	f82r	cheey	C01	LEARNED_OR_LOCAL_BODY	Setze die gelernte Fachkarte: klarer Auszug.	NOMEN: klarer Auszug.	N | klarer Auszug.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E204	B2-S012	f82r	qcthey	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: kurz bereithalten.	OPERA USQUE / FIAT: kurz bereithalten.	OP+GR | kurz bereithalten.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E205	B2-S012	f82r	qokeey	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen.	OPERA USQUE / FIAT: länger ansetzen.	OP+GR | länger ansetzen.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E206	B2-S012	f82r	lcheey	C01	LEARNED_OR_LOCAL_BODY	Setze die gelernte Fachkarte: Klarlauf abfuehren.	NOMEN: Klarlauf abfuehren.	N | Klarlauf abfuehren.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E207	B2-S012	f82r	daiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Sollmaß.	MENSURA / PORTIO / GRADUS: Sollmaß.	Q | Sollmaß.	Zahl-, Gewichts-, ana- oder Stufenfeld	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E208	B2-S012	f82r	chey	C12	REFERENT	Nimm diesen Posten wieder auf: dieser Posten.	HOC / IDEM: dieser Posten.	REF | dieser Posten.	verkürzte Anapher oder residuale Kurzform	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E209	B2-S012	f82r	qokeeedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: vollständig ansetzen; Schluss.	OPERA USQUE / FIAT: vollständig ansetzen; Schluss.	OP+GR | vollständig ansetzen; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E210	B2-S013	f82r	lchedy	C01	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE	Setze die gelernte Fachkarte: abführen; Schluss.	NOMEN: abführen; Schluss.	N | abführen; Schluss.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E211	B2-S014	f82r	lar	C01	LEARNED_OR_LOCAL_BODY>SOURCE_OR_PREPARATION	Setze die gelernte Fachkarte: von dort abfuehren.	NOMEN: von dort abfuehren.	N | von dort abfuehren.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E212	B2-S015	f82r	tshey	C01	LEARNED_OR_LOCAL_BODY	Setze die gelernte Fachkarte: Klarlauf zugeben.	NOMEN: Klarlauf zugeben.	N | Klarlauf zugeben.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E213	B2-S015	f82r	qokeedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	OPERA USQUE / FIAT: länger ansetzen; Schluss.	OP+GR | länger ansetzen; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E214	B2-S016	f82r	cheal	C11	TARGET	Setze die bezeichnete Zielstelle: dorthin.	AD LOCUM DESIGNATUM: dorthin.	AD | dorthin.	Bild-, Gefäß-, Körper- oder Stationsadresse	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E215	B2-S016	f82r	lchedar	C01	LEARNED_OR_LOCAL_BODY>ACTION>SOURCE_OR_PREPARATION	Setze die gelernte Fachkarte: von dort abführen.	NOMEN: von dort abführen.	N | von dort abführen.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E216	B2-S016	f82r	ches	C08	ACTION	Führe die Handlung aus; schließe nur bei Endkarte: teilen.	OPERA; CLAUDE SI SIGNATUM: teilen.	OP(+FIN) | teilen.	kurze Imperativklausel mit optionalem lokalem Abschlusszeichen	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E217	B2-S016	f82r	aiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Sollmaß.	MENSURA / PORTIO / GRADUS: Sollmaß.	Q | Sollmaß.	Zahl-, Gewichts-, ana- oder Stufenfeld	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E218	B2-S016	f82r	oteey	C02	ORDER>GRADE>REFERENT	Danach oder in demselben Gang: langer Folgeposten.	DEINDE / IDEM: langer Folgeposten.	ORD | langer Folgeposten.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E219	B2-S016	f82r	qokaiin	C06	ACTION>QUANTITY_OR_STAGE	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.	OPERA AD MENSURAM / GRADUM: auf Sollmaß einstellen.	OP+Q | auf Sollmaß einstellen.	Apothekermaß, Anteil oder Arbeitsstufe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E220	B2-S016	f82r	okey	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: kurz ansetzen.	OPERA USQUE / FIAT: kurz ansetzen.	OP+GR | kurz ansetzen.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E221	B2-S016	f82r	pchedy	C01	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE	Setze die gelernte Fachkarte: einführen; Schluss.	NOMEN: einführen; Schluss.	N | einführen; Schluss.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E222	B2-S017	f82r	rsheal	C03	ACTION>TARGET>GRADE	Führe aus und beachte Dauer oder Endpunkt: kurz am Ziel ruhen.	OPERA USQUE / FIAT: kurz am Ziel ruhen.	OP+GR | kurz am Ziel ruhen.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E223	B2-S017	f82r	daldy	C11	TARGET>CLOSE	Setze die bezeichnete Zielstelle: Nebenoeffnung; Schluss.	AD LOCUM DESIGNATUM: Nebenoeffnung; Schluss.	AD | Nebenoeffnung; Schluss.	Bild-, Gefäß-, Körper- oder Stationsadresse	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E224	B2-S018	f82r	qokeedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	OPERA USQUE / FIAT: länger ansetzen; Schluss.	OP+GR | länger ansetzen; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E225	B2-S019	f82r	rshedy	C08	ACTION>CLOSE	Führe die Handlung aus; schließe nur bei Endkarte: Waschgang abschließen.	OPERA; CLAUDE SI SIGNATUM: Waschgang abschließen.	OP(+FIN) | Waschgang abschließen.	kurze Imperativklausel mit optionalem lokalem Abschlusszeichen	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E226	B2-S020	f82r	qoteedy	C02	ORDER>GRADE>CLOSE	Danach oder in demselben Gang: lange Folge; Schluss.	DEINDE / IDEM: lange Folge; Schluss.	ORD | lange Folge; Schluss.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E227	B2-S021	f82r	qokeedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	OPERA USQUE / FIAT: länger ansetzen; Schluss.	OP+GR | länger ansetzen; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E228	B2-S022	f82r	lochedy	C01	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE	Setze die gelernte Fachkarte: Rest abfuehren; Schluss.	NOMEN: Rest abfuehren; Schluss.	N | Rest abfuehren; Schluss.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E229	B3-S001	f83r	olkeedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: länger sammeln; Schluss.	OPERA USQUE / FIAT: länger sammeln; Schluss.	OP+GR | länger sammeln; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E230	B3-S002	f83r	qotal	C02	ORDER>TARGET	Danach oder in demselben Gang: danach dorthin.	DEINDE / IDEM: danach dorthin.	ORD | danach dorthin.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E231	B3-S002	f83r	chkeedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: länger wärmen; Schluss.	OPERA USQUE / FIAT: länger wärmen; Schluss.	OP+GR | länger wärmen; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E232	B3-S003	f83r	chey	C12	REFERENT	Nimm diesen Posten wieder auf: dieser Posten.	HOC / IDEM: dieser Posten.	REF | dieser Posten.	verkürzte Anapher oder residuale Kurzform	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E233	B3-S003	f83r	daiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Sollmaß.	MENSURA / PORTIO / GRADUS: Sollmaß.	Q | Sollmaß.	Zahl-, Gewichts-, ana- oder Stufenfeld	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E234	B3-S003	f83r	chey	C12	REFERENT	Nimm diesen Posten wieder auf: dieser Posten.	HOC / IDEM: dieser Posten.	REF | dieser Posten.	verkürzte Anapher oder residuale Kurzform	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E235	B3-S003	f83r	lchedy	C01	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE	Setze die gelernte Fachkarte: abführen; Schluss.	NOMEN: abführen; Schluss.	N | abführen; Schluss.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E236	B3-S004	f83r	qokaiin	C06	ACTION>QUANTITY_OR_STAGE	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.	OPERA AD MENSURAM / GRADUM: auf Sollmaß einstellen.	OP+Q | auf Sollmaß einstellen.	Apothekermaß, Anteil oder Arbeitsstufe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E237	B3-S004	f83r	qotal	C02	ORDER>TARGET	Danach oder in demselben Gang: danach dorthin.	DEINDE / IDEM: danach dorthin.	ORD | danach dorthin.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E238	B3-S004	f83r	dar	C09	SOURCE_OR_PREPARATION	Nenne Quelle, Lauf, Auszug oder Ansatz: aus dem Ansatz.	EX / LIQUOR / PRAEPARATIO: aus dem Ansatz.	SRC | aus dem Ansatz.	Stoff- und Zwischenproduktfeld der Rezept- oder Werkstattprosa	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E239	B3-S005	f83r	schedy	C08	ACTION>CLOSE	Führe die Handlung aus; schließe nur bei Endkarte: Posten überführen; Schluss.	OPERA; CLAUDE SI SIGNATUM: Posten überführen; Schluss.	OP(+FIN) | Posten überführen; Schluss.	kurze Imperativklausel mit optionalem lokalem Abschlusszeichen	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E240	B3-S006	f83r	chedchy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: diesen Posten überführen.	HOC OPERA: diesen Posten überführen.	OP+HOC | diesen Posten überführen.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E241	B3-S006	f83r	qokal	C04	ACTION>TARGET	Führe es an der bezeichneten Stelle aus: dort ansetzen.	AD LOCUM: dort ansetzen.	OP+AD | dort ansetzen.	medizinisches oder technisches Ziel aus Bild und laufendem Record	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E242	B3-S006	f83r	olchedy	C02	ORDER>ACTION>CLOSE	Danach oder in demselben Gang: weiterüberführen; Schluss.	DEINDE / IDEM: weiterüberführen; Schluss.	ORD | weiterüberführen; Schluss.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E243	B3-S007	f83r	qokaiin	C06	ACTION>QUANTITY_OR_STAGE	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.	OPERA AD MENSURAM / GRADUM: auf Sollmaß einstellen.	OP+Q | auf Sollmaß einstellen.	Apothekermaß, Anteil oder Arbeitsstufe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E244	B3-S007	f83r	chedy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	HOC OPERA: laufenden Posten umsetzen.	OP+HOC | laufenden Posten umsetzen.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E245	B3-S007	f83r	qokeedy	C03	ACTION>GRADE>CLOSE	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	OPERA USQUE / FIAT: länger ansetzen; Schluss.	OP+GR | länger ansetzen; Schluss.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E246	B3-S008	f83r	lchedy	C01	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE	Setze die gelernte Fachkarte: abführen; Schluss.	NOMEN: abführen; Schluss.	N | abführen; Schluss.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E247	B3-S009	f83r	qoky	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	HOC OPERA: aktuellen Posten ansetzen.	OP+HOC | aktuellen Posten ansetzen.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E248	B3-S010	f83r	pchedal	C01	LEARNED_OR_LOCAL_BODY>ACTION>TARGET	Setze die gelernte Fachkarte: Einlass.	NOMEN: Einlass.	N | Einlass.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E249	B3-S010	f83r	otedy	C02	ORDER>GRADE>CLOSE	Danach oder in demselben Gang: kurze Folge; Schluss.	DEINDE / IDEM: kurze Folge; Schluss.	ORD | kurze Folge; Schluss.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E250	B3-S011	f83r	shecthedchy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: bereiten Posten umsetzen.	HOC OPERA: bereiten Posten umsetzen.	OP+HOC | bereiten Posten umsetzen.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E251	B3-S011	f83r	qoky	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	HOC OPERA: aktuellen Posten ansetzen.	OP+HOC | aktuellen Posten ansetzen.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E252	B3-S011	f83r	chedy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	HOC OPERA: laufenden Posten umsetzen.	OP+HOC | laufenden Posten umsetzen.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E253	B3-S011	f83r	chary	C09	SOURCE_OR_PREPARATION>REFERENT	Nenne Quelle, Lauf, Auszug oder Ansatz: aus diesem Posten.	EX / LIQUOR / PRAEPARATIO: aus diesem Posten.	SRC | aus diesem Posten.	Stoff- und Zwischenproduktfeld der Rezept- oder Werkstattprosa	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
