fusion_unit_order	fusion_unit_id	statement_id	record_unit_id	page	field_ids	final_owner_status	final_owner	final_owner_noun_de	primary_noun_source	owner_expanded_literal_clause_de
170	FU170	B3-S015	B3	f83r	F085	INHERITED_VISIBLE_OWNER	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere f83r-Randfigur im korbartigen Gefäß	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=abführen→umsetzen; Schluss
171	FU171	B3-S016	B3	f83r	F086	INHERITED_VISIBLE_OWNER	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	untere f83r-Randfigur im korbartigen Gefäß	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=abführen
172	FU172	B3-S016	B3	f83r	F087	CREATIVE_REGISTER_BATCH	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=ansetzen→umsetzen; Schluss
173	FU173	B3-S017	B3	f83r	F088	CREATIVE_REGISTER_BATCH	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=ansetzen; Grad=länger; Schluss
174	FU174	B3-S018	B3	f83r	F089	CREATIVE_REGISTER_BATCH	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=absetzen; Grad=kurz; Schluss
175	FU175	B3-S019	B3	f83r	F090	CREATIVE_REGISTER_BATCH	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=ansetzen→absetzen; Schluss
176	FU176	B3-S020	B3	f83r	F091	CREATIVE_REGISTER_BATCH	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=abführen→umsetzen; Ziel=gesetzt; Schluss
177	FU177	B3-S021	B3	f83r	F092	CREATIVE_REGISTER_BATCH	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=ansetzen; Wert=Sollmaß
178	FU178	B3-S021	B3	f83r	F092	CREATIVE_REGISTER_BATCH	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=bereithalten; Posten=Posten; Ziel=gesetzt; Zustand=bereit
179	FU179	B3-S021	B3	f83r	F093	CREATIVE_REGISTER_BATCH	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=absetzen; Ziel=gesetzt; Wert=Sollmaß
180	FU180	B3-S021	B3	f83r	F093	CREATIVE_REGISTER_BATCH	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=bereithalten; Posten=Posten; Grad=kurz; Zustand=bereit
181	FU181	B3-S021	B3	f83r	F093	CREATIVE_REGISTER_BATCH	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=bereithalten; Posten=Posten; Ziel=gesetzt; Zustand=bereit
182	FU182	B3-S021	B3	f83r	F093	CREATIVE_REGISTER_BATCH	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=umsetzen; Ziel=gesetzt; Schluss
183	FU183	B3-S022	B3	f83r	F094	CREATIVE_REGISTER_BATCH	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=folgen→umsetzen; Reihenfolge=danach; Schluss
184	FU184	B3-S023	B3	f83r	F095	CREATIVE_REGISTER_BATCH	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=abführen→umsetzen; Schluss
185	FU185	B3-S024	B3	f83r	F096	CREATIVE_REGISTER_BATCH	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=umsetzen; Schluss
186	FU186	B3-S025	B3	f83r	F097	CREATIVE_REGISTER_BATCH	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=ansetzen→umsetzen; Schluss
187	FU187	B3-S026	B3	f83r	F098	CREATIVE_REGISTER_BATCH	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=umsetzen; Quelle=gesetzt
188	FU188	B3-S026	B3	f83r	F098	CREATIVE_REGISTER_BATCH	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=absetzen; Wert=Sollmaß
189	FU189	B3-S026	B3	f83r	F098	CREATIVE_REGISTER_BATCH	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=umsetzen; Posten=Posten
190	FU190	B3-S026	B3	f83r	F098	CREATIVE_REGISTER_BATCH	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=ansetzen; Wert=Anteil
191	FU191	B3-S026	B3	f83r	F098	CREATIVE_REGISTER_BATCH	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Am Besitzer örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock: Vorgang=bereithalten; Posten=Posten; Zustand=bereit
192	FU192	B3-S026	B3	f83r	F098|F099	FORWARD_TO_NEXT_DIRECT_OWNER	B3_MAIN_ARCH_LINKED_PAIR_WITH_INCOMING_BATCH	eingehender Ansatz für das sichtbar gekoppelte Hauptpaar	TEXT_NAMES_OBJECT__OWNER_LIMITS_REFERENT	Am Besitzer eingehender Ansatz für das sichtbar gekoppelte Hauptpaar: Vorgang=sammeln; Posten=Ansatz; Ziel=gesetzt; Grad=länger; Schluss
193	FU193	B3-S027	B3	f83r	F100	INHERITED_VISIBLE_OWNER	B3_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=folgen; Reihenfolge=danach; Grad=länger; Schluss
194	FU194	B3-S028	B3	f83r	F101	INHERITED_VISIBLE_OWNER	B3_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten; Grad=länger
195	FU195	B3-S028	B3	f83r	F101	INHERITED_VISIBLE_OWNER	B3_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Grad=kurz; Schluss
196	FU196	B3-S029	B3	f83r	F102	INHERITED_VISIBLE_OWNER	B3_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=weiterführen; Reihenfolge=weiter; Posten=Teil; Grad=vollständig
197	FU197	B3-S029	B3	f83r	F102	INHERITED_VISIBLE_OWNER	B3_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Grad=kurz; Schluss
198	FU198	B3-S030	B3	f83r	F103	INHERITED_VISIBLE_OWNER	B3_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten; Wert=Sollmaß
199	FU199	B3-S030	B3	f83r	F104	INHERITED_VISIBLE_OWNER	B3_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=folgen→umsetzen; Reihenfolge=danach; Lauf=gesetzt; Schluss
200	FU200	B3-S031	B3	f83r	F105	INHERITED_VISIBLE_OWNER	B3_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Grad=länger; Schluss
201	FU201	B3-S032	B3	f83r	F106	INHERITED_VISIBLE_OWNER	B3_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=umsetzen; Wert=Anteil
202	FU202	B3-S032	B3	f83r	F106	INHERITED_VISIBLE_OWNER	B3_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=umsetzen→folgen; Reihenfolge=danach; Posten=Posten; Wert=Sollmaß; Grad=kurz; Schluss
203	FU203	B3-S033	B3	f83r	F107	INHERITED_VISIBLE_OWNER	B3_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=abführen; Schluss
204	FU204	B3-S034	B3	f83r	F108	INHERITED_VISIBLE_OWNER	B3_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=bereithalten; Posten=Posten; Wert=Stufe; Zustand=bereit
205	FU205	B3-S034	B3	f83r	F108	INHERITED_VISIBLE_OWNER	B3_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=teilen; Posten=Teil
206	FU206	B3-S034	B3	f83r	F108	INHERITED_VISIBLE_OWNER	B3_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=folgen→absetzen; Reihenfolge=danach; Posten=Posten; Ziel=gesetzt; Wert=Sollmaß; Grad=kurz; Schluss
207	FU207	B4-S001	B4	f83r	F109	DIRECT_VISIBLE_OWNER	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Grad=länger; Schluss
208	FU208	B4-S002	B4	f83r	F110	INHERITED_VISIBLE_OWNER	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=weiterführen; Reihenfolge=weiter; Posten=Posten
209	FU209	B4-S002	B4	f83r	F110	INHERITED_VISIBLE_OWNER	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten; Grad=länger
210	FU210	B4-S002	B4	f83r	F110	INHERITED_VISIBLE_OWNER	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Grad=kurz; Schluss
211	FU211	B4-S003	B4	f83r	F111	INHERITED_VISIBLE_OWNER	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=umsetzen; Posten=Posten
212	FU212	B4-S003	B4	f83r	F111|F112	INHERITED_VISIBLE_OWNER	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=folgen→ansetzen; Reihenfolge=danach; Posten=Posten; Ziel=gesetzt; Grad=länger
213	FU213	B4-S003	B4	f83r	F112	INHERITED_VISIBLE_OWNER	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten
214	FU214	B4-S003	B4	f83r	F112	INHERITED_VISIBLE_OWNER	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen; Reihenfolge=weiter
215	FU215	B4-S003	B4	f83r	F112	INHERITED_VISIBLE_OWNER	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=absetzen; Grad=kurz; Schluss
216	FU216	B4-S004	B4	f83r	F113	INHERITED_VISIBLE_OWNER	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten
217	FU217	B4-S005	B4	f83r	F114	INHERITED_VISIBLE_OWNER	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	TEXT_NAMES_OBJECT__OWNER_LIMITS_REFERENT	Vorgang=umsetzen; Posten=Tuch+Posten
218	FU218	B4-S005	B4	f83r	F114	INHERITED_VISIBLE_OWNER	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Grad=länger; Schluss
219	FU219	B4-S006	B4	f83r	F115	INHERITED_VISIBLE_OWNER	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=trennen; Schluss
220	FU220	B4-S007	B4	f83r	F116	INHERITED_VISIBLE_OWNER	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=trennen; Schluss
221	FU221	B4-S008	B4	f83r	F117	INHERITED_VISIBLE_OWNER	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=wärmen; Posten=Posten; Wert=Sollmaß; Grad=länger
222	FU222	B4-S008	B4	f83r	F117	INHERITED_VISIBLE_OWNER	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=halten; Posten=Posten; Grad=länger
223	FU223	B4-S008	B4	f83r	F117	INHERITED_VISIBLE_OWNER	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Grad=kurz; Schluss
224	FU224	B4-S009	B4	f83r	F118	INHERITED_VISIBLE_OWNER	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=absetzen; Grad=kurz; Schluss
225	FU225	B4-S010	B4	f83r	F119	INHERITED_VISIBLE_OWNER	B4_MAIN_ARCH_LINKED_PAIR	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen; Reihenfolge=weiter; Schluss
226	FU226	B4-S011	B4	f83r	F120	DIRECT_VISIBLE_OWNER	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke Hauptstation mit blauem Unterlauf und offenen Fransen	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=wärmen; Posten=Posten; Wert=Sollmaß; Grad=kurz
227	FU227	B4-S011	B4	f83r	F120	DIRECT_VISIBLE_OWNER	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke Hauptstation mit blauem Unterlauf und offenen Fransen	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen→weiterführen; Reihenfolge=weiter; Grad=länger
228	FU228	B4-S011	B4	f83r	F120	DIRECT_VISIBLE_OWNER	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke Hauptstation mit blauem Unterlauf und offenen Fransen	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Wert=Anteil
229	FU229	B4-S011	B4	f83r	F120	DIRECT_VISIBLE_OWNER	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke Hauptstation mit blauem Unterlauf und offenen Fransen	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=umsetzen; Posten=Posten
230	FU230	B4-S011	B4	f83r	F121	INHERITED_VISIBLE_OWNER	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke Hauptstation mit blauem Unterlauf und offenen Fransen	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen; Reihenfolge=weiter
231	FU231	B4-S011	B4	f83r	F121	INHERITED_VISIBLE_OWNER	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke Hauptstation mit blauem Unterlauf und offenen Fransen	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=abführen; Grad=kurz; Schluss
232	FU232	B4-S012	B4	f83r	F122	INHERITED_VISIBLE_OWNER	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke Hauptstation mit blauem Unterlauf und offenen Fransen	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=abführen→umsetzen; Schluss
233	FU233	B4-S013	B4	f83r	F123	INHERITED_VISIBLE_OWNER	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke Hauptstation mit blauem Unterlauf und offenen Fransen	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen→weiterführen; Reihenfolge=weiter
234	FU234	B4-S013	B4	f83r	F123	INHERITED_VISIBLE_OWNER	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke Hauptstation mit blauem Unterlauf und offenen Fransen	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=absetzen; Grad=kurz; Schluss
235	FU235	B4-S014	B4	f83r	F124	INHERITED_VISIBLE_OWNER	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke Hauptstation mit blauem Unterlauf und offenen Fransen	TEXT_NAMES_OBJECT__OWNER_LIMITS_REFERENT	Vorgang=ansetzen→durchleiten; Posten=Ansatz+Posten; Lauf=gesetzt; Grad=kurz; Schluss
236	FU236	B4-S015	B4	f83r	F125	INHERITED_VISIBLE_OWNER	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke Hauptstation mit blauem Unterlauf und offenen Fransen	TEXT_NAMES_OBJECT__OWNER_LIMITS_REFERENT	Vorgang=ansetzen; Posten=Ergebnis; Wert=Anteil; Zustand=Ergebnis
237	FU237	B4-S015	B4	f83r	F125	INHERITED_VISIBLE_OWNER	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke Hauptstation mit blauem Unterlauf und offenen Fransen	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=durchleiten; Ziel=gesetzt; Wert=Anteil
238	FU238	B4-S015	B4	f83r	F126	DIRECT_VISIBLE_OWNER	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	rechte Hauptstation mit S-Lauf und blauem Mehrarmknoten	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=sammeln; Posten=Posten; Grad=kurz
239	FU239	B4-S015	B4	f83r	F126	DIRECT_VISIBLE_OWNER	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	rechte Hauptstation mit S-Lauf und blauem Mehrarmknoten	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=abführen→umsetzen; Schluss
240	FU240	B4-S016	B4	f83r	F127	INHERITED_VISIBLE_OWNER	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	rechte Hauptstation mit S-Lauf und blauem Mehrarmknoten	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen; Reihenfolge=weiter; Ziel=gesetzt; Wert=Anteil
241	FU241	B4-S016	B4	f83r	F128	INHERITED_VISIBLE_OWNER	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	rechte Hauptstation mit S-Lauf und blauem Mehrarmknoten	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ausgießen; Quelle=gesetzt
242	FU242	B4-S016	B4	f83r	F128	INHERITED_VISIBLE_OWNER	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	rechte Hauptstation mit S-Lauf und blauem Mehrarmknoten	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=absetzen; Grad=kurz; Schluss
243	FU243	B5-S001	B5	f83r	F129	DIRECT_VISIBLE_OWNER	B5_LEFT_OPEN_FRINGE_STATION	linker offener Endposten der f83r-Hauptstation	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=folgen→umsetzen; Reihenfolge=danach; Schluss
244	FU244	B5-S002	B5	f83r	F130	INHERITED_VISIBLE_OWNER	B5_LEFT_OPEN_FRINGE_STATION	linker offener Endposten der f83r-Hauptstation	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen→umsetzen; Schluss
245	FU245	B5-S003	B5	f83r	F131|F132	INHERITED_VISIBLE_OWNER	B5_LEFT_OPEN_FRINGE_STATION	linker offener Endposten der f83r-Hauptstation	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=absetzen; Ziel=gesetzt
246	FU246	B5-S003	B5	f83r	F132	INHERITED_VISIBLE_OWNER	B5_LEFT_OPEN_FRINGE_STATION	linker offener Endposten der f83r-Hauptstation	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen; Reihenfolge=weiter
247	FU247	B5-S003	B5	f83r	F132	INHERITED_VISIBLE_OWNER	B5_LEFT_OPEN_FRINGE_STATION	linker offener Endposten der f83r-Hauptstation	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=abführen→weiterführen; Reihenfolge=weiter
248	FU248	B5-S003	B5	f83r	F132	INHERITED_VISIBLE_OWNER	B5_LEFT_OPEN_FRINGE_STATION	linker offener Endposten der f83r-Hauptstation	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=umsetzen; Ziel=gesetzt; Wert=Sollmaß
249	FU249	B5-S003	B5	f83r	F133	INHERITED_VISIBLE_OWNER	B5_LEFT_OPEN_FRINGE_STATION	linker offener Endposten der f83r-Hauptstation	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen; Reihenfolge=weiter; Wert=Stufe
250	FU250	B5-S003	B5	f83r	F133	INHERITED_VISIBLE_OWNER	B5_LEFT_OPEN_FRINGE_STATION	linker offener Endposten der f83r-Hauptstation	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=umsetzen; Posten=Posten
251	FU251	B6-S001	B6	f83r	F134	DIRECT_VISIBLE_OWNER	B6_RIGHT_S_RUN_MULTIPORT_STATION	rechter S-Lauf-/Mehrarmknotenposten der f83r-Hauptstation	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=sammeln; Posten=Posten; Grad=länger
