boundary_recovery_id	gdt452_recovery_id	terminal_event_id	terminal_statement_id	terminal_page	terminal_owner_de	stopped_target_recipe	stop_blocked_factor_rules	stop_final_decision	stop_state_preserved	boundary_class	boundary_state_source	boundary_incoming_action	boundary_incoming_argument	boundary_scope_incoming_action	boundary_event_id	boundary_recipe	boundary_next_recipe	boundary_baseline_decision	boundary_recovery_decision	boundary_recovery_route	boundary_blocked_factor_rules	boundary_recovery_status	cross_owner_stop_state_used	meaning_revision	surface_prediction	occurrence_prediction
G453-R0411	G452-R04322	G407-E2022	P1009-S226	f76r	unbebilderter Textabschnitt A5	OK+CHD+CHD+DY	PAIR:CHD>CHD	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E2023	OK+EE+Y	L+CHD+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0412	G452-R04323	G407-E2022	P1009-S226	f76r	unbebilderter Textabschnitt A5	OK+CHD+K+DY	PAIR:CHD>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E2023	OK+EE+Y	L+CHD+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0413	G452-R04324	G407-E2022	P1009-S226	f76r	unbebilderter Textabschnitt A5	OK+CHD+OK+DY	PAIR:CHD>OK	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E2023	OK+EE+Y	L+CHD+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0414	G452-R04325	G407-E2022	P1009-S226	f76r	unbebilderter Textabschnitt A5	OK+CHD+P+DY	PAIR:CHD>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E2023	OK+EE+Y	L+CHD+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0415	G452-R04326	G407-E2022	P1009-S226	f76r	unbebilderter Textabschnitt A5	OK+CHD+R+DY	PAIR:CHD>R	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E2023	OK+EE+Y	L+CHD+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0416	G452-R04327	G407-E2022	P1009-S226	f76r	unbebilderter Textabschnitt A5	OK+CHD+SH+DY	PAIR:CHD>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E2023	OK+EE+Y	L+CHD+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0417	G452-R04328	G407-E2022	P1009-S226	f76r	unbebilderter Textabschnitt A5	OK+CHD+T+DY	PAIR:CHD>T	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E2023	OK+EE+Y	L+CHD+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0418	G452-R04329	G407-E2022	P1009-S226	f76r	unbebilderter Textabschnitt A5	OK+K+S+DY	PAIR:OK>K|PAIR:K>S	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E2023	OK+EE+Y	L+CHD+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0419	G452-R04330	G407-E2022	P1009-S226	f76r	unbebilderter Textabschnitt A5	OK+P+S+DY	PAIR:OK>P|PAIR:P>S	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E2023	OK+EE+Y	L+CHD+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0420	G452-R04331	G407-E2022	P1009-S226	f76r	unbebilderter Textabschnitt A5	OK+R+S+DY	PAIR:OK>R|PAIR:R>S	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E2023	OK+EE+Y	L+CHD+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0421	G452-R04332	G407-E2022	P1009-S226	f76r	unbebilderter Textabschnitt A5	OK+S+S+DY	PAIR:S>S	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E2023	OK+EE+Y	L+CHD+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0422	G452-R04333	G407-E2022	P1009-S226	f76r	unbebilderter Textabschnitt A5	OK+SH+S+DY	PAIR:SH>S	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E2023	OK+EE+Y	L+CHD+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0423	G452-R04334	G407-E2022	P1009-S226	f76r	unbebilderter Textabschnitt A5	OK+T+S+DY	PAIR:OK>T|PAIR:T>S	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E2023	OK+EE+Y	L+CHD+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0424	G452-R04335	G407-E2022	P1009-S226	f76r	unbebilderter Textabschnitt A5	S+CHD+S+DY	PAIR:S>CHD	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E2023	OK+EE+Y	L+CHD+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0425	G452-R04336	G407-E2022	P1009-S226	f76r	unbebilderter Textabschnitt A5	SH+CHD+S+DY	PAIR:SH>CHD	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E2023	OK+EE+Y	L+CHD+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0426	G452-R04369	G407-E1039	P1009-S042	f68r1	mehrteilige Sternstellentafel	CHD+EEE+DY	FOCUS:CHD<-EEE	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CH	Y	NONE	G407-E1040	SH+EE+Y	CH+EE+T+EE+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0427	G452-R04370	G407-E3363	P1009-S473	f82r	mehrere getrennte Bad- und Leitungsstationen	CHD+EEE+DY	FOCUS:CHD<-EEE	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E3364	L+CHD+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0428	G452-R04371	G407-E1039	P1009-S042	f68r1	mehrteilige Sternstellentafel	R+EEE+DY	FOCUS:R<-EEE	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CH	Y	NONE	G407-E1040	SH+EE+Y	CH+EE+T+EE+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0429	G452-R04372	G407-E3363	P1009-S473	f82r	mehrere getrennte Bad- und Leitungsstationen	R+EEE+DY	FOCUS:R<-EEE	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E3364	L+CHD+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0430	G452-R04419	G407-E1478	P1009-S079	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	CH+SH+DY	PAIR:CH>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E1479	Y+T+AIN	CHD+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0431	G452-R04420	G407-E1478	P1009-S079	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	CHD+SH+DY	PAIR:CHD>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E1479	Y+T+AIN	CHD+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0432	G452-R04421	G407-E1478	P1009-S079	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OK+K+DY	PAIR:OK>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E1479	Y+T+AIN	CHD+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0433	G452-R04422	G407-E1478	P1009-S079	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OK+P+DY	PAIR:OK>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E1479	Y+T+AIN	CHD+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0434	G452-R04423	G407-E1478	P1009-S079	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OK+R+DY	PAIR:OK>R	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E1479	Y+T+AIN	CHD+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0435	G452-R04424	G407-E1478	P1009-S079	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OK+T+DY	PAIR:OK>T	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E1479	Y+T+AIN	CHD+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0436	G452-R04425	G407-E1478	P1009-S079	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	SH+SH+DY	PAIR:SH>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E1479	Y+T+AIN	CHD+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0437	G452-R04426	G407-E3483	P1009-S505	f83r	Variantenatlas lokaler Becken und Anwendungen	CH+SH+E+DY	PAIR:CH>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	AIIN	NONE	G407-E3484	CHD+Y	OK+E+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0438	G452-R04427	G407-E3017	P1009-S399	f81v	gemeinsames zweireihiges Badfeld	CH+SH+E+DY	PAIR:CH>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E3018	OT+Y	D_ADDR+AIR+A_ADDR+AM_ADDR	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0439	G452-R04428	G407-E1569	P1009-S104	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	CH+SH+E+DY	PAIR:CH>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E1570	OK+AIN	CHD+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0440	G452-R04429	G407-E1590	P1009-S108	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	CH+SH+E+DY	PAIR:CH>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	S	Y	NONE	G407-E1591	OL	SH+E+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0441	G452-R04430	G407-E3581	P1009-S533	f83r	Variantenatlas lokaler Becken und Anwendungen	CH+SH+E+DY	PAIR:CH>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	SH	Y	NONE	G407-E3582	AL	L+CHD+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0442	G452-R04431	G407-E3483	P1009-S505	f83r	Variantenatlas lokaler Becken und Anwendungen	CHD+SH+E+DY	PAIR:CHD>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	AIIN	NONE	G407-E3484	CHD+Y	OK+E+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0443	G452-R04432	G407-E3017	P1009-S399	f81v	gemeinsames zweireihiges Badfeld	CHD+SH+E+DY	PAIR:CHD>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E3018	OT+Y	D_ADDR+AIR+A_ADDR+AM_ADDR	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0444	G452-R04433	G407-E1569	P1009-S104	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	CHD+SH+E+DY	PAIR:CHD>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E1570	OK+AIN	CHD+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0445	G452-R04434	G407-E1590	P1009-S108	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	CHD+SH+E+DY	PAIR:CHD>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	S	Y	NONE	G407-E1591	OL	SH+E+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0446	G452-R04435	G407-E3581	P1009-S533	f83r	Variantenatlas lokaler Becken und Anwendungen	CHD+SH+E+DY	PAIR:CHD>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	SH	Y	NONE	G407-E3582	AL	L+CHD+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0447	G452-R04436	G407-E3483	P1009-S505	f83r	Variantenatlas lokaler Becken und Anwendungen	OK+K+E+DY	PAIR:OK>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	AIIN	NONE	G407-E3484	CHD+Y	OK+E+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0448	G452-R04437	G407-E3017	P1009-S399	f81v	gemeinsames zweireihiges Badfeld	OK+K+E+DY	PAIR:OK>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E3018	OT+Y	D_ADDR+AIR+A_ADDR+AM_ADDR	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0449	G452-R04438	G407-E1569	P1009-S104	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OK+K+E+DY	PAIR:OK>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E1570	OK+AIN	CHD+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0450	G452-R04439	G407-E1590	P1009-S108	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OK+K+E+DY	PAIR:OK>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	S	Y	NONE	G407-E1591	OL	SH+E+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0451	G452-R04440	G407-E3581	P1009-S533	f83r	Variantenatlas lokaler Becken und Anwendungen	OK+K+E+DY	PAIR:OK>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	SH	Y	NONE	G407-E3582	AL	L+CHD+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0452	G452-R04441	G407-E3483	P1009-S505	f83r	Variantenatlas lokaler Becken und Anwendungen	OK+P+E+DY	PAIR:OK>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	AIIN	NONE	G407-E3484	CHD+Y	OK+E+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0453	G452-R04442	G407-E3017	P1009-S399	f81v	gemeinsames zweireihiges Badfeld	OK+P+E+DY	PAIR:OK>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E3018	OT+Y	D_ADDR+AIR+A_ADDR+AM_ADDR	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0454	G452-R04443	G407-E1569	P1009-S104	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OK+P+E+DY	PAIR:OK>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E1570	OK+AIN	CHD+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0455	G452-R04444	G407-E1590	P1009-S108	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OK+P+E+DY	PAIR:OK>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	S	Y	NONE	G407-E1591	OL	SH+E+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0456	G452-R04445	G407-E3581	P1009-S533	f83r	Variantenatlas lokaler Becken und Anwendungen	OK+P+E+DY	PAIR:OK>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	SH	Y	NONE	G407-E3582	AL	L+CHD+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0457	G452-R04446	G407-E3483	P1009-S505	f83r	Variantenatlas lokaler Becken und Anwendungen	OK+R+E+DY	PAIR:OK>R	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	AIIN	NONE	G407-E3484	CHD+Y	OK+E+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0458	G452-R04447	G407-E3017	P1009-S399	f81v	gemeinsames zweireihiges Badfeld	OK+R+E+DY	PAIR:OK>R	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E3018	OT+Y	D_ADDR+AIR+A_ADDR+AM_ADDR	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0459	G452-R04448	G407-E1569	P1009-S104	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OK+R+E+DY	PAIR:OK>R	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E1570	OK+AIN	CHD+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0460	G452-R04449	G407-E1590	P1009-S108	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OK+R+E+DY	PAIR:OK>R	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	S	Y	NONE	G407-E1591	OL	SH+E+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0461	G452-R04450	G407-E3581	P1009-S533	f83r	Variantenatlas lokaler Becken und Anwendungen	OK+R+E+DY	PAIR:OK>R	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	SH	Y	NONE	G407-E3582	AL	L+CHD+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0462	G452-R04451	G407-E3483	P1009-S505	f83r	Variantenatlas lokaler Becken und Anwendungen	OK+T+E+DY	PAIR:OK>T	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	AIIN	NONE	G407-E3484	CHD+Y	OK+E+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0463	G452-R04452	G407-E3017	P1009-S399	f81v	gemeinsames zweireihiges Badfeld	OK+T+E+DY	PAIR:OK>T	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E3018	OT+Y	D_ADDR+AIR+A_ADDR+AM_ADDR	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0464	G452-R04453	G407-E1569	P1009-S104	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OK+T+E+DY	PAIR:OK>T	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E1570	OK+AIN	CHD+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0465	G452-R04454	G407-E1590	P1009-S108	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	OK+T+E+DY	PAIR:OK>T	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	S	Y	NONE	G407-E1591	OL	SH+E+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0466	G452-R04455	G407-E3581	P1009-S533	f83r	Variantenatlas lokaler Becken und Anwendungen	OK+T+E+DY	PAIR:OK>T	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	SH	Y	NONE	G407-E3582	AL	L+CHD+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0467	G452-R04456	G407-E3483	P1009-S505	f83r	Variantenatlas lokaler Becken und Anwendungen	SH+SH+E+DY	PAIR:SH>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	AIIN	NONE	G407-E3484	CHD+Y	OK+E+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0468	G452-R04457	G407-E3017	P1009-S399	f81v	gemeinsames zweireihiges Badfeld	SH+SH+E+DY	PAIR:SH>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E3018	OT+Y	D_ADDR+AIR+A_ADDR+AM_ADDR	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
