root	working_value_de	global_running_event_id	global_running_ordinal	physical_page	register	locus	source_statement_id	owner_de	surface	component_recipe	card_ordinal	atom_ordinal_in_card	flat_atom_ordinal	leave_one_page_support_class	other_surface_pages	other_recipe_pages	unsupported_adjacent_pairs	working_core_reading_de	semantic_disposition
AL	ZIELORT	G407-E2364	2364	f76r	BIOLOGICAL	f76r.53	P1009-S295	unbebilderter Textabschnitt D	okal	OK+AL	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f18r|f55v|f71v|f72r|f75r|f81r|f81v|f82r|f95v	f18r|f55v|f68r1|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	NONE	SETZEN · ZIELORT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CHD	BEARBEITEN	G407-E2365	2365	f76r	BIOLOGICAL	f76r.53	P1009-S295	unbebilderter Textabschnitt D	chedyl	CHD+Y+L	1	1	1	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	BEARBEITEN · POSTEN · VERBINDUNG	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E2365	2365	f76r	BIOLOGICAL	f76r.53	P1009-S295	unbebilderter Textabschnitt D	chedyl	CHD+Y+L	1	2	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	BEARBEITEN · POSTEN · VERBINDUNG	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
L	VERBINDUNG	G407-E2365	2365	f76r	BIOLOGICAL	f76r.53	P1009-S295	unbebilderter Textabschnitt D	chedyl	CHD+Y+L	1	3	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	BEARBEITEN · POSTEN · VERBINDUNG	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AL	ZIELORT	G407-E2366	2366	f76r	BIOLOGICAL	f76r.54	P1009-S295	unbebilderter Textabschnitt D	dal	AL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f18r|f1r|f56r|f67r2|f71v|f72r|f75r|f77r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	ZIELORT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OR	EINHEIT	G407-E2367	2367	f76r	BIOLOGICAL	f76r.54	P1009-S295	unbebilderter Textabschnitt D	or	OR	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f17r|f18r|f1r|f24v|f55v|f67r2|f71v|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	f10r|f17r|f18r|f1r|f24v|f55v|f67r2|f71v|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	NONE	EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CHD	BEARBEITEN	G407-E2368	2368	f76r	BIOLOGICAL	f76r.54	P1009-S295	unbebilderter Textabschnitt D	chedy	CHD+Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f55v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	f1r|f55v|f56r|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	NONE	BEARBEITEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E2368	2368	f76r	BIOLOGICAL	f76r.54	P1009-S295	unbebilderter Textabschnitt D	chedy	CHD+Y	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f55v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	f1r|f55v|f56r|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	NONE	BEARBEITEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E2369	2369	f76r	BIOLOGICAL	f76r.54	P1009-S295	unbebilderter Textabschnitt D	qolaiin	OL+AIIN	1	1	1	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f17r|f18r|f72r|f75r|f77r|f81r|f88v|f95v	NONE	FORTSETZEN · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIIN	WERT	G407-E2369	2369	f76r	BIOLOGICAL	f76r.54	P1009-S295	unbebilderter Textabschnitt D	qolaiin	OL+AIIN	1	2	2	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f17r|f18r|f72r|f75r|f77r|f81r|f88v|f95v	NONE	FORTSETZEN · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OK	SETZEN	G407-E2370	2370	f76r	BIOLOGICAL	f76r.54	P1009-S295	unbebilderter Textabschnitt D	okedal	OK+AL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f72r	f18r|f55v|f68r1|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	NONE	SETZEN · ZIELORT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AL	ZIELORT	G407-E2370	2370	f76r	BIOLOGICAL	f76r.54	P1009-S295	unbebilderter Textabschnitt D	okedal	OK+AL	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f72r	f18r|f55v|f68r1|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	NONE	SETZEN · ZIELORT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E2371	2371	f76r	BIOLOGICAL	f76r.54	P1009-S295	unbebilderter Textabschnitt D	olchedy	OL+CHD+DY	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f75r|f82r|f83r	f75r|f77r|f81v|f82r|f83r	NONE	FORTSETZEN · BEARBEITEN · SCHLUSS	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CHD	BEARBEITEN	G407-E2371	2371	f76r	BIOLOGICAL	f76r.54	P1009-S295	unbebilderter Textabschnitt D	olchedy	OL+CHD+DY	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f75r|f82r|f83r	f75r|f77r|f81v|f82r|f83r	NONE	FORTSETZEN · BEARBEITEN · SCHLUSS	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CHD	BEARBEITEN	G407-E2372	2372	f76r	BIOLOGICAL	f76r.54	P1009-S296	unbebilderter Textabschnitt D	chdol	CHD+OL	1	1	1	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f82r	NONE	BEARBEITEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E2372	2372	f76r	BIOLOGICAL	f76r.54	P1009-S296	unbebilderter Textabschnitt D	chdol	CHD+OL	1	2	2	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f82r	NONE	BEARBEITEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E2373	2373	f76r	BIOLOGICAL	f76r.54	P1009-S296	unbebilderter Textabschnitt D	olchedy	OL+CHD+DY	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f75r|f82r|f83r	f75r|f77r|f81v|f82r|f83r	NONE	FORTSETZEN · BEARBEITEN · SCHLUSS	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CHD	BEARBEITEN	G407-E2373	2373	f76r	BIOLOGICAL	f76r.54	P1009-S296	unbebilderter Textabschnitt D	olchedy	OL+CHD+DY	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f75r|f82r|f83r	f75r|f77r|f81v|f82r|f83r	NONE	FORTSETZEN · BEARBEITEN · SCHLUSS	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E2374	2374	f76r	BIOLOGICAL	f76r.54	P1009-S297	unbebilderter Textabschnitt D	choly	OL+Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f56r|f72r	f56r|f67r2|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f89r	NONE	FORTSETZEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E2374	2374	f76r	BIOLOGICAL	f76r.54	P1009-S297	unbebilderter Textabschnitt D	choly	OL+Y	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f56r|f72r	f56r|f67r2|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f89r	NONE	FORTSETZEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIIN	WERT	G407-E2375	2375	f76r	BIOLOGICAL	f76r.54	P1009-S297	unbebilderter Textabschnitt D	aiin	AIIN	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f55v|f56r|f67r2|f71v|f72r|f77r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f10r|f11r|f13r|f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E2376	2376	f76r	BIOLOGICAL	f76r.54	P1009-S297	unbebilderter Textabschnitt D	y	Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f11r|f13r|f17r|f18r|f1r|f55v|f56r|f67r2|f72r|f77r|f81r|f81v|f88v|f89r|f95v	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
S	WÄHLEN	G407-E2377	2377	f76r	BIOLOGICAL	f76r.55	P1009-S297	unbebilderter Textabschnitt D	sain	S+AIN	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f17r|f24v|f67r2|f75r|f77r|f81r|f82r|f83r|f89r|f95v	f17r|f24v|f67r2|f75r|f77r|f81r|f82r|f83r|f89r|f95v	NONE	WÄHLEN · ANTEIL	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIN	ANTEIL	G407-E2377	2377	f76r	BIOLOGICAL	f76r.55	P1009-S297	unbebilderter Textabschnitt D	sain	S+AIN	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f17r|f24v|f67r2|f75r|f77r|f81r|f82r|f83r|f89r|f95v	f17r|f24v|f67r2|f75r|f77r|f81r|f82r|f83r|f89r|f95v	NONE	WÄHLEN · ANTEIL	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
SH	HALTEN	G407-E2378	2378	f76r	BIOLOGICAL	f76r.55	P1009-S297	unbebilderter Textabschnitt D	sheey	SH+EE+Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f72r|f77r|f81v|f82r|f83r|f89r	f68r1|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f89r	NONE	HALTEN · GRAD II · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E2378	2378	f76r	BIOLOGICAL	f76r.55	P1009-S297	unbebilderter Textabschnitt D	sheey	SH+EE+Y	1	3	3	EXACT_SURFACE_FROM_OTHER_PAGE	f72r|f77r|f81v|f82r|f83r|f89r	f68r1|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f89r	NONE	HALTEN · GRAD II · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OR	EINHEIT	G407-E2379	2379	f76r	BIOLOGICAL	f76r.55	P1009-S297	unbebilderter Textabschnitt D	or	OR	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f17r|f18r|f1r|f24v|f55v|f67r2|f71v|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	f10r|f17r|f18r|f1r|f24v|f55v|f67r2|f71v|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	NONE	EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AR	AUSGANG	G407-E2380	2380	f76r	BIOLOGICAL	f76r.55	P1009-S297	unbebilderter Textabschnitt D	ar	AR	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f1r|f55v|f67r2|f71v|f72r|f75r|f77r|f81r|f83r|f88r|f89r|f95v	f10r|f1r|f55v|f67r2|f71v|f72r|f75r|f77r|f81r|f82r|f83r|f88r|f89r|f95v	NONE	AUSGANG	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AL	ZIELORT	G407-E2381	2381	f76r	BIOLOGICAL	f76r.55	P1009-S297	unbebilderter Textabschnitt D	al	AL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f55v|f71v|f72r|f75r|f77r|f81r|f81v|f83r|f89r|f95v	f18r|f1r|f55v|f56r|f67r2|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	ZIELORT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E2382	2382	f76r	BIOLOGICAL	f76r.55	P1009-S297	unbebilderter Textabschnitt D	solshey	OL+SH+E+Y	1	1	1	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f81r	NONE	FORTSETZEN · HALTEN · GRAD I · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
SH	HALTEN	G407-E2382	2382	f76r	BIOLOGICAL	f76r.55	P1009-S297	unbebilderter Textabschnitt D	solshey	OL+SH+E+Y	1	2	2	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f81r	NONE	FORTSETZEN · HALTEN · GRAD I · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E2382	2382	f76r	BIOLOGICAL	f76r.55	P1009-S297	unbebilderter Textabschnitt D	solshey	OL+SH+E+Y	1	4	4	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f81r	NONE	FORTSETZEN · HALTEN · GRAD I · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OK	SETZEN	G407-E2383	2383	f76r	BIOLOGICAL	f76r.55	P1009-S298	unbebilderter Textabschnitt D	okeedy	OK+EE+DY	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f55v|f72r|f75r|f81r|f81v|f83r	f55v|f72r|f75r|f77r|f81r|f81v|f82r|f83r	NONE	SETZEN · GRAD II · SCHLUSS	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
L	VERBINDUNG	G407-E2384	2384	f76r	BIOLOGICAL	f76r.55	P1009-S299	unbebilderter Textabschnitt D	ldaiin	L+AIIN	1	1	1	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f77r|f83r	NONE	VERBINDUNG · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIIN	WERT	G407-E2384	2384	f76r	BIOLOGICAL	f76r.55	P1009-S299	unbebilderter Textabschnitt D	ldaiin	L+AIIN	1	2	2	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f77r|f83r	NONE	VERBINDUNG · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E2385	2385	f76r	BIOLOGICAL	f76r.55	P1009-S299	unbebilderter Textabschnitt D	checkhey	CH+E+CH+K+E+Y	1	1	1	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	NEHMEN · GRAD I · NEHMEN · GEBEN · GRAD I · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E2385	2385	f76r	BIOLOGICAL	f76r.55	P1009-S299	unbebilderter Textabschnitt D	checkhey	CH+E+CH+K+E+Y	1	3	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	NEHMEN · GRAD I · NEHMEN · GEBEN · GRAD I · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
K	GEBEN	G407-E2385	2385	f76r	BIOLOGICAL	f76r.55	P1009-S299	unbebilderter Textabschnitt D	checkhey	CH+E+CH+K+E+Y	1	4	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	NEHMEN · GRAD I · NEHMEN · GEBEN · GRAD I · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E2385	2385	f76r	BIOLOGICAL	f76r.55	P1009-S299	unbebilderter Textabschnitt D	checkhey	CH+E+CH+K+E+Y	1	6	6	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	NEHMEN · GRAD I · NEHMEN · GEBEN · GRAD I · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OK	SETZEN	G407-E2386	2386	f76r	BIOLOGICAL	f76r.55	P1009-S299	unbebilderter Textabschnitt D	okedalor	OK+E+D_ADDR+AL+OR	1	1	1	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	SETZEN · GRAD I · HIER · ZIELORT · EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AL	ZIELORT	G407-E2386	2386	f76r	BIOLOGICAL	f76r.55	P1009-S299	unbebilderter Textabschnitt D	okedalor	OK+E+D_ADDR+AL+OR	1	4	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	SETZEN · GRAD I · HIER · ZIELORT · EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OR	EINHEIT	G407-E2386	2386	f76r	BIOLOGICAL	f76r.55	P1009-S299	unbebilderter Textabschnitt D	okedalor	OK+E+D_ADDR+AL+OR	1	5	5	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	SETZEN · GRAD I · HIER · ZIELORT · EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OK	SETZEN	G407-E2387	2387	f76r	BIOLOGICAL	f76r.56	P1009-S299	unbebilderter Textabschnitt D	qokaiin	OK+AIIN	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f55v|f77r|f81v|f82r|f83r|f95v	f17r|f1r|f24v|f55v|f56r|f71v|f72r|f75r|f77r|f81v|f82r|f83r|f88r|f95v	NONE	SETZEN · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIIN	WERT	G407-E2387	2387	f76r	BIOLOGICAL	f76r.56	P1009-S299	unbebilderter Textabschnitt D	qokaiin	OK+AIIN	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f55v|f77r|f81v|f82r|f83r|f95v	f17r|f1r|f24v|f55v|f56r|f71v|f72r|f75r|f77r|f81v|f82r|f83r|f88r|f95v	NONE	SETZEN · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E2388	2388	f76r	BIOLOGICAL	f76r.56	P1009-S299	unbebilderter Textabschnitt D	ol	OL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f18r|f55v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
SH	HALTEN	G407-E2389	2389	f76r	BIOLOGICAL	f76r.56	P1009-S299	unbebilderter Textabschnitt D	shedy	SH+E+DY	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f75r|f77r|f81r|f81v|f82r|f83r|f88v|f95v	f75r|f77r|f81r|f81v|f82r|f83r|f88v|f95v	NONE	HALTEN · GRAD I · SCHLUSS	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OK	SETZEN	G407-E2390	2390	f76r	BIOLOGICAL	f76r.56	P1009-S300	unbebilderter Textabschnitt D	qokeey	OK+EE+Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f56r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f1r|f56r|f68r1|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	SETZEN · GRAD II · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E2390	2390	f76r	BIOLOGICAL	f76r.56	P1009-S300	unbebilderter Textabschnitt D	qokeey	OK+EE+Y	1	3	3	EXACT_SURFACE_FROM_OTHER_PAGE	f56r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f1r|f56r|f68r1|f71v|f72r|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	SETZEN · GRAD II · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OR	EINHEIT	G407-E2391	2391	f76r	BIOLOGICAL	f76r.56	P1009-S300	unbebilderter Textabschnitt D	or	OR	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f17r|f18r|f1r|f24v|f55v|f67r2|f71v|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	f10r|f17r|f18r|f1r|f24v|f55v|f67r2|f71v|f75r|f77r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	NONE	EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
SH	HALTEN	G407-E2392	2392	f76r	BIOLOGICAL	f76r.56	P1009-S300	unbebilderter Textabschnitt D	shdy	SH+D_ADDR+Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f83r	f83r	NONE	HALTEN · HIER · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E2392	2392	f76r	BIOLOGICAL	f76r.56	P1009-S300	unbebilderter Textabschnitt D	shdy	SH+D_ADDR+Y	1	3	3	EXACT_SURFACE_FROM_OTHER_PAGE	f83r	f83r	NONE	HALTEN · HIER · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
P	EINSETZEN	G407-E2393	2393	f77r	BIOLOGICAL	f77r.9	P1009-S301	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	poldarais	P+OL+D_ADDR+AR+A_ADDR+IIN+S	1	1	1	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	EINSETZEN · FORTSETZEN · HIER · AUSGANG · HIER · STUFE · WÄHLEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E2393	2393	f77r	BIOLOGICAL	f77r.9	P1009-S301	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	poldarais	P+OL+D_ADDR+AR+A_ADDR+IIN+S	1	2	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	EINSETZEN · FORTSETZEN · HIER · AUSGANG · HIER · STUFE · WÄHLEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AR	AUSGANG	G407-E2393	2393	f77r	BIOLOGICAL	f77r.9	P1009-S301	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	poldarais	P+OL+D_ADDR+AR+A_ADDR+IIN+S	1	4	4	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	EINSETZEN · FORTSETZEN · HIER · AUSGANG · HIER · STUFE · WÄHLEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
S	WÄHLEN	G407-E2393	2393	f77r	BIOLOGICAL	f77r.9	P1009-S301	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	poldarais	P+OL+D_ADDR+AR+A_ADDR+IIN+S	1	7	7	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	EINSETZEN · FORTSETZEN · HIER · AUSGANG · HIER · STUFE · WÄHLEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E2394	2394	f77r	BIOLOGICAL	f77r.9	P1009-S301	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ol	OL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f18r|f55v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OK	SETZEN	G407-E2395	2395	f77r	BIOLOGICAL	f77r.9	P1009-S301	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokol	OK+OL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f17r|f81r|f83r|f88r|f89r	f10r|f11r|f17r|f18r|f1r|f24v|f56r|f67r2|f71v|f81r|f83r|f88r|f88v|f89r	NONE	SETZEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E2395	2395	f77r	BIOLOGICAL	f77r.9	P1009-S301	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokol	OK+OL	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f17r|f81r|f83r|f88r|f89r	f10r|f11r|f17r|f18r|f1r|f24v|f56r|f67r2|f71v|f81r|f83r|f88r|f88v|f89r	NONE	SETZEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E2396	2396	f77r	BIOLOGICAL	f77r.9	P1009-S301	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chey	Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f18r|f1r|f55v|f56r|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f89r|f95v	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
P	EINSETZEN	G407-E2397	2397	f77r	BIOLOGICAL	f77r.9	P1009-S301	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qopchedy	CARRIER_Q+O+P+CHD+Y	1	3	3	EXACT_SURFACE_FROM_OTHER_PAGE	f76r|f81r|f83r	f76r|f81r|f83r	NONE	BEGINNMARKER · AUSFÜHRUNG · EINSETZEN · BEARBEITEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
