writer_order	domain	item_id	unit_id	page	locus	formal_parse	predicted_surface	observed_surface	exact_without_exception	exact_with_exception_deck
596	ASTRO	A:215	A2	f68r1	f68r1.3	E+CKHE+AR	eckhear	eckhear	YES	YES
597	ASTRO	A:216	A2	f68r1	f68r1.3	AR+AM_ADDR	daram	daram	YES	YES
598	ASTRO	A:217	A2	f68r1	f68r1.4	D_ADDR+OR	dchor	dchor	YES	YES
599	ASTRO	A:218	A2	f68r1	f68r1.4	OK+A_ADDR+I_COUNT+IIN	okaiiin	okaiiin	YES	YES
600	ASTRO	A:219	A2	f68r1	f68r1.5	Y+K+Y	yky	yky	YES	YES
601	ASTRO	A:220	A2	f68r1	f68r1.6	AR+Y	dary	dary	YES	YES
602	ASTRO	A:221	A2	f68r1	f68r1.7	CHK+Y+K+OL+Y	chkchykoly	chkchykoly	YES	YES
603	ASTRO	A:222	A2	f68r1	f68r1.8	OK+O+AL+Y	okoaly	okodaly	NO	YES
604	ASTRO	A:223	A2	f68r1	f68r1.9	O+D_ADDR+CH+E+CTH+Y	odchecthy	odchecthy	YES	YES
605	ASTRO	A:224	A2	f68r1	f68r1.10	OT+CHEO+DY	otcheody	otcheody	YES	YES
606	ASTRO	A:225	A2	f68r1	f68r1.11	OK+O+AL+Y	okoaly	okoaly	YES	YES
607	ASTRO	A:226	A2	f68r1	f68r1.12	HO+CFH_CLASS+Y	chocfhy	chocfhy	YES	YES
608	ASTRO	A:227	A2	f68r1	f68r1.13	O+CTH+E+Y	octhey	octhey	YES	YES
609	ASTRO	A:228	A2	f68r1	f68r1.14	OT+SH+E+Y	otshey	otshey	YES	YES
610	ASTRO	A:229	A2	f68r1	f68r1.15	OT+Y+DY	otydy	otydy	YES	YES
611	ASTRO	A:230	A2	f68r1	f68r1.16	OK+E+AR	okear	okear	YES	YES
612	ASTRO	A:231	A2	f68r1	f68r1.17	CPH_CLASS+O+CTH+Y	cphocthy	cphocthy	YES	YES
613	ASTRO	A:232	A2	f68r1	f68r1.18	Y+T+HO+DY	ytchody	ytchody	YES	YES
614	ASTRO	A:233	A2	f68r1	f68r1.19	OT+Y+S_ADDR	otys	otys	YES	YES
615	ASTRO	A:234	A2	f68r1	f68r1.20	OL+OR	olor	olor	YES	YES
616	ASTRO	A:235	A2	f68r1	f68r1.21	O+CKH+Y	ockhy	ockhy	YES	YES
617	ASTRO	A:236	A2	f68r1	f68r1.22	O+F_ADDR+CHEO+R	ofcheor	ofcheor	YES	YES
618	ASTRO	A:237	A2	f68r1	f68r1.23	OT+CHD+DY	otchdy	otchdy	YES	YES
619	ASTRO	A:238	A2	f68r1	f68r1.24	OT+Y+K+CH+S_ADDR	otykchs	otykchs	YES	YES
620	ASTRO	A:239	A2	f68r1	f68r1.25	OT+OL	otol	otol	YES	YES
621	ASTRO	A:240	A2	f68r1	f68r1.26	OT+OR	otor	otor	YES	YES
622	ASTRO	A:241	A2	f68r1	f68r1.27	O+IIN+AR	oiinar	oiinar	YES	YES
623	ASTRO	A:242	A2	f68r1	f68r1.28	OK+OL+DY	okoldy	okoldy	YES	YES
624	ASTRO	A:243	A2	f68r1	f68r1.29	Y+K+CHD+Y	ykchdy	ykchdy	YES	YES
625	ASTRO	A:244	A2	f68r1	f68r1.30	O+EE+O+DY	oeeody	oeeody	YES	YES
626	ASTRO	A:245	A2	f68r1	f68r1.31	O+CPH_CLASS+Y	ocphy	ocphy	YES	YES
627	ASTRO	A:246	A2	f68r1	f68r1.32	OK+EE+O+AL	okeeodal	okeeodal	YES	YES
628	ASTRO	A:247	A2	f68r1	f68r1.33	OK+OR	okshor	okshor	YES	YES
629	ASTRO	A:248	A2	f68r1	f68r1.34	O+S_ADDR+AIIN	osdaiin	osdaiin	YES	YES
630	ASTRO	A:249	A2	f68r1	f68r1.35	OT+O+CHD+Y	otochedy	otochedy	YES	YES
631	ASTRO	A:250	A2	f68r1	f68r1.36	D_ADDR+OL+CHD+Y	dolchedy	dolchedy	YES	YES
632	ASTRO	A:251	A2	f68r1	f68r1.37	OK+Y	oky	oky	YES	YES
633	ASTRO	A:252	A2	f68r1	f68r1.37	OK+CHD+Y	okchdy	okchdy	YES	YES
634	ASTRO	A:253	A2	f68r1	f68r1.37	OK+AR+Y	okardy	okardy	YES	YES
635	ASTRO	A:254	A2	f68r1	f68r1.37	E+AR	qear	qear	YES	YES
636	ASTRO	A:255	A2	f68r1	f68r1.37	O+Y+G_ADDR+Y	oygy	oygy	YES	YES
637	ASTRO	A:256	A3	f69v	f69v.1	D_ADDR+AIR	dair	dair	YES	YES
638	ASTRO	A:257	A3	f69v	f69v.1	Y+K+Y	cheyky	cheyky	YES	YES
639	ASTRO	A:258	A3	f69v	f69v.1	NONE	otaza	otaza	YES	YES
640	ASTRO	A:259	A3	f69v	f69v.1	AR	ar	sar	NO	YES
641	ASTRO	A:260	A3	f69v	f69v.1	AR	ar	ar	YES	YES
642	ASTRO	A:261	A3	f69v	f69v.1	Y+K+AR	chykar	chykar	YES	YES
643	ASTRO	A:262	A3	f69v	f69v.1	OK+O+I_COUNT+R+SH	okoirsh	okoirsh	YES	YES
644	ASTRO	A:263	A3	f69v	f69v.1	AR	ar	ar	YES	YES
645	ASTRO	A:264	A3	f69v	f69v.1	CH+E+T+O+Y	chetody	chetody	YES	YES
646	ASTRO	A:265	A3	f69v	f69v.1	OK+EE+O+S_ADDR	okeeos	okeeos	YES	YES
647	ASTRO	A:266	A3	f69v	f69v.1	O	o	o	YES	YES
648	ASTRO	A:267	A3	f69v	f69v.1	T+E+Y	tey	tey	YES	YES
649	ASTRO	A:268	A3	f69v	f69v.1	OT+OK+EEE+Y	otokeeey	otokeeey	YES	YES
650	ASTRO	A:269	A3	f69v	f69v.1	OK+EE+O+Y	okeeody	okeeody	YES	YES
651	ASTRO	A:270	A3	f69v	f69v.1	OK+EE+Y	okeey	okeey	YES	YES
652	ASTRO	A:271	A3	f69v	f69v.1	D_ADDR+O+I_COUNT+I_COUNT+R	doiir	doiir	YES	YES
653	ASTRO	A:272	A3	f69v	f69v.1	T+EE+O	teeo	teeo	YES	YES
654	ASTRO	A:273	A3	f69v	f69v.1	Y	y	y	YES	YES
655	ASTRO	A:274	A3	f69v	f69v.1	Y	y	chey	NO	YES
656	ASTRO	A:275	A3	f69v	f69v.1	OT	ot	ot	YES	YES
657	ASTRO	A:276	A3	f69v	f69v.1	Y	y	y	YES	YES
658	ASTRO	A:277	A3	f69v	f69v.1	OK+E+Y	okedy	okedy	YES	YES
659	ASTRO	A:278	A3	f69v	f69v.1	CH+S_ADDR+Y	chsdy	chsdy	YES	YES
660	ASTRO	A:279	A3	f69v	f69v.1	OK+E+O+D_ADDR	okeod	okeod	YES	YES
661	ASTRO	A:280	A3	f69v	f69v.1	Y	y	y	YES	YES
662	ASTRO	A:281	A3	f69v	f69v.1	Y	y	dy	NO	YES
663	ASTRO	A:282	A3	f69v	f69v.1	HO+AIIN	choaiin	choaiin	YES	YES
664	ASTRO	A:283	A3	f69v	f69v.1	OK+AR	okar	okar	YES	YES
665	ASTRO	A:284	A3	f69v	f69v.1	OK+AR	okar	okar	YES	YES
666	ASTRO	A:285	A3	f69v	f69v.1	OL	chol	chol	YES	YES
667	ASTRO	A:286	A3	f69v	f69v.1	CH+EE+S_ADDR	chees	chees	YES	YES
668	ASTRO	A:287	A3	f69v	f69v.1	Y+T+O	yto	yto	YES	YES
669	ASTRO	A:288	A3	f69v	f69v.1	O+D_ADDR+AIR	odair	odair	YES	YES
670	ASTRO	A:289	A3	f69v	f69v.1	OT+Y	oty	oty	YES	YES
671	ASTRO	A:290	A3	f69v	f69v.1	OT+EE+O	oteeo	oteeo	YES	YES
672	ASTRO	A:291	A3	f69v	f69v.1	AR	ar	dar	NO	YES
673	ASTRO	A:292	A3	f69v	f69v.1	O	o	o	YES	YES
674	ASTRO	A:293	A3	f69v	f69v.1	E+Y+K+E+O+Y	eykeody	eykeody	YES	YES
675	ASTRO	A:294	A3	f69v	f69v.1	D_ADDR+OR	dchor	dchor	YES	YES
676	ASTRO	A:295	A3	f69v	f69v.1	AR	char	char	YES	YES
677	ASTRO	A:296	A3	f69v	f69v.2	Y+K+A_ADDR	yka	yka	YES	YES
678	ASTRO	A:297	A3	f69v	f69v.2	OL	chol	chol	YES	YES
679	ASTRO	A:298	A3	f69v	f69v.2	Y+K+AR	ykar	ykar	YES	YES
680	ASTRO	A:299	A3	f69v	f69v.2	AL	dal	dal	YES	YES
681	ASTRO	A:300	A3	f69v	f69v.2	Y+K+A_ADDR+Y	ykady	ykady	YES	YES
682	ASTRO	A:301	A3	f69v	f69v.2	I_COUNT+OK+EE+OR	iokeeor	iokeeor	YES	YES
683	ASTRO	A:302	A3	f69v	f69v.2	WHOLE[cheey|shey]	cheey	cheey	YES	YES
684	ASTRO	A:303	A3	f69v	f69v.2	OL+Y	choly	choly	YES	YES
685	ASTRO	A:304	A3	f69v	f69v.2	Y+K+EE+AL	ykeeal	ykeeal	YES	YES
686	ASTRO	A:305	A3	f69v	f69v.2	CHEO	cheo	cheo	YES	YES
687	ASTRO	A:306	A3	f69v	f69v.2	O+AR+AM_ADDR	oaram	oaram	YES	YES
688	ASTRO	A:307	A3	f69v	f69v.2	O+CKH+Y	ockhy	ockhy	YES	YES
689	ASTRO	A:308	A3	f69v	f69v.2	SH+EE+Y	sheey	sheey	YES	YES
690	ASTRO	A:309	A3	f69v	f69v.2	AIIN	aiin	aiin	YES	YES
691	ASTRO	A:310	A3	f69v	f69v.2	Y	y	y	YES	YES
692	ASTRO	A:311	A3	f69v	f69v.2	D_ADDR+A_ADDR+I_COUNT+I_COUNT+AL	daiial	daiial	YES	YES
693	ASTRO	A:312	A3	f69v	f69v.2	CHEO+Y	cheody	cheody	YES	YES
694	ASTRO	A:313	A3	f69v	f69v.2	AL	dal	cheal	NO	YES
695	ASTRO	A:314	A3	f69v	f69v.2	Y+E+T+E+Y	yetey	yetey	YES	YES
696	ASTRO	A:315	A3	f69v	f69v.2	CH+E+AR	chear	chear	YES	YES
697	ASTRO	A:316	A3	f69v	f69v.2	Y	y	y	YES	YES
698	ASTRO	A:317	A3	f69v	f69v.2	Y	y	dy	NO	YES
699	ASTRO	A:318	A3	f69v	f69v.2	Y+K+E+Y	ykey	ykey	YES	YES
700	ASTRO	A:319	A3	f69v	f69v.2	CH	ch	ch	YES	YES
701	ASTRO	A:320	A3	f69v	f69v.2	Y	y	y	YES	YES
702	ASTRO	A:321	A3	f69v	f69v.2	Y	y	dy	NO	YES
703	ASTRO	A:322	A3	f69v	f69v.2	OL	chol	chol	YES	YES
704	ASTRO	A:323	A3	f69v	f69v.2	Y+K+AR	ykar	ykar	YES	YES
705	ASTRO	A:324	A3	f69v	f69v.2	OL	chol	ol	NO	YES
706	ASTRO	A:325	A3	f69v	f69v.2	Y	y	y	YES	YES
707	ASTRO	A:326	A3	f69v	f69v.2	Y+K+EE+O+Y	ykeeody	ykeeody	YES	YES
708	ASTRO	A:327	A3	f69v	f69v.2	Y	y	chey	NO	YES
709	ASTRO	A:328	A3	f69v	f69v.2	AL	dal	dal	YES	YES
710	ASTRO	A:329	A3	f69v	f69v.2	O+DY	ody	ody	YES	YES
711	ASTRO	A:330	A3	f69v	f69v.2	AIR+Y	airchy	airchy	YES	YES
712	ASTRO	A:331	A3	f69v	f69v.2	OK+Y	choky	choky	YES	YES
713	ASTRO	A:332	A3	f69v	f69v.2	Y+Y	ychey	ychey	YES	YES
714	ASTRO	A:333	A3	f69v	f69v.2	Y	chey	chey	YES	YES
715	ASTRO	A:334	A3	f69v	f69v.3	D_ADDR+O+AIR	doair	doair	YES	YES
716	ASTRO	A:335	A3	f69v	f69v.3	OT+AL+AL	otaldal	otaldal	YES	YES
717	ASTRO	A:336	A3	f69v	f69v.3	D_ADDR+AIR	dair	dair	YES	YES
718	ASTRO	A:337	A3	f69v	f69v.3	CHD+Y	chdy	chdy	YES	YES
719	ASTRO	A:338	A3	f69v	f69v.3	OT+O+AR	otoar	otoar	YES	YES
720	ASTRO	A:339	A3	f69v	f69v.3	AR	ar	ar	YES	YES
721	ASTRO	A:340	A3	f69v	f69v.3	Y	chey	chy	NO	YES
722	ASTRO	A:341	A3	f69v	f69v.3	OT+E+OR	qoteor	qoteor	YES	YES
723	ASTRO	A:342	A3	f69v	f69v.3	HO	cho	cho	YES	YES
724	ASTRO	A:343	A3	f69v	f69v.3	OT+AIR	qotair	qotair	YES	YES
725	ASTRO	A:344	A3	f69v	f69v.3	CHD+A_ADDR	chda	chda	YES	YES
726	ASTRO	A:345	A3	f69v	f69v.3	OT+EE+AL	oteeal	oteeal	YES	YES
727	ASTRO	A:346	A3	f69v	f69v.3	CHEO+R	cheor	cheor	YES	YES
728	ASTRO	A:347	A3	f69v	f69v.3	AR	ar	ar	YES	YES
729	ASTRO	A:348	A3	f69v	f69v.3	AIR	air	air	YES	YES
730	ASTRO	A:349	A3	f69v	f69v.3	OT+E+O+Y	oteody	oteody	YES	YES
731	ASTRO	A:350	A3	f69v	f69v.3	Y+T+Y+D_ADDR	ytyd	ytyd	YES	YES
732	ASTRO	A:351	A3	f69v	f69v.3	A_ADDR	a	a	YES	YES
733	ASTRO	A:352	A3	f69v	f69v.3	D_ADDR+Y	dchy	dchy	YES	YES
734	ASTRO	A:353	A3	f69v	f69v.3	OT+OL+Y	otoly	otoly	YES	YES
735	ASTRO	A:354	A3	f69v	f69v.3	OK+E+O+AL	okeodal	okeodal	YES	YES
736	ASTRO	A:355	A3	f69v	f69v.3	OT+E+O+AR+AR	oteoarar	oteoarar	YES	YES
737	ASTRO	A:356	A3	f69v	f69v.3	CH+E+T+EE+S_ADDR+E+R	cheteeser	cheteeser	YES	YES
738	ASTRO	A:357	A3	f69v	f69v.3	D_ADDR+AIR	dair	dair	YES	YES
739	ASTRO	A:358	A3	f69v	f69v.3	Y	chey	chey	YES	YES
740	ASTRO	A:359	A3	f69v	f69v.3	OK+O+Y	okody	okody	YES	YES
741	ASTRO	A:360	A3	f69v	f69v.3	AL	dal	dal	YES	YES
742	ASTRO	A:361	A3	f69v	f69v.3	OT+EE+Y	oteey	oteey	YES	YES
743	ASTRO	A:362	A3	f69v	f69v.3	OT+EE+Y	oteey	oteey	YES	YES
744	ASTRO	A:363	A3	f69v	f69v.4	OK+EE+Y	okeey	okeey	YES	YES
745	ASTRO	A:364	A3	f69v	f69v.4	AR	char	sar	NO	YES
746	ASTRO	A:365	A3	f69v	f69v.5	OK+E+O	okeo	okeo	YES	YES
747	ASTRO	A:366	A3	f69v	f69v.5	Y	dy	dy	YES	YES
748	ASTRO	A:367	A3	f69v	f69v.6	O+HO+Y+K	ochoyk	ochoyk	YES	YES
749	ASTRO	A:368	A3	f69v	f69v.7	Y+K+EE+Y	ykeey	ykeey	YES	YES
750	ASTRO	A:369	A3	f69v	f69v.8	Y+T+OR+Y	ytory	ytory	YES	YES
751	ASTRO	A:370	A3	f69v	f69v.9	O+EE+Y	oeesy	oeesy	YES	YES
752	ASTRO	A:371	A3	f69v	f69v.10	Y+T+O+DY	ytody	ytody	YES	YES
753	ASTRO	A:372	A3	f69v	f69v.11	OK+O+DY	okody	okody	YES	YES
754	ASTRO	A:373	A3	f69v	f69v.12	OT+O+DY	otody	otody	YES	YES
755	ASTRO	A:374	A3	f69v	f69v.13	OK+E+AL	okeal	okeal	YES	YES
756	ASTRO	A:375	A3	f69v	f69v.14	OK+E+O+D_ADDR	okeod	okeod	YES	YES
757	ASTRO	A:376	A3	f69v	f69v.15	OT+EE+Y+S_ADDR	oteeys	oteeys	YES	YES
758	ASTRO	A:377	A3	f69v	f69v.16	OT+E+OL	oteol	oteol	YES	YES
759	ASTRO	A:378	A3	f69v	f69v.17	Y+K+E+Y+DY	ykeydy	ykeydy	YES	YES
760	ASTRO	A:379	A3	f69v	f69v.18	OK+E+O+D_ADDR	okeod	okeod	YES	YES
761	ASTRO	A:380	A3	f69v	f69v.19	AR+AL	saral	saral	YES	YES
762	ASTRO	A:381	A3	f69v	f69v.20	S_ADDR+A_ADDR+I_COUNT+I_COUNT+R	saiir	saiir	YES	YES
763	ASTRO	A:382	A3	f69v	f69v.21	OK+OL+AR	okolar	okolar	YES	YES
764	ASTRO	A:383	A3	f69v	f69v.22	Y+K+E+O+DY	ykeody	ykeody	YES	YES
765	ASTRO	A:384	A3	f69v	f69v.23	AR+Y+DY	sarydy	sarydy	YES	YES
766	ASTRO	A:385	A3	f69v	f69v.24	OT+Y	otchy	otchy	YES	YES
767	ASTRO	A:386	A3	f69v	f69v.25	OK+EE+Y	okeey	okeey	YES	YES
768	ASTRO	A:387	A3	f69v	f69v.25	Y	dy	dy	YES	YES
769	ASTRO	A:388	A3	f69v	f69v.26	OK+E+Y	okey	okey	YES	YES
770	ASTRO	A:389	A3	f69v	f69v.26	D_ADDR	d	d	YES	YES
771	ASTRO	A:390	A3	f69v	f69v.27	OK+E+O+D_ADDR	okeod	okeod	YES	YES
772	ASTRO	A:391	A3	f69v	f69v.28	OK+O+D_ADDR+Y	okodchy	okodchy	YES	YES
773	ASTRO	A:392	A3	f69v	f69v.29	OK+E+O+DY	okeody	okeody	YES	YES
774	ASTRO	A:393	A3	f69v	f69v.30	OK+Y+S_ADDR	okcheys	okcheys	YES	YES
775	ASTRO	A:394	A3	f69v	f69v.31	O+AR	oar	oar	YES	YES
776	ASTRO	A:395	A3	f69v	f69v.31	AL+Y+S_ADDR	alys	alys	YES	YES
