surface	occurrence_count	physical_pages	truth_recipe	revised_working_recipe	gdt528_rank	gdt528_revised_rank	gdt528_top1	gdt529_rank	gdt529_revised_rank	gdt529_top1	gdt529_top5	truth_gdt528_score	truth_square_feature	truth_gdt529_score	truth_square_trace	top1_gdt528_score	top1_square_feature	top1_gdt529_score	top1_square_trace	top1_alignment_trace	decision_change_class	working_policy	gdt530_working_recipe	gdt530_working_rank	gdt530_literal_reading_de	gdt530_short_phrase_de	gdt530_evidence	gdt530_policy	gdt531_working_recipe	gdt531_working_rank	gdt531_literal_reading_de	gdt531_short_phrase_de	gdt531_evidence	gdt531_policy
dkar	1	f66r	D_ADDR+K+AR	D_ADDR+K+AR	1	1	D_ADDR+K+AR	1	1	D_ADDR+K+AR	D_ADDR+K+AR | K+AR | D_ADDR+K+R | D_ADDR+K+A_ADDR+R | D_ADDR+K+A_ADDR+AR	1.834416184	0.000000000	1.834416184	NO_TERMINAL_M	1.834416184	0.000000000	1.834416184	NO_TERMINAL_M	d=>d~D_ADDR@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	D_ADDR+K+AR	1	[D_ADDR:STEUERUNG=HIER] · GEBEN · AUSGANG	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	D_ADDR+K+AR	1	[D_ADDR:STEUERUNG=HIER] · GEBEN · AUSGANG	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
doiiin	1	f20v	D_ADDR+O+IIN	D_ADDR+O+IIN	1	1	D_ADDR+O+IIN	1	1	D_ADDR+O+IIN	D_ADDR+O+IIN | D_ADDR+O+LOCAL_CHAR_I+IIN | D_ADDR+O+IIN+IIN | D_ADDR+O+AIIN | O+D_ADDR+IIN	1.689594809	0.000000000	1.689594809	NO_TERMINAL_M	1.689594809	0.000000000	1.689594809	NO_TERMINAL_M	d=>d~D_ADDR@edit0+alias0.000 | oi=>oi~O@edit0+alias0.256 | iin=>iin~IIN@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	D_ADDR+O+IIN	1	[D_ADDR:STEUERUNG=HIER] · [O:STEUERUNG=AUSFÜHRUNG] · [IIN:STEUERUNG=STUFE]	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	D_ADDR+O+IIN	1	[D_ADDR:STEUERUNG=HIER] · [O:STEUERUNG=AUSFÜHRUNG] · [IIN:STEUERUNG=STUFE]	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
dolarshy	1	f66r	D_ADDR+OL+AR+SH+Y	D_ADDR+OL+AR+SH+Y	1	1	D_ADDR+OL+AR+SH+Y	1	1	D_ADDR+OL+AR+SH+Y	D_ADDR+OL+AR+SH+Y | D_ADDR+OL+AR+Y | OL+AR+SH+Y | D_ADDR+OL+AR+S+Y | D_ADDR+OL+R+SH+Y	4.819370988	0.000000000	4.819370988	NO_TERMINAL_M	4.819370988	0.000000000	4.819370988	NO_TERMINAL_M	d=>d~D_ADDR@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	D_ADDR+OL+AR+SH+Y	1	[D_ADDR:STEUERUNG=HIER] · FORTSETZEN · AUSGANG · HALTEN · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	D_ADDR+OL+AR+SH+Y	1	[D_ADDR:STEUERUNG=HIER] · FORTSETZEN · AUSGANG · HALTEN · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
dsholdaiir	1	f66r	D_ADDR+SH+OL+D_ADDR+IIN+R	D_ADDR+SH+OL+D_ADDR+IIN+R	2	2	D_ADDR+SH+OL+D_ADDR+AIIN+R	2	2	D_ADDR+SH+OL+D_ADDR+AIIN+R	D_ADDR+SH+OL+D_ADDR+AIIN+R | D_ADDR+SH+OL+D_ADDR+IIN+R | SH+OL+D_ADDR+IIN+R | SH+OL+D_ADDR+AIIN+R | D_ADDR+SH+OL+IIN+R	8.588737521	0.000000000	8.588737521	NO_TERMINAL_M	8.489519376	0.000000000	8.489519376	NO_TERMINAL_M	d=>d~D_ADDR@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | daii=>daii~D_ADDR+AIIN@edit0+alias0.531 | r=>r~R@edit0+alias0.000	GDT528_ERROR_UNCHANGED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	D_ADDR+SH+OL+D_ADDR+IIN+R	2	[D_ADDR:STEUERUNG=HIER] · HALTEN · FORTSETZEN · [D_ADDR:STEUERUNG=HIER] · [IIN:STEUERUNG=STUFE] · MARKIEREN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	D_ADDR+SH+OL+D_ADDR+IIN+R	2	[D_ADDR:STEUERUNG=HIER] · HALTEN · FORTSETZEN · [D_ADDR:STEUERUNG=HIER] · [IIN:STEUERUNG=STUFE] · MARKIEREN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
dyky	1	f66r	D_ADDR+Y+K+Y	D_ADDR+Y+K+Y	1	1	D_ADDR+Y+K+Y	1	1	D_ADDR+Y+K+Y	D_ADDR+Y+K+Y | Y+K+Y | DY+K+Y | D_ADDR+Y+K+Y+CH | CHD+Y+K+Y	3.276310281	0.000000000	3.276310281	NO_TERMINAL_M	3.276310281	0.000000000	3.276310281	NO_TERMINAL_M	d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	D_ADDR+Y+K+Y	1	[D_ADDR:STEUERUNG=HIER] · POSTEN · GEBEN · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	D_ADDR+Y+K+Y	1	[D_ADDR:STEUERUNG=HIER] · POSTEN · GEBEN · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
dytcheey	1	f4r	D_ADDR+Y+T+CH+EE+Y	D_ADDR+Y+T+CH+EE+Y	1	1	D_ADDR+Y+T+CH+EE+Y	1	1	D_ADDR+Y+T+CH+EE+Y	D_ADDR+Y+T+CH+EE+Y | D_ADDR+Y+T+SH+EE+Y | Y+T+CH+EE+Y | D_ADDR+Y+T+EE+Y | DY+T+CH+EE+Y	6.435837127	0.000000000	6.435837127	NO_TERMINAL_M	6.435837127	0.000000000	6.435837127	NO_TERMINAL_M	d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | t=>t~T@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	D_ADDR+Y+T+CH+EE+Y	1	[D_ADDR:STEUERUNG=HIER] · POSTEN · EINSTELLEN · NEHMEN · [EE:STEUERUNG=GRAD II] · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	D_ADDR+Y+T+CH+EE+Y	1	[D_ADDR:STEUERUNG=HIER] · POSTEN · EINSTELLEN · NEHMEN · [EE:STEUERUNG=GRAD II] · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
f	4	f66r	LOCAL_CHAR_F	LOCAL_CHAR_F	1	1	LOCAL_CHAR_F	1	1	LOCAL_CHAR_F	LOCAL_CHAR_F	2.855424283	0.000000000	2.855424283	NO_TERMINAL_M	2.855424283	0.000000000	2.855424283	NO_TERMINAL_M	f=>f~LOCAL_CHAR_F@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	LOCAL_CHAR_F	1	[LOCAL_CHAR_F:STEUERUNG=HIER]	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	LOCAL_CHAR_F	1	[LOCAL_CHAR_F:STEUERUNG=HIER]	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
faiis	1	f20v	LOCAL_CHAR_F+IIN+S	LOCAL_CHAR_F+IIN+S	1	1	LOCAL_CHAR_F+IIN+S	1	1	LOCAL_CHAR_F+IIN+S	LOCAL_CHAR_F+IIN+S | LOCAL_CHAR_F+A_ADDR+IIN+S | LOCAL_CHAR_F+AIIN+S | LOCAL_CHAR_F+A_ADDR+LOCAL_CHAR_I+S | LOCAL_CHAR_F+AIN+LOCAL_CHAR_I+S	7.102879028	0.000000000	7.102879028	NO_TERMINAL_M	7.102879028	0.000000000	7.102879028	NO_TERMINAL_M	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | aii=>iin~IIN@edit2+alias0.000 | s=>s~S@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	LOCAL_CHAR_F+IIN+S	1	[LOCAL_CHAR_F:STEUERUNG=HIER] · [IIN:STEUERUNG=STUFE] · WÄHLEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	LOCAL_CHAR_F+IIN+S	1	[LOCAL_CHAR_F:STEUERUNG=HIER] · [IIN:STEUERUNG=STUFE] · WÄHLEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
fary	1	f66r	LOCAL_CHAR_F+AR+Y	LOCAL_CHAR_F+AR+Y	1	1	LOCAL_CHAR_F+AR+Y	1	1	LOCAL_CHAR_F+AR+Y	LOCAL_CHAR_F+AR+Y | LOCAL_CHAR_F+A_ADDR+R+Y | LOCAL_CHAR_F+A_ADDR+AR+Y | LOCAL_CHAR_F+D_ADDR+AR+Y	2.896336237	0.000000000	2.896336237	NO_TERMINAL_M	2.896336237	0.000000000	2.896336237	NO_TERMINAL_M	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	LOCAL_CHAR_F+AR+Y	1	[LOCAL_CHAR_F:STEUERUNG=HIER] · AUSGANG · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	LOCAL_CHAR_F+AR+Y	1	[LOCAL_CHAR_F:STEUERUNG=HIER] · AUSGANG · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
fchdar	1	f66r	LOCAL_CHAR_F+CHD+AR	LOCAL_CHAR_F+CHD+AR	1	1	LOCAL_CHAR_F+CHD+AR	1	1	LOCAL_CHAR_F+CHD+AR	LOCAL_CHAR_F+CHD+AR | LOCAL_CHAR_F+CH+D_ADDR+AR | LOCAL_CHAR_F+CHD+D_ADDR+AR | LOCAL_CHAR_F+LOCAL_C+D_ADDR+AR | LOCAL_CHAR_F+CHD+R	5.130474841	0.000000000	5.130474841	NO_TERMINAL_M	5.130474841	0.000000000	5.130474841	NO_TERMINAL_M	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | chd=>chd~CHD@edit0+alias0.500 | ar=>ar~AR@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	LOCAL_CHAR_F+CHD+AR	1	[LOCAL_CHAR_F:STEUERUNG=HIER] · BEARBEITEN · AUSGANG	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	LOCAL_CHAR_F+CHD+AR	1	[LOCAL_CHAR_F:STEUERUNG=HIER] · BEARBEITEN · AUSGANG	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
fchedyr	1	f66r	LOCAL_CHAR_F+CHD+Y+R	LOCAL_CHAR_F+CHD+Y+R	1	1	LOCAL_CHAR_F+CHD+Y+R	1	1	LOCAL_CHAR_F+CHD+Y+R	LOCAL_CHAR_F+CHD+Y+R | LOCAL_CHAR_F+CH+E+DY+R | LOCAL_CHAR_F+CHD+DY+R | LOCAL_CHAR_F+CH+DY+R | LOCAL_CHAR_F+CHD+Y+AR	6.528398691	0.000000000	6.528398691	NO_TERMINAL_M	6.528398691	0.000000000	6.528398691	NO_TERMINAL_M	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ched=>ched~CHD@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | r=>r~R@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	LOCAL_CHAR_F+CHD+Y+R	1	[LOCAL_CHAR_F:STEUERUNG=HIER] · BEARBEITEN · POSTEN · MARKIEREN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	LOCAL_CHAR_F+CHD+Y+R	1	[LOCAL_CHAR_F:STEUERUNG=HIER] · BEARBEITEN · POSTEN · MARKIEREN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
folchol	1	f20v	LOCAL_CHAR_F+OL+OL	LOCAL_CHAR_F+OL+OL	1	1	LOCAL_CHAR_F+OL+OL	1	1	LOCAL_CHAR_F+OL+OL	LOCAL_CHAR_F+OL+OL | LOCAL_CHAR_F+OL+CH+OL | LOCAL_CHAR_F+OL+LOCAL_C+OL | LOCAL_CHAR_F+OL+LOCAL_C+SH+OL | LOCAL_CHAR_F+OL+CH+O+L	6.006248914	0.000000000	6.006248914	NO_TERMINAL_M	6.006248914	0.000000000	6.006248914	NO_TERMINAL_M	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | chol=>chol~OL@edit0+alias0.521	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	LOCAL_CHAR_F+OL+OL	1	[LOCAL_CHAR_F:STEUERUNG=HIER] · FORTSETZEN · FORTSETZEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	LOCAL_CHAR_F+OL+OL	1	[LOCAL_CHAR_F:STEUERUNG=HIER] · FORTSETZEN · FORTSETZEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
fshodchy	1	f20v	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	1	1	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	1	1	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y | LOCAL_CHAR_F+SH+O+D_ADDR+Y | LOCAL_CHAR_F+SH+O+D_ADDR+LOCAL_C+Y | LOCAL_CHAR_F+O+D_ADDR+CH+Y | LOCAL_CHAR_F+O+D_ADDR+Y	5.536299434	0.000000000	5.536299434	NO_TERMINAL_M	5.536299434	0.000000000	5.536299434	NO_TERMINAL_M	f=>f~LOCAL_CHAR_F@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	1	[LOCAL_CHAR_F:STEUERUNG=HIER] · HALTEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · NEHMEN · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	LOCAL_CHAR_F+SH+O+D_ADDR+CH+Y	1	[LOCAL_CHAR_F:STEUERUNG=HIER] · HALTEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · NEHMEN · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
kardy	1	f66r	K+AR+DY	K+AR+DY	1	1	K+AR+DY	1	1	K+AR+DY	K+AR+DY | K+AR+D_ADDR+Y | K+AR+Y | K+R+DY | K+A_ADDR+AR+DY	3.312325167	0.000000000	3.312325167	NO_TERMINAL_M	3.312325167	0.000000000	3.312325167	NO_TERMINAL_M	k=>k~K@edit0+alias0.000 | ar=>ar~AR@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	K+AR+DY	1	GEBEN · AUSGANG · [DY:STEUERUNG=SCHLUSS]	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	K+AR+DY	1	GEBEN · AUSGANG · [DY:STEUERUNG=SCHLUSS]	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
kcheeky	1	f66r	K+CH+EE+K+Y	K+CH+EE+K+Y	1	1	K+CH+EE+K+Y	1	1	K+CH+EE+K+Y	K+CH+EE+K+Y | K+CH+K+EE+Y | K+EE+K+Y | K+K+EE+Y | K+CH+SH+EE+K+Y	5.099965741	0.000000000	5.099965741	NO_TERMINAL_M	5.099965741	0.000000000	5.099965741	NO_TERMINAL_M	k=>k~K@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	K+CH+EE+K+Y	1	GEBEN · NEHMEN · [EE:STEUERUNG=GRAD II] · GEBEN · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	K+CH+EE+K+Y	1	GEBEN · NEHMEN · [EE:STEUERUNG=GRAD II] · GEBEN · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
kcheody	1	f66r	K+CH+E+O+Y	K+CH+E+O+D_ADDR+Y	2	1	K+CH+E+O+D_ADDR+Y	2	1	K+CH+E+O+D_ADDR+Y	K+CH+E+O+D_ADDR+Y | K+CH+E+O+Y | K+CH+E+O+DY | K+CH+E+O+R | K+LOCAL_C+E+O+DY	5.169289301	0.000000000	5.169289301	NO_TERMINAL_M	3.799416470	0.000000000	3.799416470	NO_TERMINAL_M	k=>k~K@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_ERROR_UNCHANGED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	K+CH+E+O+D_ADDR+Y	1	GEBEN · NEHMEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	K+CH+E+O+D_ADDR+Y	1	GEBEN · NEHMEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
kchody	1	f66r	K+CH+O+D_ADDR+Y	K+CH+O+D_ADDR+Y	1	1	K+CH+O+D_ADDR+Y	1	1	K+CH+O+D_ADDR+Y	K+CH+O+D_ADDR+Y | K+CH+O+DY | K+O+DY | K+LOCAL_C+O+DY | K+CH+O+Y	3.134978369	0.000000000	3.134978369	NO_TERMINAL_M	3.134978369	0.000000000	3.134978369	NO_TERMINAL_M	k=>k~K@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	K+CH+O+D_ADDR+Y	1	GEBEN · NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	K+CH+O+D_ADDR+Y	1	GEBEN · NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
kechody	1	f66r	K+E+CH+O+D_ADDR+Y	K+E+CH+O+D_ADDR+Y	1	1	K+E+CH+O+D_ADDR+Y	1	1	K+E+CH+O+D_ADDR+Y	K+E+CH+O+D_ADDR+Y | K+E+CH+O+DY | K+E+LOCAL_C+O+DY | K+E+O+DY | K+E+CH+O+Y	5.036731389	0.000000000	5.036731389	NO_TERMINAL_M	5.036731389	0.000000000	5.036731389	NO_TERMINAL_M	k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	K+E+CH+O+D_ADDR+Y	1	GEBEN · [E:STEUERUNG=GRAD I] · NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	K+E+CH+O+D_ADDR+Y	1	GEBEN · [E:STEUERUNG=GRAD I] · NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
keedey	1	f31r	K+EE+D_ADDR+E+Y	K+EE+D_ADDR+E+Y	1	1	K+EE+D_ADDR+E+Y	1	1	K+EE+D_ADDR+E+Y	K+EE+D_ADDR+E+Y | K+EE+E+D_ADDR+Y | K+CH+EE+D_ADDR+E+Y | K+EE+CHD+E+Y | K+E+E+D_ADDR+E+Y	4.597111734	0.000000000	4.597111734	NO_TERMINAL_M	4.597111734	0.000000000	4.597111734	NO_TERMINAL_M	k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	K+EE+D_ADDR+E+Y	1	GEBEN · [EE:STEUERUNG=GRAD II] · [D_ADDR:STEUERUNG=HIER] · [E:STEUERUNG=GRAD I] · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	K+EE+D_ADDR+E+Y	1	GEBEN · [EE:STEUERUNG=GRAD II] · [D_ADDR:STEUERUNG=HIER] · [E:STEUERUNG=GRAD I] · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
keeol	1	f31r	K+EE+O+L	K+EE+OL	2	1	K+EE+OL	2	1	K+EE+OL	K+EE+OL | K+EE+O+L | K+E+E+OL | OL+K+EE | K+EE+O+AL	7.713413406	0.000000000	7.713413406	NO_TERMINAL_M	3.519453544	0.000000000	3.519453544	NO_TERMINAL_M	k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000	GDT528_ERROR_UNCHANGED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	K+EE+OL	1	GEBEN · [EE:STEUERUNG=GRAD II] · [O:STEUERUNG=AUSFÜHRUNG] · VERBINDUNG	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	K+EE+OL	1	GEBEN · [EE:STEUERUNG=GRAD II] · [O:STEUERUNG=AUSFÜHRUNG] · VERBINDUNG	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
keody	3	f20v|f66r	K+E+O+D_ADDR+Y	K+E+O+D_ADDR+Y	1	1	K+E+O+D_ADDR+Y	1	1	K+E+O+D_ADDR+Y	K+E+O+D_ADDR+Y | K+E+O+DY | K+E+O+Y | OK+E+DY | O+D_ADDR+Y	3.443861948	0.000000000	3.443861948	NO_TERMINAL_M	3.443861948	0.000000000	3.443861948	NO_TERMINAL_M	k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000	GDT528_CORRECT_PRESERVED	ACTION_SLOT_TRIAD_PLUS_NEAREST_TERMINAL_M_EDIT_SQUARE	K+E+O+D_ADDR+Y	1	GEBEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · POSTEN	INHERITED	NO_SELECTED_SUPERFORM_PEEL_REVISION	INHERIT_GDT529_WORKING_RECIPE	K+E+O+D_ADDR+Y	1	GEBEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · POSTEN	INHERITED	NO_SELECTED_ATOMIC_BLOCK_PEEL_REVISION	INHERIT_GDT530_WORKING_RECIPE
