statement_order	statement_id	record_unit_id	page	loci	owner_slot	visible_card_count	visible_surface_sequence	visible_recipe_sequence	current_reading_de	whole_sign_cards	terminal_cards	style_decision	available_compact_card	style_reason_de	hypothetical_card_count_if_compact_used	visible_text_policy
81	B3-S019	B3	f83r	f83r.14	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	qokshedy	EINSETZEN + FESTSETZEN + ABSETZEN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: EINSETZEN + FESTSETZEN + ABSETZEN => Einsatzabsetzen; Schluss; Arbeitsschritt festsetzen	0	1	SINGLE_CARD_ALREADY_COMPACT	qokshedy	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
82	B3-S020	B3	f83r	f83r.14	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	2	dal · lchedy	ZU_ZIEL; AB + UEBERFUEHREN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: ZU_ZIEL => dorthin | AB + UEBERFUEHREN => abführen; Schluss	0	1	RETAIN_PROCESS_SEQUENCE_AND_COMMIT_SCOPE	NONE	The final operation/commit closes only its own workstep; fusing earlier cards would blur scope.	2	KEEP_EXACT_VISIBLE_SEQUENCE
83	B3-S021	B3	f83r	f83r.14|f83r.15	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	11	qokaiin · shcthy · dal · sy · saiin · shedal · shecthy · chey · tal · shcthy · dalchdy	EINSETZEN + SOLLWERT; DIES_AKTUELLER_POSTEN + BEREIT; ZU_ZIEL; DIES_AKTUELLER_POSTEN; SOLLWERT; ZU_ZIEL + ABSETZEN; GRAD + DIES_AKTUELLER_POSTEN + BEREIT; DIES_AKTUELLER_POSTEN; ZU_ZIEL; DIES_AKTUELLER_POSTEN + BEREIT; ZU_ZIEL + FESTSETZEN + UEBERFUEHREN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: EINSETZEN + SOLLWERT => bemessen | DIES_AKTUELLER_POSTEN + BEREIT => bereit | ZU_ZIEL => dorthin | DIES_AKTUELLER_POSTEN => dies | SOLLWERT => Sollmaß | ZU_ZIEL + ABSETZEN => am Ziel absetzen | GRAD + DIES_AKTUELLER_POSTEN + BEREIT => Kurzvorbereitung | DIES_AKTUELLER_POSTEN => dies | ZU_ZIEL => dorthin | DIES_AKTUELLER_POSTEN + BEREIT => bereit | ZU_ZIEL + FESTSETZEN + UEBERFUEHREN => Zieltransfer; Schluss; Arbeitsschritt festsetzen	0	1	RETAIN_PROCESS_SEQUENCE_AND_COMMIT_SCOPE	NONE	The final operation/commit closes only its own workstep; fusing earlier cards would blur scope.	11	KEEP_EXACT_VISIBLE_SEQUENCE
84	B3-S022	B3	f83r	f83r.15	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	qotchedy	FOLGEPOSTEN + FESTSETZEN + UEBERFUEHREN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: FOLGEPOSTEN + FESTSETZEN + UEBERFUEHREN => Folgetransfer; Schluss; Arbeitsschritt festsetzen	0	1	SINGLE_CARD_ALREADY_COMPACT	qotchedy	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
85	B3-S023	B3	f83r	f83r.15	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	lchedy	AB + UEBERFUEHREN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: AB + UEBERFUEHREN => abführen; Schluss	0	1	SINGLE_CARD_ALREADY_COMPACT	lchedy	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
86	B3-S024	B3	f83r	f83r.16	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	tchedy	UEBERFUEHREN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: UEBERFUEHREN => überführen; Schluss	0	1	SINGLE_CARD_ALREADY_COMPACT	tchedy	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
87	B3-S025	B3	f83r	f83r.16	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	qokchdy	EINSETZEN + FESTSETZEN + UEBERFUEHREN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: EINSETZEN + FESTSETZEN + UEBERFUEHREN => neuen Posten einsetzen; Schluss; Arbeitsschritt festsetzen	0	1	SINGLE_CARD_ALREADY_COMPACT	qokchdy	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
88	B3-S026	B3	f83r	f83r.16|f83r.20	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	7	cheedar · chldaiin · chedy · qokain · checthy · chealror · solkeedy	VON_QUELLE + UEBERFUEHREN; SOLLWERT; DIES_AKTUELLER_POSTEN + UEBERFUEHREN; EINSETZEN + PORTION; DIES_AKTUELLER_POSTEN + BEREIT; ZU_ZIEL + BEDINGUNGSANSATZ; GRAD + SAMMELN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: VON_QUELLE + UEBERFUEHREN => Quelltransfer | SOLLWERT => Sollabsetzung | DIES_AKTUELLER_POSTEN + UEBERFUEHREN => überführen | EINSETZEN + PORTION => Anteil zugeben | DIES_AKTUELLER_POSTEN + BEREIT => bereit | ZU_ZIEL + BEDINGUNGSANSATZ => Zielbereitung | GRAD + SAMMELN => lange sammeln; Schluss	0	1	RETAIN_PROCESS_SEQUENCE_AND_COMMIT_SCOPE	NONE	The final operation/commit closes only its own workstep; fusing earlier cards would blur scope.	7	KEEP_EXACT_VISIBLE_SEQUENCE
89	B3-S027	B3	f83r	f83r.20	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	qoteedy	FOLGEPOSTEN + GRAD + FESTSETZEN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: FOLGEPOSTEN + GRAD + FESTSETZEN => lange Folgestufe; Schluss; Arbeitsschritt festsetzen	0	1	SINGLE_CARD_ALREADY_COMPACT	qoteedy	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
90	B3-S028	B3	f83r	f83r.20	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	2	qokeey · qokedy	EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN; EINSETZEN + GRAD + FESTSETZEN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN => länger einwirken lassen | EINSETZEN + GRAD + FESTSETZEN => kurz einwirken; Schluss; Arbeitsschritt festsetzen	0	1	RETAIN_PROCESS_SEQUENCE_AND_COMMIT_SCOPE	NONE	The final operation/commit closes only its own workstep; fusing earlier cards would blur scope.	2	KEEP_EXACT_VISIBLE_SEQUENCE
91	B3-S029	B3	f83r	f83r.20	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	3	sol · cheeety · qokedy	WEITER_GLEICHER_LAUF; GRAD + TEIL; EINSETZEN + GRAD + FESTSETZEN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: WEITER_GLEICHER_LAUF => weiter | GRAD + TEIL => Vollteil | EINSETZEN + GRAD + FESTSETZEN => kurz einwirken; Schluss; Arbeitsschritt festsetzen	0	1	RETAIN_PROCESS_SEQUENCE_AND_COMMIT_SCOPE	NONE	The final operation/commit closes only its own workstep; fusing earlier cards would blur scope.	3	KEEP_EXACT_VISIBLE_SEQUENCE
92	B3-S030	B3	f83r	f83r.20|f83r.22	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	4	qoky · saiin · schedair · otchedy	EINSETZEN + DIES_AKTUELLER_POSTEN; SOLLWERT; LAUF_BAHN; FOLGEPOSTEN + FESTSETZEN + UEBERFUEHREN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: EINSETZEN + DIES_AKTUELLER_POSTEN => einsetzen | SOLLWERT => Sollmaß | LAUF_BAHN => Weiterlauf | FOLGEPOSTEN + FESTSETZEN + UEBERFUEHREN => Folgetransfer; Schluss; Arbeitsschritt festsetzen	0	1	RETAIN_PROCESS_SEQUENCE_AND_COMMIT_SCOPE	NONE	The final operation/commit closes only its own workstep; fusing earlier cards would blur scope.	4	KEEP_EXACT_VISIBLE_SEQUENCE
93	B3-S031	B3	f83r	f83r.22	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	qokeedy	EINSETZEN + GRAD + FESTSETZEN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: EINSETZEN + GRAD + FESTSETZEN => lange einwirken; Schluss; Arbeitsschritt festsetzen	0	1	SINGLE_CARD_ALREADY_COMPACT	qokeedy	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
94	B3-S032	B3	f83r	f83r.22	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	5	chedain · chedy · qotedaiin · otaiin · otedy	PORTION + UEBERFUEHREN; DIES_AKTUELLER_POSTEN + UEBERFUEHREN; FOLGEPOSTEN + SOLLWERT + GRAD; FOLGEPOSTEN + SOLLWERT; FOLGEPOSTEN + GRAD + FESTSETZEN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: PORTION + UEBERFUEHREN => Anteilstransfer | DIES_AKTUELLER_POSTEN + UEBERFUEHREN => überführen | FOLGEPOSTEN + SOLLWERT + GRAD => Kurzsoll | FOLGEPOSTEN + SOLLWERT => Folgemaß | FOLGEPOSTEN + GRAD + FESTSETZEN => Kurzfolge; Schluss; Arbeitsschritt festsetzen	0	1	RETAIN_PROCESS_SEQUENCE_AND_COMMIT_SCOPE	NONE	The final operation/commit closes only its own workstep; fusing earlier cards would blur scope.	5	KEEP_EXACT_VISIBLE_SEQUENCE
95	B3-S033	B3	f83r	f83r.22	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	ldy	AB + FESTSETZEN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: AB + FESTSETZEN => abziehen; Schluss; Arbeitsschritt festsetzen	0	1	SINGLE_CARD_ALREADY_COMPACT	ldy	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
96	B3-S034	B3	f83r	f83r.24	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	6	soiiin · checthy · chety · otaiin · olsaly · shedy	STUFE; DIES_AKTUELLER_POSTEN + BEREIT; TEIL; FOLGEPOSTEN + SOLLWERT; ZU_ZIEL + DIES_AKTUELLER_POSTEN; GRAD + FESTSETZEN + ABSETZEN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: STUFE => Arbeitsstufe | DIES_AKTUELLER_POSTEN + BEREIT => bereit | TEIL => Teil | FOLGEPOSTEN + SOLLWERT => Folgemaß | ZU_ZIEL + DIES_AKTUELLER_POSTEN => Zwischenziel | GRAD + FESTSETZEN + ABSETZEN => kurz absetzen; Schluss; Arbeitsschritt festsetzen	0	1	RETAIN_PROCESS_SEQUENCE_AND_COMMIT_SCOPE	NONE	The final operation/commit closes only its own workstep; fusing earlier cards would blur scope.	6	KEEP_EXACT_VISIBLE_SEQUENCE
97	B4-S001	B4	f83r	f83r.25	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	qokeedy	EINSETZEN + GRAD + FESTSETZEN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: EINSETZEN + GRAD + FESTSETZEN => lange einwirken; Schluss; Arbeitsschritt festsetzen	0	1	SINGLE_CARD_ALREADY_COMPACT	qokeedy	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
98	B4-S002	B4	f83r	f83r.25	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	3	qolchey · qokeey · qokedy	WEITER_GLEICHER_LAUF + DIES_AKTUELLER_POSTEN; EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN; EINSETZEN + GRAD + FESTSETZEN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: WEITER_GLEICHER_LAUF + DIES_AKTUELLER_POSTEN => Weiterposten | EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN => länger einwirken lassen | EINSETZEN + GRAD + FESTSETZEN => kurz einwirken; Schluss; Arbeitsschritt festsetzen	0	1	RETAIN_PROCESS_SEQUENCE_AND_COMMIT_SCOPE	NONE	The final operation/commit closes only its own workstep; fusing earlier cards would blur scope.	3	KEEP_EXACT_VISIBLE_SEQUENCE
99	B4-S003	B4	f83r	f83r.25|f83r.26	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	7	chedy · otal · otchey · qokeey · qoky · tol · shedy	DIES_AKTUELLER_POSTEN + UEBERFUEHREN; FOLGEPOSTEN + ZU_ZIEL; FOLGEPOSTEN + DIES_AKTUELLER_POSTEN; EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN; EINSETZEN + DIES_AKTUELLER_POSTEN; WEITER_GLEICHER_LAUF; GRAD + FESTSETZEN + ABSETZEN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: DIES_AKTUELLER_POSTEN + UEBERFUEHREN => überführen | FOLGEPOSTEN + ZU_ZIEL => danach dorthin | FOLGEPOSTEN + DIES_AKTUELLER_POSTEN => das nächste | EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN => länger einwirken lassen | EINSETZEN + DIES_AKTUELLER_POSTEN => einsetzen | WEITER_GLEICHER_LAUF => weiter | GRAD + FESTSETZEN + ABSETZEN => kurz absetzen; Schluss; Arbeitsschritt festsetzen	0	1	RETAIN_PROCESS_SEQUENCE_AND_COMMIT_SCOPE	NONE	The final operation/commit closes only its own workstep; fusing earlier cards would blur scope.	7	KEEP_EXACT_VISIBLE_SEQUENCE
100	B4-S004	B4	f83r	f83r.26	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	qokylddy	befestigen; Schluss	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: befestigen; Schluss => befestigen; Schluss	1	1	SINGLE_CARD_ALREADY_COMPACT	qokylddy	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
101	B4-S005	B4	f83r	f83r.27	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	3	dain · chedy · qokeedy	Einlage; DIES_AKTUELLER_POSTEN + UEBERFUEHREN; EINSETZEN + GRAD + FESTSETZEN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: Einlage => Einlage | DIES_AKTUELLER_POSTEN + UEBERFUEHREN => überführen | EINSETZEN + GRAD + FESTSETZEN => lange einwirken; Schluss; Arbeitsschritt festsetzen	1	1	RETAIN_LEARNED_PAYLOAD_WITH_ITS_FRAME	NONE	A learned payload or nomenclator card must remain distinct from the surrounding instruction slots.	3	KEEP_EXACT_VISIBLE_SEQUENCE
102	B4-S006	B4	f83r	f83r.27	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	shckhedy	SEIHEN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: SEIHEN => durchlassen; Schluss	0	1	SINGLE_CARD_ALREADY_COMPACT	shckhedy	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
103	B4-S007	B4	f83r	f83r.27	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	shckhedy	SEIHEN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: SEIHEN => durchlassen; Schluss	0	1	SINGLE_CARD_ALREADY_COMPACT	shckhedy	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
104	B4-S008	B4	f83r	f83r.28	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	4	saiin · cheeky · sheey · qokedy	SOLLWERT; GRAD + DIES_AKTUELLER_POSTEN + ZUSTAND_JUSTIEREN; GRAD + DIES_AKTUELLER_POSTEN; EINSETZEN + GRAD + FESTSETZEN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: SOLLWERT => Sollmaß | GRAD + DIES_AKTUELLER_POSTEN + ZUSTAND_JUSTIEREN => länger bearbeiten | GRAD + DIES_AKTUELLER_POSTEN => Langhalt | EINSETZEN + GRAD + FESTSETZEN => kurz einwirken; Schluss; Arbeitsschritt festsetzen	0	1	RETAIN_PROCESS_SEQUENCE_AND_COMMIT_SCOPE	NONE	The final operation/commit closes only its own workstep; fusing earlier cards would blur scope.	4	KEEP_EXACT_VISIBLE_SEQUENCE
105	B4-S009	B4	f83r	f83r.28	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	shedy	GRAD + FESTSETZEN + ABSETZEN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: GRAD + FESTSETZEN + ABSETZEN => kurz absetzen; Schluss; Arbeitsschritt festsetzen	0	1	SINGLE_CARD_ALREADY_COMPACT	shedy	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
106	B4-S010	B4	f83r	f83r.28	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	oldy	WEITER_GLEICHER_LAUF + FESTSETZEN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: WEITER_GLEICHER_LAUF + FESTSETZEN => fertig; Arbeitsschritt festsetzen	0	1	SINGLE_CARD_ALREADY_COMPACT	oldy	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
107	B4-S011	B4	f83r	f83r.35|f83r.37	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	7	saiin · cheky · okeeol · okain · chdy · sol · lkedy	SOLLWERT; GRAD + DIES_AKTUELLER_POSTEN + ZUSTAND_JUSTIEREN; EINSETZEN + WEITER_GLEICHER_LAUF + GRAD; EINSETZEN + PORTION; DIES_AKTUELLER_POSTEN + UEBERFUEHREN; WEITER_GLEICHER_LAUF; weiter abziehen; Schluss	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: SOLLWERT => Sollmaß | GRAD + DIES_AKTUELLER_POSTEN + ZUSTAND_JUSTIEREN => kurz wärmen | EINSETZEN + WEITER_GLEICHER_LAUF + GRAD => Langfortsetzung | EINSETZEN + PORTION => Anteil zugeben | DIES_AKTUELLER_POSTEN + UEBERFUEHREN => überführen | WEITER_GLEICHER_LAUF => weiter | weiter abziehen; Schluss => weiter abziehen; Schluss	1	1	RETAIN_LEARNED_PAYLOAD_WITH_ITS_FRAME	NONE	A learned payload or nomenclator card must remain distinct from the surrounding instruction slots.	7	KEEP_EXACT_VISIBLE_SEQUENCE
108	B4-S012	B4	f83r	f83r.37	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	lchedy	AB + UEBERFUEHREN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: AB + UEBERFUEHREN => abführen; Schluss	0	1	SINGLE_CARD_ALREADY_COMPACT	lchedy	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
109	B4-S013	B4	f83r	f83r.37	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	2	qokol · shedy	EINSETZEN + WEITER_GLEICHER_LAUF; GRAD + FESTSETZEN + ABSETZEN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: EINSETZEN + WEITER_GLEICHER_LAUF => Weiter einsetzen | GRAD + FESTSETZEN + ABSETZEN => kurz absetzen; Schluss; Arbeitsschritt festsetzen	0	1	RETAIN_PROCESS_SEQUENCE_AND_COMMIT_SCOPE	NONE	The final operation/commit closes only its own workstep; fusing earlier cards would blur scope.	2	KEEP_EXACT_VISIBLE_SEQUENCE
110	B4-S014	B4	f83r	f83r.38	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	4	or · chey · qockhey · dairydy	BEDINGUNGSANSATZ; DIES_AKTUELLER_POSTEN; EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN + DURCHLASS; DIES_AKTUELLER_POSTEN + FESTSETZEN + LAUF_BAHN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: BEDINGUNGSANSATZ => Ansatz | DIES_AKTUELLER_POSTEN => dies | EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN + DURCHLASS => Kurzdurchgang | DIES_AKTUELLER_POSTEN + FESTSETZEN + LAUF_BAHN => Laufschluss; Arbeitsschritt festsetzen	0	1	RETAIN_PROCESS_SEQUENCE_AND_COMMIT_SCOPE	NONE	The final operation/commit closes only its own workstep; fusing earlier cards would blur scope.	4	KEEP_EXACT_VISIBLE_SEQUENCE
111	B4-S015	B4	f83r	f83r.39|f83r.41	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	6	qokain · shey · kain · chckhal · solkey · lchedy	EINSETZEN + PORTION; Klarlauf; PORTION; ZU_ZIEL + DURCHLASS; GRAD + DIES_AKTUELLER_POSTEN + SAMMELN; AB + UEBERFUEHREN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: EINSETZEN + PORTION => Anteil zugeben | Klarlauf => Klarlauf | PORTION => Portion | ZU_ZIEL + DURCHLASS => Zielpassage | GRAD + DIES_AKTUELLER_POSTEN + SAMMELN => Kurzsammlung | AB + UEBERFUEHREN => abführen; Schluss	1	1	RETAIN_LEARNED_PAYLOAD_WITH_ITS_FRAME	NONE	A learned payload or nomenclator card must remain distinct from the surrounding instruction slots.	6	KEEP_EXACT_VISIBLE_SEQUENCE
112	B4-S016	B4	f83r	f83r.41|f83r.44	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	4	qolkain · dal · skar · shedy	WEITER_GLEICHER_LAUF + PORTION; ZU_ZIEL; VON_QUELLE; GRAD + FESTSETZEN + ABSETZEN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: WEITER_GLEICHER_LAUF + PORTION => weiterer Anteil | ZU_ZIEL => dorthin | VON_QUELLE => Quellausguss | GRAD + FESTSETZEN + ABSETZEN => kurz absetzen; Schluss; Arbeitsschritt festsetzen	0	1	COMPACT_ALTERNATIVE_AVAILABLE__VISIBLE_PHRASE_RETAINED	saral	A register-shared card covers the exact same adjacent scopes, but the visible two-card phrase remains the manuscript reading.	3	KEEP_EXACT_VISIBLE_SEQUENCE
113	B5-S001	B5	f83r	f83r.47	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	otchdy	FOLGEPOSTEN + FESTSETZEN + UEBERFUEHREN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: FOLGEPOSTEN + FESTSETZEN + UEBERFUEHREN => Nachtransfer; Schluss; Arbeitsschritt festsetzen	0	1	SINGLE_CARD_ALREADY_COMPACT	otchdy	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
114	B5-S002	B5	f83r	f83r.47	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	1	qokchdy	EINSETZEN + FESTSETZEN + UEBERFUEHREN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: EINSETZEN + FESTSETZEN + UEBERFUEHREN => neuen Posten einsetzen; Schluss; Arbeitsschritt festsetzen	0	1	SINGLE_CARD_ALREADY_COMPACT	qokchdy	One registered card already carries the entire statement scope.	1	KEEP_EXACT_VISIBLE_SEQUENCE
115	B5-S003	B5	f83r	f83r.47|f83r.48|f83r.49	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	9	shedal · dal · cheol · lol · chdal · aiin · sol · daiiin · chedy	ZU_ZIEL + ABSETZEN; ZU_ZIEL; WEITER_GLEICHER_LAUF; WEITER_GLEICHER_LAUF + AB; ZU_ZIEL + UEBERFUEHREN; SOLLWERT; WEITER_GLEICHER_LAUF; STUFE; DIES_AKTUELLER_POSTEN + UEBERFUEHREN	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: ZU_ZIEL + ABSETZEN => am Ziel absetzen | ZU_ZIEL => dorthin | WEITER_GLEICHER_LAUF => weiter | WEITER_GLEICHER_LAUF + AB => Weiterabzug | ZU_ZIEL + UEBERFUEHREN => Zieltransfer | SOLLWERT => Sollmaß | WEITER_GLEICHER_LAUF => weiter | STUFE => Endstufe | DIES_AKTUELLER_POSTEN + UEBERFUEHREN => überführen	0	0	RETAIN_OPEN_MULTI_SLOT_INSTRUCTION	NONE	The open phrase carries several ordered slots or worksteps and has no exact one-card equivalent.	9	KEEP_EXACT_VISIBLE_SEQUENCE
116	B6-S001	B6	f83r	f83r.52|f83r.54	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	9	solkeey · qekey · raly · ol · daiin · ol · dain · chey · ldalor	GRAD + DIES_AKTUELLER_POSTEN + SAMMELN; kurz bearbeiten; ZU_ZIEL + DIES_AKTUELLER_POSTEN; WEITER_GLEICHER_LAUF; SOLLWERT; WEITER_GLEICHER_LAUF; Einlage; DIES_AKTUELLER_POSTEN; ZU_ZIEL + AB	Beim Besitzer aktuelle lokale Gefäß- oder Leitungsstation auf f83r: GRAD + DIES_AKTUELLER_POSTEN + SAMMELN => Langsammlung | kurz bearbeiten => kurz bearbeiten | ZU_ZIEL + DIES_AKTUELLER_POSTEN => Endposten | WEITER_GLEICHER_LAUF => weiter | SOLLWERT => Sollmaß | WEITER_GLEICHER_LAUF => weiter | Einlage => Einlage | DIES_AKTUELLER_POSTEN => dies | ZU_ZIEL + AB => Endziel	2	0	RETAIN_LEARNED_PAYLOAD_WITH_ITS_FRAME	NONE	A learned payload or nomenclator card must remain distinct from the surrounding instruction slots.	9	KEEP_EXACT_VISIBLE_SEQUENCE
