global_group_serial	source_kind	register	unit_id	page	local_serial	locus	field_or_address	statement_or_station	exact_identity	surface_display_only	formal_control	mnemonic_or_status	structural_status	iatromedical_content_class	IATROMEDICAL_SIMPLE_BATH_ELECTION	practical_content_class	PRACTICAL_MATERIAL_PROCESS_SCHEDULE	content_preference	content_status	roundtrip_status
403	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	22	f67r2.10	f67r2.10:2	Z10	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.10::2::11862	kchy	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	ELECTION	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] bei Mond in diesem Zeichen den Bezirk	SCHEDULE	Feuerstelle. Am ersten Werkstatttag prüfe für	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
404	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	23	f67r2.10	f67r2.10:3	Z10	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.10::3::11863	okar	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	ELECTION	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] schonen und dort keinen starken Eingriff vornehmen.	SCHEDULE	das Erwärmen Materialbestand, Wasserqualität und freie	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
405	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	24	f67r2.11	f67r2.11:1	Z11	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.11::1::11864	chky	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	ELECTION	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 11: Wassermann; Körperbezirk: Schienbeine und	SCHEDULE	Feuerstelle. Am ersten Werkstatttag prüfe für	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
406	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	25	f67r2.11	f67r2.11:2	Z11	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.11::2::11865	chykchs	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	ELECTION	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] Knöchel; bei Mond in diesem Zeichen den Bezirk	SCHEDULE	das Filtern Materialbestand, Wasserqualität und freie	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
407	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	26	f67r2.11	f67r2.11:3	Z11	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.11::3::11866	chy	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	ELECTION	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] schonen und dort keinen starken Eingriff vornehmen.	SCHEDULE	Feuerstelle. Am ersten Werkstatttag prüfe für	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
408	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	27	f67r2.12	f67r2.12:1	Z12	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.12::1::11867	ykees	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	ELECTION	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 12: Fische; Körperbezirk: Füße; bei Mond in diesem	SCHEDULE	den Badedienst Materialbestand, Wasserqualität und freie	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
409	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	28	f67r2.12	f67r2.12:2	Z12	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.12::2::11868	ykchos	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	ZODIAC_BODY_SECTOR_LOCAL_EXEMPLAR	ELECTION	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	SCHEDULE	Feuerstelle. Am ersten Werkstatttag prüfe für	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
410	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	29	f67r2.13	f67r2.13:1	I13	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.13::1::11869	opodchol	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 1/4; KEINE KARTENGLOSSE] Bestimme zuerst den	SCHEDULE	Reinigung und Vorratsschluss Materialbestand, Wasserqualität und	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
411	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	30	f67r2.13	f67r2.13:2	I13	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.13::2::11870	s	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 2/4; KEINE KARTENGLOSSE] Tag und danach	SCHEDULE	freie Feuerstelle. Am zweiten Werkstatttag prüfe	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
412	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	31	f67r2.13	f67r2.13:3	I13	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.13::3::11871	ain	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 3/4; KEINE KARTENGLOSSE] die planetarische Stunde	SCHEDULE	für die Wurzelernte Materialbestand, Wasserqualität und	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
413	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	32	f67r2.13	f67r2.13:4	I13	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.13::4::11872	aldy	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 4/4; KEINE KARTENGLOSSE] der vorgesehenen Maßnahme.	SCHEDULE	freie Feuerstelle. Am zweiten Werkstatttag prüfe	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
414	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	33	f67r2.14	f67r2.14:1	I14	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.14::1::11873	soeey	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Nenne den Kranken, seine	SCHEDULE	für die Blütenernte Materialbestand, Wasserqualität und	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
415	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	34	f67r2.14	f67r2.14:2	I14	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.14::2::11874	doiin	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] Stärke und die	SCHEDULE	freie Feuerstelle. Am zweiten Werkstatttag prüfe	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
416	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	35	f67r2.14	f67r2.14:3	I14	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.14::3::11875	oldy	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] sichtbar betroffene Körperstelle.	SCHEDULE	für die Blattsichtung Materialbestand, Wasserqualität und	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
417	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	36	f67r2.15	f67r2.15:1	P01	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.15::1::11876	dolchsody	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SEVEN_PLANET_LOCAL_EXEMPLAR	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Planet 1: Saturn; überlieferte Grundqualität: kalt und trocken; als Tages- oder Stundenherr prüfen.	SCHEDULE	freie Feuerstelle. Am zweiten Werkstatttag prüfe	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
418	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	37	f67r2.16	f67r2.16:1	I16	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.16::1::11877	odaeiin	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 1/4; KEINE KARTENGLOSSE] Suche den Herrscher	SCHEDULE	für das Schattentrocknen Materialbestand, Wasserqualität und	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
419	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	38	f67r2.16	f67r2.16:2	I16	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.16::2::11878	okoes	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 2/4; KEINE KARTENGLOSSE] aus der Siebenerreihe	SCHEDULE	freie Feuerstelle. Am zweiten Werkstatttag prüfe	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
420	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	39	f67r2.16	f67r2.16:3	I16	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.16::3::11879	oekain	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 3/4; KEINE KARTENGLOSSE] und bewahre	SCHEDULE	für das Zerkleinern Materialbestand, Wasserqualität und	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
421	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	40	f67r2.16	f67r2.16:4	I16	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.16::4::11880	y	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 4/4; KEINE KARTENGLOSSE] seine Grundqualität.	SCHEDULE	freie Feuerstelle. Am zweiten Werkstatttag prüfe	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
422	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	41	f67r2.17	f67r2.17:1	I17	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.17::1::11881	otchey	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Unterscheide warme, kalte, trockene	SCHEDULE	für das Einweichen Materialbestand, Wasserqualität und	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
423	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	42	f67r2.17	f67r2.17:2	I17	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.17::2::11882	soraiir	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] und feuchte Wirkung	SCHEDULE	freie Feuerstelle. Am zweiten Werkstatttag prüfe	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
424	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	43	f67r2.17	f67r2.17:3	I17	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.17::3::11883	dy	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] nur als Exemplarregel.	SCHEDULE	für das Färbebad Materialbestand, Wasserqualität und	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
425	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	44	f67r2.18	f67r2.18:1	I18	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.18::1::11884	qopchy	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Bestimme das Zeichen, in	SCHEDULE	freie Feuerstelle. Am zweiten Werkstatttag prüfe	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
426	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	45	f67r2.18	f67r2.18:2	I18	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.18::2::11885	daiin	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] dem der Mond zur	SCHEDULE	für das Duftöl Materialbestand, Wasserqualität und	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
427	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	46	f67r2.18	f67r2.18:3	I18	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.18::3::11886	dal	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] fraglichen Stunde steht.	SCHEDULE	freie Feuerstelle. Am zweiten Werkstatttag prüfe	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
428	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	47	f67r2.19	f67r2.19:1	I19	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.19::1::11887	ydchos	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 1/4; KEINE KARTENGLOSSE] Ordne dem Zeichen	SCHEDULE	für das Erwärmen Materialbestand, Wasserqualität und	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
429	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	48	f67r2.19	f67r2.19:2	I19	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.19::2::11888	ain	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 2/4; KEINE KARTENGLOSSE] den Körperbezirk	SCHEDULE	freie Feuerstelle. Am zweiten Werkstatttag prüfe	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
430	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	49	f67r2.19	f67r2.19:3	I19	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.19::3::11889	ar	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 3/4; KEINE KARTENGLOSSE] aus der	SCHEDULE	für das Filtern Materialbestand, Wasserqualität und	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
431	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	50	f67r2.19	f67r2.19:4	I19	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.19::4::11890	amy	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 4/4; KEINE KARTENGLOSSE] Zwölferreihe zu.	SCHEDULE	freie Feuerstelle. Am zweiten Werkstatttag prüfe	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
432	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	51	f67r2.20	f67r2.20:1	I20	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.20::1::11891	chocfhy	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Ist gerade dieser Körperbezirk betroffen, so	SCHEDULE	für den Badedienst Materialbestand, Wasserqualität und	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
433	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	52	f67r2.20	f67r2.20:2	I20	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.20::2::11892	saral	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] schone ihn in dieser Stunde.	SCHEDULE	freie Feuerstelle. Am zweiten Werkstatttag prüfe	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
434	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	53	f67r2.21	f67r2.21:1	I21	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.21::1::11893	sain	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Verschiebe Aderlass, Schröpfen	SCHEDULE	für Reinigung und Vorratsschluss Materialbestand, Wasserqualität	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
435	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	54	f67r2.21	f67r2.21:2	I21	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.21::2::11894	am	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] oder Schnitt am	SCHEDULE	und freie Feuerstelle. Am dritten Werkstatttag	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
436	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	55	f67r2.21	f67r2.21:3	I21	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.21::3::11895	ar	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] beherrschten Körperbezirk.	SCHEDULE	prüfe für die Wurzelernte Materialbestand, Wasserqualität	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
437	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	56	f67r2.22	f67r2.22:1	P02	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.22::1::11896	okal	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SEVEN_PLANET_LOCAL_EXEMPLAR	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Planet 2: Jupiter; überlieferte Grundqualität: warm und feucht; als Tages- oder Stundenherr prüfen.	SCHEDULE	und freie Feuerstelle. Am dritten Werkstatttag	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
438	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	57	f67r2.23	f67r2.23:1	I23	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.23::1::11897	oparchy	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Prüfe zusätzlich, ob der Mond	SCHEDULE	prüfe für die Blütenernte Materialbestand, Wasserqualität und	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
439	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	58	f67r2.23	f67r2.23:2	I23	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.23::2::11898	salsain	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] an Licht zunimmt oder abnimmt.	SCHEDULE	freie Feuerstelle. Am dritten Werkstatttag prüfe	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
440	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	59	f67r2.24	f67r2.24:1	I24	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.24::1::11899	sodar	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Zunehmendes Licht begünstigt stärkende,	SCHEDULE	für die Blattsichtung Materialbestand, Wasserqualität und	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
441	ASTRO_PAGE_LOCAL_GROUP	ASTRO	A1	f67r2	60	f67r2.24	f67r2.24:2	I24	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.24::2::11900	ofar	NOT_APPLICABLE_ASTRO	NOT_APPLICABLE_ASTRO	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	ELECTION	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] abnehmendes Licht entleerende	SCHEDULE	freie Feuerstelle. Am dritten Werkstatttag prüfe	COEQUAL	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE	PASS_EXACT_ASTRO_LOCAL_ADDRESS_AND_CONTEXT
