group_serial	diagram_id	page	locus	event_index	opaque_local_id	surface_display_only	local_formal_role	iatromedical_local_text	practical_local_text	orientation_status	f68_f69_mapping	semantic_ceiling
113	A1	f67r2	f67r2.45	1	A1:G113	ycheody	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] An Genitalien und Blase	Lookup-Anweisungsblock I27 lesen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
114	A1	f67r2	f67r2.45	2	A1:G114	es	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] handle nicht stark bei	Lookup-Anweisungsblock I27 lesen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
115	A1	f67r2	f67r2.45	3	A1:G115	odaiiin	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] Mond im Skorpion.	Lookup-Anweisungsblock I27 lesen; Fragment 03 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
116	A1	f67r2	f67r2.46	1	A1:G116	yekees	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] An Hüften und Schenkeln handle nicht	Lookup-Anweisungsblock I28 lesen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
117	A1	f67r2	f67r2.46	2	A1:G117	oraly	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] stark bei Mond im Schützen.	Lookup-Anweisungsblock I28 lesen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
118	A1	f67r2	f67r2.47	1	A1:G118	yfain	ROW_KEY	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Planet 7: Mond; überlieferte Grundqualität: kalt und feucht; als Tages- oder Stundenherr prüfen.	Werk-/Ressourcenreihe R07 wählen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
119	A1	f67r2	f67r2.48	1	A1:G119	todaiin	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] An den Knien handle	Lookup-Anweisungsblock I29 lesen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
120	A1	f67r2	f67r2.48	2	A1:G120	dain	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] nicht stark bei	Lookup-Anweisungsblock I29 lesen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
121	A1	f67r2	f67r2.48	3	A1:G121	dy	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] Mond im Steinbock.	Lookup-Anweisungsblock I29 lesen; Fragment 03 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
122	A1	f67r2	f67r2.49	1	A1:G122	os	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] An Schienbeinen und Knöcheln	Lookup-Anweisungsblock I30 lesen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
123	A1	f67r2	f67r2.49	2	A1:G123	choer	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] handle nicht stark bei	Lookup-Anweisungsblock I30 lesen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
124	A1	f67r2	f67r2.49	3	A1:G124	aiin	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] Mond im Wassermann.	Lookup-Anweisungsblock I30 lesen; Fragment 03 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
125	A1	f67r2	f67r2.50	1	A1:G125	choeea	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] An den Füßen handle nicht stark	Lookup-Anweisungsblock I31 lesen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
126	A1	f67r2	f67r2.50	2	A1:G126	sal	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] bei Mond in den Fischen.	Lookup-Anweisungsblock I31 lesen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
127	A1	f67r2	f67r2.51	1	A1:G127	dadaiin	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Wenn Zeichen oder Körperbezirk unsicher bleibt, verschiebe die Maßnahme.	Lookup-Anweisungsblock I32 lesen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
128	A1	f67r2	f67r2.52	1	A1:G128	qotoear	AUXILIARY_KEY	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Haus I: Kranker und Körper; das Haus rahmt die Frage, nicht die Voynich-Oberfläche.	Hilfs-/Kontrollspalte X01 wählen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
129	A1	f67r2	f67r2.53	1	A1:G129	dchdar	AUXILIARY_KEY	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Haus II: Mittel und Vorrat; das Haus rahmt die Frage, nicht die Voynich-Oberfläche.	Hilfs-/Kontrollspalte X02 wählen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
130	A1	f67r2	f67r2.54	1	A1:G130	y	AUXILIARY_KEY	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Externer Editionswert Haus III: Nachricht und kurzer Weg;	Hilfs-/Kontrollspalte X03 wählen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
131	A1	f67r2	f67r2.54	2	A1:G131	saldal	AUXILIARY_QUALIFIER_FRAGMENT	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] das Haus rahmt die Frage, nicht die Voynich-Oberfläche.	Hilfs-/Kontrollspalte X03 wählen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
132	A1	f67r2	f67r2.55	1	A1:G132	ytodal	AUXILIARY_KEY	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Haus IV: Grund und Ausgang; das Haus rahmt die Frage, nicht die Voynich-Oberfläche.	Hilfs-/Kontrollspalte X04 wählen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
133	A1	f67r2	f67r2.56	1	A1:G133	tol	AUXILIARY_KEY	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Externer Editionswert Haus V: Kinder und Zeugung; das	Hilfs-/Kontrollspalte X05 wählen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
134	A1	f67r2	f67r2.56	2	A1:G134	daiin	AUXILIARY_QUALIFIER_FRAGMENT	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] Haus rahmt die Frage, nicht die Voynich-Oberfläche.	Hilfs-/Kontrollspalte X05 wählen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
135	A1	f67r2	f67r2.57	1	A1:G135	otar	AUXILIARY_KEY	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Externer Editionswert Haus VI: Krankheit und Leiden; das	Hilfs-/Kontrollspalte X06 wählen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
136	A1	f67r2	f67r2.57	2	A1:G136	dy	AUXILIARY_QUALIFIER_FRAGMENT	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] Haus rahmt die Frage, nicht die Voynich-Oberfläche.	Hilfs-/Kontrollspalte X06 wählen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
137	A1	f67r2	f67r2.58	1	A1:G137	cho	AUXILIARY_KEY	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Externer Editionswert Haus VII: Arzt	Hilfs-/Kontrollspalte X07 wählen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
138	A1	f67r2	f67r2.58	2	A1:G138	dal	AUXILIARY_QUALIFIER_FRAGMENT	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] oder Gegenpartei; das Haus rahmt	Hilfs-/Kontrollspalte X07 wählen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
139	A1	f67r2	f67r2.58	3	A1:G139	g	AUXILIARY_QUALIFIER_FRAGMENT	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] die Frage, nicht die Voynich-Oberfläche.	Hilfs-/Kontrollspalte X07 wählen; Fragment 03 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
140	A1	f67r2	f67r2.59	1	A1:G140	ytchodly	AUXILIARY_KEY	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Haus VIII: Krise und Tod; das Haus rahmt die Frage, nicht die Voynich-Oberfläche.	Hilfs-/Kontrollspalte X08 wählen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
141	A1	f67r2	f67r2.60	1	A1:G141	octhys	AUXILIARY_KEY	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Haus IX: Lehre und ferner Weg; das Haus rahmt die Frage, nicht die Voynich-Oberfläche.	Hilfs-/Kontrollspalte X09 wählen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
142	A1	f67r2	f67r2.61	1	A1:G142	ytokar	AUXILIARY_KEY	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Haus X: Behandlung und leitender Meister; das Haus rahmt die Frage, nicht die Voynich-Oberfläche.	Hilfs-/Kontrollspalte X10 wählen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
143	A1	f67r2	f67r2.62	1	A1:G143	otolor	AUXILIARY_KEY	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Haus XI: Helfer und Hoffnung; das Haus rahmt die Frage, nicht die Voynich-Oberfläche.	Hilfs-/Kontrollspalte X11 wählen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
144	A1	f67r2	f67r2.63	1	A1:G144	okodar	AUXILIARY_KEY	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Haus XII: verborgene Gefahr und Einschließung; das Haus rahmt die Frage, nicht die Voynich-Oberfläche.	Hilfs-/Kontrollspalte X12 wählen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
145	A1	f67r2	f67r2.64	1	A1:G145	s	CONDITION_KEY	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Bedingung I: Der Mond sei	Bedingungsslot K01 prüfen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
146	A1	f67r2	f67r2.64	2	A1:G146	air	CONDITION_REDUNDANCY_FRAGMENT	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] frei von Saturn; andernfalls verschieben.	Bedingungsslot K01 prüfen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
147	A1	f67r2	f67r2.65	1	A1:G147	soear	CONDITION_KEY	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Bedingung II: Der Mond sei frei von Mars; andernfalls nur mild handeln.	Bedingungsslot K02 prüfen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
148	A1	f67r2	f67r2.66	1	A1:G148	cpheey	CONDITION_KEY	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Bedingung III: Der Mond sei nicht von der Sonne verbrannt.	Bedingungsslot K03 prüfen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
149	A1	f67r2	f67r2.67	1	A1:G149	okodar	CONDITION_KEY	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Bedingung IV: Der Mond trenne sich vom Übeltäter.	Bedingungsslot K04 prüfen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
150	A1	f67r2	f67r2.68	1	A1:G150	oepchod	CONDITION_KEY	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Bedingung V: Der Mond wende sich einem Wohltäter zu.	Bedingungsslot K05 prüfen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
151	A1	f67r2	f67r2.69	1	A1:G151	s	CONDITION_KEY	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Bedingung VI: Trigon oder Sextil	Bedingungsslot K06 prüfen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
152	A1	f67r2	f67r2.69	2	A1:G152	ay	CONDITION_REDUNDANCY_FRAGMENT	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] gelten als günstige Verbindung.	Bedingungsslot K06 prüfen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
153	A1	f67r2	f67r2.70	1	A1:G153	osar	CONDITION_KEY	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Bedingung VII: Tages- oder Nachtzeichen müsse zur Arbeitszeit passen.	Bedingungsslot K07 prüfen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
154	A1	f67r2	f67r2.71	1	A1:G154	oran	CONDITION_KEY	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Bedingung VIII: Bei unsicherem Stand werde die Maßnahme verschoben.	Bedingungsslot K08 prüfen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
155	A1	f67r2	f67r2.72	1	A1:G155	dar	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 1/12; KEINE KARTENGLOSSE] Merke: Der Planet	Lookup-Anweisungsblock I33 lesen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
156	A1	f67r2	f67r2.72	2	A1:G156	aldaiin	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 2/12; KEINE KARTENGLOSSE] ist der Herr	Lookup-Anweisungsblock I33 lesen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
157	A1	f67r2	f67r2.72	3	A1:G157	ydaiin	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 3/12; KEINE KARTENGLOSSE] des Tages oder	Lookup-Anweisungsblock I33 lesen; Fragment 03 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
158	A1	f67r2	f67r2.72	4	A1:G158	qkoy	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 4/12; KEINE KARTENGLOSSE] der Stunde; das	Lookup-Anweisungsblock I33 lesen; Fragment 04 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
159	A1	f67r2	f67r2.72	5	A1:G159	ydaiin	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 5/12; KEINE KARTENGLOSSE] Zeichen bezeichnet den	Lookup-Anweisungsblock I33 lesen; Fragment 05 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
160	A1	f67r2	f67r2.72	6	A1:G160	qofair	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 6/12; KEINE KARTENGLOSSE] geschonten Körperbezirk; das	Lookup-Anweisungsblock I33 lesen; Fragment 06 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
161	A1	f67r2	f67r2.72	7	A1:G161	ypair	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 7/12; KEINE KARTENGLOSSE] Haus bezeichnet die	Lookup-Anweisungsblock I33 lesen; Fragment 07 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
162	A1	f67r2	f67r2.72	8	A1:G162	ykoaiin	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 8/12; KEINE KARTENGLOSSE] gestellte Frage; der	Lookup-Anweisungsblock I33 lesen; Fragment 08 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
163	A1	f67r2	f67r2.72	9	A1:G163	ydoly	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 9/12; KEINE KARTENGLOSSE] Zustand des Mondes	Lookup-Anweisungsblock I33 lesen; Fragment 09 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
164	A1	f67r2	f67r2.72	10	A1:G164	ytalchos	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 10/12; KEINE KARTENGLOSSE] entscheidet, ob jetzt	Lookup-Anweisungsblock I33 lesen; Fragment 10 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
165	A1	f67r2	f67r2.72	11	A1:G165	oly	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 11/12; KEINE KARTENGLOSSE] gehandelt, gemildert oder	Lookup-Anweisungsblock I33 lesen; Fragment 11 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
166	A1	f67r2	f67r2.72	12	A1:G166	okey	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 12/12; KEINE KARTENGLOSSE] verschoben wird.	Lookup-Anweisungsblock I33 lesen; Fragment 12 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
167	A1	f67r2	f67r2.73	1	A1:G167	sshey	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 1/11; KEINE KARTENGLOSSE] Die Namen und	Lookup-Anweisungsblock I34 lesen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
168	A1	f67r2	f67r2.73	2	A1:G168	sy	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 2/11; KEINE KARTENGLOSSE] medizinischen Zuordnungen dieser	Lookup-Anweisungsblock I34 lesen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
