group_serial	page	unit_id	locus	event_index	source_event_serial	astro_local_group_identity	surface_ZL3b	locus_role	inventory_item	formal_value	mnemonic	iatromedical_content_class	IATROMEDICAL_ELECTION	practical_content_class	PRACTICAL_SCHEDULE	content_preference	external_label_status	rotation_start_status	direct_f68_f69_mapping	content_status
187	f67r2	A1	f67r2.74	10	12027	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.74::10::12027	odain	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I74	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 10/13; KEINE KARTENGLOSSE] mit und	SCHEDULE	Das Ergebnis erlaubt, verkleinert oder verschiebt	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
188	f67r2	A1	f67r2.74	11	12028	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.74::11::12028	ar	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I74	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 11/13; KEINE KARTENGLOSSE] benutzt das	SCHEDULE	die bereits im Werkstattbuch bestimmte Arbeit;	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
189	f67r2	A1	f67r2.74	12	12029	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.74::12::12029	air	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I74	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 12/13; KEINE KARTENGLOSSE] Diagramm nur	SCHEDULE	es benennt keine Krankheit und weist	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
190	f67r2	A1	f67r2.74	13	12030	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.74::13::12030	ay	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I74	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 13/13; KEINE KARTENGLOSSE] als Wahlfilter.	SCHEDULE	auf keinen einzelnen Herbal- oder Bio-Record.	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
191	f68r1	A2	f68r1.1	1	12166	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.1::1::12166	shokchy	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R01	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/9; KEINE KARTENGLOSSE] Tafel der achtundzwanzig	SCHEDULE	Das Zentrum bezeichnet	COEQUAL	NONE	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
192	f68r1	A2	f68r1.1	2	12167	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.1::2::12167	chteey	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R01	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/9; KEINE KARTENGLOSSE] Häuser des Mondes:	SCHEDULE	das Monatsblatt der Werkstatt;	COEQUAL	NONE	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
193	f68r1	A2	f68r1.1	3	12168	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.1::3::12168	choteey	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R01	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 3/9; KEINE KARTENGLOSSE] Der Kreis	SCHEDULE	jede der achtundzwanzig	COEQUAL	NONE	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
194	f68r1	A2	f68r1.1	4	12169	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.1::4::12169	cphol	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R01	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 4/9; KEINE KARTENGLOSSE] ist hier	SCHEDULE	Stellen ist eine eigene	COEQUAL	NONE	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
195	f68r1	A2	f68r1.1	5	12170	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.1::5::12170	cheor	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R01	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 5/9; KEINE KARTENGLOSSE] ein räumlicher	SCHEDULE	Arbeitsadresse und kein	COEQUAL	NONE	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
196	f68r1	A2	f68r1.1	6	12171	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.1::6::12171	opcheeol	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R01	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 6/9; KEINE KARTENGLOSSE] Namenskatalog und	SCHEDULE	Kartenwort. An Stelle 01	COEQUAL	NONE	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
197	f68r1	A2	f68r1.1	7	12172	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.1::7::12172	otor	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R01	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 7/9; KEINE KARTENGLOSSE] noch kein	SCHEDULE	prüfe den Brunnenzulauf.	COEQUAL	NONE	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
198	f68r1	A2	f68r1.1	8	12173	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.1::8::12173	choctheeey	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R01	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 8/9; KEINE KARTENGLOSSE] bewiesener Lauf	SCHEDULE	An Stelle 02 reinige	COEQUAL	NONE	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
199	f68r1	A2	f68r1.1	9	12174	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.1::9::12174	okchoal	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R01	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 9/9; KEINE KARTENGLOSSE] oder Kalender.	SCHEDULE	den oberen Vorratskasten.	COEQUAL	NONE	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
200	f68r1	A2	f68r1.2	1	12175	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.2::1::12175	tochso	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R02	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/9; KEINE KARTENGLOSSE] Jede gezeichnete Sternstelle	SCHEDULE	An Stelle 03 zähle	COEQUAL	NONE	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
201	f68r1	A2	f68r1.2	2	12176	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.2::2::12176	otchl	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R02	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/9; KEINE KARTENGLOSSE] bewahrt einen eigenen	SCHEDULE	das trockene Brennholz.	COEQUAL	NONE	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
202	f68r1	A2	f68r1.2	3	12177	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.2::3::12177	qokeeedy	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R02	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 3/9; KEINE KARTENGLOSSE] lokalen Namen; der	SCHEDULE	An Stelle 04 räume	COEQUAL	NONE	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
203	f68r1	A2	f68r1.2	4	12178	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.2::4::12178	cheey	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R02	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 4/9; KEINE KARTENGLOSSE] Benutzer findet sie	SCHEDULE	die Feuerstelle. An	COEQUAL	NONE	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
204	f68r1	A2	f68r1.2	5	12179	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.2::5::12179	cheeteey	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R02	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 5/9; KEINE KARTENGLOSSE] nach Lage	SCHEDULE	Stelle 05 prüfe	COEQUAL	NONE	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
205	f68r1	A2	f68r1.2	6	12180	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.2::6::12180	yteody	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R02	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 6/9; KEINE KARTENGLOSSE] und nach	SCHEDULE	die beiden Kessel. An	COEQUAL	NONE	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
206	f68r1	A2	f68r1.2	7	12181	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.2::7::12181	chpor	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R02	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 7/9; KEINE KARTENGLOSSE] einem außerhalb	SCHEDULE	Stelle 06 ordne	COEQUAL	NONE	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
207	f68r1	A2	f68r1.2	8	12182	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.2::8::12182	cheokorchey	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R02	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 8/9; KEINE KARTENGLOSSE] dieser Seite	SCHEDULE	den Kräutervorrat. An Stelle	COEQUAL	NONE	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
208	f68r1	A2	f68r1.2	9	12183	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.2::9::12183	chod	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R02	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 9/9; KEINE KARTENGLOSSE] erlernten Himmelsort.	SCHEDULE	07 sortiere die	COEQUAL	NONE	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
209	f68r1	A2	f68r1.3	1	12184	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.3::1::12184	ykor	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R03	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/8; KEINE KARTENGLOSSE] Für die vollständige Vergleichsausgabe	SCHEDULE	Wurzeln. An Stelle 08	COEQUAL	NONE	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
210	f68r1	A2	f68r1.3	2	12185	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.3::2::12185	shey	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R03	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/8; KEINE KARTENGLOSSE] setzt der Herausgeber Haus	SCHEDULE	sortiere die Blüten.	COEQUAL	NONE	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
211	f68r1	A2	f68r1.3	3	12186	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.3::3::12186	qocheey	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R03	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 3/8; KEINE KARTENGLOSSE] eins an Quelllocus neun	SCHEDULE	An Stelle 09 sortiere	COEQUAL	NONE	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
212	f68r1	A2	f68r1.3	4	12187	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.3::4::12187	chokal	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R03	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 4/8; KEINE KARTENGLOSSE] und zählt bis	SCHEDULE	die Blätter. An	COEQUAL	NONE	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
213	f68r1	A2	f68r1.3	5	12188	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.3::5::12188	okeey	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R03	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 5/8; KEINE KARTENGLOSSE] Quelllocus sechsunddreißig; weder	SCHEDULE	Stelle 10 reinige Mörser	COEQUAL	NONE	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
214	f68r1	A2	f68r1.3	6	12189	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.3::6::12189	ror	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R03	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 6/8; KEINE KARTENGLOSSE] dieser Anfang noch	SCHEDULE	und Schneidbrett. An	COEQUAL	NONE	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
215	f68r1	A2	f68r1.3	7	12190	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.3::7::12190	eckhear	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R03	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 7/8; KEINE KARTENGLOSSE] diese Richtung ist	SCHEDULE	Stelle 11 setze die	COEQUAL	NONE	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
216	f68r1	A2	f68r1.3	8	12191	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.3::8::12191	daram	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R03	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 8/8; KEINE KARTENGLOSSE] im Blatt bewiesen.	SCHEDULE	helle Lauge an.	COEQUAL	NONE	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
217	f68r1	A2	f68r1.4	1	12192	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.4::1::12192	dchor	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R04	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Die Namen Alnat bis Arexe stammen aus	SCHEDULE	An Stelle 12	COEQUAL	NONE	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
218	f68r1	A2	f68r1.4	2	12193	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.4::2::12193	okaiiin	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R04	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] einem lateinischen Picatrix-Vergleich und lesen kein Voynich-Gebilde.	SCHEDULE	setze das dunkle Färbebad	COEQUAL	NONE	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
219	f68r1	A2	f68r1.5	1	12194	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.5::1::12194	yky	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R05	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Der Benutzer bringt den Mondort aus Kalender oder Beobachtung mit.	SCHEDULE	an. An Stelle	COEQUAL	NONE	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
220	f68r1	A2	f68r1.6	1	12195	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.6::1::12195	dary	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R06	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Er wählt danach genau eine gezeichnete Sternstelle.	SCHEDULE	13 prüfe das Duftöl.	COEQUAL	NONE	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
221	f68r1	A2	f68r1.7	1	12196	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.7::1::12196	chkchykoly	SPATIAL_CATALOGUE_INSTRUCTION_LOCAL_SOURCE_TEXT	R07	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Ihre Wirkung wird in einem getrennten Regeltext nachgeschlagen.	SCHEDULE	An Stelle 14	COEQUAL	NONE	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
222	f68r1	A2	f68r1.8	1	12197	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.8::1::12197	okodaly	CENTRAL_LUNAR_CATALOGUE_OWNER	CENTRE	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Der Mond als externer Editionsbesitzer eines Katalogs aus achtundzwanzig Häusern; kein Wortwert der Oberfläche.	SCHEDULE	wechsle das Filtertuch. An	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
223	f68r1	A2	f68r1.9	1	12198	ASTRO_LOCAL_ADDRESS::f68r1::f68r1.9::1::12198	odchecthy	SPATIAL_LUNAR_MANSION_LOCAL_EXEMPLAR	S01	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Räumliche Stelle S01; externer Picatrix-Vergleichsname: Alnat; dort überlieferte Operationsklasse: Arznei einnehmen oder Reise beginnen.	SCHEDULE	Stelle 15 scheuere	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_S01_EQUALS_SOURCE_LOCUS_9; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
