event_serial	page	locus	record_unit_id	field_id	statement_id	joint_tuple_id	surface_display_only	formal_formula_opaque	terminal_status	strict_formal_prompt	selected_exact_mnemonic	event_template	parse_status	iatromedical_source_segment	practical_source_segment	content_relation	semantic_ceiling
109	f81v	f81v.2	B1	F022	B1-S002	dd0ecaf5e27d81befffc	al	OPAQUE_PAYLOAD	NONCLOSE	NONE	ZIEL?	TARGET_ASSIGN	UNIQUE_EXACT	[CARD:ZIEL?] [REGISTER:OWNER=B1:O01;TARGET/STATION=B1:T005] [EXEMPLAR:A003+A010+A011+A013+A014+A020:den aktiven Posten an der örtlich bezeichneten Station führen]	ZIEL?=Arbeitsziel setzen oder bestätigen ; LOCAL_ARGUMENT[Zieladresse=Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
110	f81v	f81v.2	B1	F022	B1-S002	dcda95c81a5460feb191	ol	FRAME_O(LINK)	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	UNIQUE_FORMAL_ONLY	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002;PREVIOUS_ITEM=B1:I001] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F022]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
111	f81v	f81v.2	B1	F022	B1-S002	1496a731803a9f48d2e1	rol	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A008+A011+A020:bevor es abkühlt]	LOCAL_EXEMPLAR[Zulauf vorerst schließen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
112	f81v	f81v.2	B1	F022	B1-S002	0f18de177ed7c878bf95	dl	LINK	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A001+A005+A007+A011+A012+A015+A020:der vorbereitete Bade- oder Waschzusatz]	LOCAL_EXEMPLAR[Filteraufnahme leeren;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
113	f81v	f81v.7	B1	F023	B1-S002	dec401773c1f0347793d	olor	OPAQUE_PAYLOAD	NONCLOSE	NONE	VORIGES?	SELECT_PREVIOUS	UNIQUE_EXACT	[CARD:VORIGES?] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002;PREVIOUS_ITEM=B1:I001] [EXEMPLAR:A009+A010+A011+A020:den vorigen recordlokalen Posten wieder aufnehmen]	VORIGES?=vorige Charge wieder aufnehmen ; LOCAL_ARGUMENT[Vorcharge im recordlokalen Register B1]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
114	f81v	f81v.7	B1	F023	B1-S002	dcda95c81a5460feb191	ol	FRAME_O(LINK)	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	UNIQUE_FORMAL_ONLY	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002;PREVIOUS_ITEM=B1:I001] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F023]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
115	f81v	f81v.7	B1	F023	B1-S002	4eab1841ed655c20a348	sheckhal	OPAQUE_PAYLOAD + <ARG_AL>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A010+A011+A020:eine mäßige Menge]	LOCAL_EXEMPLAR[Wasser in das Becken einlassen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
116	f81v	f81v.7	B1	F023	B1-S002	2f1c5e56e8f0ff459065	daiin	OPAQUE_PAYLOAD	NONCLOSE	VORGABEPARAMETER?	MASS?	PARAMETER_ASSIGN	UNIQUE_CONVERGENT_CHANNELS	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002] [EXEMPLAR:A010+A011+A020:den aktiven Posten nach der örtlichen Vorschrift bemessen]	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B1:F023:M]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
117	f81v	f81v.7	B1	F023	B1-S002	93f69c38fdedee1598e9	qokeedal	OPAQUE_PAYLOAD + <ARG_AL>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A011+A020:der eingetauchte Teil]	LOCAL_EXEMPLAR[Vorratscharge bereitstellen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
118	f81v	f81v.7	B1	F023	B1-S002	2f1c5e56e8f0ff459065	daiin	OPAQUE_PAYLOAD	NONCLOSE	VORGABEPARAMETER?	MASS?	PARAMETER_ASSIGN	UNIQUE_CONVERGENT_CHANNELS	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002] [EXEMPLAR:A010+A011+A020:den aktiven Posten nach der örtlichen Vorschrift bemessen]	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B1:F023:M]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
119	f81v	f81v.7	B1	F023	B1-S002	2cc8bb3c2af19607888f	chckhy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A011+A020:durch die verbundenen Läufe]	LOCAL_EXEMPLAR[Wasser in das Becken einlassen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
120	f81v	f81v.7	B1	F023	B1-S002	259b2b3b0bf859882e2c	schedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A001+A002+A003+A005+A009+A011+A015+A020:spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	LOCAL_EXEMPLAR[Füllstand am Randzeichen prüfen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
121	f81v	f81v.7	B1	F024	B1-S003	dcda95c81a5460feb191	qol	FRAME_O(LINK)	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	UNIQUE_FORMAL_ONLY	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002;PREVIOUS_ITEM=B1:I001] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F024]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
122	f81v	f81v.17	B1	F025	B1-S003	54e32e9c1414b20640e9	sshkchdy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A008+A011+A020:halte es warm und beende den Schritt]	LOCAL_EXEMPLAR[Leitungszweig wählen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
123	f81v	f81v.17	B1	F026	B1-S004	6f7ff8287eddf4da9fdb	chedy	VARIANT_D(OPAQUE_PAYLOAD)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A010+A011+A013+A020:rühre, bis alles gleichmäßig vermischt ist]	LOCAL_EXEMPLAR[Vorratscharge bereitstellen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
124	f81v	f81v.17	B1	F026	B1-S004	dcda95c81a5460feb191	ol	FRAME_O(LINK)	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	UNIQUE_FORMAL_ONLY	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002;PREVIOUS_ITEM=B1:I001] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F026]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
125	f81v	f81v.17	B1	F026	B1-S004	bc4f1f5c006c74a4d26d	shedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A011+A012+A020:lasse es bis zur Bereitschaft stehen und beende den Schritt]	LOCAL_EXEMPLAR[Wasser in das Becken einlassen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
126	f81v	f81v.17	B1	F027	B1-S005	28ffbc88b97772a75f1e	qolchedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A002+A004+A011+A013+A020:stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt]	LOCAL_EXEMPLAR[Wärmequelle am Becken anlegen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
127	f81v	f81v.17	B1	F028	B1-S006	1645e612504fcef59ced	qokain	SET(<ARG_AIN>)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A002+A010+A011+A020:gib einen abgemessenen Anteil in das Gefäß]	LOCAL_EXEMPLAR[obere Rinne füllen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
128	f81v	f81v.17	B1	F028	B1-S006	2cc8bb3c2af19607888f	shckhy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A011+A020:durch die verbundenen Läufe]	LOCAL_EXEMPLAR[Charge über das Gefälle umlaufen lassen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
129	f81v	f81v.17	B1	F028	B1-S006	0f18de177ed7c878bf95	dl	LINK	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A001+A005+A007+A011+A012+A015+A020:der vorbereitete Bade- oder Waschzusatz]	LOCAL_EXEMPLAR[Rücklauf im unteren Becken auffangen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
130	f81v	f81v.17	B1	F028	B1-S006	4da0f0f7b5fc7ac20067	ral	OPAQUE_PAYLOAD + <ARG_AL>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A008+A011+A020:und lasse es abkühlen]	LOCAL_EXEMPLAR[Rücklauf erneut zuführen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
131	f81v	f81v.18	B1	F029	B1-S007	87411f84689b4f93a303	qokchdy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A008+A009+A011+A020:erwärme es einmal und beende den Schritt]	LOCAL_EXEMPLAR[Charge ruhig stehen lassen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
132	f81v	f81v.18	B1	F030	B1-S008	b921a237be883a820352	chey	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A010+A011+A020:Diese aktive Portion]	LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
133	f81v	f81v.18	B1	F030	B1-S008	dcda95c81a5460feb191	ol	FRAME_O(LINK)	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	UNIQUE_FORMAL_ONLY	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I003;PREVIOUS_ITEM=B1:I002] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F030]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
134	f81v	f81v.18	B1	F030	B1-S008	d904bf7b044dd3922781	cheky	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A011+A020:bei sanfter Wärme]	LOCAL_EXEMPLAR[Rückstand vom Filter abnehmen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
135	f81v	f81v.18	B1	F030	B1-S008	dcda95c81a5460feb191	ol	FRAME_O(LINK)	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	UNIQUE_FORMAL_ONLY	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I003;PREVIOUS_ITEM=B1:I002] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F030]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
136	f81v	f81v.18	B1	F030	B1-S008	bc4f1f5c006c74a4d26d	shedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A011+A012+A020:lasse es bis zur Bereitschaft stehen und beende den Schritt]	LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
137	f81v	f81v.18	B1	F031	B1-S009	7db18b2f0fb7ed0fcfd3	qokedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	SPÜLEN?	TERMINAL_FLUSH	UNIQUE_EXACT	[CARD:SPÜLEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=B1:T008] [EXEMPLAR:A001+A003+A004+A005+A011+A014+A015+A020:die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	SPÜLEN?=aktiven Lauf spülen und abschließen ; LOCAL_ARGUMENT[Leitungsweg von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
138	f81v	f81v.18	B1	F032	B1-S010	7db18b2f0fb7ed0fcfd3	qokedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	SPÜLEN?	TERMINAL_FLUSH	UNIQUE_EXACT	[CARD:SPÜLEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=B1:T009] [EXEMPLAR:A001+A003+A004+A005+A011+A014+A015+A020:die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	SPÜLEN?=aktiven Lauf spülen und abschließen ; LOCAL_ARGUMENT[Leitungsweg von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
139	f81v	f81v.18	B1	F033	B1-S011	2cc8bb3c2af19607888f	chckhy	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A011+A020:durch die verbundenen Läufe]	LOCAL_EXEMPLAR[Arbeitsziel an der Station bereitstellen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
140	f81v	f81v.18	B1	F033	B1-S011	276a7c2d74d1143446f4	qoky	OPAQUE_PAYLOAD	NONCLOSE	NONE	ANWENDEN?	ACTION_APPLY	UNIQUE_EXACT	[CARD:ANWENDEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=B1:T010] [EXEMPLAR:A001+A005+A011+A015+A020:die Badecharge am vorgesehenen Waschplatz gebrauchen]	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL_ARGUMENT[aktive Charge an technischem Stationsziel F033]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
141	f81v	f81v.21	B1	F034	B1-S012	be0974b366c981dc1eef	lsho	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A005+A011+A015+A020:beginne die Spülung]	LOCAL_EXEMPLAR[Rücklaufleitung öffnen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
142	f81v	f81v.21	B1	F034	B1-S012	08bd5ca0c2ad137a056d	qokey	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A001+A008+A011+A020:warmes Wasser]	LOCAL_EXEMPLAR[Restcharge zurückführen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
143	f81v	f81v.21	B1	F034	B1-S012	2e7e89e0bd12b999c280	lshedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A001+A005+A009+A011+A015+A020:wasche einmal und beende diesen Durchgang]	LOCAL_EXEMPLAR[vorigen Arbeitsstand aufnehmen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
144	f81v	f81v.21	B1	F035	B1-S013	2e7e89e0bd12b999c280	lshedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A001+A005+A009+A011+A015+A020:wasche einmal und beende diesen Durchgang]	LOCAL_EXEMPLAR[Charge ruhig stehen lassen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
145	f81v	f81v.21	B1	F036	B1-S014	6f7ff8287eddf4da9fdb	chedy	VARIANT_D(OPAQUE_PAYLOAD)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A010+A011+A013+A020:rühre, bis alles gleichmäßig vermischt ist]	LOCAL_EXEMPLAR[obere Rinne füllen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
146	f81v	f81v.21	B1	F036	B1-S014	c205570c49d4d93c23d3	qolky	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A004+A011+A020:die betroffene Stelle]	LOCAL_EXEMPLAR[Charge über das Gefälle umlaufen lassen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
147	f81v	f81v.21	B1	F036	B1-S014	433713294b25b0a12f66	lchedal	OPAQUE_PAYLOAD + <ARG_AL>	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A002+A011+A020:das untere Becken]	LOCAL_EXEMPLAR[Rücklauf im unteren Becken auffangen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
148	f81v	f81v.21	B1	F036	B1-S014	dcda95c81a5460feb191	qol	FRAME_O(LINK)	NONCLOSE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN	LINK_ACTIVE	UNIQUE_FORMAL_ONLY	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I004;PREVIOUS_ITEM=B1:I003] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F036]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
149	f81v	f81v.21	B1	F036	B1-S014	b6b654722e55729cc947	otar	MARK(<ARG_AR>)	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A001+A003+A009+A011+A020:benutze danach den unteren Ablauf]	LOCAL_EXEMPLAR[obere Rinne füllen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
150	f81v	f81v.24	B1	F037	B1-S015	a7af89ab31ce5e247395	ytey	OPAQUE_PAYLOAD	NONCLOSE	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A002+A009+A011+A020:fülle danach das Gefäß]	LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
151	f81v	f81v.24	B1	F037	B1-S015	07913ef9b1fb773cd325	okchedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	NONE	UNKNOWN	EXEMPLAR_ONLY	UNPARSED_EXEMPLAR	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A008+A011+A020:lasse es abkühlen und beende den Schritt]	LOCAL_EXEMPLAR[Charge durch den Filter führen;keine Kartenbedeutung]	COEQUAL_LOCAL_EDITIONS	EXACT_ID_FORMAL_MNEMONIC_LOCAL_EXPANSION_SEPARATE
