astro_group_serial	unified_group_ordinal	diagram_id	page	source_locus	local_locus_id	local_group_id	local_lookup_address	group_index_within_locus	surface_display_only	instrument_component	formal_local_role	working_mnemonic_or_UNKNOWN_EXEMPLAR	iatromedical_local_exemplar	practical_local_exemplar	orientation_contract	crosspage_contract	line_reflow_operation	domain_selection	complete_source_recovery_without_exemplar	formal_roundtrip	semantic_contract	source_lineage
188	569	A1	f67r2	f67r2.74	A1:L074	A1:G188	A1:I35:G11	11	ar	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 11/13; KEINE KARTENGLOSSE] benutzt das	Lookup-Anweisungsblock I35 lesen; Fragment 11 als opaken Merker bewahren	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
189	570	A1	f67r2	f67r2.74	A1:L074	A1:G189	A1:I35:G12	12	air	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 12/13; KEINE KARTENGLOSSE] Diagramm nur	Lookup-Anweisungsblock I35 lesen; Fragment 12 als opaken Merker bewahren	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
190	571	A1	f67r2	f67r2.74	A1:L074	A1:G190	A1:I35:G13	13	ay	INSTRUCTION_BLOCK	LOOKUP_INSTRUCTION_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 13/13; KEINE KARTENGLOSSE] als Wahlfilter.	Lookup-Anweisungsblock I35 lesen; Fragment 13 als opaken Merker bewahren	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>LOCUS_RESET	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
191	572	A2	f68r1	f68r1.1	A2:L001	A2:G001	A2:HEADER:L01:G01	1	shokchy	HEADER	CATALOGUE_HEADER_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 1/9; KEINE KARTENGLOSSE] Tafel der achtundzwanzig	Katalogkopf-Fragment 01.01 lesen; keine Stationsnummer ableiten	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
192	573	A2	f68r1	f68r1.1	A2:L001	A2:G002	A2:HEADER:L01:G02	2	chteey	HEADER	CATALOGUE_HEADER_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 2/9; KEINE KARTENGLOSSE] Häuser des Mondes:	Katalogkopf-Fragment 01.02 lesen; keine Stationsnummer ableiten	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
193	574	A2	f68r1	f68r1.1	A2:L001	A2:G003	A2:HEADER:L01:G03	3	choteey	HEADER	CATALOGUE_HEADER_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 3/9; KEINE KARTENGLOSSE] Der Kreis	Katalogkopf-Fragment 01.03 lesen; keine Stationsnummer ableiten	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
194	575	A2	f68r1	f68r1.1	A2:L001	A2:G004	A2:HEADER:L01:G04	4	cphol	HEADER	CATALOGUE_HEADER_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 4/9; KEINE KARTENGLOSSE] ist hier	Katalogkopf-Fragment 01.04 lesen; keine Stationsnummer ableiten	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
195	576	A2	f68r1	f68r1.1	A2:L001	A2:G005	A2:HEADER:L01:G05	5	cheor	HEADER	CATALOGUE_HEADER_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 5/9; KEINE KARTENGLOSSE] ein räumlicher	Katalogkopf-Fragment 01.05 lesen; keine Stationsnummer ableiten	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
196	577	A2	f68r1	f68r1.1	A2:L001	A2:G006	A2:HEADER:L01:G06	6	opcheeol	HEADER	CATALOGUE_HEADER_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 6/9; KEINE KARTENGLOSSE] Namenskatalog und	Katalogkopf-Fragment 01.06 lesen; keine Stationsnummer ableiten	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
197	578	A2	f68r1	f68r1.1	A2:L001	A2:G007	A2:HEADER:L01:G07	7	otor	HEADER	CATALOGUE_HEADER_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 7/9; KEINE KARTENGLOSSE] noch kein	Katalogkopf-Fragment 01.07 lesen; keine Stationsnummer ableiten	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
198	579	A2	f68r1	f68r1.1	A2:L001	A2:G008	A2:HEADER:L01:G08	8	choctheeey	HEADER	CATALOGUE_HEADER_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 8/9; KEINE KARTENGLOSSE] bewiesener Lauf	Katalogkopf-Fragment 01.08 lesen; keine Stationsnummer ableiten	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
199	580	A2	f68r1	f68r1.1	A2:L001	A2:G009	A2:HEADER:L01:G09	9	okchoal	HEADER	CATALOGUE_HEADER_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 9/9; KEINE KARTENGLOSSE] oder Kalender.	Katalogkopf-Fragment 01.09 lesen; keine Stationsnummer ableiten	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>LOCUS_RESET	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
200	581	A2	f68r1	f68r1.2	A2:L002	A2:G010	A2:HEADER:L02:G01	1	tochso	HEADER	CATALOGUE_HEADER_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 1/9; KEINE KARTENGLOSSE] Jede gezeichnete Sternstelle	Katalogkopf-Fragment 02.01 lesen; keine Stationsnummer ableiten	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
201	582	A2	f68r1	f68r1.2	A2:L002	A2:G011	A2:HEADER:L02:G02	2	otchl	HEADER	CATALOGUE_HEADER_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 2/9; KEINE KARTENGLOSSE] bewahrt einen eigenen	Katalogkopf-Fragment 02.02 lesen; keine Stationsnummer ableiten	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
202	583	A2	f68r1	f68r1.2	A2:L002	A2:G012	A2:HEADER:L02:G03	3	qokeeedy	HEADER	CATALOGUE_HEADER_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 3/9; KEINE KARTENGLOSSE] lokalen Namen; der	Katalogkopf-Fragment 02.03 lesen; keine Stationsnummer ableiten	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
203	584	A2	f68r1	f68r1.2	A2:L002	A2:G013	A2:HEADER:L02:G04	4	cheey	HEADER	CATALOGUE_HEADER_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 4/9; KEINE KARTENGLOSSE] Benutzer findet sie	Katalogkopf-Fragment 02.04 lesen; keine Stationsnummer ableiten	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
204	585	A2	f68r1	f68r1.2	A2:L002	A2:G014	A2:HEADER:L02:G05	5	cheeteey	HEADER	CATALOGUE_HEADER_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 5/9; KEINE KARTENGLOSSE] nach Lage	Katalogkopf-Fragment 02.05 lesen; keine Stationsnummer ableiten	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
205	586	A2	f68r1	f68r1.2	A2:L002	A2:G015	A2:HEADER:L02:G06	6	yteody	HEADER	CATALOGUE_HEADER_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 6/9; KEINE KARTENGLOSSE] und nach	Katalogkopf-Fragment 02.06 lesen; keine Stationsnummer ableiten	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
206	587	A2	f68r1	f68r1.2	A2:L002	A2:G016	A2:HEADER:L02:G07	7	chpor	HEADER	CATALOGUE_HEADER_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 7/9; KEINE KARTENGLOSSE] einem außerhalb	Katalogkopf-Fragment 02.07 lesen; keine Stationsnummer ableiten	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
207	588	A2	f68r1	f68r1.2	A2:L002	A2:G017	A2:HEADER:L02:G08	8	cheokorchey	HEADER	CATALOGUE_HEADER_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 8/9; KEINE KARTENGLOSSE] dieser Seite	Katalogkopf-Fragment 02.08 lesen; keine Stationsnummer ableiten	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
208	589	A2	f68r1	f68r1.2	A2:L002	A2:G018	A2:HEADER:L02:G09	9	chod	HEADER	CATALOGUE_HEADER_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 9/9; KEINE KARTENGLOSSE] erlernten Himmelsort.	Katalogkopf-Fragment 02.09 lesen; keine Stationsnummer ableiten	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>LOCUS_RESET	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
209	590	A2	f68r1	f68r1.3	A2:L003	A2:G019	A2:HEADER:L03:G01	1	ykor	HEADER	CATALOGUE_HEADER_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 1/8; KEINE KARTENGLOSSE] Für die vollständige Vergleichsausgabe	Katalogkopf-Fragment 03.01 lesen; keine Stationsnummer ableiten	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
210	591	A2	f68r1	f68r1.3	A2:L003	A2:G020	A2:HEADER:L03:G02	2	shey	HEADER	CATALOGUE_HEADER_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 2/8; KEINE KARTENGLOSSE] setzt der Herausgeber Haus	Katalogkopf-Fragment 03.02 lesen; keine Stationsnummer ableiten	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
211	592	A2	f68r1	f68r1.3	A2:L003	A2:G021	A2:HEADER:L03:G03	3	qocheey	HEADER	CATALOGUE_HEADER_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 3/8; KEINE KARTENGLOSSE] eins an Quelllocus neun	Katalogkopf-Fragment 03.03 lesen; keine Stationsnummer ableiten	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
212	593	A2	f68r1	f68r1.3	A2:L003	A2:G022	A2:HEADER:L03:G04	4	chokal	HEADER	CATALOGUE_HEADER_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 4/8; KEINE KARTENGLOSSE] und zählt bis	Katalogkopf-Fragment 03.04 lesen; keine Stationsnummer ableiten	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
213	594	A2	f68r1	f68r1.3	A2:L003	A2:G023	A2:HEADER:L03:G05	5	okeey	HEADER	CATALOGUE_HEADER_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 5/8; KEINE KARTENGLOSSE] Quelllocus sechsunddreißig; weder	Katalogkopf-Fragment 03.05 lesen; keine Stationsnummer ableiten	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
214	595	A2	f68r1	f68r1.3	A2:L003	A2:G024	A2:HEADER:L03:G06	6	ror	HEADER	CATALOGUE_HEADER_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 6/8; KEINE KARTENGLOSSE] dieser Anfang noch	Katalogkopf-Fragment 03.06 lesen; keine Stationsnummer ableiten	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
215	596	A2	f68r1	f68r1.3	A2:L003	A2:G025	A2:HEADER:L03:G07	7	eckhear	HEADER	CATALOGUE_HEADER_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 7/8; KEINE KARTENGLOSSE] diese Richtung ist	Katalogkopf-Fragment 03.07 lesen; keine Stationsnummer ableiten	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
216	597	A2	f68r1	f68r1.3	A2:L003	A2:G026	A2:HEADER:L03:G08	8	daram	HEADER	CATALOGUE_HEADER_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 8/8; KEINE KARTENGLOSSE] im Blatt bewiesen.	Katalogkopf-Fragment 03.08 lesen; keine Stationsnummer ableiten	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>LOCUS_RESET	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
217	598	A2	f68r1	f68r1.4	A2:L004	A2:G027	A2:HEADER:L04:G01	1	dchor	HEADER	CATALOGUE_HEADER_FRAGMENT	UNKNOWN_EXEMPLAR_LOCAL	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Die Namen Alnat bis Arexe stammen aus	Katalogkopf-Fragment 04.01 lesen; keine Stationsnummer ableiten	SOURCE_LOCUS_PRESERVED;NO_IMPLICIT_START_OR_DIRECTION	PAGE_LOCAL_ID_ONLY;NO_F68_F69_JOIN;NO_PROSE_TUPLE	NOT_A_PROSE_FIELD>SPACE	NONE;DUAL_UNRESOLVED	NO	PASS	NO_PROSE_ID_OR_PROMPT;PAGE_LOCAL_EXEMPLAR_NOT_WORD;NO_F68_F69_JOIN	GUARDED_V22_ASTRO_ROW>V55_SELECTED_INSTRUMENT>V66_R3_LOCAL_GROUP>V68_DUAL>V69_R3
