event_serial	page	locus	record_unit_id	field_id	statement_id	event_index_in_record	joint_tuple_id	surface_display_only	formal_formula_opaque	FORMAL_VALUE	FORMAL_CONTROL_AT_THIS_EVENT	ATOMIC_OR_WHOLE_CARD_MNEMONIC	dictionary_status	terminal_status	v63_source_order_slot	v63_parse_status	register_state_before	register_update	register_state_after	iatromedical_content_class	IATROMEDICAL_SIMPLE_BATH_ELECTION	practical_content_class	PRACTICAL_MATERIAL_PROCESS_SCHEDULE	content_preference	content_status	renderer_instruction	semantic_contract
201	f82r	f82r.19	B2	F057	B2-S011	35	7d25241b0e56c836372a	qokeedy	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	TERMINAL	EXEMPLAR_TAIL	UNPARSED_EXEMPLAR	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	BATH	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A004+A005+A008+A011+A015+A021:lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	PROCESS	Reserve zurück	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; ATTACH_SELECTED_CLOSE_AND_COMMIT_FIELD; CONTINUE_WITHIN_SELECTED_FIELD	EXACT_ID_FORMAL_MNEMONIC_LOCAL_CONTENT_SEPARATE; NO_NEW_SEMANTICS
202	f82r	f82r.19	B2	F058	B2-S012	36	0ab57b7166de99db3a55	lchy	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONCLOSE	EXEMPLAR_TAIL	UNPARSED_EXEMPLAR	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	BATH	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A011+A012+A021:ziehe die klare Flüssigkeit ab]	PROCESS	und ergänze	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; START_OR_RESUME_NEXT_SELECTED_STATEMENT	EXACT_ID_FORMAL_MNEMONIC_LOCAL_CONTENT_SEPARATE; NO_NEW_SEMANTICS
203	f82r	f82r.23	B2	F059	B2-S012	37	b5df9126607030b95175	cheey	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONE	KLAR?	MNEMONIC_ONLY	NONCLOSE	STATE_GATE	UNIQUE_EXACT	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	ACTIVE_ITEM/PREPARATION.STATE:=EXACT_GATE_VALUE	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	BATH	[CARD:KLAR?] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I003] [EXEMPLAR:A004+A011+A021:den örtlichen Prüfzustand der Charge feststellen]	PROCESS	nur	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_STATEMENT_ACROSS_PHYSICAL_LINE	EXACT_ID_FORMAL_MNEMONIC_LOCAL_CONTENT_SEPARATE; NO_NEW_SEMANTICS
204	f82r	f82r.23	B2	F059	B2-S012	38	6b89d6dd70635bc60fe0	qcthey	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONCLOSE	EXEMPLAR_TAIL	UNPARSED_EXEMPLAR	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	BATH	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A011+A021:unter derselben Einstellung]	PROCESS	nach Maß.	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	EXACT_ID_FORMAL_MNEMONIC_LOCAL_CONTENT_SEPARATE; NO_NEW_SEMANTICS
205	f82r	f82r.23	B2	F059	B2-S012	39	0275fbf14e07935b0a45	qokeey	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONE	TEMPERIEREN?	MNEMONIC_ONLY	NONCLOSE	ACTION	UNIQUE_EXACT	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	TEMPER(ACTIVE_ITEM/PREPARATION)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	BATH	[CARD:TEMPERIEREN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I003] [EXEMPLAR:A005+A008+A011+A015+A021:die Charge für den vorgesehenen Gebrauch temperieren]	PROCESS	Reiche ein	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	EXACT_ID_FORMAL_MNEMONIC_LOCAL_CONTENT_SEPARATE; NO_NEW_SEMANTICS
206	f82r	f82r.23	B2	F059	B2-S012	40	5fca8fc3dee57e1d8c1f	lcheey	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONCLOSE	EXEMPLAR_TAIL	UNPARSED_EXEMPLAR	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	BATH	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A004+A011+A021:der benetzte Körperbereich]	PROCESS	warmes	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	EXACT_ID_FORMAL_MNEMONIC_LOCAL_CONTENT_SEPARATE; NO_NEW_SEMANTICS
207	f82r	f82r.23	B2	F059	B2-S012	41	2f1c5e56e8f0ff459065	daiin	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	VORGABEPARAMETER?	MASS?	MNEMONIC_AND_FORMAL_CONTROL	NONCLOSE	PARAMETER_ASSIGNMENT	UNIQUE_CONVERGENT_CHANNELS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY || FORMAL_PARAMETER_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	BATH	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I003] [EXEMPLAR:A010+A011+A021:den aktiven Posten nach der örtlichen Vorschrift bemessen]	PROCESS	Tuch für	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	EXACT_ID_FORMAL_MNEMONIC_LOCAL_CONTENT_SEPARATE; NO_NEW_SEMANTICS
208	f82r	f82r.23	B2	F059	B2-S012	42	b921a237be883a820352	chey	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONCLOSE	EXEMPLAR_TAIL	UNPARSED_EXEMPLAR	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	BATH	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A010+A011+A021:Diese aktive Portion]	PROCESS	die gewöhnliche	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	EXACT_ID_FORMAL_MNEMONIC_LOCAL_CONTENT_SEPARATE; NO_NEW_SEMANTICS
209	f82r	f82r.23	B2	F059	B2-S012	43	d25110e0d8488927278f	qokeeedy	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	TERMINAL	EXEMPLAR_TAIL	UNPARSED_EXEMPLAR	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	BATH	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A004+A011+A014+A021:benetze den bezeichneten Körperbereich vollständig und beende den Schritt]	PROCESS	äußere Reinigung,	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; ATTACH_SELECTED_CLOSE_AND_COMMIT_FIELD; CONTINUE_WITHIN_SELECTED_FIELD	EXACT_ID_FORMAL_MNEMONIC_LOCAL_CONTENT_SEPARATE; NO_NEW_SEMANTICS
210	f82r	f82r.23	B2	F060	B2-S013	44	de7321bface5628e35d6	lchedy	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	NONE	ABLASSEN?	MNEMONIC_ONLY	TERMINAL	TERMINAL_ACTION	UNIQUE_EXACT	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	DRAIN(ACTIVE_ITEM/PREPARATION,TARGET/STATION);COMMIT	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	BATH	[CARD:ABLASSEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009] [EXEMPLAR:A001+A002+A003+A011+A013+A021:die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	PROCESS	ohne	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; ATTACH_SELECTED_CLOSE_AND_COMMIT_FIELD; START_OR_RESUME_NEXT_SELECTED_STATEMENT	EXACT_ID_FORMAL_MNEMONIC_LOCAL_CONTENT_SEPARATE; NO_NEW_SEMANTICS
211	f82r	f82r.23	B2	F061	B2-S014	45	29e0eb222ef2fb99523a	lar	LINK(<ARG_AR>)	LINK_ACTIVE_STATE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONCLOSE	RELATION_LINK	UNPARSED_EXEMPLAR	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T010;PREVIOUS_ITEM=B2:I001	BATH	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A003+A011+A021:schließe den unteren Ablauf]	PROCESS	Krankheit oder	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; START_OR_RESUME_NEXT_SELECTED_STATEMENT	EXACT_ID_FORMAL_MNEMONIC_LOCAL_CONTENT_SEPARATE; NO_NEW_SEMANTICS
212	f82r	f82r.26	B2	F062	B2-S015	46	d4a31dbcf1ed6d9e5aa9	tshey	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONCLOSE	EXEMPLAR_TAIL	UNPARSED_EXEMPLAR	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T010;PREVIOUS_ITEM=B2:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I003	BATH	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A005+A011+A015+A021:beginne die Spülung]	PROCESS	Körperteil im	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; START_OR_RESUME_NEXT_SELECTED_STATEMENT	EXACT_ID_FORMAL_MNEMONIC_LOCAL_CONTENT_SEPARATE; NO_NEW_SEMANTICS
213	f82r	f82r.26	B2	F062	B2-S015	47	7d25241b0e56c836372a	qokeedy	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	TERMINAL	EXEMPLAR_TAIL	UNPARSED_EXEMPLAR	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T010;PREVIOUS_ITEM=B2:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I003	BATH	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A004+A005+A008+A011+A015+A021:lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	PROCESS	Register	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; ATTACH_SELECTED_CLOSE_AND_COMMIT_FIELD; CONTINUE_WITHIN_SELECTED_FIELD	EXACT_ID_FORMAL_MNEMONIC_LOCAL_CONTENT_SEPARATE; NO_NEW_SEMANTICS
214	f82r	f82r.26	B2	F063	B2-S016	48	dd0ecaf5e27d81befffc	cheal	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONE	ZIEL?	MNEMONIC_ONLY	NONCLOSE	TARGET_ASSIGNMENT	UNIQUE_EXACT	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I003	TARGET/STATION:=EXACT_TARGET_ARGUMENT	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T011;PREVIOUS_ITEM=B2:I003	BATH	[CARD:ZIEL?] [REGISTER:OWNER=B2:O01;TARGET/STATION=B2:T011] [EXEMPLAR:A003+A010+A011+A013+A014+A021:den aktiven Posten an der örtlich bezeichneten Station führen]	PROCESS	zu benennen.	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; START_OR_RESUME_NEXT_SELECTED_STATEMENT	EXACT_ID_FORMAL_MNEMONIC_LOCAL_CONTENT_SEPARATE; NO_NEW_SEMANTICS
215	f82r	f82r.26	B2	F063	B2-S016	49	0f15effeca7ab10bb026	lchedar	OPAQUE_PAYLOAD + <ARG_AR>	OPAQUE_EXACT_CARD	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONCLOSE	EXEMPLAR_TAIL	UNPARSED_EXEMPLAR	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I003	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T011;PREVIOUS_ITEM=B2:I003	BATH	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A008+A011+A021:kühles Wasser]	PROCESS	Nach dem	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	EXACT_ID_FORMAL_MNEMONIC_LOCAL_CONTENT_SEPARATE; NO_NEW_SEMANTICS
216	f82r	f82r.26	B2	F063	B2-S016	50	db729b598e89e11452e0	ches	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONCLOSE	EXEMPLAR_TAIL	UNPARSED_EXEMPLAR	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I003	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T011;PREVIOUS_ITEM=B2:I003	BATH	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A010+A011+A021:zu gleichen Anteilen]	PROCESS	Gebrauch	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	EXACT_ID_FORMAL_MNEMONIC_LOCAL_CONTENT_SEPARATE; NO_NEW_SEMANTICS
217	f82r	f82r.26	B2	F063	B2-S016	51	2f1c5e56e8f0ff459065	aiin	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONE	MASS?	MNEMONIC_AND_FORMAL_CONTROL	NONCLOSE	PARAMETER_ASSIGNMENT	UNIQUE_EXACT	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I003	PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T011;PREVIOUS_ITEM=B2:I003	BATH	[CARD:MASS?] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I004] [EXEMPLAR:A010+A011+A021:den aktiven Posten nach der örtlichen Vorschrift bemessen]	PROCESS	öffne den	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	EXACT_ID_FORMAL_MNEMONIC_LOCAL_CONTENT_SEPARATE; NO_NEW_SEMANTICS
218	f82r	f82r.26	B2	F063	B2-S016	52	5d5e0b288cf36864ed9d	oteey	FRAME_OT(OPAQUE_PAYLOAD)	FRAME_OT	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONCLOSE	RELATION_LINK	UNPARSED_EXEMPLAR	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I003	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T011;PREVIOUS_ITEM=B2:I003	BATH	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A005+A007+A011+A012+A015+A021:der vorbereitete Bade- oder Waschzusatz]	PROCESS	Ablauf, fange	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	EXACT_ID_FORMAL_MNEMONIC_LOCAL_CONTENT_SEPARATE; NO_NEW_SEMANTICS
219	f82r	f82r.26	B2	F063	B2-S016	53	b5fcea1eaed06b2f2291	qokaiin	SET(<ARG_AIIN>)	SET_STANDARD_SLOT	STANDARDSLOT_SETZEN	UNKNOWN_EXEMPLAR	FORMAL_CONTROL_ONLY	NONCLOSE	PARAMETER_ASSIGN	UNIQUE_FORMAL_ONLY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I003	FORMAL_STANDARD_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T011;PREVIOUS_ITEM=B2:I003	BATH	[FORMAL:STANDARDSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I004] [EXEMPLAR:A010+A011+A021:den aktiven Posten nach der örtlichen Vorschrift bemessen]	PROCESS	brauchbares Vorwasser	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	EXACT_ID_FORMAL_MNEMONIC_LOCAL_CONTENT_SEPARATE; NO_NEW_SEMANTICS
220	f82r	f82r.26	B2	F063	B2-S016	54	08bd5ca0c2ad137a056d	okey	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONCLOSE	EXEMPLAR_TAIL	UNPARSED_EXEMPLAR	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I003	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T011;PREVIOUS_ITEM=B2:I003	BATH	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A008+A011+A021:warmes Wasser]	PROCESS	getrennt,	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	EXACT_ID_FORMAL_MNEMONIC_LOCAL_CONTENT_SEPARATE; NO_NEW_SEMANTICS
221	f82r	f82r.27	B2	F064	B2-S016	55	65df3cd9e59060042d47	pchedy	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	TERMINAL	EXEMPLAR_TAIL	UNPARSED_EXEMPLAR	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I003	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T011;PREVIOUS_ITEM=B2:I003	BATH	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A011+A021:ziehe es ab und beende den Schritt]	PROCESS	spüle Becken	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; ATTACH_SELECTED_CLOSE_AND_COMMIT_FIELD; CONTINUE_STATEMENT_ACROSS_PHYSICAL_LINE	EXACT_ID_FORMAL_MNEMONIC_LOCAL_CONTENT_SEPARATE; NO_NEW_SEMANTICS
222	f82r	f82r.27	B2	F065	B2-S017	56	98bdc4244c84cbef3321	rsheal	OPAQUE_PAYLOAD + <ARG_AL>	OPAQUE_EXACT_CARD	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR	NONCLOSE	TARGET_ASSIGNMENT	UNPARSED_EXEMPLAR	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T011;PREVIOUS_ITEM=B2:I003	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	BATH	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A008+A011+A021:gieße das erwärmte Wasser ein]	PROCESS	und Tuch,	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; START_OR_RESUME_NEXT_SELECTED_STATEMENT	EXACT_ID_FORMAL_MNEMONIC_LOCAL_CONTENT_SEPARATE; NO_NEW_SEMANTICS
