global_index	section	page	unit_id	locus	opaque_identity	surface_display_only	formal_role	working_mnemonic	iatromedical_text	practical_text	source_recovery_without_exemplar
370	PROSE	f83r	B5	f83r.49	dcda95c81a5460feb191	sol	LINK_ACTIVE	UNKNOWN	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B5:I001;PREVIOUS_ITEM=B5:I002] [EXEMPLAR:A010+A011+A013+A024:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F133]	NO_FULL_SOURCE_RECOVERY
371	PROSE	f83r	B5	f83r.49	fcc1deda9e24ec268eb0	daiiin	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B5:O01] [EXEMPLAR:A003+A009+A011+A014+A024:die zweite Öffnung]	LOCAL_EXEMPLAR[Zielstation bestätigen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
372	PROSE	f83r	B5	f83r.49	6f7ff8287eddf4da9fdb	chedy	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B5:O01] [EXEMPLAR:A010+A011+A013+A024:rühre, bis alles gleichmäßig vermischt ist]	LOCAL_EXEMPLAR[Charge an den nächsten Lauf übergeben;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
373	PROSE	f83r	B6	f83r.52	1bfd786e6b8b63734a59	solkeey	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B6:O01] [EXEMPLAR:A002+A003+A011+A014+A025:richte die bezeichnete Beckenstation ein]	LOCAL_EXEMPLAR[Beckenrand und Fugen sichten;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
374	PROSE	f83r	B6	f83r.52	43eb9aa12959b4d5cdc9	qekey	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B6:O01] [EXEMPLAR:A008+A011+A025:ohne Kochen]	LOCAL_EXEMPLAR[Zulauf vorerst schließen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
375	PROSE	f83r	B6	f83r.52	3e9c7f217843b588489d	raly	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B6:O01] [EXEMPLAR:A003+A009+A011+A014+A025:die erste Öffnung]	LOCAL_EXEMPLAR[Filteraufnahme leeren;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
376	PROSE	f83r	B6	f83r.52	dcda95c81a5460feb191	ol	LINK_ACTIVE	UNKNOWN	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B6:I001;PREVIOUS_ITEM=B6:I002] [EXEMPLAR:A010+A011+A013+A025:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F134]	NO_FULL_SOURCE_RECOVERY
377	PROSE	f83r	B6	f83r.54	2f1c5e56e8f0ff459065	daiin	PARAMETER_ASSIGN	MASS?	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B6:I001] [EXEMPLAR:A010+A011+A025:den aktiven Posten nach der örtlichen Vorschrift bemessen]	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B6:F135:M]	NO_FULL_SOURCE_RECOVERY
378	PROSE	f83r	B6	f83r.54	dcda95c81a5460feb191	ol	LINK_ACTIVE	UNKNOWN	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B6:I001;PREVIOUS_ITEM=B6:I002] [EXEMPLAR:A010+A011+A013+A025:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F135]	NO_FULL_SOURCE_RECOVERY
379	PROSE	f83r	B6	f83r.54	53cd0637c6820ba5e91f	dain	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B6:O01] [EXEMPLAR:A006+A011+A025:durch ein Tuch]	LOCAL_EXEMPLAR[Rückstand vom Filter abnehmen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
380	PROSE	f83r	B6	f83r.54	b921a237be883a820352	chey	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B6:O01] [EXEMPLAR:A010+A011+A025:Diese aktive Portion]	LOCAL_EXEMPLAR[Filtrat im Zielbecken auffangen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
381	PROSE	f83r	B6	f83r.54	97ddca78c9ebcc956d04	ldalor	EXEMPLAR_ONLY	UNKNOWN	[REGISTER:OWNER=B6:O01] [EXEMPLAR:A004+A011+A014+A025:an der bezeichneten Stelle]	LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung]	NO_FULL_SOURCE_RECOVERY
382	ASTRO	f67r2	A1	f67r2.1	A1:G001	ykshy	COLUMN_KEY	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 1: Widder; Körperbezirk: Kopf und	Termin-/Sektorspalte C01 wählen; Fragment 01 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
383	ASTRO	f67r2	A1	f67r2.1	A1:G002	s	COLUMN_DESCRIPTOR_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] Gesicht; bei Mond in diesem Zeichen den Bezirk	Termin-/Sektorspalte C01 wählen; Fragment 02 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
384	ASTRO	f67r2	A1	f67r2.1	A1:G003	aram	COLUMN_DESCRIPTOR_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] schonen und dort keinen starken Eingriff vornehmen.	Termin-/Sektorspalte C01 wählen; Fragment 03 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
385	ASTRO	f67r2	A1	f67r2.2	A1:G004	ykecho	COLUMN_KEY	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 2: Stier; Körperbezirk: Hals und	Termin-/Sektorspalte C02 wählen; Fragment 01 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
386	ASTRO	f67r2	A1	f67r2.2	A1:G005	ols	COLUMN_DESCRIPTOR_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] Kehle; bei Mond in diesem Zeichen den Bezirk	Termin-/Sektorspalte C02 wählen; Fragment 02 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
387	ASTRO	f67r2	A1	f67r2.2	A1:G006	eesydy	COLUMN_DESCRIPTOR_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] schonen und dort keinen starken Eingriff vornehmen.	Termin-/Sektorspalte C02 wählen; Fragment 03 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
388	ASTRO	f67r2	A1	f67r2.3	A1:G007	ey	COLUMN_KEY	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 3: Zwillinge; Körperbezirk: Schultern, Arme	Termin-/Sektorspalte C03 wählen; Fragment 01 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
389	ASTRO	f67r2	A1	f67r2.3	A1:G008	shs	COLUMN_DESCRIPTOR_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] und Hände; bei Mond in diesem Zeichen den	Termin-/Sektorspalte C03 wählen; Fragment 02 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
390	ASTRO	f67r2	A1	f67r2.3	A1:G009	okar	COLUMN_DESCRIPTOR_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] Bezirk schonen und dort keinen starken Eingriff vornehmen.	Termin-/Sektorspalte C03 wählen; Fragment 03 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
391	ASTRO	f67r2	A1	f67r2.4	A1:G010	shekchy	COLUMN_KEY	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 4: Krebs; Körperbezirk: Brust und Brüste; bei Mond in	Termin-/Sektorspalte C04 wählen; Fragment 01 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
392	ASTRO	f67r2	A1	f67r2.4	A1:G011	sykos	COLUMN_DESCRIPTOR_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] diesem Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	Termin-/Sektorspalte C04 wählen; Fragment 02 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
393	ASTRO	f67r2	A1	f67r2.5	A1:G012	ykeody	COLUMN_KEY	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 5: Löwe; Körperbezirk: Herz und oberer Rücken; bei Mond	Termin-/Sektorspalte C05 wählen; Fragment 01 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
394	ASTRO	f67r2	A1	f67r2.5	A1:G013	okchy	COLUMN_DESCRIPTOR_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] in diesem Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	Termin-/Sektorspalte C05 wählen; Fragment 02 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
395	ASTRO	f67r2	A1	f67r2.6	A1:G014	dchetay	COLUMN_KEY	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 6: Jungfrau; Körperbezirk: Bauch und Eingeweide; bei Mond in diesem Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	Termin-/Sektorspalte C06 wählen; Fragment 01 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
396	ASTRO	f67r2	A1	f67r2.7	A1:G015	ykchy	COLUMN_KEY	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 7: Waage; Körperbezirk: Lenden und	Termin-/Sektorspalte C07 wählen; Fragment 01 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
397	ASTRO	f67r2	A1	f67r2.7	A1:G016	kchey	COLUMN_DESCRIPTOR_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] Nieren; bei Mond in diesem Zeichen den Bezirk	Termin-/Sektorspalte C07 wählen; Fragment 02 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
398	ASTRO	f67r2	A1	f67r2.7	A1:G017	ykchys	COLUMN_DESCRIPTOR_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] schonen und dort keinen starken Eingriff vornehmen.	Termin-/Sektorspalte C07 wählen; Fragment 03 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
399	ASTRO	f67r2	A1	f67r2.8	A1:G018	chkchdar	COLUMN_KEY	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 8: Skorpion; Körperbezirk: Genitalien und Blase; bei Mond in diesem Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	Termin-/Sektorspalte C08 wählen; Fragment 01 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
400	ASTRO	f67r2	A1	f67r2.9	A1:G019	ykar	COLUMN_KEY	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 9: Schütze; Körperbezirk: Hüften und Oberschenkel; bei Mond in	Termin-/Sektorspalte C09 wählen; Fragment 01 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
401	ASTRO	f67r2	A1	f67r2.9	A1:G020	ykaly	COLUMN_DESCRIPTOR_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] diesem Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	Termin-/Sektorspalte C09 wählen; Fragment 02 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
402	ASTRO	f67r2	A1	f67r2.10	A1:G021	lkshy	COLUMN_KEY	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 10: Steinbock; Körperbezirk: Knie;	Termin-/Sektorspalte C10 wählen; Fragment 01 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
403	ASTRO	f67r2	A1	f67r2.10	A1:G022	kchy	COLUMN_DESCRIPTOR_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] bei Mond in diesem Zeichen den Bezirk	Termin-/Sektorspalte C10 wählen; Fragment 02 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
404	ASTRO	f67r2	A1	f67r2.10	A1:G023	okar	COLUMN_DESCRIPTOR_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] schonen und dort keinen starken Eingriff vornehmen.	Termin-/Sektorspalte C10 wählen; Fragment 03 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
405	ASTRO	f67r2	A1	f67r2.11	A1:G024	chky	COLUMN_KEY	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 11: Wassermann; Körperbezirk: Schienbeine und	Termin-/Sektorspalte C11 wählen; Fragment 01 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
406	ASTRO	f67r2	A1	f67r2.11	A1:G025	chykchs	COLUMN_DESCRIPTOR_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] Knöchel; bei Mond in diesem Zeichen den Bezirk	Termin-/Sektorspalte C11 wählen; Fragment 02 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
407	ASTRO	f67r2	A1	f67r2.11	A1:G026	chy	COLUMN_DESCRIPTOR_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] schonen und dort keinen starken Eingriff vornehmen.	Termin-/Sektorspalte C11 wählen; Fragment 03 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
408	ASTRO	f67r2	A1	f67r2.12	A1:G027	ykees	COLUMN_KEY	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 12: Fische; Körperbezirk: Füße; bei Mond in diesem	Termin-/Sektorspalte C12 wählen; Fragment 01 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
409	ASTRO	f67r2	A1	f67r2.12	A1:G028	ykchos	COLUMN_DESCRIPTOR_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	Termin-/Sektorspalte C12 wählen; Fragment 02 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
410	ASTRO	f67r2	A1	f67r2.13	A1:G029	opodchol	LOOKUP_INSTRUCTION_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 1/4; KEINE KARTENGLOSSE] Bestimme zuerst den	Lookup-Anweisungsblock I01 lesen; Fragment 01 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
411	ASTRO	f67r2	A1	f67r2.13	A1:G030	s	LOOKUP_INSTRUCTION_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 2/4; KEINE KARTENGLOSSE] Tag und danach	Lookup-Anweisungsblock I01 lesen; Fragment 02 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
412	ASTRO	f67r2	A1	f67r2.13	A1:G031	ain	LOOKUP_INSTRUCTION_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 3/4; KEINE KARTENGLOSSE] die planetarische Stunde	Lookup-Anweisungsblock I01 lesen; Fragment 03 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
413	ASTRO	f67r2	A1	f67r2.13	A1:G032	aldy	LOOKUP_INSTRUCTION_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 4/4; KEINE KARTENGLOSSE] der vorgesehenen Maßnahme.	Lookup-Anweisungsblock I01 lesen; Fragment 04 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
414	ASTRO	f67r2	A1	f67r2.14	A1:G033	soeey	LOOKUP_INSTRUCTION_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Nenne den Kranken, seine	Lookup-Anweisungsblock I02 lesen; Fragment 01 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
415	ASTRO	f67r2	A1	f67r2.14	A1:G034	doiin	LOOKUP_INSTRUCTION_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] Stärke und die	Lookup-Anweisungsblock I02 lesen; Fragment 02 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
416	ASTRO	f67r2	A1	f67r2.14	A1:G035	oldy	LOOKUP_INSTRUCTION_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] sichtbar betroffene Körperstelle.	Lookup-Anweisungsblock I02 lesen; Fragment 03 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
417	ASTRO	f67r2	A1	f67r2.15	A1:G036	dolchsody	ROW_KEY	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Planet 1: Saturn; überlieferte Grundqualität: kalt und trocken; als Tages- oder Stundenherr prüfen.	Werk-/Ressourcenreihe R01 wählen; Fragment 01 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
418	ASTRO	f67r2	A1	f67r2.16	A1:G037	odaeiin	LOOKUP_INSTRUCTION_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 1/4; KEINE KARTENGLOSSE] Suche den Herrscher	Lookup-Anweisungsblock I03 lesen; Fragment 01 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
419	ASTRO	f67r2	A1	f67r2.16	A1:G038	okoes	LOOKUP_INSTRUCTION_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 2/4; KEINE KARTENGLOSSE] aus der Siebenerreihe	Lookup-Anweisungsblock I03 lesen; Fragment 02 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
420	ASTRO	f67r2	A1	f67r2.16	A1:G039	oekain	LOOKUP_INSTRUCTION_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 3/4; KEINE KARTENGLOSSE] und bewahre	Lookup-Anweisungsblock I03 lesen; Fragment 03 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
421	ASTRO	f67r2	A1	f67r2.16	A1:G040	y	LOOKUP_INSTRUCTION_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 4/4; KEINE KARTENGLOSSE] seine Grundqualität.	Lookup-Anweisungsblock I03 lesen; Fragment 04 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
422	ASTRO	f67r2	A1	f67r2.17	A1:G041	otchey	LOOKUP_INSTRUCTION_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Unterscheide warme, kalte, trockene	Lookup-Anweisungsblock I04 lesen; Fragment 01 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
423	ASTRO	f67r2	A1	f67r2.17	A1:G042	soraiir	LOOKUP_INSTRUCTION_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] und feuchte Wirkung	Lookup-Anweisungsblock I04 lesen; Fragment 02 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
424	ASTRO	f67r2	A1	f67r2.17	A1:G043	dy	LOOKUP_INSTRUCTION_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] nur als Exemplarregel.	Lookup-Anweisungsblock I04 lesen; Fragment 03 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
425	ASTRO	f67r2	A1	f67r2.18	A1:G044	qopchy	LOOKUP_INSTRUCTION_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Bestimme das Zeichen, in	Lookup-Anweisungsblock I05 lesen; Fragment 01 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
426	ASTRO	f67r2	A1	f67r2.18	A1:G045	daiin	LOOKUP_INSTRUCTION_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] dem der Mond zur	Lookup-Anweisungsblock I05 lesen; Fragment 02 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
427	ASTRO	f67r2	A1	f67r2.18	A1:G046	dal	LOOKUP_INSTRUCTION_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] fraglichen Stunde steht.	Lookup-Anweisungsblock I05 lesen; Fragment 03 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
428	ASTRO	f67r2	A1	f67r2.19	A1:G047	ydchos	LOOKUP_INSTRUCTION_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 1/4; KEINE KARTENGLOSSE] Ordne dem Zeichen	Lookup-Anweisungsblock I06 lesen; Fragment 01 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
429	ASTRO	f67r2	A1	f67r2.19	A1:G048	ain	LOOKUP_INSTRUCTION_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 2/4; KEINE KARTENGLOSSE] den Körperbezirk	Lookup-Anweisungsblock I06 lesen; Fragment 02 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
430	ASTRO	f67r2	A1	f67r2.19	A1:G049	ar	LOOKUP_INSTRUCTION_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 3/4; KEINE KARTENGLOSSE] aus der	Lookup-Anweisungsblock I06 lesen; Fragment 03 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
431	ASTRO	f67r2	A1	f67r2.19	A1:G050	amy	LOOKUP_INSTRUCTION_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 4/4; KEINE KARTENGLOSSE] Zwölferreihe zu.	Lookup-Anweisungsblock I06 lesen; Fragment 04 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
432	ASTRO	f67r2	A1	f67r2.20	A1:G051	chocfhy	LOOKUP_INSTRUCTION_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Ist gerade dieser Körperbezirk betroffen, so	Lookup-Anweisungsblock I07 lesen; Fragment 01 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
433	ASTRO	f67r2	A1	f67r2.20	A1:G052	saral	LOOKUP_INSTRUCTION_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] schone ihn in dieser Stunde.	Lookup-Anweisungsblock I07 lesen; Fragment 02 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
434	ASTRO	f67r2	A1	f67r2.21	A1:G053	sain	LOOKUP_INSTRUCTION_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Verschiebe Aderlass, Schröpfen	Lookup-Anweisungsblock I08 lesen; Fragment 01 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
435	ASTRO	f67r2	A1	f67r2.21	A1:G054	am	LOOKUP_INSTRUCTION_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] oder Schnitt am	Lookup-Anweisungsblock I08 lesen; Fragment 02 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
436	ASTRO	f67r2	A1	f67r2.21	A1:G055	ar	LOOKUP_INSTRUCTION_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] beherrschten Körperbezirk.	Lookup-Anweisungsblock I08 lesen; Fragment 03 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
437	ASTRO	f67r2	A1	f67r2.22	A1:G056	okal	ROW_KEY	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Planet 2: Jupiter; überlieferte Grundqualität: warm und feucht; als Tages- oder Stundenherr prüfen.	Werk-/Ressourcenreihe R02 wählen; Fragment 01 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
438	ASTRO	f67r2	A1	f67r2.23	A1:G057	oparchy	LOOKUP_INSTRUCTION_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Prüfe zusätzlich, ob der Mond	Lookup-Anweisungsblock I09 lesen; Fragment 01 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
439	ASTRO	f67r2	A1	f67r2.23	A1:G058	salsain	LOOKUP_INSTRUCTION_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] an Licht zunimmt oder abnimmt.	Lookup-Anweisungsblock I09 lesen; Fragment 02 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
440	ASTRO	f67r2	A1	f67r2.24	A1:G059	sodar	LOOKUP_INSTRUCTION_FRAGMENT	PAGE_LOCAL_ONLY	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Zunehmendes Licht begünstigt stärkende,	Lookup-Anweisungsblock I10 lesen; Fragment 01 als opaken Merker bewahren	NO_FULL_SOURCE_RECOVERY
