event_serial	page	locus	record_unit_id	field_id	statement_id	event_index_in_locus	event_index_in_record	surface_display_only	exact_joint_card_id	formal_formula_opaque	formal_value	terminal_status	strict_formal_prompt	working_exact_mnemonic_or_UNKNOWN_EXEMPLAR	semantic_tail_status	compiler_channel	bounded_template	template_trigger_origin	template_parse_status	required_registers	symbolic_register_effect	field_and_line_operation	iatromedical_local_exemplar	practical_local_exemplar	domain_selection	complete_source_recovery_without_exemplar	formal_roundtrip	semantic_contract	source_lineage
203	f82r	f82r.23	B2	F059	B2-S012	1	37	cheey	b5df9126607030b95175	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	KLAR?	CREATIVE_SHORT_PROMPT_NOT_TRANSLATION	EXACT_MNEMONIC	STATE_GATE	EXACT_JOINT_TUPLE_MNEMONIC	UNIQUE_EXACT	ACTIVE_ITEM/PREPARATION	ACTIVE_ITEM/PREPARATION.STATE:=EXACT_GATE_VALUE	APPEND_FIELD>SPACE	[CARD:KLAR?] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I003] [EXEMPLAR:A004+A011+A021:den örtlichen Prüfzustand der Charge feststellen]	KLAR?=Klarzustand der aktiven Charge prüfen ; LOCAL_ARGUMENT[Arbeitsstand der Charge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_SELECTED_PARSE>V68_DUAL>V69_R3
204	f82r	f82r.23	B2	F059	B2-S012	2	38	qcthey	6b89d6dd70635bc60fe0	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	APPEND_FIELD>SPACE	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A011+A021:unter derselben Einstellung]	LOCAL_EXEMPLAR[Charge gelinde erwärmen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
205	f82r	f82r.23	B2	F059	B2-S012	3	39	qokeey	0275fbf14e07935b0a45	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	TEMPERIEREN?	CREATIVE_SHORT_PROMPT_NOT_TRANSLATION	EXACT_MNEMONIC	ACTION_TEMPER	EXACT_JOINT_TUPLE_MNEMONIC	UNIQUE_EXACT	ACTIVE_ITEM/PREPARATION	TEMPER(ACTIVE_ITEM/PREPARATION)	APPEND_FIELD>SPACE	[CARD:TEMPERIEREN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I003] [EXEMPLAR:A005+A008+A011+A015+A021:die Charge für den vorgesehenen Gebrauch temperieren]	TEMPERIEREN?=aktive Charge gelinde erwärmen ; LOCAL_ARGUMENT[aktive Charge an der Wärmestelle von Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_SELECTED_PARSE>V68_DUAL>V69_R3
206	f82r	f82r.23	B2	F059	B2-S012	4	40	lcheey	5fca8fc3dee57e1d8c1f	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	APPEND_FIELD>SPACE	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A004+A011+A021:der benetzte Körperbereich]	LOCAL_EXEMPLAR[warmen Stand halten;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
207	f82r	f82r.23	B2	F059	B2-S012	5	41	daiin	2f1c5e56e8f0ff459065	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	VORGABEPARAMETER?	MASS?	CREATIVE_SHORT_PROMPT_NOT_TRANSLATION	EXACT_MNEMONIC_PLUS_FORMAL_CONVERGENT	PARAMETER_ASSIGN	EXACT_PLUS_FORMAL_CONVERGENT	UNIQUE_CONVERGENT_CHANNELS	ACTIVE_ITEM/PREPARATION	PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY || FORMAL_PARAMETER_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY	APPEND_FIELD>SPACE	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I003] [EXEMPLAR:A010+A011+A021:den aktiven Posten nach der örtlichen Vorschrift bemessen]	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B2:F059:M]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_SELECTED_PARSE>V68_DUAL>V69_R3
208	f82r	f82r.23	B2	F059	B2-S012	6	42	chey	b921a237be883a820352	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	APPEND_FIELD>SPACE	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A010+A011+A021:Diese aktive Portion]	LOCAL_EXEMPLAR[Charge gelinde erwärmen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
209	f82r	f82r.23	B2	F059	B2-S012	7	43	qokeeedy	d25110e0d8488927278f	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	CLOSE_AND_COMMIT>SPACE	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A004+A011+A014+A021:benetze den bezeichneten Körperbereich vollständig und beende den Schritt]	LOCAL_EXEMPLAR[Wärme mit der Handprobe prüfen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
210	f82r	f82r.23	B2	F060	B2-S013	8	44	lchedy	de7321bface5628e35d6	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	ABLASSEN?	CREATIVE_SHORT_PROMPT_NOT_TRANSLATION	EXACT_MNEMONIC	TERMINAL_DRAIN	EXACT_JOINT_TUPLE_MNEMONIC	UNIQUE_EXACT	ACTIVE_ITEM/PREPARATION|TARGET/STATION	DRAIN(ACTIVE_ITEM/PREPARATION,TARGET/STATION);COMMIT	CLOSE_AND_COMMIT>SPACE	[CARD:ABLASSEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009] [EXEMPLAR:A001+A002+A003+A011+A013+A021:die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	ABLASSEN?=aktive Charge ablassen und abschließen ; LOCAL_ARGUMENT[Unterlauf von Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_SELECTED_PARSE>V68_DUAL>V69_R3
211	f82r	f82r.23	B2	F061	B2-S014	9	45	lar	29e0eb222ef2fb99523a	LINK(<ARG_AR>)	LINK_ACTIVE_STATE	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OPEN_FIELD_CUT>LINE_RESET	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A003+A011+A021:schließe den unteren Ablauf]	LOCAL_EXEMPLAR[Rücklaufleitung öffnen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
212	f82r	f82r.26	B2	F062	B2-S015	1	46	tshey	d4a31dbcf1ed6d9e5aa9	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	APPEND_FIELD>SPACE	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A005+A011+A015+A021:beginne die Spülung]	LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
213	f82r	f82r.26	B2	F062	B2-S015	2	47	qokeedy	7d25241b0e56c836372a	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	CLOSE_AND_COMMIT>SPACE	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A004+A005+A008+A011+A015+A021:lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	LOCAL_EXEMPLAR[Charge durch den Filter führen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
214	f82r	f82r.26	B2	F063	B2-S016	3	48	cheal	dd0ecaf5e27d81befffc	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	ZIEL?	CREATIVE_SHORT_PROMPT_NOT_TRANSLATION	EXACT_MNEMONIC	TARGET_ASSIGN	EXACT_JOINT_TUPLE_MNEMONIC	UNIQUE_EXACT	OWNER|TARGET/STATION	TARGET/STATION:=EXACT_TARGET_ARGUMENT	APPEND_FIELD>SPACE	[CARD:ZIEL?] [REGISTER:OWNER=B2:O01;TARGET/STATION=B2:T011] [EXEMPLAR:A003+A010+A011+A013+A014+A021:den aktiven Posten an der örtlich bezeichneten Station führen]	ZIEL?=Arbeitsziel setzen oder bestätigen ; LOCAL_ARGUMENT[Zieladresse=Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_SELECTED_PARSE>V68_DUAL>V69_R3
215	f82r	f82r.26	B2	F063	B2-S016	4	49	lchedar	0f15effeca7ab10bb026	OPAQUE_PAYLOAD + <ARG_AR>	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	APPEND_FIELD>SPACE	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A008+A011+A021:kühles Wasser]	LOCAL_EXEMPLAR[Zuführung öffnen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
216	f82r	f82r.26	B2	F063	B2-S016	5	50	ches	db729b598e89e11452e0	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	APPEND_FIELD>SPACE	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A010+A011+A021:zu gleichen Anteilen]	LOCAL_EXEMPLAR[Wasser in das Becken einlassen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
217	f82r	f82r.26	B2	F063	B2-S016	6	51	aiin	2f1c5e56e8f0ff459065	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	MASS?	CREATIVE_SHORT_PROMPT_NOT_TRANSLATION	EXACT_MNEMONIC	PARAMETER_ASSIGN	EXACT_JOINT_TUPLE_MNEMONIC	UNIQUE_EXACT	ACTIVE_ITEM/PREPARATION	PARAMETER_SLOT:=EXACT_MASS_VALUE;FOUR_REGISTERS=CARRY	APPEND_FIELD>SPACE	[CARD:MASS?] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I004] [EXEMPLAR:A010+A011+A021:den aktiven Posten nach der örtlichen Vorschrift bemessen]	MASS?=vorgesehenen Mengenwert buchen ; LOCAL_ARGUMENT[Mengenbuch=B2:F063:M]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V60_R4_EXACT_CARD_PRESSURE>V63_SELECTED_PARSE>V68_DUAL>V69_R3
218	f82r	f82r.26	B2	F063	B2-S016	7	52	oteey	5d5e0b288cf36864ed9d	FRAME_OT(OPAQUE_PAYLOAD)	FRAME_OT	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	APPEND_FIELD>SPACE	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A005+A007+A011+A012+A015+A021:der vorbereitete Bade- oder Waschzusatz]	LOCAL_EXEMPLAR[Vorratscharge bereitstellen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
219	f82r	f82r.26	B2	F063	B2-S016	8	53	qokaiin	b5fcea1eaed06b2f2291	SET(<ARG_AIIN>)	SET_STANDARD_SLOT	NONCLOSE	STANDARDSLOT_SETZEN	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	STRICT_FORMAL_PROMPT	PARAMETER_ASSIGN	STRICT_FORMAL_PROMPT_ONLY	UNIQUE_FORMAL_ONLY	ACTIVE_ITEM/PREPARATION	FORMAL_STANDARD_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY	APPEND_FIELD>SPACE	[FORMAL:STANDARDSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I004] [EXEMPLAR:A010+A011+A021:den aktiven Posten nach der örtlichen Vorschrift bemessen]	STANDARDSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B2:F063:M]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
220	f82r	f82r.26	B2	F063	B2-S016	9	54	okey	08bd5ca0c2ad137a056d	OPAQUE_PAYLOAD	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OPEN_FIELD_CUT>LINE_RESET	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A008+A011+A021:warmes Wasser]	LOCAL_EXEMPLAR[Wasser in das Becken einlassen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
221	f82r	f82r.27	B2	F064	B2-S016	1	55	pchedy	65df3cd9e59060042d47	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	CLOSE_AND_COMMIT>SPACE	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A011+A021:ziehe es ab und beende den Schritt]	LOCAL_EXEMPLAR[Leitungszweig wählen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
222	f82r	f82r.27	B2	F065	B2-S017	2	56	rsheal	98bdc4244c84cbef3321	OPAQUE_PAYLOAD + <ARG_AL>	OPAQUE_EXACT_CARD	NONCLOSE	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	APPEND_FIELD>SPACE	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A008+A011+A021:gieße das erwärmte Wasser ein]	LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
223	f82r	f82r.27	B2	F065	B2-S017	3	57	daldy	78b3b3140714da19090d	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	CLOSE_AND_COMMIT>SPACE	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A003+A009+A011+A014+A021:wiederhole es an der zweiten Öffnung und beende den Schritt]	LOCAL_EXEMPLAR[Charge durch den Filter führen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
224	f82r	f82r.27	B2	F066	B2-S018	4	58	qokeedy	7d25241b0e56c836372a	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	CLOSE_AND_COMMIT>SPACE	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A004+A005+A008+A011+A015+A021:lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	LOCAL_EXEMPLAR[Filter lösen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
225	f82r	f82r.27	B2	F067	B2-S019	5	59	rshedy	7f68f60279efe6b28cd7	CLOSE(OPAQUE_PAYLOAD)	OPAQUE_EXACT_CARD+TERMINAL	TERMINAL	NONE	UNKNOWN_EXEMPLAR	UNKNOWN_EXEMPLAR;LOCAL_PAYLOAD_REQUIRED	EXEMPLAR_WHOLE_CARD	EXEMPLAR_ONLY	NO_LICENSED_TRIGGER	UNPARSED_EXEMPLAR	OWNER	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	CLOSE_AND_COMMIT>SPACE	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A005+A010+A011+A015+A021:verwende den Anteil als örtliche Waschung und beende den Schritt]	LOCAL_EXEMPLAR[Rücklaufleitung öffnen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE	V43_DEFAULT>V49_EVENT>V50/V51/V56_STRICT_EXACT_BINDING>V59_R1>V63_SELECTED_PARSE>V68_DUAL>V69_R3
