statement_id	record_unit_id	page	statement_ordinal_in_record	constituent_fields	event_count	event_serials	primary_template	licensed_primitive_sequence	parse_status	pre_state	post_state	iatromedical_statement_text	practical_statement_text	local_comparison	strongest_practical_contradiction	roundtrip_status	semantic_ceiling
B2-S012	B2	f82r	12	F058|F059	8	202|203|204|205|206|207|208|209	COMPOSITE_SEQUENCE	STATE_GATE > ACTION_TEMPER > PARAMETER_ASSIGN	AMBIGUOUS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	[EXEMPLAR:A001+A004+A008+A010+A011+A012+A014+A021:ziehe die klare Flüssigkeit ab; Bis die Flüssigkeit klar abläuft ; unter derselben Einstellung ; temperiere die Arbeitsflüssigkeit und halte sie lauwarm ; der benetzte Körperbereich ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; benetze den bezeichneten Körperbereich vollständig und beende den Schritt]	Filter, Leitungsöffnung und Beckenrand an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 reinigen, lose Rückstände entfernen und die Anlage wieder einsetzen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Arbeitsstand offen weitertragen. || Die aktive Beckencharge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 gelinde erwärmen, mit der Handprobe kontrollieren und warm halten. Lizenzierte Slotfolge: Bereit-/Klarstand prüfen; aktive Charge temperieren; Mengen-/Parameterslot setzen. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B2-S013	B2	f82r	13	F060	1	210	TERMINAL_DRAIN	TERMINAL_DRAIN	UNIQUE	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	[EXEMPLAR:A001+A002+A003+A011+A021:lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt]	Den unteren Ablauf an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 öffnen, die Charge in den Sammellauf ablassen, Restlauf prüfen und den Posten schließen. Lizenzierte Slotfolge: Charge ablassen und committen. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B2-S014	B2	f82r	14	F061	1	211	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T010;PREVIOUS_ITEM=B2:I001	[EXEMPLAR:A001+A003+A011+A021:schließe den unteren Ablauf]	Die Rücklaufleitung an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 öffnen, den Restbestand zur Vorstation zurückführen und die Übergabe buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Arbeitsstand offen weitertragen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B2-S015	B2	f82r	15	F062	2	212|213	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T010;PREVIOUS_ITEM=B2:I001	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I003	[EXEMPLAR:A001+A004+A005+A008+A011+A015+A021:beginne die Spülung ; lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	Das Filtertuch an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 spannen, die Charge hindurchführen, Rückstand abnehmen und Filtrat auffangen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B2-S016	B2	f82r	16	F063|F064	8	214|215|216|217|218|219|220|221	COMPOSITE_SEQUENCE	TARGET_ASSIGN > PARAMETER_ASSIGN > PARAMETER_ASSIGN	AMBIGUOUS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I003	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T011;PREVIOUS_ITEM=B2:I003	[EXEMPLAR:A001+A004+A005+A007+A008+A010+A011+A012+A013+A014+A015+A021:An die bezeichnete Zielstelle führen ; kühles Wasser ; zu gleichen Anteilen ; Ein vorgeschriebenes Maß ; der vorbereitete Bade- oder Waschzusatz ; beginne den nächsten abgemessenen Posten ; warmes Wasser; ziehe es ab und beende den Schritt]	Vorratswasser an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 bereitstellen, die vorgesehene Charge zuführen und den Füllstand markieren. Lizenzierte Slotfolge: Ziel-/Relationsslot setzen; Mengen-/Parameterslot setzen; Mengen-/Parameterslot setzen. Arbeitsstand offen weitertragen. || Den Leitungszweig an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 wählen, den Schieber öffnen und die Charge zur gebuchten Zielstation führen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B2-S017	B2	f82r	17	F065	2	222|223	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T011;PREVIOUS_ITEM=B2:I003	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	[EXEMPLAR:A001+A003+A008+A009+A011+A014+A021:gieße das erwärmte Wasser ein ; wiederhole es an der zweiten Öffnung und beende den Schritt]	Das Filtertuch an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 spannen, die Charge hindurchführen, Rückstand abnehmen und Filtrat auffangen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B2-S018	B2	f82r	18	F066	1	224	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	[EXEMPLAR:A001+A004+A005+A008+A011+A015+A021:lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	Filter, Leitungsöffnung und Beckenrand an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 reinigen, lose Rückstände entfernen und die Anlage wieder einsetzen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B2-S019	B2	f82r	19	F067	1	225	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	[EXEMPLAR:A001+A005+A010+A011+A015+A021:verwende den Anteil als örtliche Waschung und beende den Schritt]	Die Rücklaufleitung an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 öffnen, den Restbestand zur Vorstation zurückführen und die Übergabe buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B2-S020	B2	f82r	20	F068	1	226	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	[EXEMPLAR:A004+A006+A008+A011+A014+A021:lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt]	Frisches Wasser an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 zuführen, den Leitungsweg bis zum klaren Lauf spülen und den Spülposten schließen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B2-S021	B2	f82r	21	F069	1	227	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	[EXEMPLAR:A001+A004+A005+A008+A011+A015+A021:lasse die Badende im temperierten Teilbad sitzen und beende den Schritt]	Den unteren Ablauf an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 öffnen, die Charge in den Sammellauf ablassen, Restlauf prüfen und den Posten schließen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B2-S022	B2	f82r	22	F070	1	228	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	[EXEMPLAR:A010+A011+A013+A021:mische zu gleichen Teilen und beende den Schritt]	Die fertige Charge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2 markieren, der nächsten Station übergeben und den offenen Arbeitsstand fortschreiben. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B3-S001	B3	f83r	1	F071	1	229	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	[EXEMPLAR:A001+A011+A022:lasse die Flüssigkeit sich setzen und beende den Schritt]	An Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 Beckenrand, Zulauf und Filteraufnahme prüfen; den Ausgangsstand als lokalen Anlagenposten eröffnen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B3-S002	B3	f83r	2	F072	2	230|231	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	[EXEMPLAR:A001+A003+A011+A014+A022:zum unteren Ablauf hin ; benetze den bezeichneten Bereich vollständig und beende den Schritt]	Die Charge an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 stehen lassen, Klarlauf und Bodensatz trennen und den erreichten Stand buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	TECHNICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B3-S003	B3	f83r	3	F073	4	232|233|234|235	COMPOSITE_SEQUENCE	PARAMETER_ASSIGN > TERMINAL_DRAIN	AMBIGUOUS	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	[EXEMPLAR:A001+A002+A003+A010+A011+A022:Diese aktive Portion ; Ein vorgeschriebenes Maß ; Diese aktive Portion ; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt]	Den unteren Ablauf an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 öffnen, die Charge in den Sammellauf ablassen, Restlauf prüfen und den Posten schließen. Lizenzierte Slotfolge: Mengen-/Parameterslot setzen; Charge ablassen und committen. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B3-S004	B3	f83r	4	F074	3	236|237|238	COMPOSITE_SEQUENCE	PARAMETER_ASSIGN	AMBIGUOUS	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T002;PREVIOUS_ITEM=UNSET	[EXEMPLAR:A001+A003+A007+A010+A011+A022:beginne den nächsten abgemessenen Posten ; zum unteren Ablauf hin ; Daraus, aus demselben Ansatz]	Vorratswasser an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 bereitstellen, die vorgesehene Charge zuführen und den Füllstand markieren. Lizenzierte Slotfolge: Mengen-/Parameterslot setzen. Arbeitsstand offen weitertragen.	TECHNICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B3-S005	B3	f83r	5	F075	1	239	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T002;PREVIOUS_ITEM=UNSET	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T003;PREVIOUS_ITEM=UNSET	[EXEMPLAR:A001+A002+A003+A005+A009+A011+A015+A022:spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	Vorratswasser an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 bereitstellen, die vorgesehene Charge zuführen und den Füllstand markieren. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	TECHNICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B3-S006	B3	f83r	6	F076	3	240|241|242	COMPOSITE_SEQUENCE	TARGET_ASSIGN	AMBIGUOUS	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T003;PREVIOUS_ITEM=UNSET	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	[EXEMPLAR:A001+A002+A004+A008+A010+A011+A013+A022:gieße das erwärmte Wasser ein ; mische beide Anteile zusammen ; stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt]	Den Leitungszweig an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 wählen, den Schieber öffnen und die Charge zur gebuchten Zielstation führen. Lizenzierte Slotfolge: Ziel-/Relationsslot setzen. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B3-S007	B3	f83r	7	F077	3	243|244|245	COMPOSITE_SEQUENCE	PARAMETER_ASSIGN	AMBIGUOUS	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	[EXEMPLAR:A001+A002+A004+A005+A010+A011+A013+A014+A015+A022:beginne den nächsten abgemessenen Posten ; rühre, bis alles gleichmäßig vermischt ist ; wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt]	Vorratswasser an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 bereitstellen, die vorgesehene Charge zuführen und den Füllstand markieren. Lizenzierte Slotfolge: Mengen-/Parameterslot setzen. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B3-S008	B3	f83r	8	F078	1	246	TERMINAL_DRAIN	TERMINAL_DRAIN	UNIQUE	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	[EXEMPLAR:A001+A002+A003+A011+A022:lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt]	Den unteren Ablauf an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 öffnen, die Charge in den Sammellauf ablassen, Restlauf prüfen und den Posten schließen. Lizenzierte Slotfolge: Charge ablassen und committen. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B3-S009	B3	f83r	9	F079	1	247	ACTION_APPLY	ACTION_APPLY	UNIQUE	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	[EXEMPLAR:A010+A011+A022:Die aktive Portion verwenden]	Eine abgeteilte Charge an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 auf das technische Arbeitsziel geben, den Durchgang beobachten und den Rest auffangen. Lizenzierte Slotfolge: aktive Charge an der Station einsetzen. Arbeitsstand offen weitertragen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B3-S010	B3	f83r	10	F080	2	248|249	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	[EXEMPLAR:A002+A009+A011+A012+A022:fülle danach das Gefäß ; lasse es bis zur Klarheit ziehen und beende den Schritt]	Die Charge von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 über Rinne und Gefälle umlaufen lassen, den Rücklauf auffangen und erneut zuführen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B3-S011	B3	f83r	11	F081	4	250|251|252|253	COMPOSITE_SEQUENCE	ACTION_APPLY	AMBIGUOUS	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T005;PREVIOUS_ITEM=B3:I002	[EXEMPLAR:A004+A008+A010+A011+A013+A014+A022:wende es an der markierten Stelle an ; Die aktive Portion verwenden ; rühre, bis alles gleichmäßig vermischt ist ; und lasse es abkühlen]	Eine abgeteilte Charge an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 auf das technische Arbeitsziel geben, den Durchgang beobachten und den Rest auffangen. Lizenzierte Slotfolge: aktive Charge an der Station einsetzen. Arbeitsstand offen weitertragen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B3-S012	B3	f83r	12	F082	2	254|255	COMPOSITE_SEQUENCE	LINK_ACTIVE	AMBIGUOUS	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T005;PREVIOUS_ITEM=B3:I002	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T005;PREVIOUS_ITEM=B3:I002	[EXEMPLAR:A001+A005+A010+A011+A012+A015+A022:der vorbereitete Bade- oder Waschposten ; lasse es bis zur Bereitschaft stehen und beende den Schritt]	Die Rücklaufleitung an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 öffnen, den Restbestand zur Vorstation zurückführen und die Übergabe buchen. Lizenzierte Slotfolge: aktiven Arbeitsstand verknüpfen. Feldbuchung schließen.	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B3-S013	B3	f83r	13	F083	4	256|257|258|259	COMPOSITE_SEQUENCE	PARAMETER_ASSIGN > TERMINAL_FLUSH	AMBIGUOUS	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T005;PREVIOUS_ITEM=B3:I002	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T006;PREVIOUS_ITEM=B3:I002	[EXEMPLAR:A004+A005+A009+A010+A011+A014+A015+A022:beginne den nächsten abgemessenen Posten ; ein abgemessener Anteil ; unter derselben Einstellung ; spüle die bezeichnete Stelle einmal und beende den Schritt]	Frisches Wasser an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 zuführen, den Leitungsweg bis zum klaren Lauf spülen und den Spülposten schließen. Lizenzierte Slotfolge: Mengen-/Parameterslot setzen; Leitung spülen und committen. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
B3-S014	B3	f83r	14	F084	2	260|261	EXEMPLAR_ONLY	NONE	UNPARSED	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T006;PREVIOUS_ITEM=B3:I002	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T007;PREVIOUS_ITEM=B3:I002	[EXEMPLAR:A001+A003+A005+A009+A011+A015+A022:öffne danach den oberen Lauf ; wasche einmal und beende den Schritt]	Das Filtertuch an Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3 spannen, die Charge hindurchführen, Rückstand abnehmen und Filtrat auffangen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	PASS_EXACT_OPAQUE_ID_SEQUENCE	SOURCE_EXPANSIONS_REQUIRE_MASTER_EXEMPLAR
