edition_event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	surface	final_context_recipe	state_status	state_marker_sequence	gdt579_mixed_scope_voice_clause_de	relation_resumption_voice_working_clause_de	gdt579_source_roundtrip_de	full_two_slot_expansion_de	resumption_voice_status	assignment_id	resumption_root	written_slot_count	guard	audible_first_action_root	grammar_boundary_status	focus_voice_repair_count	represented_event_focus_count	event_repair_id	content_ready_boundary_clause_de	gdt580_exact_roundtrip_de	gdt581_guard	complete_slot_count	content_slot_count	control_slot_count	concrete_slot_trace_de	concrete_working_clause_de	gdt581_exact_roundtrip_de	gdt582_guard	gdt583_target_slot_count	gdt583_target_roots	gdt583_rule_ids	gdt583_refined_slot_trace_de	gdt583_refined_working_clause_de	gdt583_guard
3580	G407-E3580	G407-S590	1	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	shedy	SH+E+DY	STATE_CARD	DY	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	2	1	[1:SH=Halte oder bade|RUNNING:G407-E3580@1|ACTION:G407-E3580@1:SH] [2:E=auf Grad I|RUNNING:G407-E3580@2|ACTION:G407-E3580@1:SH] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E3580@3|CONTROL:G407-E3580@3:DY]	Halte oder bade: auf Grad I; im Steuerrahmen [CONTROL:G407-E3580@3:DY]: Arbeitsgang abschließen.	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	SH	SH_BIO_BATHE	[1:SH=Halte im Bad|RUNNING:G407-E3580@1|ACTION:G407-E3580@1:SH|SH_BIO_BATHE] [2:E=auf Grad I|RUNNING:G407-E3580@2|ACTION:G407-E3580@1:SH|GDT582_RETAINED_NON_TARGET] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E3580@3|CONTROL:G407-E3580@3:DY|GDT582_RETAINED_NON_TARGET]	Halte im Bad: auf Grad I; im Steuerrahmen [CONTROL:G407-E3580@3:DY]: Arbeitsgang abschließen.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
3581	G407-E3581	G407-S591	1	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qokshedy	OK+SH+E+DY	STATE_CARD	DY	Setze denselben Stationsposten im Stationsgang an und halte ihn; auf Grad I; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an und halte ihn; auf Grad I; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an und halte ihn; auf Grad I; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an und halte ihn; auf Grad I; schließe den Schritt.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	OK	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Setze denselben Stationsposten im Stationsgang an und halte ihn; auf Grad I; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an und halte ihn; auf Grad I; schließe den Schritt.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	4	3	1	[1:OK=Beschicke oder bereite vor|RUNNING:G407-E3581@1|ACTION:G407-E3581@1:OK] [2:SH=Halte oder bade|RUNNING:G407-E3581@2|ACTION:G407-E3581@2:SH] [3:E=auf Grad I|RUNNING:G407-E3581@3|ACTION:G407-E3581@2:SH] [4:DY=Arbeitsgang abschließen|RUNNING:G407-E3581@4|CONTROL:G407-E3581@4:DY]	Beschicke oder bereite vor; Halte oder bade: auf Grad I; im Steuerrahmen [CONTROL:G407-E3581@4:DY]: Arbeitsgang abschließen.	Setze denselben Stationsposten im Stationsgang an und halte ihn; auf Grad I; schließe den Schritt.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	SH	SH_BIO_BATHE	[1:OK=Beschicke oder bereite vor|RUNNING:G407-E3581@1|ACTION:G407-E3581@1:OK|GDT582_RETAINED_NON_TARGET] [2:SH=Halte im Bad|RUNNING:G407-E3581@2|ACTION:G407-E3581@2:SH|SH_BIO_BATHE] [3:E=auf Grad I|RUNNING:G407-E3581@3|ACTION:G407-E3581@2:SH|GDT582_RETAINED_NON_TARGET] [4:DY=Arbeitsgang abschließen|RUNNING:G407-E3581@4|CONTROL:G407-E3581@4:DY|GDT582_RETAINED_NON_TARGET]	Beschicke oder bereite vor; Halte im Bad: auf Grad I; im Steuerrahmen [CONTROL:G407-E3581@4:DY]: Arbeitsgang abschließen.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
3583	G407-E3583	G407-S592	2	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lchedy	L+CHD+DY	STATE_CARD	DY	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CHD	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	2	1	[1:L=über den Stationskontakt oder die Leitung|RUNNING:G407-E3583@1|ACTION:G407-E3583@2:CHD] [2:CHD=Behandle|RUNNING:G407-E3583@2|ACTION:G407-E3583@2:CHD] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E3583@3|CONTROL:G407-E3583@3:DY]	Behandle: über den Stationskontakt oder die Leitung; im Steuerrahmen [CONTROL:G407-E3583@3:DY]: Arbeitsgang abschließen.	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	CHD	CHD_BIO_TREAT	[1:L=über den Stationskontakt oder die Leitung|RUNNING:G407-E3583@1|ACTION:G407-E3583@2:CHD|GDT582_RETAINED_NON_TARGET] [2:CHD=Behandle|RUNNING:G407-E3583@2|ACTION:G407-E3583@2:CHD|CHD_BIO_TREAT] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E3583@3|CONTROL:G407-E3583@3:DY|GDT582_RETAINED_NON_TARGET]	Behandle: über den Stationskontakt oder die Leitung; im Steuerrahmen [CONTROL:G407-E3583@3:DY]: Arbeitsgang abschließen.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
3585	G407-E3585	G407-S593	2	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	shcthy	SH+CH+T+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Stationsposten, entnimm ihn und stelle ihn ein.	Halte den Stationsposten, entnimm ihn und stelle ihn ein.	Halte den Stationsposten, entnimm ihn und stelle ihn ein.	Halte den Stationsposten, entnimm ihn und stelle ihn ein.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte den Stationsposten, entnimm ihn und stelle ihn ein.	Halte den Stationsposten, entnimm ihn und stelle ihn ein.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	4	4	0	[1:SH=Halte oder bade|RUNNING:G407-E3585@1|ACTION:G407-E3585@1:SH] [2:CH=Entnimm oder lass ab|RUNNING:G407-E3585@2|ACTION:G407-E3585@2:CH] [3:T=Reguliere oder temperiere|RUNNING:G407-E3585@3|ACTION:G407-E3585@3:T] [4:Y=Stationsansatz|RUNNING:G407-E3585@4|ACTION:G407-E3585@3:T]	Halte oder bade; Entnimm oder lass ab; Reguliere oder temperiere: Stationsansatz.	Halte den Stationsposten, entnimm ihn und stelle ihn ein.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	2	SH|T	SH_REST_HOLD|T_BIO_STATION_REGULATE	[1:SH=Halte|RUNNING:G407-E3585@1|ACTION:G407-E3585@1:SH|SH_REST_HOLD] [2:CH=Entnimm oder lass ab|RUNNING:G407-E3585@2|ACTION:G407-E3585@2:CH|GDT582_RETAINED_NON_TARGET] [3:T=Reguliere die Station|RUNNING:G407-E3585@3|ACTION:G407-E3585@3:T|T_BIO_STATION_REGULATE] [4:Y=Stationsansatz|RUNNING:G407-E3585@4|ACTION:G407-E3585@3:T|GDT582_RETAINED_NON_TARGET]	Halte; Entnimm oder lass ab; Reguliere die Station: Stationsansatz.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
3588	G407-E3588	G407-S593	5	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	saiin	S+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Wähle den Stationswert.	Wähle den Stationswert.	Wähle den Stationswert.	Wähle den Stationswert.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	S	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Wähle den Stationswert.	Wähle den Stationswert.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:S=Wähle oder leite um|RUNNING:G407-E3588@1|ACTION:G407-E3588@1:S] [2:AIIN=Stations- oder Badmaß|RUNNING:G407-E3588@2|ACTION:G407-E3588@1:S]	Wähle oder leite um: Stations- oder Badmaß.	Wähle den Stationswert.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	S	S_REST_SELECT	[1:S=Wähle aus|RUNNING:G407-E3588@1|ACTION:G407-E3588@1:S|S_REST_SELECT] [2:AIIN=Stations- oder Badmaß|RUNNING:G407-E3588@2|ACTION:G407-E3588@1:S|GDT582_RETAINED_NON_TARGET]	Wähle aus: Stations- oder Badmaß.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
3589	G407-E3589	G407-S593	6	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	shedal	SH+E+AL	NONSTATE_CARD	NOT_APPLICABLE	Halte denselben Stationswert; zur Zielstation; auf Grad I.	Halte denselben Stationswert; zur Zielstation; auf Grad I.	Halte denselben Stationswert; zur Zielstation; auf Grad I.	Halte denselben Stationswert; zur Zielstation; auf Grad I.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte denselben Stationswert; zur Zielstation; auf Grad I.	Halte denselben Stationswert; zur Zielstation; auf Grad I.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:SH=Halte oder bade|RUNNING:G407-E3589@1|ACTION:G407-E3589@1:SH] [2:E=auf Grad I|RUNNING:G407-E3589@2|ACTION:G407-E3589@1:SH] [3:AL=zur Zielstation oder ins Zielbecken|RUNNING:G407-E3589@3|ACTION:G407-E3589@1:SH]	Halte oder bade: auf Grad I, zur Zielstation oder ins Zielbecken.	Halte denselben Stationswert; zur Zielstation; auf Grad I.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	SH	SH_BIO_BATHE	[1:SH=Halte im Bad|RUNNING:G407-E3589@1|ACTION:G407-E3589@1:SH|SH_BIO_BATHE] [2:E=auf Grad I|RUNNING:G407-E3589@2|ACTION:G407-E3589@1:SH|GDT582_RETAINED_NON_TARGET] [3:AL=zur Zielstation oder ins Zielbecken|RUNNING:G407-E3589@3|ACTION:G407-E3589@1:SH|GDT582_RETAINED_NON_TARGET]	Halte im Bad: auf Grad I, zur Zielstation oder ins Zielbecken.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
3590	G407-E3590	G407-S593	7	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	shecthy	SH+E+CH+T+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Stationsposten, entnimm ihn und stelle ihn ein; auf Grad I.	Halte den Stationsposten, entnimm ihn und stelle ihn ein; auf Grad I.	Halte den Stationsposten, entnimm ihn und stelle ihn ein; auf Grad I.	Halte den Stationsposten, entnimm ihn und stelle ihn ein; auf Grad I.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte den Stationsposten, entnimm ihn und stelle ihn ein; auf Grad I.	Halte den Stationsposten, entnimm ihn und stelle ihn ein; auf Grad I.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	5	5	0	[1:SH=Halte oder bade|RUNNING:G407-E3590@1|ACTION:G407-E3590@1:SH] [2:E=auf Grad I|RUNNING:G407-E3590@2|ACTION:G407-E3590@1:SH] [3:CH=Entnimm oder lass ab|RUNNING:G407-E3590@3|ACTION:G407-E3590@3:CH] [4:T=Reguliere oder temperiere|RUNNING:G407-E3590@4|ACTION:G407-E3590@4:T] [5:Y=Stationsansatz|RUNNING:G407-E3590@5|ACTION:G407-E3590@4:T]	Halte oder bade: auf Grad I; Entnimm oder lass ab; Reguliere oder temperiere: Stationsansatz.	Halte den Stationsposten, entnimm ihn und stelle ihn ein; auf Grad I.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	2	SH|T	SH_BIO_BATHE|T_BIO_STATION_REGULATE	[1:SH=Halte im Bad|RUNNING:G407-E3590@1|ACTION:G407-E3590@1:SH|SH_BIO_BATHE] [2:E=auf Grad I|RUNNING:G407-E3590@2|ACTION:G407-E3590@1:SH|GDT582_RETAINED_NON_TARGET] [3:CH=Entnimm oder lass ab|RUNNING:G407-E3590@3|ACTION:G407-E3590@3:CH|GDT582_RETAINED_NON_TARGET] [4:T=Reguliere die Station|RUNNING:G407-E3590@4|ACTION:G407-E3590@4:T|T_BIO_STATION_REGULATE] [5:Y=Stationsansatz|RUNNING:G407-E3590@5|ACTION:G407-E3590@4:T|GDT582_RETAINED_NON_TARGET]	Halte im Bad: auf Grad I; Entnimm oder lass ab; Reguliere die Station: Stationsansatz.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
3592	G407-E3592	G407-S593	9	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	tal	T+AL	NONSTATE_CARD	NOT_APPLICABLE	Stelle denselben Stationsposten ein; zur Zielstation.	Stelle denselben Stationsposten ein; zur Zielstation.	Stelle denselben Stationsposten ein; zur Zielstation.	Stelle denselben Stationsposten ein; zur Zielstation.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	T	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Stelle denselben Stationsposten ein; zur Zielstation.	Stelle denselben Stationsposten ein; zur Zielstation.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:T=Reguliere oder temperiere|RUNNING:G407-E3592@1|ACTION:G407-E3592@1:T] [2:AL=zur Zielstation oder ins Zielbecken|RUNNING:G407-E3592@2|ACTION:G407-E3592@1:T]	Reguliere oder temperiere: zur Zielstation oder ins Zielbecken.	Stelle denselben Stationsposten ein; zur Zielstation.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	T	T_BIO_STATION_REGULATE	[1:T=Reguliere die Station|RUNNING:G407-E3592@1|ACTION:G407-E3592@1:T|T_BIO_STATION_REGULATE] [2:AL=zur Zielstation oder ins Zielbecken|RUNNING:G407-E3592@2|ACTION:G407-E3592@1:T|GDT582_RETAINED_NON_TARGET]	Reguliere die Station: zur Zielstation oder ins Zielbecken.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
3593	G407-E3593	G407-S593	10	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	shcthy	SH+CH+T+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Stationsposten, entnimm ihn und stelle ihn ein.	Halte den Stationsposten, entnimm ihn und stelle ihn ein.	Halte den Stationsposten, entnimm ihn und stelle ihn ein.	Halte den Stationsposten, entnimm ihn und stelle ihn ein.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte den Stationsposten, entnimm ihn und stelle ihn ein.	Halte den Stationsposten, entnimm ihn und stelle ihn ein.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	4	4	0	[1:SH=Halte oder bade|RUNNING:G407-E3593@1|ACTION:G407-E3593@1:SH] [2:CH=Entnimm oder lass ab|RUNNING:G407-E3593@2|ACTION:G407-E3593@2:CH] [3:T=Reguliere oder temperiere|RUNNING:G407-E3593@3|ACTION:G407-E3593@3:T] [4:Y=Stationsansatz|RUNNING:G407-E3593@4|ACTION:G407-E3593@3:T]	Halte oder bade; Entnimm oder lass ab; Reguliere oder temperiere: Stationsansatz.	Halte den Stationsposten, entnimm ihn und stelle ihn ein.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	2	SH|T	SH_REST_HOLD|T_BIO_STATION_REGULATE	[1:SH=Halte|RUNNING:G407-E3593@1|ACTION:G407-E3593@1:SH|SH_REST_HOLD] [2:CH=Entnimm oder lass ab|RUNNING:G407-E3593@2|ACTION:G407-E3593@2:CH|GDT582_RETAINED_NON_TARGET] [3:T=Reguliere die Station|RUNNING:G407-E3593@3|ACTION:G407-E3593@3:T|T_BIO_STATION_REGULATE] [4:Y=Stationsansatz|RUNNING:G407-E3593@4|ACTION:G407-E3593@3:T|GDT582_RETAINED_NON_TARGET]	Halte; Entnimm oder lass ab; Reguliere die Station: Stationsansatz.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
3594	G407-E3594	G407-S593	11	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	dalchdy	AL+CHD+DY	STATE_CARD	DY	Bearbeite denselben Stationsposten; zur Zielstation; schließe den Schritt.	Bearbeite denselben Stationsposten; zur Zielstation; schließe den Schritt.	Bearbeite denselben Stationsposten; zur Zielstation; schließe den Schritt.	Bearbeite denselben Stationsposten; zur Zielstation; schließe den Schritt.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CHD	EXPLICIT_HEAD_BLOCK_REPAIR	1	1	GDT581-EV191	Bezug auf das vorangehende Einstellen [G407-E3593@3:T]: zur Zielstation [G407-A03922:G407-E3594@1:AL#1]. Lokales Bearbeiten [G407-E3594@2:CHD]. Strukturspur: DY@3→CONTROL:G407-E3594@3:DY.	Bearbeite denselben Stationsposten; zur Zielstation; schließe den Schritt.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	2	1	[1:AL=zur Zielstation oder ins Zielbecken|RUNNING:G407-E3594@1|ACTION:G407-E3593@3:T] [2:CHD=Behandle|RUNNING:G407-E3594@2|ACTION:G407-E3594@2:CHD] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E3594@3|CONTROL:G407-E3594@3:DY]	beim Regulieren oder Temperieren [ACTION:G407-E3593@3:T]: zur Zielstation oder ins Zielbecken; Behandle; im Steuerrahmen [CONTROL:G407-E3594@3:DY]: Arbeitsgang abschließen.	Bezug auf das vorangehende Einstellen [G407-E3593@3:T]: zur Zielstation [G407-A03922:G407-E3594@1:AL#1]. Lokales Bearbeiten [G407-E3594@2:CHD]. Strukturspur: DY@3→CONTROL:G407-E3594@3:DY.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	CHD	CHD_BIO_TREAT	[1:AL=zur Zielstation oder ins Zielbecken|RUNNING:G407-E3594@1|ACTION:G407-E3593@3:T|GDT582_RETAINED_NON_TARGET] [2:CHD=Behandle|RUNNING:G407-E3594@2|ACTION:G407-E3594@2:CHD|CHD_BIO_TREAT] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E3594@3|CONTROL:G407-E3594@3:DY|GDT582_RETAINED_NON_TARGET]	beim Regulieren oder Temperieren [ACTION:G407-E3593@3:T]: zur Zielstation oder ins Zielbecken; Behandle; im Steuerrahmen [CONTROL:G407-E3594@3:DY]: Arbeitsgang abschließen.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
3595	G407-E3595	G407-S594	1	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qotchedy	OT+CHD+DY	STATE_CARD	OT+DY	Danach: bearbeite denselben Stationsposten; schließe den Schritt.	Danach: bearbeite denselben Stationsposten; schließe den Schritt.	Danach: bearbeite denselben Stationsposten; schließe den Schritt.	Danach: bearbeite denselben Stationsposten; schließe den Schritt.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CHD	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Danach: bearbeite denselben Stationsposten; schließe den Schritt.	Danach: bearbeite denselben Stationsposten; schließe den Schritt.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	1	2	[1:OT=danach / neuer Arbeitsgang|RUNNING:G407-E3595@1|CONTROL:G407-E3595@1:OT] [2:CHD=Behandle|RUNNING:G407-E3595@2|ACTION:G407-E3595@2:CHD] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E3595@3|CONTROL:G407-E3595@3:DY]	im Steuerrahmen [CONTROL:G407-E3595@1:OT]: danach / neuer Arbeitsgang; Behandle; im Steuerrahmen [CONTROL:G407-E3595@3:DY]: Arbeitsgang abschließen.	Danach: bearbeite denselben Stationsposten; schließe den Schritt.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	CHD	CHD_BIO_TREAT	[1:OT=danach / neuer Arbeitsgang|RUNNING:G407-E3595@1|CONTROL:G407-E3595@1:OT|GDT582_RETAINED_NON_TARGET] [2:CHD=Behandle|RUNNING:G407-E3595@2|ACTION:G407-E3595@2:CHD|CHD_BIO_TREAT] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E3595@3|CONTROL:G407-E3595@3:DY|GDT582_RETAINED_NON_TARGET]	im Steuerrahmen [CONTROL:G407-E3595@1:OT]: danach / neuer Arbeitsgang; Behandle; im Steuerrahmen [CONTROL:G407-E3595@3:DY]: Arbeitsgang abschließen.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
3596	G407-E3596	G407-S595	1	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lchedy	L+CHD+DY	STATE_CARD	DY	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CHD	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	2	1	[1:L=über den Stationskontakt oder die Leitung|RUNNING:G407-E3596@1|ACTION:G407-E3596@2:CHD] [2:CHD=Behandle|RUNNING:G407-E3596@2|ACTION:G407-E3596@2:CHD] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E3596@3|CONTROL:G407-E3596@3:DY]	Behandle: über den Stationskontakt oder die Leitung; im Steuerrahmen [CONTROL:G407-E3596@3:DY]: Arbeitsgang abschließen.	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	CHD	CHD_BIO_TREAT	[1:L=über den Stationskontakt oder die Leitung|RUNNING:G407-E3596@1|ACTION:G407-E3596@2:CHD|GDT582_RETAINED_NON_TARGET] [2:CHD=Behandle|RUNNING:G407-E3596@2|ACTION:G407-E3596@2:CHD|CHD_BIO_TREAT] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E3596@3|CONTROL:G407-E3596@3:DY|GDT582_RETAINED_NON_TARGET]	Behandle: über den Stationskontakt oder die Leitung; im Steuerrahmen [CONTROL:G407-E3596@3:DY]: Arbeitsgang abschließen.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
