assignment_ordinal	slot_id	layer	source_event_or_card_id	statement_or_record_id	physical_page	register	owner	surface	slot_position	root	primary_governor_key	direct_governor_tokens	governor_group_tokens	governor_object_scope	same_card_action_inventory	previous_visible_action	next_visible_action	gdt582_broad_default_de	gdt583_rule_id	gdt583_working_default_de	gdt583_concrete_sense_de	gdt583_reading_tier	gdt583_change_status	gdt583_rationale	gdt583_context_signature	gdt583_guard
731	RUNNING:G407-E2355@1	RUNNING_ATOM	G407-E2355	G407-S301	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	saiin	1	S	ACTION:G407-E2355@1:S	AIIN|S	AIIN|AIN|S	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	S	NONE	NONE	Wähle oder leite um	S_REST_SELECT	Wähle aus	Material, Station oder Arbeitsschritt auswählen	HONEST_BROAD_FALLBACK	LEXICALLY_REFINED	kein hinreichender Trenn-, Sieb- oder Umleitungsanker	BIOLOGICAL::D[AIIN|S]::G[AIIN|AIN|S]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
732	RUNNING:G407-E2357@1	RUNNING_ATOM	G407-E2357	G407-S301	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	shedy	1	SH	ACTION:G407-E2357@1:SH	E|SH	E|SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte oder bade	SH_REST_HOLD	Halte	Zustand oder Argument halten	HONEST_BROAD_FALLBACK	LEXICALLY_REFINED	kein hinreichender Bad-, Auszug- oder Einweichanker	BIOLOGICAL::D[E|SH]::G[E|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
733	RUNNING:G407-E2359@1	RUNNING_ATOM	G407-E2359	G407-S302	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	chedor	1	CHD	ACTION:G407-E2359@1:CHD	CHD|OR	CHD|OR	SAME_CARD_DIRECT_HOST	CHD	NONE	NONE	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	biologischer Behandlungsrahmen	BIOLOGICAL::D[CHD|OR]::G[CHD|OR]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
734	RUNNING:G407-E2361@1	RUNNING_ATOM	G407-E2361	G407-S302	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	shed	1	SH	ACTION:G407-E2361@1:SH	D_ADDR|E|SH	D_ADDR|E|SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte oder bade	SH_CH_BRIDGE_HOLD	Halte	das vom Entnehmen übernommene Argument halten	OBSERVED_ARGUMENT_BRIDGE	LEXICALLY_REFINED	GDT507-CH→SH-Brücke mit identischem Argument	BIOLOGICAL::D[D_ADDR|E|SH]::G[D_ADDR|E|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
735	RUNNING:G407-E2363@1	RUNNING_ATOM	G407-E2363	G407-S304	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	dshdy	1	SH	ACTION:G407-E2363@1:SH	SH	SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte oder bade	SH_REST_HOLD	Halte	Zustand oder Argument halten	HONEST_BROAD_FALLBACK	LEXICALLY_REFINED	kein hinreichender Bad-, Auszug- oder Einweichanker	BIOLOGICAL::D[SH]::G[SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
736	RUNNING:G407-E2365@1	RUNNING_ATOM	G407-E2365	G407-S305	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	chedyl	1	CHD	ACTION:G407-E2365@1:CHD	CHD|L|Y	AL|CHD|L|OR|Y	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	CHD	NONE	NONE	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	biologischer Behandlungsrahmen	BIOLOGICAL::D[CHD|L|Y]::G[AL|CHD|L|OR|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
737	RUNNING:G407-E2368@1	RUNNING_ATOM	G407-E2368	G407-S305	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	chedy	1	CHD	ACTION:G407-E2368@1:CHD	CHD|Y	AIIN|CHD|Y	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	CHD	NONE	NONE	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	biologischer Behandlungsrahmen	BIOLOGICAL::D[CHD|Y]::G[AIIN|CHD|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
738	RUNNING:G407-E2371@2	RUNNING_ATOM	G407-E2371	G407-S305	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	olchedy	2	CHD	ACTION:G407-E2371@2:CHD	CHD	CHD	SAME_CARD_DIRECT_HOST	CHD	NONE	NONE	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	biologischer Behandlungsrahmen	BIOLOGICAL::D[CHD]::G[CHD]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
739	RUNNING:G407-E2372@1	RUNNING_ATOM	G407-E2372	G407-S306	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	chdol	1	CHD	ACTION:G407-E2372@1:CHD	CHD	CHD	SAME_CARD_DIRECT_HOST	CHD	NONE	NONE	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	biologischer Behandlungsrahmen	BIOLOGICAL::D[CHD]::G[CHD]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
740	RUNNING:G407-E2373@2	RUNNING_ATOM	G407-E2373	G407-S306	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	olchedy	2	CHD	ACTION:G407-E2373@2:CHD	CHD	CHD	SAME_CARD_DIRECT_HOST	CHD	NONE	NONE	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	biologischer Behandlungsrahmen	BIOLOGICAL::D[CHD]::G[CHD]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
741	RUNNING:G407-E2377@1	RUNNING_ATOM	G407-E2377	G407-S307	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	sain	1	S	ACTION:G407-E2377@1:S	AIN|S	AIN|S|Y	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	S	NONE	NONE	Wähle oder leite um	S_REST_SELECT	Wähle aus	Material, Station oder Arbeitsschritt auswählen	HONEST_BROAD_FALLBACK	LEXICALLY_REFINED	kein hinreichender Trenn-, Sieb- oder Umleitungsanker	BIOLOGICAL::D[AIN|S]::G[AIN|S|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
742	RUNNING:G407-E2378@1	RUNNING_ATOM	G407-E2378	G407-S307	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	sheey	1	SH	ACTION:G407-E2378@1:SH	EE|SH|Y	AL|AR|EE|OR|SH|Y	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	SH	NONE	NONE	Halte oder bade	SH_REST_HOLD	Halte	Zustand oder Argument halten	HONEST_BROAD_FALLBACK	LEXICALLY_REFINED	kein hinreichender Bad-, Auszug- oder Einweichanker	BIOLOGICAL::D[EE|SH|Y]::G[AL|AR|EE|OR|SH|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
743	RUNNING:G407-E2382@2	RUNNING_ATOM	G407-E2382	G407-S307	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	solshey	2	SH	ACTION:G407-E2382@2:SH	SH|Y	SH|Y	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte oder bade	SH_REST_HOLD	Halte	Zustand oder Argument halten	HONEST_BROAD_FALLBACK	LEXICALLY_REFINED	kein hinreichender Bad-, Auszug- oder Einweichanker	BIOLOGICAL::D[SH|Y]::G[SH|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
744	RUNNING:G407-E2389@1	RUNNING_ATOM	G407-E2389	G407-S309	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	shedy	1	SH	ACTION:G407-E2389@1:SH	E|SH	E|SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte oder bade	SH_REST_HOLD	Halte	Zustand oder Argument halten	HONEST_BROAD_FALLBACK	LEXICALLY_REFINED	kein hinreichender Bad-, Auszug- oder Einweichanker	BIOLOGICAL::D[E|SH]::G[E|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
745	RUNNING:G407-E2392@1	RUNNING_ATOM	G407-E2392	G407-S310	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	shdy	1	SH	ACTION:G407-E2392@1:SH	D_ADDR|SH|Y	D_ADDR|SH|Y	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte oder bade	SH_REST_HOLD	Halte	Zustand oder Argument halten	HONEST_BROAD_FALLBACK	LEXICALLY_REFINED	kein hinreichender Bad-, Auszug- oder Einweichanker	BIOLOGICAL::D[D_ADDR|SH|Y]::G[D_ADDR|SH|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
746	RUNNING:G407-E2393@7	RUNNING_ATOM	G407-E2393	G407-S311	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	poldarais	7	S	ACTION:G407-E2393@7:S	A_ADDR|IIN|S	A_ADDR|IIN|S	SAME_CARD_DIRECT_HOST	P|S	P	NONE	Wähle oder leite um	S_REST_SELECT	Wähle aus	Material, Station oder Arbeitsschritt auswählen	HONEST_BROAD_FALLBACK	LEXICALLY_REFINED	kein hinreichender Trenn-, Sieb- oder Umleitungsanker	BIOLOGICAL::D[A_ADDR|IIN|S]::G[A_ADDR|IIN|S]::P[P]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
747	RUNNING:G407-E2397@4	RUNNING_ATOM	G407-E2397	G407-S311	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qopchedy	4	CHD	ACTION:G407-E2397@4:CHD	CHD|Y	CHD|Y	SAME_CARD_DIRECT_HOST	CHD|P	P	NONE	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	biologischer Behandlungsrahmen	BIOLOGICAL::D[CHD|Y]::G[CHD|Y]::P[P]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
748	RUNNING:G407-E2398@4	RUNNING_ATOM	G407-E2398	G407-S311	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qopchedy	4	CHD	ACTION:G407-E2398@4:CHD	CHD|Y	CHD|Y	SAME_CARD_DIRECT_HOST	CHD|P	P	NONE	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	biologischer Behandlungsrahmen	BIOLOGICAL::D[CHD|Y]::G[CHD|Y]::P[P]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
749	RUNNING:G407-E2399@6	RUNNING_ATOM	G407-E2399	G407-S311	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	dylches	6	S	ACTION:G407-E2399@6:S	S	S	SAME_CARD_DIRECT_HOST	CH|S	CH	NONE	Wähle oder leite um	S_REST_SELECT	Wähle aus	Material, Station oder Arbeitsschritt auswählen	HONEST_BROAD_FALLBACK	LEXICALLY_REFINED	kein hinreichender Trenn-, Sieb- oder Umleitungsanker	BIOLOGICAL::D[S]::G[S]::P[CH]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
750	RUNNING:G407-E2402@1	RUNNING_ATOM	G407-E2402	G407-S312	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	tolchd	1	T	ACTION:G407-E2402@1:T	T	L|T|Y	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	CHD|T	NONE	CHD	Reguliere oder temperiere	T_BIO_STATION_REGULATE	Reguliere die Station	Bad-, Becken- oder Stationsbedingung regulieren	OWNER_REGISTER_SUBREADING	LEXICALLY_REFINED	bebilderter Bad-, Becken- oder Stationsowner	BIOLOGICAL::D[T]::G[L|T|Y]::P[NONE]::N[CHD]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
751	RUNNING:G407-E2402@3	RUNNING_ATOM	G407-E2402	G407-S312	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	tolchd	3	CHD	ACTION:G407-E2402@3:CHD	CHD	AR|CHD	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	CHD|T	T	NONE	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	biologischer Behandlungsrahmen	BIOLOGICAL::D[CHD]::G[AR|CHD]::P[T]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
752	RUNNING:G407-E2404@1	RUNNING_ATOM	G407-E2404	G407-S312	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shey	1	SH	ACTION:G407-E2404@1:SH	E|SH|Y	AIIN|E|SH|Y	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	SH	NONE	NONE	Halte oder bade	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	OWNER_OBJECT_SUBREADING	LEXICALLY_REFINED	bebilderter Badowner plus Objekt-, Grad- oder Formsignal	BIOLOGICAL::D[E|SH|Y]::G[AIIN|E|SH|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
753	RUNNING:G407-E2408@1	RUNNING_ATOM	G407-E2408	G407-S313	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chdy	1	CHD	ACTION:G407-E2408@1:CHD	CHD|Y	CHD|Y	SAME_CARD_DIRECT_HOST	CHD	NONE	NONE	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	biologischer Behandlungsrahmen	BIOLOGICAL::D[CHD|Y]::G[CHD|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
754	RUNNING:G407-E2410@3	RUNNING_ATOM	G407-E2410	G407-S313	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chetey	3	T	ACTION:G407-E2410@3:T	E|T|Y	E|T|Y	SAME_CARD_DIRECT_HOST	CH|T	CH	NONE	Reguliere oder temperiere	T_PHYSICAL_GRADE_TEMPER	Temperiere auf den Grad	Charge, Bad oder Ansatz auf die geschriebene Stufe temperieren	GRADE_HOSTED_SUBREADING	LEXICALLY_REFINED	Grad ist direkt von T oder einer auf T endenden Aktionskette gehostet	BIOLOGICAL::D[E|T|Y]::G[E|T|Y]::P[CH]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
755	RUNNING:G407-E2411@1	RUNNING_ATOM	G407-E2411	G407-S313	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sal	1	S	ACTION:G407-E2411@1:S	AL|S	AL|S	SAME_CARD_DIRECT_HOST	S	NONE	NONE	Wähle oder leite um	S_BIO_DIVERT	Leite um	Fluss oder Anwendung zwischen Stationen umleiten	RELATION_HOST_SUBREADING	LEXICALLY_REFINED	Ziel-, Quellen-, Kontakt- oder Wegrelation im vollständigen S-Host	BIOLOGICAL::D[AL|S]::G[AL|S]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
756	RUNNING:G407-E2414@1	RUNNING_ATOM	G407-E2414	G407-S314	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shedy	1	SH	ACTION:G407-E2414@1:SH	E|SH	E|SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte oder bade	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	OWNER_OBJECT_SUBREADING	LEXICALLY_REFINED	bebilderter Badowner plus Objekt-, Grad- oder Formsignal	BIOLOGICAL::D[E|SH]::G[E|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
757	RUNNING:G407-E2416@1	RUNNING_ATOM	G407-E2416	G407-S315	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shedy	1	SH	ACTION:G407-E2416@1:SH	E|SH	E|SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte oder bade	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	OWNER_OBJECT_SUBREADING	LEXICALLY_REFINED	bebilderter Badowner plus Objekt-, Grad- oder Formsignal	BIOLOGICAL::D[E|SH]::G[E|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
758	RUNNING:G407-E2417@1	RUNNING_ATOM	G407-E2417	G407-S316	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shcthey	1	SH	ACTION:G407-E2417@1:SH	SH	SH	SAME_CARD_DIRECT_HOST	CH|SH|T	NONE	CH	Halte oder bade	SH_REST_HOLD	Halte	Zustand oder Argument halten	HONEST_BROAD_FALLBACK	LEXICALLY_REFINED	kein hinreichender Bad-, Auszug- oder Einweichanker	BIOLOGICAL::D[SH]::G[SH]::P[NONE]::N[CH]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
759	RUNNING:G407-E2417@3	RUNNING_ATOM	G407-E2417	G407-S316	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shcthey	3	T	ACTION:G407-E2417@3:T	E|T|Y	E|T|Y	SAME_CARD_DIRECT_HOST	CH|SH|T	CH	NONE	Reguliere oder temperiere	T_PHYSICAL_GRADE_TEMPER	Temperiere auf den Grad	Charge, Bad oder Ansatz auf die geschriebene Stufe temperieren	GRADE_HOSTED_SUBREADING	LEXICALLY_REFINED	Grad ist direkt von T oder einer auf T endenden Aktionskette gehostet	BIOLOGICAL::D[E|T|Y]::G[E|T|Y]::P[CH]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
760	RUNNING:G407-E2421@2	RUNNING_ATOM	G407-E2421	G407-S318	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	solteedy	2	T	ACTION:G407-E2421@2:T	EE|T	T	OWNER_OR_REGISTER_ONLY	T	NONE	NONE	Reguliere oder temperiere	T_PHYSICAL_GRADE_TEMPER	Temperiere auf den Grad	Charge, Bad oder Ansatz auf die geschriebene Stufe temperieren	GRADE_HOSTED_SUBREADING	LEXICALLY_REFINED	Grad ist direkt von T oder einer auf T endenden Aktionskette gehostet	BIOLOGICAL::D[EE|T]::G[T]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
761	RUNNING:G407-E2424@1	RUNNING_ATOM	G407-E2424	G407-S321	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chedaiin	1	CHD	ACTION:G407-E2424@1:CHD	AIIN|CHD	AIIN|CHD	SAME_CARD_DIRECT_HOST	CHD	NONE	NONE	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	biologischer Behandlungsrahmen	BIOLOGICAL::D[AIIN|CHD]::G[AIIN|CHD]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
762	RUNNING:G407-E2425@1	RUNNING_ATOM	G407-E2425	G407-S321	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chedy	1	CHD	ACTION:G407-E2425@1:CHD	CHD|Y	CHD|Y	SAME_CARD_DIRECT_HOST	CHD	NONE	NONE	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	biologischer Behandlungsrahmen	BIOLOGICAL::D[CHD|Y]::G[CHD|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
763	RUNNING:G407-E2426@1	RUNNING_ATOM	G407-E2426	G407-S321	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shedaiin	1	SH	ACTION:G407-E2426@1:SH	AIIN|E|SH	AIIN|E|SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte oder bade	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	OWNER_OBJECT_SUBREADING	LEXICALLY_REFINED	bebilderter Badowner plus Objekt-, Grad- oder Formsignal	BIOLOGICAL::D[AIIN|E|SH]::G[AIIN|E|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
764	RUNNING:G407-E2427@1	RUNNING_ATOM	G407-E2427	G407-S321	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shealol	1	SH	ACTION:G407-E2427@1:SH	AL|SH	AL|SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte oder bade	SH_REST_HOLD	Halte	Zustand oder Argument halten	HONEST_BROAD_FALLBACK	LEXICALLY_REFINED	kein hinreichender Bad-, Auszug- oder Einweichanker	BIOLOGICAL::D[AL|SH]::G[AL|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
765	RUNNING:G407-E2428@1	RUNNING_ATOM	G407-E2428	G407-S321	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ched	1	CHD	ACTION:G407-E2428@1:CHD	CHD	CHD	SAME_CARD_DIRECT_HOST	CHD	NONE	NONE	Behandle	CHD_BIO_TREAT	Behandle	Stationsansatz oder Anwendung behandeln	REGISTER_SUBREADING	SPECIFIC_GDT582_READING_RETAINED	biologischer Behandlungsrahmen	BIOLOGICAL::D[CHD]::G[CHD]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
766	RUNNING:G407-E2431@1	RUNNING_ATOM	G407-E2431	G407-S322	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheedy	1	SH	ACTION:G407-E2431@1:SH	EE|SH	EE|SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte oder bade	SH_BIO_BATHE	Halte im Bad	Anwendung im Bad- oder Stationsgang halten beziehungsweise baden	OWNER_OBJECT_SUBREADING	LEXICALLY_REFINED	bebilderter Badowner plus Objekt-, Grad- oder Formsignal	BIOLOGICAL::D[EE|SH]::G[EE|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
