action_carry_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	inherited_action_root	inherited_action_value_de	action_source_type	action_source_event_id	source_card_distance	action_scope_frame_id	action_scope_kind	control_action_context_witness	context_voice_working_clause_de	guard
347	G407-E2576	G407-S368	f77r	BIOLOGICAL	qotedy	OT+E+DY	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2575	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
348	G407-E2577	G407-S369	f77r	BIOLOGICAL	qotedy	OT+E+DY	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
349	G407-E2578	G407-S370	f77r	BIOLOGICAL	qotary	OT+AR+Y	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; von der Ausgangsstation.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
350	G407-E2582	G407-S370	f77r	BIOLOGICAL	ol	OL	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2581	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: entnimm denselben Stationsanteil.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
351	G407-E2589	G407-S370	f77r	BIOLOGICAL	qol	OL	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2588	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: bearbeite denselben Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
352	G407-E2591	G407-S371	f77r	BIOLOGICAL	qoteeedy	OT+EEE+DY	K	GEBEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: führe denselben Stationsposten zu; auf Grad III; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
353	G407-E2614	G407-S377	f77r	BIOLOGICAL	qotain	OT+AIN	CHD	BEARBEITEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: bearbeite den Stationsanteil.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
354	G407-E2619	G407-S378	f77r	BIOLOGICAL	olchey	OL+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2618	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze den Stationsposten im Stationsgang an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
355	G407-E2622	G407-S378	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2620	2	GDT569-S02	DANACH	YES	Danach im laufenden Gang: stelle denselben Stationsposten ein; auf Grad II; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
356	G407-E2632	G407-S381	f77r	BIOLOGICAL	qol	OL	P	EINSETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2631	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Stationsposten ein.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
357	G407-E2635	G407-S382	f77r	BIOLOGICAL	qol	OL	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte denselben Stationswert.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
358	G407-E2636	G407-S382	f77r	BIOLOGICAL	olaiin	OL+AIIN	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte den Stationswert.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
359	G407-E2644	G407-S383	f77r	BIOLOGICAL	ol	OL	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte denselben Stationswert.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
360	G407-E2645	G407-S383	f77r	BIOLOGICAL	eeedy	EEE+DY	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S03	BARE	YES	Im laufenden Gang: Halte denselben Stationswert; auf Grad III; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
361	G407-E2648	G407-S384	f77r	BIOLOGICAL	qotaiin	OT+AIIN	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2647	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: halte den Stationswert.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
362	G407-E2650	G407-S385	f77r	BIOLOGICAL	qoty	OT+Y	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: halte den Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
363	G407-E2653	G407-S385	f77r	BIOLOGICAL	qolchey	OL+Y	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2652	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte den Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
364	G407-E2654	G407-S385	f77r	BIOLOGICAL	qotedy	OT+E+DY	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2652	2	GDT569-S02	DANACH	YES	Danach im laufenden Gang: halte denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
365	G407-E2655	G407-S386	f77r	BIOLOGICAL	qotal	OT+AL	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: halte denselben Stationsposten; zur Zielstation.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
366	G407-E2660	G407-S386	f77r	BIOLOGICAL	arol	AR+OL	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2659	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: wähle denselben Stationsanteil; von der Ausgangsstation.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
367	G407-E2662	G407-S387	f77r	BIOLOGICAL	qotedy	OT+E+DY	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze denselben Stationsanteil im Stationsgang an; auf Grad I; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
368	G407-E2671	G407-S390	f77r	BIOLOGICAL	ol	OL	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2670	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte denselben Stationswert.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
369	G407-E2673	G407-S390	f77r	BIOLOGICAL	qotaiin	OT+AIIN	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2672	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: entnimm den Stationswert.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
370	G407-E2674	G407-S390	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2672	2	GDT569-S02	DANACH	YES	Danach im laufenden Gang: entnimm denselben Stationswert; auf Grad II; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
371	G407-E2675	G407-S391	f77r	BIOLOGICAL	qotedy	OT+E+DY	CH	NEHMEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: entnimm denselben Stationswert; auf Grad I; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
372	G407-E2679	G407-S392	f77r	BIOLOGICAL	qol	OL	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2678	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: bearbeite denselben Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
373	G407-E2683	G407-S392	f77r	BIOLOGICAL	loly	L+OL+Y	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2682	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte den Stationsposten; über die sichtbare Verbindung.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
374	G407-E2693	G407-S392	f77r	BIOLOGICAL	ol	OL	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2691	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: wähle denselben Stationsanteil.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
375	G407-E2702	G407-S392	f77r	BIOLOGICAL	otey	OT+E+Y	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2701	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: wähle den Stationsposten; auf Grad I.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
376	G407-E2720	G407-S396	f81r	BIOLOGICAL	oly	OL+Y	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2719	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte den Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
377	G407-E2725	G407-S396	f81r	BIOLOGICAL	chol	OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2724	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
378	G407-E2726	G407-S396	f81r	BIOLOGICAL	otar	OT+AR	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2724	2	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; von der Ausgangsstation.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
379	G407-E2729	G407-S396	f81r	BIOLOGICAL	qotey	OT+E+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2728	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; auf Grad I.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
380	G407-E2733	G407-S396	f81r	BIOLOGICAL	ol	OL	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2732	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: führe denselben Stationsposten zu.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
381	G407-E2739	G407-S397	f81r	BIOLOGICAL	ol	OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2738	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Stationsanteil im Stationsgang an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
382	G407-E2740	G407-S397	f81r	BIOLOGICAL	ol	OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2738	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Stationsanteil im Stationsgang an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
383	G407-E2744	G407-S397	f81r	BIOLOGICAL	qol	OL	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2742	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: führe denselben Stationsposten zu.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
384	G407-E2747	G407-S397	f81r	BIOLOGICAL	ol	OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2746	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
385	G407-E2748	G407-S397	f81r	BIOLOGICAL	ol	OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2746	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
386	G407-E2749	G407-S397	f81r	BIOLOGICAL	olaiin	OL+AIIN	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2746	3	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze den Stationswert im Stationsgang an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
387	G407-E2750	G407-S397	f81r	BIOLOGICAL	ol	OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2746	4	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Stationswert im Stationsgang an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
388	G407-E2754	G407-S397	f81r	BIOLOGICAL	ol	OL	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2753	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: wähle denselben Stationsanteil.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
389	G407-E2756	G407-S397	f81r	BIOLOGICAL	oteey	OT+EE+Y	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2755	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: wähle den Stationsposten; auf Grad II.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
390	G407-E2759	G407-S397	f81r	BIOLOGICAL	ol	OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2758	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
391	G407-E2763	G407-S397	f81r	BIOLOGICAL	otey	OT+E+Y	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2762	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: stelle den Stationsposten ein; auf Grad I.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
392	G407-E2767	G407-S398	f81r	BIOLOGICAL	oty	OT+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2766	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
393	G407-E2768	G407-S398	f81r	BIOLOGICAL	qotey	OT+E+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2766	2	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; auf Grad I.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
394	G407-E2769	G407-S398	f81r	BIOLOGICAL	oteey	OT+EE+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2766	3	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; auf Grad II.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
395	G407-E2770	G407-S398	f81r	BIOLOGICAL	oly	OL+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2766	4	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze den Stationsposten im Stationsgang an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
396	G407-E2772	G407-S398	f81r	BIOLOGICAL	qotedy	OT+E+DY	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2771	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: wähle denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
397	G407-E2775	G407-S400	f81r	BIOLOGICAL	chol	OL	P	EINSETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2774	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Stationsposten ein.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
398	G407-E2777	G407-S400	f81r	BIOLOGICAL	otedy	OT+E+DY	P	EINSETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2774	3	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze denselben Stationsanteil ein; auf Grad I; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
399	G407-E2779	G407-S401	f81r	BIOLOGICAL	qotain	OT+AIN	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2778	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: halte den Stationsanteil.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
400	G407-E2787	G407-S405	f81r	BIOLOGICAL	ol	OL	T	EINSTELLEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: stelle denselben Stationsposten ein.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
401	G407-E2790	G407-S406	f81r	BIOLOGICAL	loly	L+OL+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2789	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze den Stationsposten im Stationsgang an; über die sichtbare Verbindung.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
402	G407-E2791	G407-S406	f81r	BIOLOGICAL	dchol	D_ADDR+OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2789	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an; an der bezeichneten Stelle.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
403	G407-E2793	G407-S407	f81r	BIOLOGICAL	qotedy	OT+E+DY	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: halte denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
404	G407-E2794	G407-S408	f81r	BIOLOGICAL	qol	OL	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte denselben Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
405	G407-E2801	G407-S410	f81r	BIOLOGICAL	arol	AR+OL	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte denselben Stationsanteil; von der Ausgangsstation.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
406	G407-E2802	G407-S410	f81r	BIOLOGICAL	oeeedy	O+EEE+DY	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S03	BARE	YES	Im laufenden Gang: Halte denselben Stationsanteil; zur Ausführung; auf Grad III; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
407	G407-E2804	G407-S411	f81r	BIOLOGICAL	ol	OL	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2803	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: wähle denselben Stationsanteil.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
408	G407-E2807	G407-S412	f81r	BIOLOGICAL	otedy	OT+E+DY	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
409	G407-E2819	G407-S417	f81r	BIOLOGICAL	ol	OL	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
410	G407-E2823	G407-S419	f81r	BIOLOGICAL	ol	OL	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte denselben Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
411	G407-E2830	G407-S423	f81r	BIOLOGICAL	qoteedy	OT+EE+DY	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2829	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: bearbeite denselben Stationsposten; auf Grad II; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
412	G407-E2831	G407-S424	f81r	BIOLOGICAL	olam	OL+AM_ADDR	CHD	BEARBEITEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: bearbeite denselben Stationsposten; an der bezeichneten Stelle.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
413	G407-E2833	G407-S424	f81r	BIOLOGICAL	qol	OL	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2832	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: bearbeite denselben Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
414	G407-E2842	G407-S425	f81r	BIOLOGICAL	oteey	OT+EE+Y	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2841	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: führe den Stationsposten zu; auf Grad II.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
415	G407-E2844	G407-S425	f81r	BIOLOGICAL	otey	OT+E+Y	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2843	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: halte den Stationsposten; auf Grad I.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
416	G407-E2845	G407-S425	f81r	BIOLOGICAL	lol	L+OL	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2843	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte denselben Stationsposten; über die sichtbare Verbindung.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
417	G407-E2846	G407-S425	f81r	BIOLOGICAL	qotal	OT+AL	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2843	3	GDT569-S02	DANACH	YES	Danach im laufenden Gang: halte denselben Stationsposten; zur Zielstation.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
418	G407-E2848	G407-S425	f81r	BIOLOGICAL	qol	OL	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2847	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: bearbeite denselben Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
419	G407-E2849	G407-S425	f81r	BIOLOGICAL	ol	OL	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2847	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: bearbeite denselben Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
420	G407-E2851	G407-S425	f81r	BIOLOGICAL	ol	OL	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2847	4	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: bearbeite denselben Stationswert.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
421	G407-E2853	G407-S425	f81r	BIOLOGICAL	ol	OL	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2852	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: bearbeite denselben Stationswert.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
422	G407-E2854	G407-S425	f81r	BIOLOGICAL	oly	OL+Y	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2852	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: bearbeite den Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
423	G407-E2862	G407-S425	f81r	BIOLOGICAL	ody	O+DY	P	EINSETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2861	1	GDT569-S03	BARE	YES	Im laufenden Gang: Setze denselben Stationsposten ein; zur Ausführung; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
424	G407-E2865	G407-S426	f81r	BIOLOGICAL	qotaldar	OT+AL+D_ADDR+AR	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2864	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: entnimm denselben Stationsposten; zur Zielstation; an der bezeichneten Stelle; von der Ausgangsstation.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
