argument_carry_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	inherited_argument_root	explicit_argument_phrase_de	carried_argument_phrase_de	carried_argument_realization_count	control_prior_marker_count	context_voice_working_clause_de	guard
560	G407-E2554	G407-S364	f77r	BIOLOGICAL	qotedy	OT+E+DY	AIIN	den Stationswert	denselben Stationswert	1	1	Danach im laufenden Gang: setze denselben Stationswert im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
561	G407-E2558	G407-S365	f77r	BIOLOGICAL	olcheedy	OL+CH+EE+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Weiter: entnimm denselben Stationsanteil; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
562	G407-E2562	G407-S366	f77r	BIOLOGICAL	cheeol	SH+EE+OL	AIIN	den Stationswert	denselben Stationswert	1	1	Weiter: halte denselben Stationswert; auf Grad II.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
563	G407-E2563	G407-S366	f77r	BIOLOGICAL	qokeedy	OK+EE+DY	AIIN	den Stationswert	denselben Stationswert	1	1	Setze denselben Stationswert im Stationsgang an; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
564	G407-E2564	G407-S367	f77r	BIOLOGICAL	qokeedy	OK+EE+DY	AIIN	den Stationswert	denselben Stationswert	1	1	Setze denselben Stationswert im Stationsgang an; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
565	G407-E2565	G407-S368	f77r	BIOLOGICAL	qotal	OT+AL	AIIN	den Stationswert	denselben Stationswert	1	1	Danach im laufenden Gang: setze denselben Stationswert im Stationsgang an; zur Zielstation.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
566	G407-E2572	G407-S368	f77r	BIOLOGICAL	lol	L+OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: führe denselben Stationsposten zu; über die sichtbare Verbindung.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
567	G407-E2576	G407-S368	f77r	BIOLOGICAL	qotedy	OT+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
568	G407-E2577	G407-S369	f77r	BIOLOGICAL	qotedy	OT+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
569	G407-E2582	G407-S370	f77r	BIOLOGICAL	ol	OL	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Weiter im laufenden Gang: entnimm denselben Stationsanteil.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
570	G407-E2589	G407-S370	f77r	BIOLOGICAL	qol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: bearbeite denselben Stationsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
571	G407-E2590	G407-S370	f77r	BIOLOGICAL	keedy	K+EE+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Führe denselben Stationsposten zu; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
572	G407-E2591	G407-S371	f77r	BIOLOGICAL	qoteeedy	OT+EEE+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Danach im laufenden Gang: führe denselben Stationsposten zu; auf Grad III; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
573	G407-E2597	G407-S372	f77r	BIOLOGICAL	shedy	SH+E+DY	AIIN	den Stationswert	denselben Stationswert	1	1	Halte denselben Stationswert; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
574	G407-E2599	G407-S373	f77r	BIOLOGICAL	qolchedy	OL+CHD+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter: bearbeite denselben Stationsposten; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
575	G407-E2608	G407-S374	f77r	BIOLOGICAL	sheedy	SH+EE+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Halte denselben Stationsanteil; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
576	G407-E2612	G407-S375	f77r	BIOLOGICAL	dshedy	SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
577	G407-E2613	G407-S376	f77r	BIOLOGICAL	pchedy	P+CHD+DY	Y	den Stationsposten	denselben Stationsposten	2	2	Setze denselben Stationsposten ein und bearbeite denselben Stationsposten; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
578	G407-E2616	G407-S377	f77r	BIOLOGICAL	dolchl	D_ADDR+OL+CH+L	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter: entnimm denselben Stationsposten; an der bezeichneten Stelle; über die sichtbare Verbindung.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
579	G407-E2617	G407-S377	f77r	BIOLOGICAL	qokeedy	OK+EE+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
580	G407-E2618	G407-S378	f77r	BIOLOGICAL	qokol	OK+OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter: setze denselben Stationsposten im Stationsgang an.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
581	G407-E2622	G407-S378	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Danach im laufenden Gang: stelle denselben Stationsposten ein; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
582	G407-E2626	G407-S379	f77r	BIOLOGICAL	lchedy	L+CHD+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
583	G407-E2627	G407-S380	f77r	BIOLOGICAL	pol	P+OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter: setze denselben Stationsposten ein.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
584	G407-E2628	G407-S380	f77r	BIOLOGICAL	shedy	SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
585	G407-E2632	G407-S381	f77r	BIOLOGICAL	qol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: setze denselben Stationsposten ein.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
586	G407-E2634	G407-S381	f77r	BIOLOGICAL	shedy	SH+E+DY	AIIN	den Stationswert	denselben Stationswert	1	1	Halte denselben Stationswert; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
587	G407-E2635	G407-S382	f77r	BIOLOGICAL	qol	OL	AIIN	den Stationswert	denselben Stationswert	1	1	Weiter im laufenden Gang: halte denselben Stationswert.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
588	G407-E2641	G407-S382	f77r	BIOLOGICAL	sheedy	SH+EE+DY	AIIN	den Stationswert	denselben Stationswert	1	1	Halte denselben Stationswert; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
589	G407-E2644	G407-S383	f77r	BIOLOGICAL	ol	OL	AIIN	den Stationswert	denselben Stationswert	1	1	Weiter im laufenden Gang: halte denselben Stationswert.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
590	G407-E2645	G407-S383	f77r	BIOLOGICAL	eeedy	EEE+DY	AIIN	den Stationswert	denselben Stationswert	1	1	Im laufenden Gang: Halte denselben Stationswert; auf Grad III; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
591	G407-E2647	G407-S384	f77r	BIOLOGICAL	sheeol	SH+EE+OL	AIIN	den Stationswert	denselben Stationswert	1	1	Weiter: halte denselben Stationswert; auf Grad II.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
592	G407-E2649	G407-S384	f77r	BIOLOGICAL	shody	SH+O+DY	AIIN	den Stationswert	denselben Stationswert	1	1	Halte denselben Stationswert; zur Ausführung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
593	G407-E2654	G407-S385	f77r	BIOLOGICAL	qotedy	OT+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Danach im laufenden Gang: halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
594	G407-E2655	G407-S386	f77r	BIOLOGICAL	qotal	OT+AL	Y	den Stationsposten	denselben Stationsposten	1	1	Danach im laufenden Gang: halte denselben Stationsposten; zur Zielstation.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
595	G407-E2660	G407-S386	f77r	BIOLOGICAL	arol	AR+OL	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Weiter im laufenden Gang: wähle denselben Stationsanteil; von der Ausgangsstation.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
596	G407-E2661	G407-S386	f77r	BIOLOGICAL	qokeedy	OK+EE+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Setze denselben Stationsanteil im Stationsgang an; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
597	G407-E2662	G407-S387	f77r	BIOLOGICAL	qotedy	OT+E+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Danach im laufenden Gang: setze denselben Stationsanteil im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
598	G407-E2663	G407-S388	f77r	BIOLOGICAL	qokeedy	OK+EE+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Setze denselben Stationsanteil im Stationsgang an; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
599	G407-E2664	G407-S389	f77r	BIOLOGICAL	qokeedy	OK+EE+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Setze denselben Stationsanteil im Stationsgang an; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
600	G407-E2671	G407-S390	f77r	BIOLOGICAL	ol	OL	AIIN	den Stationswert	denselben Stationswert	1	1	Weiter im laufenden Gang: halte denselben Stationswert.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
601	G407-E2674	G407-S390	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	AIIN	den Stationswert	denselben Stationswert	1	1	Danach im laufenden Gang: entnimm denselben Stationswert; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
602	G407-E2675	G407-S391	f77r	BIOLOGICAL	qotedy	OT+E+DY	AIIN	den Stationswert	denselben Stationswert	1	1	Danach im laufenden Gang: entnimm denselben Stationswert; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
603	G407-E2679	G407-S392	f77r	BIOLOGICAL	qol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: bearbeite denselben Stationsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
604	G407-E2693	G407-S392	f77r	BIOLOGICAL	ol	OL	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Weiter im laufenden Gang: wähle denselben Stationsanteil.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
605	G407-E2706	G407-S392	f77r	BIOLOGICAL	saiisol	S+A_ADDR+IIN+S+OL	Y	den Stationsposten	denselben Stationsposten	2	2	Weiter: wähle denselben Stationsposten und wähle denselben Stationsposten; an der bezeichneten Stelle; auf der Stufe.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
606	G407-E2715	G407-S393	f81r	BIOLOGICAL	qokedy	OK+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
607	G407-E2716	G407-S394	f81r	BIOLOGICAL	shol	SH+OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter: halte denselben Stationsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
608	G407-E2717	G407-S394	f81r	BIOLOGICAL	opchedy	O+P+CHD+DY	Y	den Stationsposten	denselben Stationsposten	2	2	Setze denselben Stationsposten ein und bearbeite denselben Stationsposten; zur Ausführung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
609	G407-E2718	G407-S395	f81r	BIOLOGICAL	olpchedy	OL+P+CHD+DY	Y	den Stationsposten	denselben Stationsposten	2	2	Weiter: setze denselben Stationsposten ein und bearbeite denselben Stationsposten; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
610	G407-E2724	G407-S396	f81r	BIOLOGICAL	qokol	OK+OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter: setze denselben Stationsposten im Stationsgang an.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
611	G407-E2725	G407-S396	f81r	BIOLOGICAL	chol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
612	G407-E2726	G407-S396	f81r	BIOLOGICAL	otar	OT+AR	Y	den Stationsposten	denselben Stationsposten	1	1	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; von der Ausgangsstation.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
613	G407-E2732	G407-S396	f81r	BIOLOGICAL	olkal	OL+K+AL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter: führe denselben Stationsposten zu; zur Zielstation.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
614	G407-E2733	G407-S396	f81r	BIOLOGICAL	ol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: führe denselben Stationsposten zu.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
615	G407-E2736	G407-S396	f81r	BIOLOGICAL	shedy	SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
616	G407-E2739	G407-S397	f81r	BIOLOGICAL	ol	OL	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Weiter im laufenden Gang: setze denselben Stationsanteil im Stationsgang an.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
617	G407-E2740	G407-S397	f81r	BIOLOGICAL	ol	OL	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Weiter im laufenden Gang: setze denselben Stationsanteil im Stationsgang an.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
618	G407-E2744	G407-S397	f81r	BIOLOGICAL	qol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: führe denselben Stationsposten zu.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
619	G407-E2747	G407-S397	f81r	BIOLOGICAL	ol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
620	G407-E2748	G407-S397	f81r	BIOLOGICAL	ol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
621	G407-E2750	G407-S397	f81r	BIOLOGICAL	ol	OL	AIIN	den Stationswert	denselben Stationswert	1	1	Weiter im laufenden Gang: setze denselben Stationswert im Stationsgang an.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
622	G407-E2754	G407-S397	f81r	BIOLOGICAL	ol	OL	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Weiter im laufenden Gang: wähle denselben Stationsanteil.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
623	G407-E2759	G407-S397	f81r	BIOLOGICAL	ol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
624	G407-E2765	G407-S397	f81r	BIOLOGICAL	pchedy	P+CHD+DY	AIN	den Stationsanteil	denselben Stationsanteil	2	2	Setze denselben Stationsanteil ein und bearbeite denselben Stationsanteil; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
625	G407-E2772	G407-S398	f81r	BIOLOGICAL	qotedy	OT+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Danach im laufenden Gang: wähle denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
626	G407-E2773	G407-S399	f81r	BIOLOGICAL	qokeedy	OK+EE+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
627	G407-E2775	G407-S400	f81r	BIOLOGICAL	chol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: setze denselben Stationsposten ein.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
628	G407-E2777	G407-S400	f81r	BIOLOGICAL	otedy	OT+E+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Danach im laufenden Gang: setze denselben Stationsanteil ein; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
629	G407-E2781	G407-S401	f81r	BIOLOGICAL	olsheol	OL+K+E+OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter: führe denselben Stationsposten zu; auf Grad I; nochmals weiterführen.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
630	G407-E2782	G407-S401	f81r	BIOLOGICAL	olkedy	OL+K+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter: führe denselben Stationsposten zu; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
631	G407-E2783	G407-S402	f81r	BIOLOGICAL	sheckhedy	SH+E+CH+K+E+DY	Y	den Stationsposten	denselben Stationsposten	3	3	Halte denselben Stationsposten und entnimm denselben Stationsposten und führe denselben Stationsposten zu; auf Grad I; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
632	G407-E2784	G407-S403	f81r	BIOLOGICAL	oltedy	OL+T+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter: stelle denselben Stationsposten ein; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
633	G407-E2786	G407-S404	f81r	BIOLOGICAL	tedy	T+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Stelle denselben Stationsposten ein; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
634	G407-E2787	G407-S405	f81r	BIOLOGICAL	ol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: stelle denselben Stationsposten ein.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
635	G407-E2788	G407-S405	f81r	BIOLOGICAL	sheedy	SH+EE+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
636	G407-E2791	G407-S406	f81r	BIOLOGICAL	dchol	D_ADDR+OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an; an der bezeichneten Stelle.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
637	G407-E2792	G407-S406	f81r	BIOLOGICAL	shedy	SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
638	G407-E2793	G407-S407	f81r	BIOLOGICAL	qotedy	OT+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Danach im laufenden Gang: halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
639	G407-E2794	G407-S408	f81r	BIOLOGICAL	qol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: halte denselben Stationsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
640	G407-E2797	G407-S408	f81r	BIOLOGICAL	qokechedy	OK+E+CHD+DY	Y	den Stationsposten	denselben Stationsposten	2	2	Setze denselben Stationsposten im Stationsgang an und bearbeite denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
641	G407-E2798	G407-S409	f81r	BIOLOGICAL	qolsheedy	OL+SH+EE+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter: halte denselben Stationsposten; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
642	G407-E2801	G407-S410	f81r	BIOLOGICAL	arol	AR+OL	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Weiter im laufenden Gang: halte denselben Stationsanteil; von der Ausgangsstation.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
643	G407-E2802	G407-S410	f81r	BIOLOGICAL	oeeedy	O+EEE+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Im laufenden Gang: Halte denselben Stationsanteil; zur Ausführung; auf Grad III; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
644	G407-E2804	G407-S411	f81r	BIOLOGICAL	ol	OL	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Weiter im laufenden Gang: wähle denselben Stationsanteil.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
645	G407-E2806	G407-S411	f81r	BIOLOGICAL	qokeedy	OK+EE+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
646	G407-E2807	G407-S412	f81r	BIOLOGICAL	otedy	OT+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
647	G407-E2811	G407-S414	f81r	BIOLOGICAL	olpchedy	OL+P+CHD+DY	OR	die Stationseinheit	dieselbe Stationseinheit	2	2	Weiter: setze dieselbe Stationseinheit ein und bearbeite dieselbe Stationseinheit; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
648	G407-E2812	G407-S415	f81r	BIOLOGICAL	opol	O+P+OL	OR	die Stationseinheit	dieselbe Stationseinheit	1	1	Weiter: setze dieselbe Stationseinheit ein; zur Ausführung.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
649	G407-E2816	G407-S415	f81r	BIOLOGICAL	okeedy	OK+EE+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
650	G407-E2818	G407-S416	f81r	BIOLOGICAL	qokedy	OK+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
651	G407-E2819	G407-S417	f81r	BIOLOGICAL	ol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
652	G407-E2821	G407-S417	f81r	BIOLOGICAL	osheedy	O+SH+EE+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; zur Ausführung; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
653	G407-E2822	G407-S418	f81r	BIOLOGICAL	shedy	SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
654	G407-E2823	G407-S419	f81r	BIOLOGICAL	ol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: halte denselben Stationsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
655	G407-E2824	G407-S419	f81r	BIOLOGICAL	shedy	SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
