page	physical_folio	locus	left_surface	right_surface	separated_pair	left_token_ordinal	right_token_ordinal	line_token_count	line_position_of_ar	paragraph_start_line	paragraph_end_line	section	language	hand	both_tokens_reader_exact	zl3b_pair_count	it2a_pair_count	rf1b_pair_count	all_three_readers_preserve_pair	clean_exact_span	current_line	component_export_credit
f114r	f114	f114r.29	air	ar	air ar	9	10	14	MIDDLE	0	0	S	B	3	0	1	1	0	0	0	chol oeedy keedy cheey cheodeey keedeedy daiiin ald air ar shol chedy otchedy qoty	0
f114r	f114	f114r.38	raiin	ar	raiin ar	4	5	9	MIDDLE	0	1	S	B	3	0	1	0	0	0	0	qoeedy qokchedy cheey raiin ar ain aiin al chol	0
f114r	f114	f114r.44	okain	ar	okain ar	9	10	12	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	ydaiin chedy qoal cheey qokair okeedy chotal chol okain ar da opaiin	0
f114v	f114	f114v.28	chees	ar	chees ar	4	5	7	MIDDLE	0	1	S	B	3	1	1	1	1	1	1	tchedy shdo qotched chees ar aiin chetam	0
f115r	f115	f115r.8	dar	ar	dar ar	10	11	14	MIDDLE	1	0	S	B	@	1	1	1	1	1	1	kcheor cheol orair ot chedar lor aiin qokain qoteeol dar ar al opchedy darom	0
f115r	f115	f115r.9	r	ar	r ar	7	8	10	MIDDLE	0	1	S	B	@	0	1	0	1	0	0	dchedaiin qoteeedy qokeedy qoteo lor cheo r ar cheor cheody	0
f115r	f115	f115r.24	or	ar	or ar	3	4	14	MIDDLE	0	0	S	B	@	1	1	1	1	1	1	dcheol qokeol or ar aiin cheey okeeeo or chl lor ol otlaiin cheeor ary	0
f115r	f115	f115r.26	s	ar	s ar	4	5	12	MIDDLE	1	0	S	B	@	0	1	0	1	0	0	ksheoary otchey qoteeo s ar aiiin chotchdy qodair sheol pchedy dal dalom	0
f115r	f115	f115r.27	los	ar	los ar	2	3	12	MIDDLE	0	0	S	B	@	1	1	1	1	1	1	ysheeo los ar chey qoky chol kchedshedy qokaiin shey qoetar chol qokaram	0
f115r	f115	f115r.35	chpchar	ar	chpchar ar	7	8	12	MIDDLE	1	0	S	B	@	1	1	1	1	1	1	posheos aral chaiin shkchedy otais chsi chpchar ar al odaiin chcphy dy	0
f115r	f115	f115r.40	aiir	ar	aiir ar	8	9	10	MIDDLE	1	0	S	B	@	1	1	1	1	1	1	paiinody lkcheo lchy qokchedy qokl sheedy qokar aiir ar opchdain	0
f115r	f115	f115r.44	otar	ar	otar ar	7	8	12	MIDDLE	0	0	S	B	@	1	1	1	1	1	1	dcheos shedar qoor cheor shody qokain otar ar otar ytar ar aloky	0
f115r	f115	f115r.44	ytar	ar	ytar ar	10	11	12	MIDDLE	0	0	S	B	@	0	1	0	1	0	0	dcheos shedar qoor cheor shody qokain otar ar otar ytar ar aloky	0
f115v	f115	f115v.15	r	ar	r ar	10	11	12	MIDDLE	0	0	S	B	3	0	1	0	1	0	0	saiin chol qotain qokain chl lr chdain qoteey rcheey r ar rodam	0
f115v	f115	f115v.16	dain	ar	dain ar	1	2	13	MIDDLE	0	0	S	B	3	0	1	0	0	0	0	dain ar oteey qoteol kar y sheo lkechdy qokar qokey lko rokeedy ld	0
f115v	f115	f115v.26	qokar	ar	qokar ar	10	11	11	LAST	0	0	S	B	3	1	1	1	1	1	1	dcheedy kchedy lcheey ror al chokedy dol qokeeeos qolkeedy qokar ar	0
f115v	f115	f115v.30	oteedal	ar	oteedal ar	6	7	8	MIDDLE	0	1	S	B	3	1	1	1	1	1	1	ycheedaiin ol chlor lkchedy rchedar oteedal ar lky	0
f116r	f116	f116r.2	lar	ar	lar ar	7	8	14	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	shain cheor ain okeey okeey shy lar ar aiiin oky char ar okain ykanam	0
f116r	f116	f116r.2	char	ar	char ar	11	12	14	MIDDLE	0	0	S	B	3	0	1	1	0	0	0	shain cheor ain okeey okeey shy lar ar aiiin oky char ar okain ykanam	0
f116r	f116	f116r.12	qoin	ar	qoin ar	1	2	12	MIDDLE	0	0	S	B	3	0	1	0	0	0	0	qoin ar cholches okain dain cheey okeey otain olchdy otal dain olam	0
f116r	f116	f116r.18	ches	ar	ches ar	12	13	14	MIDDLE	1	0	S	B	3	0	1	0	0	0	0	pcharalor qokey r ain otedy opain lor oiin otain otar oteeedy ches ar y	0
f116r	f116	f116r.19	qotar	ar	qotar ar	5	6	13	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	porchey sheedy qotain chetar qotar ar arody chcthy rain otey ot y dain	0
f116r	f116	f116r.31	ches	ar	ches ar	8	9	11	MIDDLE	1	0	S	B	3	1	1	1	1	1	1	pchallarar al ckhal rain alolfchy rpchey shfy ches ar opchekan dlr	0
f116r	f116	f116r.33	cheds	ar	cheds ar	8	9	11	MIDDLE	0	0	S	B	3	0	1	1	0	0	0	soraiin ykeey arain sheeky qokain sheey qol cheds ar r rsheg	0
f116r	f116	f116r.34	qokain	ar	qokain ar	1	2	12	MIDDLE	0	0	S	B	3	1	1	1	1	1	1	qokain ar raiin shek okain y r shey qolchey okaiin shckhy qokam	0
f116r	f116	f116r.43	as	ar	as ar	1	2	12	MIDDLE	0	0	S	B	3	0	1	0	0	0	0	as ar al shear teey chcphy rain cphan ydar oty shey qokam	0
