surface	family_class	left_string	page	physical_folio	locus	token_ordinal	token_index	surface_rank_in_current_line	line_token_count	line_position	norm_position	section	language	hand	paragraph_start_line	paragraph_end_line	true_paragraph_start	true_paragraph_end	left_surface	right_surface	reader_exact	zl3b_surface_count	it2a_surface_count	rf1b_surface_count	reader_exact_method	current_line	component_export_credit	occurrence_id
ytar	LEFT_STRING_PLUS_AR	yt	f94v	f94	f94v.9	1	1	1	11	FIRST	0.000000000000	H	B	3	0	0	0	0	EDGE	okedy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ytar okedy okeedy qokshey otaiin y ypchdair ol s aiin oly	0	G789-O0738
qokar	LEFT_STRING_PLUS_AR	qok	f94v	f94	f94v.11	3	3	1	10	MIDDLE	0.222222222222	H	B	3	0	0	0	0	shy	chetaiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	todaiin shy qokar chetaiin chdy ykol qoky or eedy oky	0	G789-O0739
chekar	LEFT_STRING_PLUS_AR	chek	f95r1	f95	f95r1.7	3	3	1	9	MIDDLE	0.250000000000	H	B	3	0	0	0	0	sheky	chdain	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ykchedy sheky chekar chdain chdaiin okar chetchdy chdy chkam	0	G789-O0740
okar	LEFT_STRING_PLUS_AR	ok	f95r1	f95	f95r1.7	6	6	1	9	MIDDLE	0.625000000000	H	B	3	0	0	0	0	chdaiin	chetchdy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ykchedy sheky chekar chdain chdaiin okar chetchdy chdy chkam	0	G789-O0741
tar	LEFT_STRING_PLUS_AR	t	f95r1	f95	f95r1.9	4	4	1	10	MIDDLE	0.333333333333	H	B	3	0	0	0	0	chol	chdy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tchdy tchor chol tar chdy okol ykoldy olkeedy qotaiin or	0	G789-O0742
ykar	LEFT_STRING_PLUS_AR	yk	f95r1	f95	f95r1.11	7	7	1	10	MIDDLE	0.666666666667	H	B	3	0	1	0	0	dar	olkeey	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ykaiin or chdy chekain ol dar ykar olkeey ldar chekal	0	G789-O0743
kar	LEFT_STRING_PLUS_AR	k	f95r2	f95	f95r2.2	9	9	1	10	MIDDLE	0.888888888889	H	B	3	0	0	0	0	oteedy	okam	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	daiin shody chkain chol chckhy otain oty oteedy kar okam	0	G789-O0744
chkar	LEFT_STRING_PLUS_AR	chk	f95r2	f95	f95r2.3	5	5	1	10	MIDDLE	0.444444444444	H	B	3	0	0	0	0	qokol	ol	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	todaiin chor chckhy qokol chkar ol otaiin ofar okain aram	0	G789-O0745
ofar	LEFT_STRING_PLUS_AR	of	f95r2	f95	f95r2.3	8	8	1	10	MIDDLE	0.777777777778	H	B	3	0	0	0	0	otaiin	okain	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	todaiin chor chckhy qokol chkar ol otaiin ofar okain aram	0	G789-O0746
qotar	LEFT_STRING_PLUS_AR	qot	f95r2	f95	f95r2.6	5	5	1	11	MIDDLE	0.400000000000	H	B	3	0	0	0	0	shol	chdy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	y olkor ol shol qotar chdy chdy qokar okar qokar odaly	0	G789-O0747
qokar	LEFT_STRING_PLUS_AR	qok	f95r2	f95	f95r2.6	8	8	1	11	MIDDLE	0.700000000000	H	B	3	0	0	0	0	chdy	okar	1	2	2	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	y olkor ol shol qotar chdy chdy qokar okar qokar odaly	0	G789-O0748
okar	LEFT_STRING_PLUS_AR	ok	f95r2	f95	f95r2.6	9	9	1	11	MIDDLE	0.800000000000	H	B	3	0	0	0	0	qokar	qokar	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	y olkor ol shol qotar chdy chdy qokar okar qokar odaly	0	G789-O0749
otar	LEFT_STRING_PLUS_AR	ot	f95r2	f95	f95r2.8	8	8	1	9	MIDDLE	0.875000000000	H	B	3	0	0	0	0	qokchdy	chctham	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tedykaiin y cheol okal chedy shdy qokchdy otar chctham	0	G789-O0750
okar	LEFT_STRING_PLUS_AR	ok	f95r2	f95	f95r2.9	2	2	1	7	MIDDLE	0.166666666667	H	B	3	0	1	0	0	poiin	qokol	1	2	1	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	poiin okar qokol shsdy okar chdaiin olky	0	G789-O0751
shoyfar	LEFT_STRING_PLUS_AR	shoyf	f95v1	f95	f95v1.1	5	5	1	9	MIDDLE	0.500000000000	H	B	3	1	0	0	0	qofchdaiin	okshy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	olteedy oepaiin oekshy qofchdaiin shoyfar okshy okain ar alfshed	0	G789-O0752
ar	BARE_AR	NONE	f95v1	f95	f95v1.1	8	8	1	9	MIDDLE	0.875000000000	H	B	3	1	0	0	0	okain	alfshed	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	olteedy oepaiin oekshy qofchdaiin shoyfar okshy okain ar alfshed	0	G789-O0753
otar	LEFT_STRING_PLUS_AR	ot	f95v1	f95	f95v1.2	5	5	1	11	MIDDLE	0.400000000000	H	B	3	0	0	0	0	qokain	oty	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	okshy tshor qoksh qokain otar oty qokedy otal ytchdy qokar am	0	G789-O0754
chefar	LEFT_STRING_PLUS_AR	chef	f95v1	f95	f95v1.6	6	6	1	10	MIDDLE	0.555555555556	H	B	3	1	0	0	0	dkshey	otchdy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tshdal qokshy dchdy shedy dkshey chefar otchdy ol shedar chdam	0	G789-O0755
qokar	LEFT_STRING_PLUS_AR	qok	f95v1	f95	f95v1.7	3	3	1	11	MIDDLE	0.200000000000	H	B	3	0	0	0	0	kain	olkar	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dshey kain qokar olkar chy tar otar chdy kchdy dolkain otardy	0	G789-O0756
tar	LEFT_STRING_PLUS_AR	t	f95v1	f95	f95v1.7	6	6	1	11	MIDDLE	0.500000000000	H	B	3	0	0	0	0	chy	otar	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dshey kain qokar olkar chy tar otar chdy kchdy dolkain otardy	0	G789-O0757
otar	LEFT_STRING_PLUS_AR	ot	f95v1	f95	f95v1.7	7	7	1	11	MIDDLE	0.600000000000	H	B	3	0	0	0	0	tar	chdy	1	1	1	2	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dshey kain qokar olkar chy tar otar chdy kchdy dolkain otardy	0	G789-O0758
okar	LEFT_STRING_PLUS_AR	ok	f95v2	f95	f95v2.3	3	3	1	9	MIDDLE	0.250000000000	H	B	3	0	0	0	0	shekoiin	or	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	archytaiin shekoiin okar or aiin chckhy okal otain okalody	0	G789-O0759
tar	LEFT_STRING_PLUS_AR	t	f95v2	f95	f95v2.5	1	1	1	9	FIRST	0.000000000000	H	B	3	0	0	0	0	EDGE	fcheey	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tar fcheey shos aiin okar olkaiin otalain okaiin ar	0	G789-O0760
okar	LEFT_STRING_PLUS_AR	ok	f95v2	f95	f95v2.5	5	5	1	9	MIDDLE	0.500000000000	H	B	3	0	0	0	0	aiin	olkaiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tar fcheey shos aiin okar olkaiin otalain okaiin ar	0	G789-O0761
ar	BARE_AR	NONE	f95v2	f95	f95v2.5	9	9	1	9	LAST	1.000000000000	H	B	3	0	0	0	0	okaiin	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tar fcheey shos aiin okar olkaiin otalain okaiin ar	0	G789-O0762
opar	LEFT_STRING_PLUS_AR	op	f96v	f96	f96v.1	5	5	1	7	MIDDLE	0.666666666667	H	A	1	1	0	0	0	ocpheeo	ysar	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	psheessheeor qoepsheody odar ocpheeo opar ysar osoj	0	G789-O0763
ytear	LEFT_STRING_PLUS_AR	yte	f96v	f96	f96v.2	1	1	1	8	FIRST	0.000000000000	H	A	1	0	0	0	0	EDGE	yteor	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ytear yteor olcheey dteodoiin saro qoches y cheom	0	G789-O0764
ar	BARE_AR	NONE	f96v	f96	f96v.5	4	4	1	5	MIDDLE	0.750000000000	H	A	1	0	0	0	0	ckheeody	eeeykey	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tockhy cthey ckheeody ar eeeykey	0	G789-O0765
sar	LEFT_STRING_PLUS_AR	s	f96v	f96	f96v.11	1	1	1	4	FIRST	0.000000000000	H	A	1	0	0	0	0	EDGE	os	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sar os checkhey so	0	G789-O0766
sosar	LEFT_STRING_PLUS_AR	sos	f96v	f96	f96v.12	1	1	1	3	FIRST	0.000000000000	H	A	1	0	0	0	0	EDGE	cheekeo	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sosar cheekeo dain	0	G789-O0767
darar	LEFT_STRING_PLUS_AR	dar	f99r	f99	f99r.3	1	1	1	1	SINGLE	0.500000000000	P	A	1	0	0	0	0	EDGE	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	darar	0	G789-O0768
orar	LEFT_STRING_PLUS_AR	or	f99r	f99	f99r.48	9	9	1	9	LAST	1.000000000000	P	A	1	0	0	0	0	alcheeg	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ykeol okeol ockhey chol cheodal okeo r alcheeg orar	0	G789-O0769
sar	LEFT_STRING_PLUS_AR	s	f99r	f99	f99r.50	6	6	1	9	MIDDLE	0.625000000000	P	A	1	0	0	0	0	qokeeo	sheseky	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeeo okeey qokeey okesy qokeeo sar sheseky or al	0	G789-O0770
otolsar	LEFT_STRING_PLUS_AR	otols	f99v	f99	f99v.19	1	1	1	1	SINGLE	0.500000000000	P	A	1	0	0	0	0	EDGE	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	otolsar	0	G789-O0771
opar	LEFT_STRING_PLUS_AR	op	f99v	f99	f99v.21	3	3	1	10	MIDDLE	0.222222222222	P	A	1	1	0	0	0	okeeody	okor	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	doror okeeody opar okor eosaiin otoraiin shey ols aiiin qoetal	0	G789-O0772
otear	LEFT_STRING_PLUS_AR	ote	f100r	f100	f100r.3	1	1	1	1	SINGLE	0.500000000000	P	A	1	0	0	0	0	EDGE	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	otear	0	G789-O0773
ar	BARE_AR	NONE	f100v	f100	f100v.14	5	5	1	9	MIDDLE	0.500000000000	P	A	1	1	0	0	0	ckhoor	chor	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	deey sheocphy qoteody ckhoor ar chor oteey daiin qokomo	0	G789-O0774
chockhar	LEFT_STRING_PLUS_AR	chockh	f100v	f100	f100v.20	8	8	1	8	LAST	1.000000000000	P	A	1	0	0	0	0	ol	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ycheoky shokeesy qokeey chokeol saraloaly cheor ol chockhar	0	G789-O0775
okar	LEFT_STRING_PLUS_AR	ok	f100v	f100	f100v.21	7	7	1	10	MIDDLE	0.666666666667	P	A	1	0	0	0	0	araroy	cheeeal	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	soral okor ol choy ly araroy okar cheeeal cheokeol orey	0	G789-O0776
qoorar	LEFT_STRING_PLUS_AR	qoor	f102r1	f102	f102r1.8	2	2	1	8	MIDDLE	0.142857142857	P	A	1	1	0	0	0	pshodaiin	chopy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	pshodaiin qoorar chopy chofol daiin oteol qoteol doly	0	G789-O0777
qokar	LEFT_STRING_PLUS_AR	qok	f102v1	f102	f102v1.13	7	7	1	10	MIDDLE	0.666666666667	P	A	1	0	0	0	0	daiin	oaiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	toiin ol daiin qkol cheol daiin qokar oaiin cheey saiim	0	G789-O0778
okear	LEFT_STRING_PLUS_AR	oke	f102v2	f102	f102v2.21	10	10	1	14	MIDDLE	0.692307692308	P	A	1	0	0	0	0	oeees	chey	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ycheey s od eey okeeor cheol os oiin oeees okear chey keey saiin oteo	0	G789-O0779
ar	BARE_AR	NONE	f102v2	f102	f102v2.32	7	7	1	12	MIDDLE	0.545454545455	P	A	1	0	0	0	0	s	oky	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dar cheor shoar okeol shoy s ar oky cheeor ol daiin sy	0	G789-O0780
sar	LEFT_STRING_PLUS_AR	s	f102v2	f102	f102v2.37	10	10	1	10	LAST	1.000000000000	P	A	1	0	0	0	0	okeoroly	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tchor ar chey kor or cthey qoeeey qokeey okeoroly sar	0	G789-O0781
ar	BARE_AR	NONE	f103r	f103	f103r.2	8	8	1	15	MIDDLE	0.500000000000	S	B	3	0	0	0	0	chep	otchy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dain shek chdy daloky opchedy peshol chep ar otchy sal lkeey sar ain ok chedy	0	G789-O0782
sar	LEFT_STRING_PLUS_AR	s	f103r	f103	f103r.2	12	12	1	15	MIDDLE	0.785714285714	S	B	3	0	0	0	0	lkeey	ain	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dain shek chdy daloky opchedy peshol chep ar otchy sal lkeey sar ain ok chedy	0	G789-O0783
lkar	LEFT_STRING_PLUS_AR	lk	f103r	f103	f103r.5	6	6	1	13	MIDDLE	0.416666666667	S	B	3	1	0	0	0	qokey	sheeky	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	pocharal okedar shedy oteey qokey lkar sheeky okalor shedy yt rkar ota okdy	0	G789-O0784
rkar	LEFT_STRING_PLUS_AR	rk	f103r	f103	f103r.5	11	11	1	13	MIDDLE	0.833333333333	S	B	3	1	0	0	0	yt	ota	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	pocharal okedar shedy oteey qokey lkar sheeky okalor shedy yt rkar ota okdy	0	G789-O0785
qotar	LEFT_STRING_PLUS_AR	qot	f103r	f103	f103r.8	8	8	1	13	MIDDLE	0.583333333333	S	B	3	1	0	0	0	qoisal	adchey	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	daroal okey chedy okey rain okechy qoisal qotar adchey ofeeo ltdy olkechdy lo	0	G789-O0786
ar	BARE_AR	NONE	f103r	f103	f103r.9	2	2	1	14	MIDDLE	0.076923076923	S	B	3	0	0	0	0	oteeos	cheal	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	oteeos ar cheal okeey shey lkaiin shey lkeor otaiin shedy otey l dy okeedaram	0	G789-O0787
shar	LEFT_STRING_PLUS_AR	sh	f103r	f103	f103r.12	7	7	1	9	MIDDLE	0.750000000000	S	B	3	0	1	0	0	keedy	aiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	oain shey shckhy oteey qokeol keedy shar aiin otedy	0	G789-O0788
qokar	LEFT_STRING_PLUS_AR	qok	f103r	f103	f103r.13	5	5	1	12	MIDDLE	0.363636363636	S	B	3	1	0	0	0	okeey	checkhy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	podar sheor qotedy okeey qokar checkhy qokain chedy pchdy tshdy dal kasol	0	G789-O0789
sholkar	LEFT_STRING_PLUS_AR	sholk	f103r	f103	f103r.16	2	2	1	11	MIDDLE	0.100000000000	S	B	3	1	0	0	0	dshol	shdaiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dshol sholkar shdaiin cheey rar okeey shcfhedy opcheol oteedy tchey shky	0	G789-O0790
rar	LEFT_STRING_PLUS_AR	r	f103r	f103	f103r.16	5	5	1	11	MIDDLE	0.400000000000	S	B	3	1	0	0	0	cheey	okeey	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dshol sholkar shdaiin cheey rar okeey shcfhedy opcheol oteedy tchey shky	0	G789-O0791
sar	LEFT_STRING_PLUS_AR	s	f103r	f103	f103r.17	1	1	1	10	FIRST	0.000000000000	S	B	3	0	1	0	0	EDGE	shey	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sar shey qokey keedy qokeey chckhy qokal oty or aiin	0	G789-O0792
lkar	LEFT_STRING_PLUS_AR	lk	f103r	f103	f103r.19	9	9	1	12	MIDDLE	0.727272727273	S	B	3	0	0	0	0	oteol	okaral	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	okaiin chey qoy shey qokaiin chedy qokain oteol lkar okaral lkldy lr	0	G789-O0793
dalkar	LEFT_STRING_PLUS_AR	dalk	f103r	f103	f103r.21	3	3	1	12	MIDDLE	0.181818181818	S	B	3	1	0	0	0	sokedy	otal	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	pcheam sokedy dalkar otal qokal chepy okedy qoky pchedy okaly qokeedy lor	0	G789-O0794
qotar	LEFT_STRING_PLUS_AR	qot	f103r	f103	f103r.22	7	7	1	12	MIDDLE	0.545454545455	S	B	3	0	0	0	0	shedy	chcthy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dalshy okain shckhody shdal qokeedy shedy qotar chcthy chep ar otar opchy	0	G789-O0795
otar	LEFT_STRING_PLUS_AR	ot	f103r	f103	f103r.22	11	11	1	12	MIDDLE	0.909090909091	S	B	3	0	0	0	0	ar	opchy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	dalshy okain shckhody shdal qokeedy shedy qotar chcthy chep ar otar opchy	0	G789-O0796
tar	LEFT_STRING_PLUS_AR	t	f103r	f103	f103r.43	1	1	1	11	FIRST	0.000000000000	S	B	3	1	0	1	0	EDGE	cheal	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tar cheal ol sheey qotal sheal qokal sheedy okeshedy shokey qokaiin	0	G789-O0797
polarar	LEFT_STRING_PLUS_AR	polar	f103r	f103	f103r.48	1	1	1	9	FIRST	0.000000000000	S	B	3	1	0	1	0	EDGE	lshedy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	polarar lshedy qotolaiin qokeey qokeey shkchy opchealol kchy sam	0	G789-O0798
qotar	LEFT_STRING_PLUS_AR	qot	f103v	f103	f103v.9	9	9	1	11	MIDDLE	0.800000000000	S	B	3	1	0	0	0	qotchedy	ol	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	pchal shal shorchdy okeor okaiin shedy pchedy qotchedy qotar ol lkar	0	G789-O0799
lkar	LEFT_STRING_PLUS_AR	lk	f103v	f103	f103v.9	11	11	1	11	LAST	1.000000000000	S	B	3	1	0	0	0	ol	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	pchal shal shorchdy okeor okaiin shedy pchedy qotchedy qotar ol lkar	0	G789-O0800
otar	LEFT_STRING_PLUS_AR	ot	f103v	f103	f103v.14	10	10	1	12	MIDDLE	0.818181818182	S	B	3	1	0	0	0	qokain	aiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	teeol sheol sho qokeedy shedy qokey oshedy oteedy qokain otar aiin otam	0	G789-O0801
char	LEFT_STRING_PLUS_AR	ch	f103v	f103	f103v.17	9	9	1	11	MIDDLE	0.800000000000	S	B	3	1	0	0	0	ol	otal	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	qokeedy chedy qoteey oteedy lkedy shedy qokal ol char otal opchedy	0	G789-O0802
yshear	LEFT_STRING_PLUS_AR	yshe	f103v	f103	f103v.18	1	1	1	10	FIRST	0.000000000000	S	B	3	0	0	0	0	EDGE	ol	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	yshear ol oqaiin chckhey lchedy chedy olaiin oteedy qokeedal larorol	0	G789-O0803
chalkar	LEFT_STRING_PLUS_AR	chalk	f103v	f103	f103v.19	4	4	1	7	MIDDLE	0.500000000000	S	B	3	0	1	0	0	lkeey	cheeey	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	daiin chey lkeey chalkar cheeey l chealainor	0	G789-O0804
char	LEFT_STRING_PLUS_AR	ch	f103v	f103	f103v.20	2	2	1	11	MIDDLE	0.100000000000	S	B	3	1	0	0	0	pol	otar	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	pol char otar okaiin shay oteal okain qotal shedy qokeey lolain	0	G789-O0805
otar	LEFT_STRING_PLUS_AR	ot	f103v	f103	f103v.20	3	3	1	11	MIDDLE	0.200000000000	S	B	3	1	0	0	0	char	okaiin	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	pol char otar okaiin shay oteal okain qotal shedy qokeey lolain	0	G789-O0806
tar	LEFT_STRING_PLUS_AR	t	f103v	f103	f103v.21	7	7	1	10	MIDDLE	0.666666666667	S	B	3	0	0	0	0	shay	teor	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	tokain shal qokeed oteedy sheoky shay tar teor otam oll	0	G789-O0807
ar	BARE_AR	NONE	f103v	f103	f103v.23	3	3	1	13	MIDDLE	0.166666666667	S	B	3	0	0	0	0	l	cheey	1	2	3	3	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ycheody l ar cheey or aiiin oteey otal otear or ar keey qoty	0	G789-O0808
otear	LEFT_STRING_PLUS_AR	ote	f103v	f103	f103v.23	9	9	1	13	MIDDLE	0.666666666667	S	B	3	0	0	0	0	otal	or	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ycheody l ar cheey or aiiin oteey otal otear or ar keey qoty	0	G789-O0809
ar	BARE_AR	NONE	f103v	f103	f103v.23	11	11	2	13	MIDDLE	0.833333333333	S	B	3	0	0	0	0	or	keey	1	2	3	3	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ycheody l ar cheey or aiiin oteey otal otear or ar keey qoty	0	G789-O0810
ar	BARE_AR	NONE	f103v	f103	f103v.24	10	10	1	12	MIDDLE	0.818181818182	S	B	3	0	0	0	0	otain	y	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	ykeey lchey qokeey ror aiin olan otan otain otain ar y kain	0	G789-O0811
opar	LEFT_STRING_PLUS_AR	op	f103v	f103	f103v.25	8	8	1	10	MIDDLE	0.777777777778	S	B	3	0	0	0	0	oty	aram	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	sain olkeeey qokan oteedy qotain otal oty opar aram oteeam	0	G789-O0812
arar	LEFT_STRING_PLUS_AR	ar	f103v	f103	f103v.27	2	2	1	10	MIDDLE	0.111111111111	S	B	3	1	0	0	0	fcheody	okeey	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	fcheody arar okeey okeey lchedy oteal lpar otedy qotar otaryly	0	G789-O0813
lpar	LEFT_STRING_PLUS_AR	lp	f103v	f103	f103v.27	7	7	1	10	MIDDLE	0.666666666667	S	B	3	1	0	0	0	oteal	otedy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	fcheody arar okeey okeey lchedy oteal lpar otedy qotar otaryly	0	G789-O0814
pchear	LEFT_STRING_PLUS_AR	pche	f103v	f103	f103v.30	1	1	1	10	FIRST	0.000000000000	S	B	3	1	0	1	0	EDGE	okain	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	pchear okain opchedy pchol fchedy otedy poly lchedy fchedey rar	0	G789-O0815
rar	LEFT_STRING_PLUS_AR	r	f103v	f103	f103v.30	10	10	1	10	LAST	1.000000000000	S	B	3	1	0	0	0	fchedey	EDGE	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	pchear okain opchedy pchol fchedy otedy poly lchedy fchedey rar	0	G789-O0816
sar	LEFT_STRING_PLUS_AR	s	f103v	f103	f103v.31	11	11	1	12	MIDDLE	0.909090909091	S	B	3	0	0	0	0	chckhy	olainy	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	okeey l chey qokeey o qokeey chedy qekchy daiin chckhy sar olainy	0	G789-O0817
lcharar	LEFT_STRING_PLUS_AR	lchar	f103v	f103	f103v.39	4	4	1	10	MIDDLE	0.333333333333	S	B	3	1	0	0	0	okey	shol	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	polshor keeolshey okey lcharar shol okeedar shes aiin oty lchdy	0	G789-O0818
qoar	LEFT_STRING_PLUS_AR	qo	f103v	f103	f103v.41	6	6	1	13	MIDDLE	0.416666666667	S	B	3	0	0	0	0	lshey	shas	1	1	1	1	OCCURRENCE_RANK_LE_MIN_THREE_READER_SURFACE_COUNTS	daiin shey l shey lshey qoar shas al otar shedy y lchdy rar	0	G789-O0819
