statement_id	page	record	silent_owner_ids	silent_owner_de	event_ids	surfaces	card_readings_de	primitive_sequence	lane_sequence	collapsed_lane_skeleton	grammar_parse	terminal	silent_noun_expansion_de
B4-S009	f83r	B4	B4_MAIN_ARCH_LINKED_PAIR	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	E336	shedy	absetzen · Schluss	HOLD_STATE>CLOSE	STATE>CLOSE	STATE>CLOSE	SILENT_OWNER :: STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B4-S010	f83r	B4	B4_MAIN_ARCH_LINKED_PAIR	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	E337	oldy	fortsetzen · Schluss	CONTINUE_USE>CLOSE	REFERENCE>CLOSE	REFERENCE>CLOSE	SILENT_OWNER :: REFERENCE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B4-S011	f83r	B4	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke Hauptstation mit offenem Fransenlauf	E338|E339|E340|E341|E342|E343|E344	saiin cheky okeeol okain chdy sol lkedy	Maß; wärmen · kurz · dies; ansetzen · länger · fortsetzen; ansetzen · Portion; umsetzen · dies; fortsetzen; führen · zuführen · kurz · Schluss	METER_CHECK>HOLD_STATE>HOLD_STATE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE>CLOSE	ADDRESS>STATE>STATE>REFERENCE>REFERENCE>REFERENCE>STATE>CLOSE	ADDRESS>STATE>REFERENCE>STATE>CLOSE	SILENT_OWNER :: ADDRESS>STATE>STATE>REFERENCE>REFERENCE>REFERENCE>STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B4-S012	f83r	B4	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke Hauptstation mit offenem Fransenlauf	E345	lchedy	führen · umsetzen · Schluss	MOVE_PASS>CLOSE	PROCESS>CLOSE	PROCESS>CLOSE	SILENT_OWNER :: PROCESS>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B4-S013	f83r	B4	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke Hauptstation mit offenem Fransenlauf	E346|E347	qokol shedy	ansetzen · fortsetzen; absetzen · Schluss	ACTIVATE_CHARGE>HOLD_STATE>CLOSE	REFERENCE>STATE>CLOSE	REFERENCE>STATE>CLOSE	SILENT_OWNER :: REFERENCE>STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B4-S014	f83r	B4	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linke Hauptstation mit offenem Fransenlauf	E348|E349|E350|E351	or chey qockhey dairydy	Ansatz; dies; Arbeitsgang · Durchlass · kurz · dies; Lauf · dies · Schluss	ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE>MOVE_PASS>CLOSE	REFERENCE>REFERENCE>STATE>PROCESS>CLOSE	REFERENCE>STATE>PROCESS>CLOSE	SILENT_OWNER :: REFERENCE>REFERENCE>STATE>PROCESS>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B4-S015	f83r	B4	B4_MAIN_LEFT_OPEN_FRINGE_STATION|B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	linke Hauptstation mit offenem Fransenlauf | rechte Hauptstation mit S-Lauf und Mehrarmknoten	E352|E353|E354|E355|E356|E357	qokain shey kain chckhal solkey lchedy	ansetzen · Portion; Empfangsbestand; zuführen · Portion; abziehen · Durchlass · Zielstelle; auffangen · kurz · dies; führen · umsetzen · Schluss	ACTIVATE_CHARGE>HOLD_STATE>ACTIVATE_CHARGE>TARGET_HANDOFF>HOLD_STATE>MOVE_PASS>CLOSE	REFERENCE>STATE>REFERENCE>ADDRESS>STATE>PROCESS>CLOSE	REFERENCE>STATE>REFERENCE>ADDRESS>STATE>PROCESS>CLOSE	SILENT_OWNER :: REFERENCE>STATE>REFERENCE>ADDRESS>STATE>PROCESS>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B4-S016	f83r	B4	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	rechte Hauptstation mit S-Lauf und Mehrarmknoten	E358|E359|E360|E361	qolkain dal skar shedy	fortsetzen · zuführen · Portion; Zielstelle; zuführen · von dort; absetzen · Schluss	ACTIVATE_CHARGE>TARGET_HANDOFF>SOURCE_DRAW>HOLD_STATE>CLOSE	REFERENCE>ADDRESS>ADDRESS>STATE>CLOSE	REFERENCE>ADDRESS>STATE>CLOSE	SILENT_OWNER :: REFERENCE>ADDRESS>ADDRESS>STATE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B5-S001	f83r	B5	B5_LEFT_OPEN_FRINGE_STATION	linke Fransenstation im B5-Nachtrag	E362	otchdy	danach · umsetzen · Schluss	MOVE_PASS>CLOSE	PROCESS>CLOSE	PROCESS>CLOSE	SILENT_OWNER :: PROCESS>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B5-S002	f83r	B5	B5_LEFT_OPEN_FRINGE_STATION	linke Fransenstation im B5-Nachtrag	E363	qokchdy	ansetzen · umsetzen · Schluss	ACTIVATE_CHARGE>CLOSE	REFERENCE>CLOSE	REFERENCE>CLOSE	SILENT_OWNER :: REFERENCE>CLOSE	YES	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B5-S003	f83r	B5	B5_LEFT_OPEN_FRINGE_STATION	linke Fransenstation im B5-Nachtrag	E364|E365|E366|E367|E368|E369|E370|E371|E372	shedal dal cheol lol chdal aiin sol daiiin chedy	absetzen · Zielstelle; Zielstelle; fortsetzen; führen · fortsetzen; umsetzen · Zielstelle; Maß; fortsetzen; Sollstufe · zweite; umsetzen · dies	TARGET_HANDOFF>TARGET_HANDOFF>CONTINUE_USE>MOVE_PASS>TARGET_HANDOFF>METER_CHECK>CONTINUE_USE>METER_CHECK>MOVE_PASS	ADDRESS>ADDRESS>REFERENCE>PROCESS>ADDRESS>ADDRESS>REFERENCE>ADDRESS>PROCESS	ADDRESS>REFERENCE>PROCESS>ADDRESS>REFERENCE>ADDRESS>PROCESS	SILENT_OWNER :: ADDRESS>ADDRESS>REFERENCE>PROCESS>ADDRESS>ADDRESS>REFERENCE>ADDRESS>PROCESS	NO	diese sichtbare Figuren-, Becken- oder Arbeitsstation
B6-S001	f83r	B6	B6_RIGHT_S_RUN_MULTIPORT_STATION	rechter S-Lauf im B6-Nachtrag	E373|E374|E375|E376|E377|E378|E379|E380|E381	solkeey qekey raly ol daiin ol dain chey ldalor	auffangen · länger · dies; kurz · zuführen · kurz · dies; abkühlen · Zielstelle · dies; fortsetzen; Maß; fortsetzen; Portion; dies; führen · Zielstelle · Ansatz	HOLD_STATE>HOLD_STATE>HOLD_STATE>CONTINUE_USE>METER_CHECK>CONTINUE_USE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE	STATE>STATE>STATE>REFERENCE>ADDRESS>REFERENCE>REFERENCE>REFERENCE>REFERENCE	STATE>REFERENCE>ADDRESS>REFERENCE	SILENT_OWNER :: STATE>STATE>STATE>REFERENCE>ADDRESS>REFERENCE>REFERENCE>REFERENCE>REFERENCE	NO	diese sichtbare Figuren-, Becken- oder Arbeitsstation
