event_id	page	record	statement_id	statement_ordinal	surface	component_parse	event_role	atomic_card_value_de	source_action_de	revised_event_reading_de	meaning_preserved	macro_id	natural_complete_statement_de	event_retained_in_full_sequence	owner_object_class	owner_specialized_statement_de	event_retained	previous_owner_object_class	corrected_owner_object_class	modifier_channels	portable_object_tags	owner_class_changed	article_slots	schema_binding_complete
E080	f56r	H5	H5-S001	7	otchor	OT+CH+OR	ACTION	danach den Ansatz abziehen	abziehen	abziehen	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: abziehen; dann zuführen; dann abziehen; dann Pflanzenstoff in den Ansatz geben. Angaben: Gabe | Gabe · bezeichnete Stelle · dieser Posten | vorgeschriebenes Maß | Gabe | bezeichnete Stelle.	YES	PLANT_MATERIAL	Bei der abgebildeten mehrköpfigen Pflanze: abziehen; dann zuführen; dann abziehen; dann Pflanzenstoff in den Ansatz geben. Angaben: Gabe | Gabe · bezeichnete Stelle · dieser Posten | vorgeschriebenes Maß | Gabe | bezeichnete Stelle.	YES	PLANT_MATERIAL	PLANT_MATERIAL	PREPARATION	PICTURED_PLANT_MATTER|PREPARATION_BATCH	NO	HS1|HS2|HS3|HS5	YES
E081	f56r	H5	H5-S001	8	choky	OK+Y	ACTION	den aktuellen Posten in Einsatz bringen	einsetzen	Pflanzenstoff in den Ansatz geben	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: abziehen; dann zuführen; dann abziehen; dann Pflanzenstoff in den Ansatz geben. Angaben: Gabe | Gabe · bezeichnete Stelle · dieser Posten | vorgeschriebenes Maß | Gabe | bezeichnete Stelle.	YES	PLANT_MATERIAL	Bei der abgebildeten mehrköpfigen Pflanze: abziehen; dann zuführen; dann abziehen; dann Pflanzenstoff in den Ansatz geben. Angaben: Gabe | Gabe · bezeichnete Stelle · dieser Posten | vorgeschriebenes Maß | Gabe | bezeichnete Stelle.	YES	PLANT_MATERIAL	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS3|HS5	YES
E082	f56r	H5	H5-S001	9	dal	AL	ARGUMENT_OR_STATE	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	bezeichnete Stelle	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: abziehen; dann zuführen; dann abziehen; dann Pflanzenstoff in den Ansatz geben. Angaben: Gabe | Gabe · bezeichnete Stelle · dieser Posten | vorgeschriebenes Maß | Gabe | bezeichnete Stelle.	YES	PLANT_MATERIAL	Bei der abgebildeten mehrköpfigen Pflanze: abziehen; dann zuführen; dann abziehen; dann Pflanzenstoff in den Ansatz geben. Angaben: Gabe | Gabe · bezeichnete Stelle · dieser Posten | vorgeschriebenes Maß | Gabe | bezeichnete Stelle.	YES	PLANT_MATERIAL	PLANT_MATERIAL	TARGET	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS3|HS5	YES
E083	f56r	H5	H5-S002	1	schol	OL	ARGUMENT_OR_STATE	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: anlegen; dann ablaufen lassen. Angaben: fortsetzen | Gabe · dieser Posten.	YES	PLANT_MATERIAL	Bei der abgebildeten mehrköpfigen Pflanze: anlegen; dann ablaufen lassen. Angaben: fortsetzen | Gabe · dieser Posten.	YES	PLANT_MATERIAL	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS5	YES
E084	f56r	H5	H5-S002	2	choy	HO+Y	ARGUMENT_OR_STATE	Gabe · dieser Posten	NON_ACTION_CONTRIBUTION	Gabe · dieser Posten	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: anlegen; dann ablaufen lassen. Angaben: fortsetzen | Gabe · dieser Posten.	YES	PLANT_MATERIAL	Bei der abgebildeten mehrköpfigen Pflanze: anlegen; dann ablaufen lassen. Angaben: fortsetzen | Gabe · dieser Posten.	YES	PLANT_MATERIAL	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS5	YES
E085	f56r	H5	H5-S002	3	choky	OK+Y	ACTION	den aktuellen Posten in Einsatz bringen	anlegen	anlegen	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: anlegen; dann ablaufen lassen. Angaben: fortsetzen | Gabe · dieser Posten.	YES	PLANT_MATERIAL	Bei der abgebildeten mehrköpfigen Pflanze: anlegen; dann ablaufen lassen. Angaben: fortsetzen | Gabe · dieser Posten.	YES	PLANT_MATERIAL	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS5	YES
E086	f56r	H5	H5-S002	4	cheeckhody	CH+EE+CKH+O+DY	ACTION	den Arbeitsgang durch Durchlass länger abziehen; Schritt schließen	ablaufen lassen	ablaufen lassen	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: anlegen; dann ablaufen lassen. Angaben: fortsetzen | Gabe · dieser Posten.	YES	PLANT_MATERIAL	Bei der abgebildeten mehrköpfigen Pflanze: anlegen; dann ablaufen lassen. Angaben: fortsetzen | Gabe · dieser Posten.	YES	PLANT_MATERIAL	PLANT_MATERIAL	PASSAGE|GRADE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS5	YES
E087	f56r	H5	H5-S003	1	sh	SH	ACTION	den laufenden Posten halten	halten	ziehen lassen	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: ziehen lassen; dann zugeben; dann einsetzen + einsetzen. Angaben: Gabe.	YES	PLANT_MATERIAL	Bei der abgebildeten mehrköpfigen Pflanze: ziehen lassen; dann zugeben; dann einsetzen + einsetzen. Angaben: Gabe.	YES	PLANT_MATERIAL	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS4	YES
E088	f56r	H5	H5-S003	2	cho	HO	ARGUMENT_OR_STATE	Gabe	NON_ACTION_CONTRIBUTION	Gabe	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: ziehen lassen; dann zugeben; dann einsetzen + einsetzen. Angaben: Gabe.	YES	PLANT_MATERIAL	Bei der abgebildeten mehrköpfigen Pflanze: ziehen lassen; dann zugeben; dann einsetzen + einsetzen. Angaben: Gabe.	YES	PLANT_MATERIAL	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS4	YES
E089	f56r	H5	H5-S003	3	kchey	K+E+Y	ACTION	diesen Posten kurz zuführen	zugeben	zugeben	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: ziehen lassen; dann zugeben; dann einsetzen + einsetzen. Angaben: Gabe.	YES	PLANT_MATERIAL	Bei der abgebildeten mehrköpfigen Pflanze: ziehen lassen; dann zugeben; dann einsetzen + einsetzen. Angaben: Gabe.	YES	PLANT_MATERIAL	PLANT_MATERIAL	GRADE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS4	YES
E090	f56r	H5	H5-S003	4	qokokchy	OK+OK+Y	ACTION	diesen Posten ansetzen und ansetzen	einsetzen + einsetzen	einsetzen + einsetzen	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: ziehen lassen; dann zugeben; dann einsetzen + einsetzen. Angaben: Gabe.	YES	PLANT_MATERIAL	Bei der abgebildeten mehrköpfigen Pflanze: ziehen lassen; dann zugeben; dann einsetzen + einsetzen. Angaben: Gabe.	YES	PLANT_MATERIAL	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS4	YES
E091	f56r	H5	H5-S004	1	okchy	OK+Y	ACTION	den aktuellen Posten in Einsatz bringen	einsetzen	Pflanzenstoff in den Ansatz geben	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: Pflanzenstoff in den Ansatz geben; dann ansetzen + abziehen; dann zuführen.	YES	PLANT_MATERIAL	Bei der abgebildeten mehrköpfigen Pflanze: Pflanzenstoff in den Ansatz geben; dann ansetzen + abziehen; dann zuführen.	YES	PLANT_MATERIAL	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS5	YES
E092	f56r	H5	H5-S004	2	chokcheo	OK+CH+E+O	ACTION	den Arbeitsgang kurz ansetzen und abziehen	ansetzen + abziehen	ansetzen + abziehen	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: Pflanzenstoff in den Ansatz geben; dann ansetzen + abziehen; dann zuführen.	YES	PLANT_MATERIAL	Bei der abgebildeten mehrköpfigen Pflanze: Pflanzenstoff in den Ansatz geben; dann ansetzen + abziehen; dann zuführen.	YES	PLANT_MATERIAL	PLANT_MATERIAL	GRADE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS5	YES
E093	f56r	H5	H5-S004	3	kchal	K+AL	ACTION	den laufenden Posten an bezeichnete Stelle zuführen	zuführen	zuführen	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: Pflanzenstoff in den Ansatz geben; dann ansetzen + abziehen; dann zuführen.	YES	PLANT_MATERIAL	Bei der abgebildeten mehrköpfigen Pflanze: Pflanzenstoff in den Ansatz geben; dann ansetzen + abziehen; dann zuführen.	YES	PLANT_MATERIAL	PLANT_MATERIAL	TARGET	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS5	YES
E094	f56r	H5	H5-S005	1	sho	HO	ARGUMENT_OR_STATE	Gabe	NON_ACTION_CONTRIBUTION	Gabe	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: ansetzen; dann zugeben. Angaben: Gabe | danach · Arbeitsgang · Portion.	YES	PLANT_MATERIAL	Bei der abgebildeten mehrköpfigen Pflanze: ansetzen; dann zugeben. Angaben: Gabe | danach · Arbeitsgang · Portion.	YES	PLANT_MATERIAL	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS3	YES
E095	f56r	H5	H5-S005	2	chokchy	OK+Y	ACTION	den aktuellen Posten in Einsatz bringen	ansetzen	ansetzen	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: ansetzen; dann zugeben. Angaben: Gabe | danach · Arbeitsgang · Portion.	YES	PLANT_MATERIAL	Bei der abgebildeten mehrköpfigen Pflanze: ansetzen; dann zugeben. Angaben: Gabe | danach · Arbeitsgang · Portion.	YES	PLANT_MATERIAL	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS3	YES
E096	f56r	H5	H5-S005	3	kchoar	K+HO+AR	ACTION	den Gabe von dort zuführen	zugeben	zugeben	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: ansetzen; dann zugeben. Angaben: Gabe | danach · Arbeitsgang · Portion.	YES	PLANT_MATERIAL	Bei der abgebildeten mehrköpfigen Pflanze: ansetzen; dann zugeben. Angaben: Gabe | danach · Arbeitsgang · Portion.	YES	PLANT_MATERIAL	PLANT_MATERIAL	SOURCE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS3	YES
E097	f56r	H5	H5-S005	4	sotodan	OT+O+AIN	ARGUMENT_OR_STATE	danach · Arbeitsgang · Portion	NON_ACTION_CONTRIBUTION	danach · Arbeitsgang · Portion	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: ansetzen; dann zugeben. Angaben: Gabe | danach · Arbeitsgang · Portion.	YES	PLANT_MATERIAL	Bei der abgebildeten mehrköpfigen Pflanze: ansetzen; dann zugeben. Angaben: Gabe | danach · Arbeitsgang · Portion.	YES	PLANT_MATERIAL	PLANT_MATERIAL	PORTION	PICTURED_PLANT_MATTER|MEASURED_PORTION	NO	HS1|HS2|HS3	YES
E098	f56r	H5	H5-S006	1	otchey	OT+Y	ARGUMENT_OR_STATE	danach · dieser Posten	NON_ACTION_CONTRIBUTION	danach · dieser Posten	YES	WM04	Bei der abgebildeten Pflanze: Die vorgesehene Menge einfüllen. Vollfolge: zugeben. Angaben: danach · dieser Posten | vorgeschriebenes Maß.	YES	PLANT_MATERIAL	Fülle eine abgemessene Portion des Pflanzenstoffs ein. Vollfolge: zugeben.	YES	PLANT_MATERIAL	PLANT_MATERIAL	NONE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS3	YES
E099	f56r	H5	H5-S006	2	keol	K+E+OL	ACTION	fortsetzen den laufenden Posten kurz zuführen	zugeben	zugeben	YES	WM04	Bei der abgebildeten Pflanze: Die vorgesehene Menge einfüllen. Vollfolge: zugeben. Angaben: danach · dieser Posten | vorgeschriebenes Maß.	YES	PLANT_MATERIAL	Fülle eine abgemessene Portion des Pflanzenstoffs ein. Vollfolge: zugeben.	YES	PLANT_MATERIAL	PLANT_MATERIAL	GRADE	PICTURED_PLANT_MATTER	NO	HS1|HS2|HS3	YES
E100	f56r	H5	H5-S006	3	daiin	AIIN	ARGUMENT_OR_STATE	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	YES	WM04	Bei der abgebildeten Pflanze: Die vorgesehene Menge einfüllen. Vollfolge: zugeben. Angaben: danach · dieser Posten | vorgeschriebenes Maß.	YES	PLANT_MATERIAL	Fülle eine abgemessene Portion des Pflanzenstoffs ein. Vollfolge: zugeben.	YES	PLANT_MATERIAL	PLANT_MATERIAL	MEASURE	PICTURED_PLANT_MATTER|MEASURED_PORTION	NO	HS1|HS2|HS3	YES
