group_serial	diagram_id	page	locus	event_index	opaque_local_id	surface_display_only	exact_visible_identity_layer	v69_local_formal_role	v71_owner_status	v71_visible_owner	local_namespace	local_owner_kind	silent_argument_default	concrete_copied_label_or_instruction	source_status	confidence	historical_celestial_rival	technical_formal_rival	contradiction	authorial_start	authorial_direction	rotation_status	f68_f69_mapping	cross_wheel_join	prose_card_import	global_7x12	semantic_ceiling
195	A2	f68r1	f68r1.1	5	A2:G005	cheor	A2:G005@f68r1.1#5=«cheor»	CATALOGUE_HEADER_FRAGMENT	PAGE_OWNER_ONLY	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	STAR_PANEL_HEADER	lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels	Kopiere Segment 5/9 «cheor» in Quellordnung für den Bildbesitzer «lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels»; das Segment erhält keinen Einzelwert. Kopiere diese vollständige Kopfzeile in das sichtbare lokale Sternpaneel; übertrage sie auf kein anderes Paneel.	VISIBLE_GROUP_AND_PAGE_LOCAL_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
196	A2	f68r1	f68r1.1	6	A2:G006	opcheeol	A2:G006@f68r1.1#6=«opcheeol»	CATALOGUE_HEADER_FRAGMENT	PAGE_OWNER_ONLY	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	STAR_PANEL_HEADER	lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels	Kopiere Segment 6/9 «opcheeol» in Quellordnung für den Bildbesitzer «lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels»; das Segment erhält keinen Einzelwert. Kopiere diese vollständige Kopfzeile in das sichtbare lokale Sternpaneel; übertrage sie auf kein anderes Paneel.	VISIBLE_GROUP_AND_PAGE_LOCAL_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
197	A2	f68r1	f68r1.1	7	A2:G007	otor	A2:G007@f68r1.1#7=«otor»	CATALOGUE_HEADER_FRAGMENT	PAGE_OWNER_ONLY	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	STAR_PANEL_HEADER	lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels	Kopiere Segment 7/9 «otor» in Quellordnung für den Bildbesitzer «lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels»; das Segment erhält keinen Einzelwert. Kopiere diese vollständige Kopfzeile in das sichtbare lokale Sternpaneel; übertrage sie auf kein anderes Paneel.	VISIBLE_GROUP_AND_PAGE_LOCAL_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
198	A2	f68r1	f68r1.1	8	A2:G008	choctheeey	A2:G008@f68r1.1#8=«choctheeey»	CATALOGUE_HEADER_FRAGMENT	PAGE_OWNER_ONLY	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	STAR_PANEL_HEADER	lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels	Kopiere Segment 8/9 «choctheeey» in Quellordnung für den Bildbesitzer «lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels»; das Segment erhält keinen Einzelwert. Kopiere diese vollständige Kopfzeile in das sichtbare lokale Sternpaneel; übertrage sie auf kein anderes Paneel.	VISIBLE_GROUP_AND_PAGE_LOCAL_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
199	A2	f68r1	f68r1.1	9	A2:G009	okchoal	A2:G009@f68r1.1#9=«okchoal»	CATALOGUE_HEADER_FRAGMENT	PAGE_OWNER_ONLY	A2_LEFT_PANEL_HEADER	A68_LEFT_STAR_PANEL	STAR_PANEL_HEADER	lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels	Kopiere Segment 9/9 «okchoal» in Quellordnung für den Bildbesitzer «lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels»; das Segment erhält keinen Einzelwert. Kopiere diese vollständige Kopfzeile in das sichtbare lokale Sternpaneel; übertrage sie auf kein anderes Paneel.	VISIBLE_GROUP_AND_PAGE_LOCAL_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
200	A2	f68r1	f68r1.2	1	A2:G010	tochso	A2:G010@f68r1.2#1=«tochso»	CATALOGUE_HEADER_FRAGMENT	PAGE_OWNER_ONLY	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	STAR_PANEL_HEADER	lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels	Kopiere Segment 1/9 «tochso» in Quellordnung für den Bildbesitzer «lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels»; das Segment erhält keinen Einzelwert. Kopiere diese vollständige Kopfzeile in das sichtbare lokale Sternpaneel; übertrage sie auf kein anderes Paneel.	VISIBLE_GROUP_AND_PAGE_LOCAL_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
201	A2	f68r1	f68r1.2	2	A2:G011	otchl	A2:G011@f68r1.2#2=«otchl»	CATALOGUE_HEADER_FRAGMENT	PAGE_OWNER_ONLY	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	STAR_PANEL_HEADER	lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels	Kopiere Segment 2/9 «otchl» in Quellordnung für den Bildbesitzer «lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels»; das Segment erhält keinen Einzelwert. Kopiere diese vollständige Kopfzeile in das sichtbare lokale Sternpaneel; übertrage sie auf kein anderes Paneel.	VISIBLE_GROUP_AND_PAGE_LOCAL_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
202	A2	f68r1	f68r1.2	3	A2:G012	qokeeedy	A2:G012@f68r1.2#3=«qokeeedy»	CATALOGUE_HEADER_FRAGMENT	PAGE_OWNER_ONLY	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	STAR_PANEL_HEADER	lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels	Kopiere Segment 3/9 «qokeeedy» in Quellordnung für den Bildbesitzer «lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels»; das Segment erhält keinen Einzelwert. Kopiere diese vollständige Kopfzeile in das sichtbare lokale Sternpaneel; übertrage sie auf kein anderes Paneel.	VISIBLE_GROUP_AND_PAGE_LOCAL_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
203	A2	f68r1	f68r1.2	4	A2:G013	cheey	A2:G013@f68r1.2#4=«cheey»	CATALOGUE_HEADER_FRAGMENT	PAGE_OWNER_ONLY	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	STAR_PANEL_HEADER	lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels	Kopiere Segment 4/9 «cheey» in Quellordnung für den Bildbesitzer «lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels»; das Segment erhält keinen Einzelwert. Kopiere diese vollständige Kopfzeile in das sichtbare lokale Sternpaneel; übertrage sie auf kein anderes Paneel.	VISIBLE_GROUP_AND_PAGE_LOCAL_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
204	A2	f68r1	f68r1.2	5	A2:G014	cheeteey	A2:G014@f68r1.2#5=«cheeteey»	CATALOGUE_HEADER_FRAGMENT	PAGE_OWNER_ONLY	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	STAR_PANEL_HEADER	lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels	Kopiere Segment 5/9 «cheeteey» in Quellordnung für den Bildbesitzer «lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels»; das Segment erhält keinen Einzelwert. Kopiere diese vollständige Kopfzeile in das sichtbare lokale Sternpaneel; übertrage sie auf kein anderes Paneel.	VISIBLE_GROUP_AND_PAGE_LOCAL_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
205	A2	f68r1	f68r1.2	6	A2:G015	yteody	A2:G015@f68r1.2#6=«yteody»	CATALOGUE_HEADER_FRAGMENT	PAGE_OWNER_ONLY	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	STAR_PANEL_HEADER	lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels	Kopiere Segment 6/9 «yteody» in Quellordnung für den Bildbesitzer «lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels»; das Segment erhält keinen Einzelwert. Kopiere diese vollständige Kopfzeile in das sichtbare lokale Sternpaneel; übertrage sie auf kein anderes Paneel.	VISIBLE_GROUP_AND_PAGE_LOCAL_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
206	A2	f68r1	f68r1.2	7	A2:G016	chpor	A2:G016@f68r1.2#7=«chpor»	CATALOGUE_HEADER_FRAGMENT	PAGE_OWNER_ONLY	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	STAR_PANEL_HEADER	lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels	Kopiere Segment 7/9 «chpor» in Quellordnung für den Bildbesitzer «lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels»; das Segment erhält keinen Einzelwert. Kopiere diese vollständige Kopfzeile in das sichtbare lokale Sternpaneel; übertrage sie auf kein anderes Paneel.	VISIBLE_GROUP_AND_PAGE_LOCAL_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
207	A2	f68r1	f68r1.2	8	A2:G017	cheokorchey	A2:G017@f68r1.2#8=«cheokorchey»	CATALOGUE_HEADER_FRAGMENT	PAGE_OWNER_ONLY	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	STAR_PANEL_HEADER	lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels	Kopiere Segment 8/9 «cheokorchey» in Quellordnung für den Bildbesitzer «lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels»; das Segment erhält keinen Einzelwert. Kopiere diese vollständige Kopfzeile in das sichtbare lokale Sternpaneel; übertrage sie auf kein anderes Paneel.	VISIBLE_GROUP_AND_PAGE_LOCAL_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
208	A2	f68r1	f68r1.2	9	A2:G018	chod	A2:G018@f68r1.2#9=«chod»	CATALOGUE_HEADER_FRAGMENT	PAGE_OWNER_ONLY	A2_MIDDLE_PANEL_HEADER	A68_MIDDLE_STAR_PANEL	STAR_PANEL_HEADER	lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels	Kopiere Segment 9/9 «chod» in Quellordnung für den Bildbesitzer «lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels»; das Segment erhält keinen Einzelwert. Kopiere diese vollständige Kopfzeile in das sichtbare lokale Sternpaneel; übertrage sie auf kein anderes Paneel.	VISIBLE_GROUP_AND_PAGE_LOCAL_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
209	A2	f68r1	f68r1.3	1	A2:G019	ykor	A2:G019@f68r1.3#1=«ykor»	CATALOGUE_HEADER_FRAGMENT	PAGE_OWNER_ONLY	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	STAR_PANEL_HEADER	lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels	Kopiere Segment 1/8 «ykor» in Quellordnung für den Bildbesitzer «lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels»; das Segment erhält keinen Einzelwert. Kopiere diese vollständige Kopfzeile in das sichtbare lokale Sternpaneel; übertrage sie auf kein anderes Paneel.	VISIBLE_GROUP_AND_PAGE_LOCAL_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
210	A2	f68r1	f68r1.3	2	A2:G020	shey	A2:G020@f68r1.3#2=«shey»	CATALOGUE_HEADER_FRAGMENT	PAGE_OWNER_ONLY	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	STAR_PANEL_HEADER	lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels	Kopiere Segment 2/8 «shey» in Quellordnung für den Bildbesitzer «lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels»; das Segment erhält keinen Einzelwert. Kopiere diese vollständige Kopfzeile in das sichtbare lokale Sternpaneel; übertrage sie auf kein anderes Paneel.	VISIBLE_GROUP_AND_PAGE_LOCAL_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
211	A2	f68r1	f68r1.3	3	A2:G021	qocheey	A2:G021@f68r1.3#3=«qocheey»	CATALOGUE_HEADER_FRAGMENT	PAGE_OWNER_ONLY	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	STAR_PANEL_HEADER	lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels	Kopiere Segment 3/8 «qocheey» in Quellordnung für den Bildbesitzer «lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels»; das Segment erhält keinen Einzelwert. Kopiere diese vollständige Kopfzeile in das sichtbare lokale Sternpaneel; übertrage sie auf kein anderes Paneel.	VISIBLE_GROUP_AND_PAGE_LOCAL_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
212	A2	f68r1	f68r1.3	4	A2:G022	chokal	A2:G022@f68r1.3#4=«chokal»	CATALOGUE_HEADER_FRAGMENT	PAGE_OWNER_ONLY	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	STAR_PANEL_HEADER	lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels	Kopiere Segment 4/8 «chokal» in Quellordnung für den Bildbesitzer «lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels»; das Segment erhält keinen Einzelwert. Kopiere diese vollständige Kopfzeile in das sichtbare lokale Sternpaneel; übertrage sie auf kein anderes Paneel.	VISIBLE_GROUP_AND_PAGE_LOCAL_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
213	A2	f68r1	f68r1.3	5	A2:G023	okeey	A2:G023@f68r1.3#5=«okeey»	CATALOGUE_HEADER_FRAGMENT	PAGE_OWNER_ONLY	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	STAR_PANEL_HEADER	lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels	Kopiere Segment 5/8 «okeey» in Quellordnung für den Bildbesitzer «lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels»; das Segment erhält keinen Einzelwert. Kopiere diese vollständige Kopfzeile in das sichtbare lokale Sternpaneel; übertrage sie auf kein anderes Paneel.	VISIBLE_GROUP_AND_PAGE_LOCAL_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
214	A2	f68r1	f68r1.3	6	A2:G024	ror	A2:G024@f68r1.3#6=«ror»	CATALOGUE_HEADER_FRAGMENT	PAGE_OWNER_ONLY	A2_RIGHT_PANEL_HEADER	A68_RIGHT_STAR_PANEL	STAR_PANEL_HEADER	lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels	Kopiere Segment 6/8 «ror» in Quellordnung für den Bildbesitzer «lokale Kopf-/Legendenangabe des zugeordneten f68r1-Paneels»; das Segment erhält keinen Einzelwert. Kopiere diese vollständige Kopfzeile in das sichtbare lokale Sternpaneel; übertrage sie auf kein anderes Paneel.	VISIBLE_GROUP_AND_PAGE_LOCAL_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	UNKNOWN_OR_NOT_APPLICABLE	UNKNOWN_OR_NOT_APPLICABLE	UNLICENSED	NONE	NONE	NONE	NONE	LOCAL_VISIBLE_IDENTITY_AND_EXEMPLAR_INSTRUCTION_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_MEANING
