locus_row	diagram_id	page	locus	group_count	group_serials	opaque_local_ids	surface_sequence	complete_visible_label	v71_owner_status	selected_visible_owner	local_namespace	local_owner_kind	silent_argument_default	visible_basis	continuous_local_reading	source_status	confidence	historical_celestial_rival	technical_formal_rival	contradiction	orientation_status	cross_namespace_join	prose_card_import	global_7x12	semantic_ceiling
49	A1	f67r2	f67r2.49	3	122|123|124	A1:G122|A1:G123|A1:G124	os|choer|aiin	os choer aiin	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_49	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 49 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_49] setze das vollständige opake Lokaletikett «os choer aiin». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
50	A1	f67r2	f67r2.50	2	125|126	A1:G125|A1:G126	choeea|sal	choeea sal	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_50	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 50 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_50] setze das vollständige opake Lokaletikett «choeea sal». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
51	A1	f67r2	f67r2.51	1	127	A1:G127	dadaiin	dadaiin	INHERITED_VISIBLE	A1_LEFT_LOCAL_FIELD_51	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_LOCAL_FIELD_LABEL	gegenwärtiges lokales Radial-/Ringfeld 51 des linken f67r2-Rades	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	Am Besitzer [A1_LEFT_LOCAL_FIELD_51] setze das vollständige opake Lokaletikett «dadaiin». Zeige das Feld im linken Rad, kopiere sein örtliches Etikett und schlage nur den linksradlokalen Exemplareintrag nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_LOCAL_INHERITED_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	LOW	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
52	A1	f67r2	f67r2.52	1	128	A1:G128	qotoear	qotoear	DIRECT_VISIBLE	A1_LEFT_OUTER_STAR_STATION_01	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_OUTER_STAR_LABEL	äußerer Sternplatz 01 des linken f67r2-Rades	wiederholte sichtbare Sternplätze liegen in der äußeren Zone des linken Rades	Am Besitzer [A1_LEFT_OUTER_STAR_STATION_01] setze das vollständige opake Lokaletikett «qotoear». Setze das Etikett an den sichtbaren äußeren Sternplatz des linken Rades und lies es nur über diesen Bildort zurück. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
53	A1	f67r2	f67r2.53	1	129	A1:G129	dchdar	dchdar	DIRECT_VISIBLE	A1_LEFT_OUTER_STAR_STATION_02	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_OUTER_STAR_LABEL	äußerer Sternplatz 02 des linken f67r2-Rades	wiederholte sichtbare Sternplätze liegen in der äußeren Zone des linken Rades	Am Besitzer [A1_LEFT_OUTER_STAR_STATION_02] setze das vollständige opake Lokaletikett «dchdar». Setze das Etikett an den sichtbaren äußeren Sternplatz des linken Rades und lies es nur über diesen Bildort zurück. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
54	A1	f67r2	f67r2.54	2	130|131	A1:G130|A1:G131	y|saldal	y saldal	DIRECT_VISIBLE	A1_LEFT_OUTER_STAR_STATION_03	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_OUTER_STAR_LABEL	äußerer Sternplatz 03 des linken f67r2-Rades	wiederholte sichtbare Sternplätze liegen in der äußeren Zone des linken Rades	Am Besitzer [A1_LEFT_OUTER_STAR_STATION_03] setze das vollständige opake Lokaletikett «y saldal». Setze das Etikett an den sichtbaren äußeren Sternplatz des linken Rades und lies es nur über diesen Bildort zurück. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
55	A1	f67r2	f67r2.55	1	132	A1:G132	ytodal	ytodal	DIRECT_VISIBLE	A1_LEFT_OUTER_STAR_STATION_04	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_OUTER_STAR_LABEL	äußerer Sternplatz 04 des linken f67r2-Rades	wiederholte sichtbare Sternplätze liegen in der äußeren Zone des linken Rades	Am Besitzer [A1_LEFT_OUTER_STAR_STATION_04] setze das vollständige opake Lokaletikett «ytodal». Setze das Etikett an den sichtbaren äußeren Sternplatz des linken Rades und lies es nur über diesen Bildort zurück. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
56	A1	f67r2	f67r2.56	2	133|134	A1:G133|A1:G134	tol|daiin	tol daiin	DIRECT_VISIBLE	A1_LEFT_OUTER_STAR_STATION_05	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_OUTER_STAR_LABEL	äußerer Sternplatz 05 des linken f67r2-Rades	wiederholte sichtbare Sternplätze liegen in der äußeren Zone des linken Rades	Am Besitzer [A1_LEFT_OUTER_STAR_STATION_05] setze das vollständige opake Lokaletikett «tol daiin». Setze das Etikett an den sichtbaren äußeren Sternplatz des linken Rades und lies es nur über diesen Bildort zurück. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
57	A1	f67r2	f67r2.57	2	135|136	A1:G135|A1:G136	otar|dy	otar dy	DIRECT_VISIBLE	A1_LEFT_OUTER_STAR_STATION_06	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_OUTER_STAR_LABEL	äußerer Sternplatz 06 des linken f67r2-Rades	wiederholte sichtbare Sternplätze liegen in der äußeren Zone des linken Rades	Am Besitzer [A1_LEFT_OUTER_STAR_STATION_06] setze das vollständige opake Lokaletikett «otar dy». Setze das Etikett an den sichtbaren äußeren Sternplatz des linken Rades und lies es nur über diesen Bildort zurück. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
58	A1	f67r2	f67r2.58	3	137|138|139	A1:G137|A1:G138|A1:G139	cho|dal|g	cho dal g	DIRECT_VISIBLE	A1_LEFT_OUTER_STAR_STATION_07	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_OUTER_STAR_LABEL	äußerer Sternplatz 07 des linken f67r2-Rades	wiederholte sichtbare Sternplätze liegen in der äußeren Zone des linken Rades	Am Besitzer [A1_LEFT_OUTER_STAR_STATION_07] setze das vollständige opake Lokaletikett «cho dal g». Setze das Etikett an den sichtbaren äußeren Sternplatz des linken Rades und lies es nur über diesen Bildort zurück. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
59	A1	f67r2	f67r2.59	1	140	A1:G140	ytchodly	ytchodly	DIRECT_VISIBLE	A1_LEFT_OUTER_STAR_STATION_08	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_OUTER_STAR_LABEL	äußerer Sternplatz 08 des linken f67r2-Rades	wiederholte sichtbare Sternplätze liegen in der äußeren Zone des linken Rades	Am Besitzer [A1_LEFT_OUTER_STAR_STATION_08] setze das vollständige opake Lokaletikett «ytchodly». Setze das Etikett an den sichtbaren äußeren Sternplatz des linken Rades und lies es nur über diesen Bildort zurück. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
60	A1	f67r2	f67r2.60	1	141	A1:G141	octhys	octhys	DIRECT_VISIBLE	A1_LEFT_OUTER_STAR_STATION_09	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_OUTER_STAR_LABEL	äußerer Sternplatz 09 des linken f67r2-Rades	wiederholte sichtbare Sternplätze liegen in der äußeren Zone des linken Rades	Am Besitzer [A1_LEFT_OUTER_STAR_STATION_09] setze das vollständige opake Lokaletikett «octhys». Setze das Etikett an den sichtbaren äußeren Sternplatz des linken Rades und lies es nur über diesen Bildort zurück. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
61	A1	f67r2	f67r2.61	1	142	A1:G142	ytokar	ytokar	DIRECT_VISIBLE	A1_LEFT_OUTER_STAR_STATION_10	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_OUTER_STAR_LABEL	äußerer Sternplatz 10 des linken f67r2-Rades	wiederholte sichtbare Sternplätze liegen in der äußeren Zone des linken Rades	Am Besitzer [A1_LEFT_OUTER_STAR_STATION_10] setze das vollständige opake Lokaletikett «ytokar». Setze das Etikett an den sichtbaren äußeren Sternplatz des linken Rades und lies es nur über diesen Bildort zurück. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
62	A1	f67r2	f67r2.62	1	143	A1:G143	otolor	otolor	DIRECT_VISIBLE	A1_LEFT_OUTER_STAR_STATION_11	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_OUTER_STAR_LABEL	äußerer Sternplatz 11 des linken f67r2-Rades	wiederholte sichtbare Sternplätze liegen in der äußeren Zone des linken Rades	Am Besitzer [A1_LEFT_OUTER_STAR_STATION_11] setze das vollständige opake Lokaletikett «otolor». Setze das Etikett an den sichtbaren äußeren Sternplatz des linken Rades und lies es nur über diesen Bildort zurück. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
63	A1	f67r2	f67r2.63	1	144	A1:G144	okodar	okodar	DIRECT_VISIBLE	A1_LEFT_OUTER_STAR_STATION_12	A67_LEFT_CELESTIAL_WHEEL	LEFT_WHEEL_OUTER_STAR_LABEL	äußerer Sternplatz 12 des linken f67r2-Rades	wiederholte sichtbare Sternplätze liegen in der äußeren Zone des linken Rades	Am Besitzer [A1_LEFT_OUTER_STAR_STATION_12] setze das vollständige opake Lokaletikett «okodar». Setze das Etikett an den sichtbaren äußeren Sternplatz des linken Rades und lies es nur über diesen Bildort zurück. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	eigenständiges Stern-, Kalender- oder Prognostikrad mit äußeren Sternplätzen	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Lokale Felder und Sterne sind sichtbar, doch weder ihr Himmelswert noch ein Schlüssel zum rechten Rad ist gegeben.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
64	A1	f67r2	f67r2.64	2	145|146	A1:G145|A1:G146	s|air	s air	DIRECT_VISIBLE	A1_RIGHT_PHASE_STATION_01	A67_RIGHT_CELESTIAL_WHEEL	RIGHT_WHEEL_DISC_CONDITION_LABEL	lokaler Scheiben-/Bedingungsplatz 01 des rechten f67r2-Rades	farbige kleine Scheiben liegen in getrennten Feldern des rechten Rades	Am Besitzer [A1_RIGHT_PHASE_STATION_01] setze das vollständige opake Lokaletikett «s air». Setze das Etikett an den sichtbaren Scheiben-/Bedingungsplatz des rechten Rades; seine Funktion liefert nur das lokale Exemplar. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	zodiakal-, kalender- oder iatromathematisch gegliedertes Sektor-/Scheibenrad	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Kein Etikett ist identifiziert; das zweite Rad ist unverbunden, und eine seitenweite 7×12-Komposition ist nicht sichtbar.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
65	A1	f67r2	f67r2.65	1	147	A1:G147	soear	soear	DIRECT_VISIBLE	A1_RIGHT_PHASE_STATION_02	A67_RIGHT_CELESTIAL_WHEEL	RIGHT_WHEEL_DISC_CONDITION_LABEL	lokaler Scheiben-/Bedingungsplatz 02 des rechten f67r2-Rades	farbige kleine Scheiben liegen in getrennten Feldern des rechten Rades	Am Besitzer [A1_RIGHT_PHASE_STATION_02] setze das vollständige opake Lokaletikett «soear». Setze das Etikett an den sichtbaren Scheiben-/Bedingungsplatz des rechten Rades; seine Funktion liefert nur das lokale Exemplar. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	zodiakal-, kalender- oder iatromathematisch gegliedertes Sektor-/Scheibenrad	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Kein Etikett ist identifiziert; das zweite Rad ist unverbunden, und eine seitenweite 7×12-Komposition ist nicht sichtbar.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
66	A1	f67r2	f67r2.66	1	148	A1:G148	cpheey	cpheey	DIRECT_VISIBLE	A1_RIGHT_PHASE_STATION_03	A67_RIGHT_CELESTIAL_WHEEL	RIGHT_WHEEL_DISC_CONDITION_LABEL	lokaler Scheiben-/Bedingungsplatz 03 des rechten f67r2-Rades	farbige kleine Scheiben liegen in getrennten Feldern des rechten Rades	Am Besitzer [A1_RIGHT_PHASE_STATION_03] setze das vollständige opake Lokaletikett «cpheey». Setze das Etikett an den sichtbaren Scheiben-/Bedingungsplatz des rechten Rades; seine Funktion liefert nur das lokale Exemplar. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	zodiakal-, kalender- oder iatromathematisch gegliedertes Sektor-/Scheibenrad	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Kein Etikett ist identifiziert; das zweite Rad ist unverbunden, und eine seitenweite 7×12-Komposition ist nicht sichtbar.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
67	A1	f67r2	f67r2.67	1	149	A1:G149	okodar	okodar	DIRECT_VISIBLE	A1_RIGHT_PHASE_STATION_04	A67_RIGHT_CELESTIAL_WHEEL	RIGHT_WHEEL_DISC_CONDITION_LABEL	lokaler Scheiben-/Bedingungsplatz 04 des rechten f67r2-Rades	farbige kleine Scheiben liegen in getrennten Feldern des rechten Rades	Am Besitzer [A1_RIGHT_PHASE_STATION_04] setze das vollständige opake Lokaletikett «okodar». Setze das Etikett an den sichtbaren Scheiben-/Bedingungsplatz des rechten Rades; seine Funktion liefert nur das lokale Exemplar. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	zodiakal-, kalender- oder iatromathematisch gegliedertes Sektor-/Scheibenrad	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Kein Etikett ist identifiziert; das zweite Rad ist unverbunden, und eine seitenweite 7×12-Komposition ist nicht sichtbar.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
68	A1	f67r2	f67r2.68	1	150	A1:G150	oepchod	oepchod	DIRECT_VISIBLE	A1_RIGHT_PHASE_STATION_05	A67_RIGHT_CELESTIAL_WHEEL	RIGHT_WHEEL_DISC_CONDITION_LABEL	lokaler Scheiben-/Bedingungsplatz 05 des rechten f67r2-Rades	farbige kleine Scheiben liegen in getrennten Feldern des rechten Rades	Am Besitzer [A1_RIGHT_PHASE_STATION_05] setze das vollständige opake Lokaletikett «oepchod». Setze das Etikett an den sichtbaren Scheiben-/Bedingungsplatz des rechten Rades; seine Funktion liefert nur das lokale Exemplar. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	MEDIUM	zodiakal-, kalender- oder iatromathematisch gegliedertes Sektor-/Scheibenrad	zwei unabhängige formale Merk- und Lookup-Räder; Etiketten sind nur Bildadressen	Kein Etikett ist identifiziert; das zweite Rad ist unverbunden, und eine seitenweite 7×12-Komposition ist nicht sichtbar.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
