group_serial	diagram_id	page	locus	event_index	opaque_local_id	surface_display_only	owner_status	local_namespace_owner	exact_literal_layer	concrete_local_default	source_class	confidence	historical_celestial_rival	technical_or_formal_rival	strongest_contradiction	orientation_status	cross_namespace_mapping	semantic_ceiling
183	A1	f67r2	f67r2.74	6	A1:G183	chos	UNRESOLVED	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	[SURFACE:chos] > [OPAQUE_LOCAL:A1:G183] > [OWNER:A1_PAIRED_WHEEL_LEGEND_UNRESOLVED] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Am lokalen Himmelsfeld „A1_PAIRED_WHEEL_LEGEND_UNRESOLVED“ das Beschriftungsfragment 6 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	PAIRED_CELESTIAL_RELATION_WHEEL_LOCAL_LOOKUP	0.22	Iatromathematischer Rivale: örtliche Zeichen-, Körper- oder Wahlrelation; konkrete Namen bleiben im Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
184	A1	f67r2	f67r2.74	7	A1:G184	aiin	UNRESOLVED	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	[SURFACE:aiin] > [OPAQUE_LOCAL:A1:G184] > [OWNER:A1_PAIRED_WHEEL_LEGEND_UNRESOLVED] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Am lokalen Himmelsfeld „A1_PAIRED_WHEEL_LEGEND_UNRESOLVED“ das Beschriftungsfragment 7 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	PAIRED_CELESTIAL_RELATION_WHEEL_LOCAL_LOOKUP	0.22	Iatromathematischer Rivale: örtliche Zeichen-, Körper- oder Wahlrelation; konkrete Namen bleiben im Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
185	A1	f67r2	f67r2.74	8	A1:G185	okeeody	UNRESOLVED	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	[SURFACE:okeeody] > [OPAQUE_LOCAL:A1:G185] > [OWNER:A1_PAIRED_WHEEL_LEGEND_UNRESOLVED] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Am lokalen Himmelsfeld „A1_PAIRED_WHEEL_LEGEND_UNRESOLVED“ das Beschriftungsfragment 8 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	PAIRED_CELESTIAL_RELATION_WHEEL_LOCAL_LOOKUP	0.22	Iatromathematischer Rivale: örtliche Zeichen-, Körper- oder Wahlrelation; konkrete Namen bleiben im Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
186	A1	f67r2	f67r2.74	9	A1:G186	qokoaiin	UNRESOLVED	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	[SURFACE:qokoaiin] > [OPAQUE_LOCAL:A1:G186] > [OWNER:A1_PAIRED_WHEEL_LEGEND_UNRESOLVED] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Am lokalen Himmelsfeld „A1_PAIRED_WHEEL_LEGEND_UNRESOLVED“ das Beschriftungsfragment 9 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	PAIRED_CELESTIAL_RELATION_WHEEL_LOCAL_LOOKUP	0.22	Iatromathematischer Rivale: örtliche Zeichen-, Körper- oder Wahlrelation; konkrete Namen bleiben im Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
187	A1	f67r2	f67r2.74	10	A1:G187	odain	UNRESOLVED	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	[SURFACE:odain] > [OPAQUE_LOCAL:A1:G187] > [OWNER:A1_PAIRED_WHEEL_LEGEND_UNRESOLVED] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Am lokalen Himmelsfeld „A1_PAIRED_WHEEL_LEGEND_UNRESOLVED“ das Beschriftungsfragment 10 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	PAIRED_CELESTIAL_RELATION_WHEEL_LOCAL_LOOKUP	0.22	Iatromathematischer Rivale: örtliche Zeichen-, Körper- oder Wahlrelation; konkrete Namen bleiben im Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
188	A1	f67r2	f67r2.74	11	A1:G188	ar	UNRESOLVED	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	[SURFACE:ar] > [OPAQUE_LOCAL:A1:G188] > [OWNER:A1_PAIRED_WHEEL_LEGEND_UNRESOLVED] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Am lokalen Himmelsfeld „A1_PAIRED_WHEEL_LEGEND_UNRESOLVED“ das Beschriftungsfragment 11 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	PAIRED_CELESTIAL_RELATION_WHEEL_LOCAL_LOOKUP	0.22	Iatromathematischer Rivale: örtliche Zeichen-, Körper- oder Wahlrelation; konkrete Namen bleiben im Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
189	A1	f67r2	f67r2.74	12	A1:G189	air	UNRESOLVED	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	[SURFACE:air] > [OPAQUE_LOCAL:A1:G189] > [OWNER:A1_PAIRED_WHEEL_LEGEND_UNRESOLVED] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Am lokalen Himmelsfeld „A1_PAIRED_WHEEL_LEGEND_UNRESOLVED“ das Beschriftungsfragment 12 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	PAIRED_CELESTIAL_RELATION_WHEEL_LOCAL_LOOKUP	0.22	Iatromathematischer Rivale: örtliche Zeichen-, Körper- oder Wahlrelation; konkrete Namen bleiben im Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
190	A1	f67r2	f67r2.74	13	A1:G190	ay	UNRESOLVED	A1_PAIRED_WHEEL_LEGEND_UNRESOLVED	[SURFACE:ay] > [OPAQUE_LOCAL:A1:G190] > [OWNER:A1_PAIRED_WHEEL_LEGEND_UNRESOLVED] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Am lokalen Himmelsfeld „A1_PAIRED_WHEEL_LEGEND_UNRESOLVED“ das Beschriftungsfragment 13 der zugehörigen Sektorbeziehung eintragen und nur innerhalb dieses Rades nachschlagen.	PAIRED_CELESTIAL_RELATION_WHEEL_LOCAL_LOOKUP	0.22	Iatromathematischer Rivale: örtliche Zeichen-, Körper- oder Wahlrelation; konkrete Namen bleiben im Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
191	A2	f68r1	f68r1.1	1	A2:G001	shokchy	PAGE_OWNER_ONLY	A2_LEFT_PANEL_HEADER	[SURFACE:shokchy] > [OPAQUE_LOCAL:A2:G001] > [OWNER:A2_LEFT_PANEL_HEADER] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im lokalen Sternfeld „A2_LEFT_PANEL_HEADER“ Fragment 1 des Stationsnamens oder Stationsmerkmals eintragen und nur im selben Paneel verwenden.	MULTIPANEL_STAR_STATION_CATALOGUE_LOCAL_LOOKUP	0.22	Astronomischer Rivale: Sternname, Sternbildteil oder Mondstationsmerkmal aus dem lokalen Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
192	A2	f68r1	f68r1.1	2	A2:G002	chteey	PAGE_OWNER_ONLY	A2_LEFT_PANEL_HEADER	[SURFACE:chteey] > [OPAQUE_LOCAL:A2:G002] > [OWNER:A2_LEFT_PANEL_HEADER] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im lokalen Sternfeld „A2_LEFT_PANEL_HEADER“ Fragment 2 des Stationsnamens oder Stationsmerkmals eintragen und nur im selben Paneel verwenden.	MULTIPANEL_STAR_STATION_CATALOGUE_LOCAL_LOOKUP	0.22	Astronomischer Rivale: Sternname, Sternbildteil oder Mondstationsmerkmal aus dem lokalen Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
193	A2	f68r1	f68r1.1	3	A2:G003	choteey	PAGE_OWNER_ONLY	A2_LEFT_PANEL_HEADER	[SURFACE:choteey] > [OPAQUE_LOCAL:A2:G003] > [OWNER:A2_LEFT_PANEL_HEADER] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im lokalen Sternfeld „A2_LEFT_PANEL_HEADER“ Fragment 3 des Stationsnamens oder Stationsmerkmals eintragen und nur im selben Paneel verwenden.	MULTIPANEL_STAR_STATION_CATALOGUE_LOCAL_LOOKUP	0.22	Astronomischer Rivale: Sternname, Sternbildteil oder Mondstationsmerkmal aus dem lokalen Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
194	A2	f68r1	f68r1.1	4	A2:G004	cphol	PAGE_OWNER_ONLY	A2_LEFT_PANEL_HEADER	[SURFACE:cphol] > [OPAQUE_LOCAL:A2:G004] > [OWNER:A2_LEFT_PANEL_HEADER] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im lokalen Sternfeld „A2_LEFT_PANEL_HEADER“ Fragment 4 des Stationsnamens oder Stationsmerkmals eintragen und nur im selben Paneel verwenden.	MULTIPANEL_STAR_STATION_CATALOGUE_LOCAL_LOOKUP	0.22	Astronomischer Rivale: Sternname, Sternbildteil oder Mondstationsmerkmal aus dem lokalen Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
195	A2	f68r1	f68r1.1	5	A2:G005	cheor	PAGE_OWNER_ONLY	A2_LEFT_PANEL_HEADER	[SURFACE:cheor] > [OPAQUE_LOCAL:A2:G005] > [OWNER:A2_LEFT_PANEL_HEADER] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im lokalen Sternfeld „A2_LEFT_PANEL_HEADER“ Fragment 5 des Stationsnamens oder Stationsmerkmals eintragen und nur im selben Paneel verwenden.	MULTIPANEL_STAR_STATION_CATALOGUE_LOCAL_LOOKUP	0.22	Astronomischer Rivale: Sternname, Sternbildteil oder Mondstationsmerkmal aus dem lokalen Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
196	A2	f68r1	f68r1.1	6	A2:G006	opcheeol	PAGE_OWNER_ONLY	A2_LEFT_PANEL_HEADER	[SURFACE:opcheeol] > [OPAQUE_LOCAL:A2:G006] > [OWNER:A2_LEFT_PANEL_HEADER] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im lokalen Sternfeld „A2_LEFT_PANEL_HEADER“ Fragment 6 des Stationsnamens oder Stationsmerkmals eintragen und nur im selben Paneel verwenden.	MULTIPANEL_STAR_STATION_CATALOGUE_LOCAL_LOOKUP	0.22	Astronomischer Rivale: Sternname, Sternbildteil oder Mondstationsmerkmal aus dem lokalen Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
197	A2	f68r1	f68r1.1	7	A2:G007	otor	PAGE_OWNER_ONLY	A2_LEFT_PANEL_HEADER	[SURFACE:otor] > [OPAQUE_LOCAL:A2:G007] > [OWNER:A2_LEFT_PANEL_HEADER] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im lokalen Sternfeld „A2_LEFT_PANEL_HEADER“ Fragment 7 des Stationsnamens oder Stationsmerkmals eintragen und nur im selben Paneel verwenden.	MULTIPANEL_STAR_STATION_CATALOGUE_LOCAL_LOOKUP	0.22	Astronomischer Rivale: Sternname, Sternbildteil oder Mondstationsmerkmal aus dem lokalen Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
198	A2	f68r1	f68r1.1	8	A2:G008	choctheeey	PAGE_OWNER_ONLY	A2_LEFT_PANEL_HEADER	[SURFACE:choctheeey] > [OPAQUE_LOCAL:A2:G008] > [OWNER:A2_LEFT_PANEL_HEADER] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im lokalen Sternfeld „A2_LEFT_PANEL_HEADER“ Fragment 8 des Stationsnamens oder Stationsmerkmals eintragen und nur im selben Paneel verwenden.	MULTIPANEL_STAR_STATION_CATALOGUE_LOCAL_LOOKUP	0.22	Astronomischer Rivale: Sternname, Sternbildteil oder Mondstationsmerkmal aus dem lokalen Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
199	A2	f68r1	f68r1.1	9	A2:G009	okchoal	PAGE_OWNER_ONLY	A2_LEFT_PANEL_HEADER	[SURFACE:okchoal] > [OPAQUE_LOCAL:A2:G009] > [OWNER:A2_LEFT_PANEL_HEADER] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im lokalen Sternfeld „A2_LEFT_PANEL_HEADER“ Fragment 9 des Stationsnamens oder Stationsmerkmals eintragen und nur im selben Paneel verwenden.	MULTIPANEL_STAR_STATION_CATALOGUE_LOCAL_LOOKUP	0.22	Astronomischer Rivale: Sternname, Sternbildteil oder Mondstationsmerkmal aus dem lokalen Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
200	A2	f68r1	f68r1.2	1	A2:G010	tochso	PAGE_OWNER_ONLY	A2_MIDDLE_PANEL_HEADER	[SURFACE:tochso] > [OPAQUE_LOCAL:A2:G010] > [OWNER:A2_MIDDLE_PANEL_HEADER] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im lokalen Sternfeld „A2_MIDDLE_PANEL_HEADER“ Fragment 1 des Stationsnamens oder Stationsmerkmals eintragen und nur im selben Paneel verwenden.	MULTIPANEL_STAR_STATION_CATALOGUE_LOCAL_LOOKUP	0.22	Astronomischer Rivale: Sternname, Sternbildteil oder Mondstationsmerkmal aus dem lokalen Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
201	A2	f68r1	f68r1.2	2	A2:G011	otchl	PAGE_OWNER_ONLY	A2_MIDDLE_PANEL_HEADER	[SURFACE:otchl] > [OPAQUE_LOCAL:A2:G011] > [OWNER:A2_MIDDLE_PANEL_HEADER] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im lokalen Sternfeld „A2_MIDDLE_PANEL_HEADER“ Fragment 2 des Stationsnamens oder Stationsmerkmals eintragen und nur im selben Paneel verwenden.	MULTIPANEL_STAR_STATION_CATALOGUE_LOCAL_LOOKUP	0.22	Astronomischer Rivale: Sternname, Sternbildteil oder Mondstationsmerkmal aus dem lokalen Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
202	A2	f68r1	f68r1.2	3	A2:G012	qokeeedy	PAGE_OWNER_ONLY	A2_MIDDLE_PANEL_HEADER	[SURFACE:qokeeedy] > [OPAQUE_LOCAL:A2:G012] > [OWNER:A2_MIDDLE_PANEL_HEADER] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im lokalen Sternfeld „A2_MIDDLE_PANEL_HEADER“ Fragment 3 des Stationsnamens oder Stationsmerkmals eintragen und nur im selben Paneel verwenden.	MULTIPANEL_STAR_STATION_CATALOGUE_LOCAL_LOOKUP	0.22	Astronomischer Rivale: Sternname, Sternbildteil oder Mondstationsmerkmal aus dem lokalen Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
203	A2	f68r1	f68r1.2	4	A2:G013	cheey	PAGE_OWNER_ONLY	A2_MIDDLE_PANEL_HEADER	[SURFACE:cheey] > [OPAQUE_LOCAL:A2:G013] > [OWNER:A2_MIDDLE_PANEL_HEADER] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im lokalen Sternfeld „A2_MIDDLE_PANEL_HEADER“ Fragment 4 des Stationsnamens oder Stationsmerkmals eintragen und nur im selben Paneel verwenden.	MULTIPANEL_STAR_STATION_CATALOGUE_LOCAL_LOOKUP	0.22	Astronomischer Rivale: Sternname, Sternbildteil oder Mondstationsmerkmal aus dem lokalen Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
204	A2	f68r1	f68r1.2	5	A2:G014	cheeteey	PAGE_OWNER_ONLY	A2_MIDDLE_PANEL_HEADER	[SURFACE:cheeteey] > [OPAQUE_LOCAL:A2:G014] > [OWNER:A2_MIDDLE_PANEL_HEADER] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im lokalen Sternfeld „A2_MIDDLE_PANEL_HEADER“ Fragment 5 des Stationsnamens oder Stationsmerkmals eintragen und nur im selben Paneel verwenden.	MULTIPANEL_STAR_STATION_CATALOGUE_LOCAL_LOOKUP	0.22	Astronomischer Rivale: Sternname, Sternbildteil oder Mondstationsmerkmal aus dem lokalen Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
205	A2	f68r1	f68r1.2	6	A2:G015	yteody	PAGE_OWNER_ONLY	A2_MIDDLE_PANEL_HEADER	[SURFACE:yteody] > [OPAQUE_LOCAL:A2:G015] > [OWNER:A2_MIDDLE_PANEL_HEADER] > [EXEMPLAR:LOCAL_CELESTIAL_LABEL_OR_RULE_FRAGMENT]	Im lokalen Sternfeld „A2_MIDDLE_PANEL_HEADER“ Fragment 6 des Stationsnamens oder Stationsmerkmals eintragen und nur im selben Paneel verwenden.	MULTIPANEL_STAR_STATION_CATALOGUE_LOCAL_LOOKUP	0.22	Astronomischer Rivale: Sternname, Sternbildteil oder Mondstationsmerkmal aus dem lokalen Exemplar.	Das Fragment ist nur eine opake kopierte Beschriftung des sichtbaren Diagrammpostens, ohne rekonstruierbaren Sachwert.	Weder Oberfläche noch Position identifiziert den externen Namen, die Tätigkeit, den Startpunkt oder die Leserichtung.	EDITORIAL_LOCUS_ORDER_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	CONCRETE_LOCAL_EXEMPLAR_NOT_TRANSLATED_WORD_OR_CROSS_PAGE_KEY
