local_locus_id	diagram_id	page	source_locus	locus_ordinal_editorial	group_count	local_group_ids	surface_sequence_display_only_exact	v75_local_namespace	v75_instrument_id	smallest_visible_owner	owner_status	local_lookup_address	source_class	formal_role_sequence_address_only	complete_concrete_technical_locus_reading	orientation_and_start_alternatives	crosspage_contract	confidence	iatromedical_rival	formal_iconographic_rival	visible_basis	contradiction	semantic_ceiling
A1:L011	A1	f67r2	f67r2.11	11	3	A1:G024|A1:G025|A1:G026	chky chykchs chy	F67_RIGHT_WHEEL_NS	F67_RIGHT_WHEEL	A1_RIGHT_SECTOR_SLOT_11	DIRECT_VISIBLE	F67_RIGHT_WHEEL_NS/A1_RIGHT_SECTOR_SLOT_11	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	COLUMN_KEY > COLUMN_DESCRIPTOR_FRAGMENT > COLUMN_DESCRIPTOR_FRAGMENT	Öffne am rechten f67r2-Rad ausschließlich den Besitzer „A1_RIGHT_SECTOR_SLOT_11“. Kopiere die sichtbare Gruppe „chky“ als Fragment 1/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein linkes Radfeld auf. Öffne am rechten f67r2-Rad ausschließlich den Besitzer „A1_RIGHT_SECTOR_SLOT_11“. Kopiere die sichtbare Gruppe „chykchs“ als Fragment 2/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein linkes Radfeld auf. Öffne am rechten f67r2-Rad ausschließlich den Besitzer „A1_RIGHT_SECTOR_SLOT_11“. Kopiere die sichtbare Gruppe „chy“ als Fragment 3/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein linkes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.43	IATROMEDICAL_RIVAL: right-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative radial text without executable content.	zwölfteilige lokale Sektor-/Scheibenordnung im rechten Rad; keine Kante zum linken Rad	zwölfteilige lokale Sektor-/Scheibenordnung im rechten Rad; keine Kante zum linken Rad. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_RIGHT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A1:L012	A1	f67r2	f67r2.12	12	2	A1:G027|A1:G028	ykees ykchos	F67_RIGHT_WHEEL_NS	F67_RIGHT_WHEEL	A1_RIGHT_SECTOR_SLOT_12	DIRECT_VISIBLE	F67_RIGHT_WHEEL_NS/A1_RIGHT_SECTOR_SLOT_12	OPAQUE_GROUP_AT_DIRECT_VISIBLE_LOCAL_SLOT	COLUMN_KEY > COLUMN_DESCRIPTOR_FRAGMENT	Öffne am rechten f67r2-Rad ausschließlich den Besitzer „A1_RIGHT_SECTOR_SLOT_12“. Kopiere die sichtbare Gruppe „ykees“ als Fragment 1/2 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein linkes Radfeld auf. Öffne am rechten f67r2-Rad ausschließlich den Besitzer „A1_RIGHT_SECTOR_SLOT_12“. Kopiere die sichtbare Gruppe „ykchos“ als Fragment 2/2 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein linkes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.43	IATROMEDICAL_RIVAL: right-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative radial text without executable content.	zwölfteilige lokale Sektor-/Scheibenordnung im rechten Rad; keine Kante zum linken Rad	zwölfteilige lokale Sektor-/Scheibenordnung im rechten Rad; keine Kante zum linken Rad. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_RIGHT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A1:L013	A1	f67r2	f67r2.13	13	4	A1:G029|A1:G030|A1:G031|A1:G032	opodchol s ain aldy	F67_RIGHT_WHEEL_NS	F67_RIGHT_WHEEL	A1_RIGHT_RING_BAND_01	INHERITED_VISIBLE	F67_RIGHT_WHEEL_NS/A1_RIGHT_RING_BAND_01	OPAQUE_GROUP_IN_LOCAL_RING_OR_BAND_TEXT	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Öffne am rechten f67r2-Rad ausschließlich den Besitzer „A1_RIGHT_RING_BAND_01“. Kopiere die sichtbare Gruppe „opodchol“ als Fragment 1/4 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein linkes Radfeld auf. Öffne am rechten f67r2-Rad ausschließlich den Besitzer „A1_RIGHT_RING_BAND_01“. Kopiere die sichtbare Gruppe „s“ als Fragment 2/4 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein linkes Radfeld auf. Öffne am rechten f67r2-Rad ausschließlich den Besitzer „A1_RIGHT_RING_BAND_01“. Kopiere die sichtbare Gruppe „ain“ als Fragment 3/4 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein linkes Radfeld auf. Öffne am rechten f67r2-Rad ausschließlich den Besitzer „A1_RIGHT_RING_BAND_01“. Kopiere die sichtbare Gruppe „aldy“ als Fragment 4/4 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein linkes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.32	IATROMEDICAL_RIVAL: right-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative radial text without executable content.	Schrift folgt einem vorgezeichneten Ringraum des rechten Rades	Schrift folgt einem vorgezeichneten Ringraum des rechten Rades. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_RIGHT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A1:L014	A1	f67r2	f67r2.14	14	3	A1:G033|A1:G034|A1:G035	soeey doiin oldy	F67_RIGHT_WHEEL_NS	F67_RIGHT_WHEEL	A1_RIGHT_RING_BAND_02	INHERITED_VISIBLE	F67_RIGHT_WHEEL_NS/A1_RIGHT_RING_BAND_02	OPAQUE_GROUP_IN_LOCAL_RING_OR_BAND_TEXT	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Öffne am rechten f67r2-Rad ausschließlich den Besitzer „A1_RIGHT_RING_BAND_02“. Kopiere die sichtbare Gruppe „soeey“ als Fragment 1/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein linkes Radfeld auf. Öffne am rechten f67r2-Rad ausschließlich den Besitzer „A1_RIGHT_RING_BAND_02“. Kopiere die sichtbare Gruppe „doiin“ als Fragment 2/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein linkes Radfeld auf. Öffne am rechten f67r2-Rad ausschließlich den Besitzer „A1_RIGHT_RING_BAND_02“. Kopiere die sichtbare Gruppe „oldy“ als Fragment 3/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein linkes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.32	IATROMEDICAL_RIVAL: right-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative radial text without executable content.	Schrift folgt einem vorgezeichneten Ringraum des rechten Rades	Schrift folgt einem vorgezeichneten Ringraum des rechten Rades. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_RIGHT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A1:L015	A1	f67r2	f67r2.15	15	1	A1:G036	dolchsody	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	A1_LEFT_LOCAL_FIELD_15	INHERITED_VISIBLE	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_15	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	ROW_KEY	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_15“. Kopiere die sichtbare Gruppe „dolchsody“ als Fragment 1/1 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.32	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A1:L016	A1	f67r2	f67r2.16	16	4	A1:G037|A1:G038|A1:G039|A1:G040	odaeiin okoes oekain y	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	A1_LEFT_LOCAL_FIELD_16	INHERITED_VISIBLE	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_16	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_16“. Kopiere die sichtbare Gruppe „odaeiin“ als Fragment 1/4 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_16“. Kopiere die sichtbare Gruppe „okoes“ als Fragment 2/4 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_16“. Kopiere die sichtbare Gruppe „oekain“ als Fragment 3/4 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_16“. Kopiere die sichtbare Gruppe „y“ als Fragment 4/4 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.32	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A1:L017	A1	f67r2	f67r2.17	17	3	A1:G041|A1:G042|A1:G043	otchey soraiir dy	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	A1_LEFT_LOCAL_FIELD_17	INHERITED_VISIBLE	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_17	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_17“. Kopiere die sichtbare Gruppe „otchey“ als Fragment 1/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_17“. Kopiere die sichtbare Gruppe „soraiir“ als Fragment 2/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_17“. Kopiere die sichtbare Gruppe „dy“ als Fragment 3/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.32	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A1:L018	A1	f67r2	f67r2.18	18	3	A1:G044|A1:G045|A1:G046	qopchy daiin dal	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	A1_LEFT_LOCAL_FIELD_18	INHERITED_VISIBLE	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_18	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_18“. Kopiere die sichtbare Gruppe „qopchy“ als Fragment 1/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_18“. Kopiere die sichtbare Gruppe „daiin“ als Fragment 2/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_18“. Kopiere die sichtbare Gruppe „dal“ als Fragment 3/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.32	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A1:L019	A1	f67r2	f67r2.19	19	4	A1:G047|A1:G048|A1:G049|A1:G050	ydchos ain ar amy	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	A1_LEFT_LOCAL_FIELD_19	INHERITED_VISIBLE	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_19	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_19“. Kopiere die sichtbare Gruppe „ydchos“ als Fragment 1/4 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_19“. Kopiere die sichtbare Gruppe „ain“ als Fragment 2/4 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_19“. Kopiere die sichtbare Gruppe „ar“ als Fragment 3/4 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_19“. Kopiere die sichtbare Gruppe „amy“ als Fragment 4/4 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.32	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A1:L020	A1	f67r2	f67r2.20	20	2	A1:G051|A1:G052	chocfhy saral	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	A1_LEFT_LOCAL_FIELD_20	INHERITED_VISIBLE	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_20	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_20“. Kopiere die sichtbare Gruppe „chocfhy“ als Fragment 1/2 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_20“. Kopiere die sichtbare Gruppe „saral“ als Fragment 2/2 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.32	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A1:L021	A1	f67r2	f67r2.21	21	3	A1:G053|A1:G054|A1:G055	sain am ar	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	A1_LEFT_LOCAL_FIELD_21	INHERITED_VISIBLE	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_21	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT > LOOKUP_INSTRUCTION_FRAGMENT	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_21“. Kopiere die sichtbare Gruppe „sain“ als Fragment 1/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_21“. Kopiere die sichtbare Gruppe „am“ als Fragment 2/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf. Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_21“. Kopiere die sichtbare Gruppe „ar“ als Fragment 3/3 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.32	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
A1:L022	A1	f67r2	f67r2.22	22	1	A1:G056	okal	F67_LEFT_WHEEL_NS	F67_LEFT_WHEEL	A1_LEFT_LOCAL_FIELD_22	INHERITED_VISIBLE	F67_LEFT_WHEEL_NS/A1_LEFT_LOCAL_FIELD_22	OPAQUE_GROUP_AT_INHERITED_LOCAL_FIELD	ROW_KEY	Öffne am linken f67r2-Rad ausschließlich den Besitzer „A1_LEFT_LOCAL_FIELD_22“. Kopiere die sichtbare Gruppe „okal“ als Fragment 1/1 in den örtlichen Ergebnisposten. Wähle weder Anfang noch Drehsinn und rufe kein rechtes Radfeld auf.	DIRECT_LOCAL_ADDRESS|ARBITRARY_START_CLOCKWISE|ARBITRARY_START_COUNTERCLOCKWISE|REFLECTED_LAYOUT;SELECTED=NONE	PAGE_LOCAL_ONLY;NO_F68_F69_JOIN;NO_COMMON_DIRECTION;NO_PROSE_CARD_VALUE	0.32	IATROMEDICAL_RIVAL: left-hand astrological or iatromathematical election wheel.	FORMAL_RIVAL: celestial diagram labels or decorative stellar text without executable content.	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik	V70 trennt das strahlen-/sterngefüllte linke Rad als eigenen Bildbesitzer; die alte Zeilenrolle liefert keine Semantik. Die Seite zeigt zwei verschieden organisierte Räder ohne Verbindung und keine sichtbare 7×12-Matrix. Start, Richtung und der konkrete Exemplarwert bleiben unbestimmt; F67_LEFT_WHEEL_NS ist nur eine lokale Werkstattadresse.	LOCAL_LOOKUP_LOCUS_NOT_WORD_CARD_MEANING_OR_TRANSLATION
